Time,NGF,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,pro_TrkA,NGF_TrkA,pTrkA_total,pAkt_total,pTrkA_scaleFactor,pAkt_scaleFactor,pS6_scaleFactor,pS6_total,NGF_conc_step,NGF_conc_pulse,NGF_conc_ramp,TrkA_turnover,pulse_time,ramp_time,Cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11
0.17,0.0014166666666666668,8.52064814324643,1.2944822703380878e-09,5.619471740102135e-12,1.155948979188347,4.885816268222364e-16,3.5523360395549983,3.3667720026994202e-15,5.288947582499572e-19,8.52065090518276,2.760805160614243e-06,1.1035048744183223e-09,9.344652819210664e-15,0.848783474941268,2.42381211094508,0.525842718263069,2.781154573532463e-19,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,3.248309437137457e-05,1.3208344599841604e-10,1.138038558390264e-13,8.855346094219603e-11,1.0103179832653195e-13,1.9027311973255773e-17,6.260440675286726e-16,1.550544895918652e-22,0.009400357643153747,2.3002421221102537e-08,0.009400354596063849
0.18,0.0014999999999999998,8.520647808905212,1.5358867926289828e-09,7.059815462739114e-12,1.1559489791869053,6.223513725937447e-16,3.552336039554997,4.505520149419265e-15,7.500434271341284e-19,8.52065090518276,3.094934865907467e-06,1.3096275836649347e-09,1.2428997098425514e-14,0.848783474941268,2.42381211094508,0.525842718263069,3.9440487453955827e-19,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,3.4391566448171975e-05,1.5671533313513762e-10,1.4297326480675372e-13,1.050675580648805e-10,1.2755770798152288e-13,2.5462947124442978e-17,7.974499312729947e-16,2.1988798140263105e-22,0.009400357643153747,2.5786316417070518e-08,0.00940035422720388
0.19,0.0015833333333333333,8.52064745548434,1.8054891638297612e-09,8.760404911561169e-12,1.1559489791852031,7.825513999681822e-16,3.5523360395549957,5.933485889339186e-15,1.0434760323496136e-18,8.52065090518276,3.448119383725264e-06,1.5399050533669564e-09,1.6278412519381965e-14,0.848783474941268,2.42381211094508,0.525842718263069,5.48704273293083e-19,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,3.629978344105797e-05,1.8422440842571354e-10,1.7741309214746334e-13,1.2351062491493183e-10,1.5898839682824935e-13,3.353309550360041e-17,1.0027222363492303e-15,3.0591273797583916e-22,0.009400357643153747,2.8728972118934483e-08,0.009400353837294399
0.2,0.0016666666666666668,8.52064708298658,2.1048272990638892e-09,1.0750847166849903e-11,1.1559489791832107,9.72655688665038e-16,3.552336039554994,7.702855590521705e-15,1.4271282271943611e-18,8.52065090518276,3.820354576060328e-06,1.7956677704675329e-09,2.1027809307133473e-14,0.848783474941268,2.42381211094508,0.525842718263069,7.504449862978376e-19,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,3.820774539253905e-05,2.1476759416545995e-10,2.1772293156889419e-13,1.4398786780528214e-10,1.958943539793684e-13,4.353268836983342e-17,1.2463123666709465e-15,4.1838690098188924e-22,0.009400357643153747,3.183035384972792e-08,0.00940035342633845
0.21,0.00175,8.52064669141469,2.435436650641631e-09,1.3062049534776948e-11,1.155948979180897,1.1963515678982412e-15,3.552336039554992,9.870830425750473e-15,1.921670419078367e-18,8.52065090518276,4.211636305546949e-06,2.0782452351249096e-09,2.6824769750239067e-14,0.848783474941268,2.42381211094508,0.525842718263069,1.0104963967738995e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,4.011545234511556e-05,2.485015613547362e-10,2.645287085634423e-13,1.6660432457175294e-10,2.3887162939282473e-13,5.57849981511288e-17,1.5329450815264112e-15,5.633703517499476e-22,0.009400357643153747,3.509042713782996e-08,0.009400352994339082
0.22,0.0018333333333333333,8.52064628077143,2.7988492330966104e-09,1.5726734369617267e-11,1.1559489791782296,1.4576227861501066e-15,3.5523360395549894,1.2501546292932038e-14,2.5515488264983795e-18,8.52065090518276,4.621960435714749e-06,2.388965570152166e-09,3.383440307260938e-14,0.848783474941268,2.42381211094508,0.525842718263069,1.3417133707068518e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,4.202290434127839e-05,2.8558263021783495e-10,3.18493106433178e-13,1.9146479787736615e-10,2.885519571435199e-13,7.065248887450542e-17,1.867724957033439e-15,7.480299148180504e-22,0.009400357643153747,3.850915751907943e-08,0.009400352541299338
0.23,0.0019166666666666668,8.520645851059559,3.1965945403097427e-09,1.8778953873218828e-11,1.1559489791751738,1.760684592516697e-15,3.5523360395549863,1.566488718075987e-14,3.3446942199630157e-18,8.52065090518276,5.051322830752472e-06,2.7291558876266615e-09,4.2236311904210476e-14,0.848783474941268,2.42381211094508,0.525842718263069,1.7587831003841276e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,4.3930101423512066e-05,3.2616686378239284e-10,3.8030574015426576e-13,2.1867391795132498e-10,3.455932014612388e-13,8.853010990206441e-17,2.25605320262127e-15,9.805539703838974e-22,0.009400357643153747,4.2086510534806836e-08,0.009400352067222261
0.24,0.0019999999999999996,8.520645402281838,3.6301984916117186e-09,2.2254646654208782e-11,1.1559489791716941,2.1100727093645705e-15,3.552336039554983,1.943852229871269e-14,4.333644277456501e-18,8.52065090518276,5.49971935578211e-06,3.1001418667574936e-09,5.222974555442836e-14,0.848783474941268,2.42381211094508,0.525842718263069,2.2788152868429205e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,4.583704363429113e-05,3.704099603441835e-10,4.5069442764704e-13,2.483360704935711e-10,4.106902999686402e-13,1.0985680877117477e-16,2.703741666144292e-15,1.27048149188909e-21,0.009400357643153747,4.582245173411827e-08,0.009400351572110898
0.25,0.0020833333333333333,8.520644934441025,4.101184982381398e-09,2.619081768781981e-11,1.155948979167753,2.5105293104453683e-15,3.552336039554979,2.3905699464907065e-14,5.554855398156932e-18,8.52065090518276,5.967145876458753e-06,3.5032483739712472e-09,6.402797523119515e-14,0.848783474941268,2.42381211094508,0.525842718263069,2.920980262125124e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,4.774373101608546e-05,4.184674116835584e-10,5.304085825684204e-13,2.805555027487396e-10,4.845591242303616e-13,1.3510306052592228e-16,3.2168667319391727e-15,1.6285002925114734e-21,0.009400357643153747,4.971694667056151e-08,0.009400351055968292
0.26,0.002166666666666667,8.52064444753988,4.611074100021229e-09,3.0626480855685566e-11,1.1559489791633117,2.9671478233992988e-15,3.5523360395549735,2.9158421852197953e-14,7.05032944390566e-18,8.52065090518276,6.453598259433533e-06,3.93979874867361e-09,7.786634485072264e-14,0.848783474941268,2.42381211094508,0.525842718263069,3.707364399433505e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,4.965016361135408e-05,4.704943210311902e-10,6.202383023450874e-13,3.154362014638922e-10,5.679550157842493e-13,1.6478882109769675e-16,3.801954863512691e-15,2.0669239320814907e-21,0.009400357643153747,5.376996090598312e-08,0.009400350518797488
0.27,0.0022500000000000003,8.52064394158116,5.161383326179875e-09,3.5602022909476866e-11,1.1559489791583295,3.4852879242308538e-15,3.5523360395549672,3.5295895961398725e-14,8.867276744010916e-18,8.52065090518276,6.959072372043999e-06,4.411115283818919e-09,9.399830317877715e-14,0.848783474941268,2.42381211094508,0.525842718263069,4.662792906661596e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,5.1556341462549316e-05,5.266455257377368e-10,7.210014873558527e-13,3.530819751306433e-10,6.616602667581512e-13,1.994747560258449e-16,4.465873681713204e-15,2.5995929212114482e-21,0.009400357643153747,5.798146000794876e-08,0.009400349960601526
0.28,0.0023333333333333335,8.520643416567621,5.753627422751056e-09,4.1159263294861956e-11,1.1559489791527646,4.0705905793454455e-15,3.55233603955496,4.2425006623239525e-14,1.1058673783768362e-17,8.52065090518276,7.483564082344809e-06,4.918519179925449e-09,1.1269659160524965e-13,0.848783474941268,2.42381211094508,0.525842718263069,5.8151230828412946e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,5.346226461211636e-05,5.87075585641647e-10,8.335450524685559e-13,3.9359644618652333e-10,7.664852862705359e-13,2.397649249312382e-16,5.215851238844287e-15,3.242038217166019e-21,0.009400357643153747,6.235140954999884e-08,0.00940034938138345
0.29,0.0024166666666666664,8.520642872502021,6.389317965819944e-09,4.7341700160332716e-11,1.1559489791465734,4.729019024013251e-15,3.552336039554952,5.0661293132091505e-14,1.3683891026662492e-17,8.52065090518276,8.027069259229243e-06,5.463330358305041e-09,1.342557094329952e-13,0.848783474941268,2.42381211094508,0.525842718263069,7.195574453875823e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,5.536793310249168e-05,6.519387355150364e-10,9.5874990913701e-13,4.37083019132997e-10,8.832734422613059e-13,2.8631229813601515e-16,6.059528526419379e-15,4.011665280613563e-21,0.009400357643153747,6.687977511266103e-08,0.0094003487811463
0.3,0.0025,8.520642309387119,7.069963904176109e-09,5.419421501546977e-11,1.1559489791397106,5.466817217942242e-15,3.5523360395549424,6.012813355882748e-14,1.6808531025477733e-17,8.52065090518276,8.589583772284999e-06,6.0468676844384765e-09,1.5898983610958082e-13,0.848783474941268,2.42381211094508,0.525842718263069,8.838643644446343e-18,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,5.7273346976104944e-05,7.213889420519635e-10,1.0975249842287893e-12,4.836449187424409e-10,1.0128952422421793e-12,3.398141468077135e-16,7.0049062422102916e-15,4.927706615146231e-21,0.009400357643153747,7.156652228224871e-08,0.009400348159893119
0.31,0.0025833333333333333,8.520641727225668,7.797071208295784e-09,6.176325723224935e-11,1.15594897913213,6.290551970304376e-15,3.5523360395549317,7.09580077471206e-14,2.050562372282156e-17,8.52065090518276,9.171103491887825e-06,6.670448826639087e-09,1.8723599459615892e-13,0.848783474941268,2.42381211094508,0.525842718263069,1.0782732918088162e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,5.917850627537771e-05,7.955798680520739e-10,1.2508109564903442e-12,5.333851660455812e-10,1.1562519518028575e-12,4.010191807828521e-16,8.060398767149511e-15,6.0115721899484276e-21,0.009400357643153747,7.641161665164115e-08,0.009400347517626946
0.32,0.0026666666666666666,8.520641126020424,8.572142495346642e-09,7.009704102605142e-11,1.155948979123783,7.20715969254512e-15,3.5523360395549193,8.329392905925375e-14,2.4857085475376767e-17,8.52065090518276,9.771624289301898e-06,7.335390104957228e-09,2.1935763497032567e-13,0.848783474941268,2.42381211094508,0.525842718263069,1.3070917394469572e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,6.108341104272216e-05,8.746648341576841e-10,1.4195842457472857e-12,5.864065526786712e-10,1.314279453590164e-12,4.707356400783726e-16,9.234894072042689e-15,7.287277177559781e-21,0.009400357643153747,8.141502382111977e-08,0.009400346854350821
0.33,0.0027500000000000003,8.520640505774143,9.39667806250786e-09,7.924500090500725e-11,1.15594897911462,8.223842741628683e-15,3.5523360395549055,9.728667842204941e-14,2.995176920885308e-17,8.52065090518276,1.0391142036407978e-05,8.04300690603968e-09,2.5573767902865014e-13,0.848783474941268,2.42381211094508,0.525842718263069,1.5749919737571398e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,6.298806132054467e-05,9.5879692428935e-10,1.6048459848279355e-12,6.428117115712626e-10,1.487937553405804e-12,5.498156631022123e-16,1.0537620896985913e-14,8.78087032365183e-21,0.009400357643153747,8.657670939610327e-08,0.009400346170067787
0.34,0.0028333333333333335,8.520639866489578,1.0272175019607086e-08,8.925824795577304e-11,1.1559489791045898,9.348167984632501e-15,3.5523360395548895,1.1309766723961675e-13,3.5888042207308794e-17,8.52065090518276,1.102965260593376e-05,8.79461333421406e-09,2.9678569835132103e-13,0.848783474941268,2.42381211094508,0.525842718263069,1.887146566743101e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,6.489245715124278e-05,1.0481288971438384e-09,1.807631260125929e-12,7.027030576112893e-10,1.6782189298236705e-12,6.391714664046942e-16,1.1978275047108856e-14,1.0521189669790097e-20,0.009400357643153747,9.189663898906678e-08,0.009400345464780876
0.35000000000000003,0.0029166666666666672,8.520639208169486,1.1200127862118457e-08,1.0018926778995462e-10,1.1559489790936397,1.0588010579794278e-14,3.5523360395548718,1.3089746283307472e-13,4.2772845091980814e-17,8.52065090518276,1.1687151871303384e-05,9.591522441461997e-09,3.4293420398091003e-13,0.848783474941268,2.42381211094508,0.525842718263069,2.2491789131012364e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,6.679659857720721e-05,1.1428132446603966e-09,2.0290029945018242e-12,7.661828268429441e-10,1.8861432003942228e-12,7.397670112011218e-16,1.3566947356419398e-14,1.2539586677080739e-20,0.009400357643153747,9.73747782182881e-08,0.009400344738493134
0.36,0.0029999999999999996,8.520638530816619,1.218202791794411e-08,1.1209221099923004e-10,1.1559489790817155,1.1951625018014904e-14,3.5523360395548518,1.5086799757890745e-13,5.072402646796784e-17,8.52065090518276,1.2363635706785877e-05,1.0435046004389919e-08,3.946441731499276e-13,0.848783474941268,2.42381211094508,0.525842718263069,2.6672859959164073e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,6.870048564081976e-05,1.2430021355726946e-09,2.270057829493107e-12,8.333530386218878e-10,2.1127626096056347e-12,8.526304883171955e-16,1.5314214716833397e-14,1.4870610667534728e-20,0.009400357643153747,1.0301109270908444e-07,0.009400343991207595
0.37,0.0030833333333333333,8.520637834433732,1.3219363728009715e-08,1.2502269261655885e-10,1.1559489790687612,1.3447606484053266e-14,3.5523360395548296,1.732015283849645e-13,5.98696662546209e-17,8.52065090518276,1.3059099987394974e-05,1.1326494677058239e-08,4.52402433592947e-13,0.848783474941268,2.42381211094508,0.525842718263069,3.148202804483259e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,7.060411838445488e-05,1.348847454243164e-09,2.531922064062765e-12,9.043155216511797e-10,2.3591580923604736e-12,9.78848437667627e-16,1.723109056834165e-14,1.7551810446868445e-20,0.009400357643153747,1.088055480929777e-07,0.0094003432229273
0.38,0.0031666666666666666,8.520637119023576,1.4313621009178823e-08,1.3903781100012348e-10,1.1559489790547195,1.5084904006204635e-14,3.5523360395548047,1.9810117787944818e-13,7.034901539583198e-17,8.52065090518276,1.377354058890061e-05,1.2267177975532052e-08,5.167230071593749e-13,0.848783474941268,2.42381211094508,0.525842718263069,3.699251748287478e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,7.250749685047925e-05,1.4605007968789325e-09,2.815752037031201e-12,9.791719114443085e-10,2.626439634294365e-12,1.1195688067857014e-15,1.9329041748350308e-14,2.0624009796549874e-20,0.009400357643153747,1.1475811000779032e-07,0.009400342433655283
0.39,0.0032500000000000003,8.520636384588903,1.546628259103979e-08,1.5419618084613097e-10,1.1559489790395316,1.6872831089537757e-14,3.552336039554777,2.2578130441896147e-13,8.231302357471946e-17,8.52065090518276,1.4506953387846393e-05,1.3258404252247644e-08,5.88148032416409e-13,0.848783474941268,2.42381211094508,0.525842718263069,4.3283704064982566e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,7.441062108125171e-05,1.5781134650818266e-09,3.122734795641591e-12,1.0580236460008863e-09,2.9157469171136154e-12,1.2760030419237608e-15,2.1620002116579206e-14,2.413146218232978e-20,0.009400357643153747,1.2086874409779082e-07,0.00940034162339458
0.4,0.0033333333333333335,8.520635631132466,1.667882845003182e-08,1.7055791458572054e-10,1.1559489790231372,1.8821071128656362e-14,3.5523360395547465,2.564678248847151e-13,9.592515279843317e-17,8.52065090518276,1.5259334261542274e-05,1.4301480709188095e-08,6.672485601659106e-13,0.848783474941268,2.42381211094508,0.525842718263069,5.044154309732834e-17,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,7.631349111912334e-05,1.7018364693304405e-09,3.454087718815637e-12,1.1409719681411566e-09,3.2282489432451525e-12,1.4494279123359676e-15,2.411637949070383e-14,2.8122089270458254e-20,0.009400357643153747,1.2713741601363269e-07,0.009400340792148229
