Akt,NGF,NGF_TrkA,S6,TrkA,pAkt,pAkt_S6,pS6,pTrkA,pTrkA_Akt,pro_TrkA,Time
1.15594897919397,0.0,0.0,3.552336039555,8.52065090518276,0.0,0.0,0.0,0.0,0.0,8.52065090518276,0.0
1.15594897919397,8.333333333333333e-05,9.564021684530641e-09,3.552336039555,8.520650895618507,1.9761238987865396e-21,8.6267256758519e-22,7.677422387522337e-27,2.66082563369698e-13,6.855187802177992e-17,8.52065090518276,0.01
1.1559489791939692,0.00016666666666666666,3.8253321600702245e-08,3.552336039555,8.520650866927593,5.108633955788325e-20,5.216831027311057e-20,1.2003016271946526e-24,2.1236169927764164e-12,1.1305923279207893e-15,8.52065090518276,0.02
1.155948979193965,0.00024999999999999995,8.606374806318181e-08,3.552336039555,8.520650819112788,2.9539514381592048e-19,4.1224814000605877e-19,1.2392856179639848e-23,7.162357014699374e-12,5.5551132999888146e-15,8.52065090518276,0.03
1.155948979193953,0.0003333333333333333,1.5299115032346183e-07,3.552336039555,8.520650752176863,1.030811083600958e-18,1.855879278218077e-18,7.046333665320841e-23,1.6968558447861587e-11,1.743414102965342e-14,8.52065090518276,0.04
1.155948979193928,0.0004166666666666667,2.3903137886612974e-07,3.552336039555,8.520650666122581,2.6959228704494288e-18,5.9632680248396844e-18,2.7517103323176276e-22,3.31253978224642e-11,4.239117760850454e-14,8.52065090518276,0.05
1.1559489791938826,0.0004999999999999999,3.4418028483029587e-07,3.552336039555,8.520650560952712,5.8941027184654886e-18,1.5523105978901687e-17,8.53624825155322e-22,5.721287328264859e-11,8.77699970476443e-14,8.52065090518276,0.06
1.155948979193808,0.0005833333333333334,4.684337201318631e-07,3.552336039555,8.52065043667002,1.1383807526742289e-17,3.4745322300251694e-17,2.2250081229440735e-21,9.080809036765833e-11,1.6243884886094065e-13,8.52065090518276,0.07
1.1559489791936937,0.0006666666666666666,6.117875374422028e-07,3.552336039555,8.520650293277278,2.008922417021188e-17,6.957945749356086e-17,5.0871918637385224e-21,1.3548517028260184e-10,2.768490301132555e-13,8.52065090518276,0.08
1.1559489791935271,0.0007499999999999999,7.74237590230484e-07,3.552336039555,8.520650130777247,3.311604346173478e-17,1.2814209910761687e-16,1.0547780230927265e-20,1.9281510266855567e-10,4.4311164270083626e-13,8.52065090518276,0.09
1.1559489791932953,0.0008333333333333334,9.557797327682089e-07,3.552336039555,8.520649949172695,5.17579565937793e-17,2.2100562974320358e-16,2.0235296229493577e-20,2.6436573646334497e-10,6.750017745835793e-13,8.52065090518276,0.1
1.1559489791929827,0.0009166666666666666,1.15640982003477e-06,3.552336039555,8.520649748466385,7.748407233287246e-17,3.6137848584710314e-16,3.6446033306988845e-20,3.5170215900757356e-10,9.877568241971223e-13,8.52065090518276,0.11
1.155948979192572,0.0009999999999999998,1.376123707813902e-06,3.552336039555,8.520649528661083,1.1196524137283375e-16,5.655722554727995e-16,6.231729514886855e-20,4.5638631907625185e-10,1.3982760900188368e-12,8.52065090518276,0.12
1.1559489791920445,0.0010833333333333335,1.6149172527451615e-06,3.5523360395549997,8.520649289759554,1.5709676075665077e-16,8.536784468236325e-16,1.0214414899605967e-19,5.79976834386103e-10,1.9252219292578747e-12,8.52065090518276,0.13
1.1559489791913808,0.0011666666666666668,1.8727863119208122e-06,3.5523360395549997,8.52064903176456,2.148957684434394e-16,1.2479384961919627e-15,1.6093318181078055e-19,7.240305629531972e-10,2.5881878469446114e-12,8.52065090518276,0.14
1.155948979190559,0.00125,2.1497267436354167e-06,3.5523360395549997,8.520648754678867,2.8770869832216704e-16,1.776578544117875e-15,2.4575974991011423e-19,8.90099693705935e-10,3.4092375869849362e-12,8.52065090518276,0.15
1.155948979189556,0.0013333333333333333,2.4457344066513813e-06,3.552336039554999,8.520648458505235,3.7802296656892644e-16,2.470776617514488e-15,3.649561370425192e-19,1.0797346085585925e-09,4.411389974738367e-12,8.52065090518276,0.16
1.155948979188347,0.0014166666666666668,2.760805160614243e-06,3.5523360395549983,8.52064814324643,4.885816268222364e-16,3.3667720026994202e-15,5.288947582499572e-19,1.2944822703380878e-09,5.619471740102135e-12,8.52065090518276,0.17
1.1559489791869053,0.0014999999999999998,3.094934865907467e-06,3.552336039554997,8.520647808905212,6.223513725937447e-16,4.505520149419265e-15,7.500434271341284e-19,1.5358867926289828e-09,7.059815462739114e-12,8.52065090518276,0.18
1.1559489791852031,0.0015833333333333333,3.448119383725264e-06,3.5523360395549957,8.52064745548434,7.825513999681822e-16,5.933485889339186e-15,1.0434760323496136e-18,1.8054891638297612e-09,8.760404911561169e-12,8.52065090518276,0.19
