_1_task1,concentration_of_administrated_inhibitor_x_3_3_task1,endothelial_volume_x_2_2_task1,tumor_volume_x_1_1_task1
0.0,0.0,1.0,1.0
0.12,0.0,1.7022046919397877,1.0066311724646537
0.24,0.0,2.4119764060121,1.023039458029046
0.36,0.0,3.1350417726899744,1.0464772700196374
0.48,0.0,3.875777645180532,1.0756439117978787
0.6,0.0,4.637873793072322,1.109842234042398
0.72,0.0,5.424639138705343,1.1486842769420553
0.84,0.0,6.239168265637905,1.191961971579592
0.96,0.0,7.084441004938045,1.239583339611219
1.08,0.0,7.963390807140129,1.2915354978253535
1.2,0.0,8.878951500749606,1.3478636790224185
1.32,0.0,9.834091385925884,1.4086584436653846
1.44,0.0,10.831840671456387,1.4740473478463736
1.56,0.0,11.875315185838847,1.5441889930896695
1.68,0.0,12.967734778447989,1.6192697038819988
1.8,0.0,14.112440567155422,1.6995011463327954
1.92,0.0,15.312912822278099,1.7851186840279452
2.04,0.0,16.572775696506138,1.8763812407037064
2.16,0.0,17.895825821271398,1.9735698801659822
2.28,0.0,19.286033646822524,2.076988460608527
2.4,0.0,20.747563595995747,2.1869635093141455
2.52,0.0,22.284786641238444,2.3038449970096755
2.64,0.0,23.90228798979461,2.428006587602917
2.76,0.0,25.604890346868807,2.5598468893479573
2.88,0.0,27.397658669595963,2.6997900314703456
3.0,0.0,29.285920167302372,2.8482868547662714
3.12,0.0,31.275273241738073,3.0058158798884613
3.24,0.0,33.37161335293015,3.1728853470289806
3.36,0.0,35.58114396029407,3.350034044869973
3.48,0.0,37.910381812414094,3.53783267472318
3.6,0.0,40.36618591476365,3.7368856900302636
3.72,0.0,42.9557714804431,3.947833273995511
3.84,0.0,45.68672634251537,4.171352703861299
3.96,0.0,48.56703225290155,4.408160903945466
4.08,0.0,51.60508058484535,4.659015901007221
4.2,0.0,54.80969510578901,4.924719620409191
4.32,0.0,58.19014966008625,5.206119698026719
4.44,0.0,61.756194069895955,5.5041128481057635
4.56,0.0,65.51806826163431,5.819646022684517
4.68,0.0,69.48652416432353,6.153719030242986
4.8,0.0,73.67285258402131,6.507388230761223
4.92,0.0,78.08891434494154,6.8817711486431135
5.04,0.0,82.74715390172507,7.278047278878044
5.16,0.0,87.6606293076418,7.697462413789197
5.28,0.0,92.8430316097718,8.141331436762396
5.4,0.0,98.30871155311874,8.61104204157161
5.52,0.0,104.07271276933446,9.108059295545715
5.64,0.0,110.15079622772254,9.633929317560558
5.76,0.0,116.55945684875883,10.190283157710292
5.88,0.0,123.31595836535651,10.77884130353456
6.0,0.0,130.43836287455588,11.401418198048153
6.12,0.0,137.94555602462157,12.059927053881344
6.24,0.0,145.8572690306748,12.756385840261299
6.36,0.0,154.19411331488055,13.492921329519138
6.48,0.0,162.9776077450284,14.271774672558063
6.6,0.0,172.23019996330567,15.095307403579021
6.72,0.0,181.97528374559917,15.966007812428339
6.84,0.0,192.2372411414715,16.88649619090893
6.96,0.0,203.0414634452383,17.859531424642395
7.08,0.0,214.41435936787445,18.888018253562084
7.2,0.0,226.38337930416165,19.975014075813135
7.32,0.0,238.97705014960843,21.12373552556461
7.44,0.0,252.2249883282047,22.337566117453342
7.56,0.0,266.15788454289213,23.620064704190085
7.68,0.0,280.80754536307734,24.974972752831
7.8,0.0,296.20691081321155,26.40622242962447
7.92,0.0,312.3900595206774,27.9179451787161
8.04,0.0,329.39215411372453,29.51448109030948
8.16,0.0,347.2494788111532,31.200387522313488
8.28,0.0,365.9994574931532,32.980448163988335
8.4,0.0,385.6806347819398,34.8596827150579
8.52,0.0,406.33259773623735,36.84335636123769
8.64,0.0,427.99597871086706,38.936989866474434
8.76,0.0,450.7124725512318,41.146369996061054
8.88,0.0,474.52478711365484,43.477559923393336
9.0,0.0,499.4765350246865,45.93690873898412
9.12,0.0,525.6121813581295,48.531062175450586
9.24,0.0,552.9770640555951,51.2669748197015
9.36,0.0,581.6172994994934,54.15192078840898
9.48,0.0,611.5796479747636,57.19350297752739
9.6,0.0,642.9113855342642,60.39966292079861
9.72,0.0,675.6603195910074,63.77869565238751
9.84,0.0,709.8746417724499,67.33925976498547
9.96,0.0,745.6027649150118,71.09038611614416
10.08,0.0,782.8931195610538,75.04148485625436
10.2,0.0,821.7941369482692,79.20236344542161
10.32,0.0,862.3540510071808,83.58323516235866
10.44,0.0,904.620702752771,88.19472674088566
10.56,0.0,948.6412823834576,93.04788034316047
10.68,0.0,994.4622392977734,98.15417458581952
10.8,0.0,1042.129042112372,103.5255306051851
10.92,0.0,1091.6859472228543,109.17431728084485
11.04,0.0,1143.1757315351254,115.11334483128392
11.16,0.0,1196.6394900228836,121.35589086111929
11.28,0.0,1252.1163664263213,127.91570258690929
11.4,0.0,1309.643281037067,134.80700220609552
11.52,0.0,1369.2547207239447,142.04446792248044
11.64,0.0,1430.9824341485173,149.6432436825359
11.76,0.0,1494.855086755955,157.6189585004431
11.88,0.0,1560.8979813089434,165.98771831995663
12.0,0.0,1629.1328151610421,174.76609926928953
12.12,0.0,1699.5777070210902,183.97111260784246
12.24,0.0,1772.2464898544447,193.62024015276435
12.36,0.0,1847.1484983211199,203.73141923984636
12.48,0.0,1924.288286428996,214.32303284696758
12.6,0.0,2003.665842817923,225.41387019415848
12.72,0.0,2085.276246666316,237.02311855098782
12.84,0.0,2169.1089812830587,249.17037355260285
