Time,tumor_volume_x_1,endothelial_volume_x_2,concentration_of_administrated_inhibitor_x_3,lambda_1,lambda_2,lambda_3,b,d,e,u,a,compartment,tumor_growth,endothelial_loss,stimulatory_effect,inhibition_effect,drug_kill,inhibitor_clearance,administrated_inhibitor
33.36,12169.911945820371,15362.2706114412,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-544.3113759977423,0.0,71193.98488304917,70956.89649034635,0.0,0.0,0.0
33.48,12234.912013013407,15390.530291238416,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-539.0226116934072,0.0,71574.23527612843,71340.32136523815,0.0,0.0,0.0
33.6,12299.277900882324,15418.411209175329,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-533.7416874787784,0.0,71950.77572016159,71719.9994355163,0.0,0.0,0.0
33.72,12363.010634816537,15445.917788064779,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-528.4700351796653,0.0,72323.61221367674,72095.93711021554,0.0,0.0,0.0
33.84,12426.11141582554,15473.054403391958,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-523.2090380495442,0.0,72692.7517825794,72468.14174016012,0.0,0.0,0.0
33.96,12488.581598075356,15499.825331841384,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-517.9600259755033,0.0,73058.20234874083,72836.62127860494,0.0,0.0,0.0
34.08,12550.422696612717,15526.234901568658,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-512.7242973689459,0.0,73419.97277518439,73201.38500572664,0.0,0.0,0.0
34.2,12611.636384171317,15552.287398811975,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-507.50310520397505,0.0,73778.0728474022,73562.44307223012,0.0,0.0,0.0
34.32,12672.224484392076,15577.987025029825,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-502.29765122785204,0.0,74132.51323369364,73919.80626013227,0.0,0.0,0.0
34.44,12732.188955642368,15603.337996556838,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-497.1091038425052,0.0,74483.30539050786,74273.48638164334,0.0,0.0,0.0
34.56,12791.531899476275,15628.344511716468,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-491.93859172440744,0.0,74830.4616119362,74623.49615004926,0.0,0.0,0.0
34.68,12850.255569976447,15653.010711353481,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-486.7871961461886,0.0,75173.9950843622,74969.84901959967,0.0,0.0,0.0
34.8,12908.362264557294,15677.3405796527,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-481.6559520535575,0.0,75513.91924766016,75312.55827411475,0.0,0.0,0.0
34.92,12965.854462633473,15701.338224940195,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-476.54587100638275,0.0,75850.24860640582,75651.63890210616,0.0,0.0,0.0
35.04,13022.734778260181,15725.007713473105,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-471.457922335269,0.0,76182.99845282205,75987.10661248043,0.0,0.0,0.0
35.16,13079.00593191459,15748.353009505947,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-466.3930279521464,0.0,76512.18470170035,76318.97742549995,0.0,0.0,0.0
35.28,13134.670761941952,15771.378126494606,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-461.3520846331298,0.0,76837.82395736042,76647.26843930865,0.0,0.0,0.0
35.4,13189.73221903891,15794.08704665864,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-456.3359521969109,0.0,77159.93348137762,76971.99741416359,0.0,0.0,0.0
35.52,13244.193309902877,15816.483606656719,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-451.3454440642835,0.0,77478.53086293183,77293.18198670342,0.0,0.0,0.0
35.64,13298.057064728613,15838.571534107294,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-446.3813382348998,0.0,77793.63382866238,77610.83970711863,0.0,0.0,0.0
35.76,13351.326733180274,15860.354738947655,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-441.44439333331684,0.0,78105.2613891046,77924.9902206035,0.0,0.0,0.0
35.88,13404.005661956728,15881.837082466078,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-436.535330923076,0.0,78413.43312244685,78235.65365984978,0.0,0.0,0.0
36.0,13456.097328646898,15903.02236493562,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-431.6548281226627,0.0,78718.16937258435,78542.85070713925,0.0,0.0,0.0
36.12,13507.605110421497,15923.914206537565,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-426.80353524713735,0.0,79019.48989596574,78846.60109542593,0.0,0.0,0.0
36.24,13558.532430812114,15944.516204633142,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-421.98207811859794,0.0,79317.41472025086,79146.92494362635,0.0,0.0,0.0
36.36,13608.882982465275,15964.832107243432,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-417.1910507245308,0.0,79611.96544742186,79443.84448041566,0.0,0.0,0.0
36.48,13658.660553907037,15984.865575032985,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-412.43100422661735,0.0,79903.16424035616,79737.38218709128,0.0,0.0,0.0
36.6,13707.868941694307,16004.620237763647,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-407.70247046096955,0.0,80191.03330891169,80027.56072762072,0.0,0.0,0.0
36.72,13756.51170199171,16024.099429901524,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-403.0059590481755,0.0,80475.5934566515,80314.40064974484,0.0,0.0,0.0
36.84,13804.592773871682,16043.306743024541,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-398.341947275405,0.0,80756.86772714934,80597.92556391291,0.0,0.0,0.0
36.96,13852.116232593688,16062.245728962444,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-393.7108712740993,0.0,81034.87996067306,80878.15969877616,0.0,0.0,0.0
37.08,13899.086131589866,16080.919898738026,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-389.1131517207679,0.0,81309.6538698007,81155.1272737755,0.0,0.0,0.0
37.2,13945.506157141443,16099.332395374166,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-384.5491964965375,0.0,81581.21101927743,81428.84949295505,0.0,0.0,0.0
37.32,13991.380499035413,16117.486710053952,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-380.01937694700496,0.0,81849.57591935716,81699.35153923693,0.0,0.0,0.0
37.44,14036.713514466821,16135.386317607295,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-375.524022425676,0.0,82114.7740596309,81966.6594295974,0.0,0.0,0.0
37.56,14081.509252703556,16153.034432495639,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-371.06345812797844,0.0,82376.8291283158,82230.79691700153,0.0,0.0,0.0
37.68,14125.771605654527,16170.434115700433,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-366.6379984812019,0.0,82635.76389307898,82491.78660332144,0.0,0.0,0.0
37.8,14169.505068948194,16187.588829264223,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-362.2479140050066,0.0,82891.60465334693,82749.65572497284,0.0,0.0,0.0
37.92,14212.714269528065,16204.50192815758,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-357.893424338473,0.0,83144.37847673918,83004.43172815217,0.0,0.0,0.0
38.04,14255.40274254307,16221.176003329734,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-353.5747917493669,0.0,83394.10604387696,83256.13412497765,0.0,0.0,0.0
38.16,14297.575164323367,16237.61453465171,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-349.292227470434,0.0,83640.81471129169,83504.79164503407,0.0,0.0,0.0
38.28,14339.236193558198,16253.820912728765,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-345.04592021211533,0.0,83884.53173231544,83750.43272479004,0.0,0.0,0.0
38.4,14380.389522052994,16269.797737505918,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-340.83607704608363,0.0,84125.27870401001,83993.07818169931,0.0,0.0,0.0
38.52,14421.039943958003,16285.548264526245,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-336.66282104760074,0.0,84363.08367215432,84232.75670903032,0.0,0.0,0.0
38.64,14461.192094506634,16301.075628689108,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-332.5262715588878,0.0,84597.9737528638,84469.49597100454,0.0,0.0,0.0
38.76,14500.849636830997,16316.382294802192,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-328.4265884949506,0.0,84829.97037546133,84703.31657406146,0.0,0.0,0.0
38.88,14540.017666018293,16331.471659284638,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-324.36383907563504,0.0,85059.103346207,84934.2497233127,0.0,0.0,0.0
39.0,14578.70081368554,16346.34654365583,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-320.3380613352873,0.0,85285.3997600604,85162.32203313019,0.0,0.0,0.0
39.12,14616.90268471841,16361.00913197083,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-316.3493495098453,0.0,85508.8807056027,85387.55297666845,0.0,0.0,0.0
39.24,14654.62879518705,16375.463065854312,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-312.3977135421389,0.0,85729.57845184424,85609.97724814618,0.0,0.0,0.0
39.36,14691.882206966586,16389.71036901208,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-308.48329548628874,0.0,85947.51091075451,85829.61171849376,0.0,0.0,0.0
39.48,14728.668922933972,16403.75502166521,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-304.6060632369175,0.0,86162.71319916373,86046.49512210734,0.0,0.0,0.0
39.6,14764.99170557774,16417.598895652598,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-300.7661678755917,0.0,86375.20147762977,86260.64270722671,0.0,0.0,0.0
39.72,14800.855999937297,16431.24573153808,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-296.9636154287139,0.0,86585.00759963319,86472.09013989542,0.0,0.0,0.0
39.84,14836.266435066727,16444.697843753635,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-293.19829735929653,0.0,86792.15864514036,86680.86258737152,0.0,0.0,0.0
39.96,14871.226860373608,16457.957101686097,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-289.4701540079172,0.0,86996.6771331856,86886.97997567074,0.0,0.0,0.0
40.08,14905.742293021991,16471.026013172155,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-285.7790270539555,0.0,87198.59241417864,87090.47028305089,0.0,0.0,0.0
40.2,14939.817423412185,16483.90725262194,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-282.12483546603534,0.0,87397.93192696128,87291.36124389521,0.0,0.0,0.0
40.32,14973.455789897365,16496.602907078006,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-278.50758810493517,0.0,87594.71637089958,87489.67313929179,0.0,0.0,0.0
40.44,15006.662895271738,16509.116472347174,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-274.9271918820104,0.0,87788.97793733966,87685.44151287197,0.0,0.0,0.0
40.56,15039.442085664534,16521.44999633018,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-271.3836685778717,0.0,87980.73620113752,87878.68597540769,0.0,0.0,0.0
40.68,15071.798380429087,16533.606485275097,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-267.87691004558695,0.0,88170.02052551016,88069.43788208149,0.0,0.0,0.0
40.8,15103.736415467962,16545.58837115612,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-264.40676753764893,0.0,88356.85803048756,88257.7241797526,0.0,0.0,0.0
40.92,15135.259700582817,16557.397481308893,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-260.9731761437057,0.0,88541.26924840947,88443.56432715738,0.0,0.0,0.0
41.04,15166.373804023096,16569.03669166664,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-257.57588890286723,0.0,88723.28675353511,88626.9915193345,0.0,0.0,0.0
41.16,15197.081719588263,16580.50757136527,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-254.2148730559974,0.0,88902.92805959133,88808.02205952592,0.0,0.0,0.0
41.28,15227.38903891904,16591.81309900862,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-250.8898827338957,0.0,89080.22587767638,88986.69002785259,0.0,0.0,0.0
41.4,15257.299816777975,16602.95506833309,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-247.60072648818561,0.0,89255.20392815115,89163.0172890725,0.0,0.0,0.0
41.52,15286.819798542552,16613.93593520435,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-244.34702621400103,0.0,89427.89582147393,89337.03595437804,0.0,0.0,0.0
41.64,15315.949345410087,16624.756290364894,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-241.12901594163105,0.0,89598.303670649,89508.74723188239,0.0,0.0,0.0
41.76,15344.69374181641,16635.42382563967,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-237.94731511192134,0.0,89766.458389626,89678.20985423638,0.0,0.0,0.0
41.88,15373.058442668305,16645.936401748288,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-234.8007680760194,0.0,89932.39188960959,89845.430407179,0.0,0.0,0.0
42.0,15401.047732496972,16656.2957853298,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-231.68910947770985,0.0,90096.12923510728,90010.43201099226,0.0,0.0,0.0
42.12,15428.665686265154,16666.50463161569,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-228.6122634279126,0.0,90257.69426465115,90173.24186684286,0.0,0.0,0.0
42.24,15455.917195817463,16676.565472284296,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-225.56998258741095,0.0,90417.11559553216,90333.88980032582,0.0,0.0,0.0
42.36,15482.805477125736,16686.479850021395,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-222.56213584337553,0.0,90574.41204118555,90492.39384919388,0.0,0.0,0.0
42.48,15509.33534088721,16696.250289327014,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-219.58847910535079,0.0,90729.61174419017,90648.78367410904,0.0,0.0,0.0
42.6,15535.509996336441,16705.87848624375,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-216.6489005514953,0.0,90882.73347856817,90803.07829402215,0.0,0.0,0.0
42.72,15561.334040715623,16715.366871881706,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-213.74316817587604,0.0,91033.80413818639,90955.30621532323,0.0,0.0,0.0
42.84,15586.813010264566,16724.717651113384,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-210.8708372738987,0.0,91182.85611004771,91105.49846642026,0.0,0.0,0.0
42.96,15611.950088463152,16733.932074766108,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-208.03170716713583,0.0,91329.90801750944,91253.67179333325,0.0,0.0,0.0
43.08,15636.746019502642,16743.011224157835,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-205.22597896894953,0.0,91474.96421409045,91399.83257532229,0.0,0.0,0.0
43.2,15661.206605537358,16751.9605575187,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-202.45373145199034,0.0,91618.05864239355,91544.0308788254,0.0,0.0,0.0
43.32,15685.336526877687,16760.778772219404,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-199.7140267319404,0.0,91759.21868223447,91686.2755718286,0.0,0.0,0.0
43.44,15709.139625387057,16769.46783674727,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-197.006658828787,0.0,91898.46680851428,91826.59016991506,0.0,0.0,0.0
43.56,15732.619821991142,16778.029926349966,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-194.33144102216573,0.0,92035.82595864817,91964.9997052741,0.0,0.0,0.0
43.68,15755.782403623005,16786.467383570336,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-191.6879674959373,0.0,92171.32706119458,92101.5355295254,0.0,0.0,0.0
43.8,15778.629082052714,16794.780925567666,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-189.07617843758453,0.0,92304.98013000836,92236.20621531052,0.0,0.0,0.0
43.92,15801.16469909596,16802.972819180235,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-186.49572700337617,0.0,92436.81348971136,92369.04109626106,0.0,0.0,0.0
44.04,15823.392256795752,16811.044470129546,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-183.94643863704138,0.0,92566.84470225514,92500.05767382326,0.0,0.0,0.0
44.16,15845.315904402856,16818.998006860536,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-181.4280592613301,0.0,92695.0980407567,92629.28195713084,0.0,0.0,0.0
44.28,15866.93924570692,16826.83527801245,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-178.94037934179582,0.0,92821.59458738548,92756.73635718889,0.0,0.0,0.0
44.4,15888.265438012848,16834.55806314235,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-176.48325448544202,0.0,92946.35281237516,92882.44122671231,0.0,0.0,0.0
44.52,15909.29847246888,16842.168600371268,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-174.05646971035046,0.0,93069.39606394294,93006.42276074269,0.0,0.0,0.0
44.64,15930.042376392517,16849.66839187833,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-171.659666904191,0.0,93190.74790189622,93128.70329566943,0.0,0.0,0.0
44.76,15950.49992660191,16857.05844813287,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-169.2926220529008,0.0,93310.42457062117,93249.2976266169,0.0,0.0,0.0
44.88,15970.675746557727,16864.340172764012,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-166.95484456881073,0.0,93428.45311736269,93368.22996480076,0.0,0.0,0.0
45.0,15990.572129091877,16871.51433777099,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-164.64614873149156,0.0,93544.84695518747,93485.51198686448,0.0,0.0,0.0
45.12,16010.193743621548,16878.582781154062,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-162.36610825413212,0.0,93659.63340018605,93601.1705801667,0.0,0.0,0.0
45.24,16029.54300773734,16885.546655904964,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-160.11457856624918,0.0,93772.82659526344,93715.2201086916,0.0,0.0,0.0
45.36,16048.624069949557,16892.40808611158,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-157.8912746872678,0.0,93884.4508092049,93827.68711838497,0.0,0.0,0.0
45.48,16067.439973258546,16899.16866139044,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-155.6960129402143,0.0,93994.52384356249,93938.59093322915,0.0,0.0,0.0
45.6,16085.993941125782,16905.83005031136,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-153.5285888837165,0.0,94103.06455558582,94047.95206713336,0.0,0.0,0.0
45.72,16104.290329063795,16912.394008268184,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-151.38860496353078,0.0,94210.0984250232,94155.79597753336,0.0,0.0,0.0
45.84,16122.33117031744,16918.861354650642,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-149.27591392768105,0.0,94315.63734635702,94262.13390357596,0.0,0.0,0.0
45.96,16140.120172129577,16925.23357419691,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-147.19018225280723,0.0,94419.70300695802,94366.98735058872,0.0,0.0,0.0
46.08,16157.660710769189,16931.51201909126,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-145.13111021901142,0.0,94522.31515799975,94470.37583629023,0.0,0.0,0.0
46.2,16174.953905759105,16937.697152505963,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-143.09864611953526,0.0,94623.48034869076,94572.30515706132,0.0,0.0,0.0
46.32,16192.008053714593,16943.7924069411,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-141.09196609139875,0.0,94723.24711423037,94672.82570006754,0.0,0.0,0.0
46.44,16208.819932957605,16949.79641433902,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-139.11147375261822,0.0,94821.59660780198,94771.91618378632,0.0,0.0,0.0
46.56,16225.394410966033,16955.711031000545,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-137.1566803250244,0.0,94918.55730415128,94869.60489288307,0.0,0.0,0.0
46.68,16241.735601226237,16961.537871095923,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-135.22718835622737,0.0,95014.15326717347,94965.9158615486,0.0,0.0,0.0
46.8,16257.847523312228,16967.27851863716,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-133.32260979182354,0.0,95108.40801137652,95060.87262848408,0.0,0.0,0.0
46.92,16273.733443901492,16972.936118819194,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-131.44298022706002,0.0,95201.34064682372,95154.50458813546,0.0,0.0,0.0
47.04,16289.395081933,16978.5142342109,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-129.5886959197642,0.0,95292.96122930804,95246.8375028298,0.0,0.0,0.0
47.16,16304.835641371823,16984.00809622071,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-127.75834389570281,0.0,95383.28850202516,95337.85622151077,0.0,0.0,0.0
47.28,16320.05802527749,16989.418955976686,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-125.95167225884119,0.0,95472.33944787331,95427.57817797433,0.0,0.0,0.0
47.4,16335.065159489843,16994.750328085716,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-124.1688409797857,0.0,95560.13118301558,95516.03364736946,0.0,0.0,0.0
47.52,16349.85977554424,17000.002810970807,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-122.40950675852035,0.0,95646.6796869338,95603.23580874343,0.0,0.0,0.0
47.64,16364.44468677899,17005.177445998885,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-120.67339122785332,0.0,95732.00141765708,95689.20067287017,0.0,0.0,0.0
47.76,16378.822365392323,17010.275365115987,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-118.96029417875278,0.0,95816.11083754509,95773.94345657343,0.0,0.0,0.0
47.88,16392.996353913786,17015.298046908203,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-117.26988029194115,0.0,95899.02867039564,95857.48552854528,0.0,0.0,0.0
48.0,16406.968054980505,17020.24602979962,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-115.60203435080533,0.0,95980.76312163594,95939.834646505,0.0,0.0,0.0
48.12,16420.74055305727,17025.12053868535,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-113.95645591496641,0.0,96061.33223538501,96021.00901399224,0.0,0.0,0.0
48.24,16434.316777419386,17029.922749381378,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-112.3328626715239,0.0,96140.75314790341,96101.02597883572,0.0,0.0,0.0
48.36,16447.69965734215,17034.653837703685,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-110.7309708733315,0.0,96219.04299545157,96179.90291391604,0.0,0.0,0.0
48.48,16460.89210764316,17039.314973702843,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-109.15049698302383,0.0,96296.2188297125,96257.65712769888,0.0,0.0,0.0
48.6,16473.89635322319,17043.907052306287,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-107.59123299980216,0.0,96372.29366635566,96334.30170792511,0.0,0.0,0.0
48.72,16486.714661777434,17048.430985506893,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-106.05296498436812,0.0,96447.28077139799,96409.85002578728,0.0,0.0,0.0
48.84,16499.349586207154,17052.887799031225,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-104.53544602167891,0.0,96521.19507931184,96484.31722778107,0.0,0.0,0.0
48.96,16511.80367941359,17057.278518605854,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-103.03842800340209,0.0,96594.0515245695,96557.71848125779,0.0,0.0,0.0
49.08,16524.07948794273,17061.60416645428,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-101.56166218454987,0.0,96665.86500446497,96630.06892937372,0.0,0.0,0.0
49.2,16536.179289534026,17065.865616632247,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-100.10492109953621,0.0,96736.64884377405,96701.38184770316,0.0,0.0,0.0
49.32,16548.10538512042,17070.0637559799,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-98.66797428000287,0.0,96806.41650295445,96771.67069261303,0.0,0.0,0.0
49.44,16559.860182608783,17074.199530302023,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-97.25058127917374,0.0,96875.18206826138,96840.94968963423,0.0,0.0,0.0
49.56,16571.44608990599,17078.273885403436,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-95.85250060807373,0.0,96942.95962595002,96909.23308225453,0.0,0.0,0.0
