Time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,k1,W,k2,k3,k4,k5,k_plus6,k_minus6,k_plus7,k_minus7,k_plus8,k_minus8,k9,k10,k11,V12,k13,k14,k21,k15,k_plus16,k_minus16,k_plus17,k_minus17,Vmax1,Km1,Ki,Vmax2,Km2,kcat1,Km3,Vmax3,Km4,kcat2,Km5,Vmax4,Km6,kcat3,Km7,Vmax5,Km8,kcat4,Km9,k18,k19,Vmax6,Km10,kcat5,n1,Km11,k20,kcat6,Km12,kcat7,Km13,Vmax7,Km14,flag_for_wnt_signal,X13X14,cytoplasm,nucleus,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33
0.0,100.0,0.0,0.0153,0.0076,49.1372,0.0015,96.6019,0.002,0.002,0.9881,42.7224,0.0008,6.1879,8.8121,3.4392,200.0,0.0,112.5585,6.486,296.1137,3.8863,297.8897,2.1103,180.9595,418.1788,0.8619,10.263,0.85544,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0020292,0.0020349,-0.00020854278000000028,0.002281520000000009,0.41365272,0.41200000000000003,0.41200000000000003,0.41203769999999995,0.423,0.010979656800000001,0.0001337345,0.00013360000000000002,-0.0010610400000246045,0.02501256000050489,0.0,0.0,0.0,13.584194359117564,9.2599271176422,9.259807373598854,5.549984904153125,5.550078023179021,3.015475663365086,3.016268970000965,3.015534252326639,0.15394477327083053,0.153945,13.584212955232305,2.4251347071590277,2.427860721619835
0.01,100.0,0.0,0.015292683745613099,0.007598341405981532,49.13722861250234,0.0015133954499537787,96.6018701373907,0.0020040806722648424,0.0020031826819311683,0.9881029916285539,42.722379747346345,0.0007883295502978154,6.187908358195712,8.812091641804281,3.4392181786535927,200.0,0.0,112.55849517162325,6.486000184183503,296.11369881251704,3.8863011874830553,297.8897009120957,2.1102990879044383,180.95950464419334,418.1787959387064,0.8618994171004677,10.262999996527284,0.8554130989918596,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.999999999999993,1.0,1.0,0.0,0.0,0.0,0.0020287571553970693,0.0020339269381665424,-0.0001471994471572936,0.00048433634564823413,0.4128501616643726,0.41284061848655756,0.41265563247782067,0.41203894750910697,0.423,0.01097965159506801,0.00013373447138915063,0.0001316510348997352,-0.0005785335127939106,-3.407086933293613e-05,0.0,0.0,0.0,13.584194628421907,9.259927378806758,9.25980962077646,5.549986600800076,5.550075920229297,3.015474363708971,3.015716407774562,3.0155323495963615,0.15394455616801722,0.15394499994790925,13.584212882112334,2.4251339892530606,2.427788491810486
0.02,100.0,0.0,0.015291930646254571,0.007597026032644749,49.137256175937864,0.0015170865193007664,96.60186816755831,0.0020040258779658233,0.002003937767397452,0.9881101945442503,42.72237618619453,0.0007860299636844796,6.187912547707569,8.812087452292424,3.439217825598178,200.0,0.0,112.55849357445948,6.486000365228252,296.11369764473005,3.886302355270067,297.8897017867701,2.110298213230005,180.9595060603124,418.1787950993027,0.8618988403850929,10.26299999148517,0.855386903737872,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.999999999999993,1.0,1.0,0.0,0.0,0.0,0.0020284059507161482,0.002033826775951858,-0.0001295135370331978,7.76369625604123e-05,0.4128245083265858,0.4128293308609596,0.4128111800838751,0.41204195112495234,0.423,0.010979650679851995,0.00013373446363848697,0.0001312670039353081,-0.00029589833656018527,-3.857421779684955e-05,0.0,0.0,0.0,13.584194893136909,9.259927635519878,9.259811830681254,5.549988269285888,5.550073903558427,3.015473114976525,3.0155468218263195,3.0155304670525553,0.15394444734610652,0.15394499987227755,13.58421285277188,2.425133302241482,2.427718156731309
0.03,100.0,0.0,0.015291838018646519,0.007595828409025505,49.137282937189795,0.001518550244112821,96.60186837771178,0.002004001975797689,0.002003998547535779,0.988117960577262,42.72237080247314,0.0007858445638535725,6.187914778568009,8.812085221431984,3.4392174050931597,200.0,0.0,112.5584929658662,6.486000543431238,296.11369649631166,3.886303503688601,297.8897026251522,2.1102973748477676,180.95950649070275,418.1787952391387,0.8618982701587163,10.262999985642985,0.8553613958591981,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.999999999999993,1.0,1.0,0.0,0.0,0.0,0.00202808618520981,0.002033814456479987,-0.00012188336416687779,-1.3459082917915977e-05,0.41282333698825,0.4128244070143239,0.4128237007923705,0.41204518956071823,0.423,0.010979649296235596,0.00013373445602390512,0.00013123604216354662,-0.00016697887360805908,-4.506748518906534e-05,0.0,0.0,0.0,13.584195153696813,9.259927888205073,9.25981400393313,5.549989910079361,5.5500719705635415,3.015471917324927,3.0154942224407932,3.015528605690303,0.1539443893998574,0.15394499978464476,13.584212836402056,2.4251326476766804,2.427649667053085
0.04,100.0,0.0,0.01529178894845063,0.007594695322331297,49.13730896744421,0.001519485065565664,96.60186910603304,0.0020039940394844962,0.002003996779611113,0.988125729540052,42.722364587609356,0.0007861263781575005,6.187916116273165,8.812083883726826,3.439216933811576,200.0,0.0,112.55849266093932,6.48600071890742,296.1136953669374,3.8863046330627578,297.8897034283409,2.1102965716590907,180.95950662015346,418.1787956731359,0.8618977067108897,10.262999979353294,0.8553365574659259,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.999999999999991,1.0,1.0,0.0,0.0,0.0,0.0020277836510624566,0.002033807930143934,-0.00011667433914429141,-3.2975794712508666e-05,0.41282209791434377,0.41282277213380625,0.4128233365998893,0.4120484292182017,0.423,0.010979647699015604,0.00013373444847133618,0.00013128310515230258,-0.0001081548389265663,-4.878143136011204e-05,0.0,0.0,0.0,13.584195410269711,9.25992813702598,9.259816141145423,5.549991523644324,5.550070118711624,3.0154707697249483,3.0154773742824545,3.01552676645478,0.15394435465317613,0.1539449996902994,13.58421282374949,2.425132025117839,2.4275829747582693
0.05,100.0,0.0,0.015291740213597908,0.0075936131880783245,49.13733429757541,0.0015202771135716618,96.60186995591181,0.002003987347639474,0.0020039905403798986,0.9881334562003801,42.72235800494788,0.0007865023339831246,6.187917046100873,8.81208295389912,3.439216435684959,200.0,0.0,112.55849245064434,6.486000891716865,296.1136942562884,3.88630574371173,297.8897041974051,2.11029580259493,180.959506657639,418.17879619205144,0.8618971503097398,10.262999972776905,0.8553123711349101,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.999999999999993,1.0,1.0,0.0,0.0,0.0,0.002027494721216913,0.0020338014484085217,-0.00011214943177698805,-3.625949112417981e-05,0.4128207182072511,0.41282139361373166,0.4128220513182591,0.4120516512355585,0.423,0.010979646007271606,0.000133734440958847,0.0001313458897751818,-8.126853253997979e-05,-5.0618067689356394e-05,0.0,0.0,0.0,13.584195662943431,9.259928382067876,9.259818242922181,5.549993110437564,5.550068345537884,3.015469670813983,3.015471482462999,3.015524950221225,0.15394433050104742,0.15394499959165356,13.584212812060445,2.4251314336928385,2.4275180330815482
0.06,100.0,0.0,0.015291689412881245,0.007592577503885994,49.137358948925566,0.0015210151686037851,96.60187082894542,0.002003980457240074,0.002003983805099035,0.9881411372804657,42.72235126265238,0.0007868879523561936,6.187917789276516,8.812082210723474,3.439215924706894,200.0,0.0,112.55849227106818,6.486001061903008,296.11369316405074,3.886306835949417,297.88970493338496,2.1102950666150844,180.9595066670291,418.17879673177026,0.8618966012009001,10.262999965987351,0.8552888198953381,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.99999999999999,1.0,1.0,0.0,0.0,0.0,0.0020272181935375604,0.0020337946919132058,-0.00010790800197654337,-3.591009982288618e-05,0.4128192716276863,0.4128199741914553,0.4128206638504012,0.41205485424595417,0.423,0.010979644274501663,0.00013373443347337586,0.00013141028804348435,-6.894381755273571e-05,-5.146469447936397e-05,0.0,0.0,0.0,13.584195911781478,9.259928623392296,9.259820309857437,5.549994670908288,5.550066648644027,3.0154686191560804,3.015468964496904,3.015523157791453,0.1539443111971767,0.15394499948981027,13.584212800525208,2.4251308724526757,2.4274547964711424
0.07,100.0,0.0,0.015291636545203996,0.007591585896367091,49.137382940275394,0.0015217201547977034,96.60187169935786,0.0020039732934699793,0.002003976773106391,0.988148772245159,42.722344455110424,0.0007872645623961974,6.187918446687284,8.812081553312705,3.439215407979221,200.0,0.0,112.55849210270824,6.486001229504063,296.11369208991573,3.8863079100844056,297.88970563729254,2.1102943627074655,180.95950666778793,418.1787972726044,0.8618960596079829,10.262999959018344,0.8552658872164755,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.99999999999999,1.0,1.0,0.0,0.0,0.0,0.0020269534343300135,0.0020337876605121315,-0.00010385443074018962,-3.477748983658768e-05,0.4128177685501623,0.4128184984548157,0.4128192152599166,0.41205803802623125,0.423,0.01097964252496338,0.00013373442600842314,0.00013147318192016497,-6.325987516220266e-05,-5.182671520742588e-05,0.0,0.0,0.0,13.584196156839733,9.259928861053336,9.259822342535168,5.54999620549809,5.550065025696575,3.0154676133204017,3.015467505541892,3.0155213898953996,0.1539442941210351,0.15394499938527517,13.584212788911627,2.4251303404510858,2.4273932205559565
0.08,100.0,0.0,0.01529158169438835,0.0075906365262386035,49.13740628944846,0.001522397610124139,96.60187255990884,0.002003965864963673,0.0020039694698084118,0.9881563607059998,42.72233762542694,0.00078762836666283,6.1879190643141655,8.812080935685819,3.4392148889256546,200.0,0.0,112.55849193962024,6.486001394556387,296.1136910335801,3.8863089664200183,297.8897063101127,2.11029368988738,180.9595066658236,418.1787978084432,0.8618955257334724,10.262999951885432,0.8552435569961645,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.999999999999984,1.0,1.0,0.0,0.0,0.0,0.0020266999525057074,0.0020337803653536503,-9.99623081904457e-05,-3.350540527509438e-05,0.41281621217881637,0.4128169681825167,0.4128177107805328,0.41206120241440186,0.423,0.010979640769734724,0.00013373441856111276,0.00013153393723269263,-6.060612878400207e-05,-5.195789435674669e-05,0.0,0.0,0.0,13.584196398171347,9.25992909510244,9.259824341529388,5.54999771464102,5.55006347442521,3.0154666519045503,3.015466399140678,3.0155196471940284,0.15394427807827357,0.15394499927828148,13.584212777155914,2.4251298367622356,2.427333262114752
0.09,100.0,0.0,0.015291524945271017,0.007589727722746145,49.137429013687125,0.0015230496420796649,96.60187340841927,0.002003958182225948,0.0020039619129670052,0.9881639023089526,42.7223307935483,0.0007879788372053355,6.187919663212376,8.812080336787607,3.4392143691754744,200.0,0.0,112.55849177994136,6.486001557095467,296.1136899947457,3.886310005254392,297.88970695280324,2.1102930471968313,180.9595066629634,418.17879833727716,0.8618949997597232,10.262999944595913,0.8552218135496812,0.182,0.0,0.0182,0.05,0.267,0.133,0.0909,0.909,1.0,50.0,1.0,120.0,206.0,206.0,0.417,0.423,0.000257,8.22e-05,1e-06,0.167,1.0,30.0,1.0,1200.0,150.0,10.0,9.0,15.0,8.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,15.0,45.0,15.0,1.5,9.0,0.15,39.0,45.0,12.0,0.6,2.0,15.0,0.015,1.5,15.0,1.5,15.0,45.0,15.0,0.0,14.999999999999982,1.0,1.0,0.0,0.0,0.0,0.002026457301973221,0.0020337728177210455,-9.622070019043617e-05,-3.225022376000808e-05,0.41281460518255025,0.4128153855385453,0.4128161540712031,0.4120643472628332,0.423,0.010979639013941915,0.00013373441113033593,0.00013159246581329103,-5.932796710794719e-05,-5.197960399527801e-05,0.0,0.0,0.0,13.584196635828215,9.259929325589825,9.2598263074043,5.5499991987637,5.550061992621171,3.015465733541059,3.015465423251044,3.0155179302825985,0.15394426252198645,0.1539449991689387,13.584212765241299,2.4251293604842603,2.4272748790462746
