Time (dimensionless),ACh,Active,Active ACh,Active ACh2,Basal,Basal ACh,Basal ACh2,Desensitised,Desensitised ACh,Desensitised ACh2,Intermediate,Intermediate ACh,Intermediate ACh2
0.0,9.999999999999999e-06,0.0,0.0,0.0,1.0000000000000002e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,8.428551267842631e-06,9.114052324134847e-12,2.670572355520562e-09,1.8791832491310944e-07,1.8239779551926694e-07,5.748290322679427e-08,4.4402885464505e-09,1.6032568078301627e-14,1.013680010597377e-11,1.6023148741581625e-09,5.683558122155563e-12,3.5624371356491094e-09,5.599004129859305e-07
0.2,8.224949996315645e-06,4.736021403244764e-12,1.358077593619662e-09,9.367616026148109e-08,9.469925052791286e-08,2.9141859319228912e-08,2.2073875502519797e-09,5.2636998290649585e-14,3.2473796936406283e-11,5.008598015966584e-09,8.113798835294414e-12,4.993279635562779e-09,7.688700108418027e-07
0.30000000000000004,8.14432407384582e-06,2.994022717042325e-12,8.532547364556699e-10,5.8663293104409044e-08,5.980187806006605e-08,1.8237680568310818e-08,1.3771624681549377e-09,9.730531408870593e-14,5.943923306973636e-11,9.077165406096935e-09,9.086531785361754e-12,5.545587468221263e-09,8.463723610954002e-07
0.4,8.11222611072247e-06,2.299181289216018e-12,6.546230805388692e-10,4.5078479019332997e-08,4.588213644248255e-08,1.3947082448802818e-08,1.054960319814609e-09,1.4467425097506975e-13,8.802395497339768e-11,1.33890750149798e-08,9.451041973155277e-12,5.748318558165354e-09,8.741454062633974e-07
0.5,8.099303111743507e-06,2.0191962049375436e-12,5.750049972036989e-10,3.9661618378264895e-08,4.027360903934073e-08,1.222769630643342e-08,9.265059122361232e-10,1.927781647768754e-13,1.1710359069801678e-10,1.778372189767513e-08,9.569980821663158e-12,5.8125248601103825e-09,8.826104330628457e-07
0.6000000000000001,8.093963841806108e-06,1.9034589455598684e-12,5.421457361063177e-10,3.742833634646704e-08,3.79556896782902e-08,1.1518611584186759e-08,8.735840548531261e-10,2.4095380284524803e-13,1.462708419843465e-10,2.2198403043779537e-08,9.591115270690335e-12,5.8219632312119744e-09,8.835032599551009e-07
0.7000000000000001,8.09162538763898e-06,1.852734416214087e-12,5.277423139019748e-10,3.644731279195187e-08,3.694033730456313e-08,1.1208348236673442e-08,8.503791565340228e-10,2.889928463849088e-13,1.753814430244553e-10,2.660847810272512e-08,9.573586639554074e-12,5.809810408450957e-09,8.814204949282735e-07
0.8,8.090474498158667e-06,1.8277622476905598e-12,5.206267357072048e-10,3.596091285496399e-08,3.6440743863296115e-08,1.1055402117377099e-08,8.388966704860855e-10,3.3682953086013673e-13,2.04383496755104e-10,3.100426885534321e-08,9.540833785034093e-12,5.789187231110864e-09,8.78173872749397e-07
0.9,8.089794392234929e-06,1.8129858533875958e-12,5.164048347717707e-10,3.567022032124878e-08,3.614549405011471e-08,1.0965044615135328e-08,8.320641811908439e-10,3.8445393636864103e-13,2.332616586137173e-10,3.5382005202112606e-08,9.502209663210147e-12,5.765293727275837e-09,8.744785117600847e-07
1.0,8.089301807028335e-06,1.8022747084207548e-12,5.133324912422673e-10,3.545751524185966e-08,3.593168038070032e-08,1.0899537362217372e-08,8.270813101281873e-10,4.318619287335842e-13,2.620098779339389e-10,3.974025648629955e-08,9.46136424672298e-12,5.740175533774386e-09,8.706167158149587e-07
1.1,8.088884681890548e-06,1.7931913738309409e-12,5.107326640491177e-10,3.527629566385756e-08,3.575054364830399e-08,1.0844204825016452e-08,8.228500562296699e-10,4.790573226173626e-13,2.906279708249159e-10,4.4078513773739624e-08,9.41977611395026e-12,5.714645084430692e-09,8.66699894288737e-07
1.2000000000000002,8.088498645378335e-06,1.7847925107665254e-12,5.083125245823212e-10,3.510798006646475e-08,3.55830199834934e-08,1.0792782275100652e-08,8.189181561239576e-10,5.260371615063048e-13,3.191139485346034e-10,4.839663308899796e-08,9.377971222080342e-12,5.689019061341282e-09,8.627725320944637e-07
1.3,8.08812553987811e-06,1.7766696159385368e-12,5.059767065711708e-10,3.494512406748909e-08,3.542106227118579e-08,1.0743166794554036e-08,8.151181904556675e-10,5.728060418428846e-13,3.474696650233053e-10,5.2694611461841725e-08,9.336220412950253e-12,5.66343077745186e-09,8.588523543693596e-07
1.4000000000000001,8.087758461796018e-06,1.7686774140581098e-12,5.036782030609857e-10,3.478483053095295e-08,3.526171987245213e-08,1.0694354529590011e-08,8.113787398895205e-10,6.193642507789223e-13,3.756952688639887e-10,5.697250624218837e-08,9.294601497941238e-12,5.637928763273756e-09,8.549462252065632e-07
1.5,8.087394869219164e-06,1.760760827194894e-12,5.014014672492176e-10,3.462604603233185e-08,3.510388882963949e-08,1.0646008669872415e-08,8.076747942534015e-10,6.657128497643355e-13,4.0379134704540383e-10,6.123039791886598e-08,9.25314670032254e-12,5.612530834967535e-09,8.510565804853991e-07
1.6,8.087033574386922e-06,1.7528941092180654e-12,4.991392075350632e-10,3.4468276748819063e-08,3.494705337709511e-08,1.0597971727107965e-08,8.039946396121766e-10,7.118528397824818e-13,4.317584889432398e-10,6.54683738954883e-08,9.211870417838263e-12,5.587244974414307e-09,8.471845103236191e-07
1.7000000000000002,8.086674153713551e-06,1.7450680799159074e-12,4.968888217056921e-10,3.431134623400393e-08,3.479102960465764e-08,1.0550187485709846e-08,8.003340903795184e-10,7.577851372476659e-13,4.5959727371458025e-10,6.968652536944324e-08,9.170777228530104e-12,5.562073662217878e-09,8.433303438277259e-07
1.8,8.086316483758558e-06,1.737280063899792e-12,4.946495482160398e-10,3.415520256593301e-08,3.463576393961851e-08,1.050263952119092e-08,7.96691916895819e-10,8.03511387943624e-13,4.873087367301482e-10,7.388501498744676e-08,9.129867086920434e-12,5.537016756107686e-09,8.39494041369325e-07
1.9000000000000001,8.08596048132538e-06,1.7295282580345602e-12,4.924208758138856e-10,3.399981106920683e-08,3.448122026080993e-08,1.0455316791066888e-08,7.930672967156394e-10,8.49031823659513e-13,5.148930247079087e-10,7.80638658944861e-08,9.089140840002035e-12,5.5120747103289735e-09,8.356756623759413e-07
2.0,8.08560611187293e-06,1.7218119146064996e-12,4.902025877623959e-10,3.3845156646569325e-08,3.432738361034901e-08,1.0408214637136312e-08,7.894598736216348e-10,8.943477385613643e-13,5.423509737032618e-10,8.222321272695307e-08,9.048597636170626e-12,5.487246939054112e-09,8.318751072475646e-07
2.1,8.085253366921273e-06,1.7141308501310293e-12,4.879946303159871e-10,3.369123550730083e-08,3.417425032046623e-08,1.0361331907351484e-08,7.858695584123489e-10,9.394596130438804e-13,5.696828931712247e-10,8.636310519678442e-08,9.008237103171126e-12,5.462533194369208e-09,8.280923349642627e-07
2.2,8.084902241162999e-06,1.7064849498318267e-12,4.85796969715129e-10,3.353804526057414e-08,3.402181809687579e-08,1.0314667878114057e-08,7.822962948355558e-10,9.84367750278641e-13,5.968889794218471e-10,9.048357494576496e-08,8.968059005227547e-12,5.437933318586604e-09,8.243273193444062e-07
2.3000000000000003,8.084552686724e-06,1.6988731780679705e-12,4.836093020812843e-10,3.338556443714843e-08,3.387006623775148e-08,1.026821603588994e-08,7.787395777155139e-10,1.0290748717330588e-12,6.239709893183522e-10,9.45849046022923e-08,8.928061230310099e-12,5.4134459026484074e-09,8.205798269058742e-07
2.4000000000000004,8.084204737163452e-06,1.6912962611602557e-12,4.814318389888784e-10,3.323380786211184e-08,3.37190092676973e-08,1.0221980922077543e-08,7.751997563892188e-10,1.0735794103048448e-12,6.509279140936279e-10,9.866693230207007e-08,8.888244916331181e-12,5.38907171172276e-09,8.168499853042603e-07
2.5,8.083858369338577e-06,1.6837536990839973e-12,4.792644310077646e-10,3.308276476226224e-08,3.3568637201892686e-08,1.0175959344892261e-08,7.716765782390738e-10,1.1178832802946209e-12,6.777609946119782e-10,1.0272985839766374e-07,8.848608440114859e-12,5.36480967344226e-09,8.131376183705712e-07
2.6,8.08351357173565e-06,1.6762452425776701e-12,4.771070058388197e-10,3.2932430096408514e-08,3.34189450545451e-08,1.0130149751160866e-08,7.681699243730666e-10,1.161986950944394e-12,7.04470532225703e-10,1.0677373114101159e-07,8.809151480066685e-12,5.340659569988623e-09,8.094426895407732e-07
2.7,8.083170327972493e-06,1.668770537398651e-12,4.749594588922937e-10,3.278279642367366e-08,3.326992574703681e-08,1.0084549901711345e-08,7.646796199154485e-10,1.2058914964647826e-12,7.310572216204036e-10,1.1079866246043978e-07,8.769873169689786e-12,5.316620825789638e-09,8.057651038057167e-07
2.8000000000000003,8.082828640327782e-06,1.661329632957261e-12,4.728218020145364e-10,3.2633864350796216e-08,3.312158028419858e-08,1.003916006911723e-08,7.612056805668014e-10,1.2495977898670225e-12,7.575216107603283e-10,1.1480473826416097e-07,8.73077260597332e-12,5.2926928774373356e-09,8.021047733609195e-07
2.9000000000000004,8.08248850904731e-06,1.653922534690562e-12,4.706940343675494e-10,3.2485633607821264e-08,3.2973908790264176e-08,9.993980252326804e-09,7.577481012666491e-10,1.2931067260806637e-12,7.83864263588155e-10,1.1879204729498185e-07,8.691848889884218e-12,5.268875160198592e-09,7.984616096170355e-07
3.0,8.082149912833017e-06,1.6465487820206979e-12,4.685760206885502e-10,3.233809463386977e-08,3.2826902057174256e-08,9.949007550493096e-09,7.543066569352769e-10,1.3364194323187462e-12,8.100859134345162e-10,1.2276070833575803e-07,8.653101164544565e-12,5.245167095296742e-09,7.948355156669723e-07
3.1,8.08181284091607e-06,1.6392081421272562e-12,4.664676914127502e-10,3.219124240885538e-08,3.2680555437880604e-08,9.904240479998339e-09,7.508812300239041e-10,1.3795369222694175e-12,8.361872108478204e-10,1.2671082548773997e-07,8.614528552473774e-12,5.221568110818682e-09,7.912263986688052e-07
3.2,8.081477298550438e-06,1.631900728709072e-12,4.6436907771228256e-10,3.2045078943868406e-08,3.2534871220162096e-08,9.859679725206702e-09,7.474718690826939e-10,1.4224597890147647e-12,8.621685219665294e-10,1.3064245525767126e-07,8.57613039319859e-12,5.1980778034087315e-09,7.876341970900112e-07
3.3000000000000003,8.081143280835682e-06,1.6246264358594346e-12,4.622801469175549e-10,3.1899601794011824e-08,3.23898472968715e-08,9.81532459653023e-09,7.440785173970965e-10,1.4651888921947188e-12,8.8803039317094e-10,1.3455568431516923e-07,8.537905888718003e-12,5.1746956628884415e-09,7.840588295558268e-07
3.4000000000000004,8.080810775555657e-06,1.6173849994575868e-12,4.6020082036442704e-10,3.175480530408807e-08,3.2245478394552436e-08,9.771173414521979e-09,7.407010424149674e-10,1.507725283489875e-12,9.137735006982758e-10,1.3845062106060007e-07,8.499854141949623e-12,5.151421102119276e-09,7.805002003962155e-07
3.5,8.08047977562746e-06,1.6101762663974945e-12,4.5813105166194887e-10,3.16106860714848e-08,3.210176146146614e-08,9.72722519429357e-09,7.373393647974498e-10,1.5500698798308384e-12,9.393984296687325e-10,1.423273586464291e-07,8.461974325333912e-12,5.128253587963609e-09,7.769582239717659e-07
3.6,8.080150277801046e-06,1.6030001666776117e-12,4.5607081874309827e-10,3.1467242414824226e-08,3.1958695104709585e-08,9.683479469727686e-09,7.339934455168634e-10,1.5922232384831921e-12,9.649055411199394e-10,1.4618595528719452e-07,8.424265921182614e-12,5.105192783383148e-09,7.734328456454544e-07
