data_generator_ALL,data_generator_B,data_generator_BL,data_generator_DLL,data_generator_ILL,data_generator_time
0.0,1.0000000000000002e-06,0.0,0.0,0.0,0.0
1.8791832491310944e-07,1.8239779551926694e-07,5.748290322679427e-08,1.6023148741581625e-09,5.599004129859305e-07,0.1
9.367616026148109e-08,9.469925052791286e-08,2.9141859319228912e-08,5.008598015966584e-09,7.688700108418027e-07,0.2
5.8663293104409044e-08,5.980187806006605e-08,1.8237680568310818e-08,9.077165406096935e-09,8.463723610954002e-07,0.30000000000000004
4.5078479019332997e-08,4.588213644248255e-08,1.3947082448802818e-08,1.33890750149798e-08,8.741454062633974e-07,0.4
3.9661618378264895e-08,4.027360903934073e-08,1.222769630643342e-08,1.778372189767513e-08,8.826104330628457e-07,0.5
3.742833634646704e-08,3.79556896782902e-08,1.1518611584186759e-08,2.2198403043779537e-08,8.835032599551009e-07,0.6000000000000001
3.644731279195187e-08,3.694033730456313e-08,1.1208348236673442e-08,2.660847810272512e-08,8.814204949282735e-07,0.7000000000000001
3.596091285496399e-08,3.6440743863296115e-08,1.1055402117377099e-08,3.100426885534321e-08,8.78173872749397e-07,0.8
3.567022032124878e-08,3.614549405011471e-08,1.0965044615135328e-08,3.5382005202112606e-08,8.744785117600847e-07,0.9
3.545751524185966e-08,3.593168038070032e-08,1.0899537362217372e-08,3.974025648629955e-08,8.706167158149587e-07,1.0
3.527629566385756e-08,3.575054364830399e-08,1.0844204825016452e-08,4.4078513773739624e-08,8.66699894288737e-07,1.1
3.510798006646475e-08,3.55830199834934e-08,1.0792782275100652e-08,4.839663308899796e-08,8.627725320944637e-07,1.2000000000000002
3.494512406748909e-08,3.542106227118579e-08,1.0743166794554036e-08,5.2694611461841725e-08,8.588523543693596e-07,1.3
3.478483053095295e-08,3.526171987245213e-08,1.0694354529590011e-08,5.697250624218837e-08,8.549462252065632e-07,1.4000000000000001
3.462604603233185e-08,3.510388882963949e-08,1.0646008669872415e-08,6.123039791886598e-08,8.510565804853991e-07,1.5
3.4468276748819063e-08,3.494705337709511e-08,1.0597971727107965e-08,6.54683738954883e-08,8.471845103236191e-07,1.6
3.431134623400393e-08,3.479102960465764e-08,1.0550187485709846e-08,6.968652536944324e-08,8.433303438277259e-07,1.7000000000000002
3.415520256593301e-08,3.463576393961851e-08,1.050263952119092e-08,7.388501498744676e-08,8.39494041369325e-07,1.8
3.399981106920683e-08,3.448122026080993e-08,1.0455316791066888e-08,7.80638658944861e-08,8.356756623759413e-07,1.9000000000000001
3.3845156646569325e-08,3.432738361034901e-08,1.0408214637136312e-08,8.222321272695307e-08,8.318751072475646e-07,2.0
3.369123550730083e-08,3.417425032046623e-08,1.0361331907351484e-08,8.636310519678442e-08,8.280923349642627e-07,2.1
3.353804526057414e-08,3.402181809687579e-08,1.0314667878114057e-08,9.048357494576496e-08,8.243273193444062e-07,2.2
3.338556443714843e-08,3.387006623775148e-08,1.026821603588994e-08,9.45849046022923e-08,8.205798269058742e-07,2.3000000000000003
3.323380786211184e-08,3.37190092676973e-08,1.0221980922077543e-08,9.866693230207007e-08,8.168499853042603e-07,2.4000000000000004
3.308276476226224e-08,3.3568637201892686e-08,1.0175959344892261e-08,1.0272985839766374e-07,8.131376183705712e-07,2.5
3.2932430096408514e-08,3.34189450545451e-08,1.0130149751160866e-08,1.0677373114101159e-07,8.094426895407732e-07,2.6
3.278279642367366e-08,3.326992574703681e-08,1.0084549901711345e-08,1.1079866246043978e-07,8.057651038057167e-07,2.7
3.2633864350796216e-08,3.312158028419858e-08,1.003916006911723e-08,1.1480473826416097e-07,8.021047733609195e-07,2.8000000000000003
3.2485633607821264e-08,3.2973908790264176e-08,9.993980252326804e-09,1.1879204729498185e-07,7.984616096170355e-07,2.9000000000000004
3.233809463386977e-08,3.2826902057174256e-08,9.949007550493096e-09,1.2276070833575803e-07,7.948355156669723e-07,3.0
3.219124240885538e-08,3.2680555437880604e-08,9.904240479998339e-09,1.2671082548773997e-07,7.912263986688052e-07,3.1
3.2045078943868406e-08,3.2534871220162096e-08,9.859679725206702e-09,1.3064245525767126e-07,7.876341970900112e-07,3.2
3.1899601794011824e-08,3.23898472968715e-08,9.81532459653023e-09,1.3455568431516923e-07,7.840588295558268e-07,3.3000000000000003
3.175480530408807e-08,3.2245478394552436e-08,9.771173414521979e-09,1.3845062106060007e-07,7.805002003962155e-07,3.4000000000000004
3.16106860714848e-08,3.210176146146614e-08,9.72722519429357e-09,1.423273586464291e-07,7.769582239717659e-07,3.5
3.1467242414824226e-08,3.1958695104709585e-08,9.683479469727686e-09,1.4618595528719452e-07,7.734328456454544e-07,3.6
3.132447095458556e-08,3.181627629479843e-08,9.639935262895627e-09,1.500265036666458e-07,7.699239801937882e-07,3.7
3.118236833728644e-08,3.1674502027342803e-08,9.596591603716533e-09,1.5384909593999568e-07,7.664315428622708e-07,3.8000000000000003
3.104093147594883e-08,3.153336955479575e-08,9.55344760243255e-09,1.5765381885290476e-07,7.629554536966063e-07,3.9000000000000004
3.0900157018165236e-08,3.139287562593223e-08,9.51050224146832e-09,1.6144072510568777e-07,7.594956676893072e-07,4.0
3.076004200564825e-08,3.125301773740824e-08,9.46775469303694e-09,1.6520991795053444e-07,7.560520879424905e-07,4.1000000000000005
3.0620583343900667e-08,3.1113793127408426e-08,9.425204063759693e-09,1.689614831686516e-07,7.52624635491848e-07,4.2
3.048177792810032e-08,3.097519901452492e-08,9.382849455285902e-09,1.72695505216927e-07,7.492132327324626e-07,4.3
3.0343622653425093e-08,3.083723261734986e-08,9.34068996926489e-09,1.76412068552245e-07,7.458178020594171e-07,4.4
3.020611441505285e-08,3.06998911544754e-08,9.298724707345982e-09,1.801112576314934e-07,7.424382658677944e-07,4.5
3.006925035186522e-08,3.056317181606028e-08,9.256952798415191e-09,1.8379312936303472e-07,7.390745738516958e-07,4.6000000000000005
2.993302729291853e-08,3.0427071828411164e-08,9.215373336732e-09,1.8745777567820588e-07,7.357266409994529e-07,4.7
2.979744211127158e-08,3.029158841270088e-08,9.173985421473677e-09,1.9110528353424947e-07,7.323943872284324e-07,4.800000000000001
2.9662491721649263e-08,3.015671878524097e-08,9.132788156474147e-09,1.94735735178434e-07,7.29077737123321e-07,4.9
2.9528173038776474e-08,3.0022460162342987e-08,9.09178064556734e-09,1.983492128580381e-07,7.257766152688049e-07,5.0
2.9394482977378103e-08,2.9888809760318484e-08,9.050961992587183e-09,2.019457988203218e-07,7.22490946249571e-07,5.1000000000000005
2.9261419382597064e-08,2.9755765538401908e-08,9.01033155710083e-09,2.0552555241904364e-07,7.192206755935094e-07,5.2
2.9128979189709866e-08,2.962332472931491e-08,8.969888448590986e-09,2.0908855539578327e-07,7.15965728347912e-07,5.300000000000001
2.899715907742142e-08,2.9491484360911128e-08,8.929631706019509e-09,2.1263489580523308e-07,7.127260237847843e-07,5.4
2.886595605185642e-08,2.9360241722483287e-08,8.889560458342325e-09,2.1616465364571454e-07,7.095014885461724e-07,5.5
2.8735367119139542e-08,2.9229594103324107e-08,8.849673834515367e-09,2.1967790891554743e-07,7.062920492741225e-07,5.6000000000000005
2.8605389285395478e-08,2.9099538792726314e-08,8.809970963494566e-09,2.2317474161305153e-07,7.030976326106806e-07,5.7
2.8476020945087016e-08,2.8970074221960227e-08,8.770451361402265e-09,2.2665519893930384e-07,6.999181950463106e-07,5.800000000000001
2.8347257858975432e-08,2.884119665594482e-08,8.731113809899394e-09,2.301193903123298e-07,6.967536364485094e-07,5.9
2.8219097787667393e-08,2.871290400457201e-08,8.69195764834458e-09,2.3356737790702269e-07,6.936038996802229e-07,6.0
2.809153776933818e-08,2.8585193583497746e-08,8.652982014631717e-09,2.3699924096456492e-07,6.904689120725654e-07,6.1000000000000005
2.7964574857720904e-08,2.8458062721175067e-08,8.614186050993316e-09,2.4041505835860966e-07,6.873486012911349e-07,6.2
2.7838206122106497e-08,2.833150875885409e-08,8.575568904000505e-09,2.438149085952672e-07,6.842428953360133e-07,6.300000000000001
2.771242984644584e-08,2.8205530043818643e-08,8.53713005879897e-09,2.471988365541327e-07,6.811517532473527e-07,6.4
2.7587243987304934e-08,2.8080124652084378e-08,8.498868909281676e-09,2.5056689625931486e-07,6.780751256180042e-07,6.5
2.746264430017493e-08,2.7955288836389635e-08,8.460784235819312e-09,2.539192028492473e-07,6.750129066136589e-07,6.6000000000000005
2.7338627982682863e-08,2.7831020043928633e-08,8.422875220763425e-09,2.5725583152641703e-07,6.719650272650888e-07,6.7
2.7215192250540396e-08,2.770731573678566e-08,8.3851410515085e-09,2.605768570556881e-07,6.689314190022538e-07,6.800000000000001
2.7092334337543813e-08,2.7584173391935095e-08,8.347580920491954e-09,2.6388235376432184e-07,6.659120136543014e-07,6.9
2.697005149557403e-08,2.7461590501241394e-08,8.310194025194138e-09,2.671723955419652e-07,6.629067434495673e-07,7.0
2.684834099459658e-08,2.7339564571459098e-08,8.272979568138339e-09,2.7044705584064897e-07,6.599155410155748e-07,7.1000000000000005
2.6727200122661636e-08,2.7218093124232823e-08,8.235936756890774e-09,2.737064076747876e-07,6.569383393790349e-07,7.2
2.6606626185903977e-08,2.709717369609727e-08,8.199064804060594e-09,2.7695052362119305e-07,6.539750719658469e-07,7.300000000000001
2.6486616508543018e-08,2.6976803838477227e-08,8.162362927299886e-09,2.8017947581904916e-07,6.510256726010974e-07,7.4
2.6367168432882806e-08,2.6856981117687556e-08,8.125830349303669e-09,2.833933359699372e-07,6.480900755090613e-07,7.5
2.6248279319311996e-08,2.6737703114933198e-08,8.089466297809894e-09,2.8659217533782387e-07,6.451682153132009e-07,7.6000000000000005
2.6129946546303884e-08,2.661896742630919e-08,8.053270005599451e-09,2.8977606474906147e-07,6.422600270361666e-07,7.7
2.6012167510416385e-08,2.650077166280063e-08,8.017240710496158e-09,2.9294507459238436e-07,6.393654460997967e-07,7.800000000000001
2.5894939626292037e-08,2.6383113450282713e-08,7.981377655366769e-09,2.960992748189226e-07,6.364844083251171e-07,7.9
2.5778260225625884e-08,2.6265990223717308e-08,7.945680039989032e-09,2.9923873260987635e-07,6.336168526207662e-07,8.0
2.5662126538215702e-08,2.61493991885521e-08,7.910147012023975e-09,3.0236351193907593e-07,6.307627214872397e-07,8.1
2.5546536263103473e-08,2.6033338484141243e-08,7.874777939109036e-09,3.05473686757673e-07,6.27921945819046e-07,8.200000000000001
2.5431486878451097e-08,2.591780577795558e-08,7.839572080081246e-09,3.085693250627553e-07,6.250944632686364e-07,8.3
2.5316975880165987e-08,2.580279875166525e-08,7.804528698659011e-09,3.1165049440596437e-07,6.222802118966735e-07,8.4
2.5203000781901074e-08,2.5688315101139717e-08,7.76964706344212e-09,3.147172618935007e-07,6.194791301720315e-07,8.5
2.5089559115054798e-08,2.5574352536447738e-08,7.734926447911741e-09,3.177696941861187e-07,6.166911569717959e-07,8.6
2.49766484287711e-08,2.546090878185737e-08,7.70036613043042e-09,3.2080785749914337e-07,6.139162315812637e-07,8.700000000000001
2.4864266289939463e-08,2.5347981575835993e-08,7.665965394242085e-09,3.238318176024436e-07,6.111542936939439e-07,8.8
2.4752410283194852e-08,2.5235568671050278e-08,7.63172352747204e-09,3.2684163982045723e-07,6.084052834115562e-07,8.9
2.4641078010917765e-08,2.512366783436621e-08,7.597639823126973e-09,3.2983738903217603e-07,6.056691412440324e-07,9.0
2.4530267093234198e-08,2.501227684684907e-08,7.563713579094948e-09,3.3281912967114894e-07,6.029458081095153e-07,9.1
2.441997516801567e-08,2.4901393503763457e-08,7.52994409814541e-09,3.3578692572548725e-07,6.002352253343598e-07,9.200000000000001
2.4310199890879212e-08,2.479101561457327e-08,7.496330687929184e-09,3.3874084073785776e-07,5.975373346531317e-07,9.3
2.420093893518736e-08,2.468114100294171e-08,7.462872660978474e-09,3.4168093780548284e-07,5.948520782086085e-07,9.4
