data_generator_ALL,data_generator_B,data_generator_BL,data_generator_DLL,data_generator_ILL,data_generator_time
2.4092189992048176e-08,2.4571767506731285e-08,7.429569334706862e-09,3.446072795801539e-07,5.921793985517793e-07,9.5
2.3983950274712527e-08,2.446289256925403e-08,7.396419892353672e-09,3.475199369510782e-07,5.895192310136477e-07,9.600000000000001
2.3876213795343625e-08,2.4354510993279004e-08,7.363422618903053e-09,3.504190367554137e-07,5.868714617899268e-07,9.700000000000001
2.3768981467897264e-08,2.424662327341292e-08,7.330577735738635e-09,3.533045847775976e-07,5.842360834421294e-07,9.8
2.3662250953750464e-08,2.4139227221252095e-08,7.297884551541557e-09,3.561766436521181e-07,5.81613038603939e-07,9.9
2.3556019928129935e-08,2.4032320659379057e-08,7.265342378781251e-09,3.5903527563628313e-07,5.790022702572872e-07,10.0
2.3450286080112075e-08,2.3925901421362545e-08,7.232950533715443e-09,3.6188054261021504e-07,5.76403721732353e-07,10.100000000000001
2.334504711262297e-08,2.3819967351757523e-08,7.2007083363901525e-09,3.6471250607683386e-07,5.73817336707564e-07,10.200000000000001
2.324030074243839e-08,2.3714516306105156e-08,7.1686151106396934e-09,3.6753122716189273e-07,5.712430592095951e-07,10.3
2.3136044700183795e-08,2.3609546150932816e-08,7.136670184086671e-09,3.7033676661394074e-07,5.686808336133693e-07,10.4
2.3032276730334336e-08,2.3505054763754102e-08,7.104872888141984e-09,3.7312918480434827e-07,5.661306046420575e-07,10.5
2.2928994591214844e-08,2.3401040033068817e-08,7.073222558004826e-09,3.759085417272985e-07,5.635923173670784e-07,10.600000000000001
2.2826196054999843e-08,2.3297499858362973e-08,7.041718532662683e-09,3.786748969997774e-07,5.610659172080988e-07,10.700000000000001
2.2723878907713544e-08,2.3194432150108804e-08,7.010360154891334e-09,3.814283098615955e-07,5.585513499330331e-07,10.8
2.2622040949229843e-08,2.309183482976475e-08,6.979146771254854e-09,3.841688391753746e-07,5.560485616580439e-07,10.9
2.2520679993272326e-08,2.2989705829775463e-08,6.948077732105606e-09,3.868965434265373e-07,5.535574988475414e-07,11.0
2.2419793867414266e-08,2.2888043093571806e-08,6.917152391584252e-09,3.8961148072333287e-07,5.510781083141839e-07,11.100000000000001
2.2319380413078624e-08,2.278684457557086e-08,6.886370107619743e-09,3.923137087968147e-07,5.486103372188775e-07,11.200000000000001
2.2219433999384457e-08,2.2686106879124434e-08,6.855729501344722e-09,3.950033674237838e-07,5.461540563309773e-07,11.3
2.2119955054364197e-08,2.258582898039648e-08,6.825230481869411e-09,3.9768045308075924e-07,5.437092698365124e-07,11.4
2.2020941497949894e-08,2.2486008881203113e-08,6.794872426339286e-09,4.003450214933814e-07,5.412759267547242e-07,11.5
2.19223911446777e-08,2.238664454775703e-08,6.764654690356055e-09,4.029971308294322e-07,5.388539738281795e-07,11.600000000000001
2.18243018198512e-08,2.2287733956052882e-08,6.73457663265494e-09,4.056368389523784e-07,5.364433580798445e-07,11.700000000000001
2.1726671359541416e-08,2.2189275091867304e-08,6.704637615104674e-09,4.082642034213682e-07,5.340440268130838e-07,11.8
2.16294976105868e-08,2.209126595075888e-08,6.674837002707501e-09,4.10879281491243e-07,5.316559276116616e-07,11.9
2.153277843059324e-08,2.1993704538068167e-08,6.645174163599176e-09,4.134821301125187e-07,5.29279008339741e-07,12.0
2.1436511687934056e-08,2.1896588868917686e-08,6.615648469048968e-09,4.1607280593141316e-07,5.26913217141884e-07,12.100000000000001
2.1340695261750013e-08,2.1799916968211932e-08,6.5862592934596576e-09,4.1865136528981527e-07,5.24558502443052e-07,12.200000000000001
2.1245327041949298e-08,2.170368687063736e-08,6.557006014367535e-09,4.2121786422530387e-07,5.22214812948605e-07,12.3
2.115040492920754e-08,2.1607896620662384e-08,6.527888012442404e-09,4.2377235847115103e-07,5.198820976443024e-07,12.4
2.1055926834967803e-08,2.15125442725374e-08,6.498904671487581e-09,4.263149034563102e-07,5.175603057963026e-07,12.5
2.096189068144058e-08,2.1417627890294752e-08,6.470055378439891e-09,4.2884555430541795e-07,5.152493869511628e-07,12.600000000000001
2.0868294401603807e-08,2.132314554774877e-08,6.441339523369675e-09,4.3136436583880235e-07,5.129492909358396e-07,12.700000000000001
2.077513593920285e-08,2.1229095328495737e-08,6.412756499480782e-09,4.338713925724712e-07,5.106599678576884e-07,12.8
2.0682413323232615e-08,2.1135475503934208e-08,6.384305750588604e-09,4.363667240158096e-07,5.083813325052399e-07,12.9
2.059012448089096e-08,2.1042284086203392e-08,6.355986651888703e-09,4.3885039602864856e-07,5.061133537483764e-07,13.0
2.049826737455339e-08,2.0949519155567528e-08,6.327798597270255e-09,4.413224557347072e-07,5.038559890703523e-07,13.100000000000001
2.040683999315313e-08,2.0857178839813282e-08,6.299740993821333e-09,4.4378295743652923e-07,5.016091886877532e-07,13.200000000000001
2.0315840336470627e-08,2.076526127670003e-08,6.271813251814392e-09,4.462319551701715e-07,4.99372903059421e-07,13.3
2.0225266415133583e-08,2.067376461395985e-08,6.244014784706265e-09,4.4866950270518897e-07,4.971470828864538e-07,13.4
2.013511625061693e-08,2.0582687009297532e-08,6.216345009138172e-09,4.5109565354464135e-07,4.949316791122064e-07,13.5
2.0045387875242833e-08,2.049202663039056e-08,6.188803344935712e-09,4.5351046092510674e-07,4.9272664292229e-07,13.600000000000001
1.9956079332180708e-08,2.0401781654889137e-08,6.161389215108867e-09,4.5591397781665277e-07,4.905319257445719e-07,13.700000000000001
1.98671886754472e-08,2.031195027041616e-08,6.134102045852002e-09,4.583062569228671e-07,4.883474792491761e-07,13.8
1.9778713969906193e-08,2.0222530674567233e-08,6.106941266543861e-09,4.606873506808287e-07,4.861732553484831e-07,13.9
1.9690653291268812e-08,2.0133521074910674e-08,6.079906309747573e-09,4.6305731126113317e-07,4.840092061971295e-07,14.0
1.9603004726093416e-08,2.0044919688987494e-08,6.052996611210646e-09,4.6541619056787915e-07,4.818552841920085e-07,14.100000000000001
1.9515766371785613e-08,1.9956724744311418e-08,6.0262116098649735e-09,4.677640402386634e-07,4.797114419722697e-07,14.200000000000001
1.9428936336598235e-08,1.9868934478368874e-08,5.999550747826828e-09,4.7010091164460094e-07,4.775776324193191e-07,14.3
1.9342512739631363e-08,1.9781547138618996e-08,5.9730134703968645e-09,4.7242685589030154e-07,4.75453808656819e-07,14.4
1.9256493636451787e-08,1.9694559144509506e-08,5.9465989352760914e-09,4.7474193413336677e-07,4.7333991591716313e-07,14.5
1.917087718149361e-08,1.9607969100485602e-08,5.9203066474564986e-09,4.77046195053085e-07,4.712359093000133e-07,14.600000000000001
1.9085661558987473e-08,1.9521776089213192e-08,5.8941361891951014e-09,4.793396844332389e-07,4.691417462193987e-07,14.700000000000001
1.900084492877668e-08,1.9435978332664996e-08,5.8680870081868725e-09,4.816224526795359e-07,4.670573804786971e-07,14.8
1.8916425461451514e-08,1.9350574060308775e-08,5.842158554919182e-09,4.838945499450933e-07,4.649827661125787e-07,14.9
1.8832401338349225e-08,1.9265561509107334e-08,5.816350282671793e-09,4.861560261304431e-07,4.629178573870058e-07,15.0
1.874877075155403e-08,1.9180938923518502e-08,5.7906616475168626e-09,4.884069308835322e-07,4.608626087992325e-07,15.100000000000001
1.866553190389713e-08,1.9096704555495162e-08,5.765092108318945e-09,4.906473135997391e-07,4.588169750778055e-07,15.200000000000001
1.8582683008956682e-08,1.9012856664485224e-08,5.73964112673499e-09,4.928772234218419e-07,4.567809111825634e-07,15.3
1.8500222291057823e-08,1.892939351743165e-08,5.714308167214338e-09,4.950967092400402e-07,4.5475437230463693e-07,15.4
1.8418147985272655e-08,1.8846313388772416e-08,5.689092696998729e-09,4.973058196919534e-07,4.5273731386644896e-07,15.5
1.833645833742025e-08,1.8763614560440565e-08,5.663994186122295e-09,4.995046031626175e-07,4.507296915217145e-07,15.600000000000001
1.8255151604066664e-08,1.8681295321864157e-08,5.639012107411565e-09,5.016931077844833e-07,4.4873146115544084e-07,15.700000000000001
1.8174226052524904e-08,1.8599353969966306e-08,5.614145936485461e-09,5.038713814374144e-07,4.4674257888392713e-07,15.8
1.809367996085496e-08,1.851778880916515e-08,5.5893951517553e-09,5.060394717487014e-07,4.447630010547649e-07,15.9
1.801351161786379e-08,1.8436598151373873e-08,5.564759234424796e-09,5.081974260930392e-07,4.427926842468377e-07,16.0
1.793371752887028e-08,1.8355778848128635e-08,5.540237161689637e-09,5.103452979675957e-07,4.408315827057112e-07,16.1
1.785429538030203e-08,1.8275328715939056e-08,5.515828244118804e-09,5.124831364585722e-07,4.3887965258111297e-07,16.2
1.7775245018895668e-08,1.819524733737651e-08,5.491532402239906e-09,5.146109827620344e-07,4.369368533265633e-07,16.3
1.7696564691864614e-08,1.811553298513788e-08,5.467349104535332e-09,5.167288835428773e-07,4.3500314232521685e-07,16.400000000000002
1.7618252653944862e-08,1.803618393677719e-08,5.443277821369097e-09,5.188368852248626e-07,4.3307847718691173e-07,16.5
1.7540307167394958e-08,1.7957198474705593e-08,5.419318024986845e-09,5.209350339906269e-07,4.3116281574816917e-07,16.6
1.7462726501996026e-08,1.7878574886191394e-08,5.3954691895158476e-09,5.23023375781684e-07,4.2925611607219385e-07,16.7
1.7385508935051744e-08,1.7800311463360014e-08,5.3717307909650026e-09,5.251019562984158e-07,4.2735833644887345e-07,16.8
1.7308652751388367e-08,1.7722406503194033e-08,5.34810230722484e-09,5.271708210000844e-07,4.2546943539477937e-07,16.900000000000002
1.723215624335471e-08,1.7644858307533157e-08,5.324583218067515e-09,5.292300151048153e-07,4.23589371653166e-07,17.0
1.7156017710822152e-08,1.7567665183074225e-08,5.301173005146808e-09,5.312795835896142e-07,4.2171810419397107e-07,17.1
1.7080235461184638e-08,1.7490825441371228e-08,5.277871151998134e-09,5.333195711903533e-07,4.1985559221381573e-07,17.2
1.7004807809358682e-08,1.7414337398835275e-08,5.25467714403853e-09,5.353500224017886e-07,4.180017951360043e-07,17.3
1.6929733077783354e-08,1.733819937673463e-08,5.231590468566663e-09,5.373709814775409e-07,4.1615667261052434e-07,17.400000000000002
1.6855009596420304e-08,1.7262409701194683e-08,5.20861061476283e-09,5.39382492430108e-07,4.14320184514047e-07,17.5
1.6780635702753735e-08,1.7186966703197968e-08,5.185737073688953e-09,5.413845990308525e-07,4.124922909499263e-07,17.6
1.670660906807895e-08,1.711187000371242e-08,5.1629694290596025e-09,5.43377351107687e-07,4.1067294528322595e-07,17.7
1.6632927131118213e-08,1.703711968655389e-08,5.140307298819723e-09,5.453608004917246e-07,4.0886209862353267e-07,17.8
1.6559589352114778e-08,1.696271199862273e-08,5.117750031444283e-09,5.47334979946676e-07,4.070597231282654e-07,17.900000000000002
1.6486594052059095e-08,1.6888645379190676e-08,5.095297131798115e-09,5.492999327148739e-07,4.052657793259159e-07,18.0
1.6413939557677745e-08,1.681491827579426e-08,5.072948106868362e-09,5.51255701814198e-07,4.034802279531907e-07,18.1
1.6341624201433462e-08,1.6741529144234842e-08,5.050702465764494e-09,5.532023300381095e-07,4.017030299550115e-07,18.2
1.6269646321525107e-08,1.6668476448578567e-08,5.02855971971829e-09,5.551398599556436e-07,3.9993414648451445e-07,18.3
1.6198004261887683e-08,1.6595758661156405e-08,5.006519382083856e-09,5.570683339113985e-07,3.981735389030507e-07,18.400000000000002
1.6126696372192344e-08,1.652337426256413e-08,4.98458096833761e-09,5.589877940255563e-07,3.964211687801864e-07,18.5
1.6055721007846366e-08,1.6451321741662316e-08,4.962743996078289e-09,5.608982821938692e-07,3.946769978937022e-07,18.6
1.5985076529993172e-08,1.637959959557636e-08,4.941007985026952e-09,5.627998400876495e-07,3.929409882295939e-07,18.7
1.5914761305512327e-08,1.6308206329696446e-08,4.91937245702697e-09,5.64692509153798e-07,3.9121310198207186e-07,18.8
1.5844773707019534e-08,1.6237140457677587e-08,4.897836936044037e-09,5.665763306147792e-07,3.8949330155356153e-07,18.900000000000002
1.5775112112866627e-08,1.6166400501439593e-08,4.876400948166164e-09,5.684513454686275e-07,3.8778154955470314e-07,19.0
1.570577490714159e-08,1.6095984991167077e-08,4.855064021603679e-09,5.703175944889595e-07,3.860778088043515e-07,19.1
1.5636760479668544e-08,1.6025892465309472e-08,4.833825686689227e-09,5.721751182249448e-07,3.8438204232957666e-07,19.200000000000003
1.55680682880311e-08,1.595612235021275e-08,4.812685778764508e-09,5.740239614258525e-07,3.826942066720107e-07,19.3
1.5499700921972252e-08,1.5886676669979805e-08,4.79164502694259e-09,5.758641816415185e-07,3.810142388764807e-07,19.400000000000002
1.543165279259527e-08,1.581755067818509e-08,4.770701828292809e-09,5.776958021003779e-07,3.793421277799876e-07,19.5
1.536392242243931e-08,1.5748743037255786e-08,4.749855752943383e-09,5.795188629112128e-07,3.776778365506061e-07,19.6
1.5296508343629005e-08,1.5680252421072145e-08,4.729106374242673e-09,5.813334039744216e-07,3.7602132854036467e-07,19.700000000000003
1.5229409097874483e-08,1.5612077514967487e-08,4.708453268759185e-09,5.831394649820072e-07,3.74372567285245e-07,19.8
1.5162623236471347e-08,1.5544217015728184e-08,4.687896016281565e-09,5.849370854175786e-07,3.727315165051823e-07,19.900000000000002
1.5096149320300688e-08,1.5476669631593698e-08,4.6674341998186026e-09,5.867263045563646e-07,3.7109814010406515e-07,20.0
1.5029985919829068e-08,1.5409434082256536e-08,4.647067405599229e-09,5.885071614651951e-07,3.694724021697356e-07,20.1
1.4964131615108546e-08,1.5342509098862287e-08,4.626795223072518e-09,5.902796950025079e-07,3.678542669739893e-07,20.200000000000003
1.4898584995776659e-08,1.5275893424009595e-08,4.606617244907689e-09,5.920439438183501e-07,3.662436989725751e-07,20.3
1.4833344661056423e-08,1.5209585811750172e-08,4.586533066994098e-09,5.937999463543856e-07,3.646406628051953e-07,20.400000000000002
1.4768409219756344e-08,1.514358502758881e-08,4.56654228844125e-09,5.95547740843874e-07,3.630451232955059e-07,20.5
1.4703777290270405e-08,1.507788984848334e-08,4.5466445115787875e-09,5.972873653117013e-07,3.6145704545111607e-07,20.6
1.4639447500578073e-08,1.501249906284469e-08,4.526839341956497e-09,5.990188575743398e-07,3.5987639446358856e-07,20.700000000000003
1.4575418488244307e-08,1.494741147053683e-08,4.5071263883443105e-09,6.00742255239893e-07,3.583031357084395e-07,20.8
1.4511688900419532e-08,1.4882625882876814e-08,4.487505262732296e-09,6.024575957080604e-07,3.567372347451385e-07,20.900000000000002
1.4448257393839672e-08,1.4818141122634751e-08,4.467975580330672e-09,6.041649161701497e-07,3.551786573171087e-07,21.0
1.4385123074065586e-08,1.4753952833902549e-08,4.448536546510471e-09,6.058642611119806e-07,3.5362736496455373e-07,21.1
1.4322285378674987e-08,1.469005433045379e-08,4.429187066649482e-09,6.075556803185988e-07,3.520833161911508e-07,21.200000000000003
1.4259742114357345e-08,1.4626450852033363e-08,4.409927592041667e-09,6.092391953448246e-07,3.5054648606976426e-07,21.3
1.4197492004210478e-08,1.4563141063718702e-08,4.390757724427916e-09,6.109148430270315e-07,3.490168407997643e-07,21.400000000000002
1.4135533781896334e-08,1.4500123634932634e-08,4.371677067848961e-09,6.125826600099146e-07,3.4749434675469983e-07,21.5
1.4073866191640967e-08,1.4437397239443368e-08,4.35268522864537e-09,6.142426827465024e-07,3.4597897048229834e-07,21.6
1.4012487988234559e-08,1.4374960555364504e-08,4.333781815457551e-09,6.158949474981383e-07,3.4447067870446633e-07,21.700000000000003
1.3951397937031408e-08,1.431281226515503e-08,4.314966439225745e-09,6.175394903345004e-07,3.4296943831728883e-07,21.8
1.3890594813949923e-08,1.4250951055619316e-08,4.296238713190036e-09,6.191763471335837e-07,3.414752163910296e-07,21.900000000000002
1.3830077405472639e-08,1.4189375617907123e-08,4.2775982528903416e-09,6.208055535817178e-07,3.399879801701312e-07,22.0
1.37698445086462e-08,1.4128084647513595e-08,4.259044676166419e-09,6.22427145173551e-07,3.385076970732149e-07,22.1
1.3709894931081374e-08,1.4067076844279269e-08,4.240577603157863e-09,6.240411572120644e-07,3.370343346930807e-07,22.200000000000003
