time(second),cytosolic_calcium/Ca_i(nanomolar),subspace_calcium/Ca_s(nanomolar),cytosolic_calcium/Ca_i',subspace_calcium/Ca_s',rate_constants/kappa_L1(per_second),rate_constants/Kd_Ca(nanomolar),rate_constants/kappa_L2(per_second),cytosolic_calcium/Ca_i_ss(nanomolar),subspace_calcium/Ca_s_ss(nanomolar)
0,75,5300,1.04476458173896,-3.9380815905790314,0.000005,1,0.05501207303168976,75.75470626112647,5281.026456375038
0.02,75.02062346614319,5299.92222877901,1.0230802661419176,-3.8590736116256608,0.000005,1,0.05501290780698543,75.75470626112647,5280.947470688996
0.04,75.0408594593228,5299.845869337535,1.001803223213031,-3.781549483920628,0.000005,1,0.05501372734422118,75.75470626112647,5280.869929146265
0.06,75.06068566518387,5299.771002981035,0.9809568466612859,-3.7055944078911125,0.000005,1,0.05501453071372449,75.75470626112647,5280.79391957612
0.08,75.08010053405631,5299.69763535756,0.9605427325317919,-3.631214181374503,0.000005,1,0.05501531782647845,75.75470626112647,5280.7194502662705
0.1,75.09911214912269,5299.625737018625,0.9405523662922093,-3.55837777307147,0.000005,1,0.05501608898470007,75.75470626112647,5280.646492492833
0.12,75.11772764460422,5299.555281972622,0.9209782308368233,-3.48705778567836,0.000005,1,0.05501684445326912,75.75470626112647,5280.575021070055
0.14,75.13595515815484,5299.486240572359,0.9018117571251167,-3.417222990738992,0.000005,1,0.055017584538892716,75.75470626112647,5280.505006860586
0.16,75.1538030581655,5299.418582330196,0.883044135259766,-3.3488412831371193,0.000005,1,0.05501830955877668,75.75470626112647,5280.4364197395125
0.18,75.17127944844731,5299.352277722595,0.8646668343327519,-3.2818815746875885,0.000005,1,0.05501901982047963,75.75470626112647,5280.36923050006
0.2,75.18839213287423,5299.287298318923,0.846671639466237,-3.2163139290262848,0.000005,1,0.05501971562041757,75.75470626112647,5280.303410994777
0.22,75.20514870024738,5299.2236164722435,0.8290505626783471,-3.15210923689375,0.000005,1,0.055020397247258296,75.75470626112647,5280.238933814158
0.24,75.22155655475323,5299.161205208361,0.8117958108605876,-3.089239099461679,0.000005,1,0.05502106498311266,75.75470626112647,5280.175772173734
0.26,75.23762292645534,5299.100038187589,0.7948997747154891,-3.027675788009276,0.000005,1,0.05502171910391756,75.75470626112647,5280.113899877629
0.28,75.25335490194784,5299.040089593057,0.778354996538198,-2.967392126540915,0.000005,1,0.05502235988064311,75.75470626112647,5280.053291204174
0.3,75.26875942891468,5298.981334114085,0.7621541653875994,-2.908361474172807,0.000005,1,0.055022987579440685,75.75470626112647,5279.993920891733
0.32,75.28384331619937,5298.923746945922,0.7462901169706839,-2.8505577246898497,0.000005,1,0.055023602461609776,75.75470626112647,5279.935764141655
0.34,75.29861323142292,5298.867303798419,0.7307558361013804,-2.793955315480673,0.000005,1,0.05502420478346592,75.75470626112647,5279.878796630597
0.36,75.31307570211628,5298.811980891898,0.7155444554724681,-2.738529223042974,0.000005,1,0.05502479479635304,75.75470626112647,5279.8229945091925
0.38,75.32723711871337,5298.75775494624,0.7006492524763956,-2.6842549513839913,0.000005,1,0.05502537274673305,75.75470626112647,5279.768334393419
0.4,75.34110373826378,5298.7046031673535,0.6860636452728102,-2.631108517676296,0.000005,1,0.055025938876306094,75.75470626112647,5279.714793353075
0.42,75.35468168771492,5298.652503235207,0.6717811893092147,-2.579066439566759,0.000005,1,0.05502649342211469,75.75470626112647,5279.662348901775
0.44,75.36797696671537,5298.601433293616,0.6577955743458261,-2.528105724321165,0.000005,1,0.055027036616629624,75.75470626112647,5279.610978988701
0.46,75.38099545014634,5298.551371941007,0.6441006217669951,-2.4782038590148545,0.000005,1,0.05502756868782584,75.75470626112647,5279.560661991277
