Time,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x3,x4,x5,x6,x7,x8,x9,lin,K15,k15,K16,k16,K17,k17,K18,k18,K19,k19,K20,k20,K21,k21,K22,k22,K23,k23,K24,k24,kd2,kd3,kd8,kd9,kd11,kd12,kd13,kd16,ki1,ki2,ki3,ki4,ki5,ki6,ki7,ki8,ki9,ki10,ki11,ki12,ki14,ki15,ki16,ki17,ki18,KI19,KI20,KI21,KI22,KI23,KI24,a24,ks,cell,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R20,R21,R22,R18,R19,R25,R24,R23,R26,R27,R28,R29,R30,R31,R32,R34
0.0,0.001,0.001,0.001,0.001,0.001,0.001,1.5,1.5,0.5,0.2,0.5,0.001,0.5,5.0,0.76,0.07,0.8,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.80879930866907,0.02142822245466288,0.005714192654576768,0.009997780492730615,0.005714192654576768,0.0039997786789131,0.009343466578918365,0.19982464418966417,0.0001,4.996448873099334,0.005714192654576768,4.996448873099334,0.004749753012843331,0.002675130144074263,0.14992069195395635,0.005,0.0003,0.000265,3.681986443313493e-05,1e-06,5e-05,0.0001,1e-05,7.000000000000001e-05,1e-05,5e-05,0.015,1e-06,0.000875,5e-05,5e-05,0.0001
0.01,0.004935420346930683,0.004931928745212234,0.0012727176023621632,0.23373873988744567,0.006329587226728379,0.0010732329525994352,1.5,1.5013491810048627,0.4999262792135694,0.2,0.5,0.001956035531694016,0.49999534009435836,4.999001128516744,0.7599581152442758,0.07,0.8,0.0,0.001084152779130063,0.0014164954216588116,0.001068941714951247,0.0002059209082383027,0.0010436204916502673,0.0019430890069776457,0.0010015846657592004,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.80902216258436,0.10584625592212495,0.01117700933697432,0.049329582020157255,0.008094078459210133,0.01973903818052374,0.0018991891501144527,0.04115577929767523,0.00019430890069776458,24.633369132975115,0.02818039276000461,24.604717472538336,1.0973591672932308,0.016898409377689286,0.14992717997085522,0.009778735653693254,0.0005868051905435992,0.0016770055255413976,0.008506766654874931,1.0015846657592003e-06,1.0295949454714931e-05,0.00019430890069776458,6.329587226728379e-05,0.0163617117921212,1.084152779130063e-05,9.780177658470081e-05,0.015013491810048627,1.2727176023621633e-06,0.20448053928319895,0.0002465471736308013,9.778223830357236e-05,0.0004935420346930683
0.02,0.004938926272224734,0.004937648712658456,0.0015546612032976094,0.46324434695053157,0.022268024437871414,0.0014315449816430482,1.5,1.5026982603598444,0.49980530178527016,0.2,0.5,0.0028758092983745902,0.4999880090407522,4.99597754057379,0.7598317698736351,0.07,0.8,0.0,0.0012223297752455172,0.0018173775306446621,0.0011614438287438817,0.0001082232619136409,0.0010566396620923367,0.0022231226231788402,0.0010036729653097533,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.8099607713059,0.10601642323424912,0.01643248072345015,0.04934997567862593,0.0103847207245998,0.019753053907207576,0.0009981175320517956,0.021629924331935068,0.00022231226231788403,24.633892863971262,0.02821305768929903,24.605011128891388,2.15002839638104,0.05916386251338986,0.14992896254545596,0.014373447342509981,0.0008627220992851163,0.005896279148121355,0.01666761226735668,1.0036729653097533e-06,5.411033325609719e-06,0.00022231226231788403,0.00022268024437871415,0.032427104286537216,1.2223297752455172e-05,0.00014379046491872952,0.015026982603598445,1.5546612032976094e-06,0.4050127118034599,0.00024668382071684733,0.0001436747866565272,0.0004938926272224734
0.03,0.0049444716590561315,0.004945308316564254,0.0018369845683335155,0.6824266853587654,0.0478266422276428,0.0023388831091150923,1.5,1.5040472189841194,0.49963965003810695,0.2,0.5,0.0037459391616104553,0.49997801462637104,4.991051083104631,0.7596265668681459,0.07,0.8,0.0,0.0014116103944871387,0.0021962719795357386,0.0012762173116492145,9.623230501311741e-05,0.0010658861717350449,0.002421177832022287,0.001005986948491799,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.811369370514456,0.10623054119440983,0.021404160799328584,0.04938616313975918,0.012549699814286564,0.019775224664818382,0.0008875061761950116,0.01923303036926553,0.0002421177832022287,24.63483038424645,0.028256804585586118,24.605713396928387,3.132741039703875,0.1261421674654287,0.14993018912121328,0.018716197317710875,0.0011237323349599009,0.012651376368051317,0.024287060537572278,1.005986948491799e-06,4.811403680337782e-06,0.0002421177832022287,0.00047826642227642805,0.04776986797511358,1.4116103944871387e-05,0.00018729695808052278,0.015040472189841194,1.8369845683335155e-06,0.5960546282423896,0.0002468228642967436,0.00018696173709799917,0.0004944471659056132
0.04,0.0049519418023842585,0.004954804803019574,0.002119795508817722,0.8919639176524993,0.08210689089839085,0.004025626372174395,1.5,1.5053960544301423,0.4994317670772349,0.2,0.5,0.0045696222402023,0.4999654831119604,4.984338657841332,0.7593476682935979,0.07,0.8,0.0,0.0016492441816162863,0.002554549031022528,0.0014120451177567252,9.486681552487307e-05,0.0010746754329465512,0.0026091340320744095,0.001008492259297069,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.81320385271948,0.10648626018623085,0.02611033647116873,0.04943720973263358,0.014596849120641419,0.019805092510322614,0.0008748846403542567,0.018959647171901742,0.00026091340320744095,24.636139632246326,0.028311046337020255,24.606797604679514,4.051822660863396,0.21449638374485056,0.14993132583123295,0.022822145102996672,0.0013707920345771409,0.021690173170140534,0.03141441564969314,1.008492259297069e-06,4.743013325518639e-06,0.00026091340320744095,0.0008210689089839085,0.06243747423567495,1.6492441816162862e-05,0.000228481112010115,0.015053960544301423,2.119795508817722e-06,0.7780237913271171,0.0002469642512174837,0.00022776544783571832,0.0004951941802384259
0.05,0.004961232213420655,0.0049660364422592,0.0024031960430927033,1.092473988840722,0.12430251470030322,0.006689321846332982,1.5,1.5067447661869469,0.4991839486044651,0.2,0.5,0.005349854550072228,0.4999505472342809,4.975950680612832,0.7589997737187546,0.07,0.8,0.0,0.0019326580117793324,0.0028934940879971984,0.0015677860896729074,9.484597265093858e-05,0.0010834201076655647,0.002795938409165338,0.0010111847147820927,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.815424659794207,0.10678144181078886,0.03056814305746208,0.04950226086753352,0.016533516666053006,0.019842239667882466,0.0008746576339725259,0.01895490835524681,0.0002795938409165338,24.637785826316943,0.028375201683627508,24.608203460549174,4.912842926632793,0.32101147725098406,0.1499324294479596,0.026705615187646185,0.0016047976259594508,0.0327817286791176,0.03809303119769785,1.0111847147820928e-06,4.741829592980439e-06,0.0002795938409165338,0.0012430251470030322,0.07647317921885055,1.9326580117793325e-05,0.00026749272750361137,0.015067447661869468,2.4031960430927034e-06,0.951316920456666,0.0002471075241480779,0.00026620612389611554,0.0004961232213420655
0.06,0.004972246766650868,0.004978918508504334,0.002687282878448171,1.2845216900486573,0.17369093989842044,0.010496289683158213,1.5,1.5080933539861687,0.49889835114769404,0.2,0.5,0.006089444318839048,0.4999333329974439,4.965991489984669,0.758587175253625,0.07,0.8,0.0,0.0022594448534112755,0.0032143131842122066,0.00174237022343646,9.502114583508336e-05,0.001092173965384226,0.0029827570547315014,0.0010140639230752843,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.81799635772155,0.10711411983091162,0.03479364067991882,0.049580525820599755,0.018366596535628023,0.019886281721396976,0.0008762320086600407,0.01898925482163663,0.00029827570547315014,24.639733516123997,0.028448786517440407,24.609917019424945,5.720728249252659,0.44266587394541834,0.14993350779517328,0.03038013730074494,0.001826589716651733,0.045715029659418704,0.0443612061575456,1.0140639230752843e-06,4.750423814256941e-06,0.00029827570547315014,0.0017369093989842044,0.08991651830340602,2.2594448534112755e-05,0.00030447221594195244,0.015080933539861688,2.687282878448171e-06,1.1163116617594124,0.0002472526694255968,0.00030240128666090204,0.0004972246766650868
0.07,0.00498489831396194,0.004993368630693522,0.002972147880504434,1.4686246671622467,0.22962516276730988,0.01558380299802477,1.5,1.5094418175982,0.4985769996948902,0.2,0.5,0.006791024137058557,0.4999139585015755,4.954559717312097,0.7581138040652781,0.07,0.8,0.0,0.002627353488954451,0.003518138002474333,0.0019347943352436613,9.524893578444057e-05,0.001100946273921708,0.0031697911454221786,0.0010171300195778521,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.820887235854148,0.10748251419823365,0.03880188396879566,0.04967128582968544,0.020102557603054898,0.019936870145079,0.0008782855173738958,0.019034031033686078,0.0003169791145422179,24.64195379036584,0.028531330184595975,24.61190160983728,6.4798543827495,0.5766780662932225,0.1499345627292506,0.03385848439110237,0.002036956655182013,0.060297653820991795,0.05025292003450397,1.0171300195778521e-06,4.761627253106206e-06,0.0003169791145422179,0.002296251627673099,0.10280372670135728,2.627353488954451e-05,0.00033955120685292786,0.015094418175982002,2.9721478805044343e-06,1.273368007760267,0.00024739943071323996,0.0003364653462876447,0.000498489831396194
0.08,0.004999107052384544,0.00500931281000656,0.0032578784839265517,1.645258604431868,0.2915260739523491,0.022062632045390114,1.5,1.5107901568069209,0.4982217951355693,0.2,0.5,0.007457062488653523,0.4998925342411762,4.941748639302922,0.75758327053904,0.07,0.8,0.0,0.003034278709606582,0.0038060306491641037,0.002144117915945143,9.551013488343148e-05,0.0011097406764788579,0.0033571198318497063,0.001020383260435262,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.824068927843932,0.10788499668851674,0.042606988186874965,0.049773879540007476,0.02174747085778786,0.019993685785280386,0.0008806412312792042,0.019085401291923623,0.00033571198318497065,24.644420218747847,0.02862240986616531,24.614131275654895,7.194123256687424,0.7205320578060616,0.149935595322415,0.03715271059535074,0.002236637919268693,0.07635437470159324,0.05579844168643159,1.0203832604352621e-06,4.774480337259513e-06,0.00033571198318497065,0.002915260739523491,0.11516810231023077,3.034278709606582e-05,0.00037285312443267616,0.01510790156806921,3.2578784839265517e-06,1.4228295322067064,0.0002475476476269262,0.0003685092840650041,0.0004999107052384544
0.09,0.005014799866575793,0.005026682885016233,0.003544558066027564,1.8148617024218168,0.35887531447217735,0.030019763868272903,1.5,1.5121383714060324,0.4978345212808331,0.2,0.5,0.008089874401125255,0.49986916355294536,4.927646502155027,0.756998898849837,0.07,0.8,0.0,0.0034782521969416295,0.004078988069574033,0.002369459272086367,9.580110839974206e-05,0.0011185599952155888,0.0035448043903130656,0.0010238239695845443,12.0,3600.0,2600.0,1000.0,70.0,1000.0,50.0,1000.0,50.0,3000.0,160.0,1599.0,4.0,5000.0,5.0,125.0,20.0,150.0,3.9,500.0,70.0,0.05,0.01,0.1,0.001,0.001,0.07,0.01,0.01,0.3,30.0,30.0,0.6,0.1,0.01,30.0,4.0,0.175,0.01,15.0,6.3,0.2,0.86,10.0,10.0,10.0,500.0,200.0,500.0,500.0,0.053,2.3e-05,0.15,500.0,1.0,24.82751605877289,0.10832007740352019,0.04622219029421694,0.049887697966859205,0.02330703467433602,0.0200564362322635,0.000883265808183112,0.019142641778892567,0.0003544804390313066,24.647109166795442,0.0287216360954134,24.616581409231607,7.867027068783737,0.8719862066283384,0.14993660649222032,0.040274187497062575,0.0024263272500833193,0.09372576646763632,0.06102483622640264,1.0238239695845443e-06,4.7888019923224115e-06,0.0003544804390313066,0.0035887531447217737,0.12704031916952718,3.47825219694163e-05,0.0004044937200562628,0.015121383714060323,3.5445580660275638e-06,1.565024460970947,0.00024769716335792784,0.0003986404129557836,0.0005014799866575793
