Time,x1,x2,y2,x0,y0,a1,a2,b1,b2,d1,d2x,d2y,compartment_0000001,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004,reaction_0000005,reaction_0000006,reaction_0000007
0.16,0.29571242397470754,0.0460527747287033,0.023026387364014238,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5914248479494151,0.29571242397470754,0.29571242397470754,0.0460527747287033,0.023026387364014238
0.17,0.31267037055666785,0.051648598295416306,0.025824299147367336,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.6253407411133357,0.31267037055666785,0.31267037055666785,0.051648598295416306,0.025824299147367336
0.18,0.32945958594895036,0.05752450067583571,0.028762250337568733,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.6589191718979007,0.32945958594895036,0.32945958594895036,0.05752450067583571,0.028762250337568733
0.19,0.3460817457507651,0.0636743814295119,0.03183719071440087,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.6921634915015302,0.3460817457507651,0.3460817457507651,0.0636743814295119,0.03183719071440087
0.2,0.3625385099446962,0.07009222465098944,0.03504611232513873,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.7250770198893924,0.3625385099446962,0.3625385099446962,0.07009222465098944,0.03504611232513873
0.21,0.3788315299781264,0.07677204433881835,0.03838602216885276,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.7576630599562528,0.3788315299781264,0.3788315299781264,0.07677204433881835,0.03838602216885276
0.22,0.3949624320974048,0.0837080157439911,0.04185400787100841,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.7899248641948096,0.3949624320974048,0.3949624320974048,0.0837080157439911,0.04185400787100841
0.23,0.4109328272231567,0.090894397539654,0.04544719876809604,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.8218656544463134,0.4109328272231567,0.4109328272231567,0.090894397539654,0.04544719876809604
0.24,0.42674431448077926,0.09832550321007918,0.049162751602388866,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.8534886289615585,0.42674431448077926,0.42674431448077926,0.09832550321007918,0.049162751602388866
0.25,0.44239847644787994,0.10599573922165284,0.05299786960722513,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.8847969528957599,0.44239847644787994,0.44239847644787994,0.10599573922165284,0.05299786960722513
0.26,0.45789687555971653,0.11389963394545582,0.05694981696811469,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.9157937511194331,0.45789687555971653,0.45789687555971653,0.11389963394545582,0.05694981696811469
0.27,0.4732410614332258,0.12203177980862723,0.0610158898986724,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.9464821228664516,0.4732410614332258,0.4732410614332258,0.12203177980862723,0.0610158898986724
0.28,0.4884325724866904,0.13038682222585463,0.06519341110622308,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.9768651449733808,0.4884325724866904,0.4884325724866904,0.13038682222585463,0.06519341110622308
0.29,0.5034729246839962,0.138959543529788,0.06947977175718628,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0069458493679924,0.5034729246839962,0.5034729246839962,0.138959543529788,0.06947977175718628
0.3,0.5183636204899412,0.1477447961942116,0.07387239808852084,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0367272409798824,0.5183636204899412,0.5183636204899412,0.1477447961942116,0.07387239808852084
0.31,0.5331061540886421,0.15673746487020063,0.07836873242563643,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0662123081772843,0.5331061540886421,0.5331061540886421,0.15673746487020063,0.07836873242563643
0.32,0.5477019966887141,0.16593257410950138,0.08296628704448027,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0954039933774282,0.5477019966887141,0.5477019966887141,0.16593257410950138,0.08296628704448027
0.33,0.5621526065843584,0.17532521460967798,0.08766260729383904,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.1243052131687168,0.5621526065843584,0.5621526065843584,0.17532521460967798,0.08766260729383904
0.34,0.5764594310785784,0.1849105288411042,0.0924552644088818,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.1529188621571569,0.5764594310785784,0.5764594310785784,0.1849105288411042,0.0924552644088818
0.35000000000000003,0.5906239014058192,0.19468374859104118,0.09734187428321918,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.1812478028116384,0.5906239014058192,0.5906239014058192,0.19468374859104118,0.09734187428321918
0.36,0.604647431797674,0.20464020187235188,0.1023201009232644,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.209294863595348,0.604647431797674,0.604647431797674,0.20464020187235188,0.1023201009232644
0.37,0.6185314258956678,0.21477526535897368,0.10738763266600825,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.2370628517913356,0.6185314258956678,0.6185314258956678,0.21477526535897368,0.10738763266600825
0.38,0.6322772776995571,0.22508435727484205,0.1125421786235208,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.2645545553991142,0.6322772776995571,0.6322772776995571,0.22508435727484205,0.1125421786235208
0.39,0.6458863585473869,0.23556303428337433,0.11778151712747376,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.2917727170947737,0.6458863585473869,0.6458863585473869,0.23556303428337433,0.11778151712747376
0.4,0.6593600281388696,0.2462069094556592,0.12310345471342117,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.3187200562777392,0.6593600281388696,0.6593600281388696,0.2462069094556592,0.12310345471342117
0.41000000000000003,0.6726996314732306,0.2570116750578526,0.12850583751444566,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.3453992629464613,0.6726996314732306,0.6726996314732306,0.2570116750578526,0.12850583751444566
0.42,0.6859064987499623,0.26797310328972457,0.13398655163043016,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.3718129974999247,0.6859064987499623,0.6859064987499623,0.26797310328972457,0.13398655163043016
0.43,0.6989819630416957,0.2790869171920199,0.13954345858174316,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.3979639260833914,0.6989819630416957,0.6989819630416957,0.2790869171920199,0.13954345858174316
0.44,0.7119273341201524,0.29034898187005354,0.1451744909210251,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.4238546682403048,0.7119273341201524,0.7119273341201524,0.29034898187005354,0.1451744909210251
0.45,0.7247438982029962,0.30175530635657277,0.15087765316461785,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.4494877964059925,0.7247438982029962,0.7247438982029962,0.30175530635657277,0.15087765316461785
0.46,0.7374329340551886,0.31330192599956025,0.1566509629864703,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.4748658681103772,0.7374329340551886,0.7374329340551886,0.31330192599956025,0.1566509629864703
0.47000000000000003,0.7499957064388524,0.324984950326666,0.16249247515035045,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.4999914128777048,0.7499957064388524,0.7499957064388524,0.324984950326666,0.16249247515035045
0.48,0.7624334660742781,0.33680056334360026,0.16840028165904017,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.5248669321485562,0.7624334660742781,0.7624334660742781,0.33680056334360026,0.16840028165904017
0.49,0.7747474833525821,0.348744776790301,0.17437238838280794,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.5494949667051643,0.7747474833525821,0.7747474833525821,0.348744776790301,0.17437238838280794
0.5,0.7869389754280475,0.36081396379504865,0.18040698188562113,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.573877950856095,0.7869389754280475,0.7869389754280475,0.36081396379504865,0.18040698188562113
0.51,0.7990091580735971,0.3730044793359101,0.18650223965646703,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.5980183161471941,0.7990091580735971,0.7990091580735971,0.3730044793359101,0.18650223965646703
0.52,0.8109592363034458,0.3853127288903847,0.19265636443406622,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.6219184726068916,0.8109592363034458,0.8109592363034458,0.3853127288903847,0.19265636443406622
0.53,0.8227904026410194,0.3977351811261918,0.19886759055224473,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.6455808052820389,0.8227904026410194,0.8227904026410194,0.3977351811261918,0.19886759055224473
0.54,0.8345038401790035,0.410268346016215,0.20513417299744133,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.669007680358007,0.8345038401790035,0.8345038401790035,0.410268346016215,0.20513417299744133
0.55,0.8461007321546132,0.42290870635778866,0.21145435316846173,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.6922014643092265,0.8461007321546132,0.8461007321546132,0.42290870635778866,0.21145435316846173
0.56,0.8575822303435283,0.43565294381329045,0.21782647189640253,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.7151644606870566,0.8575822303435283,0.8575822303435283,0.43565294381329045,0.21782647189640253
0.5700000000000001,0.868949482993753,0.44849773913217583,0.22424886955599546,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.737898965987506,0.868949482993753,0.868949482993753,0.44849773913217583,0.22424886955599546
0.58,0.880203627107901,0.4614398273465019,0.2307199136632771,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.760407254215802,0.880203627107901,0.880203627107901,0.4614398273465019,0.2307199136632771
0.59,0.8913457885840651,0.47447599676330604,0.23723799837177903,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.7826915771681302,0.8913457885840651,0.8913457885840651,0.47447599676330604,0.23723799837177903
0.6,0.9023770813193922,0.4876030976808915,0.24380154883063837,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.8047541626387844,0.9023770813193922,0.9023770813193922,0.4876030976808915,0.24380154883063837
0.61,0.9132986081231399,0.5008180341424862,0.25040901706145186,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.8265972162462798,0.9132986081231399,0.9132986081231399,0.5008180341424862,0.25040901706145186
0.62,0.9241114626114028,0.5141177464874197,0.25705887323391974,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.8482229252228055,0.9241114626114028,0.9241114626114028,0.5141177464874197,0.25705887323391974
0.63,0.9348167269806891,0.5274992325352305,0.26374961625782545,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.8696334539613781,0.9348167269806891,0.9348167269806891,0.5274992325352305,0.26374961625782545
0.64,0.9454154729099078,0.5409595394430968,0.2704797697117756,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.8908309458198156,0.9454154729099078,0.9454154729099078,0.5409595394430968,0.2704797697117756
0.65,0.9559087616928068,0.5544957627772402,0.277247881378902,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.9118175233856136,0.9559087616928068,0.9559087616928068,0.5544957627772402,0.277247881378902
0.66,0.9662976384937595,0.5681050915514613,0.2840525457660456,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.932595276987519,0.9662976384937595,0.9662976384937595,0.5681050915514613,0.2840525457660456
0.67,0.976583143166175,0.5817847237129617,0.2908923618468203,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.95316628633235,0.976583143166175,0.976583143166175,0.5817847237129617,0.2908923618468203
0.68,0.9867663059356294,0.595531900016206,0.29776594999848033,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.9735326118712588,0.9867663059356294,0.9867663059356294,0.595531900016206,0.29776594999848033
0.6900000000000001,0.9968481455064198,0.6093439189407718,0.30467195946081693,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.9936962910128395,0.9968481455064198,0.9968481455064198,0.6093439189407718,0.30467195946081693
0.7000000000000001,1.00682967046725,0.6232181258034323,0.3116090628922178,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0136593409345,1.00682967046725,1.00682967046725,0.6232181258034323,0.3116090628922178
0.71,1.016711879324339,0.6371519126295268,0.31857595630535224,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.033423758648678,1.016711879324339,1.016711879324339,0.6371519126295268,0.31857595630535224
0.72,1.0264957581546845,0.6511427374029644,0.3255713686921764,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.052991516309369,1.0264957581546845,1.0264957581546845,0.6511427374029644,0.3255713686921764
0.73,1.036182286523535,0.6651880760223062,0.3325940380019657,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.07236457304707,1.036182286523535,1.036182286523535,0.6651880760223062,0.3325940380019657
0.74,1.045772432931316,0.6792854595165673,0.3396427297492221,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.091544865862632,1.045772432931316,1.045772432931316,0.6792854595165673,0.3396427297492221
0.75,1.0552671561676514,0.6934324631606361,0.3467162315713823,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.110534312335303,1.0552671561676514,1.0552671561676514,0.6934324631606361,0.3467162315713823
0.76,1.0646674054073233,0.7076267058348563,0.35381335290860805,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.1293348108146466,1.0646674054073233,1.0646674054073233,0.7076267058348563,0.35381335290860805
0.77,1.0739741207006133,0.7218658468909362,0.3609329234367576,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.1479482414012265,1.0739741207006133,1.0739741207006133,0.7218658468909362,0.3609329234367576
0.78,1.0831882333976837,0.7361475834349182,0.36807379170888443,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.1663764667953673,1.0831882333976837,1.0831882333976837,0.7361475834349182,0.36807379170888443
0.79,1.0923106641626041,0.750469662850818,0.3752348314169675,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.1846213283252083,1.0923106641626041,1.0923106641626041,0.750469662850818,0.3752348314169675
0.8,1.1013423250878467,0.7648298693970191,0.38241493469019444,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.2026846501756934,1.1013423250878467,1.1013423250878467,0.7648298693970191,0.38241493469019444
0.81,1.110284119202775,0.7792260272804178,0.389613013632009,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.22056823840555,1.110284119202775,1.110284119202775,0.7792260272804178,0.389613013632009
0.8200000000000001,1.1191369405748337,0.7936559999829497,0.39682799998337426,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.2382738811496674,1.1191369405748337,1.1191369405748337,0.7936559999829497,0.39682799998337426
0.8300000000000001,1.1279016742379435,0.808117693011901,0.4040588464979499,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.255803348475887,1.1279016742379435,1.1279016742379435,0.808117693011901,0.4040588464979499
0.84,1.136579196547301,0.8226090482012276,0.41130452409271984,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.273158393094602,1.136579196547301,1.136579196547301,0.8226090482012276,0.41130452409271984
0.85,1.1451703753355724,0.8371280419481572,0.41856402096628675,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.290340750671145,1.1451703753355724,1.1451703753355724,0.8371280419481572,0.41856402096628675
0.86,1.1536760697873119,0.8516726890330313,0.42583634450882135,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.3073521395746237,1.1536760697873119,1.1536760697873119,0.8516726890330313,0.42583634450882135
0.87,1.1620971306282393,0.8662410402003885,0.4331205200925928,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.3241942612564785,1.1620971306282393,1.1620971306282393,0.8662410402003885,0.4331205200925928
0.88,1.1704344002266784,0.8808311814805185,0.440415590732746,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.340868800453357,1.1704344002266784,1.1704344002266784,0.8808311814805185,0.440415590732746
0.89,1.1786887126949945,0.8954412335110181,0.44772061674807956,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.357377425389989,1.1786887126949945,1.1786887126949945,0.8954412335110181,0.44772061674807956
0.9,1.1868608939910341,0.9100693508583466,0.45503467542182313,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.3737217879820682,1.1868608939910341,1.1868608939910341,0.9100693508583466,0.45503467542182313
0.91,1.1949517620195618,0.9247137213393806,0.4623568606624153,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.3899035240391235,1.1949517620195618,1.1949517620195618,0.9247137213393806,0.4623568606624153
0.92,1.2029621191946602,0.9393726323359606,0.4696863161607785,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.4059242383893205,1.2029621191946602,1.2029621191946602,0.9393726323359606,0.4696863161607785
0.93,1.2108927697047551,0.9540443175983465,0.4770221587920421,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.4217855394095102,1.2108927697047551,1.2108927697047551,0.9540443175983465,0.4770221587920421
0.9400000000000001,1.2187445079514803,0.9687270602020746,0.4843635300939745,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.4374890159029605,1.2187445079514803,1.2187445079514803,0.9687270602020746,0.4843635300939745
0.9500000000000001,1.2265181194973593,0.98341918434967,0.49170959216783905,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.4530362389947187,1.2265181194973593,1.2265181194973593,0.98341918434967,0.49170959216783905
0.96,1.2342143822380827,0.9981190451765849,0.49905952258136216,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.4684287644761653,1.2342143822380827,1.2342143822380827,0.9981190451765849,0.49905952258136216
0.97,1.2418340664993872,1.0128250281132611,0.5064125140497654,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.4836681329987744,1.2418340664993872,1.2418340664993872,1.0128250281132611,0.5064125140497654
0.98,1.2493779351339351,1.027535548247193,0.5137677741167964,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.4987558702678703,1.2493779351339351,1.2493779351339351,1.027535548247193,0.5137677741167964
0.99,1.2568467436181956,1.0422490496849917,0.5211245248357611,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.513693487236391,1.2568467436181956,1.2568467436181956,1.0422490496849917,0.5211245248357611
1.0,1.2642412388233002,1.0569640163316505,0.5284820081591567,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.5284824776466004,1.2642412388233002,1.2642412388233002,1.0569640163316505,0.5284820081591567
1.01,1.2516625654100766,1.0714780150165177,0.5357390075016568,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.503325130820153,1.2516625654100766,1.2516625654100766,1.0714780150165177,0.5357390075016568
1.02,1.239208139136787,1.0856017598203043,0.5428008799036159,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.478416278273574,1.239208139136787,1.239208139136787,1.0856017598203043,0.5428008799036159
1.03,1.226877551315839,1.0993387488657038,0.5496693744263805,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.453755102631678,1.226877551315839,1.226877551315839,1.0993387488657038,0.5496693744263805
1.04,1.2146696407487254,1.1126949499137684,0.5563474749504772,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.429339281497451,1.2146696407487254,1.2146696407487254,1.1126949499137684,0.5563474749504772
1.05,1.202583149869051,1.1256767762136701,0.5628383881004918,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.405166299738102,1.202583149869051,1.202583149869051,1.1256767762136701,0.5628383881004918
1.06,1.19061693763809,1.1382900175481947,0.5691450087678172,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.38123387527618,1.19061693763809,1.19061693763809,1.1382900175481947,0.5691450087678172
1.07,1.1787698497299635,1.1505405099645518,0.5752702549760582,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.357539699459927,1.1787698497299635,1.1787698497299635,1.1505405099645518,0.5752702549760582
1.08,1.1670407390168331,1.1624340280797465,0.5812170140337175,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.3340814780336663,1.1670407390168331,1.1670407390168331,1.1624340280797465,0.5812170140337175
1.09,1.155428445603167,1.173976395887795,0.586988197937803,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.310856891206334,1.155428445603167,1.155428445603167,1.173976395887795,0.586988197937803
1.1,1.1439317357789158,1.1851737820749106,0.5925868910314215,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.2878634715578317,1.1439317357789158,1.1439317357789158,1.1851737820749106,0.5925868910314215
