Immune_cells_3_task1,Normal_cells_1_task1,Tumor_cells_2_task1,_1_task1
1.22,1.0,1.0,0.0
1.0463845070704212,0.7771026545559186,1.401500488878317,0.3
0.9423133102312886,0.5434008142877254,1.7805552129358497,0.6
0.8810979657380967,0.34718616400624547,2.0632531885434413,0.8999999999999999
0.8458653586438881,0.20876884448237484,2.230048738733366,1.2
0.8265689908011787,0.12160517761470872,2.3045122739771355,1.5
0.817453870633426,0.07003502247211894,2.320512294589788,1.7999999999999998
0.8151186838829434,0.04036307173863688,2.304566591224626,2.1
0.8173929291452503,0.02342309286743458,2.273223807324224,2.4
0.8227941648839461,0.013723873272977166,2.2357122483681278,2.6999999999999997
0.8302737300628845,0.00812569234310546,2.1968340608102426,3.0
0.8390805805342632,0.004861506694512603,2.1589393661253165,3.3
0.8486765971936425,0.002937631164791149,2.123079450249812,3.5999999999999996
0.8586781807347307,0.001791653815718198,2.0896385889436506,3.9
0.8688142021358514,0.001102142135653753,2.058669903733653,4.2
0.8788953244588764,0.0006833644559801667,2.030070889619744,4.5
0.8887915723832325,0.00042679847564490805,2.0036737912263862,4.8
0.89841594493094,0.00026834730273014455,1.979291147337753,5.1
0.9077124551638014,0.0001697648137997185,1.9567378703471077,5.3999999999999995
0.9166474066251421,0.00010801129219199894,1.9358411422721398,5.7
0.9252030322845874,6.908392248500921e-05,1.9164440830500762,6.0
0.9333728573707833,4.440222349495391e-05,1.8984063293407312,6.3
0.9411583200918454,2.866830652019683e-05,1.8816031705384872,6.6
0.9485663111400888,1.8588006025071632e-05,1.8659240943108983,6.8999999999999995
0.9556073849926483,1.2099658796230243e-05,1.8512711722029909,7.199999999999999
0.9622944630218884,7.90513607118597e-06,1.8375574923933642,7.5
0.9686418973917211,5.1825457606098696e-06,1.8247057307141616,7.8
0.974664797870595,3.408605784031055e-06,1.8126468858749498,8.1
0.9803785544015363,2.248656984562425e-06,1.8013191859866289,8.4
0.9857985005645399,1.487656420390433e-06,1.7906671475708609,8.7
0.9909396814574791,9.86827900304132e-07,1.780640771750621,9.0
0.9958166977041255,6.562529345343544e-07,1.7711948584730706,9.299999999999999
1.0004436049089067,4.37450429403658e-07,1.7622884211824765,9.6
1.0048338533101593,2.922505855670376e-07,1.7538841863592416,9.9
1.0090002563767835,1.9565736179636257e-07,1.7459481644982437,10.2
1.0129549800458184,1.3125104543078975e-07,1.7384492811866707,10.5
1.0167095464387697,8.821220210673883e-08,1.7313590586176064,10.799999999999999
1.0202748476013253,5.9391305926895886e-08,1.7246513397247767,11.1
