Time,Normal_cells,Tumor_cells,Immune_cells,r,beta_1,eta,gamma,alpha_1,alpha_2,beta_2,alpha_3,sigma,delta,mu,rho,m,mu_1,rho_1,m_1,Whole_organism,Normal_cell_growth,Normal_cell_death_inhibition,Tumor_cell_growth,Tumor_cell_death_inhibition,Immune_cell_increase,Immune_cell_decrease
0.0,1.0,1.0,1.22,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.431198710712,1.0996380000000001,1.45456,0.179218,1.3953242082039075,2.1306079999999996
0.3,0.7771026545559186,1.401500488878317,1.0463845070704212,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.3350858860582697,1.1265299551645322,1.5675130005045526,0.21543008369762073,1.345820449599882,1.790457789761255
0.6,0.5434008142877254,1.7805552129358497,0.9423133102312886,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.23431405041417572,0.9717930909166154,1.3772132932671328,0.24647482479474503,1.299392673271992,1.5631457171795002
0.8999999999999999,0.34718616400624547,2.0632531885434413,0.8810979657380967,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.14970651851099637,0.7093768215040379,1.011254041580306,0.2670536507038325,1.2579954001553477,1.4115617272770185
1.2,0.20876884448237484,2.230048738733366,0.8458653586438881,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.0900210695479169,0.4579787670109358,0.6601352976250704,0.27710055140114304,1.2244487649456994,1.3112002383166288
1.5,0.12160517761470872,2.3045122739771355,0.8265689908011787,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.05243613352170454,0.27487714556539466,0.4129633064905534,0.2798207586963019,1.200104715221689,1.245081344762688
1.7999999999999998,0.07003502247211894,2.320512294589788,0.817453870633426,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.030199095366143344,0.15926328572005533,0.2669706351398944,0.27865633711283017,1.184211393986918,1.201831014140811
2.1,0.04036307173863688,2.304566591224626,0.8151186838829434,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.017404554433221146,0.09117526241462058,0.19033697322383517,0.27595095762498795,1.1748862098880186,1.1740111011730494
2.4,0.02342309286743458,2.273223807324224,0.8173929291452503,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.010100036937081173,0.05223347692875714,0.15457584218479625,0.2729573970646583,1.1701955838256928,1.1567193042757173
2.6999999999999997,0.013723873272977166,2.2357122483681278,0.8227941648839461,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,0.005917733912477196,0.030134959206469414,0.14108951511780504,0.2702271027713472,1.1686151753089882,1.1466585698677192
