Time,IkBa_mRNA,IkBa_cytoplasm,IkBa_nucleus,IkBaIKK,IkBaNFkB_cytoplasm,IkBaNFkB_nucleus,IkBaIKKNFkB,NFkB_cytoplasm,IKK,NFkB_nucleus,IkBbIKK,IkBbIKKNFkB,IkBbNFkB_nucleus,IkBbNFkB_cytoplasm,IkBb_nucleus,IkBb_cytoplasm,IkBb_mRNA,IkBe_mRNA,IkBe_cytoplasm,IkBe_nucleus,IkBeNFkB_cytoplasm,IkBeNFkB_nucleus,IkBeIKKNFkB,IkBeIKK,Total_IkBalpha,Total_IkBbeta,Total_IkBeps,cytoplasm,nucleus,txn_a,mdeg_a,tsl_a,int_ai,int_an,int_an_n,int_2ani,int_2ain,deg_a,deg_a_n,deg_an_n,deg_an,deg_ai,deg_ain,loc_a,loc_an,loc_bn,loc_b,deg_bin,deg_bi,deg_bn,deg_bn_n,deg_b_n,deg_b,int_2bin,int_2bni,int_bn_n,int_bn,int_bi,tsl_b,mdeg_b,txn_b,loc_n,txn_e,mdeg_e,tsl_e,int_ei,int_en,int_en_n,int_2eni,int_2ein,deg_e,deg_e_n,deg_en_n,deg_en,deg_ei,deg_ein,loc_e,loc_en,IKK_deg,itxn_a
2.31,0.00041881546761653394,0.00011435285678728055,1.5533623599389512e-06,9.401818538968345e-08,0.05918661915927138,4.810864381799222e-09,0.0004992282458469311,3.818820012255018e-05,0.00037918465343128897,0.0003125884950717143,1.0138657169384953e-08,8.370940032432512e-05,1.3358157671283553e-09,0.02989291781592043,3.698217613621546e-07,2.708183163059907e-05,9.679288320085002e-05,6.90600908230784e-05,1.8055867508177878e-05,2.395236120207505e-07,0.009948974237300795,8.507825494959955e-10,3.7767203622774234e-05,6.3399330733375736e-09,0.0598018524533153,0.03000409034410965,0.010005044022759391,1.0,1.0,0.0001848,7.03609985595777e-06,0.0001025260264725275,5.148578139495352e-08,-3.420189256168943e-06,1.4566607419967992e-08,0.000211671381739306,-2.984598319245126e-08,1.3722342814473665e-05,1.8640348319267414e-07,2.886518629079533e-13,3.5511971495562827e-06,6.769309348057208e-09,0.0001797221685048952,2.0397110738517822e-06,3.983395708129756e-09,5.53027727591139e-10,4.830351082144374e-07,1.0045128038919014e-05,2.4332777206523886e-10,1.7935750689552258e-06,8.014894602770132e-14,6.656791704518783e-08,4.874729693507832e-06,-5.010948707390755e-09,2.3855127730335655e-05,3.467980685922969e-09,-1.76254887677539e-06,2.6322863760225415e-09,2.3694897807568084e-05,1.6261204377742803e-06,4.272e-05,0.00020471585588542675,3.048e-05,1.1602095258277168e-06,1.690591023348959e-05,3.031421273583993e-09,-5.762528217843912e-07,2.2461187155182575e-09,1.1878936681913148e-05,-2.2587688983774084e-09,3.250056151472018e-06,4.311425016373509e-08,5.104695296975973e-14,5.969384542380477e-07,2.2823759064015264e-10,6.7980966520993615e-06,3.2213133180295277e-07,3.522239754913421e-10,0.0,1.9346890315737432e-07
2.32,0.00042059490453137677,0.00011525573203374332,1.5718174716401067e-06,9.476526778934911e-08,0.059184434611702384,4.917597839763898e-09,0.0004995450339613992,3.822384819284454e-05,0.0003786787122000078,0.00031463636619641637,1.021276180405983e-08,8.384707507718847e-05,1.3652122530584575e-09,0.02989264400283527,3.739655767972735e-07,2.7283104721144716e-05,9.720378747954641e-05,6.935326410057526e-05,1.8195157121152038e-05,2.423009837015654e-07,0.00994884385426555,8.698857123171916e-10,3.781781008334091e-05,6.390649421891216e-09,0.0598009068780348,0.030004159726184455,0.010005106382988878,1.0,1.0,0.0001848,7.065994396127129e-06,0.00010296163262928103,5.181320935907841e-08,-3.418900548563754e-06,1.4836233072156073e-08,0.00021130605129249485,-2.986403324138593e-08,1.3830687844049198e-05,1.886180965968128e-07,2.9505587038583387e-13,3.5510660767021433e-06,6.823099280833135e-09,0.00017983621222610372,2.055741366947698e-06,4.071771011324507e-09,5.651978727662014e-10,4.866082980590375e-07,1.0061649009262616e-05,2.451062832974359e-10,1.7935586401701162e-06,8.191273518350746e-14,6.731380382350923e-08,4.910958849806049e-06,-5.019113372926466e-09,2.3796815970406416e-05,3.529813192246047e-09,-1.7622726825774006e-06,2.64701115639729e-09,2.3795487174992962e-05,1.6330236296563797e-06,4.272e-05,0.00020489852568361775,3.048e-05,1.1651348368896641e-06,1.6977679051820823e-05,3.0496458908353364e-09,-5.760659635466169e-07,2.287048837987591e-09,1.1852274531420615e-05,-2.261740348599773e-09,3.2751282818073666e-06,4.3614177066281774e-08,5.2193142739031495e-14,5.96930631255933e-07,2.3006337918808376e-10,6.807205815001363e-06,3.2460521637631784e-07,3.6013268489931733e-10,0.0,1.9601216500790513e-07
2.33,0.0004223740680504867,0.00011616170094154179,1.5904082147151285e-06,9.551526977750901e-08,0.05918225371095131,5.026154407988288e-09,0.000499857058472988,3.825905039631278e-05,0.00037817863221550777,0.0003166860478583156,1.0287077518756575e-08,8.398400484101051e-05,1.3951082758792264e-09,0.02989237077295262,3.7813707082752867e-07,2.748498208752123e-05,9.761462273212236e-05,6.964638812909854e-05,1.8334886413749426e-05,2.45097703991155e-07,0.009948713738442052,8.893210835515008e-10,3.7868060564563344e-05,6.441559585702762e-09,0.059799963420004744,0.030004229579137773,0.010005169114005025,1.0,1.0,0.0001848,7.095884343248176e-06,0.00010339717185875913,5.214168355685066e-08,-3.4176081315437626e-06,1.5109501190721522e-08,0.00021094496834873574,-2.988179380277823e-08,1.3939404112985015e-05,1.9084898576581542e-07,3.0156926447929727e-13,3.5509352226570784e-06,6.877099423980649e-09,0.00017994854105027566,2.0718257183711704e-06,4.161655849814302e-09,5.775748262139997e-10,4.901920327254518e-07,1.0078080580921261e-05,2.468898604501578e-10,1.7935422463771573e-06,8.370649655275359e-14,6.806467274895516e-08,4.947296775753821e-06,-5.0272330759440045e-09,2.3739088462364737e-05,3.592438328776148e-09,-1.7619957669323104e-06,2.6617807161681034e-09,2.389605964482355e-05,1.6399256618996555e-06,4.272e-05,0.00020507877911036913,3.048e-05,1.1700593205688553e-06,1.7049435814003323e-05,3.067921867021576e-09,-5.758785640070939e-07,2.3285173372181724e-09,1.1825895647132963e-05,-2.264690195289193e-09,3.3002795544748968e-06,4.4117586718407896e-08,5.3359265013090054e-14,5.969228243065232e-07,2.3189614508529942e-10,6.816250901621402e-06,3.270867829995958e-07,3.6817892859032134e-10,0.0,1.9857430475807636e-07
2.34,0.00042415295840854953,0.00011707075854471981,1.6091349297393492e-06,9.626819682887119e-08,0.059180076414721276,5.136555484851581e-09,0.0005001643788264917,3.8293812129487663e-05,0.0003776843438463799,0.0003187375159338819,1.0361604262062435e-08,8.412019633325837e-05,1.4255097133939288e-09,0.029892098120456144,3.8233629095691806e-07,2.7687462361330352e-05,9.802538897017323e-05,6.993946291692136e-05,1.8475054392243593e-05,2.479138093548832e-07,0.009948583887012686,9.090926857379158e-10,3.7917958529937534e-05,6.492663793035469e-09,0.05979902209177454,0.030004299902555664,0.010005232215500702,1.0,1.0,0.0001848,7.125769701263632e-06,0.00010383264421841293,5.2471205280991305e-08,-3.4163120158762334e-06,1.5386441915897763e-08,0.0002105880820451593,-2.9899268442287215e-08,1.4048491025366377e-05,1.930961915687219e-07,3.081933290910949e-13,3.5508045848832767e-06,6.931310171678725e-09,0.000180059176377537,2.0879640346480843e-06,4.253067941457109e-09,5.901610213450865e-10,4.937862870124632e-07,1.0094423559991004e-05,2.486785022894984e-10,1.7935258872273687e-06,8.553058280363573e-14,6.882053237224525e-08,4.983743225039463e-06,-5.035308220186357e-09,2.3681938483678193e-05,3.6558620583466557e-09,-1.7617181327671572e-06,2.676595132179186e-09,2.3996615219898407e-05,1.6468265346989101e-06,4.272e-05,0.00020525664542275074,3.048e-05,1.1749829770042787e-06,1.7121180522062347e-05,3.086249251388054e-09,-5.756906253614019e-07,2.3705284072232993e-09,1.1799796740138186e-05,-2.2676186463709395e-09,3.3255097906038467e-06,4.462448568387897e-08,5.454556114427495e-14,5.969150332207612e-07,2.3373589654927685e-10,6.825232535388756e-06,3.2957601334812605e-07,3.763643718954971e-10,0.0,2.011553360461292e-07
2.35,0.000425931575840333,0.00011798289988488912,1.6279979556441792e-06,9.702405446009742e-08,0.05917790268119592,5.248822594267663e-09,0.0005004670537840953,3.8328138721681037e-05,0.00037719577825202883,0.0003207907465825219,1.0436341987100848e-08,8.425565620016643e-05,1.4564224790715319e-09,0.029891826039593065,3.865632842933135e-07,2.7890544176942032e-05,9.843608620529254e-05,7.023248847231547e-05,1.861566006491897e-05,2.507493359680301e-07,0.009948454297190934,9.292045669847893e-10,3.796750740593904e-05,6.543962274487791e-09,0.059798082905697596,0.030004370696018932,0.010005295687164602,1.0,1.0,0.0001848,7.155650474117594e-06,0.00010426804976571351,5.2801775767883836e-08,-3.4150122122645277e-06,1.566708545942181e-08,0.00021023534210063018,-2.9916460684485123e-08,1.4157947986186693e-05,1.953597546773015e-07,3.149293556560598e-13,3.550674160871755e-06,6.985731921127014e-09,0.00018016813936227433,2.104156222460274e-06,4.346025108053625e-09,6.029589063356141e-10,4.973910357734368e-07,1.0110678744019971e-05,2.5047220769042036e-10,1.793509562375584e-06,8.738534874429192e-14,6.958139117279644e-08,5.0202979518495655e-06,-5.04333920510713e-09,2.362535938775279e-05,3.720090351746567e-09,-1.7614397829884738e-06,2.6914544773643374e-09,2.4097153903055613e-05,1.6537262482489147e-06,4.272e-05,0.00020543215351348152,3.048e-05,1.1799058063348997e-06,1.7192913178022827e-05,3.1046280895444375e-09,-5.755021497905399e-07,2.41308624843366e-09,1.1773974558717836e-05,-2.270525907540962e-09,3.3508188116854143e-06,4.513488047424541e-08,5.575227401908736e-14,5.96907257831456e-07,2.3558264188156044e-10,6.834151333069027e-06,3.32072889136925e-07,3.8469069073170274e-10,0.0,2.037552721240841e-07
2.36,0.000427709920580733,0.00011889812001119761,1.6469976297212982e-06,9.778284823642994e-08,0.05917573246910782,5.362977381019846e-09,0.0005007651413282288,3.836203543544764e-05,0.00037671286749473335,0.00032284571627682116,1.0511290652236703e-08,8.43903910069112e-05,1.487852520741881e-09,0.029891554524683037,3.9081809754823057e-07,2.80942261714942e-05,9.884671444907177e-05,7.05254648035512e-05,1.8756702442070695e-05,2.5360431971563023e-07,0.00994832496622571,9.49660799997443e-10,3.8016710576926045e-05,6.595455263381128e-09,0.059797145873902585,0.030004441959102165,0.010005359528680485,1.0,1.0,0.0001848,7.185526665756314e-06,0.00010470338855816343,5.313339621662187e-08,-3.413708731354139e-06,1.5951462105565114e-08,0.0002098866988967636,-2.9933374007022976e-08,1.4267774401343712e-05,1.9763971556655576e-07,3.217786428611908e-13,3.5505439481464693e-06,7.040365073022955e-09,0.00018027545087816234,2.120402188644901e-06,4.440545271484433e-09,6.159709435871387e-10,5.010062539163168e-07,1.0126846920829343e-05,2.5227097565368087e-10,1.7934932714809823e-06,8.927115124451286e-14,7.03472575586815e-08,5.056960710868956e-06,-5.05132642528047e-09,2.356934461461566e-05,3.785129187955848e-09,-1.7611607204833121e-06,2.7063588219144453e-09,2.419767569713277e-05,1.6606248027444056e-06,4.272e-05,0.00020560533191328853,3.048e-05,1.1848278086996602e-06,1.7264633783909336e-05,3.1230584246618586e-09,-5.753131394614967e-07,2.456195067836658e-09,1.1748425893567368e-05,-2.2734121819597605e-09,3.376206439572725e-06,4.564877754881344e-08,5.697964799984658e-14,5.968994979735426e-07,2.374363894817206e-10,6.843007903846688e-06,3.345773921206849e-07,3.931595711989414e-10,0.0,2.0637412590622154e-07
2.37,0.0004294879928668192,0.0001198164139794946,1.6661342876809027e-06,9.854458407540238e-08,0.059173565740728004,5.4790414356614285e-09,0.0005010586944174871,3.8395507456665516e-05,0.0003762355494357809,0.000324902403152878,1.0586450252585788e-08,8.45244068080494e-05,1.519805770789008e-09,0.029891283570505165,3.951007769813221e-07,2.8298506985111244e-05,9.925727371310051e-05,7.081839191889756e-05,1.889818053616356e-05,2.5647879615247557e-07,0.009948195891591096,9.704654446069402e-10,3.806557116229251e-05,6.647143013536667e-09,0.05979621100703818,0.03000451369133133,0.010005423739694163,1.0,1.0,0.0001848,7.215398280162562e-06,0.00010513866065379733,5.3466068560094997e-08,-3.412401583952262e-06,1.6239602278801875e-08,0.0002095421070244503,-2.9950011585668795e-08,1.4377969677539351e-05,1.999361145217083e-07,3.287424861396857e-13,3.55041394444368e-06,7.095210053428971e-09,0.00018038112999029535,2.1367018401787317e-06,4.536646308727663e-09,6.291995891066493e-10,5.046319164082265e-07,1.0142928816965928e-05,2.5407480606205894e-10,1.7934770142303099e-06,9.118834624734048e-14,7.111813985663797e-08,5.093731257320024e-06,-5.059270244594581e-09,2.3513888157925267e-05,3.850984569517778e-09,-1.7608809481515296e-06,2.7213082800305124e-09,2.4298180604967003e-05,1.6675221983800884e-06,4.272e-05,0.00020577620873085998,3.048e-05,1.189748984237479e-06,1.7336342341746122e-05,3.141540345753092e-09,-5.751235965446554e-07,2.499859088904217e-09,1.1723147806063015e-05,-2.2762776568632975e-09,3.401672496509441e-06,4.6166183307445603e-08,5.822792667641642e-14,5.968917534954658e-07,2.3929714848732e-10,6.851802809212652e-06,3.3708950409711435e-07,4.017726940672732e-10,0.0,2.0901191171754023e-07
2.38,0.0004312657929322251,0.00012073777685457562,1.6854082635028568e-06,9.930926741220657e-08,0.05917140245366278,5.5970367724735896e-09,0.0005013477726324667,3.842855992440322e-05,0.0003757637543003372,0.0003269607833024144,1.0661820733491174e-08,8.46577103262719e-05,1.552288282190394e-09,0.02989101317123597,3.994113685566805e-07,2.8503385260284732e-05,9.966776400896638e-05,7.111126982662208e-05,1.9040093361381587e-05,2.5937280061576486e-07,0.009948067070465702,9.916226501524524e-10,3.8114092627979764e-05,6.69902575042207e-09,0.059795278317717505,0.0300045858923001,0.01000548831990408,1.0,1.0,0.0001848,7.2452653212613814e-06,0.0001055738661098087,5.37997933716993e-08,-3.4110907804299085e-06,1.6531536358371335e-08,0.00020920151555113505,-2.996637699393404e-08,1.4488533222549073e-05,2.022489916203428e-07,3.358222063484154e-13,3.550284147219767e-06,7.150267253678872e-09,0.00018048519814768799,2.1530550842203263e-06,4.634346447608132e-09,6.42647348826823e-10,5.082679982624449e-07,1.0158925239152628e-05,2.558836976037882e-10,1.7934607902741582e-06,9.313729693142364e-14,7.189404634020249e-08,5.1306093468512515e-06,-5.067171067067508e-09,2.345898328344708e-05,3.917662480398516e-09,-1.760600468818462e-06,2.736302883025881e-09,2.439866862939497e-05,1.674418435350635e-06,4.272e-05,0.00020594481183192583,3.048e-05,1.194669333087251e-06,1.7408038853557084e-05,3.1600738566045866e-09,-5.749335231668197e-07,2.544082524341134e-09,1.1698137001867074e-05,-2.2791225403042296e-09,3.4272168050486856e-06,4.6687104110837676e-08,5.949735900914715e-14,5.968840242279422e-07,2.411649270151945e-10,6.860536673036357e-06,3.3960920689747936e-07,4.105317771631153e-10,0.0,2.1166864055910223e-07
2.39,0.00043304332101215147,0.00012166220370815706,1.704819889574974e-06,1.000769039433557e-07,0.05916924256816898,5.716985401969343e-09,0.0005016324317904782,3.846119790562314e-05,0.0003752974166583322,0.00032902083407803317,1.0737402067650589e-08,8.479030790125272e-05,1.5853061068836769e-09,0.02989074332139646,4.037499178054704e-07,2.870885964241565e-05,0.00010007818534825507,7.140409853499098e-05,1.9182439934022436e-05,2.6228636812610966e-07,0.009947938500196951,1.0131365639587709e-09,3.8162278241162916e-05,6.7511037146798274e-09,0.05979434781744653,0.03000465856156611,0.010005553268980541,1.0,1.0,0.0001848,7.275127793004144e-06,0.00010600900498377467,5.4134571725700335e-08,-3.409776331256529e-06,1.682729484149923e-08,0.000208864876699965,-2.9982473579178265e-08,1.4599464444978846e-05,2.0457838674899687e-07,3.430191241181606e-13,3.550154554090139e-06,7.2055370839216105e-09,0.00018058767544457214,2.1694618280719272e-06,4.733663912830616e-09,6.563167282498422e-10,5.11914474549816e-07,1.0174836948150326e-05,2.5769764962361413e-10,1.7934445992837875e-06,9.511836641302062e-14,7.267498520498467e-08,5.167594735634817e-06,-5.075029273697678e-09,2.3404623671858537e-05,3.985168923092383e-09,-1.7603192853132365e-06,2.7513426921385757e-09,2.449913977325284e-05,1.681313513850685e-06,4.272e-05,0.0002061111686867904,3.048e-05,1.1995888553878484e-06,1.7479723321365792e-05,3.178658992277433e-09,-5.747429214533621e-07,2.5888696000506824e-09,1.1673390389517393e-05,-2.2819470283882243e-09,3.4528391881240383e-06,4.721154626269974e-08,6.078819383752625e-14,5.96876310011817e-07,2.4303973372847376e-10,6.869210083409325e-06,3.421364823948905e-07,4.1943853747893114e-10,0.0,2.1434432432966116e-07
2.4,0.0004348205773418699,0.00012258968961946566,1.7243694966554551e-06,1.0084749940378889e-07,0.05916708604496571,5.838909457903037e-09,0.0005019127270522566,3.849342640366754e-05,0.00037483647184042066,0.00033108253310358126,1.0813194232022909e-08,8.492220580410553e-05,1.618865331933614e-09,0.029890474015568814,4.0811646986840447e-07,2.8914928779645245e-05,0.00010048853774255028,7.169687805226902e-05,1.932521927237441e-05,2.6521953341815136e-07,0.009947810178162186,1.035011358562343e-09,3.8210131233384174e-05,6.803377149080498e-09,0.05979341951754295,0.030004731698681997,0.01000561858658987,1.0,1.0,0.0001848,7.304985699343414e-06,0.00010644407733328974,5.447040464502904e-08,-3.4084582468414823e-06,1.7126908294209587e-08,0.00020853214325320697,-2.9998304649246584e-08,1.4710762754335878e-05,2.069243395986546e-07,3.5033456747418224e-13,3.5500251626979428e-06,7.2610199570728e-09,0.00018068858173881237,2.1859219791905162e-06,4.834617031143714e-09,6.702102474205161e-10,5.155713203951935e-07,1.0190664696492664e-05,2.5951666156854983e-10,1.7934284409341288e-06,9.713191991601684e-14,7.34609645763128e-08,5.204687180336144e-06,-5.082845241355564e-09,2.335080307687365e-05,4.053509907439767e-09,-1.7600374004457318e-06,2.7664277650581295e-09,2.4599594039376306e-05,1.6882074340748445e-06,4.272e-05,0.00020627530642090757,3.048e-05,1.2045075512781195e-06,1.7551395747195456e-05,3.1972957845301836e-09,-5.745517935158547e-07,2.6342245478974304e-09,1.1648904913320931e-05,-2.284751315075515e-09,3.4785394690273936e-06,4.773951601526724e-08,6.210068151374057e-14,5.968686106897312e-07,2.449215773668979e-10,6.877823622009151e-06,3.446713125017215e-07,4.2849470244480994e-10,0.0,2.1703897457804228e-07
2.41,0.0004365975621567187,0.00012352022967522842,1.7440574138756893e-06,1.0162105956579691e-07,0.059164932845227024,5.96283119702344e-09,0.0005021887129323182,3.852525035899165e-05,0.00037438085592602163,0.0003331458582701721,1.0889197207734909e-08,8.505341023843945e-05,1.6529720794846242e-09,0.02989020524839544,4.1251106949694914e-07,2.9121591322849272e-05,0.00010089882120343384,7.198960838671964e-05,1.946843039671225e-05,2.681723309414349e-07,0.009947682101768204,1.0572512316850769e-09,3.825765480110083e-05,6.855846298459703e-09,0.059792493429139205,0.030004805303195513,0.010005684272394488,1.0,1.0,0.0001848,7.334839044232873e-06,0.00010687908321596474,5.4807293101052804e-08,-3.4071365375344717e-06,1.7430407350670378e-08,0.0002082032685434348,-3.0013873473093546e-08,1.482242756102741e-05,2.092868896650827e-07,3.577698718214064e-13,3.5498959707136215e-06,7.316716288737377e-09,0.00018078793665563455,2.202435445187603e-06,4.9372242311354084e-09,6.843304409066344e-10,5.192385109773235e-07,1.0206409228612735e-05,2.613407329856378e-10,1.7934123149037264e-06,9.917832476907746e-14,7.425199250945084e-08,5.241886438112869e-06,-5.090619342847275e-09,2.3297515324096252e-05,4.122691450480463e-09,-1.7597548170067762e-06,2.7815581559232355e-09,2.4700031430600602e-05,1.6951001962176883e-06,4.272e-05,0.0002064372518188581,3.048e-05,1.2094254208968898e-06,1.7623056133068968e-05,3.2159842618086782e-09,-5.743601414521939e-07,2.6801516056000076e-09,1.1624677552792186e-05,-2.287535592213922e-09,3.5043174714082047e-06,4.8271019569458284e-08,6.343507390110462e-14,5.968609261060922e-07,2.468104667445493e-10,6.886377864198149e-06,3.472136791695232e-07,4.377020099176218e-10,0.0,2.1975260250748778e-07
2.42,0.00043837427569209784,0.00012445381896966174,1.7638839687430436e-06,1.0239759023794735e-07,0.05916278293057465,6.088772998826736e-09,0.0005024604433093182,3.8556674649896686e-05,0.0003739305057313583,0.0003352107877322067,1.0965410979987964e-08,8.518392734141496e-05,1.6876325067133102e-09,0.029889937014578007,4.1693376105452674e-07,2.932884592563206e-05,0.00010130903574248555,7.228228954660486e-05,1.9612072329292866e-05,2.711447948612799e-07,0.009947554268450795,1.0798604062081313e-09,3.830485210623326e-05,6.908511409655084e-09,0.05979156956318561,0.030004879374649594,0.010005750326052998,1.0,1.0,0.0001848,7.3646878316272436e-06,0.00010731402268942554,5.514523801331206e-08,-3.4058112136259675e-06,1.773782271253707e-08,0.00020787820644471944,-3.0029183281406956e-08,1.4934458276359408e-05,2.1166607624916522e-07,3.6532637992960416e-13,3.549766975834479e-06,7.372626497132209e-09,0.00018088575959135456,2.219002133828995e-06,5.041504043028537e-09,6.986798577793104e-10,5.229160215287227e-07,1.0222071280969796e-05,2.6316986351971113e-10,1.7933962208746804e-06,1.0125795040279862e-13,7.504807698981481e-08,5.279192266613771e-06,-5.098351946978164e-09,2.3244754309873477e-05,4.1927195763067835e-09,-1.759471537768334e-06,2.79673391531719e-09,2.4800451949760463e-05,1.7019918004737573e-06,4.272e-05,0.00020659703132832753,3.048e-05,1.2143424643829614e-06,1.7694704481008868e-05,3.2347244492337445e-09,-5.741679673467241e-07,2.7266550166237444e-09,1.1600705322091647e-05,-2.2903000495718805e-09,3.5301730192727155e-06,4.880606307503038e-08,6.479162437248788e-14,5.968532561070477e-07,2.4870641074758303e-10,6.894873379121987e-06,3.497635643889362e-07,4.4706220817016634e-10,0.0,2.2248521897985213e-07
2.43,0.0004401507181834651,0.0001253904526044615,1.7838494871436653e-06,1.0317709726401042e-07,0.05916063626307071,6.216757365309608e-09,0.000502727971436409,3.8587704093262957e-05,0.0003734853587974975,0.00033727729990339647,1.1041835537964822e-08,8.531376318479969e-05,1.7228528057810019e-09,0.029889669308876522,4.2138458851772083e-07,2.9536691244320745e-05,0.00010171918137128334,7.257492154018531e-05,1.975614409435115e-05,2.741369590596544e-07,0.009947426675674276,1.1028431301457215e-09,3.835172627671292e-05,6.961372731443302e-09,0.05979064793045335,0.030004953912582503,0.01000581674722026,1.0,1.0,0.0001848,7.394532065482213e-06,0.00010774889581131225,5.548424024922239e-08,-3.4044822853476043e-06,1.80491851482943e-08,0.0002075569113638227,-3.004423726723178e-08,1.5046854312535378e-05,2.1406193845723983e-07,3.7300544191857647e-13,3.5496381757842424e-06,7.4287510030087495e-09,0.00018098206971710722,2.235621953034583e-06,5.147475098476355e-09,7.132610615933348e-10,5.266038273355607e-07,1.0237651582175963e-05,2.6500405291115573e-10,1.7933801585325913e-06,1.0337116834686012e-13,7.584922593318975e-08,5.316604423977734e-06,-5.106043418616417e-09,2.3192514000149214e-05,4.263600315916472e-09,-1.7591875654836936e-06,2.8119550902610674e-09,2.490085559969016e-05,1.7088822470375601e-06,4.272e-05,0.0002067546710640837,3.048e-05,1.219258681875113e-06,1.7766340793037364e-05,3.253516368586706e-09,-5.73975273270356e-07,2.7737390300732365e-09,1.1576985269464362e-05,-2.2930448748714603e-09,3.556105936983207e-06,4.934465263073779e-08,6.617058780874329e-14,5.968456005404565e-07,2.5060941833195884e-10,6.903310729808326e-06,3.5232095018960486e-07,4.565770558803287e-10,0.0,2.2523683451964878e-07
2.44,0.0004419268898663306,0.0001263301256887921,1.8039542933452707e-06,1.0395958652188402e-07,0.05915849280521045,6.346806920722234e-09,0.0005029913499515974,3.861834344528291e-05,0.00037304535337838966,0.00033934537345278417,1.1118470874736295e-08,8.544292377602429e-05,1.7586392037862766e-09,0.029889402126108355,4.2586359547747845e-07,2.9745125937959335e-05,0.00010212925810140312,7.28675043757202e-05,1.9900644718095685e-05,2.7714885713604625e-07,0.009947299320931021,1.1262036766189073e-09,3.8398280407030305e-05,7.014430514476996e-09,0.05978972854153762,0.030005028916527895,0.010005883535547475,1.0,1.0,0.0001848,7.4243717497543535e-06,0.00010818370263927772,5.582430062373968e-08,-3.4031497628725608e-06,1.8364525492594883e-08,0.00020723933823139465,-3.005903858659389e-08,1.5159615082655051e-05,2.1647451520143248e-07,3.8080841524333406e-13,3.5495095683126268e-06,7.485090229575649e-09,0.00018107688598257505,2.2522948108781144e-06,5.25515613035801e-09,7.280766303675184e-10,5.303019037375382e-07,1.0253150853122914e-05,2.668433009936711e-10,1.7933641275665014e-06,1.055183522271766e-13,7.665544718594611e-08,5.35412266883268e-06,-5.113694118756649e-09,2.314078842931775e-05,4.3353397070652825e-09,-1.7589029028876422e-06,2.8272217242045565e-09,2.5001242383223484e-05,1.7157715361035723e-06,4.272e-05,0.00020691019681195436,3.048e-05,1.2241740735120993e-06,1.7837965071176306e-05,3.2723600382926014e-09,-5.73782061280682e-07,2.8214079005847214e-09,1.1553514476678598e-05,-2.295770253821384e-09,3.5821160492572232e-06,4.9886794284488326e-08,6.757222059713443e-14,5.968379592558612e-07,2.5251949852117184e-10,6.911690473265455e-06,3.5488581864008977e-07,4.662483221202276e-10,0.0,2.280074593179429e-07
2.45,0.00044370279097625317,0.00012727283333927654,1.8241987099999486e-06,1.047450639225196e-07,0.05915635251991493,6.4789444113213805e-09,0.0005032506308881026,3.8648597402194194e-05,0.00037261042842890807,0.00034141498730076654,1.1195316987168025e-08,8.557141505923824e-05,1.794997962717504e-09,0.029889135461147312,4.303708251403155e-07,2.9954148668302964e-05,0.00010253926594441894,7.316003806146744e-05,2.0045573228704557e-05,2.8018052240833653e-07,0.009947172201741003,1.1499463438294008e-09,3.844451755878298e-05,7.067685011221773e-09,0.05978881140686065,0.030005104386014943,0.010005950690682252,1.0,1.0,0.0001848,7.4542068884010524e-06,0.00010861844323098677,5.616541989898799e-08,-3.4018136563159083e-06,1.8683874645596535e-08,0.0002069254424931732,-3.00735903591239e-08,1.5272740000713185e-05,2.1890384519999383e-07,3.8873666467928286e-13,3.549381151194896e-06,7.54164460242141e-09,0.00018117022711971694,2.2690206155869783e-06,5.364565972574102e-09,7.431291565650466e-10,5.340102261277695e-07,1.0268569807108588e-05,2.6868760769203264e-10,1.7933481276688389e-06,1.0769987776305024e-13,7.746674852525679e-08,5.3917467602945335e-06,-5.121304404583485e-09,2.308957169907756e-05,4.4079437941192735e-09,-1.7586175526966375e-06,2.8425338570144036e-09,2.5101612303193756e-05,1.722659667866238e-06,4.272e-05,0.00020706363403280497,3.048e-05,1.229088639432653e-06,1.790957731744723e-05,3.2912554734010676e-09,-5.735883334220881e-07,2.8696658882183007e-09,1.1530290058464516e-05,-2.2984763701500517e-09,3.60820318116682e-06,5.043249403350057e-08,6.899678062976405e-14,5.968303321044602e-07,2.544366604039838e-10,6.920013160580936e-06,3.574581518477819e-07,4.760777863453719e-10,0.0,2.307971032360935e-07
