Time,x1,x2,H_plus_x1,H_min_x_1,a1,a2,b1,b2,n1,n2,k1,k2,l1,l2,p1,p2,q1,q2,S1,S2,H_plus_x2,H_min_x2,Macrophage,_1,_2,_3,_4,_5,_6,_7
0.0,1.2,2.0,0.749120919702638,0.29411764705882354,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.9846153846153847,0.3333333333333333,1.0,2.498534866171063,0.05,6.0,4.923076923076923,1.1029411764705883,0.05,10.0
0.4,0.47004051161386723,1.3496497739214892,0.010669720504299098,0.515442390306096,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.858035785625368,0.42559534237778446,1.0,1.618687450672204,0.05,2.350202558069336,4.29017892812684,1.9329089636478598,0.05,6.748248869607446
0.8,0.35736234785528453,1.2670539655901272,0.0020784957363927056,0.5831839959507946,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.8053645894198433,0.44110110089050936,1.0,1.6587132621270053,0.05,1.7868117392764227,4.026822947099217,2.18693998481548,0.05,6.335269827950636
1.2000000000000002,0.3452056905720671,1.2515180244897945,0.0016894033793440732,0.5915719754106024,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7934984068073514,0.44414478992527945,1.0,1.669294660764887,0.05,1.7260284528603356,3.967492034036757,2.218394907789759,0.05,6.257590122448972
1.6,0.344625052885774,1.2448841539521769,0.0016724537977859234,0.5919786517007558,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7882242767972432,0.44545728484005465,1.0,1.6741898517891158,0.05,1.72312526442887,3.941121383986216,2.219919943877834,0.05,6.224420769760885
2.0,0.34522459722078713,1.2401705540333594,0.001689957680932278,0.5915587426632728,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7843998692925209,0.44639458285867123,1.0,1.6777516254901599,0.05,1.7261229861039356,3.921999346462605,2.218345284987273,0.05,6.200852770166797
2.4000000000000004,0.34584470147693963,1.236338775868011,0.001708221772743802,0.5911250601049388,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7812433000431042,0.4471594423845111,1.0,1.6806671464187626,0.05,1.7292235073846982,3.9062165002155207,2.2167189753935204,0.05,6.181693879340056
2.8000000000000003,0.3463801247926598,1.2331036422324972,0.0017241234649515828,0.5907511121229205,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7785447036508096,0.44780724955527434,1.0,1.6831375607659473,0.05,1.7319006239632988,3.8927235182540483,2.215316670460952,0.05,6.165518211162486
3.2,0.34683996490809615,1.2303169007592496,0.0017378784345344549,0.5904303300733602,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7761953533895166,0.44836677678386316,1.0,1.6852714477001587,0.05,1.7341998245404808,3.880976766947583,2.214113737775101,0.05,6.151584503796248
3.6,0.347240835089046,1.2278793126192662,0.0017499437754374618,0.5901509692311389,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7741214436415623,0.4488573480330598,1.0,1.6871424307352234,0.05,1.7362041754452302,3.8706072182078115,2.2130661346167706,0.05,6.139396563096331
4.0,0.3475943617575376,1.2257175512514928,0.0017606418816986304,0.5899048207012846,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7722673722731934,0.4492933074269521,1.0,1.6888051259221843,0.05,1.737971808787688,3.861336861365967,2.212143077629817,0.05,6.128587756257464
4.4,0.34791019848617194,1.2237770026990746,0.0017702453766563844,0.589685087987716,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7705910998318092,0.44968537707974565,1.0,1.6903004313476733,0.05,1.7395509924308596,3.852955499159046,2.211319079953935,0.05,6.118885013495373
4.800000000000001,0.34819574372733947,1.2220161236173566,0.0017789652539950303,0.5894865704027038,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7690602268616321,0.4500417388385277,1.0,1.6916595637256853,0.05,1.7409787186366974,3.8453011343081607,2.2105746390101393,0.05,6.110080618086783
5.2,0.3484564597274561,1.2204028992616767,0.001786958058519125,0.5893054313719429,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7676495099570362,0.45036871476456714,1.0,1.6929066303878941,0.05,1.7422822986372806,3.838247549785181,2.209895367644786,0.05,6.102014496308383
5.6000000000000005,0.34869666449633313,1.2189112997502813,0.0017943484462380932,0.5891386415389409,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7663381431672602,0.4506714622222804,1.0,1.6940612915235636,0.05,1.7434833224816657,3.8316907158363014,2.2092699057710283,0.05,6.094556498751407
6.0,0.34891996836899597,1.2175201956516528,0.001801241614161674,0.5889836717595827,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7651090451567093,0.4509541793400148,1.0,1.6951395596945924,0.05,1.74459984184498,3.8255452257835465,2.208688769098435,0.05,6.087600978258264
6.4,0.34912929921655855,1.2162125463496012,0.0018077234233699446,0.5888384730821565,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7639483162594999,0.451220259377709,1.0,1.6961543798262892,0.05,1.7456464960827929,3.8197415812974995,2.208144274058087,0.05,6.0810627317480055
6.800000000000001,0.34932703268706755,1.2149741641177856,0.0018138639215926505,0.5887013844574328,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7628442664766948,0.451472534623579,1.0,1.69711655354914,0.05,1.7466351634353376,3.814221332383474,2.207630191715373,0.05,6.074870820588928
7.2,0.349515147150766,1.2137930613233237,0.0018197217902889077,0.5885710239269736,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7617869183105928,0.45171340423401496,1.0,1.6980352295008072,0.05,1.74757573575383,3.8089345915529638,2.207141339726151,0.05,6.068965306616619
7.6000000000000005,0.34969531035198004,1.2126590800461068,0.0018253467906660908,0.5884462276164366,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7607677369377953,0.4519449060264459,1.0,1.6989181785180383,0.05,1.7484765517599001,3.8038386846889765,2.206673353561637,0.05,6.063295400230534
8.0,0.3498689878417618,1.2115634785966942,0.001830782970208509,0.5883259739477582,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7597793049883035,0.45216879808240057,1.0,1.6997721074849466,0.05,1.749344939208809,3.7988965249415174,2.2062224023040935,0.05,6.0578173929834715
8.4,0.3500374877430474,1.2104981924948621,0.0018360699434139137,0.5882093521869967,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.7588146876265633,0.45238670784496665,1.0,1.7006032226039955,0.05,1.750187438715237,3.7940734381328167,2.2057850707012374,0.05,6.052490962474311
8.8,0.35020200197377793,1.2094558326458027,0.00184124409693829,0.5880955335781732,5.0,5.0,0.05,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,5.0,3.75,3.75,0.757867450256828,0.4526001313194432,1.0,1.7014172290482392,0.05,1.7510100098688897,3.78933725128414,2.2053582509181497,0.05,6.047279163229014
