Time,Normal_T_cells,CAR_T_cells,Antigen_presenting_tumour_cells,Total_lymphocyte_count,K_N,K_C,r_N,rho_C,a,b,r_B,gamma_B,k_B,r_C,compartment,Normal_T_cell_population_growth,CAR_T_cell_population_growth,Tumour_growth,Tumour_killing
5.0,65.65975244818905,24.289406081099134,3.816778452824934,89.94915852928818,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5396270891424199,1.0,19.14715819187987,5.70464720103559,0.03816778452824934,3.762018643633383
5.2,69.53886365427454,25.381657418716472,3.1382112433475493,94.92052107299101,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5381829786695994,1.0,19.64240569832481,5.210379446580155,0.031382112433475495,3.1123273754502097
5.4,73.51610232298238,26.370878881001964,2.57739016875665,99.88698120398433,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5366149939123876,1.0,20.128465163195848,4.675982637445583,0.0257739016875665,2.569394884037532
5.6000000000000005,77.58964657363993,27.250022468610112,2.114797939933687,104.83966904225004,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5349203371801127,1.0,20.605474607836335,4.111206731432899,0.021147979399336873,2.1173318694320638
5.800000000000001,81.75769018363764,28.013965048304186,1.733872666147419,109.77165523194182,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5330962892119172,1.0,21.073451617982467,3.525526314123721,0.01733872666147419,1.7420972553975396
6.0,86.01841769279517,28.659433173314262,1.4206466888092613,114.67785086610942,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.531140083131854,1.0,21.532285462649828,2.927939943786754,0.014206466888092613,1.4314576446143246
6.2,90.3699785169626,29.184895779212486,1.1634108475253921,119.55487429617509,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5290487790044957,1.0,21.981733436850895,2.326819531027649,0.011634108475253922,1.1748834190077952
6.4,94.8104604395486,29.590426149504466,0.9523806807806741,124.40088658905307,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5268191476086351,1.0,22.42142187513338,1.7298057026204745,0.009523806807806741,0.9633811589352
6.6000000000000005,99.33786355943302,29.87754582983382,0.7794049095688206,129.21540938926682,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5244475667064362,1.0,22.850850863970862,1.1437436408100368,0.0077940490956882056,0.7893206283119205
6.800000000000001,103.95007594980554,30.049057239515015,0.6377263668368618,133.99913318932056,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5219299335572674,1.0,23.269402300574374,0.5746529701944955,0.0063772636683686185,0.6462799648820018
7.0,108.64485110571087,30.108886275418794,0.5217545429155471,138.75373738112967,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.519261588043371,1.0,23.676348748873163,0.027723597194449792,0.005217545429155471,0.5288774721785021
7.2,113.41978709109526,30.061917413010615,0.4268704167750844,143.48170450410586,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5164372588559298,1.0,24.070865489863575,-0.49266711760660287,0.004268704167750844,0.432617859581059
7.4,118.27230842779323,29.913830619442724,0.3492686756545496,148.18613904723597,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.513451031936792,1.0,24.452044736800595,-0.9829213729497295,0.003492686756545496,0.35376335312307916
7.6000000000000005,123.19965101972613,29.67095078828979,0.28581980740403234,152.87060180801592,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5102963369960565,1.0,24.81891055398898,-1.4401778417336843,0.0028581980740403235,0.28921566645626173
7.800000000000001,128.19885010823688,29.34010612481501,0.23395243370101598,157.5389562330519,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5069659550727547,1.0,25.170434804218257,-1.8622619343180031,0.0023395243370101597,0.23641187567301492
8.0,133.26673147421482,28.928495400081705,0.19155688249423533,162.19522687429654,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.5034520480982323,1.0,25.505553970186895,-2.247632249939741,0.0019155688249423534,0.1932371436565284
8.200000000000001,138.39990607653672,28.44356674728088,0.1569044162696057,166.8434728238176,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.4997462089674455,1.0,25.823186261146226,-2.5953257935223855,0.0015690441626960568,0.15795001707848244
8.4,143.59476812693856,27.892907714659522,0.12857945085522826,171.48767584159808,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.4958395321517768,1.0,26.1222487639103,-2.904903549530743,0.0012857945085522826,0.12911858266176676
8.6,148.84749655817905,27.284145707629637,0.10542369600343088,176.1316422658087,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.49172270526673617,1.0,26.401674461892135,-3.176397357186155,0.0010542369600343088,0.1055670971877874
8.8,154.15405987983127,26.624858937717157,0.08649015722910273,180.77891881754843,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.4873861210457708,1.0,26.66042880168096,-3.410258780410793,0.0008649015722910273,0.08633149630652531
9.0,159.51022425909622,25.922497403385776,0.07100491467783016,185.43272166248198,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.48282000951604376,1.0,26.89752556204601,-3.607310255434393,0.0007100491467783016,0.07062202376166099
9.200000000000001,164.91156471358238,25.184313460712204,0.05833578856467859,190.09587817429457,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.4780145898734652,1.0,27.112041788143156,-3.768698587932676,0.0005833578856467859,0.05779232015281745
9.4,170.35347914821352,24.4173013408912,0.04796655100525873,194.7707804891047,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.47296024161457917,1.0,27.30313159658045,-3.8958506791596705,0.0004796655100525873,0.04731378551049049
9.600000000000001,175.83120506566823,23.62814546783464,0.03947580018148373,199.45935053350286,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.4676476935012591,1.0,27.470038611309516,-3.9904313914805094,0.0003947580018148373,0.03875443688110937
9.8,181.3398385482427,22.823176801705664,0.032519571396710786,204.16301534994838,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.46206822932238073,1.0,27.61210690754984,-4.0543033038392355,0.0003251957139671079,0.031761407403611074
10.0,186.87435533533963,22.008337271540373,0.026817171584700396,208.88269260688,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.4562139076565336,1.0,27.728790253726544,-4.089488312121374,0.00026817171584700395,0.0260466181463489
10.200000000000001,192.42963352242052,21.18915154120213,0.02213952799029171,213.61878506362265,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.45007779333903,1.0,27.819659595150384,-4.098130891092434,0.0002213952799029171,0.02137494538205179
10.4,198.00047760107452,20.370706089815304,0.018299714416565454,218.37118369088984,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.4436541964629999,1.0,27.884408652674928,-4.082463065078323,0.00018299714416565455,0.01755456283355829
10.600000000000001,203.58164340309764,19.55763498848856,0.015145166561805935,223.1392783915862,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.43693891476842206,1.0,27.922857636742876,-4.044771069029249,0.00015145166561805935,0.01442898390881215
10.8,209.16786362097406,18.754112319932837,0.0125513669046691,227.9219759409069,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.42992947352105043,1.0,27.93495502783937,-3.9873638810674974,0.000125513669046691,0.011870587313634013
11.0,214.75387347783337,17.96385053332093,0.010416654667880469,232.7177240111543,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.42262535714010363,1.0,27.92077751046509,-3.9125437170216646,0.00010416654667880469,0.009775287213473014
11.200000000000001,220.33443621112698,17.190104640820426,0.008658022976014713,237.52454085194742,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.4150282251359751,1.0,27.88052808469772,-3.822578767279209,8.658022976014713e-05,0.008058207432388493
11.4,225.90436801010227,16.435681475183458,0.007207665168061159,242.34004948528573,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.40714210540010154,1.0,27.814532515105412,-3.7196783250098973,7.207665168061159e-05,0.006650124008779746
11.600000000000001,231.4585620737971,15.702953808772593,0.006010181288273161,247.16151588256972,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.3989735567224618,1.0,27.72323421121274,-3.6059706000022405,6.010181288273161e-05,0.005494582738137953
11.8,236.99201152666555,14.993878485008562,0.00502028183071639,251.98589001167412,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.3905317933775127,1.0,27.607187754260146,-3.483483348731643,5.0202818307163904e-05,0.004545529953782291
12.0,242.4998308867248,14.310018250119835,0.004200932955403773,256.8098491368446,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.38182876430272217,1.0,27.46705121853594,-3.3541275471734435,4.200932955403773e-05,0.003765396112708672
12.200000000000001,247.97727593094152,13.652566460681522,0.0035218283587861348,261.629842391623,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.3728791808810941,1.0,27.303577523020618,-3.2196841648672185,3.521828358786135e-05,0.003123518570822413
12.4,253.4197617134625,13.022374147401262,0.0029581604780489035,266.44213586086374,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.3637004883314415,1.0,27.11760501206879,-3.0817941093518013,2.9581604780489035e-05,0.0025948712833201827
12.600000000000001,258.82287868969075,12.419978748323508,0.0024896053861878744,271.24285743801425,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.35431277739530126,1.0,26.910047485199403,-2.941951300932422,2.4896053861878743e-05,0.0021590175330377694
12.8,264.18240674276035,11.845633983552252,0.0020995037361652286,276.0280407263126,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.34473863511268654,1.0,26.6818838782017,-2.8014987994222915,2.0995037361652287e-05,0.0017992642354601684
13.0,269.4943272050154,11.299340148775741,0.0017741876710282542,280.79366735379114,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.33500293566139067,1.0,26.43414781052687,-2.6616277829145756,1.7741876710282542e-05,0.0015019683098206763
13.200000000000001,274.7548327127761,10.780874377040968,0.0015024372227142838,285.53570708981704,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.32513257471548473,1.0,26.167917178208732,-2.5233791712433526,1.5024372227142838e-05,0.0012559761837056596
13.4,279.9603350770825,10.289820334156456,0.001275031794662818,290.25015541123895,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.31515615275451403,1.0,25.884303957109502,-2.3876476020884825,1.2750317946628181e-05,0.0010521627850937525
13.600000000000001,285.10747106888414,9.825596894207642,0.0010843886593191704,294.9330679630918,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.30510361551987053,1.0,25.584444376420453,-2.2551874336680635,1.0843886593191704e-05,0.00088305972081846
13.8,290.19310636661163,9.387485470939223,0.0009242646024283218,299.58059183755086,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.29500586086409925,1.0,25.269489568202815,-2.1266204354993783,9.242646024283218e-06,0.0007425495363078345
14.0,295.2143376112648,8.974655625705202,0.000789515027272146,304.18899323697,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.28489432359840244,1.0,24.940596817782247,-2.0024447900757765,7.89515027272146e-06,0.0006256187908084201
14.200000000000001,300.1684928537022,8.586188836148827,0.0006758949911008575,308.75468168985105,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.2748005497264692,1.0,24.59892146163449,-1.8830450722576804,6.7589499110085755e-06,0.0005281550012893741
14.4,305.05313037957484,8.221100125206387,0.0005798985894208526,313.2742305047812,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.2647557729715301,1.0,24.245609521587003,-1.768702833378411,5.7989858942085265e-06,0.0004467826816722991
14.600000000000001,309.8660362067275,7.878357624877397,0.0004986259734554277,317.7443938316049,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.25479050487073795,1.0,23.88179106867648,-1.6596075080656243,4.986259734554278e-06,0.0003787283164199304
14.8,314.605220262312,7.556899856763345,0.00042967607191366695,322.1621201190753,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.2449341502630139,1.0,23.508574372316993,-1.5558673216239851,4.29676071913667e-06,0.0003217113914417066
15.0,319.26891152153155,7.255650944133005,0.00037105780613667927,326.52456246566453,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.23521465719187937,1.0,23.12704078807874,-1.4575199932162752,3.710578061366793e-06,0.0002738547143314866
15.200000000000001,323.85555216347325,6.973533634884457,0.0003211178502859793,330.8290857983577,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.22565820984142768,1.0,22.73824040483986,-1.3645429952665167,3.211178502859793e-06,0.00023361157451738662
15.4,328.36379095915436,6.709480418785937,0.000278481019461336,335.0732713779403,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.21628896993168212,1.0,22.343188385083163,-1.2768632457526816,2.7848101946133598e-06,0.0001997059621382481
15.600000000000001,332.79247595665515,6.462442679303622,0.0002420020354014579,339.2549186359588,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.20712887100629912,1.0,21.94286199764219,-1.194366080104758,2.420020354014579e-06,0.00017108420747026376
15.8,337.1406466739306,6.231398221750597,0.00021072530298898347,343.3720448956812,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.19819746672068295,1.0,21.53819825752315,-1.1169034604147425,2.1072530298898347e-06,0.0001468749908818141
16.0,341.4075258498705,6.015357155393638,0.00018385233379666872,347.42288300526417,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.1895118333892188,1.0,21.13009215993273,-1.044301345369079,1.8385233379666873e-06,0.00012635697370202392
16.2,345.5925109154362,5.813366463466729,0.00016071464476850116,351.4058773789029,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.1810865242128378,1.0,20.719395422929445,-0.9763662374428108,1.6071464476850115e-06,0.00010893208713045336
16.400000000000002,349.6951652464596,5.624513275347726,0.00014075172124980063,355.31967852180736,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.17293357198997683,1.0,20.306915714498846,-0.9128908929952164,1.4075172124980063e-06,9.410384662162303e-05
16.6,353.71520931540175,5.447927141065948,0.00012349262387034476,359.1631364564677,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.16506253516185196,1.0,19.89341628519807,-0.8536592499848732,1.2349262387034476e-06,8.145942039870957e-05
16.8,357.6525118004104,5.282781338813711,0.00010854103024037995,362.93529313922414,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.15748058186934988,1.0,19.47961597786808,-0.798450599735208,1.0854103024037996e-06,7.065506888761367e-05
17.0,361.5070807313196,5.1282934675371985,9.556271663887432e-05,366.6353741988568,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.15019260564647668,1.0,19.06618954633608,-0.7470430765589265,9.55627166388743e-07,6.140408408104222e-05
17.2,365.27905472870015,4.983725363185929,8.427534509370767e-05,370.2627800918861,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.1432013666369621,1.0,18.65376825323148,-0.6992165141085621,8.427534509370767e-07,5.34669731081607e-05
17.400000000000002,368.9686943815714,4.84838253635093,7.443990074178979e-05,373.81707691792235,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.13650765195658457,1.0,18.24294069188636,-0.6547547462239607,7.443990074178979e-07,4.664331751116462e-05
17.6,372.5763738164241,4.721613170937288,6.58536886376871e-05,377.2979869873614,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.1301104493911116,1.0,17.834253803405105,-0.6134474091551397,6.58536886376871e-07,4.076513444017664e-05
17.8,376.10257247625196,4.602806830162392,5.834444382816527e-05,380.70537930641433,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.1240071289114703,1.0,17.428214046692286,-0.5750913172007646,5.834444382816527e-07,3.5691359035187764e-05
18.0,379.5478671580881,4.4913929065793186,5.176550101020209e-05,384.0392600646674,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.11819362719959198,1.0,17.025288694852847,-0.5394914670332394,5.17655010102021e-07,3.130333513204896e-05
18.2,382.9129243067086,4.386838917623875,4.599172104823773e-05,387.2997632243325,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.1126646309808562,1.0,16.62590722738325,-0.5064617318636344,4.599172104823773e-07,2.7501059913052472e-05
18.400000000000002,386.1984926089132,4.288648678737976,4.0916139194173765e-05,390.4871412876512,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.10741375566528608,1.0,16.230462794481145,-0.4758252937893018,4.0916139194173765e-07,2.4200106757443633e-05
18.6,389.405395885215,4.196360418453819,3.644714997604181e-05,393.6017563036688,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.10243371648786304,1.0,15.839313730990467,-0.4474148627236569,3.6447149976041813e-07,2.132906824688937e-05
18.8,392.5345262789156,4.1095448659077105,3.250614733291688e-05,396.64407114482333,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.09771649001936578,1.0,15.452785103860341,-0.4210727217873453,3.250614733291688e-07,1.882743388747854e-05
19.0,395.58683771677073,4.027803346130278,2.9025491500906554e-05,399.614641062901,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.0932534645277395,1.0,15.071170280494119,-0.39665063531426403,2.9025491500906557e-07,1.6643796809363814e-05
19.200000000000003,398.56333974465923,3.9507658986957583,2.5946879858791973e-05,402.514105643355,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.08903557802540304,1.0,14.694732492858119,-0.3740096486022768,2.5946879858791976e-07,1.4734408784718854e-05
19.400000000000002,401.4650916859991,3.8780894452643966,2.322003867252764e-05,405.34318113126346,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.08505344352766972,1.0,14.323706390979961,-0.35301980646041053,2.3220038672527643e-07,1.3062011427053354e-05
19.6,404.29319708535235,3.8094560253162375,2.0801523798451552e-05,408.1026531106686,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.08129746139988285,1.0,13.95829957989794,-0.3335598129312489,2.0801523798451554e-07,1.1594805467668383e-05
19.8,407.04879843194,3.744571104533149,1.8653683030306846e-05,410.7933695364731,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.07775791894839726,1.0,13.598694133339446,-0.31551664963865256,1.8653683030306846e-07,1.0305576504645875e-05
20.0,409.7330721904411,3.6831619597521925,1.6743812996460015e-05,413.41623415019325,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.07442507761375235,1.0,13.245048073733336,-0.29878516716040215,1.6743812996460015e-07,9.170983579852946e-06
20.200000000000003,412.3472241396278,3.624976145920911,1.5043477554534918e-05,415.97220028554875,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.07128924835139212,1.0,12.897496811932957,-0.28326766151656435,1.5043477554534918e-07,8.170981015133021e-06
20.400000000000002,414.89248499825806,3.5697800493031884,1.3527921818787238e-05,418.46226504756123,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.06834085594644612,1.0,12.556154543703036,-0.26887344554573644,1.3527921818787238e-07,7.288328648660216e-06
20.6,417.3701063194704,3.517357527376515,1.2175553173057515e-05,420.8874638468469,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.06557049309420565,1.0,12.221115601094969,-0.25551842264757185,1.2175553173057517e-07,6.508168732023023e-06
20.8,419.7813566460543,3.467508633210715,1.0967496401855092e-05,423.24886527926503,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.06296896511395611,1.0,11.892455756324733,-0.24312466849040062,1.0967496401855092e-07,5.817668307509758e-06
21.0,422.12751792256773,3.4200484217401574,9.887225065209976e-06,425.5475663443079,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.060527326178123356,1.0,11.57023347578352,-0.2316200248957405,9.887225065209976e-08,5.205723518262213e-06
21.200000000000003,424.4098821559402,3.3748058355702506,8.920252003924033e-06,427.78468799151045,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.05823690793717898,1.0,11.254491122782454,-0.22093770901704157,8.920252003924034e-08,4.662712677197051e-06
21.400000000000002,426.6297483122007,3.331622667482589,8.053860205516991e-06,429.9613709796833,500.0,139.0,0.17,0.0251,0.423,0.525,0.01,1.15,4.05,0.05608934139940111,1.0,10.945256108675068,-0.2110159399747754,8.053860205516992e-08,4.180285026026038e-06
