CAR_T_cells_2_task1,Normal_T_cells_1_task1,_1_task1
0.36,6.0,0.0
0.5010741005451348,6.94118271497272,0.2
0.6856220054900639,7.987764280816313,0.4
0.9226654032843474,9.145051331534738,0.6000000000000001
1.22171464780673,10.417786841093323,0.8
1.5924034212509801,11.810068252997539,1.0
2.044025005835371,13.325299968724023,1.2000000000000002
2.5850435434385677,14.966161187854164,1.4000000000000001
3.222544307615972,16.73459424280667,1.6
3.9617171813339183,18.631821273604668,1.8
4.8054210680342875,20.658381638275547,2.0
5.753832084637398,22.814185312832024,2.2
6.8042181656134515,25.09858158738772,2.4000000000000004
7.950866429743274,27.510437603954287,2.6
9.185164032215571,30.048221498167074,2.8000000000000003
10.49582072084069,32.71008638622647,3.0
11.869218028647547,35.49395148322377,3.2
13.289858763130907,38.39757693498688,3.4000000000000004
14.74088000961053,41.41863031731414,3.6
16.204600178263604,44.55474315755473,3.8000000000000003
17.663064174460583,47.803556664314854,4.0
19.09856099000286,51.162756434491754,4.2
20.494091114764565,54.63009646064135,4.4
21.833765756975225,58.203412967251346,4.6000000000000005
23.103129955474216,61.88062923711083,4.800000000000001
24.289406081099134,65.65975244818905,5.0
25.381657418716472,69.53886365427454,5.2
26.370878881001964,73.51610232298238,5.4
27.250022468610112,77.58964657363993,5.6000000000000005
28.013965048304186,81.75769018363764,5.800000000000001
28.659433173314262,86.01841769279517,6.0
29.184895779212486,90.3699785169626,6.2
29.590426149504466,94.8104604395486,6.4
29.87754582983382,99.33786355943302,6.6000000000000005
30.049057239515015,103.95007594980554,6.800000000000001
30.108886275418794,108.64485110571087,7.0
30.061917413010615,113.41978709109526,7.2
29.913830619442724,118.27230842779323,7.4
29.67095078828979,123.19965101972613,7.6000000000000005
29.34010612481501,128.19885010823688,7.800000000000001
28.928495400081705,133.26673147421482,8.0
28.44356674728088,138.39990607653672,8.200000000000001
27.892907714659522,143.59476812693856,8.4
27.284145707629637,148.84749655817905,8.6
26.624858937717157,154.15405987983127,8.8
25.922497403385776,159.51022425909622,9.0
25.184313460712204,164.91156471358238,9.200000000000001
24.4173013408912,170.35347914821352,9.4
23.62814546783464,175.83120506566823,9.600000000000001
22.823176801705664,181.3398385482427,9.8
22.008337271540373,186.87435533533963,10.0
21.18915154120213,192.42963352242052,10.200000000000001
20.370706089815304,198.00047760107452,10.4
19.55763498848856,203.58164340309764,10.600000000000001
18.754112319932837,209.16786362097406,10.8
17.96385053332093,214.75387347783337,11.0
17.190104640820426,220.33443621112698,11.200000000000001
16.435681475183458,225.90436801010227,11.4
15.702953808772593,231.4585620737971,11.600000000000001
14.993878485008562,236.99201152666555,11.8
14.310018250119835,242.4998308867248,12.0
13.652566460681522,247.97727593094152,12.200000000000001
13.022374147401262,253.4197617134625,12.4
12.419978748323508,258.82287868969075,12.600000000000001
11.845633983552252,264.18240674276035,12.8
11.299340148775741,269.4943272050154,13.0
10.780874377040968,274.7548327127761,13.200000000000001
10.289820334156456,279.9603350770825,13.4
9.825596894207642,285.10747106888414,13.600000000000001
9.387485470939223,290.19310636661163,13.8
8.974655625705202,295.2143376112648,14.0
8.586188836148827,300.1684928537022,14.200000000000001
8.221100125206387,305.05313037957484,14.4
7.878357624877397,309.8660362067275,14.600000000000001
7.556899856763345,314.605220262312,14.8
7.255650944133005,319.26891152153155,15.0
6.973533634884457,323.85555216347325,15.200000000000001
6.709480418785937,328.36379095915436,15.4
6.462442679303622,332.79247595665515,15.600000000000001
6.231398221750597,337.1406466739306,15.8
6.015357155393638,341.4075258498705,16.0
5.813366463466729,345.5925109154362,16.2
5.624513275347726,349.6951652464596,16.400000000000002
5.447927141065948,353.71520931540175,16.6
5.282781338813711,357.6525118004104,16.8
5.1282934675371985,361.5070807313196,17.0
4.983725363185929,365.27905472870015,17.2
4.84838253635093,368.9686943815714,17.400000000000002
4.721613170937288,372.5763738164241,17.6
4.602806830162392,376.10257247625196,17.8
4.4913929065793186,379.5478671580881,18.0
4.386838917623875,382.9129243067086,18.2
4.288648678737976,386.1984926089132,18.400000000000002
4.196360418453819,389.405395885215,18.6
4.1095448659077105,392.5345262789156,18.8
4.027803346130278,395.58683771677073,19.0
3.9507658986957583,398.56333974465923,19.200000000000003
3.8780894452643966,401.4650916859991,19.400000000000002
3.8094560253162375,404.29319708535235,19.6
3.744571104533149,407.04879843194,19.8
3.6831619597521925,409.7330721904411,20.0
3.624976145920911,412.3472241396278,20.200000000000003
3.5697800493031884,414.89248499825806,20.400000000000002
3.517357527376515,417.3701063194704,20.6
3.467508633210715,419.7813566460543,20.8
3.4200484217401574,422.12751792256773,21.0
3.3748058355702506,424.4098821559402,21.200000000000003
3.331622667482589,426.6297483122007,21.400000000000002
3.29035259595745,428.7884194372069,21.6
3.2508603058847885,430.88720004426995,21.8
3.213020626431697,432.927393557901,22.0
3.1767178283295667,434.91030023275505,22.200000000000003
3.1418447326580923,436.83721454548754,22.400000000000002
3.108302235603648,438.7094239070488,22.6
3.0759986849849783,440.52820674520393,22.8
3.044849193419781,442.29483060254125,23.0
3.0147753010153195,444.010551267538,23.200000000000003
2.985704377135528,445.67661115039175,23.400000000000002
2.957569147642486,447.294237976069,23.6
2.9303073566116704,448.8646440156467,23.8
2.903861370721639,450.3890250488282,24.0
2.8781777701969964,451.86855934433606,24.200000000000003
2.8532071373676606,453.3044072986534,24.400000000000002
2.8289036889161254,454.6977105953276,24.6
2.805225022182235,456.04959172058824,24.8
2.7821319222527188,457.3611537602014,25.0
2.759587842669801,458.6334788892362,25.200000000000003
2.7375593347033447,459.86763059308447,25.400000000000002
2.716014856763127,461.06464954259326,25.6
2.6949253858458144,462.22555651168807,25.8
2.6742642333654434,463.35135218686713,26.0
2.6540060714599982,464.44301390867884,26.200000000000003
2.634128163875445,465.50150102030557,26.400000000000002
2.6146087971710177,466.52774924862507,26.6
2.5954281343702457,467.52267459060175,26.8
2.576567820325463,468.48717230072066,27.0
2.558010652273172,469.42211613468226,27.200000000000003
2.539740871645657,470.3283600229787,27.400000000000002
2.52174365765815,471.20673662880483,27.6
2.504005386275182,472.0580588694251,27.8
2.4865133402990502,472.88311933246365,28.0
2.4692556555769745,473.6826905834878,28.200000000000003
