data_set_T,data_set_GNA_,data_set_NAI,data_set_V,data_set_VK_,data_set_VNA_,data_set_W,data_set_Z
47.099998,0.12921184,37.724823,-50.188648,-100.0,32.423386,0.25422782,0.8078509
47.25,0.027743943,37.734016,-64.065086,-100.0,32.417294,0.22651732,0.80190545
47.400002,0.01372924,37.74432,-70.400703,-100.0,32.410465,0.18571374,0.79219508
47.549999,0.010776871,37.75544,-72.580719,-100.0,32.403103,0.14424174,0.78043795
47.700001,0.010742157,37.766338,-72.609772,-100.0,32.395889,0.11000156,0.76814115
47.849998,0.012070141,37.776459,-71.560341,-100.0,32.389187,0.084342487,0.75624627
48.0,0.014354162,37.785591,-69.999908,-100.0,32.383148,0.065756314,0.74516958
48.150002,0.017465761,37.793694,-68.233154,-100.0,32.377789,0.052318707,0.73501951
48.299999,0.021348754,37.800823,-66.425224,-100.0,32.37307,0.042475026,0.72575998
48.450001,0.025957508,37.807079,-64.664635,-100.0,32.368931,0.035123829,0.71730131
48.599998,0.031237615,37.812576,-62.99659,-100.0,32.365299,0.029517919,0.70954347
48.75,0.037122142,37.817421,-61.441509,-100.0,32.362095,0.025154702,0.70239472
48.900002,0.04353407,37.82172,-60.005608,-100.0,32.359253,0.021693677,0.6957773
49.049999,0.05039091,37.825573,-58.687145,-100.0,32.356705,0.018900828,0.68962795
49.200001,0.057609417,37.829063,-57.480099,-100.0,32.354401,0.016612507,0.68389624
49.349998,0.065109529,37.832268,-56.376381,-100.0,32.352283,0.01471216,0.67854214
49.5,0.072817206,37.835247,-55.36713,-100.0,32.350311,0.01311524,0.67353332
49.650002,0.080666147,37.838062,-54.44347,-100.0,32.348454,0.011759345,0.66884363
49.799999,0.088598557,37.840752,-53.596916,-100.0,32.346676,0.010597634,0.66445112
49.950001,0.096565291,37.843365,-52.819584,-100.0,32.344952,0.0095943986,0.66033697
50.099998,0.10452539,37.845928,-52.10429,-100.0,32.343254,0.0087220185,0.65648466
50.25,0.1124455,37.848476,-51.444561,-100.0,32.341572,0.0079588369,0.65287936
50.400002,0.12029897,37.851032,-50.834591,-100.0,32.339886,0.0072876592,0.64950728
50.549999,0.12806503,37.853615,-50.26923,-100.0,32.338181,0.0066946768,0.64635587
50.700001,0.13572796,37.856247,-49.743889,-100.0,32.336445,0.0061686765,0.64341319
50.849998,0.14327624,37.858932,-49.254517,-100.0,32.334667,0.0057004667,0.64066809
51.0,0.15070195,37.861694,-48.797512,-100.0,32.332844,0.0052824393,0.6381101
51.150002,0.15800004,37.86454,-48.36969,-100.0,32.330967,0.0049082469,0.63572925
51.299999,0.1651679,37.867477,-47.968224,-100.0,32.329025,0.0045725503,0.63351619
51.450001,0.17220481,37.870514,-47.590603,-100.0,32.327023,0.0042708265,0.63146204
51.599998,0.1791117,37.873661,-47.234592,-100.0,32.324944,0.0039992188,0.6295585
51.75,0.18589073,37.876915,-46.898201,-100.0,32.322796,0.0037544181,0.62779778
51.900002,0.19254509,37.880291,-46.579651,-100.0,32.320568,0.0035335687,0.62617254
52.049999,0.19907877,37.883789,-46.277348,-100.0,32.31826,0.0033341937,0.62467581
52.200001,0.20549643,37.887409,-45.989857,-100.0,32.315872,0.0031541339,0.62330127
52.349998,0.21180323,37.891159,-45.715889,-100.0,32.313396,0.0029914996,0.62204278
52.5,0.21800476,37.895042,-45.454281,-100.0,32.310837,0.0028446291,0.62089467
52.650002,0.22410695,37.899055,-45.203979,-100.0,32.308186,0.0027120567,0.61985177
52.799999,0.23011598,37.90321,-44.964024,-100.0,32.305447,0.0025924847,0.61890906
52.950001,0.2360383,37.907497,-44.733536,-100.0,32.30262,0.0024847598,0.6180619
53.099998,0.24188051,37.91193,-44.511723,-100.0,32.299698,0.0023878559,0.61730611
53.25,0.24764942,37.9165,-44.297844,-100.0,32.296684,0.0023008557,0.61663759
53.400002,0.25335199,37.921215,-44.091228,-100.0,32.293571,0.0022229392,0.61605263
53.549999,0.25899529,37.926079,-43.891251,-100.0,32.290367,0.0021533703,0.61554772
53.700001,0.26458669,37.931087,-43.697327,-100.0,32.287067,0.0020914879,0.61511964
53.849998,0.27013353,37.936245,-43.508919,-100.0,32.283669,0.002036697,0.61476541
54.0,0.27564347,37.941551,-43.325523,-100.0,32.28017,0.0019884619,0.6144821
54.150002,0.28112435,37.947014,-43.146664,-100.0,32.276573,0.0019462996,0.61426723
54.299999,0.28658417,37.952629,-42.971893,-100.0,32.272873,0.0019097739,0.61411828
54.450001,0.2920312,37.958401,-42.800789,-100.0,32.26907,0.0018784918,0.61403304
54.599998,0.29747406,37.964333,-42.632942,-100.0,32.265167,0.0018520983,0.61400944
54.75,0.30292156,37.970421,-42.467972,-100.0,32.261154,0.0018302735,0.61404556
54.900002,0.30838296,37.976677,-42.3055,-100.0,32.257038,0.0018127293,0.61413962
55.049999,0.31386793,37.983097,-42.145168,-100.0,32.252811,0.0017992067,0.61428994
55.200001,0.31938654,37.989685,-41.986626,-100.0,32.248474,0.0017894736,0.61449516
55.349998,0.32494947,37.996449,-41.829529,-100.0,32.244026,0.0017833227,0.61475378
55.5,0.33056793,38.003384,-41.673542,-100.0,32.239464,0.0017805696,0.61506462
55.650002,0.33625388,38.010498,-41.51833,-100.0,32.234783,0.0017810516,0.6154266
55.799999,0.34202003,38.017799,-41.363556,-100.0,32.22998,0.0017846266,0.61583871
55.950001,0.34787998,38.025284,-41.208881,-100.0,32.22506,0.0017911716,0.61630005
56.099998,0.35384837,38.032963,-41.05397,-100.0,32.220013,0.001800582,0.61680984
56.25,0.35994101,38.040836,-40.898476,-100.0,32.214836,0.0018127714,0.61736745
56.400002,0.36617506,38.048916,-40.742043,-100.0,32.20953,0.0018276708,0.61797231
56.549999,0.37256917,38.057201,-40.584297,-100.0,32.204082,0.0018452286,0.61862397
56.700001,0.37914389,38.065704,-40.424862,-100.0,32.198498,0.0018654101,0.61932206
56.849998,0.38592175,38.074429,-40.263336,-100.0,32.192768,0.0018881987,0.6200664
57.0,0.39292768,38.083385,-40.099285,-100.0,32.18689,0.0019135951,0.62085682
57.150002,0.40018943,38.092579,-39.932266,-100.0,32.180855,0.0019416193,0.62169337
57.299999,0.40773806,38.102028,-39.761787,-100.0,32.174656,0.0019723107,0.62257606
57.450001,0.41560844,38.111732,-39.587326,-100.0,32.168289,0.0020057296,0.62350512
57.599998,0.42384005,38.121708,-39.40831,-100.0,32.161743,0.0020419592,0.62448084
57.75,0.43247771,38.131973,-39.22411,-100.0,32.155014,0.0020811083,0.62550378
57.900002,0.44157284,38.142536,-39.034031,-100.0,32.14809,0.0021233128,0.6265744
58.049999,0.45118463,38.153416,-38.837299,-100.0,32.140961,0.0021687413,0.62769353
58.200001,0.4613817,38.164627,-38.633053,-100.0,32.133614,0.0022175978,0.62886202
58.349998,0.47224441,38.176193,-38.420303,-100.0,32.126038,0.0022701283,0.63008082
58.5,0.48386723,38.188141,-38.197937,-100.0,32.118217,0.0023266282,0.63135129
58.650002,0.49636254,38.200489,-37.964661,-100.0,32.110134,0.0023874515,0.63267481
58.799999,0.50986511,38.213276,-37.718983,-100.0,32.101768,0.0024530219,0.63405305
58.950001,0.52453798,38.226528,-37.45916,-100.0,32.093098,0.0025238488,0.63548785
59.099998,0.54058087,38.240292,-37.183121,-100.0,32.084099,0.0026005467,0.63698143
59.25,0.55824137,38.254608,-36.888401,-100.0,32.074741,0.0026838628,0.63853633
59.400002,0.57783008,38.269535,-36.572014,-100.0,32.064987,0.0027747105,0.64015549
59.549999,0.59974295,38.285141,-36.230316,-100.0,32.054798,0.00287422,0.64184225
59.700001,0.624493,38.301498,-35.858788,-100.0,32.044117,0.0029838041,0.64360058
59.849998,0.65275776,38.318707,-35.451729,-100.0,32.032887,0.0031052551,0.64543509
60.0,0.68545121,38.336884,-35.001858,-100.0,32.02103,0.0032408847,0.64735126
60.150002,0.72383815,38.356182,-34.499649,-100.0,32.00845,0.0033937332,0.64935565
60.299999,0.76972085,38.376789,-33.932392,-100.0,31.995022,0.0035678961,0.65145618
60.450001,0.82575852,38.398964,-33.28265,-100.0,31.980581,0.0037690501,0.65366262
60.599998,0.89604455,38.42305,-32.525753,-100.0,31.964905,0.0040053451,0.65598756
60.75,0.98721647,38.449535,-31.625422,-100.0,31.947678,0.0042890045,0.65844727
60.900002,1.11077,38.479137,-30.525738,-100.0,31.928438,0.004639423,0.66106397
61.049999,1.2883971,38.512978,-29.135122,-100.0,31.906462,0.0050897356,0.66386962
61.200001,1.5660719,38.552956,-27.291113,-100.0,31.880524,0.0057026194,0.66691417
61.349998,2.0587814,38.602642,-24.671898,-100.0,31.848324,0.0066154967,0.67028481
61.5,3.136431,38.669933,-20.529169,-100.0,31.804781,0.0082073323,0.67416161
61.650002,6.5632973,38.777004,-12.655292,-100.0,31.735657,0.011993256,0.67903787
61.799999,20.881926,38.997124,6.2576284,-100.0,31.594147,0.025655827,0.68714958
61.950001,27.515234,39.238148,20.441051,-100.0,31.440105,0.064828008,0.70929164
62.099998,26.548687,39.410488,17.162027,-100.0,31.330542,0.11241868,0.73599988
62.25,24.996252,39.633202,13.27685,-100.0,31.189663,0.1507484,0.75627589
62.400002,23.041992,39.896282,9.576827,-100.0,31.024263,0.18187301,0.77183908
62.549999,20.448633,40.184269,5.6510868,-100.0,30.844452,0.20747045,0.78398854
62.700001,16.615913,40.479652,0.74664938,-100.0,30.661356,0.22817279,0.79338545
62.849998,10.160234,40.750191,-7.2228603,-100.0,30.494829,0.24312614,0.80023116
63.0,2.2287579,40.918198,-23.903009,-100.0,30.39197,0.24707021,0.80431688
63.150002,0.19459456,40.951668,-46.483742,-100.0,30.371529,0.23829271,0.80530238
63.299999,0.038111836,40.955364,-61.204411,-100.0,30.369272,0.21618658,0.80053258
63.450001,0.017006177,40.959328,-68.473282,-100.0,30.366852,0.18153943,0.79182631
63.599998,0.012322584,40.964298,-71.37397,-100.0,30.363819,0.14396943,0.78090465
63.75,0.011610748,40.969299,-71.909706,-100.0,30.360767,0.11134771,0.76915026
63.900002,0.012551297,40.973713,-71.208389,-100.0,30.358074,0.086046278,0.75754178
64.050003,0.014534529,40.977264,-69.887466,-100.0,30.355907,0.067314796,0.74657643
64.199997,0.017361937,40.97987,-68.286842,-100.0,30.354319,0.053592697,0.73643088
64.349998,0.020949529,40.981556,-66.595238,-100.0,30.353289,0.043464988,0.72711515
64.5,0.025240511,40.982399,-64.916946,-100.0,30.352776,0.035872389,0.71856749
64.650002,0.030176762,40.982491,-63.307865,-100.0,30.352718,0.030073311,0.71070379
64.800003,0.035691019,40.981941,-61.795769,-100.0,30.353054,0.025559181,0.70344073
64.949997,0.041707244,40.980843,-60.391979,-100.0,30.353725,0.021981178,0.69670451
65.099998,0.048144102,40.97929,-59.098331,-100.0,30.354673,0.019097667,0.69043362
65.25,0.054919146,40.97736,-57.911324,-100.0,30.35585,0.016738825,0.6845777
65.400002,0.061952513,40.975128,-56.824654,-100.0,30.357212,0.014783319,0.67909622
65.550003,0.06916973,40.972656,-55.83073,-100.0,30.358719,0.013142989,0.6739561
65.699997,0.0765035,40.969997,-54.921566,-100.0,30.360342,0.011752703,0.66913021
65.849998,0.083894603,40.967197,-54.089317,-100.0,30.362051,0.010563568,0.66459584
66.0,0.091292128,40.964294,-53.326565,-100.0,30.363821,0.009538319,0.66033345
66.150002,0.098653175,40.961323,-52.626434,-100.0,30.365635,0.0086481497,0.65632582
66.300003,0.10594231,40.958313,-51.982681,-100.0,30.367474,0.0078704916,0.65255749
66.449997,0.11313077,40.95528,-51.389671,-100.0,30.369324,0.0071874443,0.64901441
66.599998,0.12019568,40.952251,-50.842354,-100.0,30.371174,0.0065846452,0.64568353
66.75,0.1271192,40.949238,-50.336231,-100.0,30.373013,0.0060504475,0.64255267
66.900002,0.1338878,40.946255,-49.867298,-100.0,30.374832,0.0055753104,0.63961035
67.050003,0.14049153,40.943314,-49.432003,-100.0,30.376629,0.0051513487,0.63684589
67.199997,0.14692342,40.940426,-49.027184,-100.0,30.378393,0.0047719874,0.63424909
67.349998,0.15317893,40.937595,-48.650043,-100.0,30.380121,0.0044317031,0.63181037
67.5,0.15925552,40.93483,-48.29808,-100.0,30.381809,0.0041258195,0.62952077
67.650002,0.16515224,40.932137,-47.969082,-100.0,30.383455,0.0038503523,0.62737167
67.800003,0.17086941,40.929512,-47.661072,-100.0,30.385057,0.0036018845,0.62535512
67.949997,0.17640838,40.926968,-47.37228,-100.0,30.386612,0.003377469,0.62346357
68.099998,0.18177128,40.924503,-47.101135,-100.0,30.388117,0.0031745501,0.62168992
68.25,0.18696088,40.922119,-46.846214,-100.0,30.389574,0.0029909005,0.62002754
68.400002,0.19198042,40.919815,-46.606255,-100.0,30.39098,0.0028245701,0.61847007
68.550003,0.19683348,40.917599,-46.380108,-100.0,30.392336,0.0026738436,0.61701173
68.699997,0.20152393,40.915462,-46.16674,-100.0,30.393641,0.0025372074,0.61564696
68.849998,0.20605581,40.91341,-45.965221,-100.0,30.394896,0.0024133197,0.61437052
69.0,0.21043327,40.911442,-45.774704,-100.0,30.396099,0.0023009875,0.61317766
69.150002,0.21466063,40.909554,-45.594421,-100.0,30.397251,0.0021991467,0.61206371
69.300003,0.21874213,40.907749,-45.423668,-100.0,30.398354,0.0021068451,0.61102438
69.449997,0.2226821,40.906029,-45.261814,-100.0,30.399406,0.0020232284,0.61005563
69.599998,0.22648486,40.904385,-45.108269,-100.0,30.40041,0.0019475286,0.60915369
69.75,0.23015466,40.902821,-44.962498,-100.0,30.401365,0.0018790525,0.60831499
69.900002,0.23369578,40.901337,-44.824009,-100.0,30.402273,0.0018171744,0.6075362
70.050003,0.23711234,40.899929,-44.692352,-100.0,30.403133,0.0017613274,0.60681409
70.199997,0.24040852,40.898598,-44.567104,-100.0,30.403948,0.0017109974,0.60614574
70.349998,0.24358837,40.897339,-44.44788,-100.0,30.404716,0.0016657172,0.6055283
70.5,0.24665587,40.896156,-44.334324,-100.0,30.405441,0.0016250615,0.60495913
70.650002,0.24961494,40.895042,-44.226101,-100.0,30.40612,0.0015886426,0.60443586
70.800003,0.25246942,40.894001,-44.122902,-100.0,30.406759,0.0015561067,0.60395598
70.949997,0.2552231,40.893024,-44.024437,-100.0,30.407354,0.0015271304,0.60351741
71.099998,0.25787964,40.89212,-43.930439,-100.0,30.407907,0.0015014177,0.60311794
71.25,0.2604427,40.891277,-43.840652,-100.0,30.408422,0.0014786976,0.60275573
71.400002,0.26291582,40.890503,-43.754845,-100.0,30.408895,0.0014587219,0.60242879
71.550003,0.26530245,40.88979,-43.672794,-100.0,30.409332,0.0014412624,0.60213548
71.699997,0.26760599,40.889141,-43.594292,-100.0,30.409729,0.0014261099,0.60187405
71.849998,0.26982978,40.88855,-43.519138,-100.0,30.410089,0.0014130722,0.60164303
72.0,0.27197707,40.88802,-43.447147,-100.0,30.410414,0.0014019725,0.60144079
72.150002,0.27405101,40.887547,-43.378151,-100.0,30.410704,0.0013926483,0.60126609
72.300003,0.27605474,40.887131,-43.311981,-100.0,30.410957,0.00138495,0.60111755
72.449997,0.27799127,40.886772,-43.248482,-100.0,30.411177,0.0013787402,0.60099387
72.599998,0.2798636,40.886467,-43.1875,-100.0,30.411364,0.0013738922,0.60089391
72.75,0.28167459,40.886215,-43.128899,-100.0,30.411518,0.0013702894,0.60081661
72.900002,0.28342715,40.886017,-43.072544,-100.0,30.41164,0.0013678245,0.60076082
73.050003,0.28512397,40.885868,-43.018311,-100.0,30.41173,0.0013663989,0.60072559
73.199997,0.28676778,40.885769,-42.966076,-100.0,30.411791,0.0013659218,0.60071003
73.349998,0.28836125,40.885723,-42.915722,-100.0,30.411819,0.0013663096,0.60071319
73.5,0.28990695,40.885723,-42.867138,-100.0,30.411819,0.0013674854,0.60073423
73.650002,0.29140738,40.885769,-42.820225,-100.0,30.411791,0.0013693786,0.60077244
73.800003,0.29286501,40.885864,-42.774876,-100.0,30.411732,0.0013719245,0.60082698
73.949997,0.2942822,40.886005,-42.730999,-100.0,30.411646,0.0013750633,0.60089719
74.099998,0.29566133,40.886192,-42.688503,-100.0,30.411531,0.0013787406,0.60098249
74.25,0.29700467,40.886425,-42.647297,-100.0,30.41139,0.0013829063,0.60108215
74.400002,0.29831442,40.8867,-42.6073,-100.0,30.411222,0.0013875146,0.60119563
74.550003,0.29959279,40.887016,-42.568428,-100.0,30.411028,0.0013925236,0.60132241
74.699997,0.30084184,40.887379,-42.530605,-100.0,30.410807,0.0013978953,0.60146195
74.849998,0.30206364,40.887783,-42.493755,-100.0,30.410559,0.0014035945,0.60161382
75.0,0.30326024,40.888229,-42.457809,-100.0,30.410286,0.0014095898,0.60177749
75.150002,0.30443355,40.888718,-42.422703,-100.0,30.409986,0.0014158523,0.60195255
75.300003,0.3055855,40.889248,-42.388363,-100.0,30.409664,0.0014223561,0.6021387
75.449997,0.30671793,40.88982,-42.354729,-100.0,30.409315,0.0014290776,0.60233545
75.599998,0.30783266,40.89043,-42.321739,-100.0,30.408941,0.0014359956,0.60254258
75.75,0.30893147,40.891083,-42.289337,-100.0,30.408543,0.0014430911,0.60275972
75.900002,0.31001607,40.891777,-42.257469,-100.0,30.408119,0.0014503471,0.60298657
76.050003,0.31108811,40.892509,-42.226074,-100.0,30.407671,0.0014577486,0.60322291
76.199997,0.31214929,40.89328,-42.195103,-100.0,30.407198,0.0014652821,0.60346842
76.349998,0.31320116,40.894093,-42.164509,-100.0,30.4067,0.0014729359,0.60372287
76.5,0.31424534,40.894947,-42.134235,-100.0,30.406179,0.0014807,0.60398614
76.650002,0.3152833,40.89584,-42.104244,-100.0,30.405634,0.0014885652,0.604258
76.800003,0.31631655,40.896774,-42.074486,-100.0,30.405064,0.0014965243,0.60453826
76.949997,0.31734657,40.897747,-42.044914,-100.0,30.404469,0.0015045709,0.60482681
77.099998,0.31837478,40.898762,-42.015488,-100.0,30.403849,0.0015127,0.60512346
77.25,0.31940258,40.899815,-41.986168,-100.0,30.403204,0.0015209072,0.60542816
77.400002,0.32043138,40.900909,-41.956913,-100.0,30.402534,0.0015291894,0.60574073
77.550003,0.32146248,40.902046,-41.927689,-100.0,30.40184,0.0015375447,0.60606104
77.699997,0.32249725,40.903225,-41.898449,-100.0,30.401119,0.0015459714,0.60638916
77.849998,0.32353699,40.904442,-41.869164,-100.0,30.400375,0.001554469,0.60672492
78.0,0.32458299,40.905704,-41.839798,-100.0,30.399605,0.0015630379,0.6070683
78.150002,0.32563654,40.907009,-41.81031,-100.0,30.398808,0.0015716786,0.60741925
78.300003,0.3266989,40.908356,-41.780674,-100.0,30.397984,0.0015803929,0.60777777
78.449997,0.32777134,40.909744,-41.750854,-100.0,30.397135,0.0015891829,0.60814381
78.599998,0.32885507,40.911179,-41.720818,-100.0,30.396259,0.0015980512,0.60851735
78.75,0.32995135,40.912655,-41.690533,-100.0,30.395355,0.0016070009,0.60889846
78.900002,0.33106139,40.914181,-41.659969,-100.0,30.394424,0.0016160362,0.60928708
79.050003,0.33218646,40.915749,-41.629093,-100.0,30.393467,0.001625161,0.60968333
79.199997,0.33332777,40.917362,-41.597878,-100.0,30.392479,0.0016343803,0.61008716
79.349998,0.33448657,40.919025,-41.566292,-100.0,30.391464,0.0016436989,0.61049867
79.5,0.33566412,40.920734,-41.534309,-100.0,30.390419,0.0016531227,0.61091793
79.650002,0.33686164,40.922493,-41.501892,-100.0,30.389345,0.0016626576,0.61134487
79.800003,0.33808041,40.924301,-41.469021,-100.0,30.388241,0.0016723099,0.61177975
79.949997,0.3393217,40.926159,-41.435658,-100.0,30.387108,0.0016820866,0.61222255
80.099998,0.34058687,40.928066,-41.401783,-100.0,30.385941,0.0016919948,0.61267334
80.25,0.34187719,40.930027,-41.367359,-100.0,30.384745,0.0017020421,0.61313224
80.400002,0.34319404,40.932041,-41.332359,-100.0,30.383514,0.0017122363,0.61359942
80.550003,0.34453878,40.934109,-41.296753,-100.0,30.382252,0.001722586,0.61407489
80.699997,0.34591281,40.93623,-41.260517,-100.0,30.380955,0.0017330998,0.61455882
80.849998,0.34731764,40.938408,-41.223614,-100.0,30.379625,0.0017437869,0.61505133
81.0,0.3487547,40.940643,-41.186016,-100.0,30.37826,0.0017546566,0.6155526
81.150002,0.3502256,40.94294,-41.14769,-100.0,30.376858,0.001765719,0.6160627
81.300003,0.35173187,40.945293,-41.108608,-100.0,30.375422,0.0017769845,0.61658186
81.449997,0.35327518,40.947708,-41.068737,-100.0,30.373947,0.0017884639,0.61711019
81.599998,0.35485727,40.950184,-41.028042,-100.0,30.372435,0.0018001684,0.61764789
81.75,0.35647988,40.952728,-40.986488,-100.0,30.370882,0.0018121097,0.61819506
81.900002,0.35814491,40.955334,-40.944046,-100.0,30.369291,0.0018243003,0.618752
82.050003,0.35985425,40.958008,-40.900673,-100.0,30.367659,0.0018367526,0.61931878
82.199997,0.36160997,40.960751,-40.856335,-100.0,30.365984,0.0018494804,0.6198957
82.349998,0.36341414,40.963562,-40.810997,-100.0,30.364269,0.0018624974,0.62048286
82.5,0.36526906,40.966446,-40.764614,-100.0,30.362509,0.0018758182,0.62108064
82.650002,0.36717704,40.969406,-40.717144,-100.0,30.360703,0.0018894583,0.62168908
82.800003,0.36914054,40.972439,-40.668549,-100.0,30.358852,0.0019034335,0.62230855
82.949997,0.37116218,40.975552,-40.618778,-100.0,30.356953,0.0019177607,0.62293923
83.099998,0.37324473,40.978741,-40.567791,-100.0,30.355007,0.0019324577,0.62358141
83.25,0.3753911,40.982014,-40.51553,-100.0,30.35301,0.0019475429,0.62423527
83.400002,0.3776044,40.985371,-40.461948,-100.0,30.350962,0.0019630359,0.62490124
83.550003,0.37988788,40.988815,-40.406994,-100.0,30.348862,0.0019789573,0.62557942
83.699997,0.38224509,40.992348,-40.350605,-100.0,30.346706,0.001995329,0.62627017
83.849998,0.38467976,40.995972,-40.292725,-100.0,30.344498,0.0020121741,0.62697387
84.0,0.38719586,40.999691,-40.233284,-100.0,30.34223,0.0020295165,0.62769073
84.150002,0.38979766,41.003506,-40.172218,-100.0,30.339905,0.0020473823,0.62842119
84.300003,0.39248976,41.00742,-40.109455,-100.0,30.337517,0.002065799,0.62916547
84.449997,0.39527705,41.011436,-40.044922,-100.0,30.335068,0.0020847956,0.629924
84.599998,0.39816481,41.01556,-39.978531,-100.0,30.332554,0.0021044032,0.63069719
84.75,0.40115872,41.019794,-39.910198,-100.0,30.329973,0.0021246548,0.63148534
84.900002,0.40426496,41.024143,-39.839836,-100.0,30.327324,0.0021455861,0.63228887
85.050003,0.40749016,41.028606,-39.767338,-100.0,30.324604,0.0021672344,0.6331082
85.199997,0.41084152,41.033192,-39.6926,-100.0,30.32181,0.0021896409,0.6339438
85.349998,0.41432688,41.037903,-39.615513,-100.0,30.318939,0.0022128487,0.63479614
85.5,0.41795474,41.042747,-39.535946,-100.0,30.31599,0.0022369053,0.63566566
85.650002,0.42173439,41.047722,-39.453773,-100.0,30.312958,0.0022618608,0.63655287
85.800003,0.42567605,41.052837,-39.368851,-100.0,30.309843,0.0022877699,0.63745826
85.949997,0.42979079,41.058102,-39.281017,-100.0,30.306639,0.0023146921,0.63838249
86.099998,0.43409091,41.063515,-39.190109,-100.0,30.303343,0.0023426919,0.63932598
86.25,0.43858993,41.069084,-39.095943,-100.0,30.299952,0.0023718385,0.64028949
86.400002,0.44330272,41.074818,-38.998314,-100.0,30.296461,0.002402209,0.64127356
86.550003,0.44824585,41.080723,-38.897007,-100.0,30.292868,0.0024338858,0.64227891
86.699997,0.45343778,41.086807,-38.791782,-100.0,30.289165,0.002466961,0.6433062
86.849998,0.45889896,41.093079,-38.682369,-100.0,30.285351,0.0025015345,0.64435625
87.0,0.46465245,41.099545,-38.568481,-100.0,30.281416,0.0025377173,0.64542985
87.150002,0.47072411,41.106216,-38.449787,-100.0,30.277359,0.0025756315,0.64652783
87.300003,0.47714308,41.113102,-38.325932,-100.0,30.27317,0.0026154127,0.64765102
87.449997,0.48394245,41.120216,-38.196514,-100.0,30.268845,0.0026572121,0.64880049
87.599998,0.49115989,41.127571,-38.061081,-100.0,30.264374,0.0027011987,0.64997721
87.75,0.49883842,41.135181,-37.919125,-100.0,30.25975,0.0027475613,0.65118229
87.900002,0.50702763,41.143055,-37.770077,-100.0,30.254963,0.0027965135,0.65241694
88.050003,0.5157848,41.151215,-37.613285,-100.0,30.250006,0.0028482964,0.65368241
88.199997,0.52517658,41.159679,-37.448013,-100.0,30.244865,0.0029031846,0.65498006
88.349998,0.53528094,41.168465,-37.273415,-100.0,30.239529,0.0029614917,0.65631133
88.5,0.54619002,41.177597,-37.088505,-100.0,30.233984,0.0030235783,0.65767795
88.650002,0.5580132,41.187103,-36.892151,-100.0,30.228214,0.0030898617,0.65908164
88.800003,0.57088143,41.19701,-36.683025,-100.0,30.2222,0.0031608283,0.66052437
88.949997,0.58495325,41.207352,-36.459568,-100.0,30.215925,0.0032370477,0.66200823
89.099998,0.60042238,41.218166,-36.219921,-100.0,30.209364,0.0033191955,0.66353559
89.25,0.61752796,41.2295,-35.961864,-100.0,30.202492,0.0034080772,0.66510916
89.400002,0.63656914,41.241405,-35.682709,-100.0,30.195272,0.0035046649,0.66673183
89.550003,0.65792543,41.253944,-35.379177,-100.0,30.187674,0.0036101441,0.66840696
89.699997,0.68208557,41.267189,-35.047192,-100.0,30.179649,0.0037259804,0.67013848
89.849998,0.70969045,41.281231,-34.681648,-100.0,30.171143,0.003854011,0.67193067
90.0,0.74159759,41.296181,-34.276039,-100.0,30.162092,0.0039965785,0.67378867
90.150002,0.77898157,41.312176,-33.821907,-100.0,30.152411,0.0041567278,0.67571849
90.300003,0.82349539,41.329388,-33.308048,-100.0,30.141996,0.0043385089,0.6777274
90.449997,0.87754238,41.348053,-32.719257,-100.0,30.130709,0.004547454,0.67982411
90.599998,0.94475359,41.368477,-32.034271,-100.0,30.118364,0.004791372,0.68201971
90.75,1.0308815,41.391079,-31.222345,-100.0,30.104708,0.0050817388,0.68432814
90.900002,1.1455934,41.416481,-30.237061,-100.0,30.089369,0.0054362887,0.68676829
91.050003,1.3064131,41.445618,-29.004496,-100.0,30.071789,0.0058842911,0.6893664
91.199997,1.5484638,41.480007,-27.398449,-100.0,30.051054,0.0064785043,0.69216204
91.349998,1.9526576,41.522362,-25.182323,-100.0,30.025539,0.0073265843,0.69522035
91.5,2.7474592,41.578201,-21.850231,-100.0,29.991943,0.008692936,0.69866496
91.650002,4.8136797,41.661095,-16.093554,-100.0,29.94215,0.011446935,0.70278782
91.800003,12.91707,41.813251,-3.7157702,-100.0,29.851009,0.019683756,0.70858639
91.949997,26.339664,42.07082,16.561693,-100.0,29.697483,0.045540035,0.7214703
92.099998,26.557121,42.236492,17.186909,-100.0,29.599228,0.090300113,0.74488688
92.25,25.074652,42.425125,13.447164,-100.0,29.487822,0.12976827,0.76457852
92.400002,23.158054,42.656036,9.7734337,-100.0,29.352123,0.1619115,0.77974033
92.550003,20.664993,42.915031,5.9520273,-100.0,29.200788,0.18839841,0.79159611
92.699997,17.116781,43.185974,1.3572034,-100.0,29.043447,0.20999493,0.80082887
92.849998,11.406406,43.442429,-5.5977769,-100.0,28.895428,0.22621304,0.80770051
93.0,3.5102668,43.622715,-19.389587,-100.0,28.791891,0.232987,0.81209379
93.150002,0.35814995,43.670914,-40.943916,-100.0,28.764284,0.227194,0.81384218
93.300003,0.059092876,43.671925,-57.250835,-100.0,28.763706,0.21050528,0.81073552
93.449997,0.02242768,43.670952,-65.981178,-100.0,28.764261,0.18171398,0.80311447
93.599998,0.014515457,43.671158,-69.899292,-100.0,28.764145,0.14758825,0.79300386
93.75,0.012707212,43.6717,-71.097237,-100.0,28.763834,0.11597349,0.78169852
93.900002,0.013105824,43.671871,-70.81913,-100.0,28.763737,0.090400696,0.77023941
