Time,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn,cAm,cAc,cAn,q1,n0,g0,alpha,n1,a,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,b,g2,g3,c,m4,k4,p2,r3,r4,m5,m6,k5,m7,m8,k6,n3,d,g4,m9,k7,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,e,f,m12,k10,p4,r7,r8,m13,k11,m14,k12,p5,k13,m15,q3,q4,g,n6,g7,m16,k14,p6,r9,r10,m17,k15,m18,k16,lightAmplitude,lightOffset,cyclePeriod,photoPeriod,phase,twilightPeriod,compartment,reaction_1,reaction_0,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_38,reaction_39,reaction_40
6.09,0.15179102125433042,0.004504979988311723,0.03294111812844647,1.0455558208137659,6.374604505983589,0.2329987602670904,0.033683082327992615,0.9925973587738742,0.3019748783615319,0.06230730552064318,0.008761993719242293,0.032021234873219485,6.06034277060891e-06,18.31558193291565,3.7148798433528594,2.2921842853889975,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.015708686003782422,0.11928269616180445,0.1259106521304671,0.07029002794894376,0.05869175771357271,0.09279775537054259,1.2503718724471222,1.1045353014710952,0.012973507483461186,0.010648078369896759,0.01548336542187983,0.0006433364247283968,0.03050632991644453,0.13062405452620646,0.07231757775820014,0.057994604357415894,5.324339667898579,0.43209046047155664,4.3678433857972605,0.01231939242283748,0.0,6.06034277060891e-06,6.0603121643014005e-06,1.4856324267870683e-05,7.98407891155485,7.817305010527839,0.05588280972138483,0.05167389071954574,4.520983369198723,1.5170427531359196,0.0,2.218598921652651,0.0,1.4802389181275923,0.16630050704924473,0.14935479231712892
6.1000000000000005,0.15075847232791392,0.004474363068476796,0.03271673483328763,1.0470158094022197,6.382476871640232,0.2333678636116473,0.03372534054833753,0.9917099764427078,0.3017001961904826,0.06247673234625147,0.008780679393768386,0.03204463425832705,5.940340548451775e-06,18.317245528033634,3.7201237653893804,2.296383956623749,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.015583118348544452,0.11851939122931997,0.1250541527960046,0.06981240576342027,0.05829401210992568,0.09218144577750084,1.251792845785509,1.1056316046709982,0.013010161244316722,0.010655723798114051,0.01552546798804349,0.0006447018262131922,0.030494629851374522,0.13057725613049206,0.07240830615728067,0.05794276536412254,5.324823274999377,0.43248715668526205,4.36795773840465,0.01232413218797996,0.0,5.940340548451775e-06,5.940311142225819e-06,1.456215082047468e-05,7.983476726721353,7.817561548588717,0.055981116348599674,0.05173838823978626,4.527296359855198,1.518741239719005,0.0,2.219422996514729,0.0,1.4817243114993388,0.16668633842188754,0.14974676659290365
6.11,0.14973228574837075,0.004443934391165039,0.0324937351371573,1.0484790475500994,6.390387162035764,0.23373910071818887,0.033767936950197204,0.990824088769042,0.3014259161355731,0.06264609538801784,0.008799405649629027,0.03206832341378108,5.822714465113391e-06,18.318900517109554,3.725367406802937,2.3005875427857605,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.015458634182019815,0.11776017517236867,0.12420293102827354,0.06933771947233351,0.0578986965906613,0.09156872715008567,1.253215942307896,1.1067294611619243,0.013046846771235323,0.01066346370659338,0.015567554703922433,0.0006460701651570217,0.030483149388890407,0.1305304864716038,0.07249976063207339,0.05789100062768487,5.325304380323748,0.4328829159755724,4.368071768949185,0.012328862676311078,0.0,5.822714465113391e-06,5.822686211914031e-06,1.4273802239778967e-05,7.982870000019104,7.817816730007386,0.056079956465017004,0.051803401080012,4.533623401606629,1.5204471437657703,0.0,2.220249610817095,0.0,1.483216555589723,0.16707147735295833,0.15013851926432636
6.12,0.14871243147544588,0.004413693072620196,0.03227211249234285,1.0499455408958722,6.3983354183007,0.23411247727890516,0.03381087171799664,0.989939700529433,0.3011520396496125,0.06281538994074298,0.008818171980533944,0.032092301708461834,5.7074174111965e-06,18.320546868204914,3.7306107551199115,2.304795034593142,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.015335224004883496,0.11700503639712653,0.12335696190888236,0.06886595530109717,0.05750579995745914,0.09095958526733264,1.2546411496237961,1.1078288703336134,0.013083563070501184,0.010671297881827245,0.015609624400274632,0.000647441404385329,0.030471888676943393,0.13048374597517745,0.07259194157853878,0.05783931042939924,5.3257829745871685,0.43327773724231067,4.368185478518916,0.012333583898502705,0.0,5.7074174111965e-06,5.707390265814354e-06,1.3991163041807101e-05,7.982258697867227,7.818070550324659,0.0561793308660131,0.05186892950170188,4.539964518833751,1.5221604660548045,0.0,2.2210787519705524,0.0,1.4847156462833897,0.16745591370685387,0.15053003955550934
6.13,0.14769887947717392,0.004383638229257287,0.03205186035249024,1.051415294966613,6.406321681895688,0.23448799903376297,0.03385414504123059,0.9890568164983267,0.3008785681840022,0.06298461130580436,0.00883697787905668,0.03211656850377425,5.594403449733548e-06,18.322184549081484,3.7358537977711648,2.309006422752309,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.01521287839703336,0.11625396320041348,0.12251622052631576,0.06839709947777936,0.05711531101073663,0.09035400586753749,1.2560684551077725,1.1089298314781808,0.013120309147381486,0.010679226107798718,0.015651675909492384,0.0006488155066431919,0.030460847865947716,0.13043703506803092,0.07268484940352207,0.057787695050320886,5.326259048417988,0.4336716193637399,4.368298868195181,0.01233829586528662,0.0,5.594403449733548e-06,5.5943773687301714e-06,1.3714120616676819e-05,7.981642786441321,7.818323005034854,0.05627924035060674,0.051934973773899384,4.546319735435634,1.523881207366454,0.0,2.221910407386106,0.0,1.4862215794748814,0.16783963742007696,0.1509213167138972
6.140000000000001,0.1466915997550251,0.004353768978406287,0.03183297217871647,1.0528883151641864,6.414345994656536,0.2348656717723879,0.033897757114853315,0.9881754414487748,0.3006055031889153,0.0631537547917034,0.008855822836267593,0.03214112315310777,5.483627384095626e-06,18.32381352721044,3.7410965220957753,2.3132216979585976,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.015091588016988733,0.11550694378891532,0.12168068199679333,0.0679311382445923,0.05672721855933877,0.08975197466536766,1.2574978458650479,1.1100323437801303,0.013157084005422618,0.010687248165805989,0.015693708065738297,0.0006501924345685311,0.030450027108929745,0.13039035417820055,0.07277848452559006,0.05773615477129767,5.3267325923600755,0.43406456119737025,4.368411939052733,0.01234299858745444,0.0,5.483627384095626e-06,5.483602325735729e-06,1.344256416937202e-05,7.9810222316877235,7.818574089587189,0.056379685721862506,0.052001534173806686,4.552689074769941,1.52560936849303,0.0,2.2227445644798958,0.0,1.487734351075103,0.1682226384913986,0.15131234001150332
6.15,0.14569056234176228,0.004324084438249503,0.031615441439054946,1.0543646067657806,6.422408398780493,0.23524550133367947,0.03394170813916651,0.9872955801524048,0.3003328461132989,0.06332281571447683,0.008874706341833403,0.032165965001940355,5.375044809168457e-06,18.32543376976864,3.74633891533974,2.317440850895916,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.014971343601375508,0.11476396627823406,0.12085032146249182,0.06746805785693155,0.056341511419753416,0.08915347735066037,1.2589293087382785,1.1111364063171438,0.01319388664664958,0.010695363834497328,0.01573571970504749,0.0006515721506994114,0.030439426561490346,0.13034370373493762,0.0728728473747905,0.0576846898729703,5.327203596871744,0.4344565615797098,4.368524692159764,0.012347692075856441,0.0,5.375044809168457e-06,5.375020733354046e-06,1.3176384845195554e-05,7.980396999319802,7.81882379938521,0.05648066778668975,0.0520686109866127,4.5590725596552355,1.527344950235293,0.0,2.2235812106719894,0.0,1.4892539570086678,0.16860490698435388,0.15170309874583002
6.16,0.1446957372939583,0.004294583727601196,0.031399261606596146,1.055844174927247,6.430508936801036,0.2356274936049835,0.03398599831960906,0.9864172373792427,0.3000605984048419,0.06349178939808153,0.008893627884208034,0.032191093388068526,5.268612257077063e-06,18.327045243632398,3.7515809646536873,2.321663872236205,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.014852135964427192,0.11402501868796418,0.1200251140853384,0.06700784457997924,0.05595817841327575,0.08855849958362552,1.260362830322493,1.1122420180629695,0.013230716071942115,0.010703572889947307,0.015777709665423263,0.0006529546174880098,0.03042904638172539,0.13029708416869723,0.07296793839220064,0.057633300635766146,5.327672052323939,0.43484761932580374,4.368637128577904,0.012352376341400214,0.0,5.268612257077063e-06,5.268589125282693e-06,1.2915476086998711e-05,7.979767054810233,7.8190721297858286,0.056582187355523304,0.05213620450517143,4.565470212385415,1.5290879533962491,0.0,2.2244203333839985,0.0,1.4907803932094807,0.1689864330322408,0.15209358224072608
6.17,0.14370709469812507,0.0042652659660893655,0.031184426160953998,1.0573270246792816,6.4386476515919515,0.2360116545223944,0.034030627866797,0.9855404178979088,0.299788761510031,0.06366067117484712,0.008912586950590735,0.032216507641516075,5.1642871018719725e-06,18.328647915377655,3.756822657093103,2.3258907526393813,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.014733955997444585,0.1132900889468669,0.11920503505209475,0.06655048469151746,0.05557720836839852,0.08796702699919474,1.2617983969594588,1.1133491778849536,0.013267571280960363,0.010711875105627976,0.01581967678694951,0.000654339797297582,0.030418886730245953,0.13025049591114699,0.07306375803001317,0.05758198733990964,5.3281379490002845,0.43523773322930537,4.368749249362276,0.012357051395049817,0.0,5.1642871018719725e-06,5.164264877083226e-06,1.2659733401528954e-05,7.979132363392641,7.819319076099339,0.056684245242303914,0.052204315030062114,4.571882054713214,1.5308383787817936,0.0,2.225261920039745,0.0,1.492313655620848,0.16936720683684275,0.1524837798473993
6.18,0.14272460465839437,0.004236130273790559,0.030970928585213796,1.0588131609341913,6.446824586333704,0.23639799006952616,0.03407559699620685,0.9846651264752839,0.29951733687408244,0.06382945638526248,0.00893158302717449,0.03224220708489667,5.062027768266919e-06,18.330241751271725,3.76206397961508,2.3301214827525945,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.01461679466830875,0.1125591648843371,0.11839005956413813,0.06609596447629443,0.055198590116094154,0.08737904519893175,1.2632359947605312,1.1144578845494824,0.01330445127262181,0.010720270252528367,0.015861619911737727,0.0006557276524206345,0.030408947770055983,0.13020393939514716,0.07316030675085611,0.05753075026540919,5.32860127709469,0.4356269020618184,4.368861055561475,0.012361717247824245,0.0,5.062027768266919e-06,5.062006414919389e-06,1.2409054871129524e-05,7.978492890049893,7.819564633588151,0.05678684226405148,0.052272942869105096,4.578308107879443,1.5325962271927067,0.0,2.2261059580620377,0.0,1.493853740189477,0.16974721867570752,0.1528736809438886
6.19,0.1417482373193472,0.004207175771907887,0.030758762371494972,1.0603025884720025,6.455039784550555,0.23678650627920086,0.0341209059285484,0.9837913678771981,0.2992463259411133,0.06399814037935246,0.008950615598855422,0.03226819103290146,4.96179337374503e-06,18.33182671728098,3.7673049190817336,2.33435605321081,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.014500643020895763,0.11183223424800819,0.1175801628563985,0.06564427023650156,0.05482231249865311,0.08679453976666246,1.264675609575039,1.1155681367120083,0.013341355044560977,0.010728758098988163,0.015903537884269087,0.0006571181450577175,0.03039922966670172,0.13015741505478554,0.0732575850285934,0.05747958969208937,5.329062026713581,0.4360151245736311,4.3689725482176875,0.012366373910797318,0.0,4.96179337374503e-06,4.961772857668624e-06,1.2163340276398567e-05,7.977848599527881,7.819808797467959,0.05688997924121226,0.052342088337929915,4.584748392552939,1.5343614994327726,0.0,2.226952434876765,0.0,1.4954006428711129,0.17012645889305059,0.15326327493820882
6.2,0.1407779628662805,0.0041784015827793786,0.030547921020983863,1.061795311939831,6.4632932901022615,0.23717720923326407,0.034166554889694896,0.9829191468684642,0.29897573015415885,0.06416671851703383,0.008969684149288193,0.03229445879234834,4.863543734401247e-06,18.33340277906825,3.772545462259338,2.3385944546365405,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.014385492174556895,0.1111092847046191,0.11677532019757968,0.06519538829190848,0.054448364369820944,0.08621349626889173,1.2661172269935783,1.1166799329170014,0.013378281593242131,0.01073733841071485,0.015945429551482905,0.0006585112373214967,0.030389732588247842,0.13011092332537738,0.07335559334817493,0.05742850589959409,5.329520187875141,0.43640239949355797,4.369083728366726,0.012371021395096651,0.0,4.863543734401247e-06,4.8635240227664236e-06,1.1922491110511216e-05,7.977199456333472,7.820051562907346,0.05699365699750752,0.05241175175986793,4.591202928827829,1.5361341963065482,0.0,2.227801337912273,0.0,1.4969543596286827,0.1705049179010254,0.15365255126913466
6.21,0.13981375151626957,0.0041498068296131575,0.030338398041710485,1.0632913358566591,6.471585147157251,0.23757010506163684,0.03421254411043267,0.9820484682126407,0.29870555095512735,0.06433518616805488,0.008988788161082553,0.032321009662460334,4.767239519157956e-06,18.334969901986156,3.777785595815718,2.3428366776392306,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.01427133332362439,0.11039030383401681,0.1159755068827456,0.06474930497577945,0.05407673459138484,0.08563590024899906,1.2675608323656673,1.117793271601926,0.013415229914338373,0.010746010950875727,0.015987293762761638,0.0006599068912511363,0.030380456705181746,0.1300644646434507,0.07345433220509894,0.05737749916737778,5.3299757505073755,0.43678872552841574,4.369194597038017,0.012375659711902291,0.0,4.767239519157956e-06,4.767220580422667e-06,1.1686410957263814e-05,7.976545424725311,7.820292925026742,0.057097876359579115,0.05248193346556928,4.597671736244194,1.5379143186129107,0.0,2.2286526545968592,0.0,1.4985148864274096,0.17088258618534247,0.15404149940602158
6.22,0.13885557352443756,0.004121390636673956,0.030130186950052505,1.0647906646091772,6.4799154001964085,0.23796519994262944,0.03425887382650903,0.9811793366722402,0.2984357897848584,0.0645035387126229,0.00900792711576669,0.03234784293476548,4.672842158840032e-06,18.33652805107723,3.7830253063205217,2.3470827128152165,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.014158157736875785,0.10967527913448138,0.11518069823852095,0.06430600663775987,0.053707412035625186,0.08506173723170098,1.2690064107938228,1.1189081510945607,0.013452199002670598,0.010754775480066293,0.01602912937008679,0.0006613050688096443,0.030371402190436103,0.13001803944675563,0.07355380210551488,0.05732656977471637,5.330428704448151,0.4371741013631021,4.369305155254656,0.012380288872445914,0.0,4.672842158840032e-06,4.672823962699354e-06,1.1455005268180453e-05,7.975886468715853,7.820532878898445,0.05720263815696926,0.052552633793075156,4.604154833770082,1.5397018671455815,0.0,2.229506372359424,0.0,1.5000822192349526,0.1712594543037514,0.15443010885021455
6.23,0.13790339917238187,0.004093152128940498,0.029923281267890924,1.066293302459294,6.488284093982657,0.23836250010175986,0.03430554427831156,0.9803117570083866,0.2981664480830534,0.06467177154087994,0.00902710049399981,0.032374957893459205,4.580314025831521e-06,18.33807719106593,3.788264580242013,2.351332550746972,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.0140459567570459,0.10896419801474322,0.11439086961349076,0.06386547963858771,0.05334038558089035,0.08449099271552378,1.2704539471557368,1.1200245696189999,0.013489187852605245,0.010763631756429673,0.016070935227908666,0.000662705731899424,0.03036256921926428,0.1299716481742439,0.07365400356553492,0.05727571800069392,5.330879039442866,0.4375585256599508,4.369415404033389,0.012384908888009343,0.0,4.580314025831521e-06,4.580296543167772e-06,1.122818180292339e-05,7.975222552059653,7.820771419545379,0.05730794322170306,0.05262385308732757,4.610652239833987,1.5414968426860343,0.0,2.23036247862662,0.0,1.5016563540156167,0.17163551289288867,0.1548183691337968
