Time,cyclin_A_Cdk2,cyclin_B_Cdk1,cyclin_E_Cdk2,cyclin_D_Cdk4_6,transcription_factor_E2F_active,Cdc20_active,E2F_total,Cdc20_total,GF,Kda,Kdb,Kdd,Kde,Kgf,K1cdc20,K2cdc20,K1e2f,K2e2f,Vda,Vdb,Vdd,Vde,vsa,vsb,vsd,vse,V1cdc20,V2cdc20,V1e2f,V2e2f,nuclear,R1_Synthesis_of_cyclin_D_Cdk4_6,R2_Degradation_of_cyclin_D_Cdk4_6,R3_E2F_activation,R4_E2F_inactivation,R5_Synthesis_of_cyclin_E_Cdk2,R6_Degradation_of_cyclin_E_Cdk2,R7_Synthesis_of_cyclin_A_Cdk2,R8_Degradation_of_cyclin_A_Cdk2,R9_Synthesis_of_cyclin_B_Cdk1,R10_Degradation_of_cyclin_B_Cdk1,R11_Phosphorylation_and_activation_of_Cdc20,R12_Dephosphorylation_and_inactivation_of_Cdc20
0.0,2.6,1.0,2.0,0.7205,2.4855,0.5,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.2151401584399756,2.1482484008579608,1.8127068723702666,0.521955,0.8666666666666666,0.4349625,0.11796296296296296,0.546,0.1393034825870647,0.17181818181818181,0.11666666666666665
0.1,2.63190633895937,1.040923646315674,1.965365126778089,0.7149053426355813,2.516214078350344,0.5058205575745219,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.21493515845562913,2.1139223199435353,1.8350415698417546,0.5284049564535722,0.8765665227736986,0.4403374637113102,0.11938978897389493,0.5527003311814678,0.14095270021616527,0.1788075029765801,0.11756858694786494
0.2,2.6641502359036755,1.0823469078013952,1.9303231992316316,0.7093312553304467,2.541259203018201,0.5122484662856402,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.21472809360983255,2.07958928007061,1.8575954211327221,0.5336644326338222,0.886526269803906,0.44472036052818514,0.12096056841254002,0.5594715495397719,0.1427700314123029,0.18587463969308085,0.11855655151718272
0.30000000000000004,2.696619372731375,1.1242595660667691,1.8947518818392124,0.7037779766946559,2.560609518969335,0.5192838795484803,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.2145189458900698,2.0452686757529355,1.8802904247919783,0.5377279989835603,0.8965017840873222,0.4481066658196336,0.1226753239578772,0.5662900682735887,0.14475570387560907,0.1930171985946175,0.11962830665720131
0.4,2.7291986930974,1.166648177668508,1.8585312814490216,0.6982457177995681,2.5742566531771844,0.526925935498416,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.21430769629740537,2.010971131893756,1.9030464793183726,0.5405938971672087,0.9064473043445572,0.45049491430600724,0.12453383589401151,0.573131725550454,0.1469096392219539,0.20023222147725078,0.12078128554692884
0.5,2.7617738257615727,1.2094971940366754,1.8215463963150031,0.6927346900621305,2.5821993764759643,0.5351737281364553,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.2140943258732883,1.9766846026182794,1.9257837575676569,0.5422618690599524,0.916316519491908,0.4518848908832937,0.12653587485420748,0.5799725034099302,0.1492317274925049,0.20751637135321477,0.12201277380843117
0.6000000000000001,2.794230641485563,1.2527886226790446,1.7836872724055157,0.6872451064005533,2.5844417742383654,0.5440262741924716,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.2138788157578787,1.942359591682432,1.9484224035756186,0.5427327725900567,0.9260623016030133,0.45227731049171394,0.1286811913039814,0.5867884347119682,0.15172182038237408,0.21486587511428284,0.12331991958294194
0.7000000000000001,2.8264551513885254,1.296502017422477,1.7448489967020604,0.681777181589619,2.5809891606459323,0.5534824831785206,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.21366114722076798,1.9079006302098052,1.970882454358432,0.5420077237356458,0.9356365238450118,0.4516731031130381,0.13096950646417385,0.5935555817915903,0.15437972512069129,0.22227652289454697,0.12469974474132561
0.8,2.8583334411262307,1.3406145324494962,1.7049316340162792,0.676331132335653,2.571843320851997,0.5635411265380245,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.21344130168232486,1.8731669592782596,1.9930837773811076,0.5400870973789194,0.9449898568870492,0.4500725811490994,0.13340050318025962,0.6002500226365084,0.15720519776081832,0.22974367858391218,0.12614915651437572
0.9,2.8897515812413634,1.3851009524375049,1.663840202149863,0.6709071772420689,2.5569983428125393,0.5742008058832463,3.0,5.0,1.0,0.1,0.005,0.1,0.1,0.1,1.0,1.0,0.01,0.01,0.245,0.28,0.245,0.35,0.175,0.21,0.175,0.21,0.21,0.35,0.805,0.7,1.0,0.15909090909090906,0.21321926073168876,1.8379823520030527,2.0149459844974977,0.5369696519906333,0.9540715180617313,0.44747470999219435,0.1359738166223313,0.6068478320606863,0.16019793590020326,0.23726228644808792,0.12766495945628525
