T,APTRACK,APTRACK2,APTRACK3,B,CAFLUXTR,CAI,CA_JSR,CA_NSR,D,F,G,H,IKR,IKS,J,KI,M,NA_I,O_TRACK,O_TRACK2,O_TRACK3,V,XR,XS1,XS2,YDV,ZDV
627.0,7.5097238e-39,4.1699449999999994e-38,0.17869526,0.0020683422,1.2152705e-39,0.00033688327,0.43016461,2.3093262,7.6274737e-06,0.77464533,0.50758445,0.97888178,0.016565217,-0.19533521,0.93590653,140.9989,0.0019716425,13.321093,0.0,0.0,0.0,-83.534546,0.18181568,0.23560672,0.18088852,0.59072739,0.016023209
630.0,1.6693528e-39,9.269463200000001e-39,0.17341375,0.0019432228,2.7014512e-40,0.00033076369,0.4351573,2.3095534,7.5902913e-06,0.78763425,0.52413172,0.97902948,0.015136329,-0.19105493,0.94386023,140.99889,0.0019617113,13.321449,0.0,0.0,0.0,-83.565002,0.16753799,0.23070367,0.17994745,0.6085791,0.015993308
633.0,3.7108345e-40,2.0605295e-39,0.16828835,0.0018499364,6.005124399999999e-41,0.00032486976,0.44017118,2.3096945,7.5536609e-06,0.79986566,0.54010367,0.97917336,0.013830271,-0.18685545,0.95060652,140.99889,0.0019519292,13.321799,0.0,0.0,0.0,-83.595146,0.15437452,0.22590272,0.17901091,0.62565291,0.015963769
636.0,8.2488835e-41,4.5803963e-40,0.16331443,0.0017801003,1.3348769e-41,0.00031919102,0.44520596,2.3097525,7.517604e-06,0.81138378,0.55552053,0.97931403,0.012636628,-0.18273525,0.9563275,140.99887,0.0019423018,13.322143,0.0,0.0,0.0,-83.624954,0.14223912,0.22120181,0.1780789,0.64198279,0.015934611
639.0,1.8335989999999999e-41,1.0181835e-40,0.15848753,0.0017275442,2.9679501e-42,0.00031371767,0.45026138,2.3097301,7.4821364e-06,0.82223022,0.57040185,0.97945195,0.011545843,-0.17869291,0.96117836,140.99887,0.0019328333,13.322478,0.0,0.0,0.0,-83.654419,0.13105215,0.21659891,0.1771514,0.657601,0.015905851
642.0,4.0763772e-42,2.2633773e-41,0.15380327,0.0016877265,6.6001158e-43,0.00030844045,0.45533717,2.3096299,7.4472732e-06,0.83244419,0.58476651,0.9795872,0.010549151,-0.17472708,0.96529114,140.99886,0.0019235276,13.322808,0.0,0.0,0.0,-83.68351,0.12074013,0.21209209,0.17622837,0.67253852,0.015877504
645.0,9.0664011e-43,5.0306615e-42,0.14925748,0.0016573038,1.4713633999999999e-43,0.00030335053,0.46043307,2.3094547,7.4130248e-06,0.84206265,0.59863269,0.97971982,0.0096385116,-0.17083655,0.96877807,140.99886,0.0019143872,13.323132,0.0,0.0,0.0,-83.712219,0.1112352,0.20767938,0.17530984,0.68682498,0.015849583
648.0,2.0178697999999997e-43,1.1182362000000001e-42,0.14484604,0.0016338154,3.2229865e-44,0.00029843973,0.46554878,2.3092067,7.3794004e-06,0.85112035,0.61201793,0.97984982,0.0088065574,-0.16702014,0.97173464,140.99884,0.0019054147,13.323448,0.0,0.0,0.0,-83.74054,0.10247473,0.2033589,0.17439575,0.70048869,0.015822096
651.0,4.4841551e-44,2.4802982999999997e-43,0.14056498,0.0019958136,7.0064923e-45,0.00029393382,0.47068405,2.3088889,0.00010041609,0.85942692,0.62361181,0.96823424,0.059625555,0.37667075,0.96988785,140.99719,0.060806729,13.323688,0.0,0.0,0.0,-60.771572,0.095064186,0.19942404,0.17355132,0.71301413,0.045492079
654.0,0.34381676,5.465064e-44,0.13641046,0.45927599,0.00022116001,0.00029603727,0.47583863,2.3085482,0.98468924,0.82794547,0.51124221,1.3198265e-08,0.070778847,2.9930298,0.46937585,140.99533,0.99995023,13.328148,0.0,0.0,0.0,44.091572,0.24137783,0.20755954,0.17568761,0.5654031,0.9914614
657.0,0.076427788,0.42438269,0.97825158,0.75733405,0.00029044453,0.00040399295,0.3343876,2.308609,0.9997716,0.79344451,0.39811432,5.890529399999999e-19,0.12036723,3.2231247,0.19066395,140.99495,0.99994785,13.327334,0.0,0.0,0.0,43.608326,0.40396535,0.21908598,0.17871502,0.41879821,0.9912644
660.0,0.0169893,0.094336964,0.94933844,0.88920879,0.00029044453,0.00053403666,0.21759212,2.3106108,0.99973983,0.7600596,0.31001943,2.7053631e-29,0.17148146,3.3805063,0.077455357,140.99454,0.99993211,13.326521,0.0,0.0,0.0,41.014061,0.52854621,0.23008764,0.18164103,0.31020689,0.98988354
663.0,0.0037765889,0.020970371,0.92127991,0.9469021,0.00029044453,0.00056712196,0.19801883,2.3133798,0.9996025,0.72704536,0.24141823,1.3154381e-39,0.21991155,3.5076652,0.031470664,140.99408,0.99991113,13.32573,0.0,0.0,0.0,38.389168,0.62288451,0.24034898,0.18440554,0.2297726,0.98817408
666.0,0.00083950628,0.0046615498,0.8940506,0.9715519,0.00013557245,0.00057432614,0.19784194,2.316323,0.99942529,0.69449484,0.18799712,0.0,0.26360846,3.6274416,0.0127892,140.99361,0.99988788,13.324965,0.0,0.0,0.0,36.131737,0.69527876,0.24994066,0.18702289,0.17019439,0.98644495
669.0,0.0001866157,0.0010362262,0.86762613,0.98146921,3.01367e-05,0.00057599822,0.20176275,2.3192949,0.99920702,0.66256231,0.14639705,0.0,0.30303368,3.7413745,0.0051984163,140.9931,0.99986243,13.324218,0.0,0.0,0.0,34.148502,0.75160241,0.25894505,0.18951134,0.1260644,0.98470157
672.0,4.1483214e-05,0.000230345,0.8419826,0.98475969,6.6991533e-06,0.00057785853,0.20570923,2.3222821,0.99893516,0.63133705,0.11400227,0.0,0.33928812,3.8477278,0.0021134794,140.99257,0.99983382,13.323486,0.0,0.0,0.0,32.317841,0.79589468,0.26741782,0.19188266,0.093377039,0.9828797
675.0,9.221395e-06,5.1203897e-05,0.81709707,0.9849897,1.4891694e-06,0.00057987211,0.20968159,2.3252864,0.99859416,0.60085833,0.088775821,0.0,0.37309963,3.9457114,0.00085948175,140.99202,0.9998011,13.322769,0.0,0.0,0.0,30.585594,0.83102,0.27539518,0.19414388,0.069165289,0.9809407
678.0,2.0498442e-06,1.1382227e-05,0.79294699,0.98372048,3.3103078e-07,0.00058201642,0.21368,2.3283091,0.9981665,0.57114738,0.069131494,0.0,0.40497005,4.0351081,0.00034962449,140.99144,0.99976367,13.322063,0.0,0.0,0.0,28.925011,0.85907686,0.28290471,0.19630001,0.051231489,0.97886044
681.0,4.5566438e-07,2.5301802e-06,0.76951075,0.98162341,7.3585554e-08,0.00058427104,0.21770471,2.3313515,0.99763054,0.54221755,0.053834084,0.0,0.43530616,4.1157923,0.00014226923,140.99084,0.99972063,13.321367,0.0,0.0,0.0,27.317509,0.88162982,0.28996885,0.19835497,0.037947804,0.97661543
684.0,1.0129064e-07,5.6243931e-07,0.7467671,0.9789716,1.6357495e-08,0.00058661506,0.22175591,2.3344145,0.99695867,0.51407731,0.041921701,0.0,0.46445498,4.1876316,5.7914105e-05,140.99023,0.99967092,13.320681,0.0,0.0,0.0,25.748123,0.89985865,0.29660612,0.20031178,0.028108489,0.97417903
687.0,2.2516119e-08,1.2502588e-07,0.72469574,0.97585624,3.6361436e-09,0.00058902684,0.22583379,2.3374989,0.99611491,0.48673189,0.032645307,0.0,0.49271187,4.2504835,2.3585548e-05,140.98961,0.99961323,13.320003,0.0,0.0,0.0,24.204449,0.91466165,0.30283198,0.20217277,0.020820444,0.97152072
690.0,5.0051576e-09,2.7792277e-08,0.70327669,0.97228235,8.0828638e-10,0.00059148384,0.2299386,2.340605,0.99505293,0.46018457,0.025421618,0.0,0.52032447,4.3042092,9.6100175e-06,140.98897,0.99954593,13.319332,0.0,0.0,0.0,22.67617,0.92672795,0.30865943,0.2039398,0.015422139,0.96860546
693.0,1.1126075e-09,6.1780066e-09,0.68249071,0.9682104,1.7967575e-10,0.0005939625,0.23407052,2.3437335,0.99371243,0.43443832,0.019796412,0.0,0.54749668,4.3486819,3.9178944e-06,140.98831,0.99946713,13.318667,0.0,0.0,0.0,21.15468,0.93658996,0.31409943,0.20561422,0.011423579,0.96539336
696.0,2.4732397e-10,1.3733226e-09,0.66231906,0.96357399,3.994052e-11,0.00059643824,0.2382298,2.346884,0.99201524,0.40949678,0.015415984,0.0,0.57439375,4.3837886,1.59835e-06,140.98766,0.99937427,13.31801,0.0,0.0,0.0,19.632668,0.9446609,0.31916142,0.20719714,0.0084618209,0.96183872
699.0,5.4978185e-11,3.0527891e-10,0.64274359,0.95828629,8.8784657e-12,0.00059888524,0.24241662,2.3500562,0.9898591,0.38536516,0.0120049,0.0,0.60114723,4.4094315,6.5257393e-07,140.98698,0.99926442,13.317359,0.0,0.0,0.0,18.103743,0.95126271,0.32385367,0.20868942,0.0062680277,0.9578889
702.0,1.2221222e-11,6.786112e-11,0.62374669,0.95224142,1.9736138e-12,0.00060127629,0.24663123,2.3532498,0.98711032,0.36205113,0.0093486756,0.0,0.62785989,4.4255204,2.6667612e-07,140.98631,0.99913371,13.316713,0.0,0.0,0.0,16.562046,0.95664608,0.32818362,0.21009175,0.0046430738,0.95348251
705.0,2.7166823e-12,1.5084997e-11,0.60531133,0.9453122,4.3871891e-13,0.00060358277,0.25087383,2.3564637,0.98359239,0.33956504,0.0072802929,0.0,0.65461141,4.431963,1.0909503e-07,140.98564,0.99897718,13.316073,0.0,0.0,0.0,15.00185,0.96100569,0.33215797,0.21140474,0.0034394648,0.94854712
708.0,6.038973e-13,3.3532773e-12,0.58742076,0.93734652,9.7523796e-14,0.00060577458,0.25514466,2.3596969,0.97907144,0.31792039,0.0056696991,0.0,0.68146336,4.4286485,4.468659e-08,140.98497,0.99878854,13.31544,0.0,0.0,0.0,13.417093,0.96449119,0.33578292,0.21262889,0.0025479514,0.94299555
711.0,1.3424166e-13,7.4540737e-13,0.570059,0.92816037,2.1678778e-14,0.00060781999,0.25944391,2.3629479,0.9732337,0.29713374,0.004415628,0.0,0.70846599,4.4154196,1.8331805e-08,140.9843,0.99855947,13.314812,0.0,0.0,0.0,11.800799,0.9672156,0.33906418,0.21376465,0.0018876124,0.93672073
714.0,2.9840872e-14,1.6569825e-13,0.55321038,0.91752779,4.8190233e-15,0.00060968555,0.2637718,2.366215,0.96565425,0.27722481,0.0034392353,0.0,0.73566484,4.3920364,7.5338775e-09,140.98364,0.99827862,13.31419,0.0,0.0,0.0,10.144347,0.96926057,0.3420071,0.21481244,0.0013985108,0.92958724
717.0,6.6333933e-15,3.6833428e-14,0.53685975,0.90516561,1.0712313e-15,0.00061133585,0.26812854,2.3694961,0.9557485,0.25821662,0.0026791443,0.0,0.76310796,4.3581233,3.1029908e-09,140.98297,0.99793017,13.313573,0.0,0.0,0.0,8.436511,0.97068048,0.34461635,0.21577252,0.0010362521,0.92141932
720.0,1.4745516e-15,8.1877838e-15,0.52099234,0.89070988,2.3812637e-16,0.00061273284,0.27251434,2.3727889,0.94269937,0.24013633,0.0020875912,0.0,0.79085219,4.3130975,1.2814486e-09,140.98233,0.9974913,13.312963,0.0,0.0,0.0,6.6621742,0.97150391,0.34689587,0.21664502,0.00076795649,0.91198128
723.0,3.2778132000000003e-16,1.8200805e-15,0.50559396,0.87368017,5.2933633e-17,0.00061383453,0.27692938,2.3760903,0.92534393,0.2230169,0.0016274323,0.0,0.81896859,4.2560649,5.3095495e-10,140.98169,0.99692798,13.312361,0.0,0.0,0.0,4.8005085,0.97173345,0.34884855,0.21742982,0.00056927407,0.90094715
726.0,7.286323000000001e-17,4.0458968000000004e-16,0.49065065,0.85342425,1.1766734e-17,0.00061459234,0.28137389,2.3793972,0.901995,0.20690142,0.0012698283,0.0,0.8475436,4.1856689,2.2091556e-10,140.98108,0.99618638,13.311767,0.0,0.0,0.0,2.8221884,0.97134286,0.35047573,0.21812642,0.00042217679,0.88785017
729.0,1.6196928e-17,8.993713100000001e-17,0.47614902,0.82902962,2.6156532999999998e-18,0.00061494642,0.28584805,2.3827057,0.87016112,0.1918513,0.00099247426,0.0,0.87667501,4.0998359,9.2414132e-11,140.98047,0.99517739,13.31118,0.0,0.0,0.0,0.6847828,0.97027081,0.35177693,0.21873383,0.00031332552,0.87199581
732.0,3.6004509e-18,1.9992323e-17,0.46207601,0.79918051,5.814393099999999e-19,0.00061481702,0.29035202,2.3860114,0.82610923,0.17796353,0.00078561663,0.0,0.90645075,3.9953399,3.8938554e-11,140.97987,0.99374211,13.310605,0.0,0.0,0.0,-1.6753626,0.96840972,0.35274881,0.21925037,0.00023286794,0.85230321
735.0,8.003521e-19,4.4441374e-18,0.44841892,0.76192802,1.2924943e-19,0.00061408867,0.29488596,2.3893087,0.76423222,0.16540644,0.00064655259,0.0,0.93687749,3.8670073,1.6572368e-11,140.97931,0.99157155,13.310041,0.0,0.0,0.0,-4.3580103,0.96558642,0.35338444,0.21967335,0.00017356653,0.82699955
738.0,1.7791203999999998e-19,9.878970499999999e-19,0.43516549,0.71435869,2.873114e-20,0.00061258167,0.29945007,2.3925908,0.67636997,0.15450118,0.0005529375,0.0,0.96764624,3.7062414,7.1588152e-12,140.97876,0.98799342,13.309492,0.0,0.0,0.0,-7.5269423,0.96153361,0.35367173,0.21999884,0.00013020769,0.79300559
741.0,3.9548458e-20,2.1960182e-19,0.42230377,0.65241671,6.386708e-21,0.00061000156,0.30404443,2.3958485,0.55227131,0.14592108,0.00049333554,0.0,0.99734539,3.4984989,3.1668273e-12,140.97826,0.98132592,13.308964,0.0,0.0,0.0,-11.458252,0.95586187,0.35359171,0.22022139,9.9358644e-05,0.74471802
744.0,8.7913135e-21,4.8815769999999995e-20,0.4098222,0.57269776,1.4197154e-21,0.00060586806,0.30866918,2.3990684,0.38621771,0.14120398,0.00046763907,0.0,1.021032,3.2201719,1.4610081e-12,140.97778,0.96661496,13.308463,0.0,0.0,0.0,-16.602184,0.94811708,0.3531163,0.22033422,8.0046353e-05,0.67200232
747.0,1.9542405e-21,1.0851365e-20,0.39770952,0.48141223,3.1559164000000005e-22,0.00059950951,0.31332439,2.402231,0.20012251,0.14393851,0.00050172745,0.0,1.0244678,2.8397083,7.3104359e-13,140.97734,0.92678452,13.308006,0.0,0.0,0.0,-23.569973,0.93819892,0.35220224,0.22033036,7.9188379e-05,0.55961984
750.0,4.344124e-22,2.4121738e-21,0.38595486,0.39498609,7.0153564e-23,0.00059042266,0.31801009,2.4053097,0.06162028,0.16088885,0.00074852019,0.0,0.97771627,2.3314254,4.2701143e-13,140.97696,0.79998821,13.307628,0.0,0.0,0.0,-32.884445,0.92672044,0.35075584,0.22020027,0.00015479203,0.39891571
753.0,9.6566489e-23,5.362074100000001e-22,0.3745476,0.31352338,1.5594589e-23,0.00057896774,0.32272616,2.4082761,0.0099474844,0.19592281,0.0021955348,0.0004896638,0.84963089,1.7253896,0.00018411984,140.97656,0.47527134,13.30738,0.0,0.0,0.0,-44.045765,0.9119882,0.34855276,0.21991859,0.00085921749,0.22592415
756.0,2.1465977e-23,1.1919472000000002e-22,0.3634775,0.24004447,3.4665558000000004e-24,0.00056617754,0.32747257,2.4111087,0.0012028118,0.23976411,0.010005082,0.0053283186,0.65333605,1.1108853,0.002773836,140.97614,0.14692539,13.307311,0.0,0.0,0.0,-55.462383,0.88812351,0.34530723,0.21944863,0.0067200521,0.10905432
759.0,4.7717194000000005e-24,2.6496058e-23,0.3527346,0.18012016,7.7058827e-25,0.0005527066,0.33224908,2.4137955,0.00017192677,0.28347719,0.033661574,0.031039052,0.42926323,0.53497863,0.013340641,140.97565,0.031115899,13.30744,0.0,0.0,0.0,-66.355247,0.85110295,0.34086004,0.21876784,0.030745693,0.051831566
762.0,1.0607159999999999e-24,5.889867e-24,0.34230918,0.13394485,1.7129575999999998e-25,0.00053885643,0.33705553,2.4163284,3.5646466e-05,0.32498175,0.066781119,0.13477069,0.23818806,0.080996037,0.046445638,140.97519,0.007746242,13.307755,0.0,0.0,0.0,-75.185951,0.80192173,0.33527359,0.21788549,0.068855323,0.028226933
765.0,2.357889e-25,1.3092716e-24,0.33219191,0.099310227,3.8077712e-26,0.00052500144,0.34189168,2.4187031,1.434305e-05,0.36415586,0.099576391,0.35885355,0.13183159,-0.16157547,0.12458143,140.9749,0.0034777152,13.308195,0.0,0.0,0.0,-80.100708,0.74636126,0.32893592,0.21686284,0.10871523,0.020153405
768.0,5.241403200000001e-26,2.9104084e-25,0.32237369,0.07363002,8.464378100000001e-27,0.00051149633,0.34675732,2.4209187,9.9773315e-06,0.40107802,0.13072947,0.59935409,0.088957414,-0.24924022,0.23090789,140.97476,0.0025325059,13.308688,0.0,0.0,0.0,-82.023468,0.69058621,0.32232392,0.21577694,0.14739105,0.017681334
771.0,1.1651229999999999e-26,6.469611e-26,0.31284565,0.054671977,1.8815652e-27,0.00049850735,0.35165218,2.4229786,8.8335382e-06,0.43585673,0.1605621,0.76674557,0.071849644,-0.27279469,0.33641019,140.97469,0.0022757596,13.309194,0.0,0.0,0.0,-82.668922,0.63762152,0.31570622,0.21467203,0.18449906,0.016926682
774.0,2.5899775000000002e-27,1.4381441e-26,0.30359918,0.040699136,4.1825729e-28,0.00048607256,0.356576,2.4248867,8.4793246e-06,0.46860936,0.18927592,0.86398387,0.063047238,-0.27566206,0.43075424,140.97464,0.0021941208,13.309697,0.0,0.0,0.0,-82.889282,0.5883016,0.30918083,0.21356475,0.22002159,0.016679266
777.0,5.7573182000000005e-28,3.1968821e-27,0.29462603,0.030406827,9.2975333e-29,0.00047418175,0.36152852,2.4266474,8.3442565e-06,0.49945167,0.21696183,0.917018,0.056936901,-0.27241498,0.51250476,140.97459,0.0021617447,13.310192,0.0,0.0,0.0,-82.978966,0.54265815,0.3027766,0.21246041,0.25400639,0.01658175
780.0,1.2798069e-28,7.1064196e-28,0.28591809,0.022827152,2.0667691e-29,0.00046281083,0.36650953,2.4282656,8.2732422e-06,0.52849448,0.24367143,0.9453311,0.051884409,-0.26744536,0.58265424,140.97456,0.002143855,13.310679,0.0,0.0,0.0,-83.029129,0.50049758,0.2965003,0.21136059,0.28651452,0.016528964
783.0,2.8449108999999996e-29,1.5797017e-28,0.27746752,0.017245397,4.5942664e-30,0.00045193286,0.37151873,2.4297454,8.2215756e-06,0.55584252,0.26944372,0.96034062,0.047408968,-0.26204202,0.64265066,140.97453,0.0021303643,13.311157,0.0,0.0,0.0,-83.067245,0.46157831,0.29035208,0.21026576,0.31760854,0.016489761
786.0,6.3240152e-30,3.5115535e-29,0.26926672,0.01313476,1.0212696000000001e-30,0.00044152129,0.37655589,2.4310915,8.1760072e-06,0.58159477,0.29431322,0.96829295,0.043353051,-0.25658309,0.69389433,140.9745,0.0021182727,13.311626,0.0,0.0,0.0,-83.101616,0.42565936,0.28433022,0.20917603,0.34734941,0.016454807
789.0,1.4057792000000001e-30,7.8059092e-30,0.26130828,0.010107223,2.2702026e-31,0.00043155093,0.38162076,2.4323082,8.1325252e-06,0.60584426,0.31831229,0.97252715,0.039650816,-0.25118041,0.73762923,140.97447,0.0021066687,13.312087,0.0,0.0,0.0,-83.134789,0.39251325,0.2784324,0.20809145,0.37579578,0.016421258
792.0,3.1249375e-31,1.7351927e-30,0.25358507,0.0078770779,5.046483600000001e-32,0.00042199797,0.38671306,2.4333997,8.089889e-06,0.62867886,0.34147188,0.97481102,0.036263965,-0.24586681,0.77493483,140.97446,0.0020952693,13.312539,0.0,0.0,0.0,-83.167557,0.36192822,0.27265623,0.207012,0.40300387,0.01638823
795.0,6.946492800000001e-32,3.8571983000000003e-31,0.24609014,0.0062339716,1.1217939e-32,0.00041284028,0.39183259,2.4343696,8.047713e-06,0.65018106,0.36382174,0.97607523,0.033163715,-0.24065112,0.8067407,140.97443,0.002083987,13.312983,0.0,0.0,0.0,-83.20015,0.33370826,0.26699927,0.20593765,0.42902753,0.016355449
798.0,1.5441511e-32,8.5742509e-32,0.23881672,0.0050230413,2.4936603e-33,0.00040405701,0.39697903,2.4352221,8.0058871e-06,0.67042875,0.38539058,0.97680777,0.030325556,-0.23553456,0.8338452,140.9744,0.0020727979,13.313417,0.0,0.0,0.0,-83.232658,0.30767208,0.26145917,0.20486841,0.45391816,0.016322838
801.0,3.4325275999999996e-33,1.905989e-32,0.23175827,0.0041302778,5.5432126e-34,0.00039562868,0.40215215,2.4359612,7.9643978e-06,0.68949515,0.40620604,0.97726363,0.027727567,-0.23051584,0.856933,140.97438,0.0020617,13.313844,0.0,0.0,0.0,-83.26506,0.28365219,0.25603354,0.20380424,0.47772509,0.016290393
804.0,7.6302408e-34,4.2368651e-33,0.22490844,0.0034717515,1.2322129e-34,0.00038753709,0.4073517,2.4365904,7.923265e-06,0.70744926,0.42629474,0.97757554,0.025349794,-0.22559285,0.87659103,140.97437,0.0020506994,13.314262,0.0,0.0,0.0,-83.297356,0.26149377,0.25072011,0.20274514,0.50049537,0.016258128
807.0,1.696143e-34,9.4182205e-34,0.21826106,0.0029856747,2.7391131e-35,0.00037976514,0.41257742,2.437113,7.8825233e-06,0.72435594,0.44568241,0.97781235,0.023173964,-0.22076324,0.89332193,140.97433,0.0020398053,13.314673,0.0,0.0,0.0,-83.329498,0.24105382,0.24551664,0.20169106,0.52227408,0.016226076
810.0,3.7703935e-35,2.093597e-34,0.21181016,0.002626562,6.0888347e-36,0.00037229687,0.41782904,2.4375331,7.8422081e-06,0.7402764,0.46439385,0.9780097,0.021183288,-0.21602465,0.90755606,140.97432,0.0020290273,13.315076,0.0,0.0,0.0,-83.361473,0.22220023,0.24042091,0.20064202,0.54310441,0.016194265
813.0,8.3812912e-36,4.6539026999999997e-35,0.20554991,0.0023609297,1.3535005e-36,0.00036511719,0.42310628,2.4378538,7.8023559e-06,0.75526822,0.48245293,0.97818571,0.019362332,-0.21137491,0.91966152,140.9743,0.0020183753,13.315472,0.0,0.0,0.0,-83.393234,0.20481098,0.23543076,0.19959797,0.56302744,0.016162729
816.0,1.8630956e-36,1.0345263e-35,0.19947469,0.0021641285,3.0087260999999997e-37,0.00035821201,0.42840889,2.4380782,7.7630002e-06,0.76938558,0.49988273,0.97834986,0.017696906,-0.20681192,0.92995316,140.97429,0.0020078584,13.31586,0.0,0.0,0.0,-83.424751,0.18877333,0.23054408,0.19855893,0.58208275,0.016131492
819.0,4.141516299999999e-37,2.2996711e-36,0.19357903,0.0020180128,6.688163300000001e-38,0.00035156813,0.43373662,2.4382095,7.7241721e-06,0.78267956,0.51670545,0.97850674,0.016173964,-0.20233378,0.93870008,140.97427,0.0019974839,13.31624,0.0,0.0,0.0,-83.456001,0.17398314,0.22575879,0.19752485,0.600308,0.016100587
822.0,9.2062675e-38,5.1119897e-37,0.18785763,0.0019092257,1.4867265e-38,0.00034517309,0.43908921,2.438251,7.6858978e-06,0.79519826,0.53294259,0.97865885,0.014781516,-0.19793874,0.94613212,140.97426,0.0019872596,13.316613,0.0,0.0,0.0,-83.486961,0.16034426,0.22107288,0.19649571,0.61773938,0.016070034
825.0,2.0464814e-38,1.1363553999999999e-37,0.18230532,0.0018279346,3.3048769e-39,0.0003390151,0.44446635,2.4382057,7.6482011e-06,0.80698681,0.54861474,0.97880733,0.013508546,-0.19362518,0.95244557,140.97424,0.0019771911,13.31698,0.0,0.0,0.0,-83.517593,0.14776784,0.21648435,0.19547154,0.63441128,0.016039856
828.0,4.5491683e-39,2.5260294e-38,0.17691712,0.001766902,7.3464894e-40,0.00033308318,0.44986781,2.4380763,7.6111019e-06,0.818088,0.56374186,0.97895265,0.012344941,-0.1893916,0.95780772,140.97423,0.0019672839,13.31734,0.0,0.0,0.0,-83.54789,0.13617185,0.21199125,0.19445229,0.65035683,0.016010072
831.0,1.0112442e-39,5.6151669000000004e-39,0.17168817,0.0017208002,1.6330592e-40,0.00032736693,0.4552933,2.4378657,7.5746161e-06,0.82854182,0.57834321,0.97909516,0.01128142,-0.18523663,0.96236145,140.97423,0.001957542,13.317693,0.0,0.0,0.0,-83.577827,0.12548052,0.20759165,0.19343795,0.66560763,0.0159807
834.0,2.247921e-40,1.248208e-39,0.16661377,0.0016857076,3.6302038e-41,0.0003218565,0.46074253,2.4375768,7.5387579e-06,0.83838606,0.59243727,0.97923493,0.010309465,-0.181159,0.96622849,140.97421,0.0019479692,13.318039,0.0,0.0,0.0,-83.607391,0.11562389,0.20328371,0.1924285,0.68019384,0.015951753
837.0,4.9968902e-41,2.7746691e-40,0.16168934,0.0016587379,8.0700779e-42,0.00031654263,0.46621525,2.437212,7.5035373e-06,0.84765637,0.60604191,0.97937196,0.0094212685,-0.17715751,0.96951234,140.9742,0.0019385678,13.318379,0.0,0.0,0.0,-83.636559,0.10653735,0.19906558,0.19142395,0.69414443,0.015923241
840.0,1.1108093e-41,6.1678152e-41,0.15691046,0.0016377664,1.793662e-42,0.0003114166,0.47171116,2.436774,7.4689628e-06,0.85638618,0.61917436,0.97950631,0.0086096711,-0.17323102,0.97230136,140.9742,0.0019293403,13.318712,0.0,0.0,0.0,-83.665321,0.098161258,0.19493544,0.19042426,0.70748705,0.015895179
843.0,2.4690879e-42,1.3710304e-41,0.15227284,0.0016212295,3.9937005999999995e-43,0.00030647015,0.47722998,2.4362655,7.4350396e-06,0.8646071,0.63185126,0.97963798,0.0078681139,-0.16937847,0.97467053,140.9742,0.0019202877,13.31904,0.0,0.0,0.0,-83.693672,0.090440527,0.19089156,0.18942945,0.72024816,0.015867572
846.0,5.49309e-43,3.0478242000000003e-42,0.14777227,0.001607976,8.8281803e-44,0.00030169543,0.48277146,2.4356885,7.4017712e-06,0.87234879,0.64408857,0.97976696,0.0071905903,-0.16559884,0.9766838,140.97418,0.0019114111,13.319361,0.0,0.0,0.0,-83.721596,0.083324306,0.18693218,0.18843947,0.73245299,0.015840426
849.0,1.2191296999999998e-43,6.7682716e-43,0.14340472,0.0015971591,1.9618179e-44,0.00029708503,0.48833528,2.4350455,7.3691599e-06,0.87963921,0.65590179,0.97989321,0.0065715984,-0.16189116,0.97839534,140.97418,0.0019027106,13.319676,0.0,0.0,0.0,-83.749092,0.076765664,0.18305559,0.18745433,0.74412584,0.015813747
852.0,0.93225342,1.4993894e-43,0.13916627,0.074637704,2.05693e-05,0.00029381725,0.49392116,2.4343426,0.29232812,0.87596697,0.64108944,0.10354351,0.026394801,2.7533767,0.86003202,140.9709,0.99971765,13.324639,0.0,0.0,0.0,42.972691,0.086746193,0.18115239,0.18695553,0.72734028,0.69184041
855.0,0.20723267,3.3631163e-44,0.13505308,0.58670014,0.00028939432,0.00029860841,0.49952888,2.4336641,0.9976927,0.83896047,0.49922895,4.5739775e-12,0.082102001,3.0255368,0.34934142,140.97055,0.99995255,13.324009,0.0,0.0,0.0,44.563751,0.28443497,0.19324377,0.18997324,0.53874624,0.99167579
858.0,0.046066206,0.25579309,0.96842051,0.81395686,0.0002920845,0.00047738419,0.27877036,2.4340169,0.99981242,0.80394232,0.38875937,2.0332837000000002e-22,0.13156551,3.2598777,0.1419035,140.97017,0.99994671,13.323189,0.0,0.0,0.0,43.389999,0.43838638,0.20505385,0.19295688,0.39905322,0.99117905
861.0,0.010240158,0.056860812,0.93979794,0.91423541,0.0002920845,0.00056637247,0.21110192,2.4361775,0.99972159,0.76968551,0.30273455,9.4075019e-33,0.18264279,3.4136777,0.057648119,140.96974,0.99992901,13.322379,0.0,0.0,0.0,40.578449,0.55506313,0.21619345,0.19580571,0.29558167,0.98962146
864.0,0.0022763072,0.012639714,0.91202134,0.95786637,0.0002920845,0.00058823789,0.20073867,2.4388216,0.99957711,0.73581547,0.23574534,4.6242848999999994e-43,0.22993922,3.5488873,0.023423519,140.96928,0.99990761,13.321596,0.0,0.0,0.0,38.009544,0.64349014,0.22657748,0.19849372,0.21893959,0.98790121
