data_generator_T,data_generator_V
0.0,-85.211922
3.0,-85.22467
6.0,-85.228767
9.0,-85.230331
12.0,-85.231163
15.0,-85.231766
18.0,-85.232315
21.0,-85.232834
24.0,-85.233353
27.0,-85.233864
30.0,-85.234367
33.0,-85.234871
36.0,-85.235374
39.0,-85.23587
42.0,-85.236366
45.0,-85.236862
48.0,-85.237358
51.0,-62.291359
54.0,51.35482
57.0,56.806965
60.0,56.406761
63.0,54.832455
66.0,53.038914
69.0,51.227974
72.0,49.450668
75.0,47.73893
78.0,46.109653
81.0,44.564854
84.0,43.097275
87.0,41.69548
90.0,40.347141
93.0,39.040833
96.0,37.766712
99.0,36.516689
102.0,35.284237
105.0,34.064171
108.0,32.852348
111.0,31.645456
114.0,30.440779
117.0,29.236061
120.0,28.029373
123.0,26.819031
126.0,25.603512
129.0,24.381416
132.0,23.151426
135.0,21.912271
138.0,20.662708
141.0,19.401474
144.0,18.127251
147.0,16.838596
150.0,15.533847
153.0,14.210991
156.0,12.867477
159.0,11.499978
162.0,10.104079
165.0,8.6738901
168.0,7.2015557
171.0,5.6766181
174.0,4.0851355
177.0,2.40838
180.0,0.62080222
183.0,-1.31329
186.0,-3.4452832
189.0,-5.8515797
192.0,-8.64884
195.0,-12.016459
198.0,-16.219477
201.0,-21.601379
204.0,-28.526939
207.0,-37.196354
210.0,-46.996742
213.0,-57.209908
216.0,-67.417099
219.0,-75.899757
222.0,-80.656013
225.0,-82.526062
228.0,-83.155594
231.0,-83.369026
234.0,-83.453705
237.0,-83.49929
240.0,-83.53299
243.0,-83.563019
246.0,-83.591888
249.0,-83.620361
252.0,35.677479
255.0,37.939209
258.0,36.53532
261.0,33.825787
264.0,31.447763
267.0,29.470354
270.0,27.736898
273.0,26.122278
276.0,24.573658
279.0,23.065384
282.0,21.581984
285.0,20.112444
288.0,18.648115
291.0,17.181774
294.0,15.707046
297.0,14.217907
300.0,12.708185
303.0,11.171
306.0,9.5980997
309.0,7.9790525
312.0,6.3002033
315.0,4.543242
318.0,2.6830831
321.0,0.68445522
324.0,-1.5038821
327.0,-3.959271
330.0,-6.8034725
333.0,-10.233365
336.0,-14.563231
339.0,-20.2418
342.0,-27.755014
345.0,-37.310764
348.0,-47.984741
351.0,-58.764305
354.0,-69.0467
357.0,-76.894623
360.0,-80.905647
363.0,-82.407768
366.0,-82.910942
369.0,-83.087532
372.0,-83.163628
375.0,-83.209152
378.0,-83.245293
381.0,-83.278511
384.0,-83.310791
387.0,-83.342751
390.0,-83.374557
393.0,-83.406273
396.0,-83.437881
399.0,-83.46936
402.0,-83.500679
405.0,-83.531807
408.0,-83.562714
411.0,-83.593361
414.0,-83.623734
417.0,-83.653801
420.0,-83.68354
423.0,-83.712936
426.0,-83.741966
429.0,-83.770622
432.0,-83.798882
435.0,-83.826736
438.0,-83.854172
441.0,-83.881195
444.0,-83.907784
447.0,-83.933945
450.0,-83.959671
453.0,45.391376
456.0,46.486095
459.0,45.082214
462.0,42.68092
465.0,40.417118
468.0,38.374645
471.0,36.491417
474.0,34.72084
477.0,33.039597
480.0,31.429342
483.0,29.873789
486.0,28.358778
489.0,26.872393
492.0,25.404779
495.0,23.947802
498.0,22.494688
501.0,21.039698
504.0,19.577826
507.0,18.104538
510.0,16.615513
513.0,15.10634
516.0,13.57217
519.0,12.007244
522.0,10.404303
525.0,8.7537918
528.0,7.0428104
531.0,5.2536416
534.0,3.3615646
537.0,1.3313376
540.0,-0.88884336
543.0,-3.3781643
546.0,-6.2631407
549.0,-9.7530651
552.0,-14.193497
555.0,-20.099947
558.0,-28.04826
561.0,-38.234451
564.0,-49.47187
567.0,-60.617043
570.0,-70.845345
573.0,-77.99781
576.0,-81.325661
579.0,-82.509399
582.0,-82.901352
585.0,-83.042641
588.0,-83.107941
591.0,-83.150269
594.0,-83.185555
597.0,-83.218628
600.0,-83.250969
603.0,-83.283043
606.0,-83.314987
609.0,-83.346832
612.0,-83.378563
615.0,-83.410156
618.0,-83.441582
621.0,-83.472809
624.0,-83.503807
627.0,-83.534546
630.0,-83.565002
633.0,-83.595146
636.0,-83.624954
639.0,-83.654419
642.0,-83.68351
645.0,-83.712219
648.0,-83.74054
651.0,-60.771572
654.0,44.091572
657.0,43.608326
660.0,41.014061
663.0,38.389168
666.0,36.131737
669.0,34.148502
672.0,32.317841
675.0,30.585594
678.0,28.925011
681.0,27.317509
684.0,25.748123
687.0,24.204449
690.0,22.67617
693.0,21.15468
696.0,19.632668
699.0,18.103743
702.0,16.562046
705.0,15.00185
708.0,13.417093
711.0,11.800799
714.0,10.144347
717.0,8.436511
720.0,6.6621742
723.0,4.8005085
726.0,2.8221884
729.0,0.6847828
732.0,-1.6753626
735.0,-4.3580103
738.0,-7.5269423
741.0,-11.458252
744.0,-16.602184
747.0,-23.569973
750.0,-32.884445
753.0,-44.045765
756.0,-55.462383
759.0,-66.355247
762.0,-75.185951
765.0,-80.100708
768.0,-82.023468
771.0,-82.668922
774.0,-82.889282
777.0,-82.978966
780.0,-83.029129
783.0,-83.067245
786.0,-83.101616
789.0,-83.134789
792.0,-83.167557
795.0,-83.20015
798.0,-83.232658
801.0,-83.26506
804.0,-83.297356
807.0,-83.329498
810.0,-83.361473
813.0,-83.393234
816.0,-83.424751
819.0,-83.456001
822.0,-83.486961
825.0,-83.517593
828.0,-83.54789
831.0,-83.577827
834.0,-83.607391
837.0,-83.636559
840.0,-83.665321
843.0,-83.693672
846.0,-83.721596
849.0,-83.749092
852.0,42.972691
855.0,44.563751
858.0,43.389999
861.0,40.578449
864.0,38.009544
867.0,35.794487
870.0,33.816475
873.0,31.974621
876.0,30.226946
879.0,28.549341
882.0,26.923601
885.0,25.334757
888.0,23.77038
891.0,22.22016
894.0,20.675467
897.0,19.128931
900.0,17.574032
903.0,16.004686
906.0,14.414793
909.0,12.797706
912.0,11.145566
915.0,9.4484415
918.0,7.6931915
921.0,5.8619123
924.0,3.9296513
927.0,1.8607804
930.0,-0.39723265
933.0,-2.9250524
936.0,-5.8525767
939.0,-9.397646
942.0,-13.927001
945.0,-20.000456
948.0,-28.245373
951.0,-38.812172
954.0,-50.312717
957.0,-61.545746
960.0,-71.596237
963.0,-78.326225
966.0,-81.349541
969.0,-82.412506
972.0,-82.766495
975.0,-82.896873
978.0,-82.959282
981.0,-83.00106
984.0,-83.036484
987.0,-83.069908
990.0,-83.102669
993.0,-83.135208
996.0,-83.167633
999.0,-83.199982
1002.0,-83.232239
1005.0,-83.264366
1008.0,-83.296349
1011.0,-83.32814
1014.0,-83.359718
1017.0,-83.391045
1020.0,-83.422096
1023.0,-83.45285
1026.0,-83.483276
1029.0,-83.513359
1032.0,-83.543076
1035.0,-83.572418
1038.0,-83.601364
1041.0,-83.629906
1044.0,-83.658028
1047.0,-83.685738
1050.0,-83.713013
1053.0,44.648052
1056.0,44.371601
1059.0,42.113682
1062.0,39.197048
1065.0,36.683033
1068.0,34.523407
1071.0,32.57156
1074.0,30.74329
1077.0,29.001743
1080.0,27.32399
1083.0,25.692425
1086.0,24.092663
1089.0,22.512817
1092.0,20.943007
1095.0,19.374878
1098.0,17.801144
1101.0,16.215143
1104.0,14.61034
1107.0,12.97978
1110.0,11.315391
1113.0,9.6071091
1116.0,7.8417277
1119.0,6.0013275
1122.0,4.060987
1125.0,1.9851677
1128.0,-0.27847981
1131.0,-2.8102739
1134.0,-5.7394929
1137.0,-9.2830772
1140.0,-13.806925
1143.0,-19.871645
1146.0,-28.107225
1149.0,-38.668743
1152.0,-50.166
1155.0,-61.383232
1158.0,-71.432037
1161.0,-78.20462
1164.0,-81.271515
1167.0,-82.355621
1170.0,-82.717407
1173.0,-82.850334
1176.0,-82.913467
1179.0,-82.95536
1182.0,-82.9907
1185.0,-83.023987
1188.0,-83.056602
1191.0,-83.088997
1194.0,-83.1213
1197.0,-83.153526
1200.0,-83.185669
1203.0,-83.217705
1206.0,-83.249596
1209.0,-83.281311
1212.0,-83.31282
1215.0,-83.344093
1218.0,-83.375092
1221.0,-83.4058
1224.0,-83.436195
1227.0,-83.466248
1230.0,-83.495949
1233.0,-83.525276
1236.0,-83.554214
1239.0,-83.582756
1242.0,-83.610886
1245.0,-83.638596
1248.0,-83.665886
1251.0,-60.667133
1254.0,44.430489
1257.0,43.887508
1260.0,40.978245
