Time,I,E,A,T,M,P,J,W2,W3,U,W,n,k,cell,U1,U2,U3,U6_plus_3U7,U6_plus_U7_minus_U8
7.83,21.951713478980373,2.092332436665881,1.2276471143783951,0.9265044799552705,0.06181915766778445,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0676721761939625,4.13819611436874,0.04,0.017047948424382085
7.84,21.95067697968775,2.0926377986635245,1.227817592511055,0.9266438347750894,0.061823628622619774,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.068091898473427,4.138642477342605,0.04,0.017047629122120517
7.8500000000000005,21.94962791447964,2.0929434270507863,1.2279880674076014,0.9267833836191767,0.061828023975991665,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.068510085552674,4.139087206433367,0.04,0.017047305497768592
7.86,21.94856632958912,2.093249320945252,1.2281585390229524,0.9269231258766908,0.061832343954391224,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.068926742146926,4.139530306157248,0.04,0.017046977564148
7.87,21.947492271121398,2.093555479468124,1.2283290073120956,0.9270630609394376,0.06183658878340892,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.069341872962091,4.139971781007235,0.04,0.01704664533399714
7.88,21.946405785054456,2.093861901744229,1.2284994722300862,0.9272031882018735,0.061840758687730646,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.069755482694906,4.140411635453027,0.04,0.01704630881997124
7.890000000000001,21.945306917239726,2.094168586902019,1.2286699337320457,0.9273435070611087,0.06184485389113533,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.070167576033099,4.140849873941038,0.04,0.01704596803464254
7.9,21.94419571340272,2.094475534073575,1.2288403917731603,0.9274840169169094,0.061848874616494944,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0705781576555164,4.141286500894447,0.04,0.017045622990500595
7.91,21.943072219143712,2.094782742394611,1.2290108463086793,0.9276247171716996,0.061852821085767805,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.070987232232273,4.141721520713081,0.04,0.01704527369995226
7.92,21.94193647993837,2.095090211004478,1.2291812972939131,0.9277656072305639,0.06185669351999926,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.071394804424897,4.142154937773484,0.04,0.017044920175321998
7.930000000000001,21.940788518717394,2.0953979348913077,1.2293517448848732,0.9279066834047162,0.0618604933982817,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.071800861137467,4.142586783806731,0.04,0.017044562500835247
7.94,21.939628381941933,2.095705913430165,1.2295221890259573,0.9280479452747207,0.06186422087051302,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.072205407990432,4.143017061640141,0.04,0.017044200684700344
7.95,21.93845613110588,2.0960141488082202,1.2296926295259984,0.9281893945169476,0.061867875234725665,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.072608462593557,4.143445755570394,0.04,0.017043834686384537
7.96,21.93727181092545,2.0963226401298076,1.2298630663429326,0.9283310305101616,0.06187145672328661,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.073010029363588,4.1438728702082175,0.04,0.017043464518745888
7.97,21.936075465987432,2.0966313865014183,1.2300334994348219,0.9284728526346826,0.06187496556808606,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.073410112703005,4.144298410150856,0.04,0.017043090194587013
7.98,21.93486714074978,2.096940387031681,1.230203928759854,0.9286148602723707,0.06187840200054392,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.073808717000075,4.14472237998227,0.04,0.01704271172665574
7.99,21.933646879542113,2.0972496408313464,1.2303743542763417,0.9287570528066168,0.06188176625161227,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0742058466289155,4.1451447842732385,0.04,0.017042329127645597
8.0,21.93241472656631,2.097559147013272,1.230544775942721,0.9288994296223277,0.061885058551776506,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.074601505949557,4.145565627581408,0.04,0.0170419424101962
8.01,21.93117072589702,2.097868904692405,1.2307151937175524,0.9290419901059163,0.061888279131063616,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.074995699307996,4.145984914451553,0.04,0.017041551586894008
8.02,21.92991492148223,2.098178912985766,1.2308856075595191,0.9291847336452869,0.06189142821903992,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.075388431036254,4.146402649415537,0.04,0.017041156670272548
8.03,21.928647357143817,2.0984891710124316,1.2310560174274265,0.9293276596298242,0.06189450604481909,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0757797054524385,4.146818836992551,0.04,0.017040757672813156
8.040000000000001,21.92736807657809,2.0987996778935205,1.2312264232802024,0.9294707674503809,0.06189751283706302,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.076169526860804,4.1472334816891765,0.04,0.01704035460694536
8.05,21.926077123356333,2.0991104327521763,1.2313968250768945,0.9296140564992662,0.061900448823984634,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.076557899551808,4.147646587999476,0.04,0.017039947485047332
8.06,21.924774540925366,2.0994214347135496,1.2315672227766725,0.9297575261702312,0.06190331423335438,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.076944827802167,4.148058160405196,0.04,0.017039536319446567
8.07,21.923460372608083,2.099732682904784,1.2317376163388247,0.9299011758584595,0.0619061092925004,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.07733031587492,4.148468203375799,0.04,0.01703912112242019
8.08,21.92213466160401,2.100044176454999,1.2319080057227596,0.9300450049605539,0.06190883422831417,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.077714368019486,4.148876721368648,0.04,0.01703870190619558
8.09,21.92079745098984,2.100355914495273,1.2320783908880037,0.9301890128745219,0.061911489267252685,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0780969884717155,4.149283718829071,0.04,0.017038278682950807
8.1,21.919448783720004,2.1006678961586274,1.2322487717942023,0.9303331989997675,0.061914074635342674,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.078478181453959,4.149689200190521,0.04,0.017037851464815148
8.11,21.918088702627195,2.100980120580011,1.2324191484011175,0.9304775627370763,0.06191659055818288,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.07885795117512,4.150093169874644,0.04,0.01703742026386952
8.120000000000001,21.91671725042293,2.101292586896284,1.2325895206686286,0.9306221034886041,0.06191903726094842,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.079236301830713,4.150495632291432,0.04,0.017036985092147027
8.13,21.915334469698102,2.101605294246199,1.2327598885567308,0.9307668206578633,0.06192141496839513,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.079613237602917,4.150896591839357,0.04,0.017036545961633478
8.14,21.913940402923515,2.1019182417703886,1.2329302520255352,0.9309117136497137,0.06192372390486008,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.079988762660645,4.151296052905414,0.04,0.01703610288426773
8.15,21.91253509245045,2.102231428611346,1.2331006110352678,0.9310567818703476,0.061925964294269255,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.080362881159596,4.151694019865344,0.04,0.01703565587194238
8.16,21.911118580511197,2.1025448539134106,1.2332709655462688,0.9312020247272779,0.06192813636013642,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.080735597242301,4.1520904970836305,0.04,0.01703520493650401
8.17,21.90969090921961,2.1028585168227503,1.2334413155189925,0.9313474416293275,0.06193024032556971,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0811069150382036,4.152485488913698,0.04,0.017034750089753845
8.18,21.908252120571664,2.103172416487346,1.233611660914006,0.9314930319866154,0.06193227641327537,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.081476838663699,4.152878999698036,0.04,0.017034291343448204
8.19,21.90680225644599,2.103486552056977,1.2337820016919891,0.9316387952105458,0.06193424484555784,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.081845372222202,4.153271033768222,0.04,0.01703382870929885
8.2,21.90534135860443,2.1038009226832006,1.2339523378137336,0.9317847307137943,0.061936145844327384,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0822125198041945,4.153661595445146,0.04,0.017033362198973633
8.21,21.903869468692598,2.1041155275193395,1.2341226692401424,0.9319308379102976,0.06193797963110063,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.082578285487296,4.154050689039053,0.04,0.017032891824096834
8.22,21.9023866282404,2.104430365720464,1.234292995932229,0.93207711621524,0.06193974642700525,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0829426733363094,4.15443831884968,0.04,0.017032417596249707
8.23,21.900892878662603,2.1047454364433755,1.2344633178511173,0.9322235650450419,0.06194144645278336,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.083305687403285,4.154824489166379,0.04,0.017031939526970907
8.24,21.89938826125939,2.1050607388465914,1.2346336349580405,0.9323701838173472,0.061943079928796,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0836673317275745,4.15520920426825,0.04,0.017031457627757044
8.25,21.89787281721688,2.105376272090328,1.2348039472143406,0.9325169719510112,0.06194464707502386,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.084027610335889,4.1555924684241825,0.04,0.017030971910062986
8.26,21.896346587607713,2.1056920353364834,1.234974254581468,0.9326639288660888,0.06194614811107335,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.084386527242358,4.155974285893042,0.04,0.017030482385302456
8.27,21.894809613391573,2.1060080277486235,1.23514455702098,0.9328110539838225,0.06194758325617907,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.084744086448584,4.156354660923751,0.04,0.017029989064848455
8.28,21.893261935415744,2.1063242484919633,1.235314854494542,0.932958346726629,0.061948952729208084,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.085100291943703,4.1567335977554265,0.04,0.017029491960033737
8.290000000000001,21.891703594415656,2.1066406967333515,1.2354851469639252,0.9331058065180885,0.061950256748662204,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.085455147704431,4.15711110061746,0.04,0.017028991082151234
8.3,21.890134609335238,2.106957371391104,1.2356554344578001,0.9332534325703169,0.06195149563701289,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.085808652717681,4.157487176107738,0.04,0.017028486448271134
8.31,21.888555034400536,2.1072742717935085,1.2358257168959021,0.9334012244436524,0.061952669546046134,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.086160814082347,4.157861826932754,0.04,0.017027978065930607
8.32,21.8869649147601,2.107591397166971,1.235995994225698,0.9335491816116256,0.06195377867035231,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.08651163682733,4.158235056773017,0.04,0.017027465945033207
8.33,21.885364290528894,2.107908746682654,1.2361662664099284,0.9336973035005937,0.061954823227867974,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.086861124839003,4.158606869839887,0.04,0.017026950096765487
8.34,21.883753201707403,2.10822631951321,1.236336533411454,0.9338455895379635,0.06195580343620777,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.087209281990349,4.158977270336155,0.04,0.017026430532277908
8.35,21.88213168818212,2.1085441148327626,1.2365067951932547,0.9339940391521774,0.06195671951266957,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.087556112141015,4.159346262456204,0.04,0.017025907262685384
8.36,21.880499789726,2.1088621318168954,1.2366770517184293,0.9341426517727034,0.06195757167423747,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0879016191373445,4.159713850386104,0.04,0.0170253802990677
8.370000000000001,21.878857545998958,2.109180369642629,1.2368473029501963,0.9342914268300188,0.06195836013758634,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.088245806812418,4.1600800383037475,0.04,0.017024849652470017
8.38,21.877204996548347,2.1094988274884057,1.2370175488518909,0.9344403637555992,0.061959085119084066,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.088588678986091,4.16044483037893,0.04,0.01702431533390325
8.39,21.875542180809425,2.109817504534074,1.2371877893869672,0.9345894619819063,0.06195974683479947,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.088930239465036,4.160808230773579,0.04,0.017023777354344752
8.4,21.873869138105842,2.1101363999608704,1.2373580245189966,0.934738720942374,0.06196034550049997,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.089270492042784,4.1611702436417035,0.04,0.017023235724738454
8.41,21.872185907650117,2.110455512951401,1.2375282542116675,0.9348881400713953,0.06196088133166152,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0896094404997605,4.161530873129676,0.04,0.01702269045599563
8.42,21.870492528544112,2.1107748426896262,1.237698478428785,0.9350377188043101,0.061961354543468884,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.089947088603319,4.161890123376257,0.04,0.017022141558995202
8.43,21.868789039779514,2.1110943883608435,1.2378686971342703,0.9351874565773937,0.061961765350820396,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.090283440107798,4.162247998512742,0.04,0.017021589044584198
8.44,21.867075480238313,2.111414149151669,1.2380389102921605,0.9353373528278413,0.0619621139683324,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.09061849875454,4.162604502663086,0.04,0.01702103292357829
8.45,21.86535188869328,2.1117341242500225,1.2382091178666086,0.9354874069937572,0.061962400610343304,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.090952268271946,4.162959639944035,0.04,0.01702047320676223
8.46,21.863618303808444,2.112054312845108,1.2383793198218824,0.9356376185141416,0.06196262549091591,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.091284752375506,4.1633134144652,0.04,0.017019909904890235
8.47,21.86187476413957,2.1123747141273985,1.238549516122364,0.9357879868288776,0.06196278882384306,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.091615954767843,4.163665830329221,0.04,0.01701934302868653
8.48,21.860121308134644,2.1126953272886175,1.2387197067325506,0.9359385113787173,0.06196289082265042,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.091945879138743,4.16401689163186,0.04,0.017018772588845765
8.49,21.85835797413434,2.113016151521723,1.2388898916170525,0.9360891916052722,0.061962931700601596,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.092274529165214,4.164366602462147,0.04,0.0170181985960335
8.5,21.856584800372506,2.1133371860208903,1.239060070740594,0.9362400269509971,0.06196291167070104,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.092601908511502,4.16471496690248,0.04,0.017017621060886615
8.51,21.85480182497664,2.1136584299814936,1.2392302440680123,0.9363910168591788,0.06196283094569736,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0929280208291425,4.165061989028716,0.04,0.01701703999401376
8.52,21.85300908596837,2.1139798826000904,1.2394004115642574,0.9365421607739233,0.06196268973809016,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.093252869756999,4.165407672910378,0.04,0.017016455405995917
8.53,21.851206621263927,2.1143015430744043,1.2395705731943911,0.936693458140143,0.06196248826012973,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0935764589213,4.165752022610655,0.04,0.01701586730738666
8.540000000000001,21.84939446867463,2.1146234106033073,1.239740728923588,0.9368449084035441,0.061962226723825044,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.093898791935678,4.166095042186629,0.04,0.01701527570871279
8.55,21.847572665907364,2.1149454843868023,1.2399108787171336,0.9369965110106131,0.0619619053409444,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.094219872401208,4.166436735689309,0.04,0.017014680620474645
8.56,21.845741250565048,2.1152677636260075,1.2400810225404244,0.9371482654086044,0.0619615243230213,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.094539703906446,4.166777107163793,0.04,0.017014082053146626
8.57,21.84390026014713,2.1155902475231376,1.240251160358968,0.937300171045528,0.06196108388135846,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.094858290027472,4.1671161606494005,0.04,0.017013480017177642
8.58,21.842049732050043,2.115912935281488,1.2404212921383824,0.9374522273701368,0.06196058422703088,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.095175634327923,4.167453900179762,0.04,0.01701287452299153
8.59,21.840189703567713,2.116235826105417,1.2405914178443946,0.9376044338319126,0.06196002557089009,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0954917403590345,4.167790329782934,0.04,0.017012265580987503
8.6,21.838320211892004,2.11655891920033,1.240761537442842,0.9377567898810554,0.06195940812356726,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0958066116596825,4.168125453481516,0.04,0.017011653201540557
8.61,21.83644129411323,2.1168822137726595,1.240931650899671,0.9379092949684679,0.06195873209547934,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.096120251756416,4.168459275292806,0.04,0.017011037395002024
8.620000000000001,21.834552987220597,2.1172057090298506,1.2411017581809367,0.9380619485457456,0.06195799769683145,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.096432664163498,4.168791799228893,0.04,0.01701041817169993
8.63,21.832655328102717,2.1175294041803445,1.2412718592528023,0.9382147500651628,0.0619572051376206,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.096743852382947,4.169123029296756,0.04,0.017009795541939435
8.64,21.83074835354806,2.1178532984335576,1.2414419540815387,0.9383676989796585,0.061956354627639376,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.0970538199045725,4.169452969498382,0.04,0.01700916951600325
8.65,21.828832100245446,2.118177390999869,1.2416120426335249,0.938520794742827,0.06195544637648268,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.097362570206018,4.169781623830955,0.04,0.017008540104152228
8.66,21.826906601656013,2.118501681636115,1.2417821248702827,0.93867403720571,0.0619544804398778,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.097670107897683,4.170108992962749,0.04,0.017007907307686268
8.67,21.82497183834928,2.118826179305518,1.2419522006696746,0.9388274329162153,0.061953454280372355,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.09797645689323,4.170435021458427,0.04,0.01700727097700503
8.68,21.82302789987391,2.1191508739524774,1.2421222700827417,0.938980974587878,0.06195237071814238,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.098281601176411,4.170759769775101,0.04,0.017006631274159557
8.69,21.821074822293667,2.11947576483136,1.242292333075922,0.9391346617061522,0.06195122995071441,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.09858554425988,4.171083241644437,0.04,0.017005988208657067
8.700000000000001,21.819112641572474,2.1198008511978585,1.2424623896157547,0.9392884937574134,0.06195003217530959,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.098888289645189,4.171405440790953,0.04,0.017005341789976956
8.71,21.81714139357494,2.120126132308964,1.2426324396688806,0.9394424702289363,0.061948777588852866,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.099189840822804,4.171726370932255,0.04,0.017004692027571475
8.72,21.815161114066868,2.1204516074229436,1.2428024832020408,0.9395965906088803,0.06194746638797721,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.099490201272131,4.172046035779155,0.04,0.017004038930866185
8.73,21.813171838715807,2.120777275799313,1.2429725201820772,0.9397508543862673,0.06194609876903131,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.099789374461529,4.172364439035864,0.04,0.017003382509260586
8.74,21.811173603091557,2.121103136698812,1.2431425505759315,0.9399052610509654,0.061944674928084864,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.100087363848339,4.172681584400127,0.04,0.017002722772128595
8.75,21.809166442666697,2.1214291893833788,1.2433125743506457,0.9400598100936689,0.061943195060935895,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.100384172878894,4.1729974755634265,0.04,0.01700205972881917
8.76,21.80715039281712,2.1217554331161255,1.243482591473361,0.9402145010058812,0.06194165936311661,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.100679804988552,4.1733121162111155,0.04,0.017001393388656822
8.77,21.80512548882255,2.1220818671613113,1.2436526019113177,0.9403693332798934,0.06194006802989949,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.100974263601694,4.173625510022587,0.04,0.01700072376094215
8.78,21.803091765867073,2.1224084907843195,1.243822605631855,0.9405243064087688,0.06193842125630444,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.101267552131773,4.173937660671458,0.04,0.01700005085495244
8.790000000000001,21.80104925903965,2.1227353032516296,1.2439926026024113,0.9406794198863228,0.061936719237104386,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.101559673981313,4.174248571825714,0.04,0.016999374679942166
8.8,21.798998003334667,2.1230623038307943,1.2441625927905218,0.9408346732071043,0.06193496216683173,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.101850632541939,4.174558247147872,0.04,0.01699869524514356
8.81,21.796938033652424,2.123389491790412,1.2443325761638206,0.9409900658663769,0.061933150239785704,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.102140431194386,4.174866690295174,0.04,0.016998012559767177
8.82,21.7948693847997,2.1237168664001036,1.2445025526900393,0.941145597360101,0.06193128365003645,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.102429073308538,4.175173904919694,0.04,0.016997326633002376
8.83,21.79279209149025,2.1240444269304857,1.2446725223370065,0.9413012671849145,0.061929362591435035,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.1027165622434305,4.175479894668592,0.04,0.016996637474018007
8.84,21.79070618834534,2.1243721726531466,1.2448424850726478,0.9414570748381146,0.06192738725761574,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.103002901347281,4.175784663184179,0.04,0.016995945091962776
8.85,21.788611709894273,2.124700102840619,1.2450124408649854,0.9416130198176381,0.061925357842004404,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.1032880939575,4.176088214104124,0.04,0.016995249495965887
8.86,21.786508690574916,2.1250282167663572,1.2451823896821377,0.9417691016220459,0.06192327453782642,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.103572143400727,4.176390551061674,0.04,0.016994550695137663
8.870000000000001,21.78439716473422,2.1253565137047095,1.2453523314923192,0.9419253197504998,0.06192113753810935,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.103855052992832,4.176691677685704,0.04,0.016993848698569923
8.88,21.782277166628745,2.1256849929308945,1.2455222662638397,0.9420816737027473,0.061918947035692264,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.104136826038949,4.1769915976009715,0.04,0.016993143515336644
8.89,21.7801487304252,2.1260136537209755,1.2456921939651044,0.9422381629791025,0.06191670322323136,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.104417465833494,4.177290314428258,0.04,0.016992435154494494
8.9,21.778011890200943,2.126342495351834,1.245862114564614,0.942394787080426,0.06191440629320588,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.104696975660181,4.1775878317845185,0.04,0.016991723625083346
8.91,21.775866679944528,2.1266715171011454,1.246032028030963,0.9425515455081069,0.06191205643792438,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.104975358792041,4.177884153283042,0.04,0.016991008936126827
8.92,21.773713133556218,2.127000718247355,1.2462019343328408,0.9427084377640463,0.06190965384953203,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.105252618491456,4.178179282533649,0.04,0.016990291096632883
8.93,21.77155128484852,2.1273300980696503,1.2463718334390308,0.9428654633506351,0.06190719872001579,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.105528758010164,4.178473223142813,0.04,0.016989570115594287
8.94,21.7693811675467,2.1276596558479364,1.2465417253184097,0.9430226217707386,0.061904691241211784,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.105803780589286,4.178765978713859,0.04,0.016988846001989223
8.950000000000001,21.76720281528932,2.127989390862811,1.2467116099399478,0.9431799125276744,0.061902131604811395,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.1060776894593465,4.179057552847114,0.04,0.016988118764781818
8.96,21.765016261628748,2.1283193023955405,1.2468814872727085,0.9433373351251987,0.06189952000236668,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.106350487840295,4.1793479491400545,0.04,0.016987388412922636
8.97,21.762821540031698,2.1286493897280314,1.2470513572858477,0.9434948890674822,0.061896856625298535,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.1066221789415245,4.1796371711875056,0.04,0.01698665495534931
8.98,21.76061868387975,2.128979652142808,1.2472212199486141,0.9436525738590955,0.06189414166490196,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.10689276596189,4.1799252225817884,0.04,0.016985918400987024
8.99,21.758407726469866,2.129310088922986,1.2473910752303479,0.9438103890049895,0.06189137531235126,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.107162252089739,4.180212106912846,0.04,0.016985178758749005
9.0,21.75618870101494,2.1296406993522474,1.2475609231004814,0.9439683340104756,0.061888557758709606,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,4.107430640502922,4.180497827768494,0.04,0.016984436037537222
