A,E,I,Time
1.11,2.1,10.0,0.0
1.110000071708031,2.0999426568930795,10.060811738487498,0.01
1.1100005292885031,2.099782331647734,10.121272389788013,0.02
1.1100016613691337,2.099529968285667,10.181382988062294,0.03
1.110003729675303,2.0991974210402344,10.241149780289295,0.04
1.1100069661428997,2.0987955612626714,10.300578891597132,0.05
1.1100115286627306,2.0983321773871384,10.359674977933679,0.06
1.1100175938676529,2.097816120676891,10.418443416106683,0.07
1.110025304816807,2.097255245819172,10.476889384393804,0.08
1.1100347811241333,2.0966563436327563,10.535017482458152,0.09
1.1100461227664344,2.096025614633312,10.592832185536102,0.1
1.1100593885498877,2.095367683267472,10.650337287775502,0.11
1.110074639378944,2.0946872350291237,10.707536602879077,0.12
1.1100919099163244,2.093987961881674,10.764433533356147,0.13
1.11011121752422,2.0932728597769614,10.821031183963278,0.14
1.1101325815142513,2.092544985097787,10.877332683917386,0.15
1.110156005255241,2.0918067508691105,10.93334088815643,0.16
1.1101814830729493,2.0910601618196316,10.989058471452383,0.17
1.1102090103756264,2.0903072542854932,11.044488119203637,0.18
1.1102385726642425,2.089549618646405,11.099632318938406,0.19
1.1102701480998143,2.0887884594073243,11.154493375535907,0.2
1.1103037205677535,2.088025269268198,11.209073728004528,0.21
1.1103392665741267,2.087261100250786,11.263375596397275,0.22
1.1103767596219056,2.086496817614471,11.317401106729152,0.23
1.1104161749971906,2.0857334059325865,11.37115244626142,0.24
1.1104574809697705,2.084971428166754,11.424631590905113,0.25
1.1105006468040985,2.0842115009592477,11.477840543237853,0.26
1.1105456421629276,2.083454152327335,11.530781240248135,0.27
1.110592434829196,2.0826997846034367,11.583455553769028,0.28
1.11064099101582,2.0819486957431597,11.635865301293373,0.29
1.1106912821745385,2.0812013175440933,11.688012331869595,0.3
1.110743274150382,2.080457811134743,11.7398983727474,0.31
1.110796937008619,2.0797184714697927,11.791525191586546,0.32
1.1108522398643843,2.078983492922856,11.842894498062218,0.33
1.110909151776038,2.0782530234253604,11.89400796884579,0.34
1.1109676429695565,2.077527243013242,11.9448672843629,0.35000000000000003
1.1110276834142925,2.0768062435821855,11.995474069289164,0.36
1.111089243836491,2.076090173683696,12.045829967230322,0.37
1.1111522950909904,2.0753790910521617,12.095936563363239,0.38
1.111216808384803,2.0746730276925183,12.145795418751216,0.39
1.1112827552681754,2.0739719872780236,12.195408068972037,0.4
1.1113501094058365,2.073276109279837,12.244776100378465,0.41000000000000003
1.1114188436080255,2.0725853892583777,12.293901019713843,0.42
1.1114889307725657,2.071899767616712,12.342784295483924,0.43
1.1115603445738536,2.071219194510535,12.391427388214234,0.44
1.1116330610163452,2.070543758476219,12.439831808849437,0.45
1.1117070561466917,2.0698734920935515,12.487999030029986,0.46
1.1117823051039797,2.069208291310892,12.535930449260581,0.47000000000000003
1.111858784354318,2.068548105256657,12.583627475567296,0.48
1.1119364714492441,2.067892949282737,12.63109153834942,0.49
1.1120153448062229,2.0672428725087015,12.678324071369993,0.5
1.112095382534837,2.066597784260481,12.72532642714325,0.51
1.1121765637390773,2.06595764662913,12.772099971918047,0.52
1.112258867749014,2.0653224356426736,12.818646070633658,0.53
1.112342273706357,2.064692161887484,12.86496610159159,0.54
1.1124267626315498,2.064066767655108,12.91106138327707,0.55
1.1125123155799264,2.0634462186870675,12.956933239634116,0.56
1.1125989138717691,2.0628304805598017,13.002582985290333,0.5700000000000001
