c,cAMP,cer,Time
0.3,1.0,260.0,0.0
0.2999991210817723,1.0,259.9999901498265,0.01
0.2999982442134054,1.0,259.9999802993062,0.02
0.2999973693967814,1.0,259.9999704484401,0.03
0.2999964966337848,1.0,259.99996059722895,0.04
0.2999956259263024,1.0,259.9999507456736,0.05
0.2999947572762239,1.0,259.9999408937748,0.06
0.299993890685441,1.0,259.9999310415335,0.07
0.2999930261558482,1.0,259.9999211889505,0.08
0.2999921636893424,1.0,259.9999113360265,0.09
0.299991303287823,1.0,259.99990148276254,0.1
0.29999044495319177,1.0,259.99989162915926,0.11
0.2999895886873532,1.0,259.99988177521755,0.12
0.29998873449221425,1.0,259.9998719209383,0.13
0.29998788236968427,1.0,259.9998620663223,0.14
0.29998703232167523,1.0,259.9998522113703,0.15
0.2999861843501016,1.0,259.9998423560832,0.16
0.2999853384568805,1.0,259.9998325004619,0.17
0.2999844946439315,1.0,259.99982264450705,0.18
0.2999836529131768,1.0,259.99981278821974,0.19
0.299982813266541,1.0,259.9998029316006,0.2
0.29998197570595153,1.0,259.9997930746505,0.21
0.29998114023333805,1.0,259.9997832173703,0.22
0.29998030685063304,1.0,259.99977335976087,0.23
0.29997947555977145,1.0,259.999763501823,0.24
0.2999786463626909,1.0,259.9997536435576,0.25
0.2999778192613315,1.0,259.99974378496535,0.26
0.29997699425763596,1.0,259.99973392604727,0.27
0.2999761713535496,1.0,259.99972406680416,0.28
0.29997535055102037,1.0,259.9997142072367,0.29
0.2999745318519988,1.0,259.999704347346,0.3
0.299973715258438,1.0,259.99969448713273,0.31
0.29997290077229394,1.0,259.9996846265977,0.32
0.2999720883955248,1.0,259.9996747657419,0.33
0.2999712781300917,1.0,259.99966490456603,0.34
0.2999704699779584,1.0,259.999655043071,0.35
0.2999696639410912,1.0,259.9996451812577,0.36
0.299968860021459,1.0,259.9996353191269,0.37
0.2999680582210335,1.0,259.99962545667955,0.38
0.299967258541789,1.0,259.99961559391636,0.39
0.29996646098570245,1.0,259.9996057308383,0.4
0.29996566555475346,1.0,259.9995958674462,0.41
0.29996487225092433,1.0,259.9995860037409,0.42
0.29996408107620015,1.0,259.99957613972316,0.43
0.2999632920325685,1.0,259.99956627539393,0.44
0.2999625051220197,1.0,259.99955641075405,0.45
0.29996172034654706,1.0,259.9995465458044,0.46
0.29996093770814614,1.0,259.9995366805458,0.47
0.29996015720881564,1.0,259.9995268149791,0.48
0.29995937885055673,1.0,259.9995169491052,0.49
0.29995860263537333,1.0,259.99950708292494,0.5
0.29995782856527214,1.0,259.9994972164391,0.51
0.2999570566422626,1.0,259.9994873496487,0.52
0.29995628686835685,1.0,259.9994774825544,0.53
0.29995551924556985,1.0,259.99946761515724,0.54
0.2999547537759192,1.0,259.999457747458,0.55
0.2999539904614254,1.0,259.9994478794576,0.56
0.2999532293041116,1.0,259.99943801115677,0.57
0.2999524703060038,1.0,259.9994281425565,0.58
0.2999517134691308,1.0,259.9994182736576,0.59
0.29995095879552414,1.0,259.999408404461,0.6
0.2999502062872182,1.0,259.9993985349675,0.61
0.29994945594624994,1.0,259.999388665178,0.62
0.29994870777465943,1.0,259.9993787950933,0.63
0.2999479617744894,1.0,259.9993689247144,0.64
0.2999472179477854,1.0,259.9993590540421,0.65
0.2999464762965959,1.0,259.9993491830772,0.66
0.29994573682297254,1.0,259.99933931182073,0.67
0.29994499952896947,1.0,259.9993294402734,0.68
0.2999442644166437,1.0,259.9993195684362,0.69
0.29994353148805497,1.0,259.9993096963099,0.7
0.2999428007452658,1.0,259.9992998238955,0.71
0.29994207219034186,1.0,259.9992899511938,0.72
0.2999413458253514,1.0,259.9992800782057,0.73
0.29994062165236574,1.0,259.999270204932,0.74
0.2999398996734588,1.0,259.9992603313737,0.75
0.2999391798907078,1.0,259.9992504575316,0.76
0.2999384623061924,1.0,259.9992405834066,0.77
0.29993774692199554,1.0,259.9992307089996,0.78
0.2999370337402028,1.0,259.99922083431153,0.79
0.29993632276290283,1.0,259.99921095934315,0.8
0.2999356139921871,1.0,259.9992010840954,0.81
0.29993490743014994,1.0,259.9991912085692,0.82
0.2999342030788888,1.0,259.9991813327654,0.83
0.29993350094050386,1.0,259.9991714566848,0.84
0.2999328010170985,1.0,259.9991615803284,0.85
0.2999321033107787,1.0,259.9991517036971,0.86
0.29993140782365363,1.0,259.99914182679174,0.87
0.29993071455783543,1.0,259.99913194961323,0.88
0.299930023515439,1.0,259.9991220721625,0.89
0.2999293346985824,1.0,259.9991121944403,0.9
0.29992864810938663,1.0,259.9991023164477,0.91
0.2999279637499757,1.0,259.99909243818547,0.92
0.29992728162247645,1.0,259.9990825596545,0.93
0.29992660172901886,1.0,259.99907268085576,0.94
0.29992592407173585,1.0,259.9990628017901,0.95
0.2999252486527635,1.0,259.9990529224584,0.96
0.2999245754742406,1.0,259.9990430428617,0.97
0.29992390453830936,1.0,259.99903316300066,0.98
0.2999232358471146,1.0,259.99902328287635,0.99
0.2999225694028045,1.0,259.9990134024896,1.0
0.29992190520753004,1.0,259.99900352184136,1.01
0.29992124326344544,1.0,259.9989936409325,1.02
0.2999205835727079,1.0,259.99898375976386,1.03
0.29991992613747764,1.0,259.99897387833647,1.04
0.29991927095991805,1.0,259.9989639966511,1.05
0.29991861804219544,1.0,259.9989541147088,1.06
0.29991796738647936,1.0,259.9989442325104,1.07
0.2999173189949423,1.0,259.99893435005674,1.08
0.29991667286976004,1.0,259.99892446734884,1.09
0.2999160290131112,1.0,259.99891458438753,1.1
0.29991538742717777,1.0,259.9989047011738,1.11
0.2999147481141446,1.0,259.99889481770845,1.12
0.29991411107620053,1.0,259.99888493399254,1.13
0.2999134763155395,1.0,259.99887505002687,1.14
0.2999128438343567,1.0,259.99886516581233,1.15
0.29991221363484977,1.0,259.9988552813499,1.16
0.29991158571921983,1.0,259.99884539664043,1.17
0.2999109600896711,1.0,259.99883551168494,1.18
0.2999103367484108,1.0,259.9988256264843,1.19
0.29990971569764957,1.0,259.9988157410394,1.2
0.29990909693960116,1.0,259.9988058553512,1.21
0.2999084804764825,1.0,259.9987959694205,1.22
0.29990786631051364,1.0,259.9987860832483,1.23
0.29990725444391797,1.0,259.9987761968356,1.24
0.29990664487892205,1.0,259.99876631018327,1.25
0.29990603761775575,1.0,259.99875642329215,1.26
0.29990543266265196,1.0,259.9987465361633,1.27
0.29990483001584706,1.0,259.9987366487975,1.28
0.2999042296795805,1.0,259.9987267611958,1.29
0.2999036316560952,1.0,259.99871687335906,1.3
0.299903035947637,1.0,259.9987069852882,1.31
0.2999024425564554,1.0,259.9986970969842,1.32
0.2999018514848028,1.0,259.99868720844785,1.33
0.2999012627349352,1.0,259.99867731968027,1.34
0.29990067630911177,1.0,259.99866743068236,1.35
0.299900092209595,1.0,259.9986575414549,1.36
0.29989951043865054,1.0,259.99864765199897,1.37
0.29989893099854764,1.0,259.99863776231547,1.38
0.2998983538915587,1.0,259.9986278724052,1.39
0.2998977791199594,1.0,259.9986179822693,1.4
0.2998972066860289,1.0,259.99860809190864,1.41
