E_0_1_task1,R_2_task1,_1_task1
10.0,2.0,0.0
10.052510759578565,2.038783061250028,0.14
10.111149349584025,2.0779345099762683,0.28
10.175567850558156,2.1174333115500974,0.42000000000000004
10.245419583822239,2.15725876882425,0.56
10.320358394568666,2.197390529912624,0.7000000000000001
10.400037855305237,2.2378080292508873,0.8400000000000001
10.48411111356559,2.278491081110042,0.9800000000000001
10.572229386890498,2.3194212885916463,1.12
10.664044745193703,2.3605794647680094,1.2600000000000002
10.759208931410903,2.401946452910314,1.4000000000000001
10.857366569121169,2.443505760702959,1.5400000000000003
10.958162824368289,2.4852406928133766,1.6800000000000002
11.061240848223509,2.5271351613176507,1.8200000000000003
11.166236568548904,2.5691754612523026,1.9600000000000002
11.272789184273014,2.611346816129695,2.1
11.380528486750666,2.6536377698483222,2.24
11.489083378546946,2.6960371796429956,2.3800000000000003
11.598080201397336,2.7385350435026607,2.5200000000000005
11.707141552574075,2.7811228573626012,2.6600000000000006
11.815884114179669,2.8237944899570286,2.8000000000000003
11.923925375859756,2.8665440751560523,2.9400000000000004
12.030874828025818,2.9093693805016394,3.0800000000000005
12.136337995809173,2.952269876283168,3.2200000000000006
12.239920325337952,2.995246460393311,3.3600000000000003
12.341223623119683,3.0383021955654965,3.5000000000000004
12.439844945786383,3.0814426172324336,3.6400000000000006
12.53538067402977,3.1246756336624157,3.7800000000000007
12.627423885051495,3.1680114152589924,3.9200000000000004
12.715564605181571,3.211462576751139,4.0600000000000005
12.799391335817871,3.255045057572226,4.2
12.878489751922773,3.298777157315215,4.340000000000001
12.952443282342076,3.342679971955433,4.48
13.020834391700422,3.386778365054071,4.620000000000001
13.08324274827388,3.431099577562289,4.760000000000001
13.13924670127315,3.4756745074837556,4.9
13.1884234676141,3.52053794520705,5.040000000000001
13.230348081616393,3.565727465937908,5.180000000000001
13.264594125219354,3.6112841348635407,5.320000000000001
13.290733921090474,3.6572526654917685,5.460000000000001
13.308338876376114,3.7036819598387996,5.6000000000000005
13.316979837577605,3.7506256760597205,5.740000000000001
13.31622687609183,3.7981413917200233,5.880000000000001
13.305649652970294,3.8462911958039947,6.0200000000000005
13.284817622096599,3.8951418821558024,6.160000000000001
13.253300966633416,3.94476487758371,6.300000000000001
13.210672021637114,3.9952360041930643,6.440000000000001
13.156503092424698,4.046636470679237,6.580000000000001
13.09036762445059,4.099052720838017,6.720000000000001
13.011840523469646,4.1525765718075185,6.860000000000001
12.920502123392133,4.207305595011616,7.000000000000001
12.815949683888261,4.26334395096249,7.1400000000000015
12.697784941725835,4.320801780690956,7.280000000000001
12.565619383999914,4.379795659288193,7.420000000000001
12.419083492997578,4.440448855226447,7.560000000000001
12.257826406667009,4.502891552291601,7.700000000000001
12.081514069300226,4.567261070309756,7.840000000000001
11.889837459174483,4.633702124548003,7.980000000000001
11.682535713363185,4.702367227776534,8.120000000000001
11.459385309772276,4.773416804838208,8.260000000000002
11.220211201921837,4.847019259525231,8.4
10.96489712423034,4.9233509768388055,8.540000000000001
10.69338813450731,5.0025968020357405,8.680000000000001
10.405716688038472,5.084949655540487,8.820000000000002
10.102007131069142,5.1706107694195325,8.96
9.782482870481102,5.259789739991731,9.100000000000001
9.447498228611238,5.3527033582652,9.240000000000002
9.09753717459786,5.449576400217336,9.38
8.733235489062332,5.550640535346067,9.520000000000001
8.355406113986287,5.65613282342334,9.660000000000002
7.965041884030366,5.766296760819059,9.8
7.563339999538674,5.881378938312631,9.940000000000001
7.151717409718314,6.001628706289102,10.080000000000002
6.731822930802631,6.127297812688493,10.22
6.305535132256577,6.25863552221822,10.360000000000001
5.87498096377464,6.395888435346238,10.500000000000002
5.4425175973377655,6.53929775839928,10.640000000000002
5.010727848277861,6.689096832818112,10.780000000000001
4.582392142871572,6.845507919868747,10.920000000000002
4.160464985519813,7.008739715884287,11.060000000000002
3.748005113252592,7.178984128924347,11.200000000000001
3.3481301067723503,7.356413973627349,11.340000000000002
2.9639363557895075,7.541180501302475,11.480000000000002
2.5984073310602573,7.733411404773618,11.620000000000001
2.2543145265812754,7.933209746559973,11.760000000000002
1.9341158123751034,8.140653603683866,11.900000000000002
1.6398516543223782,8.35579663126698,12.040000000000001
1.3730477531014615,8.578669836645892,12.180000000000001
1.1346384945458947,8.809284565819409,12.320000000000002
0.9249108116880774,9.047636278547106,12.460000000000003
0.7434881890653016,9.29370990344927,12.600000000000001
0.5893363969822597,9.54748488013902,12.740000000000002
0.4608275050045369,9.808941615278627,12.880000000000003
0.35582709996566897,10.078067255660741,13.020000000000001
0.2718207796196029,10.354861345445121,13.160000000000002
0.2060571510653235,10.63934054064613,13.300000000000002
0.1557003449868795,10.931542269302202,13.440000000000001
0.11797503240781516,11.231527059641095,13.580000000000002
0.09029171562949041,11.539379522723086,13.720000000000002
0.07034168353364692,11.85520806604849,13.860000000000001
0.05615670374514476,12.179143594668707,14.000000000000002
