_1_task1,x_Cancer_1_task1,y_Immune_System_2_task1
0.0,0.0005,0.01
0.3,0.0005092691325604981,0.01009310883549575
0.6,0.0005187082338518736,0.010187073206813837
0.9,0.0005283203679858404,0.010281900739477118
1.2,0.0005381086526657004,0.010377599121865807
1.5,0.0005480762598767452,0.010474176105537036
1.8,0.0005582264171942377,0.010571639505794777
2.1,0.0005685624091930373,0.010669997202292768
2.4,0.0005790875776971328,0.010769257139210599
2.7,0.0005898053229757205,0.010869427325744698
3.0,0.0006007191044356038,0.010970515836217847
3.3,0.0006118324418484285,0.011072530810799766
3.6,0.0006231489162794792,0.011175480455882434
3.9,0.0006346721712754235,0.011279373044372236
4.2,0.0006464059137593387,0.011384216916125867
4.5,0.0006583539148999921,0.011490020478395464
4.8,0.0006705200113938316,0.011596792206196837
5.1,0.0006829081067920404,0.011704540642695202
5.4,0.00069552217203284,0.011813274399632341
5.7,0.0007083662467414005,0.0119230021577115
6.0,0.0007214444407570847,0.012033732666960489
6.3,0.0007347609348402896,0.01214547474715801
6.6,0.0007483199817960877,0.012258237288225051
6.9,0.0007621259107756129,0.012372029250261764
7.2,0.0007761831248464901,0.012486859664341998
7.5,0.0007904961013528542,0.012602737632992937
7.8,0.0008050693943811625,0.012719672330437158
8.1,0.0008199076359156527,0.012837673002983448
8.4,0.0008350155370103708,0.012956748969416293
8.7,0.0008503978889777738,0.013076909621384062
9.0,0.0008660595645939037,0.013198164423785883
9.3,0.0008820055193201337,0.013320522915157205
9.6,0.0008982407925414871,0.013443994708054038
9.9,0.0009147705088215288,0.0135685894894359
10.2,0.0009315998791738287,0.013694317021047439
10.5,0.0009487342071448331,0.013821187138928829
10.8,0.0009661789018187101,0.013949209751672038
11.1,0.0009839394517859893,0.014078394845761002
11.4,0.0010020214373087579,0.014208752483983624
11.7,0.001020430533268513,0.01434029280551771
12.0,0.00103917251066485,0.014473026026281567
12.3,0.0010582532381352434,0.014606962439282412
12.6,0.0010776786834959297,0.014742112414962693
12.9,0.001097454915303884,0.014878486401544261
13.2,0.0011175881044398967,0.015016094925370399
13.5,0.001138084525712746,0.01515494859124574
13.8,0.001158950559484468,0.01529505808277403
14.1,0.001180192693322701,0.015436434162671823
14.4,0.0012018175249687664,0.01557908766832488
14.7,0.0012238317629397972,0.01572302951610997
15.0,0.0012462422273568773,0.015868270704961905
15.3,0.0012690558524729811,0.016014822313772627
15.6,0.001292279688436213,0.016162695501674377
15.9,0.0013159209030745543,0.016311901508319206
16.2,0.0013399867837021217,0.016462451654154855
16.5,0.0013644847389469312,0.01661435734069698
16.8,0.0013894223006001719,0.016767630050797754
17.1,0.0014148071254869899,0.01692228134891079
17.4,0.0014406469973587772,0.017078322881352467
17.7,0.0014669498288069744,0.017235766376559578
18.0,0.0014937236627327124,0.01739462364366727
18.3,0.0015209766722171995,0.017554906565249648
18.6,0.0015487171664512096,0.01771662711178806
18.9,0.001576953591481687,0.017879797337403403
19.2,0.0016056945318643162,0.01804442937876822
19.5,0.0016349487126880605,0.01821053545527658
19.8,0.0016647250016205606,0.018378127869208005
20.1,0.0016950324109743916,0.018547219005885386
20.4,0.001725880099794175,0.0187178213338269
20.7,0.0017572773759645516,0.018889947404891985
21.0,0.0017892336983390093,0.019063609854421296
21.3,0.0018217586788895697,0.019238821401370662
21.6,0.0018548620848773333,0.019415594848439105
21.9,0.0018885538467451554,0.01959394307321727
22.2,0.0019228440580686475,0.019773879031862576
22.5,0.001957742969819398,0.01995541577175351
22.8,0.0019932609978659454,0.020138566423335127
23.1,0.0020294087253155788,0.020323344200111726
23.4,0.002066196904873161,0.020509762398639532
23.7,0.0021036364612230236,0.020697834398509952
24.0,0.0021417384934339224,0.020887573662323345
24.3,0.002180514277387064,0.021078993735653334
24.6,0.0022199752682272,0.02127210824700166
24.9,0.0022601331028367843,0.02146693090774358
25.2,0.0023009996023332043,0.02166347551206377
25.5,0.0023425867752054587,0.02186175593484134
25.8,0.0023849068248393314,0.022061786115067133
26.1,0.002427972144067721,0.022263580082300467
26.4,0.002471795319491169,0.02246715195083402
