Time,x_Cancer,y_Immune_System,a,b,c,d,e,f,compartment,Tumor_Growth,Tumor_Killing,Tumor_Competition,Immune_Growth,Immune_Loss_Tumor,Immune_Growth_Control
0.0,0.0005,0.01,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.125e-05,6.25e-07,7.8125e-09,0.0003125,4.2968749999999996e-07,3.125e-06
0.3,0.0005092691325604981,0.01009310883549575,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.182932078503113e-05,6.425135976864525e-07,8.104845293091317e-09,0.0003154096511092422,4.417280984094361e-07,3.1834639364113244e-06
0.6,0.0005187082338518736,0.010187073206813837,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.24192646157421e-05,6.605148439032684e-07,8.408069745804063e-09,0.0003183460377129324,4.5410395518349706e-07,3.243014391280761e-06
0.9,0.0005283203679858404,0.010281900739477118,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.302002299911502e-05,6.790171977843044e-07,8.72257535089668e-09,0.00032130939810865995,4.6682432347670925e-07,3.3036713380143786e-06
1.2,0.0005381086526657004,0.010377599121865807,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.3631790791606274e-05,6.980344851714956e-07,9.04877881480298e-09,0.00032429997255830647,4.798987085554032e-07,3.3654551104421866e-06
1.5,0.0005480762598767452,0.010474176105537036,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.4254766242296576e-05,7.175809081516389e-07,9.387112082515049e-09,0.00032731800329803237,4.933368743542518e-07,3.428386409056343e-06
1.8,0.0005582264171942377,0.010571639505794777,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.4889151074639856e-05,7.3767105564861e-07,9.738022901672347e-09,0.00033036373455608677,5.071488507584194e-07,3.4924863075150257e-06
2.1,0.0005685624091930373,0.010669997202292768,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.553515057456483e-05,7.58319914427318e-07,1.0101975410855962e-08,0.000333437412571649,5.213449411687811e-07,3.557776259279234e-06
2.4,0.0005790875776971328,0.010769257139210599,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.61929736060708e-05,7.795428787928775e-07,1.0479450707597901e-08,0.0003365392856003312,5.359357291701032e-07,3.6242781040762016e-06
2.7,0.0005898053229757205,0.010869427325744698,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.686283268598253e-05,8.013557618027467e-07,1.0870947469077936e-08,0.0003396696039295218,5.509320862393884e-07,3.6920140746764227e-06
3.0,0.0006007191044356038,0.010970515836217847,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.754494402722524e-05,8.237748060411743e-07,1.1276982576059808e-08,0.0003428286198818077,5.663451791533073e-07,3.76100680352208e-06
3.3,0.0006118324418484285,0.011072530810799766,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.823952761552678e-05,8.468166954266976e-07,1.1698091778069082e-08,0.0003460165878374927,5.821864781058545e-07,3.831279329878442e-06
3.6,0.0006231489162794792,0.011175480455882434,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.894680726746745e-05,8.704985668732048e-07,1.2134830370634042e-08,0.00034923376424632606,5.984677647253283e-07,3.90285510686907e-06
3.9,0.0006346721712754235,0.011279373044372236,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.966701070471397e-05,8.948380225871513e-07,1.258777390598314e-08,0.00035248040763663236,6.152011405286665e-07,3.975758008565968e-06
4.2,0.0006464059137593387,0.011384216916125867,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.0400369609958666e-05,9.198531422628577e-07,1.3057518916970173e-08,0.00035575677862893334,6.323990353057147e-07,4.050012337293948e-06
4.5,0.0006583539148999921,0.011490020478395464,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.114711968124951e-05,9.455624955290917e-07,1.3544683664504565e-08,0.00035906313994985825,6.500742156762506e-07,4.1256428310608474e-06
4.8,0.0006705200113938316,0.011596792206196837,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.1907500712114475e-05,9.71985155278875e-07,1.4049908927487e-08,0.00036239975644365116,6.682397942542266e-07,4.202674671053366e-06
5.1,0.0006829081067920404,0.011704540642695202,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.268175667450252e-05,9.99140711396684e-07,1.4573858822571526e-08,0.00036576689508422506,6.869092390852203e-07,4.281133489265744e-06
5.4,0.00069552217203284,0.011813274399632341,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.34701357520525e-05,1.0270492836565287e-06,1.5117221618414983e-08,0.00036916482498851067,7.060963825138635e-07,4.361045376281527e-06
5.7,0.0007083662467414005,0.0119230021577115,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.427289042133753e-05,1.0557315360434644e-06,1.5680710610078084e-08,0.0003725938174284844,7.258154310298818e-07,4.4424368891497845e-06
6.0,0.0007214444407570847,0.012033732666960489,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.5090277547317794e-05,1.0852086917669465e-06,1.626506503435321e-08,0.00037605414584251527,7.460809755897758e-07,4.5253350593709995e-06
6.3,0.0007347609348402896,0.01214547474715801,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.59225584275181e-05,1.1155025474126187e-06,1.6871050980230508e-08,0.00037954608584868783,7.669080013461754e-07,4.609767401057904e-06
6.6,0.0007483199817960877,0.012258237288225051,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.676999886225548e-05,1.1466354880470867e-06,1.7499462348603032e-08,0.00038306991525703286,7.883118980323722e-07,4.695761919200971e-06
6.9,0.0007621259107756129,0.012372029250261764,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.763286942347581e-05,1.1786305075622838e-06,1.8151121996111173e-08,0.00038662591407068013,8.103084739490702e-07,4.783347117791646e-06
7.2,0.0007761831248464901,0.012486859664341998,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.851144530290563e-05,1.2115112192235706e-06,1.8826882603014437e-08,0.0003902143645106874,8.329139632162049e-07,4.872552008655348e-06
7.5,0.0007904961013528542,0.012602737632992937,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.9406006334553387e-05,1.2453018706567268e-06,1.9527627695439436e-08,0.0003938355510310293,8.561450360764997e-07,4.963406120189263e-06
7.8,0.0008050693943811625,0.012719672330437158,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.031683714882266e-05,1.2800273624739841e-06,2.025427280528912e-08,0.0003974897603261612,8.800188117008642e-07,5.05593950605277e-06
8.1,0.0008199076359156527,0.012837673002983448,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.1244227244728297e-05,1.3157132653167947e-06,2.1007766607274832e-08,0.00040117728134323274,9.045528699052963e-07,5.150182754110314e-06
