Time,d,ad,e,r,rs,x,ip3,kg,gstar,ro,ip3con,rscon,atp,y,delta,ca,addash,vatp_s,smoothness,vdeg,alpha,gamma,ae,ax,k,qd,qe,qx,f,g,ps,pd,pe,px,ddd,dee,dxx,af,rt,yo,gf,kdeg,kkdeg,ka,kd,rhstar,dip,krel,ip3min,datpp,kr,scale,rscrit,ymax,cabasil,p1,p2,p3,p4,p5,m,n,dist,ip30,cell
1.0,0.0788377709452648,0.41,1.206940870919836,0.016880135744777845,1.0479423945914266,0.11143546127924016,0.013097622154126892,8.823529411764705,0.0013649363545482876,9.52855729470714e-05,0.5546617668267135,6.850886332260275e-05,0.002382366328817396,499.9987992902548,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.01,0.07943752693618225,0.41,1.2089221071940217,0.017162190660162887,1.0473326961189635,0.1122232638454205,0.013111600152821088,8.823529411764705,0.0013664878928819168,0.00010901308712828756,0.5553522078068658,7.739281434471224e-05,0.0027256243069272387,499.9986254918854,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.02,0.08003376191329367,0.41,1.2109018778540042,0.017445639844941598,1.0467219755316741,0.11300695689746265,0.013127829862811755,8.823529411764705,0.0013682921121166785,0.00012497629462487485,0.5561536034816817,8.744657200698835e-05,0.0031247978912837754,499.99842315244024,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.03,0.08062648392088412,0.41,1.21288018836593,0.01773046485529378,1.0461102522297492,0.11378658933592498,0.013146747916892456,8.823529411764705,0.0013703989122318615,0.00014361672282652813,0.557087376094783,9.882605465549865e-05,0.003590933788805839,499.9981865580941,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.04,0.08121570105625614,0.41,1.2148570441041968,0.018016647434932247,1.0454975455245934,0.11456220947574298,0.013168900784923603,8.823529411764705,0.0013728709301540892,0.0001654886049951227,0.5581803021750376,0.0001117081580362389,0.004137899900160154,499.9979085217201,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.05,0.0818014214690727,0.41,1.2168324503521455,0.018304169512823112,1.044883874639032,0.11533386505380233,0.013194977166573472,8.823529411764705,0.0013757875544748836,0.00019129440807084486,0.5594660747690274,0.00012629359665494722,0.004783275215572124,499.99757989381885,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.06,0.08238365336070456,0.41,1.2188064123027433,0.018593013200959716,1.04426925870751,0.11610160323635449,0.013225860255267452,8.823529411764705,0.0013792513252023255,0.00022194146664342035,0.5609878235861979,0.0001428101314805974,0.005549768389821477,499.99718879610873,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.07,0.08296240498358087,0.41,1.2207789350592662,0.018883160792171113,1.0436537167762878,0.11686547062633043,0.013262701112640878,8.823529411764705,0.0013833965766629186,0.0002586184704912366,0.5628016371562015,0.00016151623653420932,0.006467134282657557,499.99671961026183,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.08,0.08353768464054237,0.41,1.2227500236359727,0.019174594757959216,1.0430372678036381,0.1176255132705697,0.013307023047950766,8.823529411764705,0.0013884024792938736,0.00030291088418542397,0.5649815445502545,0.00018270526400926412,0.00757506667477982,499.99615138350975,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.09,0.08410950068419794,0.41,1.2247196829587788,0.01946729774637321,1.0424199306600364,0.11838177666693891,0.013360884851716997,8.823529411764705,0.0013945133130522148,0.0003569803717269078,0.5676272697509951,0.00020671017562146066,0.008927696305518503,499.9954553727018,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.1,0.08467786151628456,0.41,1.2266879178659205,0.019761252579918863,1.0418017241283497,0.11913430577134683,0.013427137575988367,8.823529411764705,0.0014020706640068114,0.00042384975525290954,0.5708763462618598,0.00023390891700547645,0.010600737001106158,499.9945911074723,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.11,0.08524277558703,0.41,1.2286547331086208,0.02005644225349777,1.0411826669040245,0.11988314500467002,0.013509832102438507,8.823529411764705,0.001411565552987741,0.0005078644078322066,0.5749231541310453,0.00026473052229342153,0.012703061628676869,499.9934999334988,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.12,0.08580425139451893,0.41,1.230620133351745,0.02035284993238221,1.0405627775952686,0.12062833825957253,0.013614927156246686,8.823529411764705,0.0014237294237418228,0.0006154976348304494,0.5800516518206899,0.0002996620476857226,0.01539691763715058,499.99209371928526,0.011964731652544192,0.015983500000000005,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.1300000000000001,0.08636229748406189,0.41,1.2325841231744554,0.020650458950218505,1.0399420747232349,0.12136992890723998,0.013751505502245019,8.823529411764705,0.0014396950691107182,0.0007567752244493146,0.5866905930870492,0.00033925644601334737,0.018933709173242105,499.99023447033625,0.011964731652544192,0.015983500000000005,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.1400000000000001,0.08691692244756756,0.41,1.2345467070708598,0.020949252807063386,1.0393205767221978,0.12210795980401491,0.013934085484150508,8.823529411764705,0.0014613080954812487,0.0009480328348649653,0.5955162459176732,0.0003841415091881961,0.023723311349735404,499.98769446985506,0.011964731652544192,0.015983500000000005,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.1500000000000001,0.08746813492291795,0.41,1.2365078894506585,0.021249215167450822,1.0386983019397333,0.12284247329794032,0.01418724075689726,8.823529411764705,0.0014917649493454818,0.0012175651417549553,0.6076508086046845,0.0004350300222363268,0.03047623534568271,499.98407331575146,0.011964731652544192,0.015983500000000005,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.16,0.08801594359334675,0.41,1.238467674639783,0.021550329858488756,1.0380752686368908,0.12357351123521315,0.014555671831128419,8.823529411764705,0.001537046044339554,0.0016183170982749773,0.6250723587208895,0.0004927312915393167,0.04052350734168756,499.97860812498857,0.011964731652544192,0.015983500000000005,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.17,0.08856035718682091,0.41,1.2404260668810327,0.02185258086798519,1.0374514949883682,0.12430111496654912,0.015128622743976316,8.823529411764705,0.0016095392861329371,0.0022599808115855067,0.6515193856380614,0.0005581642312019741,0.05662749734705011,499.9696816015965,0.011964731652544192,0.015983500000000005,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.18,0.08910138447542494,0.41,1.2423830703347083,0.02215595234260358,1.0368269990826806,0.12502532535345884,0.016107959378825164,8.823529411764705,0.0017386052709431076,0.003402620851134799,0.6945741466279793,0.0006323722153864786,0.08535595523140889,499.95334883853235,0.011964731652544192,0.01598350000000001,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.19,0.08963903427474851,0.41000000000000003,1.2443386890792394,0.022460428586046487,1.0362017989223296,0.12574618277443766,0.01803372409687597,8.823529411764705,0.002007605473999842,0.005785068891247354,0.7697224756270353,0.0007165399312717979,0.1454682662227729,499.91799471392216,0.011964731652544192,0.01598350000000003,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.2,0.09017331544327695,0.41000000000000025,1.246292927111806,0.022765994057267293,1.0355759124239712,0.12646372713107057,0.02268084954340536,8.823529411764705,0.0027069640754365924,0.011985076754632845,0.8943693170310579,0.0008120124973042264,0.3032615315987598,499.8214606532656,0.011964731652544192,0.015983500000000272,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.21,0.09070423688178494,0.4100000000000287,1.248245788348961,0.023072633368709447,1.0349493574185793,0.12717799785405287,0.0365051476781647,8.823529411764705,0.004875161576925139,0.03126213788200556,0.9926160084327587,0.0009203171448948777,0.8067749569954807,499.5080626438174,0.011964731652544192,0.015983500000028704,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.22,0.09123180753274834,0.4100000000513774,1.2501972766272451,0.023380331284572606,1.0343221516516115,0.12788903390912879,0.07844281682477273,8.823529411764705,0.011312391492937638,0.08899255576208724,0.999998306249164,0.0010431877989830474,2.4421467773112546,498.5082432121191,0.011964731652544192,0.015983500051377428,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.23,0.09175603646372575,0.4100002882873768,1.252147395703797,0.02368907271910534,1.0336943127831395,0.1285968738029483,0.189421324486667,8.823529411764705,0.027154831751179158,0.23432467230199075,0.9999999999999996,0.0011825929342233477,7.650914944800566,495.50911896693293,0.011964731652544192,0.0159837882873768,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.24,0.09227706496289519,0.4103333881032883,1.2540961492569727,0.02399884273492351,1.033065858331894,0.12930155558886058,0.3893120802751971,8.823529411764705,0.05081748244100635,0.460430769376253,1.0,0.0013407671442071667,21.33325731176289,488.9780607281267,0.011964731652544192,0.0163168881032883,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.25,0.0928083339929416,0.4294854464649602,1.2560435408900228,0.02430962654126616,1.0324367963776484,0.1300031168768755,0.5934258022549466,8.823529411764705,0.06985615119999185,0.650704602237056,1.0,0.0015202496989651926,46.57265787099412,480.75393757098465,0.011964731652544192,0.0354689464649602,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.26,0.09346375212152877,0.5168758142054646,1.257989574217682,0.02462140948985241,1.0318069826653622,0.13070159495854367,0.7301153484172636,8.823529411764705,0.08080981275775517,0.7637482486681856,1.0,0.001723976053561116,80.81932137674451,474.33858816769674,0.011964731652544192,0.12285931420546461,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.27,0.09433354772253273,0.5966089755402326,1.2599342532693456,0.02493417706139289,1.0311759218859733,0.13139702737008596,0.8081286074584747,8.823529411764705,0.08685647329358877,0.827312582695147,1.0,0.0019554367122432414,119.77024666983317,470.49696905150955,0.011964731652544192,0.20259247554023263,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.28,0.0953390820731452,0.6374283609981782,1.261877582779277,0.02524791485550649,1.0305431340706903,0.1320894522961375,0.8527873345252492,8.823529411764705,0.0904089891529563,0.8650518234430857,1.0,0.0022186686998570404,160.2563008841863,468.5152069867559,0.011964731652544192,0.24341186099817827,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.29,0.09640905704266657,0.6580973688887813,1.2638195679449529,0.02556260859678615,1.0299083704901837,0.13277890823481986,0.879898020021806,8.823529411764705,0.09264735937411037,0.8889823354060846,1.0,0.00251823879435098,200.18938847656304,467.73408952117404,0.011964731652544192,0.26408086888878135,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.3,0.09751001838182623,0.669648834046479,1.2657602141517612,0.02587824414193983,1.0292715205369871,0.13346543361785096,0.8974008051584663,8.823529411764705,0.0941376534572362,0.9049807150861727,1.0,0.002859331181058189,238.10448476509202,467.75218509973615,0.011964731652544192,0.2756323340464791,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.31,0.09862630383862567,0.6766978164642907,1.2676995268343467,0.026194807482680722,1.0286325370035037,0.1341490666216228,0.9092612632990029,8.823529411764705,0.09517024878812912,0.916096583951116,1.0,0.0032478548676156405,272.9616465846211,468.31026828076864,0.011964731652544192,0.28268131646429073,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.32,0.09974980852774824,0.6812853896682497,1.2696375114121028,0.026512284746265612,1.0279914035941455,0.13482984508178114,0.9175863044621401,8.823529411764705,0.09590622745427917,0.9240348785775254,1.0,0.003690556195027783,304.09840110653266,469.21137243302536,0.011964731652544192,0.2872688896682497,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.33,0.10087592684120922,0.6844086674263752,1.2715741732565289,0.02683066219501198,1.0273481206929795,0.13550780645227656,0.9235747876357306,8.823529411764705,0.09644156249370597,0.9298171474789103,1.0,0.0041951419370128695,331.212366724302,470.2925023368922,0.011964731652544192,0.2903921674263752,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.34,0.10200183080954284,0.6866062444146188,1.273509517673023,0.027149926225355066,1.0267026984398164,0.13618298778455182,0.9279626265722741,8.823529411764705,0.09683702147946421,0.934092987156304,1.0,0.004770417174715047,354.3223045822083,471.4209318512894,0.011964731652544192,0.2925897444146188,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.35,0.1031256890765855,0.6881917839291115,1.2754435498900905,0.027470063366676702,1.0260551530558524,0.13685542571704595,0.9312253995244812,8.823529411764705,0.09713304574727454,0.937296155534009,1.0,0.0054264408053042446,373.6996365678886,472.49765882839984,0.011964731652544192,0.2941752839291115,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.36,0.10424629166937242,0.689359152724003,1.2773762750528874,0.027791060280008238,1.0254055048023565,0.13752515647070818,0.9336828017626582,8.823529411764705,0.09735752388375511,0.9397265505271222,1.0,0.00617470109153434,389.77632719941835,473.460627350925,0.011964731652544192,0.2953426527240031,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.37,0.10536279953526878,0.6902351866291078,1.279307698218739,0.028112903756684744,1.0247537765534875,0.13819221584722008,0.9355590449925489,8.823529411764705,0.09753012793660297,0.9415961339464548,1.0,0.007028313941307596,403.05385480953925,474.28142369033066,0.011964731652544192,0.2962186866291078,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
1.3800000000000001,0.10647462807434009,0.6909045801834448,1.2812378243545253,0.02843558071696041,1.0240999929865995,0.13885663922977104,0.9370119189632052,8.823529411764705,0.0976648741189,0.9430561520163062,1.0,0.008002245948977804,414.02898882349683,474.9573459562436,0.011964731652544192,0.29688808018344487,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,1.0,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
