ad,atp,ca,d,delta,e,gstar,ip3,ip3con,kg,r,ro,rs,rscon,x,y,Time
0.41,0.0,0.0159835,0.0,0.011964731652544192,1.0,0.0013541666666666667,0.0,0.0831726964939224,8.823529411764705,0.0,0.0,1.1,2.0611536366565986e-09,0.0,0.0,0.0
0.41,-5.650224535796136e-08,0.0159835,0.0009801647943290099,0.011964731652544192,1.0021746848175115,0.001354166411216406,0.01162979728618492,0.48149831572623863,8.823529411764705,2.433510383157881e-06,-2.26008981942646e-09,1.0996071421066382,2.2296339219352035e-09,0.0015929712009818326,474.8044721122434,0.01
0.41,2.1465720991539758e-08,0.0159835,0.0019563997696384543,0.011964731652544192,1.0043467520762677,0.0013541667637145623,0.012855571519734016,0.5426745006101034,8.823529411764705,9.693816106909452e-06,8.586288389243469e-10,1.0992108111108816,2.413561850378443e-09,0.0031720027560375092,498.7298844101017,0.02
0.41,6.832305456699248e-08,0.0159835,0.002928703750550582,0.011964731652544192,1.0065162208426028,0.0013541669755595593,0.012984768604416053,0.5490798788477238,8.823529411764705,2.1721199058975738e-05,2.7329221752108355e-09,1.09881103758665,2.6144619247325807e-09,0.004737269793410338,499.93569185972046,0.03
0.41,8.779571156958687e-08,0.0159835,0.003897075698764505,0.011964731652544192,1.0086831099932208,0.0013541670635966846,0.012998385357554263,0.5497540658739857,8.823529411764705,3.8456756389861206e-05,3.5118284504505357e-09,1.098407851950282,2.8340178537256122e-09,0.006288945070409665,499.9965956452061,0.04
0.41,9.880601402902262e-08,0.0159835,0.004861514712006852,0.011964731652544192,1.0108474382164971,0.0013541671133749647,0.01299981920937606,0.549825047561229,8.823529411764705,5.98423864347526e-05,3.9522405455407e-09,1.09800128446226,3.074090038079902e-09,0.007827199009185609,499.99967599085494,0.05
0.41,1.0809832114479237e-07,0.0159835,0.005822020022987346,0.011964731652544192,1.0130092240137711,0.0013541671553860782,0.012999979555615387,0.5498329852474696,8.823529411764705,8.582077493092469e-05,4.3239328270953e-09,1.0975913652288969,3.336734999415114e-09,0.009352199731891718,499.9999723370546,0.06
0.41,1.175784281630409e-07,0.0159835,0.006778590998359157,0.011964731652544192,1.015168485700631,0.0013541671982462472,0.013000000561294552,0.5498340250984185,8.823529411764705,0.00011633538152068431,4.703137104402138e-09,1.097178124203985,3.6242268630637398e-09,0.010864113095255092,499.99998797163676,0.07
0.41,1.277900403042985e-07,0.0159835,0.00773122713768404,0.011964731652544192,1.0173252414081944,0.0013541672444135975,0.013000003992305722,0.5498341949448359,8.823529411764705,0.00015133042653384237,5.11160158604347e-09,1.096761591190405,3.939081560933033e-09,0.012363102724563084,499.9999826668795,0.08
0.41,1.389341118456221e-07,0.0159835,0.008679928072402254,0.011964731652544192,1.0194795090843811,0.0013541672947966561,0.012999999334882585,0.5498339643869611,8.823529411764705,0.0001907508780427982,5.557364442940584e-09,1.0963417958416974,4.2840835878799055e-09,0.013849330047077843,499.99993263776923,0.09
0.41,1.5114061425262685e-07,0.0159835,0.009624693564807135,0.011964731652544192,1.0216313064951805,0.0013541673499830324,0.013000005536450095,0.5498342713850932,8.823529411764705,0.00023454243917931124,6.0456245335554975e-09,1.0959187676636,4.662315922221438e-09,0.015322954324898639,499.9999962964671,0.1
0.41,1.64523177321264e-07,0.0159835,0.010565523507003549,0.011964731652544192,1.0237806512259364,0.0013541674104864537,0.013000008038341731,0.5498343952370052,8.823529411764705,0.0002826515354679506,6.580927049541959e-09,1.0954925360155772,5.077193387936774e-09,0.01678413268791152,500.00000663972634,0.11
