Time,M,Mp,Mpp,MAPKK1,MAPKK2,MKP3,k1cat,Km1,k2cat,Km2,k3cat,Km3,k4cat,Km4,Km5,uVol,v1,v2,v3,v4
0.35000000000000003,499.6843073758158,0.3140802567662836,0.001612367394546364,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909038698523705,0.009416492634139772,0.0003648685826564037,0.014102060167036412
0.36,499.67536000132077,0.3229358914436149,0.0017041072106016093,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090372178955232,0.009681823526685666,0.00038560817628377464,0.014498901487507635
0.37,499.6664166083852,0.3317851024137593,0.0017982891747425698,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090357378780466,0.009946952571057793,0.0004068981335797732,0.014895411760681099
0.38,499.6574771936954,0.34062790049932334,0.0018949057779784062,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090342584707888,0.010211880112414015,0.00042873666605075647,0.015291591498037539
0.39,499.64854175394316,0.3494642964956481,0.0019939495333276525,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090327796732641,0.010476606495032546,0.0004511219904942656,0.015687441209968275
0.4,499.6396102858045,0.35829430130078743,0.002095412865549768,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090313014849845,0.010741132066205942,0.000474052304053262,0.016082961411641297
0.41000000000000003,499.63068278597154,0.3671179257176588,0.0021992882789926395,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090298239054638,0.011005457170313884,0.0004975258221918275,0.016478152614071172
0.42,499.6217592511633,0.3759351803885728,0.002305568413135261,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090283469342209,0.011269582146862614,0.0005215407912549608,0.016873015321160954
0.43,499.61283967809067,0.38474607601207456,0.002414245858628078,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090268705707729,0.011533507336981118,0.0005460954468518463,0.017267550039489127
0.44,499.60392406346966,0.3935506232586157,0.002525313228833204,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090253948146377,0.011797233080895043,0.0005711880300405003,0.01766175727450241
0.45,499.59501240402193,0.40234883277055455,0.0026387631598244225,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090239196653341,0.012060759717926967,0.000596816787327355,0.018055637530514698
0.46,499.58610469647437,0.41114071516215633,0.002754588310387189,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090224451223816,0.012324087586496623,0.0006229799706668351,0.01844919131070606
0.47000000000000003,499.57720093755944,0.41992628101959295,0.0028727813620186295,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090209711853007,0.012587217024121139,0.0006496758374609205,0.018842419117121683
0.48,499.5683011240148,0.428705540900943,0.0029933350189275385,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090194978536125,0.01285014836741527,0.0006769026505587034,0.019235321450670882
0.49,499.55940525258364,0.4374785053361919,0.003116242008034383,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090180251268387,0.013112881952091657,0.0007046586782559342,0.019627898811126043
0.5,499.55051332001443,0.4462451848272319,0.0032414950789713,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090165530045025,0.013375418112961036,0.0007329421942945592,0.020020151697121624
0.51,499.5416253230612,0.4550055898478618,0.0033690870040820964,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090150814861271,0.0136377571839325,0.0007617514778622476,0.02041208060615314
0.52,499.5327412584832,0.46375973084378724,0.00349901057842225,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909013610571237,0.013899899498013709,0.0007910848135919109,0.02080368603457615
0.53,499.5238611230452,0.47250761823262055,0.0036312586197589083,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090121402593574,0.014161845387311144,0.0008209404915612121,0.02119496847760526
0.54,499.5149849135173,0.4812492624038809,0.00376582396857089,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090106705500142,0.014423595183030335,0.0008513168072920664,0.021585928429313096
0.55,499.506112626675,0.48998467371899407,0.003902699488048684,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090092014427342,0.014685149215476102,0.000882212061750133,0.02197656638262936
0.56,499.49724425929924,0.49871386251129274,0.00404187806409445,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909007732937045,0.014946507814052778,0.0009136245613442967,0.022366882829339792
0.5700000000000001,499.48837980817626,0.5074368390860162,0.004183352605322018,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090062650324748,0.01520767130726445,0.000945552617926143,0.022756878260085177
0.58,499.4795192700978,0.5161536137203107,0.004327116043056885,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909004797728553,0.015468640022715193,0.00097799454878942,0.023146553164360397
0.59,499.47066264186094,0.5248641966632288,0.0044731613313362265,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090033310248095,0.015729414287109292,0.0010109486766694989,0.023535908030513402
0.6,499.46180992026814,0.5335685981357303,0.004621481446908882,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090018649207751,0.015989994426251482,0.001044413329742816,0.02392494334574428
0.61,499.4529611021273,0.5422668283306815,0.004772069389235362,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090003994159812,0.01625038076504719,0.0010783868416263155,0.024313659596104258
0.62,499.4441161842517,0.5509588974128554,0.004924918180487851,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089989345099604,0.016510573627502738,0.0011128675513768756,0.024702057266494704
0.63,499.43527516336184,0.5596448161243323,0.005080020355417239,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089974702022297,0.01677057335484702,0.0011478536882346241,0.025090136868042737
0.64,499.4264380361958,0.5683245951050125,0.005237368533914079,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089960064923086,0.017030380285190244,0.001183343501008384,0.02547789890738182
0.65,499.4176047997004,0.5769982437107427,0.005396956416900069,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089945433797515,0.017289994718150004,0.0012193354830508122,0.025865343833196146
0.66,499.4087754507029,0.5856657720413818,0.005558777077403307,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089930808640927,0.017549416975557723,0.0012558279861523758,0.026252472127929145
0.67,499.39994998603527,0.5943271901710301,0.0057228236091966195,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089916189448672,0.017808647378416576,0.0012928193670982838,0.02663928427297588
0.68,499.39112840253483,0.6029825081480285,0.0058890891267975596,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.908990157621611,0.018067686246901676,0.0013303079876679949,0.0270257807486821
0.6900000000000001,499.38231069704375,0.6116317359949591,0.006057566765468406,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089886968938604,0.01832653390036028,0.0013682922146347211,0.027411962034343373
0.7000000000000001,499.3734968664093,0.6202748837086454,0.006228249681216165,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089872367611529,0.018585190657312026,0.0014067704197649215,0.0277978286082042
0.71,499.3646869074837,0.6289119612601511,0.006401131050792571,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089857772230265,0.018843656835449144,0.001445740979817789,0.028183380947457037
0.72,499.3558808171242,0.6375429785947818,0.006576204071694085,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.90898431827902,0.019101932751636665,0.0014852022765447271,0.02856861952824149
0.73,499.3470785921931,0.6461679456320836,0.006753461962161897,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089828599286729,0.019360018721912634,0.0015251526966888226,0.028953544825643374
0.74,499.33828022955765,0.6547868722658435,0.00693289796118192,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089814021715253,0.01961791506148833,0.0015655906319843064,0.02933815731369382
0.75,499.3294857260902,0.66339976836409,0.007114505328484797,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089799450071185,0.019875622084748468,0.0016065144791560088,0.029722457465368425
0.76,499.32069507866805,0.6720066437690921,0.007298277344545898,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089784884349942,0.020133140105251437,0.0016479226399188083,0.030106445752586336
0.77,499.31190828406966,0.6806075089615907,0.007484206758013062,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089770324546775,0.02039046945560225,0.0016898133962321698,0.030490122676272935
0.78,499.3031253392028,0.6892023736023579,0.007672286998980425,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089755770657153,0.020647610443816546,0.0017321851842200232,0.030873488700355202
0.79,499.2943462409982,0.6977912472102006,0.007862511614958793,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089741222676577,0.0209045633736083,0.0017750364668105395,0.031256544282438896
0.8,499.2855709863485,0.706374139555779,0.008054873943258507,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089726680600487,0.021161328556171925,0.0018183656597814363,0.03163928989163427
0.81,499.2767995721508,0.7149510603853972,0.008249367340767479,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.908971214442433,0.021417906301918335,0.001862171183635551,0.0320217259960547
0.8200000000000001,499.2680319953073,0.7235220194210035,0.008445985183951192,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089697614143559,0.021674296920475233,0.0019064514636003194,0.032403853062815874
0.8300000000000001,499.2592682527248,0.7320870263601899,0.008644720868852705,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089683089753635,0.0219305007206873,0.001951204929627254,0.03278567155803494
0.84,499.25050834131497,0.7406460908761925,0.008845567811092647,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089668571250024,0.022186518010616343,0.001996430016391407,0.03316718194682964
0.85,499.2417522579943,0.7491992226178918,0.009048519445869221,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089654058628202,0.022442349097541562,0.0020421251632908323,0.03354838469331758
0.86,499.232999999684,0.7577464312098121,0.009253569227958204,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089639551883649,0.022697994287959718,0.002088288814446034,0.033929280260615265
0.87,499.22425156331013,0.7662877262521213,0.009460710631712943,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089625051011856,0.022953453887585337,0.002134919418699417,0.03430986911083738
0.88,499.2155069458036,0.7748231173206319,0.009669937151064357,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089610556008317,0.023208728201350923,0.00218201542961472,0.03469015170509593
0.89,499.2067661441,0.7833526139668,0.009881242299520941,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089596066868537,0.023463817533407132,0.002229575305476451,0.03507012850349943
0.9,499.1980291551398,0.7918762257177261,0.010094619610168762,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089581583588026,0.02371872218712301,0.00227759750928931,0.035449799965152094
0.91,499.1892959757966,0.8003939625671647,0.010310062181734669,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089567106162179,0.02397344247976942,0.0023260804063838514,0.0358291665704428
0.92,499.18056660306866,0.8089058336633661,0.010527563891670935,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089552634586604,0.024227978703279075,0.0023750225380632776,0.036208228761482664
0.93,499.1718410339121,0.8174118484517213,0.010747118339785353,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089538168856832,0.02448233115841842,0.002424422383297101,0.036586986993967785
0.9400000000000001,499.16311926528397,0.8259120163782292,0.010968719122384113,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.90895237089684,0.02473650014591956,0.002474278420567227,0.03696544172372017
0.9500000000000001,499.1544012941464,0.834406346865241,0.011192359854696129,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089509254916848,0.024990485965755083,0.0025245891329258984,0.0373435934055859
0.96,499.145687117466,0.8428948493114603,0.011418034170873047,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089494806697723,0.025244288917138237,0.0025753530079951287,0.037721442493434405
0.97,499.1369767322141,0.8513775330919433,0.011645735723989253,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089480364306584,0.025497909298523143,0.002626568537966127,0.03809898944015768
0.98,499.1282701353667,0.8598544075580982,0.011875458186041856,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089465927738989,0.025751347407604968,0.002678234219598707,0.038476234697669434
0.99,499.1195673239045,0.8683254820376856,0.012107195247950696,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.908945149699051,0.02600460354132014,0.0027303485542206985,0.038853178716904434
1.0,499.110868294813,0.8767907658348185,0.012340940619558349,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089437072056723,0.02625767799584651,0.002782910047727351,0.03922982194781763
1.01,499.1021730450822,0.8852502682299623,0.012576688029630117,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089422652933211,0.02651057106660359,0.002835917210580728,0.039606164839383444
1.02,499.093481571707,0.8937039984799346,0.012814431225854041,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089408239615563,0.02676328304825269,0.0028893685578090995,0.039982207839595
1.03,499.0847938716868,0.9021519658179055,0.013054163974840884,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089393832099377,0.02701581423469716,0.00294326260900632,0.04035795139546337
1.04,499.0761099420108,0.9105941795533153,0.013295879981451385,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089379430380232,0.027268164922069186,0.0029975978701476196,0.040733395957545326
1.05,499.0674297796363,0.9190306492139644,0.013539572774075598,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089365034453654,0.027520335412976583,0.003052372807737877,0.04110854198638427
1.06,499.0587533816226,0.9274613836587535,0.013785236420994173,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089350644315335,0.027772325989982423,0.0031075860102723553,0.041483389912295235
1.07,499.0500807449856,0.935886392041817,0.014032864751949908,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089336259960897,0.028024136944424505,0.0031632360127751722,0.041857940179059805
1.08,499.04141186674593,0.9443056834943386,0.014282451615045478,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089321881385968,0.028275768566904363,0.003219321354706696,0.04223219322950554
1.09,499.03274674392856,0.9527192671245517,0.014533990876743421,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089307508586182,0.028527221147287462,0.0032758405799629253,0.04260614950550524
1.1,499.02408537356325,0.9611271520177391,0.01478747642186614,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089293141557181,0.028778494974703386,0.0033327922368748646,0.042979809447976206
1.11,499.0154277526842,0.969529347236233,0.01504290215359591,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089278780294612,0.029029590337545996,0.003390174878207904,0.043353173496879484
1.12,499.0067738783304,0.977925861819415,0.01530026199347487,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.908926442479413,0.029280507523473644,0.003447987061161181,0.04372624209121918
1.1300000000000001,498.9981237475452,0.9863167047837165,0.015559549881405031,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089250075051398,0.02953124681940935,0.0035062273473669427,0.044099015669041695
1.1400000000000001,498.9894773573767,0.9947018851226181,0.015820759775648265,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9089235731062084,0.029781808511540962,0.003564894302889902,0.04447149466743509
