Time,PII,UTP,PIIUMP,PPi,GLN,PIIUMP2,PIIUMP3,UMP,GS,AMP,NH4,KG,NADPH,GLU,NADP,AZGLU,ATP,ADP,AZglu,AZGLN,AZgln,P_i,UT,kcatut,Kglnut,Kutipii,Kutpii,Kutpiiump,Kututp,Kutippi,UR,kcatur,Kurpiiump,Kurump,Kglnur,a1,b1,c1,d1,Vad,Kadpiikg,Kadgln,Kadgs,e1,f1,g1,h1,i1,j1,k1,l1,m1,n1,o1,Vdead,Kdeadpiikg,Kdeadgln,Kdeadpiiu,Kdeadgsa,Vgdh,Kgdhkg,Kgdhnh,Kgdhglu,Kgdhnadph,Kgdhnadp,Keqgdh,Kgdhazglu,Vgog,Kgoggln,Kgogkg,Kgognadph,Kgogglu,Kgognadp,Kgogaz,Vgs,aamp,bamp,camp,damp,n1amp,n2amp,Kgseq,Kgsatp,Kgsglu,Kgsnh,Kgsadp,Kgspi,Kgsgln,Keq,Vgludem,Kgludemglu,Kgludemeq,Kgludemazglu,Vglndem,Kglndemgln,Kglndemeq,Kglndemazgln,Vazglndem,Kazglndemazgln,Kazglndemeq,Kazglndemazinter,Vazgludem,Kazgludemazglu,Kazgludemeq,Kazgludemazinter,Vadp,Kadp,ATPtot,GStot,PIItot,Kd1,Kd2,Kd3,Kd1piiump,Kd2piiump,Kd3piiump,vAPP_GS,nAMP,PIIKG1,PIIUMP3KG3,compartment,vut1,vur1,vut2,vur2,vut3,vur3,vad,vdead,vgdh,vgog,vgs,vgludem,vazgludem,vglndem,vazglndem,vatpase
0.0,0.003,0.5,0.0,0.05,1.0,0.0,0.0,0.01,0.014,0.0,0.05,0.2,0.15,1.0,0.05,1.0,2.685,2.685,0.1,1.0,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,607.2,0.0,0.0010224045440201954,0.0,1.0,0.002479824341836266,0.0,0.0,0.0,0.0,0.0,0.010013437766274879,0.0,3.4874338292798712,23.650458736757745,0.8308340424383299,4.79999999952,22.05882352919118,6.363636363,9.090909090818181,84.30141287284144
0.01,0.002971518736384128,0.5,2.8345089550767067e-05,0.05,0.721757260659049,1.3573910808169124e-07,4.3494966430132194e-10,0.01,0.013905213904983069,9.47860950169309e-05,0.05,0.2,0.15,1.4360609823858697,0.05,0.8458898675984449,3.4852029538009996,1.8847970461990007,0.1,0.965815883072452,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,594.704682282565,0.08124522430022649,0.0010126980862400939,8.685422313661343e-11,1.0,0.003318482615522487,3.6619449259217064e-05,3.165475140974818e-05,1.7536340366772125e-07,1.5158843351724737e-07,5.619180399366466e-10,0.009867663223323575,0.000817547473704632,3.36210573575086,24.350783583210696,3.102595079185033,7.50218004984362,21.043958249845463,4.8355315252409765,8.918725646173897,79.0338552793445
0.02,0.0029327459642029875,0.5,6.648917230394109e-05,0.05,0.48820345671047166,7.59039639236348e-07,5.822430255618945e-09,0.01,0.013817971370583697,0.00018202862941630107,0.05,0.2,0.15,1.8145240328492123,0.05,0.7287895390886951,4.186262275871919,1.1837377241280793,0.1,0.9191112168206257,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,581.4023516322427,0.15602453949968664,0.0009994842667526746,1.1626693802171996e-09,1.0,0.0046436363415278195,8.10613143818417e-05,0.00010527728640574332,9.253950484321225e-07,1.2018443112497663e-06,7.098506915675629e-09,0.009631608429610122,0.0012125103989150587,3.2582364210748533,23.717647723679036,7.161730754177814,10.139291992048166,20.08072762221845,3.4726062744326076,8.674497209161107,70.30416359775249
0.03,0.002879018321627582,0.5,0.00011848673272005247,0.05,0.3334690671100747,2.460431931480758e-06,3.4511022752160894e-08,0.01,0.013736609109258226,0.0002633908907417743,0.05,0.2,0.15,2.0881920185964877,0.05,0.6449274442893131,4.720781484325109,0.6492185156748891,0.1,0.8633672771769071,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,568.6709285370392,0.22576362063580654,0.0009811738047831454,6.891436680618712e-09,1.0,0.006303295508866435,0.00013347859796568117,0.00025941373300894706,2.7717449630414544e-06,5.386846421597865e-06,3.8877626427625906e-08,0.009314789885113799,0.001446755996537474,3.1857991003262374,22.019891777778696,14.110076502927011,12.279250257502214,19.252955462931176,2.5261694612480223,8.368527374808071,56.49217331776365
0.04,0.002812336752428229,0.5,0.00018160333221905908,0.05,0.27953279258530755,5.928346774942552e-06,1.315748634037193e-07,0.01,0.01365990518692608,0.0003400948130739211,0.05,0.2,0.15,2.235232521358623,0.05,0.5862237164943597,5.021439335362109,0.34856066463788604,0.1,0.8046540972813064,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,556.6554077266094,0.29150983977764666,0.0009584486249992069,2.6273919681241916e-08,1.0,0.00710260987588791,0.00019264245204990644,0.0004586426642540417,6.288713127518434e-06,1.4972152362280014e-05,1.3957290323092352e-07,0.009130552833360672,0.0016036106338088278,3.1477646654974185,21.360824915898203,22.604078397153607,13.674762865810363,18.586208724177144,2.2447885418424587,8.027859752588448,41.07669364884248
0.05,0.0027451151443881674,0.5,0.00024358991820276407,0.05,0.2924084306627779,1.095752497190453e-05,3.374169838774195e-07,0.01,0.013585128957011534,0.0004148710429884694,0.05,0.2,0.15,2.307365735954704,0.05,0.5445138093150457,5.128216232324642,0.24178376767535423,0.1,0.7494183938041942,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,545.0546525418997,0.3556037511329738,0.0009355393991603725,6.737811846538174e-08,1.0,0.00668212613304237,0.00025382940870741796,0.0005929436371715931,1.1418133004175102e-05,2.667267495788299e-05,3.5160056761525656e-07,0.009175060034035913,0.0017203021843756176,3.1293265953071705,22.47673616724,27.496901635461253,14.557828878924282,18.059883786098922,2.4697386331995173,7.68863570976922,32.59491218486358
0.06,0.002684139954518675,0.5,0.00029833426080370234,0.05,0.31782318279403543,1.686857493080272e-05,6.572146156422331e-07,0.01,0.013510631042727409,0.000489368957272593,0.05,0.2,0.15,2.3691752114348623,0.05,0.5152412524064347,5.155173515435524,0.214826484564471,0.1,0.7005404349408925,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,533.6784817682958,0.4194591062336511,0.0009147589620953514,1.3123786396599976e-07,1.0,0.00610207914992278,0.00030838407807245067,0.0006782281488315109,1.743681706022513e-05,3.834873781483558e-05,6.793538321564938e-07,0.009256231259660165,0.0018119966089443723,3.1136410466493603,23.79336711164075,28.85812542640441,15.274296832750608,17.660545054742443,2.8082821158173537,7.372012950123626,30.052955395932255
0.07,0.002628562276601598,0.5,0.0003469586898941785,0.05,0.3358441103523478,2.338601013635877e-05,1.0930282016126654e-06,0.01,0.01343629771685658,0.0005637022831434212,0.05,0.2,0.15,2.439260119585247,0.05,0.49617149748723843,5.161565683026194,0.208434316973801,0.1,0.6578624660106174,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,522.5515383437842,0.48317338555150385,0.0008958180052791811,2.1826460188209231e-07,1.0,0.0057076325817780405,0.0003546118648112275,0.0007533824633332762,2.3901856060955796e-05,5.078013733981001e-05,1.117138092097785e-06,0.009305459535838972,0.001885810492503115,3.095980937513643,24.665625478968586,29.122927277306296,15.927258100496275,17.385704812649433,3.093812374769308,7.081928593059351,29.42182669300437
0.08,0.0025765816806554084,0.5,0.00039130284851800147,0.05,0.3459830354658067,3.046102140616175e-05,1.6544542497072456e-06,0.01,0.013362279532688688,0.0006377204673113118,0.05,0.2,0.15,2.514908593657895,0.05,0.485445437334209,5.163289846001869,0.20671015399812523,0.1,0.6204725766122468,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,511.72151708857734,0.5466175434096958,0.0008781029394470939,3.303746395671255e-07,1.0,0.005456133872062109,0.0003942860430127329,0.0008286175214481746,3.069324857166008e-05,6.450383929978567e-05,1.6670673927707432e-06,0.00932905854502515,0.0019463825441632674,3.077066952861831,25.12589521885432,29.154712319016976,16.507408583188745,17.225668832806413,3.3132141671481143,6.816609978897858,29.249636902581365
0.09,0.002527045382581882,0.5,0.00043251579924197345,0.05,0.3510739551610976,3.808471246151055e-05,2.354110543379891e-06,0.01,0.013288658574750695,0.0007113414252493042,0.05,0.2,0.15,2.591180706423149,0.05,0.4811951636816775,5.163973242162853,0.20602675783714186,0.1,0.5875612234935703,0.1,10.0,0.0006,137.0,0.07,0.0018,0.003,0.0035,0.04,0.1135,0.0006,5.5,0.0023,8.4,0.07,1e-22,0.5166,0.5974,0.0387,0.5,1.052e-05,0.9714,0.001703,1e-22,2.766,3.323,0.2148,1e-22,1e-22,1e-22,0.02316,0.8821,8.491,0.8791,0.5,2.274e-06,0.04444,1.805e-05,0.0002015,360.0,0.32,1.1,10.0,0.04,0.042,1290.0,2.5,85.0,0.175,0.007,0.0015,11.0,0.0037,0.65,600.0,10.0,2.3667,0.1012,10.8688,1.1456,19.2166,460.0,0.35,4.1,0.1,0.0585,3.7,5.65,460.0,120.0,8.0,10000000000.0,0.5,70.0,2.0,10000000000.0,0.25,20.0,1.0,10000000000.0,0.5,30.0,0.3,10000000000.0,0.5,100.0,0.5,5.37,0.014,0.003,0.005,0.15,0.15,0.025,0.15,0.15,501.2134643176993,0.6097212216422606,0.0008612208940323231,4.7008759680596885e-07,1.0,0.0052846509156798055,0.00042906709748186486,0.0009044930614482211,3.778104074563466e-05,7.964416150591327e-05,2.335339841387795e-06,0.00933821490248925,0.0019969509699003193,3.0581508080317708,25.301119458451392,29.126636358786087,17.000356923243842,17.161124473146753,3.485067674695163,6.5738864298617266,29.181154333057975
