Effector_cells_1_task1,IL_2_3_task1,Tumor_cells_2_task1,_1_task1
1e-05,1e-05,1e-05,0.0
1.4965391463961056e-05,6.004260904180165e-06,1.0623491301837786e-05,0.5
2.015795469559007e-05,5.228774912267729e-06,1.1281274779668341e-05,1.0
2.559095851731363e-05,5.844583393253181e-06,1.1974760195374016e-05,1.5
3.1278129893049795e-05,7.1124205154267e-06,1.2705364114434597e-05,2.0
3.723364778140433e-05,8.736225597311903e-06,1.3474503932164464e-05,2.5
4.347213502409138e-05,1.0600165648971889e-05,1.4283591158357431e-05,3.0
5.00086469024724e-05,1.2661726766386011e-05,1.5134024087796144e-05,3.5
5.685865579087695e-05,1.4908262160101848e-05,1.6027179860868672e-05,4.0
6.403803173677964e-05,1.7339333071457928e-05,1.6964405923807112e-05,4.5
7.156301887032648e-05,1.9959499538673765e-05,1.794701090926301e-05,5.0
7.945020759001178e-05,2.2775366632858558e-05,1.8976254972533178e-05,5.5
8.771650206563928e-05,2.5794458271019166e-05,2.005333958098764e-05,6.0
9.637908320388589e-05,2.9024676276928163e-05,2.1179396837325592e-05,6.5
0.00010545536780083315,3.247404269682377e-05,2.2355478464247292e-05,7.0
0.0001149629624086056,3.615065161417094e-05,2.3582544371280772e-05,7.5
0.0001249196114749185,4.0062681276011886e-05,2.486145084360162e-05,8.0
0.0001353431409156447,4.421833793780556e-05,2.6192938553315997e-05,8.5
0.00014625139734546783,4.862577498454416e-05,2.7577620471327167e-05,9.0
0.00015766218017908024,5.329308147268013e-05,2.9015969743131525e-05,9.5
0.0001695931689675521,5.822829228107155e-05,3.050830758569711e-05,10.0
0.0001820618701509125,6.343922109038931e-05,3.20547912405048e-05,10.5
0.0001950855054333174,6.89336900633782e-05,3.365540226058485e-05,11.0
0.00020868095521354074,7.471929247215874e-05,3.530993490748627e-05,11.5
0.0002228646462715279,8.0803516515498e-05,3.70179850101463e-05,12.0
0.00023765247086027526,8.71935418564198e-05,3.8778939977247846e-05,12.5
0.0002530596929129652,9.389629395960451e-05,4.0591968018118034e-05,13.0
0.0002691008508461561,0.00010091832628732439,4.245600931468003e-05,13.5
0.00028578965428424646,0.00010826586078352448,4.43697679369886e-05,14.0
0.00030313888702754256,0.00011594470102330916,4.633170299314292e-05,14.5
0.0003211602955298211,0.00012396022821161898,4.834002287298548e-05,15.0
0.0003398644844798363,0.00013231730110806723,5.039267977705819e-05,15.5
0.000359260813025444,0.0001410202341723908,5.248736338476505e-05,16.0
0.00037935728458315325,0.0001500727109996792,5.462149880444361e-05,16.5
0.000400160443706353,0.00015947776357878952,5.679224417602646e-05,17.0
0.00042167527137614475,0.00016923770962268728,5.899648961401884e-05,17.5
0.000443905080415795,0.0001793541109469501,6.123085705235913e-05,18.0
0.0004668514112439596,0.0001898277063407321,6.349169614860589e-05,18.5
0.0004905139448252539,0.000200658380556723,6.5775102882934e-05,19.0
0.0005148903723973066,0.0002118450851369836,6.807688791685437e-05,19.5
0.0005399763684495091,0.0002233858085933845,7.039264098606654e-05,20.0
0.0005657654067780542,0.00023527750762574853,7.271766508684793e-05,20.5
0.000592248783011161,0.0002475161047774572,7.504704871514554e-05,21.0
0.0006194154540699603,0.00026009640460318784,7.737563688463212e-05,21.5
0.0006472520005690751,0.00027301206116862024,7.969805223266413e-05,22.0
0.0006757425992863397,0.00028625555472672047,8.20087225765698e-05,22.5
0.0007048688552716302,0.00029981812058761946,8.43018607752001e-05,23.0
0.0007346099324542726,0.00031368977562233234,8.657152438903328e-05,23.5
0.0007649422729561597,0.00032785920170939263,8.881158072440075e-05,24.0
0.0007958398496625986,0.00034231384277110807,9.101578009629357e-05,24.5
0.0008272738481287803,0.0003570397492391395,9.317772114151557e-05,25.0
0.0008592128831615502,0.0003720216704661065,9.529091181583272e-05,25.5
0.0008916228989301182,0.0003872429990245834,9.734877558291678e-05,26.0
0.0009244671273128787,0.0004026857395490408,9.93446660579248e-05,26.5
0.0009577062887491841,0.0004183305882301997,0.00010127192036214893,27.0
0.000991298327614089,0.00043415680823079105,0.00010312384231645753,27.5
0.0010251988455058278,0.0004501424081404394,0.00010489378162519458,28.0
0.0010593607117932065,0.00046626396165111314,0.00010657510769356011,28.5
0.0010937345601417167,0.0004824968213291318,0.00010816128773128046,29.0
0.0011282685432279988,0.0004988149959032199,0.00010964588327161897,29.5
0.0011629085896779794,0.0005151912588000724,0.00011102259696550398,30.0
0.001197598553406152,0.0005315972067945123,0.0001122853096882687,30.5
0.0012322801102380846,0.0005480032007610613,0.00011342809364723471,31.0
0.0012668932746196047,0.0005643785919305551,0.00011444527702622626,31.5
0.0013013760581554294,0.0005806915570006152,0.00011533144310708188,32.0
0.0013356652128012937,0.0005969094240494347,0.00011608150222566091,32.5
0.0013696958219349795,0.0006129984787624124,0.00011669069448283255,33.0
0.0014034019698177685,0.0006289242573767798,0.000117154648341902,33.5
0.001436716714234014,0.0006446515245194276,0.00011746940761657833,34.0
0.0014695722990049464,0.0006601443595675504,0.0001176314651590768,34.5
0.0015019006189013833,0.0006753663575268141,0.00011763780453981958,35.0
0.0015336330821676028,0.0006902805568022941,0.0001174859295486832,35.5
0.0015647013799483262,0.0007048497761751736,0.00011717389675156576,36.0
0.0015950372059949855,0.0007190364802941616,0.0001167003584033729,36.5
0.0016245730822158177,0.0007328031402723885,0.00011606457350484716,37.0
0.0016532422293652268,0.0007461121673828265,0.00011526646260456368,37.5
0.001680979122490031,0.0007589261536482505,0.00011430661332020159,38.0
0.001707719784292886,0.0007712079945243949,0.0001131863108248914,38.5
0.0017334019526212654,0.0007829209556845569,0.00011190757615175776,39.0
0.001757965676999444,0.0007940289357629768,0.00011047313852362729,39.5
0.0017813533396951217,0.0008044964621212381,0.00010888652639693411,40.0
0.0018035102937285598,0.000814288984497838,0.0001071519688018993,40.5
0.0018243849478763302,0.0008233728887641916,0.0001052745305282746,41.0
0.0018439292417016674,0.0008317157274123861,0.00010325997886822882,41.5
0.0018620989310608835,0.0008392863287857003,0.00010111486912668346,42.0
0.0018788538750994317,0.0008460549522937069,9.884650237213003e-05,42.5
0.0018941583395140201,0.0008519934536728222,9.646285296705746e-05,43.0
0.0019079813636032155,0.0008570753888976669,9.397266704152667e-05,43.5
0.0019202967785546124,0.0008612761305297147,9.138522251274649e-05,44.0
0.0019310838722382806,0.000864573079842852,8.871054597748883e-05,44.5
0.0019403269692217751,0.0008669458129749682,8.595903835359041e-05,45.0
0.0019480163340056462,0.0008683761751639149,8.314172827424222e-05,45.5
0.0019541476867613026,0.0008688483061237332,8.026996253772791e-05,46.0
0.0019587225607423527,0.0008683488024506025,7.7355403591168e-05,46.5
0.0019617485407098395,0.0008668669824080766,7.441000304103926e-05,47.0
0.001963238569979737,0.000864394965549291,7.144570331490933e-05,47.5
0.0019632120655360364,0.0008609277249408423,6.84746169298655e-05,48.0
0.0019616931885189635,0.0008564633658089782,6.550857087282496e-05,48.5
0.0019587125734049685,0.0008510031496755675,6.255932627760909e-05,49.0
0.001954305270571868,0.0008445517109858722,5.963819015962088e-05,49.5
0.0019485118268352123,0.000837117167677547,5.675604489104428e-05,50.0
0.0019413773453525562,0.0008287113214056354,5.392319994644103e-05,50.5
0.0019329508147678685,0.0008193498315828613,5.114924674128743e-05,51.0
0.0019232857393011204,0.0008090523107798699,4.844299662209207e-05,51.5
0.001912438057012798,0.0007978426957373344,4.581243403285626e-05,52.0
