Time,Effector_cells,Tumor_cells,IL_2,c,mu2,p1,g1,s1,r2,b,a,g2,p2,g3,mu3,s2,Tumor_microenvironment,Effector_cell_stimulation,Effector_cell_decay,Tumor_growth,Tumor_killing,IL_2_production,IL_2_decay
222.0,0.0005527189694907579,1.2366946414699236e-05,0.0001528327408646367,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.2662681387627259e-05,2.0892777046750647e-05,1.5211155972202803e-06,1.0949663555985405e-06,0.00027504430762301306,0.00027509893355634604
222.5,0.000548696368430037,1.2584442060534412e-05,0.00015283537880281275,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.2880795360320621e-05,2.07407227266554e-05,1.5478668941593496e-06,1.1039773840614085e-06,0.0002751688031496602,0.00027510368184506295
223.0,0.00054485938672174,1.2810893961774523e-05,0.00015289772545600504,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.31080785793048e-05,2.059568481808177e-05,1.575719770660762e-06,1.1137438990176616e-06,0.00027540008976237567,0.0002752159058208091
223.5,0.0005412091279421735,1.3046477142037879e-05,0.0001530194868604042,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.334470625209588e-05,2.045770503621416e-05,1.6046957525710636e-06,1.1242783367940487e-06,0.00027573781562876724,0.0002754350763487276
224.0,0.0005377467747589655,1.329137167155644e-05,0.0001532004506945963,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.3590858953288019e-05,2.0326828085888897e-05,1.6348169863524498e-06,1.1355945168182577e-06,0.00027618180304543995,0.00027576081125027334
224.5,0.000534473572639285,1.3545761220528158e-05,0.00015344050119436904,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.3846721174275636e-05,2.0203101045764972e-05,1.6661060611443773e-06,1.1477075294134206e-06,0.00027673202803943033,0.0002761929021498643
225.0,0.000531390829845549,1.3809832428170017e-05,0.00015373962583308117,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.4112480691966921e-05,2.0086573368161754e-05,1.6985859311538936e-06,1.1606337241201596e-06,0.0002773886167638825,0.0002767313264995461
225.5,0.0005284999360608078,1.4083776219772161e-05,0.00015409788230533444,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.4388329864287395e-05,1.9977297583098536e-05,1.732280077643405e-06,1.1743908854445631e-06,0.0002781518681850323,0.000277376188149602
226.0,0.0005258023450489547,1.4367785499029841e-05,0.00015451542230742545,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.4674463322917437e-05,1.9875328642850488e-05,1.7672122250896726e-06,1.188998064101347e-06,0.0002790222270286287,0.0002781277601533658
226.5,0.0005232995735545612,1.4662054394106826e-05,0.00015499248381316725,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.497107720322345e-05,1.9780723880362414e-05,1.8034062484469358e-06,1.2044755638074111e-06,0.0002800002797955463,0.00027898647086370106
227.0,0.0005209932212964936,1.4966780238287706e-05,0.00015552939301973344,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.527837115240223e-05,1.9693543765007457e-05,1.8408864167545716e-06,1.2208451744683762e-06,0.0002810867831944875,0.0002799529074355202
227.5,0.0005188849503660644,1.5282160442225834e-05,0.00015612655574585732,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.5596545158327878e-05,1.9613851123837235e-05,1.8796770084291605e-06,1.238129946371385e-06,0.0002822826305767725,0.0002810278003425432
228.0,0.0005169764830694245,1.5608391672191954e-05,0.00015678445118300926,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.5925798714876845e-05,1.9541711060024244e-05,1.9198022101870676e-06,1.2563541771856923e-06,0.00028358884785567974,0.00028221201212941667
228.5,0.0005152696243908991,1.5945672241397887e-05,0.00015750365076599063,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.6266333266515967e-05,1.9477191801975984e-05,1.961286411162963e-06,1.2755436833280415e-06,0.0002850066254995026,0.00028350657137878315
229.0,0.0005137662369353176,1.6294198356648533e-05,0.00015828479905555975,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.661834839470185e-05,1.9420363756155006e-05,2.004153741257059e-06,1.2957255276156986e-06,0.0002865372799741813,0.00028491263830000753
229.5,0.0005124682378067134,1.6654163211728292e-05,0.00015912861438103332,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.6982040907041007e-05,1.937129938909377e-05,2.0484279596208494e-06,1.3169280023023725e-06,0.0002881822492387954,0.00028643150588585997
230.0,0.000511377623702848,1.702575964647051e-05,0.0001600358941128345,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.7357607539798302e-05,1.9330074175967654e-05,2.0941327817074133e-06,1.339180926053398e-06,0.0002899431269010227,0.0002880646094031021
230.5,0.000510496441062986,1.7409175846044132e-05,0.00016100750650651545,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.774524060473762e-05,1.929676547218087e-05,2.1412913502967808e-06,1.3625153268444819e-06,0.00029182161933829587,0.0002898135117117278
231.0,0.0005098267820411018,1.7804594315273902e-05,0.00016204438930919555,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.8145126957493184e-05,1.9271452361153648e-05,2.189926109338506e-06,1.3869634151804606e-06,0.00029381954040182774,0.000291679900756552
231.5,0.000509370811882611,1.8212194797710935e-05,0.00016314755220913236,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.855745096221083e-05,1.9254216689162696e-05,2.240059162981605e-06,1.412558902156265e-06,0.00029593884719399,0.00029366559397643827
232.0,0.0005091307342693919,1.8632149412953873e-05,0.00016431806634959476,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.898238956895784e-05,1.9245141755383015e-05,2.291711677483341e-06,1.4393366322229937e-06,0.0002981815929127625,0.00029577251942927056
232.5,0.0005091087862740351,1.9064621516426675e-05,0.00016555705844047852,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.942011116304069e-05,1.9244312121158526e-05,2.3449037409658723e-06,1.4673325422189303e-06,0.00030054992059554673,0.00029800270519286136
233.0,0.000509307267923714,1.950976882847302e-05,0.00016686572628318562,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.987077875876341e-05,1.925181472751639e-05,2.3996547482793733e-06,1.4965839933474852e-06,0.00030304609994907556,0.0003003583073097341
233.5,0.0005097285023728347,1.9967738072713793e-05,0.0001682453147574786,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0334544558117954e-05,1.9267737389693154e-05,2.4559827415444565e-06,1.5271293513373607e-06,0.000305672476147285,0.0003028415665634615
234.0,0.0005103748296410338,2.0438663754071336e-05,0.0001696971104610909,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0811548719235913e-05,1.9292168560431076e-05,2.5139042598567197e-06,1.5590079274853652e-06,0.0003084314625066729,0.0003054547988299636
234.5,0.0005112486387365789,2.092267132096621e-05,0.00017122246275061157,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1301922592315944e-05,1.932519854424268e-05,2.573434728223294e-06,1.5922603103707595e-06,0.00031132557755098706,0.0003082004329511008
235.0,0.0005123523219608631,2.1419871509279337e-05,0.0001728227546906807,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.180578297451569e-05,1.9366917770120627e-05,2.6345877619012152e-06,1.6269278975047346e-06,0.00031435739037243726,0.00031108095844322527
235.5,0.0005136882674007386,2.1930359069556357e-05,0.000174499399180872,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2323230829258783e-05,1.941741650774792e-05,2.6973750098556147e-06,1.6630528140643029e-06,0.00031752951216234795,0.00031409891852556964
236.0,0.0005152588936887238,2.2454215708878157e-05,0.00017625385615551234,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2854354297987573e-05,1.947678618143376e-05,2.761806516600232e-06,1.7006782249260078e-06,0.000320844632442483,0.00031725694107992224
236.5,0.0005170665982387861,2.2991504436054624e-05,0.00017808760482445517,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.3399222955563528e-05,1.9545117413426116e-05,2.827890026693742e-06,1.7398478272930164e-06,0.0003243054620066293,0.00032055768868401933
237.0,0.000519113748634197,2.3542268260678234e-05,0.0001800021384312748,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.3957886499475415e-05,1.962249969837265e-05,2.8956308247408555e-06,1.7806057425024833e-06,0.0003279147232935194,0.0003240038491762946
237.5,0.0005214027192416411,2.4106532646561195e-05,0.00018199898145369205,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.4530377270288378e-05,1.9709022787334032e-05,2.9650320371623297e-06,1.822996785879088e-06,0.00033167518443727017,0.0003275981666166457
238.0,0.0005239358340963806,2.4684300195441303e-05,0.00018407965869906778,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.5116704842057144e-05,1.9804774528843187e-05,3.036093978334115e-06,1.867065934129718e-06,0.0003355896012085446,0.000331343385658322
238.5,0.0005267153572968836,2.5275549341242594e-05,0.0001862456884761066,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.5716854703771587e-05,1.99098405058222e-05,3.108813990005315e-06,1.9128581858053413e-06,0.00033966070623099706,0.0003352422392569919
239.0,0.0005297435301744154,2.5880236045267255e-05,0.00018849860350243856,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.633079001912483e-05,2.0024305440592903e-05,3.183186649813888e-06,1.9604187649430816e-06,0.00034389123941000027,0.0003392974863043894
239.5,0.0005330225100809671,2.649828913984072e-05,0.000190839915197786,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.695844687338963e-05,2.0148250881060556e-05,3.259203198603146e-06,2.0097925778426422e-06,0.0003482838903064182,0.00034351184735601485
240.0,0.0005365543598151145,2.7129609009047237e-05,0.00019327110717782414,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.7599732939212307e-05,2.028175480101133e-05,3.336851378183557e-06,2.0610240362751377e-06,0.0003528412860825735,0.00034788799292008346
240.5,0.0005403410840313412,2.777406839270756e-05,0.00019579365497080712,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.8254528334404584e-05,2.0424892976384697e-05,3.4161155302413947e-06,2.114157179285599e-06,0.0003575660175263547,0.0003524285789474528
241.0,0.0005443845654021002,2.8431508948324555e-05,0.00019840898951112033,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.8922682091995395e-05,2.057773657219939e-05,3.4969761735076874e-06,2.16923514990522e-06,0.0003624605840232279,0.0003571361811200166
241.5,0.0005486865531570162,2.9101740158971915e-05,0.00020111849002039933,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.960401105069735e-05,2.0740351709335214e-05,3.5794098694660707e-06,2.226299991174668e-06,0.0003675273808889616,0.0003620132820367188
242.0,0.0005532486972202449,2.9784538223353355e-05,0.00020392350227931203,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.029829877643535e-05,2.0912800754925257e-05,3.6633890858702497e-06,2.285392616941263e-06,0.00037276871706239253,0.00036706230410276167
242.5,0.000558072483867685,3.0479644474446558e-05,0.00020682530394964792,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.1005293901791324e-05,2.1095139890198492e-05,3.7488820022834697e-06,2.346552348604941e-06,0.0003781867654246937,0.00037228554710936625
243.0,0.0005631592236447723,3.118676410437599e-05,0.00020982509832454693,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.172470882756564e-05,2.1287418653772394e-05,3.835852353284845e-06,2.409816658384131e-06,0.0003837835483956434,0.00037768517698418447
243.5,0.0005685100808472463,3.1905564124555426e-05,0.00021292402476598863,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.245621769048247e-05,2.148968105602591e-05,3.924259177622598e-06,2.475221036243792e-06,0.00038956094964891235,0.00038326324457877954
244.0,0.0005741260115082609,3.263567332320045e-05,0.00021612312913563326,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.3199456254549175e-05,2.1701963235012265e-05,4.014056813031345e-06,2.5427985759231423e-06,0.00039552066961179674,0.0003890216324441399
244.5,0.0005800077506419836,3.337668125442377e-05,0.0002194233556789557,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.395402086978067e-05,2.192429297426698e-05,4.105194771943382e-06,2.6125796912295924e-06,0.00040166421064471454,0.00039496204022212023
245.0,0.0005861558353803453,3.412813428467218e-05,0.00022282555631438893,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.471946449850191e-05,2.215669057737705e-05,4.197617255280058e-06,2.684591812368422e-06,0.000407992879084802,0.0004010860013659001
245.5,0.0005925705480251864,3.488953822557592e-05,0.00022633046119420024,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.549529929876178e-05,2.2399166715352044e-05,4.291263476320894e-06,2.7588591009765454e-06,0.00041450775043629817,0.00040739483014956047
246.0,0.0005992519028599966,3.566035749281404e-05,0.0002299386703418671,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.62809957449951e-05,2.265172192810787e-05,4.386067557301256e-06,2.83540213681534e-06,0.0004212096538849853,0.0004138896066153608
246.5,0.0006061996606423851,3.644000890409798e-05,0.00023365066078099054,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.7075976370571185e-05,2.2914347172282155e-05,4.481957766671433e-06,2.9142374129126273e-06,0.0004280991627150264,0.000420571189405783
247.0,0.0006134132804201526,3.722786744739908e-05,0.00023746676070241228,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.7879621511874234e-05,2.318702199988177e-05,4.578857228593981e-06,2.995377228672317e-06,0.0004351765721255741,0.00042744016926434214
247.5,0.0006208919061266497,3.802326554294735e-05,0.0002413871420008364,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.8691268523610885e-05,2.3469714051587357e-05,4.67668383222965e-06,3.078829348737141e-06,0.00044244188307241626,0.00043449685560150553
248.0,0.0006286343697465647,3.882548477418212e-05,0.0002454118189936954,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.95102034088027e-05,2.3762379176420148e-05,4.775349214777443e-06,3.1645962946560796e-06,0.00044989478010520174,0.00044174127418865176
248.5,0.000636639156142674,3.963376480504515e-05,0.0002495406322642506,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.033566974638148e-05,2.406496010219308e-05,4.874759858277101e-06,3.2526754476502564e-06,0.00045753462408938027,0.00044917313807565104
249.0,0.0006449043895149969,4.0447302774269605e-05,0.00025377324097269346,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.116686802781343e-05,2.4377385923666885e-05,4.9748170151660504e-06,3.343058688792795e-06,0.00046536043557963286,0.0004567918337508482
249.5,0.0006534278229269382,4.126524319666915e-05,0.0002581091128854399,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.200294540970442e-05,2.4699571706638267e-05,5.075415466293887e-06,3.4357314896361355e-06,0.0004733708592583422,0.00046459640319379184
250.0,0.0006622068201720801,4.208669001772443e-05,0.0002625475160480448,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.284300781276938e-05,2.503141780250463e-05,5.176445003574478e-06,3.530673259860699e-06,0.00048156417393482555,0.00047258552888648065
250.5,0.0006712383421355305,4.2910706194870865e-05,0.000267087509548457,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.368611943190169e-05,2.5372809332723053e-05,5.277790378538261e-06,3.627856981148883e-06,0.0004899382756681468,0.0004807575171872226
251.0,0.0006805189210610917,4.373630193091026e-05,0.00027172793205025255,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.453129078127862e-05,2.572361521610927e-05,5.379329855216851e-06,3.7272480982540373e-06,0.0004984906280961288,0.0004891102776904546
251.5,0.0006900446630308087,4.456244990724626e-05,0.00027646740807195,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.5377494019781486e-05,2.6083688262564567e-05,5.480937083722457e-06,3.828805153042513e-06,0.0005072182921425288,0.00049764133452951
252.0,0.0006998112343348647,4.5388085087744115e-05,0.0002813043441503696,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.622366268133276e-05,2.6452864657857886e-05,5.582481076165571e-06,3.932479425279241e-06,0.0005161179090977557,0.0005063478194706654
252.5,0.0007098138193396058,4.621209146032168e-05,0.0002862368867708817,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.706867814573273e-05,2.68309623710371e-05,5.683824576059719e-06,4.038213629304574e-06,0.0005251856363687942,0.0005152263961875871
253.0,0.0007200471468656594,4.703332031523831e-05,0.0002912629367192254,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.7911388049537594e-05,2.7217782151521925e-05,5.784826306388268e-06,4.145942868622894e-06,0.000534417198965037,0.0005242732860946057
253.5,0.0007305054767109844,4.785059024655572e-05,0.00029638013122434466,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.875060618054605e-05,2.761310701967521e-05,5.885340969810959e-06,4.255594294565059e-06,0.0005438078726766141,0.0005334842362038204
254.0,0.0007411825403766416,4.866267293765795e-05,0.0003015858491558305,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.958509802926489e-05,2.8016700026237055e-05,5.985217500476223e-06,4.367085637982377e-06,0.0005533524056942138,0.0005428545284804949
254.5,0.0007520715941669194,4.946831402545372e-05,0.0003068772145468721,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.0413601801100516e-05,2.8428306259509553e-05,6.084301630097427e-06,4.480326499860489e-06,0.0005630450931659824,0.0005523789861843698
255.0,0.000763165405955672,5.02662333597385e-05,0.0003122510996928871,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.1234828594570165e-05,2.88476523451244e-05,6.182435919859245e-06,4.595218044283946e-06,0.0005728797607604864,0.0005620519794471969
255.5,0.0007744561788872615,5.10551103096769e-05,0.0003177040635354554,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.204744733946803e-05,2.9274443561938486e-05,6.279457953302745e-06,4.711651397405294e-06,0.0005828496729969845,0.0005718673143638198
256.0,0.0007859356332441662,5.183360665676432e-05,0.0003232324154505561,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.285010796473628e-05,2.9708366936629482e-05,6.375203151880189e-06,4.829509280759532e-06,0.0005929476316580168,0.0005818183478110009
256.5,0.0007975949936576189,5.260036712664529e-05,0.0003288322045265737,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.364144182319874e-05,3.014909076025799e-05,6.469504840346882e-06,4.948665753202586e-06,0.0006031659600318389,0.0005918979681478327
257.0,0.0008094248963773162,5.3354004901121986e-05,0.0003344991615993418,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.4420046818584224e-05,3.0596261083062555e-05,6.562192464907809e-06,5.068984526961066e-06,0.0006134963994813941,0.0006020984908788153
257.5,0.0008214155009697539,5.4093125712961625e-05,0.00034022875667385973,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.518451179857464e-05,3.10495059366567e-05,6.6530945565456045e-06,5.190320927796621e-06,0.0006239302314568171,0.0006124117620129475
258.0,0.0008335564780652215,5.481632870591893e-05,0.0003460161875794867,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.593341730531782e-05,3.150843487086537e-05,6.742038836751214e-06,5.312521702414188e-06,0.0006344582627241405,0.0006228291376430761
258.5,0.0008458369022470244,5.552219285963742e-05,0.00035185634114388533,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.66653216367441e-05,3.197263490493752e-05,6.82885054792571e-06,5.435423314930791e-06,0.0006450707128112395,0.0006333414140589936
259.0,0.000858245392981602,5.620930134445788e-05,0.00035774384541115736,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.7378785523241226e-05,3.2441675854704555e-05,6.913355448644731e-06,5.558854198278044e-06,0.0006557573580720208,0.0006439389217400833
259.5,0.0008707701032168297,5.687624277092491e-05,0.00036367306536617977,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.807237328607721e-05,3.2915109901596164e-05,6.99537996726378e-06,5.682634645258412e-06,0.000666507518403533,0.0006546115176591236
260.0,0.0008833986006419685,5.752159923255252e-05,0.0003696380494173956,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.874464049197248e-05,3.3392467104266414e-05,7.074749731275433e-06,5.8065751572691735e-06,0.0006773099387699984,0.0006653484889513121
260.5,0.0008961180360964942,5.814396986571679e-05,0.00037563260980424685,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.93941579160209e-05,3.387326176444748e-05,7.151292464771661e-06,5.930478932335652e-06,0.0006881529527944332,0.0006761386976476444
261.0,0.0009089151334028973,5.874197254846485e-05,0.00038165031864941494,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.001951316451902e-05,3.4356992042629516e-05,7.224838197282493e-06,6.05414185829685e-06,0.0006990244715459017,0.0006869705735689469
261.5,0.0009217760624533154,5.931423428461656e-05,0.0003876844348380956,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.061930064979882e-05,3.4843135160735324e-05,7.295218081066017e-06,6.177350996241522e-06,0.0007099118630038368,0.0006978319827085721
262.0,0.0009346866319300968,5.985941277927664e-05,0.000393728008433584,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.119214364161906e-05,3.533115468695766e-05,7.362267044487337e-06,6.299887226222273e-06,0.0007208021313759935,0.0007087104151804512
262.5,0.0009476322808152279,6.037619865360455e-05,0.0003997738737356906,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.173669642152293e-05,3.582050021481561e-05,7.425824064293605e-06,6.421525361700469e-06,0.0007316819086352332,0.0007195929727242431
263.0,0.000960597947691356,6.086330889303741e-05,0.00040581457909763687,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.225163735862921e-05,3.6310602422733256e-05,7.485731359732164e-06,6.542032861714756e-06,0.0007425373366426459,0.0007304662423757464
263.5,0.0009735682828736469,6.131950514249172e-05,0.00041184249326150753,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.27356877066683e-05,3.6800881092623856e-05,7.541836642476038e-06,6.661172528139802e-06,0.0007533542568483467,0.0007413164878707136
264.0,0.0009865276421824076,6.174359651225912e-05,0.0004178497999829066,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.318761438076663e-05,3.729074487449501e-05,7.593993461587509e-06,6.778702761717775e-06,0.0007641182054348698,0.0007521296399692319
264.5,0.000999459957642905,6.21344367671161e-05,0.0004238284363468452,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.360622683958409e-05,3.7779586398901806e-05,7.6420608577027e-06,6.894376604985443e-06,0.0007748143035472313,0.0007628911854243214
