Time,N0,N1,N2,d0,b0,c0,m0,a0,d1,b1,c1,m1,a1,d2,T,compartment,R0X,R01,R00,R1X,R12,R11,R2X
0.0,1.75444831412765,43.8146704098797,27.4558812768926,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317798362,50.24426271694611,10.482870471147152,50.24426273671346
0.01,1.75444831412765,43.81467040991595,27.45588127669876,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317807894,50.244262716996374,10.482870471155824,50.244262736358735
0.02,1.75444831412765,43.81467040995219,27.455881276509107,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317817428,50.24426271704663,10.482870471164494,50.24426273601167
0.03,1.75444831412765,43.81467040998838,27.455881276342573,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317826945,50.24426271709682,10.482870471173152,50.24426273570691
0.04,1.75444831412765,43.81467041002454,27.455881276186457,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317836454,50.24426271714697,10.482870471181805,50.244262735421216
0.05,1.75444831412765,43.8146704100607,27.45588127603034,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317845965,50.24426271719712,10.482870471190456,50.24426273513552
0.06,1.75444831412765,43.81467041009686,27.455881275874226,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317855474,50.24426271724726,10.482870471199107,50.24426273484983
0.07,1.75444831412765,43.81467041013302,27.45588127571811,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317864984,50.2442627172974,10.482870471207757,50.244262734564145
0.08,1.75444831412765,43.81467041016918,27.455881275561993,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317874495,50.244262717347546,10.48287047121641,50.24426273427845
0.09,1.75444831412765,43.81467041020534,27.45588127540588,0.1,0.218,1.0,2.92408052354609,0.0999999999999998,0.263,0.547,1.0,29.2408052354609,0.239254806051979,1.83,73.02500000089995,1.0,0.175444831412765,1.0403878502776953,0.17544483141276462,11.523258317884004,50.244262717397696,10.48287047122506,50.24426273399276
