data_set_value_component_environment_variable_time,data_set_value_component_parameters_variable_k0_12,data_set_value_component_parameters_variable_k0_21,data_set_value_component_parameters_variable_k0_23,data_set_value_component_parameters_variable_k0_32,data_set_value_component_parameters_variable_k0_34,data_set_value_component_parameters_variable_k0_43,data_set_value_component_parameters_variable_k0_45,data_set_value_component_parameters_variable_k0_54,data_set_value_component_parameters_variable_k0_25,data_set_value_component_parameters_variable_k0_52,data_set_value_component_parameters_variable_k0_56,data_set_value_component_parameters_variable_k0_65,data_set_value_component_parameters_variable_k0_61,data_set_value_component_parameters_variable_k0_16,data_set_value_component_parameters_variable_delta,data_set_value_component_parameters_variable_alpha_p,data_set_value_component_parameters_variable_alpha_pp,data_set_value_component_parameters_variable_N_C,data_set_value_component_parameters_variable_N_Avo,data_set_value_component_parameters_variable_area,data_set_value_component_parameters_variable_C_T,data_set_value_component_parameters_variable_n,data_set_value_component_parameters_variable_z_c,data_set_value_component_parameters_variable_z_Na,data_set_value_component_parameters_variable_F,data_set_value_component_parameters_variable_R,data_set_value_component_parameters_variable_T,data_set_value_component_parameters_variable_mu,data_set_value_component_ion_concentrations_variable_V,data_set_value_component_ion_concentrations_variable_Na_i,data_set_value_component_ion_concentrations_variable_Na_o,data_set_value_component_ion_concentrations_variable_glucose_i,data_set_value_component_ion_concentrations_variable_glucose_o,data_set_value_component_rate_constants_variable_k_12,data_set_value_component_rate_constants_variable_k_21,data_set_value_component_rate_constants_variable_k_23,data_set_value_component_rate_constants_variable_k_32,data_set_value_component_rate_constants_variable_k_34,data_set_value_component_rate_constants_variable_k_43,data_set_value_component_rate_constants_variable_k_45,data_set_value_component_rate_constants_variable_k_54,data_set_value_component_rate_constants_variable_k_25,data_set_value_component_rate_constants_variable_k_52,data_set_value_component_rate_constants_variable_k_56,data_set_value_component_rate_constants_variable_k_65,data_set_value_component_rate_constants_variable_k_61,data_set_value_component_rate_constants_variable_k_16,data_set_value_component_rate_constants_variable_ks_12,data_set_value_component_rate_constants_variable_k0_54_temp,data_set_value_component_rate_constants_variable_k_52_temp,data_set_value_component_kinetic_equations_variable_C_1,data_set_value_component_kinetic_equations_variable_C_2,data_set_value_component_kinetic_equations_variable_C_3,data_set_value_component_kinetic_equations_variable_C_4,data_set_value_component_kinetic_equations_variable_C_5,data_set_value_component_kinetic_equations_variable_C_6,data_set_value_component_kinetic_equations_variable_C_6_temp,data_set_value_component_king_altman_states_variable_C1_sum,data_set_value_component_king_altman_states_variable_C2_sum,data_set_value_component_king_altman_states_variable_C3_sum,data_set_value_component_king_altman_states_variable_C4_sum,data_set_value_component_king_altman_states_variable_C5_sum,data_set_value_component_king_altman_states_variable_C6_sum,data_set_value_component_king_altman_states_variable_C_sum,data_set_value_component_king_altman_states_variable_C1,data_set_value_component_king_altman_states_variable_C2,data_set_value_component_king_altman_states_variable_C3,data_set_value_component_king_altman_states_variable_C4,data_set_value_component_king_altman_states_variable_C5,data_set_value_component_king_altman_states_variable_C6,data_set_value_component_NBC_current_variable_I_NaGl_pSS,data_set_value_component_NBC_current_variable_I_NaGl_SS,data_set_value_component_phenomonological_constants_variable_epsilon,data_set_value_component_phenomonological_constants_variable_lambda,data_set_value_component_phenomonological_constants_variable_chi,data_set_value_component_phenomonological_constants_variable_alpha,data_set_value_component_phenomonological_constants_variable_beta,data_set_value_component_phenomonological_constants_variable_gamma,data_set_value_component_phenomonological_constants_variable_phi,data_set_value_component_phenomonological_constants_variable_Imax_Na,data_set_value_component_phenomonological_constants_variable_Imax_gluc,data_set_value_component_phenomonological_constants_variable_Khalf_Na_sq,data_set_value_component_phenomonological_constants_variable_Khalf_Na,data_set_value_component_phenomonological_constants_variable_Khalf_gluc
0.0,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.505e-08,7.3976e-08,2.4603e-10,3.4444e-10,1.5338e-09,8.48440286615743e-09,8.484e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.002930923554424383,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.1,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.504999005005878e-08,7.397613162880719e-08,2.460273939812506e-10,3.4443699893981303e-10,1.5338202764052856e-09,8.484266517965105e-09,8.484061115990364e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.0029276138831934805,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.2,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.5049994919575106e-08,7.3976158717991e-08,2.4602785422893986e-10,3.4443816379562125e-10,1.5338257577186568e-09,8.484227452848088e-09,8.484084023718205e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.002927458082366429,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.30000000000000004,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.5049999789091432e-08,7.39761858071748e-08,2.460283144766291e-10,3.444393286514295e-10,1.5338312390320279e-09,8.484188387731097e-09,8.484106931446045e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.002927302281539634,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.4,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.5050003576117463e-08,7.397620687423698e-08,2.460286769312545e-10,3.4444023918287e-10,1.5338355212787754e-09,8.484157978410086e-09,8.484124798297775e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.0029271810476716323,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.5,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.5050003623436297e-08,7.397620713651998e-08,2.460287015376562e-10,3.4444027109334734e-10,1.533835661079084e-09,8.484157472491057e-09,8.484125250304586e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.0029271792331679964,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.6000000000000001,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.505000367075513e-08,7.397620739880297e-08,2.46028726144058e-10,3.4444030300382465e-10,1.533835800879393e-09,8.484156966572042e-09,8.484125702311396e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.0029271774186643935,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.7000000000000001,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.5050003718073964e-08,7.397620766108597e-08,2.460287507504597e-10,3.4444033491430196e-10,1.5338359406797016e-09,8.484156460653014e-09,8.484126154318208e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.0029271756041609506,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.8,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.50500037653928e-08,7.397620792336897e-08,2.4602877535686143e-10,3.4444036682477933e-10,1.5338360804800103e-09,8.484155954734012e-09,8.484126606325019e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.0029271737896573793,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
0.9,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,18300000.0,0.3,1.37,10.0,50.0,5.0,35.0,0.7,0.30000000000000004,0.0,60000000000.0,6.022e+23,1000000.0,9.963467286615742e-08,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378908,-0.05,0.02,0.1,1e-05,0.0,1402.6968149539807,285.1649734537418,0.0,20.0,50.0,50.0,800.0,182.8571428571429,0.3,1.3714285714285714,10.0,0.02,18.535697221371727,9.441241832447735,140269.68149539805,18285714.285714287,1.37,1.505000381271163e-08,7.397620818565197e-08,2.4602879996326316e-10,3.4444039873525664e-10,1.5338362202803192e-09,8.484155448814997e-09,8.48412705833183e-09,4397252313.89243,21614084655.103214,71883959.72097799,100637543.60936919,448151561.38547206,2478863367.883905,29110873401.595367,1.5050005190865068e-08,7.397621583537314e-08,2.4602954065717493e-10,3.4444135692004485e-10,1.5338404175345743e-09,8.484140524807435e-09,-0.002927171975153583,-0.0029271184765055523,-4.436350404181618,2.3442659922320296e+16,9.58522386701825e-05,2.832681566092706e-07,4.778474163309188e-05,5.99565254869156e-10,-1.8965397977876415e-05,-0.0038041841041495535,-0.0848901587093635,0.002955258641208857,0.05436229061775136,0.00012358848992511997
