Time,CH2_THF,THF,DHF,H2_HMPt,H2_HMPterinPP,H2_Pteroate,p_ABA,ATP,AMP,PPi,L_Glutamate,Phosphate,ADP,L_serine,Glycine,NADP,NADPH,compartment,FolK,FolP,FolC,GlyA,FolA,PanB,p_ABA_production,H2_HMPt_production,THF_drain,CH2_THF_drain
0.0,8.47e-05,0.000169,1e-05,3.315e-06,1e-05,1e-05,1e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,5.028192e-07,4.000000000000001e-07,2.9255465088e-07,-3.64400000000013e-08,2.9299800000000004e-07,1.02487e-06,1.66e-07,1.66e-07,6.441796994786876e-08,1.0158585226877909e-07
10.0,8.080737829358164e-05,0.00016423890979443205,1.028633838232646e-05,6.684037780309984e-06,1.2349124371934807e-05,1.2664754304163198e-05,1.5718162152244785e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0138348505174183e-06,7.764221572652373e-07,3.705132773935441e-07,7.991555587229975e-07,3.013876573344888e-07,9.777692773523378e-07,1.66e-07,1.66e-07,6.353073302112024e-08,9.961158867171515e-08
20.0,7.812944082486362e-05,0.0001588496855354498,1.1492027079709443e-05,7.2479090885424946e-06,1.3990280677386348e-05,1.73621753104335e-05,1.792318976592883e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0993628505501256e-06,1.0030018218376113e-06,5.079385136461228e-07,7.8754653798075e-07,3.367140950300707e-07,9.453662339808497e-07,1.66e-07,1.66e-07,6.249417807963289e-08,9.818841117583857e-08
30.0,7.571415705746624e-05,0.00015402488890078447,1.3613265572419436e-05,7.2146506822575e-06,1.4529814663804868e-05,2.2039548319770034e-05,1.842946534606235e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0943182154848177e-06,1.0711068633252014e-06,6.447772364243211e-07,7.870221667973464e-07,3.98865958618775e-07,9.161413003953414e-07,1.66e-07,1.66e-07,6.153571884913653e-08,9.68563657770543e-08
40.0,7.362405453996591e-05,0.00014987931947515622,1.6263860171405664e-05,7.069334094519904e-06,1.4614164208781974e-05,2.57721028858469e-05,1.836849830330185e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.072276595456779e-06,1.0737610018927453e-06,7.53974856221238e-07,7.947921800462239e-07,4.765278502501517e-07,8.908510599335875e-07,1.66e-07,1.66e-07,6.068812531936583e-08,9.566456325982879e-08
50.0,7.188059240019029e-05,0.00014644258010848929,1.9048636560718858e-05,6.920718485318065e-06,1.455848330434502e-05,2.8477270053318597e-05,1.816420178966306e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.049734579853044e-06,1.0577729139662545e-06,8.331157798464099e-07,8.071812355938483e-07,5.581212415017504e-07,8.697551680423024e-07,1.66e-07,1.66e-07,5.996790532972126e-08,9.464134703425778e-08
60.0,7.04711721189304e-05,0.00014367893032711515,2.1695408353193763e-05,6.792608101180841e-06,1.447200081615198e-05,3.0339511017759174e-05,1.7949608917332796e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0303027967871101e-06,1.0390670196049965e-06,8.875965053670448e-07,8.212530760673837e-07,6.356711256669066e-07,8.527011826390579e-07,1.66e-07,1.66e-07,5.9376802159105226e-08,9.379406515984002e-08
70.0,6.936246147554817e-05,0.00014151520689184815,2.4054496914501995e-05,6.688578385972725e-06,1.4388648887703932e-05,3.157450815008333e-05,1.7762227273676628e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0145235695843427e-06,1.0222978068181265e-06,9.237269208555341e-07,8.351753426206598e-07,7.047919486955256e-07,8.392857838541328e-07,1.66e-07,1.66e-07,5.89063778758848e-08,9.311450300697894e-08
80.0,6.851179176785394e-05,0.00013986253948313079,2.6065040620387877e-05,6.606928084089421e-06,1.4317761339659014e-05,3.236429562640536e-05,1.7609689423748407e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0021388517946835e-06,1.0085253217389886e-06,9.468325207960129e-07,8.479303148087238e-07,7.637004771692407e-07,8.289926803910326e-07,1.66e-07,1.66e-07,5.854244676117042e-08,9.258510310147274e-08
90.0,6.787478534235786e-05,0.00013863052019199714,2.7722025136119328e-05,6.544532396651255e-06,1.42607908139859e-05,3.2847968014065396e-05,1.749032321063712e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.926746739240623e-07,9.977033623035928e-07,9.609825814472307e-07,8.590204424014267e-07,8.122497920832691e-07,8.2128490264253e-07,1.66e-07,1.66e-07,5.826849947268837e-08,9.21840322469054e-08
100.0,6.740967603288153e-05,0.00013773540850035425,2.9051839107000013e-05,6.49802860493012e-06,1.4216625967236965e-05,3.3127131656089584e-05,1.7399654572167056e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.856209787958006e-07,9.894575240464944e-07,9.691496436303083e-07,8.683512121219114e-07,8.512130754672791e-07,8.156570799978666e-07,1.66e-07,1.66e-07,5.806802976506624e-08,9.1888642016853e-08
110.0,6.707958849025811e-05,0.00013710389570339288,3.009585274224917e-05,6.4642610650800435e-06,1.4183390962741034e-05,3.32740247723379e-05,1.7332652027821044e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.80499118351341e-07,9.833431205269283e-07,9.734470700643785e-07,8.760128003463234e-07,8.818024661773522e-07,8.116630207321231e-07,1.66e-07,1.66e-07,5.792586191011201e-08,9.167768389958499e-08
120.0,6.68534421718312e-05,0.0001366744153769005,3.09001618384656e-05,6.440462161896224e-06,1.4159097000777786e-05,3.3338691389398754e-05,1.7284559162673973e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.768893007164193e-07,9.78934999199933e-07,9.753389220221613e-07,8.821428389727828e-07,9.053685618346745e-07,8.089266502791576e-07,1.66e-07,1.66e-07,5.782882695742247e-08,9.153251664451557e-08
130.0,6.670569956705029e-05,0.00013639695516756955,3.150959920101451e-05,6.424307138869895e-06,1.4141899723568439e-05,3.335504599903805e-05,1.72512068624383e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.744389068237855e-07,9.758593502365526e-07,9.758173837334915e-07,8.87013681544633e-07,9.232249546698848e-07,8.071389647613085e-07,1.66e-07,1.66e-07,5.776598778562821e-08,9.143739648717893e-08
140.0,6.661613528828725e-05,0.00013623177108202937,3.196456510390185e-05,6.413903012969403e-06,1.4130199623215881e-05,3.334541978662605e-05,1.7229102636185243e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.72860809007199e-07,9.7380263831269e-07,9.755357644123424e-07,8.908036192870956e-07,9.365553646313035e-07,8.060552369882756e-07,1.66e-07,1.66e-07,5.77285204498384e-08,9.137962414894806e-08
150.0,6.656887345642458e-05,0.0001361481758385781,3.2299709062145794e-05,6.407751292530275e-06,1.412266740097396e-05,3.3324016076442865e-05,1.721541869350419e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.719277160509921e-07,9.725105295074775e-07,9.74909588916325e-07,8.93794009795887e-07,9.463750155790593e-07,8.054833688227375e-07,1.66e-07,1.66e-07,5.770954314836332e-08,9.134910532140724e-08
160.0,6.655188487862585e-05,0.00013612257699589542,3.254378581573572e-05,6.404681762579489e-06,1.4118229507520394e-05,3.3299554544912534e-05,1.7207911270099842e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.714621297480568e-07,9.717809626252655e-07,9.741939554346403e-07,8.961035389824952e-07,9.535264156438934e-07,8.052778070313727e-07,1.66e-07,1.66e-07,5.770372968527131e-08,9.133812952260465e-08
170.0,6.655608652982858e-05,0.00013613749738884982,3.2719890620888606e-05,6.403807930877294e-06,1.4116045249283858e-05,3.327695145659929e-05,1.720485318016111e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.713295869554679e-07,9.71457943993758e-07,9.735326915736111e-07,8.979153380374573e-07,9.58686251213912e-07,8.053286470109258e-07,1.66e-07,1.66e-07,5.770711821003787e-08,9.134084435650978e-08
180.0,6.657488297735846e-05,0.00013618017982436407,3.2846048688092644e-05,6.40447188011891e-06,1.4115474773763387e-05,3.3258642675479084e-05,1.7204946653882253e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.71430294776436e-07,9.71423961907279e-07,9.729970596667452e-07,8.993439210149776e-07,9.623826573513768e-07,8.055560840260373e-07,1.66e-07,1.66e-07,5.771680978341461e-08,9.135298717859795e-08
190.0,6.660343118099512e-05,0.00013624132445809665,3.293622265075043e-05,6.406185582525878e-06,1.4116033160838098e-05,3.3245650981507656e-05,1.720721874336393e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.71690229157525e-07,9.715906815484804e-07,9.7261698161733e-07,9.004921833830404e-07,9.650247364224575e-07,8.05901517290041e-07,1.66e-07,1.66e-07,5.773068851252331e-08,9.13714228594718e-08
200.0,6.663831123901326e-05,0.0001363143772578183,3.300092533932745e-05,6.408598506947839e-06,1.411736415358874e-05,3.32380591089066e-05,1.7210962660536534e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.720562215338483e-07,9.71893709250451e-07,9.723948778534972e-07,9.014363999957677e-07,9.669205122572264e-07,8.063235659920605e-07,1.66e-07,1.66e-07,5.774726259667404e-08,9.139393613323365e-08
210.0,6.667714393552937e-05,0.00013639479608526146,3.304794264184268e-05,6.41146276772562e-06,1.4119210437633009e-05,3.323545380082819e-05,1.721567320535858e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.72490672608622e-07,9.722868512479111e-07,9.723186583539659e-07,9.022344856116587e-07,9.68298109817462e-07,8.067934416199054e-07,1.66e-07,1.66e-07,5.776549833092382e-08,9.141898595432595e-08
220.0,6.67183112223624e-05,0.00013647950640414283,3.308293353034455e-05,6.414606713622074e-06,1.4121389905236083e-05,3.323719000986353e-05,1.7220996618858106e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.729675463221961e-07,9.727376312465902e-07,9.723694519567847e-07,9.029298395766183e-07,9.693233358523892e-07,8.07291565790585e-07,1.66e-07,1.66e-07,5.778469639730807e-08,9.144552487999067e-08
230.0,6.676072493890017e-05,0.00013656645194159157,3.310997157432198e-05,6.417912671092255e-06,1.412377493201872e-05,3.324256537545195e-05,1.7226687603110928e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.734689939512732e-07,9.732234341221431e-07,9.72526710777092e-07,9.035548105244619e-07,9.701155451333194e-07,8.078047717606921e-07,1.66e-07,1.66e-07,5.780438951779243e-08,9.147284918812006e-08
240.0,6.680368221956494e-05,0.00013665431134145072,3.3131923076727046e-05,6.421302571406808e-06,1.4126278532881169e-05,3.32508938192779e-05,1.7232581104287926e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.739831740309845e-07,9.737289620785449e-07,9.727703632746794e-07,9.041321889331091e-07,9.70758719763487e-07,8.083245548567358e-07,1.66e-07,1.66e-07,5.782427778565668e-08,9.15005049293505e-08
250.0,6.684675972922376e-05,0.00013674229771096108,3.31507331147796e-05,6.4247275577469945e-06,1.4128844138008513e-05,3.3261543325043775e-05,1.7238571695755453e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.74502675959064e-07,9.742443706048556e-07,9.730819195188174e-07,9.046781869390786e-07,9.713098501164195e-07,8.088457927236075e-07,1.66e-07,1.66e-07,5.784418287591694e-08,9.15282191454682e-08
260.0,6.688971014469202e-05,0.00013682995800860437,3.316770626077844e-05,6.428157668223071e-06,1.4131435518207494e-05,3.327397671499299e-05,1.7244593186430517e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.750229551160752e-07,9.747634266070527e-07,9.734456641244022e-07,9.052041297478126e-07,9.718071598995562e-07,8.093654927507735e-07,1.66e-07,1.66e-07,5.786400234838137e-08,9.155583274320332e-08
270.0,6.693239767781551e-05,0.00013691704832742064,3.318370288431354e-05,6.431575209776169e-06,1.4134030040933197e-05,3.3287756238385554e-05,1.7250605250709315e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.755413278188493e-07,9.752822913512216e-07,9.738487904899428e-07,9.05717574449783e-07,9.722758577698098e-07,8.098820119015677e-07,1.66e-07,1.66e-07,5.78836812488032e-08,9.158325869702954e-08
280.0,6.697475888686956e-05,0.00013700346024818154,3.3199271547257545e-05,6.434970671434345e-06,1.4136614342309317e-05,3.330253157579049e-05,1.7256585013743613e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.760563514431613e-07,9.757987488182719e-07,9.742810498575562e-07,9.062235879297542e-07,9.727320164803366e-07,8.103945825311217e-07,1.66e-07,1.66e-07,5.790319533975716e-08,9.161045664982104e-08
290.0,6.701677842981626e-05,0.00013708917499271472,3.321473931530576e-05,6.438340105780582e-06,1.413918149147759e-05,3.331802462449477e-05,1.7262521597258124e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.765674272447987e-07,9.76311703456737e-07,9.747343062030307e-07,9.067254598605612e-07,9.731852189905957e-07,8.109030190007767e-07,1.66e-07,1.66e-07,5.792254066457892e-08,9.163741720159438e-08
300.0,6.705846985585243e-05,0.00013717422669967045,3.323028219512378e-05,6.441683052616027e-06,1.4141728762063044e-05,3.333401892536691e-05,1.7268411814679025e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.77074485420799e-07,9.768207841391827e-07,9.752022269138029e-07,9.072251554143222e-07,9.736406222606878e-07,8.114074852558145e-07,1.66e-07,1.66e-07,5.794172520643694e-08,9.166414949300719e-08
310.0,6.709985982092023e-05,0.00013725867252032393,3.324598190762988e-05,6.445000852024042e-06,1.4144255830746679e-05,3.335035175271739e-05,1.727425668277067e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.775777292350065e-07,9.773260232283753e-07,9.756800513741431e-07,9.077237632488605e-07,9.74100620697174e-07,8.119083038331348e-07,1.66e-07,1.66e-07,5.7960762114451623e-08,9.169067103320972e-08
320.0,6.71409796725901e-05,0.00013734257706090095,3.3261861643244404e-05,6.448295703937936e-06,1.4146763706313546e-05,3.336690423538885e-05,1.7280059410251435e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.78077492373306e-07,9.778276692315473e-07,9.761643019530576e-07,9.082218411614402e-07,9.745658937747323e-07,8.124058540383402e-07,1.66e-07,1.66e-07,5.797966618509446e-08,9.171700228615643e-08
330.0,6.718185675079281e-05,0.00013742599578983692,3.327792263862949e-05,6.451569683768206e-06,1.4149253630617371e-05,3.338359203143303e-05,1.728582331438553e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.785740896339613e-07,9.783259931571195e-07,9.766525111876238e-07,9.087196319931343e-07,9.750364777273165e-07,8.12900466684593e-07,1.66e-07,1.66e-07,5.7998450122772395e-08,9.174316109660366e-08
340.0,6.722251670884599e-05,0.00013750897997012173,3.329414806151506e-05,6.4548248887664565e-06,1.4151727106272832e-05,3.340035418922203e-05,1.7291551995039237e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.79067839128096e-07,9.788213003108914e-07,9.771428959096196e-07,9.092171462098955e-07,9.755118793727788e-07,8.133924521770364e-07,1.66e-07,1.66e-07,5.8017125655910365e-08,9.176916418318063e-08
350.0,6.726298252438171e-05,0.00013759157608538857,3.331051048642467e-05,6.4580633348928306e-06,1.415418572746267e-05,3.341714754958703e-05,1.729724906235545e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.795590466365444e-07,9.793139032110343e-07,9.77634193477488e-07,9.097145506227331e-07,9.759912951501456e-07,8.138820885450187e-07,1.66e-07,1.66e-07,5.803570341100695e-08,9.179502651066336e-08
360.0,6.730327447610095e-05,0.00013767382277917598,3.332697990176456e-05,6.461286783704673e-06,1.4156630983764737e-05,3.3433942210376685e-05,1.730291776746936e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.800479793523249e-07,9.798040871059605e-07,9.781255290898846e-07,9.102113320946562e-07,9.764738457257213e-07,8.143696211608215e-07,1.66e-07,1.66e-07,5.8054192228159064e-08,9.182076128121602e-08
370.0,6.734340932906265e-05,0.00013775575388657975,3.334352618038368e-05,6.464496802193173e-06,1.4159064240632409e-05,3.3450716863484135e-05,1.7308561042825534e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.805348749566605e-07,9.802921108730967e-07,9.786162793682329e-07,9.107075899919805e-07,9.769586483800057e-07,8.148552528816581e-07,1.66e-07,1.66e-07,5.807259984720688e-08,9.184637942051013e-08
380.0,6.738340000548357e-05,0.00013783739737686484,3.336012086426401e-05,6.467694708277111e-06,1.416148668610154e-05,3.3467458494937976e-05,1.7314181394378604e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.81019933351472e-07,9.807781971889584e-07,9.79106063582747e-07,9.11203925199486e-07,9.774448692987627e-07,8.153391400663512e-07,1.66e-07,1.66e-07,5.809093267359334e-08,9.187188937529663e-08
390.0,6.742326052724674e-05,0.00013791876974582587,3.337674098764591e-05,6.470881423902578e-06,1.41638992541815e-05,3.348415947567834e-05,1.7319780678084032e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.815032943775428e-07,9.812625145156063e-07,9.79594658541732e-07,9.116971461872329e-07,9.779318355898277e-07,8.158214523796856e-07,1.66e-07,1.66e-07,5.810919452405014e-08,9.18973002712734e-08
400.0,6.746299423390004e-05,0.00013799989193769775,3.3393366053008594e-05,6.474057845813198e-06,1.4166302714758867e-05,3.3500816032076704e-05,1.7325360560572018e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.819850940529457e-07,9.817452093736303e-07,9.800819538459305e-07,9.121912136142384e-07,9.784189466799412e-07,8.163022302301905e-07,1.66e-07,1.66e-07,5.8127390204118734e-08,9.192261440722277e-08
410.0,6.750260686973718e-05,0.00013808077044630138,3.340998738198372e-05,6.477224337953745e-06,1.416869744017396e-05,3.351742542941514e-05,1.7330921778127655e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.824653875808239e-07,9.822263481344497e-07,9.805678694898978e-07,9.126847467874502e-07,9.789059482946466e-07,8.167815431238198e-07,1.66e-07,1.66e-07,5.814552126998257e-08,9.194783560639725e-08
420.0,6.754210422742778e-05,0.0001381614147537165,3.3426589844523994e-05,6.480381420388224e-06,1.417108397158299e-05,3.353398801317023e-05,1.7336465391971168e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.829442538444858e-07,9.827060273602633e-07,9.81052415580712e-07,9.13177167276119e-07,9.793923971265841e-07,8.172594611518761e-07,1.66e-07,1.66e-07,5.81635899435478e-08,9.197296771292116e-08
430.0,6.758148961239123e-05,0.00013824182648498957,3.3443172192529236e-05,6.483529201666201e-06,1.4173462422199664e-05,3.3550501363697285e-05,1.7341991623865813e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.834217093087294e-07,9.831842664278538e-07,9.815355213305424e-07,9.13667094730763e-07,9.798782566066681e-07,8.177360243099338e-07,1.66e-07,1.66e-07,5.8181596682708716e-08,9.199801297987714e-08
440.0,6.76207640427974e-05,0.0001383220128942731,3.345972485990218e-05,6.486668016129334e-06,1.4175833117096566e-05,3.356696757645567e-05,1.734750113322585e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.838978046864974e-07,9.83661124253013e-07,9.820172480430267e-07,9.141559776773599e-07,9.803632464501618e-07,8.182112449178486e-07,1.66e-07,1.66e-07,5.819954320367928e-08,9.202297220135399e-08
450.0,6.76599292928374e-05,0.00013840197847787448,3.347624498437446e-05,6.4897980572865234e-06,1.417819622030659e-05,3.358338436789887e-05,1.735299427759306e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.843725693292199e-07,9.841366315102872e-07,9.824975289119502e-07,9.146440806695748e-07,9.808472827931748e-07,8.186851444433325e-07,1.66e-07,1.66e-07,5.821743060203534e-08,9.204784664921411e-08
