CH2_THF_1_task1,THF_2_task1,_1_task1
8.47e-05,0.000169,0.0
8.080737829358164e-05,0.00016423890979443205,10.0
7.812944082486362e-05,0.0001588496855354498,20.0
7.571415705746624e-05,0.00015402488890078447,30.0
7.362405453996591e-05,0.00014987931947515622,40.0
7.188059240019029e-05,0.00014644258010848929,50.0
7.04711721189304e-05,0.00014367893032711515,60.0
6.936246147554817e-05,0.00014151520689184815,70.0
6.851179176785394e-05,0.00013986253948313079,80.0
6.787478534235786e-05,0.00013863052019199714,90.0
6.740967603288153e-05,0.00013773540850035425,100.0
6.707958849025811e-05,0.00013710389570339288,110.0
6.68534421718312e-05,0.0001366744153769005,120.0
6.670569956705029e-05,0.00013639695516756955,130.0
6.661613528828725e-05,0.00013623177108202937,140.0
6.656887345642458e-05,0.0001361481758385781,150.0
6.655188487862585e-05,0.00013612257699589542,160.0
6.655608652982858e-05,0.00013613749738884982,170.0
6.657488297735846e-05,0.00013618017982436407,180.0
6.660343118099512e-05,0.00013624132445809665,190.0
6.663831123901326e-05,0.0001363143772578183,200.0
6.667714393552937e-05,0.00013639479608526146,210.0
6.67183112223624e-05,0.00013647950640414283,220.0
6.676072493890017e-05,0.00013656645194159157,230.0
6.680368221956494e-05,0.00013665431134145072,240.0
6.684675972922376e-05,0.00013674229771096108,250.0
6.688971014469202e-05,0.00013682995800860437,260.0
6.693239767781551e-05,0.00013691704832742064,270.0
6.697475888686956e-05,0.00013700346024818154,280.0
6.701677842981626e-05,0.00013708917499271472,290.0
6.705846985585243e-05,0.00013717422669967045,300.0
6.709985982092023e-05,0.00013725867252032393,310.0
6.71409796725901e-05,0.00013734257706090095,320.0
6.718185675079281e-05,0.00013742599578983692,330.0
6.722251670884599e-05,0.00013750897997012173,340.0
6.726298252438171e-05,0.00013759157608538857,350.0
6.730327447610095e-05,0.00013767382277917598,360.0
6.734340932906265e-05,0.00013775575388657975,370.0
6.738340000548357e-05,0.00013783739737686484,380.0
6.742326052724674e-05,0.00013791876974582587,390.0
6.746299423390004e-05,0.00013799989193769775,400.0
6.750260686973718e-05,0.00013808077044630138,410.0
6.754210422742778e-05,0.0001381614147537165,420.0
6.758148961239123e-05,0.00013824182648498957,430.0
6.76207640427974e-05,0.0001383220128942731,440.0
6.76599292928374e-05,0.00013840197847787448,450.0
6.76989870751477e-05,0.0001384817244518332,460.0
6.773793917784268e-05,0.00013856125546003018,470.0
6.777678611580015e-05,0.00013864057202248503,480.0
6.781552912014135e-05,0.0001387196754864224,490.0
6.785416827238148e-05,0.00013879856669388708,500.0
6.789270342902571e-05,0.000138877245736059,510.0
6.79311358852593e-05,0.00013895571415827994,520.0
6.79694651602918e-05,0.0001390339718279226,530.0
6.800769026779147e-05,0.00013911201823708463,540.0
6.804581222984861e-05,0.00013918985441329303,550.0
6.808383246676537e-05,0.00013926748168615816,560.0
6.812174993518797e-05,0.00013934489962644648,570.0
6.815956489458843e-05,0.0001394221088506065,580.0
6.819727880478007e-05,0.00013949911114425576,590.0
6.823489155662433e-05,0.00013957590684852823,600.0
6.827240363389727e-05,0.0001396524968979406,610.0
6.830981521733393e-05,0.00013972888177330784,620.0
6.834712686251342e-05,0.00013980506254017143,630.0
6.838433903245546e-05,0.00013988104013280069,640.0
6.842145188045612e-05,0.00013995681487838856,650.0
6.845846559459618e-05,0.00014003238718927988,660.0
6.849538061649939e-05,0.00014010775795472122,670.0
6.85321972332176e-05,0.00014018292774341045,680.0
6.85689157264247e-05,0.00014025789711927974,690.0
6.860553632975448e-05,0.00014033266660369015,700.0
6.86420593037081e-05,0.0001404072367418115,710.0
6.867848490878669e-05,0.00014048160807881357,720.0
6.87148134054914e-05,0.00014055578115986607,730.0
6.875104509606483e-05,0.00014062975660040347,740.0
6.878718065810454e-05,0.00014070353564770655,750.0
6.88232201057901e-05,0.0001407771184323046,760.0
6.885916372805119e-05,0.00014085050554722193,770.0
6.889501181381747e-05,0.00014092369758548291,780.0
6.893076465201862e-05,0.00014099669514011193,790.0
6.896642253158428e-05,0.00014106949880413327,800.0
6.900198592328718e-05,0.00014114210951119696,810.0
6.903745509595746e-05,0.00014121452781667724,820.0
6.907283030220842e-05,0.0001412867542455712,830.0
6.91081118464433e-05,0.00014135878941988809,840.0
6.914330003306527e-05,0.000141430633961637,850.0
6.917839516647756e-05,0.00014150228849282707,860.0
6.921339753299821e-05,0.00014157375359494394,870.0
6.924830740798958e-05,0.0001416450298249247,880.0
6.928312511705911e-05,0.00014171611785229103,890.0
6.931785096125936e-05,0.00014178701829154427,900.0
6.93524852416429e-05,0.00014185773175718575,910.0
6.93870282592623e-05,0.00014192825886371685,920.0
6.942148031517012e-05,0.00014199860022563897,930.0
6.945584125703336e-05,0.00014206875553792996,940.0
6.949011172438192e-05,0.00014213872610156615,950.0
6.952429201024336e-05,0.0001422085125147732,960.0
6.95583824065519e-05,0.00014227811537355925,970.0
6.959238320524173e-05,0.00014234753527393246,980.0
6.962629469824705e-05,0.00014241677281190098,990.0
6.966011717750206e-05,0.00014248582858347297,1000.0
6.969385093494093e-05,0.00014255470318465656,1010.0
6.972749626249791e-05,0.00014262339721145994,1020.0
6.976105345210717e-05,0.0001426919112598912,1030.0
6.979452279570293e-05,0.00014276024592595855,1040.0
6.982790425547611e-05,0.00014282840113804675,1050.0
6.986119801358715e-05,0.0001428963772699077,1060.0
6.989440462342231e-05,0.00014296417544690522,1070.0
6.992752436321562e-05,0.00014303179623730908,1080.0
6.996055751120108e-05,0.00014309924020938902,1090.0
6.999350434561271e-05,0.00014316650793141477,1100.0
7.002636514468455e-05,0.000143233599971656,1110.0
7.005914018665058e-05,0.00014330051689838245,1120.0
7.009182974974487e-05,0.00014336725927986387,1130.0
7.01244341122014e-05,0.00014343382768436993,1140.0
7.015695355225422e-05,0.0001435002226801704,1150.0
7.018938833259686e-05,0.00014356644480387006,1160.0
7.022173812970053e-05,0.00014363249339759867,1170.0
7.025400368139476e-05,0.00014369836996608863,1180.0
7.028618525330964e-05,0.00014376407505192813,1190.0
7.031828311107529e-05,0.00014382960919770543,1200.0
7.035029752032179e-05,0.0001438949729460088,1210.0
7.038222874667929e-05,0.0001439601668394264,1220.0
7.041407705577788e-05,0.0001440251914205466,1230.0
7.044584271324766e-05,0.0001440900472319576,1240.0
7.047752598471875e-05,0.00014415473481624758,1250.0
7.050912713582125e-05,0.00014421925471600484,1260.0
7.054064643218527e-05,0.00014428360747381763,1270.0
7.057208384602756e-05,0.0001443477930316798,1280.0
7.060343958203227e-05,0.00014441181180742805,1290.0
7.06347141109117e-05,0.00014447566476343785,1300.0
7.066590768683772e-05,0.00014453935241884338,1310.0
7.069702056398226e-05,0.0001446028752927788,1320.0
7.072805299651715e-05,0.00014466623390437823,1330.0
7.075900523861429e-05,0.00014472942877277582,1340.0
7.078987754444557e-05,0.0001447924604171057,1350.0
7.082067016818285e-05,0.00014485532935650205,1360.0
7.085138336399803e-05,0.000144918036110099,1370.0
7.0882017386063e-05,0.0001449805811970307,1380.0
7.091257242335557e-05,0.00014504296500314807,1390.0
7.094304765267612e-05,0.0001451051858449978,1400.0
7.097344428392771e-05,0.0001451672461956189,1410.0
7.100376256186393e-05,0.00014522914655489073,1420.0
7.103400273123841e-05,0.00014529088742269266,1430.0
7.106416503680471e-05,0.00014535246929890398,1440.0
