DHF_1_task1,H2_HMPt_2_task1,H2_HMPterinPP_3_task1,H2_Pteroate_4_task1,_1_task1,p_ABA_5_task1
3.583136305342722e-05,6.936038667191974e-06,1.4506871316683527e-05,3.592108574289143e-05,2240.0,1.8127909983875444e-05
3.5841712440675774e-05,6.938001275846585e-06,1.4508282121176424e-05,3.5931362181783756e-05,2250.0,1.813128339702295e-05
3.585203596442222e-05,6.9399589934241935e-06,1.4509689118980474e-05,3.594161297026065e-05,2260.0,1.813464811240461e-05
3.586233369965886e-05,6.94191183403382e-06,1.4511092322617747e-05,3.5951838182522225e-05,2270.0,1.813800415665151e-05
3.587260572093218e-05,6.943859811701422e-06,1.4512491744520843e-05,3.59620378923284e-05,2280.0,1.8141351556222208e-05
3.588285210234286e-05,6.945802940369895e-06,1.4513887397032899e-05,3.59722121729989e-05,2290.0,1.8144690337402735e-05
3.589307291754578e-05,6.947741233899068e-06,1.4515279292407583e-05,3.5982361097413224e-05,2300.0,1.8148020526306596e-05
3.590326823974997e-05,6.949674706065713e-06,1.4516667442809107e-05,3.599248473801069e-05,2310.0,1.815134214887476e-05
3.591343814171868e-05,6.951603370563531e-06,1.4518051860312206e-05,3.600258316679039e-05,2320.0,1.815465523087568e-05
3.592358269576933e-05,6.953527241003165e-06,1.4519432556902165e-05,3.6012656455311246e-05,2330.0,1.8157959797905273e-05
3.593370197377352e-05,6.955446330912193e-06,1.4520809544474794e-05,3.6022704674691945e-05,2340.0,1.8161255875386927e-05
3.594379604715705e-05,6.9573606537351305e-06,1.4522182834836437e-05,3.6032727895611e-05,2350.0,1.8164543488571507e-05
3.595386498689991e-05,6.959270222833429e-06,1.4523552439703983e-05,3.604272618830668e-05,2360.0,1.8167822662537353e-05
3.596390886353625e-05,6.961175051485477e-06,1.4524918370704847e-05,3.6052699622577096e-05,2370.0,1.8171093422190268e-05
3.597392774715443e-05,6.963075152886599e-06,1.4526280639376985e-05,3.6062648267780136e-05,2380.0,1.8174355792263526e-05
3.5983921707396995e-05,6.964970540149059e-06,1.4527639257168882e-05,3.6072572192833496e-05,2390.0,1.817760979731788e-05
3.599389081346067e-05,6.9668612263020535e-06,1.4528994235439568e-05,3.608247146621463e-05,2400.0,1.818085546174156e-05
3.600383513409635e-05,6.968747224291719e-06,1.4530345585458597e-05,3.609234615596085e-05,2410.0,1.818409280975026e-05
3.6013754737609164e-05,6.970628546981128e-06,1.4531693318406067e-05,3.610219632966922e-05,2420.0,1.8187321865387137e-05
3.602364969185836e-05,6.9725052071502896e-06,1.4533037445372608e-05,3.611202205449661e-05,2430.0,1.8190542652522842e-05
3.603352006425743e-05,6.974377217496149e-06,1.4534377977359384e-05,3.61218233971597e-05,2440.0,1.8193755194855476e-05
3.604336595330226e-05,6.9762445964661474e-06,1.453571493045971e-05,3.613160045563801e-05,2450.0,1.8196959526925803e-05
3.605318758890166e-05,6.978107386822041e-06,1.4537048342348196e-05,3.6141353460060786e-05,2460.0,1.8200155729170182e-05
3.6062984868754924e-05,6.979965569857411e-06,1.453837819608518e-05,3.615108230651367e-05,2470.0,1.820334376594254e-05
3.607275785986766e-05,6.9818191581914354e-06,1.4539704502540011e-05,3.616078706133557e-05,2480.0,1.8206523660731393e-05
3.6082506628828426e-05,6.9836681643655505e-06,1.4541027272497303e-05,3.617046779045408e-05,2490.0,1.8209695436862798e-05
3.60922312418087e-05,6.985512600843446e-06,1.4542346516656925e-05,3.6180124559385486e-05,2500.0,1.8212859117500316e-05
3.610193176456291e-05,6.987352480011072e-06,1.454366224563401e-05,3.618975743323482e-05,2510.0,1.8216014725645026e-05
3.611160826242842e-05,6.98918781417663e-06,1.4544974469958952e-05,3.619936647669578e-05,2520.0,1.8219162284135528e-05
3.612126080032554e-05,6.99101861557058e-06,1.4546283200077402e-05,3.620895175405081e-05,2530.0,1.8222301815647926e-05
3.613088944275747e-05,6.992844896345637e-06,1.4547588446350274e-05,3.621851332917102e-05,2540.0,1.8225433342695856e-05
3.6140494253810395e-05,6.994666668576776e-06,1.454889021905374e-05,3.6228051265516246e-05,2550.0,1.822855688763046e-05
3.615007529715342e-05,6.996483944261223e-06,1.4550188528379236e-05,3.623756562613503e-05,2560.0,1.8231672472640407e-05
3.615963263603858e-05,6.998296735318463e-06,1.4551483384433455e-05,3.624705647366463e-05,2570.0,1.8234780119751864e-05
3.6169166333300844e-05,7.0001050535902385e-06,1.455277479723835e-05,3.6256523870330985e-05,2580.0,1.8237879850828535e-05
3.617867645135813e-05,7.001908910840545e-06,1.4554062776731135e-05,3.6265967877948773e-05,2590.0,1.8240971687571627e-05
3.6188163052211286e-05,7.003708318755635e-06,1.4555347332764286e-05,3.627538855792134e-05,2600.0,1.8244055651519864e-05
3.619762619744409e-05,7.00550328894402e-06,1.4556628475105536e-05,3.628478597124076e-05,2610.0,1.82471317640495e-05
3.620706594822326e-05,7.007293832936465e-06,1.4557906213437881e-05,3.629416017848783e-05,2620.0,1.825020004637429e-05
3.6216482365298454e-05,7.00907996218599e-06,1.4559180557359573e-05,3.6303511239832025e-05,2630.0,1.825326051954551e-05
3.622587550900226e-05,7.010861688067875e-06,1.4560451516384134e-05,3.6312839215031534e-05,2640.0,1.8256313204451957e-05
3.623524543925019e-05,7.012639021879655e-06,1.4561719099940333e-05,3.6322144163433255e-05,2650.0,1.8259358121819935e-05
3.624459221554073e-05,7.0144119748411195e-06,1.4562983317372211e-05,3.633142614397279e-05,2660.0,1.8262395292213275e-05
3.6253915896955256e-05,7.016180558094314e-06,1.4564244177939061e-05,3.6340685215174465e-05,2670.0,1.826542473603332e-05
3.6263216542158114e-05,7.017944782703543e-06,1.4565501690815441e-05,3.6349921435151284e-05,2680.0,1.8268446473518928e-05
3.6272494209396566e-05,7.0197046596553654e-06,1.4566755865091167e-05,3.6359134861604965e-05,2690.0,1.827146052474648e-05
3.6281748956500815e-05,7.021460199858596e-06,1.4568006709771314e-05,3.636832555182595e-05,2700.0,1.8274466909629857e-05
3.6290980840884004e-05,7.0232114141443065e-06,1.4569254233776222e-05,3.637749356269337e-05,2710.0,1.8277465647920475e-05
3.630018991954221e-05,7.024958313265825e-06,1.4570498445941488e-05,3.638663895067507e-05,2720.0,1.8280456759207257e-05
3.630937624905445e-05,7.026700907898735e-06,1.4571739355017966e-05,3.6395761771827583e-05,2730.0,1.8283440262916646e-05
3.631853988558266e-05,7.028439208640878e-06,1.4572976969671778e-05,3.6404862081796187e-05,2740.0,1.82864161783126e-05
3.632768088487173e-05,7.030173226012347e-06,1.45742112984843e-05,3.641393993581482e-05,2750.0,1.8289384524496595e-05
3.6336799616288594e-05,7.031903028847876e-06,1.4575442428968216e-05,3.642299569669372e-05,2760.0,1.8292345457816037e-05
3.634589646481752e-05,7.033628688885877e-06,1.4576670452585914e-05,3.643202974255719e-05,2770.0,1.829529914147174e-05
3.635497095170202e-05,7.0353501172607775e-06,1.4577895243492354e-05,3.644104160443094e-05,2780.0,1.8298245360753074e-05
3.6364023136728725e-05,7.037067325243416e-06,1.4579116811366661e-05,3.645003134150373e-05,2790.0,1.8301184136610022e-05
3.6373053079386066e-05,7.038780324048986e-06,1.4580335165833123e-05,3.6458999012669595e-05,2800.0,1.8304115489882055e-05
3.6382060838864225e-05,7.040489124837034e-06,1.4581550316461195e-05,3.646794467652781e-05,2810.0,1.8307039441298175e-05
3.639104647405517e-05,7.042193738711461e-06,1.458276227276549e-05,3.64768683913829e-05,2820.0,1.8309956011476895e-05
3.640001004355267e-05,7.043894176720523e-06,1.4583971044205784e-05,3.6485770215244686e-05,2830.0,1.8312865220926253e-05
3.640895160565225e-05,7.0455904498568275e-06,1.458517664018702e-05,3.649465020582823e-05,2840.0,1.831576709004379e-05
3.6417871218351226e-05,7.04728256905734e-06,1.45863790700593e-05,3.650350842055385e-05,2850.0,1.8318661639116586e-05
3.6426768939348704e-05,7.048970545203378e-06,1.4587578343117889e-05,3.651234491654714e-05,2860.0,1.832154888832121e-05
3.643564482604553e-05,7.050654389120611e-06,1.4588774468603218e-05,3.6521159750638924e-05,2870.0,1.8324428857723774e-05
3.644449893554439e-05,7.052334111579067e-06,1.4589967455700879e-05,3.652995297936534e-05,2880.0,1.8327301567279892e-05
3.64533313246497e-05,7.054009723293125e-06,1.4591157313541627e-05,3.6538724658967715e-05,2890.0,1.8330167036834694e-05
3.646214204986768e-05,7.055681234921518e-06,1.4592344051201376e-05,3.65474748453927e-05,2900.0,1.833302528612284e-05
3.6470931167406326e-05,7.057348657067335e-06,1.459352767770121e-05,3.6556203594292176e-05,2910.0,1.833587633476849e-05
3.6479698733175406e-05,7.059012000278018e-06,1.4594708202007374e-05,3.6564910961023294e-05,2920.0,1.8338720202285338e-05
3.648844480278649e-05,7.060671275045363e-06,1.4595885633031273e-05,3.657359700064845e-05,2930.0,1.8341556908076583e-05
3.64971694315529e-05,7.06232649180552e-06,1.4597059979629478e-05,3.658226176793532e-05,2940.0,1.8344386471434942e-05
3.650587267448975e-05,7.063977660938993e-06,1.4598231250603717e-05,3.6590905317356834e-05,2950.0,1.8347208911542656e-05
3.6514554586313955e-05,7.0656247927706415e-06,1.459939945470089e-05,3.659952770309117e-05,2960.0,1.8350024247471475e-05
3.6523215221444164e-05,7.067267897569678e-06,1.460056460061305e-05,3.660812897902179e-05,2970.0,1.835283249818267e-05
3.653185463400085e-05,7.068906985549668e-06,1.4601726696977422e-05,3.661670919873739e-05,2980.0,1.8355633682527034e-05
3.6540472877806234e-05,7.070542066868534e-06,1.4602885752376388e-05,3.662526841553196e-05,2990.0,1.835842781924487e-05
3.6549070006384355e-05,7.072173151628549e-06,1.4604041775337498e-05,3.663380668240471e-05,3000.0,1.836121492696599e-05
3.655764607296098e-05,7.073800249876342e-06,1.4605194774333458e-05,3.664232405206014e-05,3010.0,1.8363995024209745e-05
3.656620113046371e-05,7.075423371602898e-06,1.4606344757782142e-05,3.665082057690801e-05,3020.0,1.8366768129384985e-05
3.657473523152189e-05,7.077042526743552e-06,1.4607491734046584e-05,3.6659296309063314e-05,3030.0,1.836953426079008e-05
3.658324842846665e-05,7.078657725177995e-06,1.4608635711434987e-05,3.666775130034634e-05,3040.0,1.8372293436612925e-05
3.659174077333092e-05,7.0802689767302744e-06,1.4609776698200706e-05,3.6676185602282606e-05,3050.0,1.8375045674930925e-05
3.6600212317849386e-05,7.081876291168789e-06,1.461091470254227e-05,3.668459926610292e-05,3060.0,1.8377790993711005e-05
3.6608663515347374e-05,7.0834797521000476e-06,1.461204980422892e-05,3.66929927423833e-05,3070.0,1.8380529556328916e-05
3.661709439782683e-05,7.085079365662643e-06,1.4613182007938994e-05,3.670136606273587e-05,3080.0,1.838326137360158e-05
3.662550472302599e-05,7.086675087566531e-06,1.4614311269469219e-05,3.670971898604549e-05,3090.0,1.8385986357035695e-05
3.663389454607573e-05,7.088266928201303e-06,1.4615437597616647e-05,3.671805156692739e-05,3100.0,1.8388704525817894e-05
3.664226392190382e-05,7.089854897918387e-06,1.4616561001140442e-05,3.672636385979662e-05,3110.0,1.8391415899058774e-05
3.665061290523492e-05,7.091439007031056e-06,1.4617681488761879e-05,3.673465591886807e-05,3120.0,1.8394120495792882e-05
3.665894155059057e-05,7.093019265814423e-06,1.4618799069164345e-05,3.674292779815648e-05,3130.0,1.8396818334978714e-05
3.66672499122892e-05,7.09459568450544e-06,1.4619913750993342e-05,3.67511795514764e-05,3140.0,1.8399509435498727e-05
3.6675538044446125e-05,7.096168273302903e-06,1.4621025542856488e-05,3.675941123244223e-05,3150.0,1.8402193816159334e-05
3.6683806000973545e-05,7.0977370423674464e-06,1.4622134453323509e-05,3.67676228944682e-05,3160.0,1.8404871495690902e-05
3.669205383558055e-05,7.099302001821547e-06,1.4623240490926244e-05,3.677581459076837e-05,3170.0,1.8407542492747737e-05
3.6700281601773134e-05,7.100863161749524e-06,1.462434366415865e-05,3.678398637435666e-05,3180.0,1.841020682590812e-05
3.6708489352854145e-05,7.102420532197535e-06,1.4625443981476793e-05,3.67921382980468e-05,3190.0,1.8412864513674274e-05
3.671667714192332e-05,7.103974123173579e-06,1.4626541451298853e-05,3.6800270414452346e-05,3200.0,1.8415515574472376e-05
3.672484502187734e-05,7.1055239446474995e-06,1.4627636082005124e-05,3.680838277598672e-05,3210.0,1.841816002665257e-05
3.673299304540968e-05,7.107070006550976e-06,1.462872788193801e-05,3.6816475434863165e-05,3220.0,1.842079788848893e-05
3.6741121265010795e-05,7.108612318777531e-06,1.4629816859402034e-05,3.682454844309476e-05,3230.0,1.8423429178179513e-05
3.674922973296796e-05,7.11015089118253e-06,1.4630903022663826e-05,3.6832601852494405e-05,3240.0,1.84260539138463e-05
3.6757318501365365e-05,7.111685733583177e-06,1.463198637995213e-05,3.6840635714674864e-05,3250.0,1.8428672113535255e-05
3.676538762208409e-05,7.113216855758518e-06,1.463306693945781e-05,3.684865008104872e-05,3260.0,1.8431283795216274e-05
3.677343714680208e-05,7.1147442674494395e-06,1.4634144709333835e-05,3.685664500282838e-05,3270.0,1.843388897678322e-05
3.67814671269942e-05,7.116267978358671e-06,1.4635219697695288e-05,3.68646205310261e-05,3280.0,1.8436487676053902e-05
3.678947761393218e-05,7.117787998150779e-06,1.4636291912619367e-05,3.687257671645397e-05,3290.0,1.8439079910770093e-05
3.679746865868463e-05,7.119304336452177e-06,1.4637361362145384e-05,3.6880513609723924e-05,3300.0,1.8441665698597505e-05
3.6805440312117066e-05,7.120817002851113e-06,1.4638428054274763e-05,3.6888431261247704e-05,3310.0,1.844424505712582e-05
3.681339262489188e-05,7.1223260068976805e-06,1.4639491996971041e-05,3.6896329721236913e-05,3320.0,1.8446818003868667e-05
3.682132564746836e-05,7.123831358103813e-06,1.4640553198159868e-05,3.6904209039702985e-05,3330.0,1.8449384556263626e-05
3.682923943010267e-05,7.125333065943283e-06,1.4641611665729007e-05,3.691206926645717e-05,3340.0,1.8451944731672236e-05
3.6837134022847866e-05,7.126831139851708e-06,1.4642667407528335e-05,3.6919910451110584e-05,3350.0,1.8454498547379987e-05
3.684500947555389e-05,7.128325589226543e-06,1.4643720431369841e-05,3.692773264307415e-05,3360.0,1.8457046020596327e-05
3.6852865837867575e-05,7.129816423427085e-06,1.4644770745027624e-05,3.6935535891558645e-05,3370.0,1.8459587168454653e-05
3.6860703383762215e-05,7.13130369447504e-06,1.4645818388007613e-05,3.694332046391902e-05,3380.0,1.84621220824826e-05
3.6868522037537615e-05,7.132787387892405e-06,1.4646863350329694e-05,3.695108628746671e-05,3390.0,1.8464650738222047e-05
3.687632178521995e-05,7.134267500940642e-06,1.464790563073855e-05,3.695883334953649e-05,3400.0,1.846717313167914e-05
3.688410267750449e-05,7.135744043180313e-06,1.4648945237120046e-05,3.69665617003481e-05,3410.0,1.8469689280300306e-05
3.68918647649218e-05,7.137217024141124e-06,1.4649982177327587e-05,3.697427138995847e-05,3420.0,1.8472199201468656e-05
3.689960809783772e-05,7.138686453321927e-06,1.4651016459182127e-05,3.69819624682617e-05,3430.0,1.8474702912504e-05
3.690733272645342e-05,7.140152340190718e-06,1.4652048090472173e-05,3.698963498498907e-05,3440.0,1.8477200430662836e-05
3.691503870080531e-05,7.141614694184637e-06,1.4653077078953766e-05,3.699728898970905e-05,3450.0,1.847969177313835e-05
3.6922726070765126e-05,7.143073524709967e-06,1.4654103432350508e-05,3.700492453182727e-05,3460.0,1.848217695706042e-05
3.693039488603986e-05,7.144528841142139e-06,1.4655127158353536e-05,3.7012541660586566e-05,3470.0,1.848465599949562e-05
3.693804519617184e-05,7.145980652825726e-06,1.4656148264621544e-05,3.7020140425066934e-05,3480.0,1.8487128917447217e-05
3.694567705053863e-05,7.147428969074445e-06,1.4657166758780764e-05,3.702772087418556e-05,3490.0,1.8489595727855154e-05
3.695329049835313e-05,7.148873799171159e-06,1.4658182648424982e-05,3.70352830566968e-05,3500.0,1.8492056447596087e-05
3.696088558866351e-05,7.150315152367873e-06,1.4659195941115526e-05,3.704282702119221e-05,3510.0,1.8494511093483344e-05
3.696846237035322e-05,7.15175303788574e-06,1.4660206644381272e-05,3.705035281610051e-05,3520.0,1.8496959682266957e-05
3.6976020892141024e-05,7.153187464915055e-06,1.4661214765718644e-05,3.7057860489687596e-05,3530.0,1.8499402230633644e-05
3.698356120258095e-05,7.154618442615256e-06,1.4662220312591614e-05,3.706535009005656e-05,3540.0,1.8501838755206817e-05
3.699108335006234e-05,7.156045980114929e-06,1.4663223292431698e-05,3.7072821665147664e-05,3550.0,1.8504269272546573e-05
3.6998587382809804e-05,7.1574700865118025e-06,1.4664223712637959e-05,3.708027526273835e-05,3560.0,1.8506693799149705e-05
3.700607334888325e-05,7.158890770872749e-06,1.4665221580577008e-05,3.7087710930443244e-05,3570.0,1.8509112351449706e-05
3.7013541296177904e-05,7.160308042233786e-06,1.4666216903583005e-05,3.709512871571415e-05,3580.0,1.8511524945816734e-05
3.7020991272424226e-05,7.1617219096000756e-06,1.4667209688957653e-05,3.710252866584005e-05,3590.0,1.8513931598557676e-05
3.7028423325188006e-05,7.163132381945924e-06,1.4668199943970205e-05,3.710991082794711e-05,3600.0,1.8516332325916074e-05
3.703583750187031e-05,7.164539468214781e-06,1.4669187675857456e-05,3.711727524899867e-05,3610.0,1.8518727144072183e-05
3.704323384970751e-05,7.165943177319242e-06,1.4670172891823754e-05,3.7124621975795275e-05,3620.0,1.8521116069142942e-05
3.7050612415771245e-05,7.1673435181410476e-06,1.467115559904099e-05,3.713195105497461e-05,3630.0,1.8523499117181984e-05
3.705797324696846e-05,7.1687404995310805e-06,1.4672135804648605e-05,3.713926253301156e-05,3640.0,1.852587630417963e-05
3.706531639004136e-05,7.1701341303093696e-06,1.4673113515753582e-05,3.7146556456218194e-05,3650.0,1.85282476460629e-05
3.70726418915675e-05,7.171524419265087e-06,1.4674088739430455e-05,3.715383287074376e-05,3660.0,1.853061315869549e-05
3.707994979795967e-05,7.17291137515655e-06,1.4675061482721305e-05,3.716109182257469e-05,3670.0,1.8532972857877802e-05
3.708724015546597e-05,7.174295006711221e-06,1.4676031752635755e-05,3.716833335753457e-05,3680.0,1.8535326759346924e-05
3.709451309219185e-05,7.17567533938376e-06,1.467699960525487e-05,3.717555760232224e-05,3690.0,1.8537674944638576e-05
3.7101768583201005e-05,7.177052367363424e-06,1.4677965005104837e-05,3.7182764532430735e-05,3700.0,1.854001737246821e-05
3.710900667233247e-05,7.178426098893867e-06,1.4678927957951522e-05,3.718995419130324e-05,3710.0,1.8542354056845338e-05
3.711622740559149e-05,7.179796542664116e-06,1.4679888470923768e-05,3.719712662452306e-05,3720.0,1.8544685013587833e-05
3.7123430828826164e-05,7.181163707333897e-06,1.4680846551122513e-05,3.720428187751819e-05,3730.0,1.8547010258456357e-05
3.713061698772752e-05,7.182527601533629e-06,1.4681802205620795e-05,3.721141999556133e-05,3740.0,1.854932980715437e-05
3.713778592782945e-05,7.1838882338644335e-06,1.4682755441463751e-05,3.7218541023769854e-05,3750.0,1.855164367532813e-05
3.7144937694508767e-05,7.185245612898127e-06,1.4683706265668614e-05,3.722564500710582e-05,3760.0,1.855395187856669e-05
3.7152072332985155e-05,7.186599747177227e-06,1.468465468522472e-05,3.723273199037602e-05,3770.0,1.8556254432401895e-05
3.71591898883212e-05,7.187950645214944e-06,1.46856007070935e-05,3.7239802018231884e-05,3780.0,1.855855135230839e-05
3.716629040542237e-05,7.189298315495189e-06,1.468654433820848e-05,3.724685513516957e-05,3790.0,1.8560842653703618e-05
3.717337392903704e-05,7.190642766472571e-06,1.468748558547529e-05,3.7253891385529914e-05,3800.0,1.8563128351947812e-05
3.718044050375646e-05,7.191984006572395e-06,1.4688424455771656e-05,3.726091081349844e-05,3810.0,1.8565408462344e-05
3.718749017401478e-05,7.1933220441906656e-06,1.46893609559474e-05,3.7267913463105376e-05,3820.0,1.8567683000138014e-05
3.719452298408906e-05,7.194656887694084e-06,1.4690295092824449e-05,3.7274899378225624e-05,3830.0,1.8569951980518478e-05
3.720153897809924e-05,7.195988545420048e-06,1.4691226873196818e-05,3.72818686025788e-05,3840.0,1.8572215418616814e-05
3.7208538200008127e-05,7.197317025676656e-06,1.469215630383063e-05,3.728882117972919e-05,3850.0,1.8574473329507234e-05
3.721552069362145e-05,7.198642336742701e-06,1.4693083391464098e-05,3.729575715308578e-05,3860.0,1.8576725728206743e-05
3.722248650258783e-05,7.199964486867675e-06,1.469400814280754e-05,3.730267656590225e-05,3870.0,1.857897262967516e-05
3.722943567039877e-05,7.201283484271768e-06,1.4694930564543369e-05,3.730957946127696e-05,3880.0,1.8581214048815087e-05
3.723636824038867e-05,7.202599337145869e-06,1.4695850663326098e-05,3.731646588215299e-05,3890.0,1.8583450000471915e-05
3.724328425573481e-05,7.203912053651561e-06,1.4696768445782334e-05,3.732333587131807e-05,3900.0,1.858568049943384e-05
3.725018375945739e-05,7.205221641921128e-06,1.4697683918510788e-05,3.733018947140466e-05,3910.0,1.8587905560431864e-05
3.7257066794419475e-05,7.206528110057549e-06,1.4698597088082265e-05,3.733702672488989e-05,3920.0,1.859012519813976e-05
3.7263933403327034e-05,7.207831466134504e-06,1.4699507961039672e-05,3.734384767409558e-05,3930.0,1.8592339427174123e-05
3.727078362872894e-05,7.209131718196369e-06,1.4700416543898007e-05,3.735065236118825e-05,3940.0,1.8594548262094326e-05
3.727761751301692e-05,7.210428874258215e-06,1.4701322843144374e-05,3.7357440828179104e-05,3950.0,1.859675171740254e-05
3.728443509842564e-05,7.211722942305817e-06,1.4702226865237975e-05,3.736421311692406e-05,3960.0,1.859894980754374e-05
3.7291236427032634e-05,7.213013930295641e-06,1.4703128616610105e-05,3.737096926912369e-05,3970.0,1.8601142546905696e-05
3.729802154075833e-05,7.214301846154854e-06,1.470402810366416e-05,3.737770932632329e-05,3980.0,1.860332994981896e-05
3.730479048136604e-05,7.215586697781321e-06,1.4704925332775634e-05,3.7384433329912825e-05,3990.0,1.8605512030556903e-05
3.731154329046199e-05,7.2168684930436055e-06,1.470582031029212e-05,3.7391141321126976e-05,4000.0,1.860768880333567e-05
3.7318280009495283e-05,7.218147239780965e-06,1.4706713042533307e-05,3.739783334104508e-05,4010.0,1.8609860282314218e-05
3.7325000679757926e-05,7.219422945803356e-06,1.4707603535790985e-05,3.740450943059119e-05,4020.0,1.861202648159429e-05
3.733170535959889e-05,7.220695621656901e-06,1.4708491796598671e-05,3.741116964830574e-05,4030.0,1.861418741825552e-05
3.7338394184359017e-05,7.221965290252502e-06,1.4709377832670401e-05,3.741781413222177e-05,4040.0,1.8616343122922852e-05
3.7345067096656575e-05,7.223231943535864e-06,1.4710261648676075e-05,3.742444282141407e-05,4050.0,1.8618493592211886e-05
3.7351724137769884e-05,7.224495589298494e-06,1.4711143250805498e-05,3.7431055756820115e-05,4060.0,1.862063884010394e-05
3.735836534883154e-05,7.225756235304428e-06,1.4712022645220762e-05,3.7437652979233836e-05,4070.0,1.8622778880525135e-05
3.736499077082847e-05,7.227013889290235e-06,1.471289983805623e-05,3.744423452930564e-05,4080.0,1.8624913727346413e-05
3.737160044460186e-05,7.228268558965015e-06,1.4713774835418543e-05,3.7450800447542405e-05,4090.0,1.8627043394383505e-05
3.737819441084725e-05,7.229520252010394e-06,1.471464764338662e-05,3.745735077430747e-05,4100.0,1.862916789539696e-05
3.738477271011444e-05,7.230768976080534e-06,1.4715518268011657e-05,3.746388554982067e-05,4110.0,1.8631287244092137e-05
3.739133538280755e-05,7.2320147388021235e-06,1.4716386715317125e-05,3.747040481415827e-05,4120.0,1.8633401454119198e-05
3.739788246918499e-05,7.233257547774384e-06,1.4717252991298775e-05,3.747690860725302e-05,4130.0,1.8635510539073108e-05
3.740441400935947e-05,7.234497410569064e-06,1.4718117101924632e-05,3.748339696889415e-05,4140.0,1.8637614512493643e-05
3.741093004329803e-05,7.235734334730447e-06,1.4718979053134999e-05,3.748986993872736e-05,4150.0,1.8639713387865395e-05
3.7417430610821954e-05,7.236968327775344e-06,1.4719838850842456e-05,3.749632755625479e-05,4160.0,1.8641807178617748e-05
3.742391575160688e-05,7.238199397193095e-06,1.4720696500931862e-05,3.7502769860835096e-05,4170.0,1.8643895898124907e-05
3.743038550518272e-05,7.239427550445576e-06,1.4721552009260345e-05,3.750919689168335e-05,4180.0,1.864597955970587e-05
3.743683991093369e-05,7.240652794967187e-06,1.4722405381657324e-05,3.751560868787114e-05,4190.0,1.864805817662446e-05
3.7443279008098316e-05,7.2418751381648626e-06,1.4723256623924482e-05,3.7522005288326496e-05,4200.0,1.8650131762089293e-05
3.744970283576941e-05,7.243094587418067e-06,1.4724105741835784e-05,3.752838673183393e-05,4210.0,1.86522003292538e-05
3.7456111432894096e-05,7.244311150078794e-06,1.4724952741137473e-05,3.753475305703441e-05,4220.0,1.8654263891216213e-05
3.746250483827379e-05,7.245524833471567e-06,1.4725797627548066e-05,3.7541104302425385e-05,4230.0,1.865632246101958e-05
3.746888309056423e-05,7.246735644893443e-06,1.472664040675836e-05,3.754744050636077e-05,4240.0,1.865837605165175e-05
3.747524622827542e-05,7.2479435916140065e-06,1.4727481084431425e-05,3.7553761707050954e-05,4250.0,1.866042467604538e-05
3.7481594289771686e-05,7.249148680875374e-06,1.4728319666202612e-05,3.7560067942562776e-05,4260.0,1.8662468347077936e-05
3.748792731327166e-05,7.250350919892193e-06,1.472915615767955e-05,3.756635925081956e-05,4270.0,1.866450707757169e-05
3.749424533684825e-05,7.251550315851638e-06,1.4729990564442135e-05,3.7572635669601116e-05,4280.0,1.866654088029372e-05
3.75005483984287e-05,7.252746875913418e-06,1.4730822892042555e-05,3.757889723654369e-05,4290.0,1.866856976795592e-05
3.750683653579452e-05,7.253940607209772e-06,1.4731653146005261e-05,3.7585143989140015e-05,4300.0,1.867059375321498e-05
3.7513109786581544e-05,7.255131516845465e-06,1.4732481331826993e-05,3.759137596473928e-05,4310.0,1.8672612848672404e-05
3.7519368188279904e-05,7.256319611897797e-06,1.4733307454976755e-05,3.759759320054717e-05,4320.0,1.86746270668745e-05
3.7525611778234006e-05,7.2575048994165975e-06,1.473413152089584e-05,3.7603795733625814e-05,4330.0,1.8676636420312387e-05
3.7531840593642595e-05,7.2586873864242265e-06,1.4734953534997812e-05,3.7609983600893813e-05,4340.0,1.8678640921421987e-05
3.75380546715587e-05,7.2598670799155734e-06,1.473577350266851e-05,3.7616156839126254e-05,4350.0,1.868064058258403e-05
3.7544254048889644e-05,7.2610439868580585e-06,1.4736591429266055e-05,3.7622315484954675e-05,4360.0,1.8682635416124063e-05
3.755043876239706e-05,7.2622181141916335e-06,1.4737407320120844e-05,3.7628459574867094e-05,4370.0,1.8684625434312426e-05
3.755660889800303e-05,7.263389479316428e-06,1.4738221211360502e-05,3.763458918813709e-05,4380.0,1.868661069067688e-05
3.75627645623098e-05,7.264558104034859e-06,1.4739033152104731e-05,3.764070442202703e-05,4390.0,1.868859125613954e-05
3.7568905689561986e-05,7.265723973491594e-06,1.4739843083782983e-05,3.764680522371702e-05,4400.0,1.8690567057274525e-05
3.7575032316732595e-05,7.266887094685632e-06,1.4740651012111262e-05,3.765289162981242e-05,4410.0,1.8692538106796846e-05
3.7581144480663624e-05,7.268047474591626e-06,1.4741456942787038e-05,3.765896367678784e-05,4420.0,1.869450441737861e-05
3.758724221806607e-05,7.269205120159884e-06,1.4742260881489231e-05,3.7665021400987156e-05,4430.0,1.8696466001649065e-05
3.759332556551992e-05,7.270360038316371e-06,1.4743062833878233e-05,3.767106483862351e-05,4440.0,1.8698422872194553e-05
3.7599394559474154e-05,7.2715122359627065e-06,1.4743862805595896e-05,3.767709402577929e-05,4450.0,1.870037504155855e-05
3.7605449236246744e-05,7.272661719976167e-06,1.4744660802265528e-05,3.768310899840616e-05,4460.0,1.8702322522241646e-05
