CO2,NADP,NADPH,O2,PGA,RuBP,starch,Time
24.5,0.29000000000000004,0.21,21000.0,2.4,2.0,0.5,0.0
24.5,0.2932164466332164,0.2067835533667836,21000.0,2.407786398039175,2.0,0.5,0.01
24.5,0.2963182108476543,0.2036817891523457,21000.0,2.4156439660536795,2.0,0.5,0.02
24.5,0.2993090232291681,0.20069097677083192,21000.0,2.4235701020334304,2.0,0.5,0.03
24.5,0.30219260162918593,0.19780739837081404,21000.0,2.431562237634491,2.0,0.5,0.04
24.5,0.30497264577554684,0.19502735422445314,21000.0,2.439617813942106,2.0,0.5,0.05
24.5,0.30765295873715903,0.19234704126284097,21000.0,2.447734197836988,2.0,0.5,0.06
24.5,0.3102371365325236,0.18976286346747637,21000.0,2.455908895829659,2.0,0.5,0.07
24.5,0.31272872050509315,0.18727127949490685,21000.0,2.46413945135132,2.0,0.5,0.08
24.5,0.3151309784427292,0.1848690215572708,21000.0,2.4724235923111704,2.0,0.5,0.09
24.5,0.3174471971094016,0.18255280289059836,21000.0,2.480759033275762,2.0,0.5,0.1
24.5,0.31968045990317506,0.18031954009682494,21000.0,2.4891436255833734,2.0,0.5,0.11
24.5,0.321833673572137,0.17816632642786304,21000.0,2.4975753374908867,2.0,0.5,0.12
24.5,0.3239097801871379,0.17609021981286213,21000.0,2.5060521137452936,2.0,0.5,0.13
24.5,0.32591151653825023,0.17408848346174977,21000.0,2.514572035686576,2.0,0.5,0.14
24.5,0.3278415008540523,0.17215849914594775,21000.0,2.5231332632425074,2.0,0.5,0.15
24.5,0.32970237152952736,0.17029762847047264,21000.0,2.531733942963854,2.0,0.5,0.16
24.5,0.33149656450812914,0.16850343549187088,21000.0,2.540372355782969,2.0,0.5,0.17
24.5,0.3332264636301329,0.16677353636986708,21000.0,2.5490468172427527,2.0,0.5,0.18
24.5,0.3348944018171913,0.16510559818280868,21000.0,2.557755676652018,2.0,0.5,0.19
24.5,0.33650251327798386,0.1634974867220161,21000.0,2.5664974150828814,2.0,0.5,0.2
24.5,0.33805306035908034,0.16194693964091963,21000.0,2.5752704286360513,2.0,0.5,0.21
24.5,0.339548018419024,0.160451981580976,21000.0,2.5840733047702593,2.0,0.5,0.22
24.5,0.3409894401195749,0.15901055988042512,21000.0,2.592904579293718,2.0,0.5,0.23
24.5,0.34237926665610263,0.15762073334389734,21000.0,2.6017628626279836,2.0,0.5,0.24
24.5,0.3437193048600204,0.1562806951399796,21000.0,2.6106468551683064,2.0,0.5,0.25
24.5,0.3450113620946882,0.15498863790531178,21000.0,2.619555256625057,2.0,0.5,0.26
24.5,0.3462571494404353,0.15374285055956474,21000.0,2.6284868306293516,2.0,0.5,0.27
24.5,0.34745830560092406,0.15254169439907592,21000.0,2.637440389490301,2.0,0.5,0.28
24.5,0.34861647767851567,0.15138352232148433,21000.0,2.646414742246703,2.0,0.5,0.29
24.5,0.34973321254912443,0.15026678745087557,21000.0,2.655408763951659,2.0,0.5,0.3
24.5,0.35080995092284195,0.14919004907715802,21000.0,2.6644213994547523,2.0,0.5,0.31
24.5,0.3518480764351809,0.14815192356481913,21000.0,2.673451632140896,2.0,0.5,0.32
24.5,0.3528489647893226,0.14715103521067743,21000.0,2.6824984520814876,2.0,0.5,0.33
24.5,0.35381400358345366,0.14618599641654634,21000.0,2.6915608432401563,2.0,0.5,0.34
24.5,0.3547444266782286,0.14525557332177141,21000.0,2.7006378903527124,2.0,0.5,0.35000000000000003
24.5,0.35564149862832023,0.14435850137167977,21000.0,2.7097286602726887,2.0,0.5,0.36
24.5,0.3565064203787136,0.14349357962128642,21000.0,2.718832262357513,2.0,0.5,0.37
24.5,0.3573403442582718,0.14265965574172818,21000.0,2.7279478391009313,2.0,0.5,0.38
24.5,0.3581443884530342,0.14185561154696583,21000.0,2.7370745582485725,2.0,0.5,0.39
24.5,0.3589196246872246,0.14108037531277542,21000.0,2.7462116179605855,2.0,0.5,0.4
24.5,0.35966709632741617,0.14033290367258383,21000.0,2.7553582370508427,2.0,0.5,0.41000000000000003
24.5,0.360387810721409,0.139612189278591,21000.0,2.764513659460444,2.0,0.5,0.42
24.5,0.3610827141162409,0.13891728588375912,21000.0,2.7736771702501977,2.0,0.5,0.43
24.5,0.3617527169888013,0.1382472830111987,21000.0,2.782848079449615,2.0,0.5,0.44
24.5,0.36239869869427926,0.13760130130572074,21000.0,2.7920257190416726,2.0,0.5,0.45
24.5,0.36302161402377103,0.13697838597622897,21000.0,2.8012093745462385,2.0,0.5,0.46
24.5,0.3636222222789032,0.13637777772109683,21000.0,2.810398458970917,2.0,0.5,0.47000000000000003
24.5,0.3642013003769624,0.13579869962303756,21000.0,2.819592375984378,2.0,0.5,0.48
24.5,0.3647595867394329,0.13524041326056715,21000.0,2.8287905559433866,2.0,0.5,0.49
24.5,0.36529785748093846,0.1347021425190615,21000.0,2.8379924064649478,2.0,0.5,0.5
24.5,0.3658168404951738,0.13418315950482615,21000.0,2.8471973681633727,2.0,0.5,0.51
24.5,0.3663172039891708,0.13368279601082922,21000.0,2.8564049220887147,2.0,0.5,0.52
24.5,0.36679962966522534,0.13320037033477466,21000.0,2.865614542317552,2.0,0.5,0.53
24.5,0.36726476646240547,0.1327352335375945,21000.0,2.8748257258786034,2.0,0.5,0.54
24.5,0.36771323234830466,0.1322867676516953,21000.0,2.884037991595621,2.0,0.5,0.55
24.5,0.3681456299373461,0.13185437006265385,21000.0,2.893250870804374,2.0,0.5,0.56
24.5,0.3685625363081194,0.1314374636918806,21000.0,2.9024639128251386,2.0,0.5,0.5700000000000001
24.5,0.36896450436831385,0.13103549563168618,21000.0,2.9116766843336133,2.0,0.5,0.58
24.5,0.36935208721743734,0.13064791278256266,21000.0,2.920888753121482,2.0,0.5,0.59
24.5,0.36972579669505423,0.13027420330494577,21000.0,2.930099716119549,2.0,0.5,0.6
24.5,0.3700861208874693,0.12991387911253074,21000.0,2.93930918750459,2.0,0.5,0.61
24.5,0.3704335275684226,0.1295664724315774,21000.0,2.948516796361923,2.0,0.5,0.62
24.5,0.3707684884048488,0.12923151159515125,21000.0,2.9577221704123238,2.0,0.5,0.63
24.5,0.3710914893804032,0.1289085106195968,21000.0,2.9669249289969475,2.0,0.5,0.64
24.5,0.3714029203225456,0.12859707967745435,21000.0,2.976124757426064,2.0,0.5,0.65
24.5,0.3717031813004281,0.1282968186995719,21000.0,2.9853213353728356,2.0,0.5,0.66
24.5,0.37199265201102666,0.12800734798897334,21000.0,2.994514357476576,2.0,0.5,0.67
24.5,0.372271794127338,0.12772820587266195,21000.0,3.003703462827354,2.0,0.5,0.68
24.5,0.372540943145828,0.127459056854172,21000.0,3.0128883783779994,2.0,0.5,0.6900000000000001
24.5,0.3728004387527418,0.1271995612472582,21000.0,3.0220688291249074,2.0,0.5,0.7000000000000001
24.5,0.37305061234613257,0.1269493876538674,21000.0,3.0312445467050595,2.0,0.5,0.71
24.5,0.37329181241647963,0.12670818758352037,21000.0,3.0404152535749076,2.0,0.5,0.72
24.5,0.3735243991676801,0.12647560083231987,21000.0,3.0495806664514666,2.0,0.5,0.73
24.5,0.37374864621467135,0.12625135378532865,21000.0,3.058740559198902,2.0,0.5,0.74
24.5,0.3739648444209902,0.12603515557900977,21000.0,3.0678946964009435,2.0,0.5,0.75
24.5,0.37417327098065345,0.12582672901934655,21000.0,3.077042853140007,2.0,0.5,0.76
24.5,0.37437425495174215,0.12562574504825788,21000.0,3.0861847691502224,2.0,0.5,0.77
24.5,0.37456803764658325,0.12543196235341675,21000.0,3.0953202464877787,2.0,0.5,0.78
24.5,0.37475487031168014,0.12524512968831986,21000.0,3.1044490811945247,2.0,0.5,0.79
24.5,0.3749349952291905,0.12506500477080948,21000.0,3.113571076519279,2.0,0.5,0.8
24.5,0.375108663720094,0.12489133627990602,21000.0,3.1226860296266694,2.0,0.5,0.81
24.5,0.37527612459410364,0.12472387540589634,21000.0,3.131793740068849,2.0,0.5,0.8200000000000001
24.5,0.3754375828350087,0.12456241716499131,21000.0,3.1408940400888086,2.0,0.5,0.8300000000000001
24.5,0.3755932486645313,0.12440675133546868,21000.0,3.1499867586332093,2.0,0.5,0.84
24.5,0.3757433224150316,0.12425667758496836,21000.0,3.159071732448014,2.0,0.5,0.85
24.5,0.37588804001845194,0.12411195998154807,21000.0,3.168148773214713,2.0,0.5,0.86
24.5,0.3760275721590322,0.12397242784096778,21000.0,3.1772177404080764,2.0,0.5,0.87
24.5,0.3761621008858288,0.1238378991141712,21000.0,3.1862784859469597,2.0,0.5,0.88
24.5,0.37629179973972166,0.12370820026027836,21000.0,3.1953308685516735,2.0,0.5,0.89
24.5,0.3764168521844598,0.12358314781554018,21000.0,3.2043747406061396,2.0,0.5,0.9
24.5,0.3765374353366712,0.12346256466332878,21000.0,3.213409959755311,2.0,0.5,0.91
24.5,0.3766536960664553,0.12334630393354466,21000.0,3.2224364059409214,2.0,0.5,0.92
24.5,0.3767657849727645,0.12323421502723554,21000.0,3.2314539571834735,2.0,0.5,0.93
24.5,0.3768738468106566,0.12312615318934339,21000.0,3.2404624963868067,2.0,0.5,0.9400000000000001
24.5,0.3769780527784436,0.12302194722155642,21000.0,3.24946188788387,2.0,0.5,0.9500000000000001
24.5,0.37707852438529343,0.12292147561470655,21000.0,3.258452032741277,2.0,0.5,0.96
24.5,0.37717539250449483,0.12282460749550514,21000.0,3.2674328258614764,2.0,0.5,0.97
24.5,0.377268781887415,0.12273121811258506,21000.0,3.276404167232219,2.0,0.5,0.98
24.5,0.3773588265302251,0.12264117346977485,21000.0,3.285365950363077,2.0,0.5,0.99
24.5,0.3774456520924191,0.12255434790758091,21000.0,3.29431807551553,2.0,0.5,1.0
24.5,0.37752936491929595,0.12247063508070406,21000.0,3.303260457963558,2.0,0.5,1.01
24.5,0.37761007354090476,0.12238992645909523,21000.0,3.3121930118156624,2.0,0.5,1.02
24.5,0.37768788329439634,0.12231211670560367,21000.0,3.321115654017519,2.0,0.5,1.03
24.5,0.3777629158139126,0.12223708418608743,21000.0,3.330028289254282,2.0,0.5,1.04
24.5,0.3778352593171598,0.12216474068284022,21000.0,3.3389308484607154,2.0,0.5,1.05
24.5,0.37790500810735383,0.12209499189264619,21000.0,3.34782325822131,2.0,0.5,1.06
24.5,0.3779722520874796,0.12202774791252043,21000.0,3.3567054488929826,2.0,0.5,1.07
24.5,0.3780370887404642,0.12196291125953578,21000.0,3.3655773451801236,2.0,0.5,1.08
24.5,0.3780996068198303,0.12190039318016972,21000.0,3.3744388789653654,2.0,0.5,1.09
24.5,0.3781598835951133,0.12184011640488665,21000.0,3.3832899914766443,2.0,0.5,1.1
24.5,0.3782179971809054,0.12178200281909464,21000.0,3.392130623587789,2.0,0.5,1.11
24.5,0.37827402413286804,0.12172597586713194,21000.0,3.4009607176921,2.0,0.5,1.12
24.5,0.37832805108924894,0.12167194891075107,21000.0,3.409780208449656,2.0,0.5,1.1300000000000001
24.5,0.3783801418177316,0.12161985818226842,21000.0,3.418589048978524,2.0,0.5,1.1400000000000001
24.5,0.3784303641524574,0.12156963584754259,21000.0,3.4273871894451755,2.0,0.5,1.1500000000000001
24.5,0.3784787827448754,0.12152121725512462,21000.0,3.436174582826123,2.0,0.5,1.16
24.5,0.37852546874123427,0.1214745312587657,21000.0,3.444951177105091,2.0,0.5,1.17
24.5,0.3785704848323048,0.12142951516769519,21000.0,3.4537169273272186,2.0,0.5,1.18
24.5,0.37861388699215925,0.12138611300784072,21000.0,3.4624717941971026,2.0,0.5,1.19
24.5,0.37865573140784536,0.12134426859215462,21000.0,3.471215738491502,2.0,0.5,1.2
24.5,0.37869607372981284,0.12130392627018717,21000.0,3.479948721629269,2.0,0.5,1.21
24.5,0.3787349757660602,0.12126502423393978,21000.0,3.488670700167559,2.0,0.5,1.22
24.5,0.3787724835579713,0.12122751644202873,21000.0,3.497381643827431,2.0,0.5,1.23
24.5,0.3788086459197355,0.12119135408026448,21000.0,3.506081520251116,2.0,0.5,1.24
24.5,0.3788435093705115,0.12115649062948854,21000.0,3.5147702991686836,2.0,0.5,1.25
24.5,0.37887712582470084,0.12112287417529914,21000.0,3.5234479459445156,2.0,0.5,1.26
24.5,0.378909539503407,0.12109046049659297,21000.0,3.5321144325609586,2.0,0.5,1.27
24.5,0.3789407910161367,0.12105920898386328,21000.0,3.540769734193039,2.0,0.5,1.28
24.5,0.3789709208020108,0.12102907919798922,21000.0,3.549413826320662,2.0,0.5,1.29
24.5,0.3789999693393549,0.12100003066064506,21000.0,3.558046684522138,2.0,0.5,1.3
24.5,0.37902798061056536,0.12097201938943464,21000.0,3.566668281513215,2.0,0.5,1.31
24.5,0.3790549879260286,0.12094501207397139,21000.0,3.5752785992615164,2.0,0.5,1.32
24.5,0.37908102641826136,0.12091897358173861,21000.0,3.5838776183094376,2.0,0.5,1.33
24.5,0.3791061295644162,0.1208938704355838,21000.0,3.592465320745905,2.0,0.5,1.34
24.5,0.379130335240059,0.12086966475994097,21000.0,3.6010416849497666,2.0,0.5,1.35
24.5,0.37915367459198035,0.12084632540801962,21000.0,3.6096066952517387,2.0,0.5,1.36
24.5,0.3791761770945018,0.12082382290549822,21000.0,3.6181603375439204,2.0,0.5,1.37
24.5,0.3791978718469843,0.12080212815301575,21000.0,3.6267025981531433,2.0,0.5,1.3800000000000001
24.5,0.3792187888429433,0.1207812111570567,21000.0,3.6352334627410987,2.0,0.5,1.3900000000000001
24.5,0.37923896073896707,0.12076103926103295,21000.0,3.643752914769987,2.0,0.5,1.4000000000000001
24.5,0.3792584110740296,0.12074158892597044,21000.0,3.652260945721029,2.0,0.5,1.41
24.5,0.3792771652972507,0.1207228347027493,21000.0,3.66075754552904,2.0,0.5,1.42
24.5,0.3792952475935446,0.12070475240645537,21000.0,3.669242705335846,2.0,0.5,1.43
24.5,0.37931268086592196,0.12068731913407801,21000.0,3.6777164175056356,2.0,0.5,1.44
24.5,0.37932948671779204,0.12067051328220796,21000.0,3.6861786756403117,2.0,0.5,1.45
24.5,0.37934569157934234,0.12065430842065768,21000.0,3.694629468949961,2.0,0.5,1.46
24.5,0.37936132227376745,0.12063867772623255,21000.0,3.703068786325481,2.0,0.5,1.47
24.5,0.37937639361362213,0.12062360638637785,21000.0,3.7114966277335366,2.0,0.5,1.48
24.5,0.37939092489095594,0.12060907510904403,21000.0,3.7199129890653175,2.0,0.5,1.49
24.5,0.3794049344193154,0.12059506558068461,21000.0,3.7283178671501735,2.0,0.5,1.5
24.5,0.3794184395353515,0.12058156046464852,21000.0,3.736711259753228,2.0,0.5,1.51
24.5,0.37943145660042765,0.12056854339957235,21000.0,3.7450931655729915,2.0,0.5,1.52
24.5,0.3794440083929842,0.12055599160701583,21000.0,3.753463577715657,2.0,0.5,1.53
24.5,0.37945611379395894,0.12054388620604106,21000.0,3.761822492798111,2.0,0.5,1.54
24.5,0.37946778461415914,0.12053221538584084,21000.0,3.770169913747232,2.0,0.5,1.55
24.5,0.3794790360906049,0.1205209639093951,21000.0,3.778505840534512,2.0,0.5,1.56
24.5,0.37948988288640234,0.12051011711359767,21000.0,3.786830273705731,2.0,0.5,1.57
24.5,0.3795003391157925,0.12049966088420752,21000.0,3.795143214357879,2.0,0.5,1.58
24.5,0.37951041836920013,0.12048958163079987,21000.0,3.803444664116083,2.0,0.5,1.59
24.5,0.37952013574560156,0.12047986425439842,21000.0,3.811734623335123,2.0,0.5,1.6
24.5,0.3795295042328615,0.12047049576713847,21000.0,3.8200130942999833,2.0,0.5,1.61
24.5,0.37953853588606,0.12046146411393996,21000.0,3.8282800801827372,2.0,0.5,1.62
24.5,0.3795472430539662,0.1204527569460338,21000.0,3.836535583956856,2.0,0.5,1.6300000000000001
24.5,0.3795556377726634,0.12044436222733662,21000.0,3.8447796089326016,2.0,0.5,1.6400000000000001
24.5,0.37956373179581887,0.12043626820418113,21000.0,3.8530121587293373,2.0,0.5,1.6500000000000001
24.5,0.37957153662495347,0.12042846337504651,21000.0,3.86123323724783,2.0,0.5,1.6600000000000001
24.5,0.3795790591597895,0.12042094084021052,21000.0,3.8694428523424635,2.0,0.5,1.67
24.5,0.3795863109586245,0.12041368904137549,21000.0,3.8776410079964876,2.0,0.5,1.68
24.5,0.37959330268566976,0.12040669731433024,21000.0,3.88582770901046,2.0,0.5,1.69
24.5,0.3796000440397282,0.1203999559602718,21000.0,3.894002961060375,2.0,0.5,1.7
24.5,0.3796065444641059,0.1203934555358941,21000.0,3.902166770095842,2.0,0.5,1.71
24.5,0.37961281316754886,0.12038718683245113,21000.0,3.9103191423202825,2.0,0.5,1.72
24.5,0.3796188591451799,0.12038114085482012,21000.0,3.9184600841711155,2.0,0.5,1.73
24.5,0.3796246862484752,0.12037531375152481,21000.0,3.9265896064799146,2.0,0.5,1.74
24.5,0.3796303047078742,0.12036969529212584,21000.0,3.9347077147420393,2.0,0.5,1.75
24.5,0.37963572227634107,0.12036427772365892,21000.0,3.94281441659176,2.0,0.5,1.76
24.5,0.37964094624605793,0.12035905375394206,21000.0,3.9509097200974823,2.0,0.5,1.77
24.5,0.37964598365248275,0.12035401634751726,21000.0,3.958993633587334,2.0,0.5,1.78
24.5,0.37965084128643733,0.12034915871356269,21000.0,3.9670661656368256,2.0,0.5,1.79
24.5,0.37965552563620536,0.12034447436379463,21000.0,3.975127325121705,2.0,0.5,1.8
24.5,0.37966004192417296,0.12033995807582704,21000.0,3.983177122114238,2.0,0.5,1.81
24.5,0.3796643967184559,0.12033560328154408,21000.0,3.9912155654494303,2.0,0.5,1.82
24.5,0.3796685957383078,0.12033140426169217,21000.0,3.999242664768185,2.0,0.5,1.83
24.5,0.37967264448677374,0.12032735551322629,21000.0,4.007258429926911,2.0,0.5,1.84
24.5,0.379676548260755,0.12032345173924501,21000.0,4.015262870987072,2.0,0.5,1.85
24.5,0.3796803121610747,0.12031968783892535,21000.0,4.0232559982047285,2.0,0.5,1.86
24.5,0.3796839411585155,0.1203160588414845,21000.0,4.031237822029596,2.0,0.5,1.87
24.5,0.3796874402499579,0.12031255975004214,21000.0,4.039208353119407,2.0,0.5,1.8800000000000001
24.5,0.379690813869661,0.12030918613033896,21000.0,4.047167602227724,2.0,0.5,1.8900000000000001
24.5,0.3796940664686438,0.12030593353135623,21000.0,4.055115580290209,2.0,0.5,1.9000000000000001
24.5,0.3796972023540958,0.12030279764590417,21000.0,4.06305229838518,2.0,0.5,1.9100000000000001
24.5,0.37970022569931505,0.12029977430068493,21000.0,4.070977767723129,2.0,0.5,1.92
24.5,0.3797031405536445,0.12029685944635549,21000.0,4.078891999636249,2.0,0.5,1.93
24.5,0.37970595085240955,0.12029404914759045,21000.0,4.086795005567958,2.0,0.5,1.94
24.5,0.37970866042685486,0.12029133957314515,21000.0,4.09468679706242,2.0,0.5,1.95
24.5,0.37971127301408164,0.12028872698591837,21000.0,4.102567385754073,2.0,0.5,1.96
24.5,0.3797137922669846,0.12028620773301539,21000.0,4.110436783357147,2.0,0.5,1.97
24.5,0.37971621599342326,0.12028378400657673,21000.0,4.118295007782409,2.0,0.5,1.98
24.5,0.37971854882321243,0.12028145117678758,21000.0,4.126142069687826,2.0,0.5,1.99
24.5,0.3797207956163236,0.12027920438367641,21000.0,4.133977979477604,2.0,0.5,2.0
24.5,0.37972295936387557,0.12027704063612445,21000.0,4.141802749530923,2.0,0.5,2.0100000000000002
24.5,0.3797250430142224,0.12027495698577759,21000.0,4.149616392263128,2.0,0.5,2.02
24.5,0.3797270494851604,0.12027295051483962,21000.0,4.157418920112848,2.0,0.5,2.0300000000000002
24.5,0.37972898167613445,0.12027101832386555,21000.0,4.165210345529103,2.0,0.5,2.04
24.5,0.3797308424804452,0.12026915751955478,21000.0,4.172990680958423,2.0,0.5,2.05
24.5,0.37973263479745556,0.12026736520254441,21000.0,4.18075993883196,2.0,0.5,2.06
24.5,0.3797343615447975,0.12026563845520251,21000.0,4.188518131552599,2.0,0.5,2.07
24.5,0.37973602567057874,0.12026397432942128,21000.0,4.19626527148208,2.0,0.5,2.08
24.5,0.37973763016558953,0.12026236983441045,21000.0,4.2040013709281014,2.0,0.5,2.09
24.5,0.3797391780755096,0.1202608219244904,21000.0,4.211726442131443,2.0,0.5,2.1
24.5,0.3797406725131145,0.1202593274868855,21000.0,4.219440497253073,2.0,0.5,2.11
24.5,0.37974211667048263,0.12025788332951735,21000.0,4.227143548361267,2.0,0.5,2.12
24.5,0.379743513831202,0.120256486168798,21000.0,4.234835607418719,2.0,0.5,2.13
24.5,0.37974486738257673,0.12025513261742324,21000.0,4.242516686269656,2.0,0.5,2.14
24.5,0.37974617448908365,0.12025382551091632,21000.0,4.250186803309734,2.0,0.5,2.15
24.5,0.37974741766626496,0.12025258233373504,21000.0,4.257845992369447,2.0,0.5,2.16
24.5,0.37974861681655847,0.12025138318344154,21000.0,4.2654942478540745,2.0,0.5,2.17
24.5,0.3797497738304566,0.12025022616954342,21000.0,4.273131583149239,2.0,0.5,2.18
24.5,0.3797508905585429,0.12024910944145713,21000.0,4.2807580116734325,2.0,0.5,2.19
24.5,0.3797519688145595,0.1202480311854405,21000.0,4.288373546874761,2.0,0.5,2.2
24.5,0.37975301037847486,0.12024698962152514,21000.0,4.295978202227701,2.0,0.5,2.21
