A,Ap,B,Bp,M,MYp,MYpYp,MYpYpYp,MYpYpYpYp,T,TA,TW,TWA,Tasp,Tasp_A,Tasp_W,Tasp_WA,Tni,Tni_A,Tni_W,Tni_WA,W,WA,Y,Yp,Z,asp,ni,species_1,Time
3.0250436263429076e-06,3.979145902218428e-08,1.9295587596947226e-06,6.914124030527856e-08,6.6180146815223045e-09,9.67541590613757e-10,3.7889186170570984e-10,4.710327988978562e-10,1.5685190672603675e-09,3.1233791855446018e-06,4.398689520633671e-07,6.350796816342853e-07,8.03672180757749e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8718243557941744e-06,6.954237818137889e-07,9.901112854931454e-06,8.223645088793338e-09,2e-05,0.0,0.0,0.1,0.12
3.026801148326587e-06,4.00757179850162e-08,1.929480009640911e-06,6.921999035909023e-08,6.624831838600603e-09,9.674777848617657e-10,3.784519767636192e-10,4.699705619046772e-10,1.56326783786933e-09,3.123556239806753e-06,4.3939229774839923e-07,6.380010346775132e-07,8.010504277673375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8704681293824894e-06,6.964804081726572e-07,9.901146994004519e-06,8.214641219907181e-09,2e-05,0.0,0.0,0.1,0.13
3.0285133662144923e-06,4.034446167396615e-08,1.9293967691657907e-06,6.93032308342104e-08,6.630392895559849e-09,9.67423709790924e-10,3.780922235652488e-10,4.691035686201568e-10,1.5589876024638169e-09,3.123721325567654e-06,4.389033701276545e-07,6.408251495278507e-07,7.985501547768439e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.869136048488262e-06,6.974886472070407e-07,9.901174837806099e-06,8.207292921270537e-09,2e-05,0.0,0.0,0.1,0.14
3.030181359897719e-06,4.0598516179879136e-08,1.9293093740855014e-06,6.939062591450032e-08,6.634788820431283e-09,9.673796849104552e-10,3.7780726417818415e-10,4.684179185945361e-10,1.5556063118855366e-09,3.1238751547826027e-06,4.3840353635169276e-07,6.435554368850529e-07,7.961658719806555e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8678279755442384e-06,6.984507155900515e-07,9.901196844667313e-06,8.201482116098869e-09,2e-05,0.0,0.0,0.1,0.15
3.0318061904524072e-06,4.083866735067654e-08,1.929218142280187e-06,6.948185771981413e-08,6.6381055442086945e-09,9.673457342463434e-10,3.775919294860676e-10,4.679004152643883e-10,1.553056376794501e-09,3.1240184035436935e-06,4.378940864261365e-07,6.461951882628691e-07,7.938923217673048e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8665437559663515e-06,6.993687340034727e-07,9.901213446871445e-06,8.197096782368635e-09,2e-05,0.0,0.0,0.1,0.16
3.033388899450045e-06,4.106566090748506e-08,1.9291233737846865e-06,6.957662621531422e-08,6.640423958208914e-09,9.673216492781317e-10,3.7744124831445384e-10,4.675385816629487e-10,1.5512745625355483e-09,3.124151712180776e-06,4.3737623353216196e-07,6.487475752852337e-07,7.917244790018319e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.865283218604458e-06,7.002447271084745e-07,9.901225050798046e-06,8.194031060918974e-09,2e-05,0.0,0.0,0.1,0.17
3.0349305085799292e-06,4.128020367257403e-08,1.9290253513842788e-06,6.967464861572143e-08,6.641820066731964e-09,9.67307041887898e-10,3.7735046229455133e-10,4.673206494143966e-10,1.5502017796711864e-09,3.124275686350556e-06,4.3685111649566856e-07,6.512156519733305e-07,7.896575451804491e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.864046176774842e-06,7.010806260713769e-07,9.901232037817199e-06,8.192185149400375e-09,2e-05,0.0,0.0,0.1,0.18
3.0364320194937135e-06,4.148296537736606e-08,1.9289243414707677e-06,6.977565852923232e-08,6.642365217264016e-09,9.673013798148992e-10,3.773150299275054e-10,4.672355344522125e-10,1.5497828385413636e-09,3.1243908986436666e-06,4.3631980337697345e-07,6.536023586783941e-07,7.876869393009705e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.862832429569659e-06,7.018782724509742e-07,9.901234765569192e-06,8.191465033621166e-09,2e-05,0.0,0.0,0.1,0.19
3.037894414684119e-06,4.167458191191334e-08,1.9288205955225832e-06,6.987940447741716e-08,6.642126523115252e-09,9.673040388285666e-10,3.7733062147368637e-10,4.672727791979584e-10,1.5499660373845334e-09,3.124497891480228e-06,4.357832977841015e-07,6.559105307965586e-07,7.858082799391165e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8616417635835755e-06,7.026394256807475e-07,9.901233570145232e-06,8.191782085866575e-09,2e-05,0.0,0.0,0.1,0.2
3.0393186566370126e-06,4.185565539465805e-08,1.9287143501793783e-06,6.998564982062194e-08,6.641166872973276e-09,9.67314321449984e-10,3.7739312975570685e-10,4.674225598494994e-10,1.5507031159715306e-09,3.1245971771712908e-06,4.352425391216297e-07,6.581428977241238e-07,7.840173859829603e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.860473953429177e-06,7.033657628637372e-07,9.90122876623904e-06,8.19305303657134e-09,2e-05,0.0,0.0,0.1,0.21
3.0407056887105283e-06,4.202675709926379e-08,1.928605828569896e-06,7.009417143010441e-08,6.639545311520222e-09,9.673314835378186e-10,3.7749865856714416e-10,4.676756329630666e-10,1.551948913411746e-09,3.1246892405286945e-06,4.3469840826890145e-07,6.603020908288697e-07,7.823102603735388e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8593287632498245e-06,7.040588855477655e-07,9.90122064910787e-06,8.195199538927163e-09,2e-05,0.0,0.0,0.1,0.22
3.042056434480421e-06,4.2188427976860236e-08,1.928495240588261e-06,7.020475941173975e-08,6.637317119854726e-09,9.673547620352217e-10,3.776435296152841e-10,4.680233283675607e-10,1.5536612601272045e-09,3.1247745393326317e-06,4.3415172870562644e-07,6.623906437186839e-07,7.806830882430626e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8582059474442244e-06,7.047203205940274e-07,9.901209495026904e-06,8.198148126225734e-09,2e-05,0.0,0.0,0.1,0.23
3.043371798703085e-06,4.234118120240745e-08,1.928382784038682e-06,7.031721596131871e-08,6.634534143377243e-09,9.673833876052435e-10,3.7782426894332897e-10,4.684575024041573e-10,1.5558006976700251e-09,3.124853506604644e-06,4.3360327143181827e-07,6.644109994575344e-07,7.791322225060079e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857105251879777e-06,7.05351526156679e-07,9.901195562976942e-06,8.201829799680118e-09,2e-05,0.0,0.0,0.1,0.24
3.0446526669006475e-06,4.2485502860857915e-08,1.928268644976164e-06,7.043135502383677e-08,6.631244893486317e-09,9.674166002080296e-10,3.780376077447017e-10,4.689705256855405e-10,1.5583303728754088e-09,3.1249265512233404e-06,4.3305375639110793e-07,6.663655115511426e-07,7.776541808344139e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.856026414601471e-06,7.059538930129703e-07,9.901179095188755e-06,8.206179926997708e-09,2e-05,0.0,0.0,0.1,0.25
3.0458999057965764e-06,4.262185361176292e-08,1.928152998463399e-06,7.054700153660157e-08,6.62749476790361e-09,9.6745366022373e-10,3.7828047390646677e-10,4.695552515758916e-10,1.5612158463902988e-09,3.124994059412891e-06,4.3250385571980934e-07,6.682564483875172e-07,7.76245636479787e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.854969166740633e-06,7.065287483920614e-07,9.901160318275039e-06,8.21113797664273e-09,2e-05,0.0,0.0,0.1,0.26
3.047114363403557e-06,4.275066985747284e-08,1.928036009112045e-06,7.066399088795506e-08,6.623326210598527e-09,9.674938563740674e-10,3.785499862040273e-10,4.70204993697722e-10,1.5644249531256533e-09,3.1250563957899068e-06,4.319541960620949e-07,6.700859960438447e-07,7.749034121041578e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8539332332792817e-06,7.070773585727146e-07,9.901139444054774e-06,8.216647322854668e-09,2e-05,0.0,0.0,0.1,0.27
3.0482968692559205e-06,4.287236500866909e-08,1.927917831662218e-06,7.078216833778223e-08,6.618778883213311e-09,9.675365133855858e-10,3.7884344700104115e-10,4.709135008570403e-10,1.5679276555430186e-09,3.12511390449765e-06,4.3140536106068115e-07,6.718562615220134e-07,7.736244729196597e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.852918333803259e-06,7.076009317550668e-07,9.901116670428788e-06,8.222655039087197e-09,2e-05,0.0,0.0,0.1,0.28
3.049448234619204e-06,4.298733063639239e-08,1.9277986115098026e-06,7.090138849019795e-08,6.61388982120297e-09,9.675809948939373e-10,3.79158334690447e-10,4.716749343481562e-10,1.5716959148644863e-09,3.1251669102395593e-06,4.308578936276655e-07,6.735692756912236e-07,7.724059204415563e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.851924183192041e-06,7.081006206751783e-07,9.901092182177238e-06,8.229111695991836e-09,2e-05,0.0,0.0,0.1,0.29
3.0505692527139064e-06,4.309593757850062e-08,1.9276784852115596e-06,7.102151478844079e-08,6.608693584565545e-09,9.676267089136208e-10,3.79492296374591e-10,4.724838452122314e-10,1.5757035649340093e-09,3.1252157192725978e-06,4.303122981249999e-07,6.752269961461842e-07,7.712449864562227e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.850950492271225e-06,7.085775251263671e-07,9.901066151722821e-06,8.235971180148105e-09,2e-05,0.0,0.0,0.1,0.3
3.051660698952487e-06,4.319853700189428e-08,1.927557580968725e-06,7.114241903127497e-08,6.603222401371075e-09,9.676731067817864e-10,3.798431396185046e-10,4.733351530133729e-10,1.579926199215257e-09,3.1252606203616266e-06,4.2976904245747284e-07,6.768313099827773e-07,7.701390271981276e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8499969684290796e-06,7.090326943900146e-07,9.901038739860177e-06,8.243190497906845e-09,2e-05,0.0,0.0,0.1,0.31
3.0527233311801894e-06,4.3295461395644335e-08,1.927436019077991e-06,7.126398092200931e-08,6.597506303028043e-09,9.677196875770419e-10,3.802088252666018e-10,4.742241248265982e-10,1.584341059301712e-09,3.1253018856723823e-06,4.292285600295377e-07,6.783840364206868e-07,7.690855178773978e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.849063316184687e-06,7.094671295172274e-07,9.901010096435026e-06,8.25072961518049e-09,2e-05,0.0,0.0,0.1,0.32
3.0537578899269792e-06,4.338702553108048e-08,1.9273139123663564e-06,7.138608763364391e-08,6.5915732532098645e-09,9.677659938883322e-10,3.805874590109685e-10,4.751463560092651e-10,1.5889269378815667e-09,3.1253397716353483e-06,4.2869125163683033e-07,6.798869293661897e-07,7.680820473616367e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8481492377287025e-06,7.098817855434698e-07,9.900980360997601e-06,8.258551270935913e-09,2e-05,0.0,0.0,0.1,0.33
3.054765098663211e-06,4.347352736322987e-08,1.927191366598304e-06,7.150863340169642e-08,6.58544927040563e-09,9.678116160975804e-10,3.809772845474553e-10,4.760977506414908e-10,1.5936640783078402e-09,3.125374519757462e-06,4.281574872420156e-07,6.813416798458319e-07,7.671263131546951e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8472544334226263e-06,7.102775735768452e-07,9.900949663412988e-06,8.266620836663688e-09,2e-05,0.0,0.0,0.1,0.34
3.0557456640632186e-06,4.3555248897127907e-08,1.9270684808660727e-06,7.163151913392745e-08,6.579158543144896e-09,9.678561855216427e-10,3.813766751733874e-10,4.770745043112284e-10,1.598534091848842e-09,3.1254063574027212e-06,4.2762760768125634e-07,6.827499183709755e-07,7.662161165450515e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8463786022706296e-06,7.10655362813342e-07,9.900918124444657e-06,8.274906139146211e-09,2e-05,0.0,0.0,0.1,0.35000000000000003
3.0567002762710967e-06,4.363245700244212e-08,1.926945347955628e-06,7.175465204437217e-08,6.572723540381403e-09,9.678993792280296e-10,3.817841275296973e-10,4.780730860380334e-10,1.6035198668228333e-09,3.1254354985267245e-06,4.271019262686891e-07,6.841132171870426e-07,7.653493580175484e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8455214423551874e-06,7.110159824402199e-07,9.900885856299844e-06,8.283377340464109e-09,2e-05,0.0,0.0,0.1,0.36
3.057629609173262e-06,4.3705404197117e-08,1.9268220546977587e-06,7.18779453022415e-08,6.566165114436283e-09,9.679409109426515e-10,3.8219825332944725e-10,4.790902229619516e-10,1.608605498329664e-09,3.1254621443837376e-06,4.2658073033967694e-07,6.854330924615525e-07,7.645240328150375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.844682651248506e-06,7.113602234749026e-07,9.900852963151414e-06,8.29200676878267e-09,2e-05,0.0,0.0,0.1,0.37
3.0585343206713435e-06,4.3774329383233725e-08,1.926698682296824e-06,7.200131770317676e-08,6.55950260027285e-09,9.679805368892218e-10,3.8261777382986455e-10,4.801228836722614e-10,1.6137762053358003e-09,3.125486484191081e-06,4.2606428269972726e-07,6.867110063631713e-07,7.637382267460249e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.843861926391135e-06,7.116888404996667e-07,9.900819541624405e-06,8.30076881868785e-09,2e-05,0.0,0.0,0.1,0.38
3.0594150529604594e-06,4.38394585545845e-08,1.9265753066459853e-06,7.21246933540151e-08,6.552753907047828e-09,9.680180447534365e-10,3.8304151176922053e-10,4.811682647381797e-10,1.6190182716913329e-09,3.1255086957683625e-06,4.255528230174548e-07,6.879483690837548e-07,7.629901121304322e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.843058965448746e-06,7.120025533370651e-07,9.900785681261436e-06,8.309639789294174e-09,2e-05,0.0,0.0,0.1,0.39
3.060272432806776e-06,4.390100546178759e-08,1.92645199862266e-06,7.224800137734069e-08,6.545935607387885e-09,9.680532608885124e-10,3.834683866524757e-10,4.822237753337515e-10,1.6243189697373735e-09,3.1255289461387204e-06,4.250465691336666e-07,6.891465407621346e-07,7.622779439654826e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8422734666400977e-06,7.123020486322827e-07,9.900751464956579e-06,8.318597804277049e-09,2e-05,0.0,0.0,0.1,0.4
3.061107071829e-06,4.395917225085687e-08,1.9263288243713664e-06,7.237117562863481e-08,6.539063018553438e-09,9.68086037537145e-10,3.8389740692104736e-10,4.832870255049696e-10,1.6296665114833974e-09,3.1255473921063894e-06,4.2454571831787733e-07,6.903068333528145e-07,7.61600056222923e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8415051290449216e-06,7.125879813793382e-07,9.900716969369862e-06,8.327622656310882e-09,2e-05,0.0,0.0,0.1,0.41000000000000003
3.06191956677822e-06,4.4014150063909444e-08,1.926205845569006e-06,7.249415443099545e-08,6.532150282630485e-09,9.681162616267674e-10,3.8432766610532583e-10,4.843558119985397e-10,1.6350499776388795e-09,3.1255641808003257e-06,4.2405044844996415e-07,6.914305124056196e-07,7.609548583440948e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.840753652886476e-06,7.128609763638073e-07,9.900682265313507e-06,8.336695746104947e-09,2e-05,0.0,0.0,0.1,0.42
3.062710499820507e-06,4.406611961535331e-08,1.926083119678572e-06,7.261688032142969e-08,6.525210438287886e-09,9.681438403922462e-10,3.8475833521934865e-10,4.854281081424722e-10,1.640459277958045e-09,3.125579450195904e-06,4.235609191531976e-07,6.925187987932189e-07,7.603408318576834e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8400187397958406e-06,7.131216295532544e-07,9.900647418120767e-06,8.345799932143319e-09,2e-05,0.0,0.0,0.1,0.43
3.0634804388170966e-06,4.411525173422451e-08,1.925960700187215e-06,7.27392998127864e-08,6.518255492772367e-09,9.681687118984496e-10,3.8518865980432874e-10,4.865020507801351e-10,1.645885084744718e-09,3.125593329606211e-06,4.230772728602771e-07,6.935728703576862e-07,7.597565271758296e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.839300093053914e-06,7.133705094125677e-07,9.900612487989334e-06,8.35491948783976e-09,2e-05,0.0,0.0,0.1,0.44
3.0642299376062222e-06,4.4161707883792375e-08,1.925838636833648e-06,7.286136316635354e-08,6.5112964851508116e-09,9.681908291668367e-10,3.856179525209578e-10,4.875759316390627e-10,1.6513188015223302e-09,3.125605940152952e-06,4.225996358342207e-07,6.945938635074431e-07,7.592005605053881e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8385974178167944e-06,7.136081581703721e-07,9.900577530309156e-06,8.364039955629561e-09,2e-05,0.0,0.0,0.1,0.45
3.064959536281979e-06,4.4205640651042384e-08,1.9257169758216867e-06,7.298302417831474e-08,6.504343550930553e-09,9.682101724948647e-10,3.8604559108927416e-10,4.886481852754212e-10,1.6567525002098868e-09,3.1256173952102512e-06,4.22128119129568e-07,6.955828747409908e-07,7.586716109191937e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.837910421321601e-06,7.138350930182121e-07,9.900542595967406e-06,8.373148121255877e-09,2e-05,0.0,0.0,0.1,0.46
3.0656697614738387e-06,4.4247194215063295e-08,1.9255957600239597e-06,7.31042399760419e-08,6.497405977746943e-09,9.682267327058085e-10,3.864710111417477e-10,4.897173817261272e-10,1.6621788966793734e-09,3.125627800829486e-06,4.2166281951162255e-07,6.965409621233215e-07,7.581684175355734e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8372388130772056e-06,7.140518072638973e-07,9.900507731639611e-06,8.38223187350536e-09,2e-05,0.0,0.0,0.1,0.47000000000000003
3.066361126622785e-06,4.428650478865011e-08,1.925475029173343e-06,7.322497082665862e-08,6.490492262605651e-09,9.682405220291973e-10,3.8689370442274907e-10,4.907822158339739e-10,1.667591295108428e-09,3.1256372561399674e-06,4.212038203225507e-07,6.974691466961744e-07,7.576897768413115e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.836582305037814e-06,7.142587714246983e-07,9.900472980059739e-06,8.39128018145227e-09,2e-05,0.0,0.0,0.1,0.48
3.0670341322569163e-06,4.432370103993442e-08,1.9253548200451564e-06,7.33451799548454e-08,6.483610162573518e-09,9.682515640893723e-10,3.873132133153249e-10,4.918414999774941e-10,1.6729835600442915e-09,3.1256458537316116e-06,4.207511923076963e-07,6.983684138418245e-07,7.572345401188712e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8359406117627246e-06,7.144564342765774e-07,9.900438380279541e-06,8.400282989629678e-09,2e-05,0.0,0.0,0.1,0.49
3.067689266265059e-06,4.4358904492628045e-08,1.9252351666295395e-06,7.346483337046202e-08,6.476766743765236e-09,9.682598958678758e-10,3.877291278079257e-10,4.928941557325123e-10,1.6783500768264503e-09,3.1256536800183066e-06,4.2030499439933615e-07,6.992397145950843e-07,7.56801610987276e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.835313450561941e-06,7.146452238556962e-07,9.900403967907574e-06,8.409231166440653e-09,2e-05,0.0,0.0,0.1,0.5
3.0683270041647035e-06,4.439222990148804e-08,1.9251161002926244e-06,7.358389970737712e-08,6.469968426966435e-09,9.682655643221923e-10,3.881410817176134e-10,4.939392067068365e-10,1.6836857202869233e-09,3.125660815578851e-06,4.1986527445124004e-07,7.000839668903945e-07,7.563899430795172e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347005416270393e-06,7.148255484030466e-07,9.900369775336287e-06,8.418116434689621e-09,2e-05,0.0,0.0,0.1,0.51
3.068947809372957e-06,4.4423785616666074e-08,1.9249976499324173e-06,7.370235006758437e-08,6.463221031507842e-09,9.682686269550726e-10,3.8854874973453844e-10,4.949757712220362e-10,1.6889858205805108e-09,3.1256673354878564e-06,4.1943206995077334e-07,7.009020567878632e-07,7.5599853777351e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8341016081525362e-06,7.149977972860885e-07,9.900335831957743e-06,8.426931319847378e-09,2e-05,0.0,0.0,0.1,0.52
3.0695521334706595e-06,4.445367392352289e-08,1.9248798421236587e-06,7.38201578763428e-08,6.4565298152295186e-09,9.68269147671226e-10,3.8895184388872517e-10,4.960030561720288e-10,1.6942461370385013e-09,3.12567330962441e-06,4.1900540868227245e-07,7.016948396332785e-07,7.55626442060042e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8335163764431792e-06,7.151623418634981e-07,9.900302164363685e-06,8.43566908419798e-09,2e-05,0.0,0.0,0.1,0.53
3.070140416462444e-06,4.448199136439915e-08,1.924762701254535e-06,7.39372987454664e-08,6.449899513063021e-09,9.68267199180652e-10,3.8935011133779396e-10,4.970203503891297e-10,1.6994628260294034e-09,3.1256788029643648e-06,4.1858530935444175e-07,7.024631411709682e-07,7.55272746510228e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8329445760103198e-06,7.153195363084821e-07,9.900268796533427e-06,8.44432368943281e-09,2e-05,0.0,0.0,0.1,0.54
3.070713087038421e-06,4.4508829049691446e-08,1.9246462496583806e-06,7.405375034162096e-08,6.44333437254166e-09,9.682628573894234e-10,3.8974333085180204e-10,4.980270194114886e-10,1.7046324198056255e-09,3.1256838758629216e-06,4.181717822060905e-07,7.0320775863454e-07,7.549365832964509e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.832385939659666e-06,7.154697184093413e-07,9.90023575001364e-06,8.452889729810435e-09,2e-05,0.0,0.0,0.1,0.55
