Time,asp,ni,T,Tasp,Tni,W,TW,Tasp_W,Tni_W,TA,Tasp_A,Tni_A,WA,TWA,Tasp_WA,Tni_WA,A,Ap,B,Bp,Z,Y,Yp,M,MYp,MYpYp,MYpYpYp,MYpYpYpYp,species_1,alpha,kappa,ka,Bias,parameter_1,parameter_2,parameter_3,cell,phosphorylation_r1,phosphorylation_r2,phosphorylation_r3,phosphorylation_r4,phosphorylation_r5,phosphorylation_r6,phosphorylation_r7,phosphorylation_r8,phosphorylation_r9,phosphorylation_r10,regulatory_r1,regulatory_r2,regulatory_r3,regulatory_r4,regulatory_r5,regulatory_r6,regulatory_r7,regulatory_r8,regulatory_r9,regulatory_r10,regulatory_r11,regulatory_r12,regulatory_r13,regulatory_r14,regulatory_r15,regulatory_r16,regulatory_r17,regulatory_r18,motor_r1,motor_r2,motor_r3,motor_r4,reaction_1,reaction_2,reaction_3
0.0,0.0,0.0,3.12e-06,0.0,0.0,2.89e-06,5.91e-07,0.0,0.0,4.44e-07,0.0,0.0,6.78e-07,8.47e-07,0.0,0.0,3e-06,3.48e-08,1.93e-06,6.87e-08,2e-05,9.9e-06,7e-09,6.24e-09,7.77e-10,2.99e-10,3.78e-10,2.31e-09,0.1,0.14,2.25e-07,0.1,0.7014194322271092,1e-07,0.9970089730807578,0.0003,1.41e-15,4.217347956131605e-24,2.679070289132602e-22,0.0,0.0,9.715464000000002e-23,0.0,3.6518999999999995e-25,9.87e-23,9.470124000000002e-23,9.6867e-23,0.0,0.0,4.380587999999999e-22,-4.940640000000001e-22,2.6648999999999983e-22,-1.9429799999999994e-22,-4.705677600000001e-22,-1.2069599999999533e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.625000000000092e-21,-8.400000000000002e-20,-4.0747000000000037e-20,-3.0587760000000017e-19,0.0,0.0,0.0
0.01,0.0,0.0,3.1203931400457515e-06,0.0,0.0,2.888352332823967e-06,5.954079295736074e-07,0.0,0.0,4.4381394670948774e-07,0.0,0.0,6.798547539312681e-07,8.423849836711563e-07,0.0,0.0,3.002392415600993e-06,3.535390008709344e-08,1.9300099063293902e-06,6.869009367060943e-08,2e-05,9.900157806195378e-06,8.473025544988534e-09,6.42784782014401e-09,9.68237526947782e-10,3.90663975377446e-10,5.003999281882187e-10,1.7168507493425382e-09,0.1,0.14,2.25e-07,0.1,0.7393128095853455,1e-07,0.9970089730807578,0.0003,1.41e-15,4.220711172479961e-24,2.6665977840826496e-22,0.0,0.0,9.870259155932644e-23,0.0,4.420377426820518e-25,1.1946966018433835e-22,9.620906212761246e-23,9.685303207555929e-23,0.0,0.0,4.312788868596596e-22,-4.936797746275067e-22,2.641521633661421e-22,-1.795292128818944e-22,-4.6477627572488785e-22,8.714731286236128e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.21114336666992e-24,-4.218348128227131e-24,-3.968208519574921e-24,-3.323632712800958e-24,0.0,0.0,0.0
0.02,0.0,0.0,3.120761966659505e-06,0.0,0.0,2.8867283841802874e-06,5.996657658596009e-07,0.0,0.0,4.4359096421361617e-07,0.0,0.0,6.816245466928294e-07,8.379813032672807e-07,0.0,0.0,3.004725086814003e-06,3.587809901226972e-08,1.9300093606637636e-06,6.869063933623643e-08,2e-05,9.900301087448967e-06,8.43590398304499e-09,6.456309146749851e-09,9.682638619950851e-10,3.889628175238097e-10,4.960376239784483e-10,1.6944265497528004e-09,0.1,0.14,2.25e-07,0.1,0.7421604366998141,1e-07,0.9970089730807578,0.0003,1.41e-15,4.223990401204132e-24,2.654718736042142e-22,0.0,0.0,1.0016752311203074e-22,0.0,4.401011107954572e-25,1.189462461609344e-22,9.763554438046768e-23,9.685380146409337e-23,0.0,0.0,4.247109632070696e-22,-4.932471115673236e-22,2.619187416249135e-22,-1.6532108311148823e-22,-4.593366197750655e-22,1.818037231846064e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8190386658276605e-24,-3.819795714067986e-24,-3.590101192800467e-24,-3.0039409551789942e-24,0.0,0.0,0.0
0.03,0.0,0.0,3.1211078427816402e-06,0.0,0.0,2.8851283854020036e-06,6.037789274167025e-07,0.0,0.0,4.4333383609972757e-07,0.0,0.0,6.833132934793605e-07,8.337793937019327e-07,0.0,0.0,3.006999321411581e-06,3.6374155307396064e-08,1.9299990314275853e-06,6.870096857241591e-08,2e-05,9.900430713451743e-06,8.402235750599535e-09,6.482079200856429e-09,9.682487487762833e-10,3.874042250045379e-10,4.920777025761735e-10,1.6741901227865698e-09,0.1,0.14,2.25e-07,0.1,0.7447349010028705,1e-07,0.9970089730807578,0.0003,1.41e-15,4.227187480748086e-24,2.6434063610719043e-22,0.0,0.0,1.0155378483550058e-22,0.0,4.383446391087778e-25,1.1847152408345347e-22,9.898493916230206e-23,9.686836568710643e-23,0.0,0.0,4.18348065528977e-22,-4.927698236699315e-22,2.5978490888366706e-22,-1.5165151180583006e-22,-4.542306255260924e-22,2.721074123671207e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.451901238223431e-24,-3.4472653940381286e-24,-3.237327495320297e-24,-2.706257530422699e-24,0.0,0.0,0.0
0.04,0.0,0.0,3.121432044405244e-06,0.0,0.0,2.883552519461501e-06,6.077525638919709e-07,0.0,0.0,4.430451572258725e-07,0.0,0.0,6.849246821696114e-07,8.297702344769159e-07,0.0,0.0,3.0092163968796946e-06,3.684352924790384e-08,1.9299795423509167e-06,6.872045764908427e-08,2e-05,9.900547559001779e-06,8.371816279264941e-09,6.505325543983553e-09,9.68203046630342e-10,3.859832867051415e-10,4.884973918049893e-10,1.6559907308759689e-09,0.1,0.14,2.25e-07,0.1,0.7470540374464113,1e-07,0.9970089730807578,0.0003,1.41e-15,4.230304206979432e-24,2.632635385300505e-22,0.0,0.0,1.028654540240173e-22,0.0,4.36757655289252e-25,1.1804260953763568e-22,1.0026123338021152e-22,9.689584528520883e-23,0.0,0.0,4.121835511844581e-22,-4.922514623827237e-22,2.5774612485949766e-22,-1.3849956560515357e-22,-4.494412262568623e-22,3.5825429311111e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.108191716710519e-24,-3.0993394160712658e-24,-2.9083627713961744e-24,-2.4291879819751253e-24,0.0,0.0,0.0
0.05,0.0,0.0,3.121735790478254e-06,0.0,0.0,2.882000931149245e-06,6.115916630669479e-07,0.0,0.0,4.4272739647332024e-07,0.0,0.0,6.86462255802325e-07,8.259451499814809e-07,0.0,0.0,3.011377580796423e-06,3.7287616946449005e-08,1.929951487502574e-06,6.874851249742733e-08,2e-05,9.9006524562471e-06,8.34444883266937e-09,6.526208450326112e-09,9.681358270107737e-10,3.8469464817312325e-10,4.852745010840161e-10,1.6396865734059685e-09,0.1,0.14,2.25e-07,0.1,0.7491347738241594,1e-07,0.9970089730807578,0.0003,1.41e-15,4.233342361837444e-24,2.622381443978088e-22,0.0,0.0,1.0410642963898609e-22,0.0,4.35329895600361e-25,1.1765672854063814e-22,1.0146824142562788e-22,9.693540262137254e-23,0.0,0.0,4.0621096422499894e-22,-4.916954040934958e-22,2.5579803117623404e-22,-1.2584501103622934e-22,-4.449520678247842e-22,4.4043277637425536e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7784275316012797e-24,-2.7740070142415545e-24,-2.601678839374355e-24,-2.1717588651859173e-24,0.0,0.0,0.0
0.06,0.0,0.0,3.1220202373455127e-06,0.0,0.0,2.88047372722506e-06,6.15301026101126e-07,0.0,0.0,4.4238288576329607e-07,0.0,0.0,6.879293958837445e-07,8.222958507900685e-07,0.0,0.0,3.0134841235533918e-06,3.7707744009496444e-08,1.929915428676932e-06,6.87845713230696e-08,2e-05,9.900746190920099e-06,8.319945726288444e-09,6.5448799604281426e-09,9.680545947512402e-10,3.835326860222231e-10,4.823876483746582e-10,1.6251451104237293e-09,0.1,0.14,2.25e-07,0.1,0.7509930582946209,1e-07,0.9970089730807578,0.0003,1.41e-15,4.23630370310098e-24,2.6126212183099035e-22,0.0,0.0,1.0528041440939981e-22,0.0,4.340515685404681e-25,1.1731123474066707e-22,1.0260958729178355e-22,9.698624556552814e-23,0.0,0.0,4.004240682023685e-22,-4.911048352232388e-22,2.5393647199197906e-22,-1.1366842103791088e-22,-4.407475837982355e-22,5.188228602505605e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4898922255473895e-24,-2.4718052213258125e-24,-2.316203584206015e-24,-1.931119337277149e-24,0.0,0.0,0.0
0.07,0.0,0.0,3.1222864801726734e-06,0.0,0.0,2.878970978469934e-06,6.188852688998167e-07,0.0,0.0,4.42013823554219e-07,0.0,0.0,6.893293252569541e-07,8.188144273732938e-07,0.0,0.0,3.0155372566639394e-06,3.810516715159075e-08,1.929871896243841e-06,6.88281037561602e-08,2e-05,9.900829503485123e-06,8.298128326033925e-09,6.561483968943668e-09,9.679654744420689e-10,3.824916004324984e-10,4.798163111887344e-10,1.6122426449930228e-09,0.1,0.14,2.25e-07,0.1,0.7526438867838607,1e-07,0.9970089730807578,0.0003,1.41e-15,4.239189962010124e-24,2.6033324259524515e-22,0.0,0.0,1.0639091921385594e-22,0.0,4.329133547691899e-25,1.1700360939707837e-22,1.0368870857441584e-22,9.704762629618588e-23,0.0,0.0,3.9481684581820837e-22,-4.904827571936115e-22,2.5215749013437013e-22,-1.019511681104613e-22,-4.368129794626928e-22,5.935962621055103e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1953857416420175e-24,-2.188699186665306e-24,-2.0514494513331288e-24,-1.711290642366572e-24,0.0,0.0,0.0
0.08,0.0,0.0,3.1225355578864842e-06,0.0,0.0,2.877492722625535e-06,6.223488368037006e-07,0.0,0.0,4.4162228560780753e-07,0.0,0.0,6.906651208687524e-07,8.154933197020107e-07,0.0,0.0,3.017538194005169e-06,3.848107981625732e-08,1.929821391735761e-06,6.887860826424042e-08,2e-05,9.900903092757198e-06,8.278826402647714e-09,6.5761567792566255e-09,9.678734178331818e-10,3.8156548865965285e-10,4.775408119984934e-10,1.6008635022520388e-09,0.1,0.14,2.25e-07,0.1,0.7541013791573183,1e-07,0.9970089730807578,0.0003,1.41e-15,4.242002845012252e-24,2.5944937366983114e-22,0.0,0.0,1.074412786906481e-22,0.0,4.319063734261312e-25,1.1673145227733277e-22,1.0470887151917151e-22,9.7118837652579e-23,0.0,0.0,3.893834816048352e-22,-4.898320013633386e-22,2.5045731085777996e-22,-9.067535961171599e-23,-4.33134169855888e-22,6.649170797678532e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.938105596458454e-24,-1.9255874480992826e-24,-1.8029515323285338e-24,-1.5022446680756708e-24,0.0,0.0,0.0
0.09,0.0,0.0,3.1227684571476516e-06,0.0,0.0,2.8760389671787223e-06,6.25696015394848e-07,0.0,0.0,4.4121023377881224e-07,0.0,0.0,6.919397237477363e-07,8.123252936786917e-07,0.0,0.0,3.0194881321056824e-06,3.883661668907395e-08,1.929764389961676e-06,6.893561003832531e-08,2e-05,9.900967618855699e-06,8.261877545141625e-09,6.589027593937825e-09,9.67782329929156e-10,3.807483766665133e-10,4.755422819666564e-10,1.5908994174998415e-09,0.1,0.14,2.25e-07,0.1,0.7553788408503586,1e-07,0.9970089730807578,0.0003,1.41e-15,4.244744034166513e-24,2.5860847081088903e-22,0.0,0.0,1.0843466376256983e-22,0.0,4.310221515300386e-25,1.1649247338649693e-22,1.0567318307756438e-22,9.719921015403869e-23,0.0,0.0,3.841183496141489e-22,-4.891552412591598e-22,2.488323290863106e-22,-7.982378935308069e-23,-4.29697730749789e-22,7.329423048477112e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6935841559878365e-24,-1.6809770239644815e-24,-1.5731679240514307e-24,-1.3100311884554733e-24,0.0,0.0,0.0
0.1,0.0,0.0,3.122986111935043e-06,0.0,0.0,2.8746096904476186e-06,6.289309260770365e-07,0.0,0.0,4.407795155296566e-07,0.0,0.0,6.931559370170755e-07,8.093034464582671e-07,0.0,0.0,3.021388247788302e-06,3.917285320669508e-08,1.9297013388969997e-06,6.899866110300116e-08,2e-05,9.901023703043242e-06,8.247127575039465e-09,6.600218376402876e-09,9.676952466292268e-10,3.8003431828146025e-10,4.738027362114269e-10,1.5822493224750039e-09,0.1,0.14,2.25e-07,0.1,0.756488766796492,1e-07,0.9970089730807578,0.0003,1.41e-15,4.247415183830016e-24,2.578085810109605e-22,0.0,0.0,1.0937408016852067e-22,0.0,4.302526455898089e-25,1.1628449880805647e-22,1.0658458926673893e-22,9.728811215523165e-23,0.0,0.0,3.790160200421334e-22,-4.8845499203066245e-22,2.4727911173917286e-22,-6.93799565882056e-23,-4.2649090589166695e-22,7.9782170190085e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4649579638530945e-24,-1.4531200152776072e-24,-1.3594278234299177e-24,-1.1315845861051109e-24,0.0,0.0,0.0
0.11,0.0,0.0,3.1231894082568963e-06,0.0,0.0,2.8732048443010034e-06,6.320575402703134e-07,0.0,0.0,4.403318741550043e-07,0.0,0.0,6.943164381108918e-07,8.064211773177892e-07,0.0,0.0,3.0232396995037464e-06,3.9490810912565416e-08,1.9296326621391673e-06,6.906733786083402e-08,2e-05,9.901071931195635e-06,8.234429795194234e-09,6.609844448931516e-09,9.676144515922256e-10,3.7941741213085863e-10,4.723050160563602e-10,1.5748186712890344e-09,0.1,0.14,2.25e-07,0.1,0.7574429128872197,1e-07,0.9970089730807578,0.0003,1.41e-15,4.250017922532684e-24,2.5704783425328837e-22,0.0,0.0,1.1026238336956872e-22,0.0,4.295902024152832e-25,1.161054601122387e-22,1.0744588961365981e-22,9.738494638377598e-23,0.0,0.0,3.740712424025931e-22,-4.877336246241789e-22,2.457943822273581e-22,-5.932800328071559e-23,-4.2350154792590654e-22,8.596984443635507e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2830181803356759e-24,-1.2384296480718773e-24,-1.1637946990775793e-24,-9.693981217053016e-25,0.0,0.0,0.0
0.12,0.0,0.0,3.1233791855446018e-06,0.0,0.0,2.8718243557941744e-06,6.350796816342853e-07,0.0,0.0,4.398689520633671e-07,0.0,0.0,6.954237818137889e-07,8.03672180757749e-07,0.0,0.0,3.0250436263429076e-06,3.979145902218428e-08,1.9295587596947226e-06,6.914124030527856e-08,2e-05,9.901112854931454e-06,8.223645088793338e-09,6.6180146815223045e-09,9.67541590613757e-10,3.7889186170570984e-10,4.710327988978562e-10,1.5685190672603675e-09,0.1,0.14,2.25e-07,0.1,0.7582523262830932,1e-07,0.9970089730807578,0.0003,1.41e-15,4.2525538515887335e-24,2.563244420772062e-22,0.0,0.0,1.1110228285636961e-22,0.0,4.290275642823484e-25,1.1595339575198607e-22,1.082597412273779e-22,9.748914883044277e-23,0.0,0.0,3.692789437529435e-22,-4.86993370409186e-22,2.4437501649203805e-22,-4.9652703733135943e-23,-4.2071810224863996e-22,9.187092633251683e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0538760725526218e-24,-1.0445965789272139e-24,-9.767009394048852e-25,-8.1251892696876355e-25,0.0,0.0,0.0
0.13,0.0,0.0,3.123556239806753e-06,0.0,0.0,2.8704681293824894e-06,6.380010346775132e-07,0.0,0.0,4.3939229774839923e-07,0.0,0.0,6.964804081726572e-07,8.010504277673375e-07,0.0,0.0,3.026801148326587e-06,4.00757179850162e-08,1.929480009640911e-06,6.921999035909023e-08,2e-05,9.901146994004519e-06,8.214641219907181e-09,6.624831838600603e-09,9.674777848617657e-10,3.784519767636192e-10,4.699705619046772e-10,1.56326783786933e-09,0.1,0.14,2.25e-07,0.1,0.7589273913896813,1e-07,0.9970089730807578,0.0003,1.41e-15,4.255024545503976e-24,2.5563669242523605e-22,0.0,0.0,1.1189635205409633e-22,0.0,4.2855783244255765e-25,1.1582644120069126e-22,1.0902866838097465e-22,9.760018640631722e-23,0.0,0.0,3.6463421887927854e-22,-4.862363308747553e-22,2.430180329417737e-22,-4.033942603291352e-23,-4.181295680935784e-22,9.749848566393788e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.702152324308776e-25,-8.62116605032315e-25,-8.058921659153308e-25,-6.702436996990235e-25,0.0,0.0,0.0
