D,DR,DRG,DRG_GDP,DRG_GTP,GDP,GTP,G_GDP,G_GTP,R,Time
3.099990002823588e-05,4.376534908034068e-13,4.8051443723382206e-11,8.580682173383141e-12,4.290198481184051e-11,3.0255902490275017e-10,9.999745492418807e-06,9.998790160834442e-07,2.1449805848855354e-11,2.8235800590977186e-14,5.14
3.099990002823588e-05,4.376534807183364e-13,4.805144463405671e-11,8.580682297264062e-12,4.290198378802004e-11,3.0298804461756843e-10,9.999745063400003e-06,9.998790160573787e-07,2.144983190348439e-11,2.8235799941095018e-14,5.15
3.099990002823588e-05,4.376534705524104e-13,4.8051445535148264e-11,8.58068244030582e-12,4.290198275470794e-11,3.034170643044162e-10,9.999744634381217e-06,9.99879016032078e-07,2.144985719351026e-11,2.823579928580349e-14,5.16
3.099990002823588e-05,4.376534603024638e-13,4.805144642628081e-11,8.580682603260301e-12,4.290198171153177e-11,3.0384608396261255e-10,9.99974420536245e-06,9.998790160075537e-07,2.1449881706930136e-11,2.8235798624890828e-14,5.17
3.099990002823587e-05,4.376534499652964e-13,4.8051447307074155e-11,8.580682786887683e-12,4.290198065811496e-11,3.0427510359146886e-10,9.999743776343702e-06,9.998790159838188e-07,2.144990543095961e-11,2.8235797958142908e-14,5.18
3.099990002823587e-05,4.3765343953767283e-13,4.805144817714397e-11,8.580682991956442e-12,4.290197959407681e-11,3.0470412319028915e-10,9.999743347324973e-06,9.998790159608864e-07,2.1449928352032696e-11,2.823579728534325e-14,5.19
3.099990002823587e-05,4.3765342901632237e-13,4.805144903610176e-11,8.580683219243339e-12,4.290197851903254e-11,3.0513314275836986e-10,9.999742918306264e-06,9.998790159387714e-07,2.144995045580183e-11,2.823579660627301e-14,5.2
3.099990002823587e-05,4.376534183979394e-13,4.80514498835549e-11,8.58068346953344e-12,4.290197743259325e-11,3.0556216229499977e-10,9.999742489287576e-06,9.998790159174887e-07,2.144997172713786e-11,2.8235795920711e-14,5.21
3.099990002823587e-05,4.3765340767918277e-13,4.805145071910659e-11,8.580683743620093e-12,4.290197633436593e-11,3.059911817994604e-10,9.999742060268905e-06,9.998790158970544e-07,2.1449992150130072e-11,2.8235795228433675e-14,5.22
3.099990002823587e-05,4.376533957453275e-13,4.805145140934198e-11,8.580684308243794e-12,4.2901975092214287e-11,3.064202010301396e-10,9.999741631250364e-06,9.998790158638884e-07,2.1450025303653614e-11,2.8235794454855413e-14,5.23
3.099990002823587e-05,4.3765338574570607e-13,4.805145233044002e-11,8.580684411287455e-12,4.290197407871636e-11,3.0684922066829604e-10,9.999741202231648e-06,9.998790158425995e-07,2.1450046581815118e-11,2.8235793810695977e-14,5.24
3.099990002823587e-05,4.376533756956385e-13,4.805145324555078e-11,8.580684526302466e-12,4.2901973059288187e-11,3.07278240284994e-10,9.999740773212946e-06,9.998790158216346e-07,2.1450067535864323e-11,2.8235793163161813e-14,5.25
3.099990002823587e-05,4.3765336559715786e-13,4.805145415491654e-11,8.580684652804387e-12,4.290197203416976e-11,3.077072598806722e-10,9.99974034419426e-06,9.998790158009996e-07,2.1450088160305092e-11,2.823579251238894e-14,5.26
3.099990002823587e-05,4.376533554522973e-13,4.8051455058779614e-11,8.58068479030877e-12,4.290197100360104e-11,3.0813627945576955e-10,9.99973991517559e-06,9.998790157806994e-07,2.14501084496413e-11,2.823579185851339e-14,5.27
3.0999900028235865e-05,4.3765334526308996e-13,4.805145595738229e-11,8.580684938331175e-12,4.290196996782201e-11,3.085652990107248e-10,9.999739486156932e-06,9.998790157607397e-07,2.1450128398376817e-11,2.8235791201671197e-14,5.28
3.0999900028235865e-05,4.3765333503156887e-13,4.8051456850966875e-11,8.580685096387157e-12,4.2901968927072643e-11,3.0899431854597675e-10,9.999739057138292e-06,9.998790157411263e-07,2.1450148001015512e-11,2.8235790541998385e-14,5.29
3.0999900028235865e-05,4.376533247597672e-13,4.805145773977567e-11,8.580685263992271e-12,4.290196788159291e-11,3.094233380619641e-10,9.999738628119665e-06,9.998790157218643e-07,2.1450167252061252e-11,2.8235789879630995e-14,5.3
3.0999900028235865e-05,4.3765331444971807e-13,4.8051458624050955e-11,8.580685440662077e-12,4.290196683162278e-11,3.098523575591258e-10,9.99973819910105e-06,9.998790157029594e-07,2.1450186146017904e-11,2.8235789214705045e-14,5.31
3.0999900028235865e-05,4.376533041034546e-13,4.805145950403506e-11,8.580685625912128e-12,4.290196577740224e-11,3.1028137703790064e-10,9.999737770082452e-06,9.998790156844172e-07,2.1450204677389347e-11,2.8235788547356572e-14,5.32
3.0999900028235865e-05,4.376532937230098e-13,4.805146037997027e-11,8.580685819257982e-12,4.290196471917126e-11,3.1071039649872736e-10,9.999737341063867e-06,9.998790156662426e-07,2.145022284067944e-11,2.8235787877721602e-14,5.33
3.0999900028235865e-05,4.376532833104169e-13,4.8051461252098874e-11,8.580686020215197e-12,4.290196365716982e-11,3.111394159420447e-10,9.999736912045296e-06,9.99879015648442e-07,2.1450240630392064e-11,2.823578720593617e-14,5.34
3.0999900028235865e-05,4.3765327286770905e-13,4.805146212066319e-11,8.580686228299325e-12,4.290196259163788e-11,3.115684353682916e-10,9.999736483026739e-06,9.9987901563102e-07,2.1450258041031077e-11,2.8235786532136303e-14,5.35
3.0999900028235865e-05,4.376532623969192e-13,4.8051462985905504e-11,8.580686443025927e-12,4.2901961522815425e-11,3.1199745477790675e-10,9.999736054008195e-06,9.998790156139828e-07,2.1450275067100353e-11,2.8235785856458033e-14,5.36
3.0999900028235865e-05,4.3765325190008063e-13,4.8051463848068134e-11,8.580686663910557e-12,4.290196045094243e-11,3.1242647417132905e-10,9.999735624989661e-06,9.998790155973358e-07,2.1450291703103764e-11,2.8235785179037384e-14,5.37
3.0999900028235865e-05,4.376532413792263e-13,4.8051464707393354e-11,8.580686890468773e-12,4.290195937625887e-11,3.1285549354899723e-10,9.999735195971144e-06,9.99879015581084e-07,2.145030794354518e-11,2.823578450001039e-14,5.38
3.099990002823586e-05,4.3765323083638945e-13,4.805146556412348e-11,8.58068712221613e-12,4.2901958299004725e-11,3.1328451291135e-10,9.999734766952638e-06,9.998790155652335e-07,2.1450323782928463e-11,2.8235783819513087e-14,5.39
3.099990002823586e-05,4.376532202736031e-13,4.805146641850082e-11,8.580687358668184e-12,4.290195721941995e-11,3.137135322588264e-10,9.999734337934145e-06,9.998790155497893e-07,2.1450339215757487e-11,2.8235783137681497e-14,5.4
3.099990002823586e-05,4.376532096929005e-13,4.805146727076765e-11,8.580687599340495e-12,4.290195613774454e-11,3.1414255159186504e-10,9.999733908915664e-06,9.998790155347573e-07,2.1450354236536124e-11,2.823578245465165e-14,5.41
3.099990002823586e-05,4.376531990963146e-13,4.8051468121166294e-11,8.580687843748614e-12,4.290195505421846e-11,3.145715709109048e-10,9.999733479897196e-06,9.998790155201428e-07,2.145036883976824e-11,2.823578177055958e-14,5.42
3.099990002823586e-05,4.3765318848587866e-13,4.805146896993903e-11,8.580688091408103e-12,4.2901953969081694e-11,3.150005902163844e-10,9.99973305087874e-06,9.998790155059514e-07,2.1450383019957706e-11,2.823578108554131e-14,5.43
3.099990002823586e-05,4.3765317786362564e-13,4.805146981732817e-11,8.580688341834515e-12,4.29019528825742e-11,3.1542960950874274e-10,9.999732621860295e-06,9.998790154921884e-07,2.145039677160839e-11,2.8235780399732883e-14,5.44
3.099990002823586e-05,4.376531672315888e-13,4.8051470663576004e-11,8.580688594543407e-12,4.2901951794935966e-11,3.1585862878841856e-10,9.999732192841861e-06,9.998790154788594e-07,2.1450410089224165e-11,2.823577971327032e-14,5.45
3.099990002823586e-05,4.3765315659180115e-13,4.805147150892485e-11,8.580688849050336e-12,4.290195070640696e-11,3.1628764805585065e-10,9.999731763823439e-06,9.998790154659701e-07,2.1450422967308894e-11,2.8235779026289646e-14,5.46
3.099990002823586e-05,4.376531459462959e-13,4.8051472353617e-11,8.58068910487086e-12,4.2901949617227163e-11,3.1671666731147785e-10,9.999731334805027e-06,9.998790154535257e-07,2.1450435400366454e-11,2.8235778338926904e-14,5.47
3.099990002823585e-05,4.37653135297106e-13,4.805147319789474e-11,8.58068936152053e-12,4.290194852763654e-11,3.1714568655573896e-10,9.999730905786628e-06,9.998790154415318e-07,2.1450447382900707e-11,2.8235777651318117e-14,5.48
3.099990002823585e-05,4.3765312464626477e-13,4.805147404200038e-11,8.580689618514908e-12,4.2901947437875077e-11,3.175747057890728e-10,9.99973047676824e-06,9.998790154299941e-07,2.145045890941553e-11,2.8235776963599312e-14,5.49
3.099990002823585e-05,4.3765311399580517e-13,4.805147488617623e-11,8.58068987536955e-12,4.290194634818275e-11,3.1800372501191806e-10,9.99973004774986e-06,9.998790154189177e-07,2.1450469974414787e-11,2.8235776275906523e-14,5.5
3.099990002823585e-05,4.376531033477604e-13,4.8051475730664574e-11,8.58069013160001e-12,4.290194525879952e-11,3.1843274422471363e-10,9.999729618731492e-06,9.998790154083084e-07,2.1450480572402354e-11,2.823577558837578e-14,5.51
3.099990002823585e-05,4.3765309270416353e-13,4.805147657570771e-11,8.580690386721847e-12,4.2901944169965375e-11,3.1886176342789824e-10,9.999729189713133e-06,9.998790153981715e-07,2.145049069788209e-11,2.8235774901143115e-14,5.52
3.099990002823585e-05,4.376530820354343e-13,4.8051477417768044e-11,8.58069064780763e-12,4.2901943078176903e-11,3.192907826150658e-10,9.99972876069479e-06,9.99879015388198e-07,2.1450500659959746e-11,2.8235774212229125e-14,5.53
3.099990002823585e-05,4.376530708727862e-13,4.8051478200793426e-11,8.580691026919944e-12,4.290194192792382e-11,3.197198016847105e-10,9.999728331676501e-06,9.998790153737077e-07,2.1450515138522132e-11,2.8235773490264666e-14,5.54
3.099990002823585e-05,4.3765305969374116e-13,4.8051478981878876e-11,8.580691409911163e-12,4.290194077574926e-11,3.2014882074022655e-10,9.999727902658228e-06,9.99879015359438e-07,2.145052939622417e-11,2.8235772767203394e-14,5.55
3.099990002823585e-05,4.3765304849988257e-13,4.805147976121291e-11,8.580691796404368e-12,4.2901939621839924e-11,3.205778397819554e-10,9.999727473639964e-06,9.998790153453901e-07,2.1450543432045977e-11,2.8235772043151233e-14,5.56
3.099990002823585e-05,4.376530372927937e-13,4.805148053898406e-11,8.580692186022636e-12,4.290193846638253e-11,3.210068588102386e-10,9.999727044621715e-06,9.998790153315653e-07,2.1450557244967696e-11,2.8235771318214116e-14,5.57
3.0999900028235844e-05,4.376530260740579e-13,4.805148131538084e-11,8.580692578389054e-12,4.2901937309563797e-11,3.214358778254173e-10,9.999726615603476e-06,9.998790153179643e-07,2.1450570833969455e-11,2.8235770592497976e-14,5.58
3.0999900028235844e-05,4.376530148452584e-13,4.805148209059175e-11,8.580692973126694e-12,4.2901936151570425e-11,3.21864896827833e-10,9.999726186585249e-06,9.998790153045883e-07,2.1450584198031387e-11,2.8235769866108736e-14,5.59
3.0999900028235844e-05,4.3765300360797864e-13,4.8051482864805324e-11,8.58069336985864e-12,4.290193499258914e-11,3.222939158178272e-10,9.999725757567034e-06,9.998790152914384e-07,2.1450597336133618e-11,2.823576913915234e-14,5.6
3.0999900028235844e-05,4.376529923638017e-13,4.805148363821008e-11,8.580693768207973e-12,4.2901933832806655e-11,3.2272293479574123e-10,9.999725328548829e-06,9.998790152785152e-07,2.1450610247256283e-11,2.8235768411734706e-14,5.61
3.0999900028235844e-05,4.376529811143111e-13,4.8051484410994525e-11,8.580694167797771e-12,4.290193267240967e-11,3.2315195376191653e-10,9.999724899530636e-06,9.9987901526582e-07,2.1450622930379515e-11,2.8235767683961776e-14,5.62
3.0999900028235844e-05,4.3765296986109007e-13,4.805148518334719e-11,8.580694568251118e-12,4.2901931511584906e-11,3.235809727166944e-10,9.999724470512453e-06,9.99879015253354e-07,2.1450635384483445e-11,2.8235766955939474e-14,5.63
3.0999900028235844e-05,4.376529586057219e-13,4.805148595545658e-11,8.580694969191091e-12,4.2901930350519075e-11,3.2400999166041635e-10,9.99972404149428e-06,9.99879015241118e-07,2.1450647608548197e-11,2.8235766227773732e-14,5.64
3.0999900028235844e-05,4.3765294734978995e-13,4.805148672751122e-11,8.580695370240769e-12,4.290192918939889e-11,3.244390105934238e-10,9.99972361247612e-06,9.99879015229113e-07,2.145065960155391e-11,2.8235765499570484e-14,5.65
3.0999900028235844e-05,4.3765293609487746e-13,4.805148749969963e-11,8.580695771023235e-12,4.290192802841106e-11,3.2486802951605814e-10,9.99972318345797e-06,9.9987901521734e-07,2.1450671362480713e-11,2.823576477143566e-14,5.66
3.0999900028235844e-05,4.376529248425678e-13,4.8051488272210326e-11,8.58069617116157e-12,4.29019268677423e-11,3.252970484286607e-10,9.999722754439829e-06,9.998790152058004e-07,2.1450682890308737e-11,2.8235764043475188e-14,5.67
3.099990002823584e-05,4.376529135944442e-13,4.8051489045231824e-11,8.580696570278852e-12,4.2901925707579325e-11,3.257260673315729e-10,9.999722325421698e-06,9.998790151944946e-07,2.1450694184018112e-11,2.8235763315795003e-14,5.68
3.099990002823584e-05,4.376529023520901e-13,4.8051489818952645e-11,8.58069696799816e-12,4.290192454810885e-11,3.261550862251363e-10,9.99972189640358e-06,9.99879015183424e-07,2.145070524258897e-11,2.823576258850103e-14,5.69
3.099990002823584e-05,4.3765289111708867e-13,4.80514905935613e-11,8.580697363942578e-12,4.2901923389517574e-11,3.2658410510969207e-10,9.99972146738547e-06,9.998790151725897e-07,2.1450716065001443e-11,2.8235761861699207e-14,5.7
3.099990002823584e-05,4.3765287989102334e-13,4.805149136924631e-11,8.580697757735184e-12,4.2901922231992225e-11,3.2701312398558184e-10,9.99972103836737e-06,9.998790151619925e-07,2.145072665023566e-11,2.8235761135495466e-14,5.71
3.099990002823584e-05,4.3765286867547726e-13,4.80514921461962e-11,8.580698148999058e-12,4.290192107571951e-11,3.274421428531468e-10,9.99972060934928e-06,9.998790151516335e-07,2.1450736997271758e-11,2.823576040999573e-14,5.72
3.099990002823584e-05,4.3765285747203394e-13,4.8051492924599476e-11,8.58069853735728e-12,4.2901919920886144e-11,3.2787116171272856e-10,9.999720180331198e-06,9.998790151415137e-07,2.145074710508986e-11,2.8235759685305933e-14,5.73
3.099990002823584e-05,4.376528462822765e-13,4.805149370464466e-11,8.580698922432932e-12,4.290191876767884e-11,3.283001805646684e-10,9.999719751313127e-06,9.998790151316344e-07,2.1450756972670103e-11,2.8235758961532007e-14,5.74
3.099990002823584e-05,4.376528351077884e-13,4.805149448652028e-11,8.580699303849092e-12,4.2901917616284295e-11,3.2872919940930775e-10,9.999719322295065e-06,9.99879015121996e-07,2.1450766598992614e-11,2.8235758238779886e-14,5.75
3.099990002823584e-05,4.3765282395015283e-13,4.805149527041484e-11,8.580699681228841e-12,4.2901916466889246e-11,3.29158218246988e-10,9.999718893277009e-06,9.998790151126e-07,2.145077598303753e-11,2.8235757517155495e-14,5.76
3.099990002823583e-05,4.3765281281095313e-13,4.8051496056516866e-11,8.580700054195261e-12,4.2901915319680397e-11,3.295872370780506e-10,9.999718464258963e-06,9.998790151034477e-07,2.1450785123784976e-11,2.823575679676477e-14,5.77
3.099990002823583e-05,4.376528016917727e-13,4.8051496845014874e-11,8.58070042237143e-12,4.290191417484445e-11,3.3001625590283696e-10,9.999718035240927e-06,9.998790150945392e-07,2.1450794020215086e-11,2.8235756077713643e-14,5.78
3.099990002823583e-05,4.3765279059419464e-13,4.8051497636097377e-11,8.58070078538043e-12,4.290191303256813e-11,3.3044527472168844e-10,9.9997176062229e-06,9.998790150858764e-07,2.1450802671307992e-11,2.8235755360108038e-14,5.79
3.099990002823583e-05,4.376527795198025e-13,4.80514984299529e-11,8.580701142845337e-12,4.290191189303815e-11,3.3087429353494647e-10,9.999717177204881e-06,9.998790150774598e-07,2.1450811076043823e-11,2.8235754644053892e-14,5.8
3.099990002823583e-05,4.3765276847017944e-13,4.8051499226769953e-11,8.580701494389238e-12,4.290191075644122e-11,3.313033123429524e-10,9.999716748186871e-06,9.998790150692906e-07,2.1450819233402712e-11,2.8235753929657133e-14,5.81
3.099990002823583e-05,4.376527574469088e-13,4.805150002673706e-11,8.580701839635206e-12,4.290190962296404e-11,3.3173233114604777e-10,9.999716319168868e-06,9.9987901506137e-07,2.1450827142364792e-11,2.8235753217023693e-14,5.82
3.099990002823583e-05,4.3765274645157393e-13,4.805150083004273e-11,8.580702178206328e-12,4.290190849279334e-11,3.3216134994457387e-10,9.999715890150871e-06,9.998790150536987e-07,2.145083480191019e-11,2.8235752506259503e-14,5.83
3.099990002823583e-05,4.3765273548575803e-13,4.8051501636875504e-11,8.580702509725679e-12,4.2901907366115824e-11,3.3259036873887215e-10,9.999715461132884e-06,9.99879015046278e-07,2.1450842211019037e-11,2.8235751797470495e-14,5.84
3.099990002823583e-05,4.3765272455104456e-13,4.805150244742387e-11,8.580702833816342e-12,4.2901906243118215e-11,3.3301938752928397e-10,9.999715032114905e-06,9.998790150391087e-07,2.1450849368671468e-11,2.82357510907626e-14,5.85
3.099990002823583e-05,4.3765271364901674e-13,4.805150326187637e-11,8.580703150101396e-12,4.2901905123987216e-11,3.334484063161508e-10,9.999714603096932e-06,9.99879015032192e-07,2.1450856273847616e-11,2.8235750386241745e-14,5.86
3.0999900028235824e-05,4.3765270278125784e-13,4.8051504080421505e-11,8.580703458203924e-12,4.290190400890954e-11,3.33877425099814e-10,9.999714174078966e-06,9.998790150255287e-07,2.1450862925527606e-11,2.8235749684013866e-14,5.87
3.0999900028235824e-05,4.3765269194935125e-13,4.80515049032478e-11,8.580703757747e-12,4.2901902898071905e-11,3.34306443880615e-10,9.99971374506101e-06,9.9987901501912e-07,2.145086932269157e-11,2.823574898418489e-14,5.88
3.0999900028235824e-05,4.3765268115488023e-13,4.805150573054378e-11,8.58070404835371e-12,4.290190179166102e-11,3.3473546265889517e-10,9.999713316043059e-06,9.99879015012967e-07,2.1450875464319644e-11,2.8235748286860755e-14,5.89
3.0999900028235824e-05,4.3765267039942806e-13,4.805150656249794e-11,8.580704329647133e-12,4.290190068986359e-11,3.3516448143499604e-10,9.999712887025113e-06,9.998790150070703e-07,2.1450881349391955e-11,2.8235747592147385e-14,5.9
3.0999900028235824e-05,4.3765265968457813e-13,4.8051507399298825e-11,8.580704601250347e-12,4.290189959286634e-11,3.355935002092588e-10,9.999712458007175e-06,9.998790150014314e-07,2.1450886976888634e-11,2.823574690015071e-14,5.91
3.0999900028235824e-05,4.3765264901191365e-13,4.805150824113493e-11,8.580704862786434e-12,4.290189850085598e-11,3.36022518982025e-10,9.999712028989245e-06,9.998790149960513e-07,2.1450892345789813e-11,2.823574621097667e-14,5.92
3.0999900028235824e-05,4.3765263838301805e-13,4.805150908819479e-11,8.580705113878474e-12,4.2901897414019224e-11,3.364515377536361e-10,9.999711599971321e-06,9.998790149909306e-07,2.145089745507563e-11,2.8235745524731184e-14,5.93
3.0999900028235824e-05,4.3765262779947455e-13,4.805150994066692e-11,8.580705354149548e-12,4.290189633254278e-11,3.3688055652443335e-10,9.999711170953402e-06,9.998790149860705e-07,2.14509023037262e-11,2.8235744841520192e-14,5.94
3.0999900028235824e-05,4.3765261726286654e-13,4.805151079873983e-11,8.580705583222733e-12,4.290189525661336e-11,3.3730957529475823e-10,9.99971074193549e-06,9.998790149814726e-07,2.145090689072167e-11,2.823574416144962e-14,5.95
3.099990002823582e-05,4.376526067747772e-13,4.8051511662602035e-11,8.580705800721115e-12,4.2901894186417685e-11,3.3773859406495215e-10,9.999710312917583e-06,9.998790149771368e-07,2.1450911215042167e-11,2.8235743484625405e-14,5.96
3.099990002823582e-05,4.376525963367899e-13,4.805151253244207e-11,8.580706006267769e-12,4.290189312214246e-11,3.3816761283535654e-10,9.999709883899683e-06,9.998790149730654e-07,2.1450915275667822e-11,2.8235742811153472e-14,5.97
3.099990002823582e-05,4.3765258595048794e-13,4.805151340844844e-11,8.580706199485775e-12,4.2901892063974396e-11,3.385966316063128e-10,9.999709454881788e-06,9.998790149692584e-07,2.145091907157876e-11,2.823574214113975e-14,5.98
3.099990002823582e-05,4.376525756174547e-13,4.805151429080966e-11,8.580706379998219e-12,4.290189101210022e-11,3.3902565037816224e-10,9.999709025863898e-06,9.998790149657171e-07,2.145092260175512e-11,2.8235741474690182e-14,5.99
3.099990002823582e-05,4.376525653392734e-13,4.8051515179714255e-11,8.580706547428174e-12,4.290188996670662e-11,3.3945466915124644e-10,9.999708596846015e-06,9.998790149624427e-07,2.1450925865177026e-11,2.8235740811910687e-14,6.0
3.099990002823582e-05,4.376525551175274e-13,4.8051516075350746e-11,8.580706701398727e-12,4.290188892798034e-11,3.3988368792590657e-10,9.999708167828135e-06,9.998790149594362e-07,2.145092886082462e-11,2.8235740152907202e-14,6.01
3.099990002823582e-05,4.3765254495379994e-13,4.805151697790764e-11,8.58070684153295e-12,4.2901887896108066e-11,3.4031270670248426e-10,9.999707738810262e-06,9.998790149566984e-07,2.1450931587678023e-11,2.8235739497785653e-14,6.02
3.099990002823582e-05,4.376525348496744e-13,4.8051517887573465e-11,8.580706967453933e-12,4.290188687127652e-11,3.407417254813208e-10,9.999707309792393e-06,9.998790149542307e-07,2.1450934044717368e-11,2.8235738846651977e-14,6.03
3.099990002823582e-05,4.376525248067341e-13,4.805151880453673e-11,8.580707078784748e-12,4.2901885853672414e-11,3.411707442627577e-10,9.999706880774527e-06,9.998790149520337e-07,2.145093623092279e-11,2.8235738199612097e-14,6.04
3.099990002823582e-05,4.376525148265623e-13,4.805151972898596e-11,8.58070717514848e-12,4.2901884843482466e-11,3.415997630471362e-10,9.999706451756669e-06,9.998790149501089e-07,2.1450938145274415e-11,2.8235737556771955e-14,6.05
3.099990002823582e-05,4.3765250491074227e-13,4.805152066110967e-11,8.580707256168207e-12,4.290188384089338e-11,3.420287818347978e-10,9.999706022738813e-06,9.998790149484567e-07,2.1450939786752383e-11,2.8235736918237475e-14,6.06
3.099990002823581e-05,4.376524950608574e-13,4.805152160109638e-11,8.58070732146701e-12,4.290188284609188e-11,3.4245780062608395e-10,9.99970559372096e-06,9.998790149470786e-07,2.1450941154336814e-11,2.8235736284114587e-14,6.07
3.099990002823581e-05,4.3765248527849093e-13,4.80515225491346e-11,8.58070737066797e-12,4.290188185926467e-11,3.4288681942133597e-10,9.999705164703114e-06,9.998790149459758e-07,2.145094224700785e-11,2.8235735654509224e-14,6.08
3.099990002823581e-05,4.3765247556522626e-13,4.805152350541286e-11,8.580707403394165e-12,4.290188088059846e-11,3.4331583822089527e-10,9.99970473568527e-06,9.998790149451484e-07,2.1450943063745613e-11,2.823573502952732e-14,6.09
3.099990002823581e-05,4.3765246592264655e-13,4.805152447011967e-11,8.580707419268677e-12,4.290187991027998e-11,3.4374485702510333e-10,9.999704306667431e-06,9.998790149445987e-07,2.145094360353024e-11,2.82357344092748e-14,6.1
3.099990002823581e-05,4.376524563523353e-13,4.8051525443443545e-11,8.580707417914586e-12,4.2901878948495917e-11,3.4417387583430156e-10,9.999703877649595e-06,9.998790149443266e-07,2.1450943865341862e-11,2.8235733793857597e-14,6.11
3.099990002823582e-05,4.3765244656059953e-13,4.805152639038907e-11,8.580707469300362e-12,4.2901877960586576e-11,3.446028945851137e-10,9.999703448631792e-06,9.998790149436452e-07,2.145094453616123e-11,2.8235733163625507e-14,6.12
3.099990002823582e-05,4.3765243575474483e-13,4.8051527216501757e-11,8.580707762274608e-12,4.2901876853003575e-11,3.4503191310648447e-10,9.999703019614095e-06,9.998790149407043e-07,2.145094746565514e-11,2.8235732465541435e-14,6.13
3.099990002823582e-05,4.3765242495640817e-13,4.805152804351569e-11,8.580708053446955e-12,4.290187574631321e-11,3.4546093161887215e-10,9.99970259059641e-06,9.998790149378824e-07,2.1450950276053748e-11,2.8235731767960402e-14,6.14
3.099990002823581e-05,4.3765241416601565e-13,4.805152887148151e-11,8.580708342716157e-12,4.2901874640565633e-11,3.4588995012236846e-10,9.999702161578735e-06,9.998790149351778e-07,2.145095296903341e-11,2.8235731070910906e-14,6.15
3.099990002823581e-05,4.376524033839935e-13,4.805152970044985e-11,8.580708629980977e-12,4.2901873535811e-11,3.46318968617065e-10,9.999701732561069e-06,9.998790149325893e-07,2.1450955546270483e-11,2.823573037442146e-14,6.16
3.099990002823581e-05,4.3765239261076775e-13,4.8051530530471324e-11,8.58070891514017e-12,4.2901872432099445e-11,3.4674798710305365e-10,9.999701303543414e-06,9.998790149301144e-07,2.1450958009441318e-11,2.8235729678520574e-14,6.17
3.099990002823581e-05,4.376523818467646e-13,4.805153136159659e-11,8.580709198092494e-12,4.290187132948114e-11,3.4717700558042595e-10,9.999700874525768e-06,9.998790149277523e-07,2.145096036022227e-11,2.823572898323675e-14,6.18
3.099990002823581e-05,4.3765237109241016e-13,4.8051532193876276e-11,8.580709478736712e-12,4.290187022800624e-11,3.4760602404927373e-10,9.999700445508129e-06,9.998790149255007e-07,2.1450962600289692e-11,2.8235728288598502e-14,6.19
3.099990002823581e-05,4.3765236034813064e-13,4.805153302736101e-11,8.58070975697158e-12,4.2901869127724876e-11,3.480350425096886e-10,9.999700016490503e-06,9.998790149233583e-07,2.145096473131994e-11,2.8235727594634333e-14,6.2
3.099990002823581e-05,4.376523496143521e-13,4.805153386210144e-11,8.580710032695854e-12,4.290186802868721e-11,3.484640609617622e-10,9.999699587472886e-06,9.998790149213233e-07,2.1450966754989364e-11,2.823572690137276e-14,6.21
3.099990002823581e-05,4.376523388915007e-13,4.805153469814819e-11,8.580710305808297e-12,4.290186693094341e-11,3.4889307940558645e-10,9.999699158455278e-06,9.998790149193938e-07,2.1450968672974324e-11,2.8235726208842283e-14,6.22
3.099990002823581e-05,4.3765232818000265e-13,4.8051535535551896e-11,8.580710576207663e-12,4.29018658345436e-11,3.4932209784125287e-10,9.999698729437679e-06,9.998790149175684e-07,2.145097048695117e-11,2.8235725517071412e-14,6.23
3.099990002823581e-05,4.3765231748028405e-13,4.805153637436319e-11,8.580710843792715e-12,4.290186473953795e-11,3.497511162688532e-10,9.99969830042009e-06,9.998790149158455e-07,2.1450972198596255e-11,2.8235724826088657e-14,6.24
3.0999900028235804e-05,4.3765230679277106e-13,4.805153721463272e-11,8.580711108462207e-12,4.2901863645976616e-11,3.501801346884792e-10,9.99969787140251e-06,9.99879014914223e-07,2.1450973809585935e-11,2.8235724135922524e-14,6.25
3.0999900028235804e-05,4.376522961178898e-13,4.805153805641111e-11,8.580711370114901e-12,4.290186255390973e-11,3.5060915310022246e-10,9.999697442384941e-06,9.998790149126997e-07,2.145097532159657e-11,2.823572344660152e-14,6.26
3.0999900028235804e-05,4.376522854560664e-13,4.8051538899748994e-11,8.580711628649555e-12,4.290186146338747e-11,3.510381715041748e-10,9.999697013367381e-06,9.998790149112735e-07,2.1450976736304504e-11,2.823572275815416e-14,6.27
3.0999900028235804e-05,4.3765227480772707e-13,4.8051539744697e-11,8.580711883964928e-12,4.2901860374459974e-11,3.5146718990042785e-10,9.999696584349828e-06,9.998790149099432e-07,2.1450978055386095e-11,2.8235722070608944e-14,6.28
3.0999900028235804e-05,4.3765226417329783e-13,4.805154059130578e-11,8.580712135959776e-12,4.290185928717739e-11,3.5189620828907334e-10,9.999696155332288e-06,9.998790149087067e-07,2.1450979280517694e-11,2.8235721383994386e-14,6.29
3.0999900028235804e-05,4.3765225355320495e-13,4.8051541439625954e-11,8.58071238453286e-12,4.2901858201589875e-11,3.523252266702029e-10,9.999695726314755e-06,9.998790149075626e-07,2.1450980413375664e-11,2.8235720698338992e-14,6.3
3.0999900028235804e-05,4.376522429478745e-13,4.805154228970817e-11,8.580712629582937e-12,4.290185711774759e-11,3.527542450439084e-10,9.999695297297233e-06,9.998790149065091e-07,2.1450981455636348e-11,2.8235720013671268e-14,6.31
