Time,D,DR,DRG_GDP,G_GDP,DRG,GDP,DRG_GTP,GTP,G_GTP,R,cell,Reaction_1,Reaction_2,Reaction_3,Reaction_4,Reaction_5,Reaction_6
2.28,3.0999900028235926e-05,4.3765472680328086e-13,8.581000557837669e-12,9.998793860256909e-07,4.8051006403544344e-11,1.7985863044768711e-10,4.2902102435381326e-11,9.999868192375944e-06,2.1079864913237374e-11,2.8235876433594442e-14,1.0,-5.347775562556023e-19,4.2902093896946823e-11,4.2904138550368006e-11,4.290301878630657e-11,4.2902102435381326e-11,4.215972982647475e-11
2.29,3.099990002823593e-05,4.3765479464984195e-13,8.58098289511801e-12,9.998793786769632e-07,4.805101620815854e-11,1.8028766930681077e-10,4.290211022108848e-11,9.999867763346887e-06,2.1087213713395226e-11,2.8235880985350056e-14,1.0,-5.077233210445549e-19,4.290210212543598e-11,4.290404817501805e-11,4.290297772025049e-11,4.290211022108848e-11,4.217442742679045e-11
2.3,3.099990002823593e-05,4.3765485973364705e-13,8.580965883879489e-12,9.998793714735219e-07,4.8051025687023597e-11,1.8071670756523148e-10,4.290211768400949e-11,9.99986733431811e-06,2.1094417223972e-11,2.8235885353990528e-14,1.0,-4.814242831535163e-19,4.2902110018893185e-11,4.290396105708171e-11,4.290293812021654e-11,4.290211768400949e-11,4.2188834447944e-11
2.31,3.099990002823594e-05,4.3765492267999443e-13,8.580949378366579e-12,9.998793644124246e-07,4.805103491304816e-11,1.811457453549587e-10,4.290212489632348e-11,9.999866905289545e-06,2.110147838840249e-11,2.823588958200807e-14,1.0,-4.555471501879388e-19,4.2902117654287505e-11,4.2903876467779454e-11,4.2902899661722856e-11,4.290212489632348e-11,4.220295677680498e-11
2.32,3.099990002823594e-05,4.376549841494438e-13,8.580933224726414e-12,9.998793574907748e-07,4.8051043963191774e-11,1.815747828153349e-10,4.2902131934218247e-11,9.999866476261135e-06,2.1108400103851604e-11,2.823589371433335e-14,1.0,-4.2973329088466666e-19,4.290212511292547e-11,4.2903793637844903e-11,4.290286200235347e-11,4.2902131934218247e-11,4.221680020770321e-11
2.33,3.0999900028235946e-05,4.3765504350816376e-13,8.58091756844038e-12,9.998793507059543e-07,4.8051052764666617e-11,1.8200381981460913e-10,4.2902138725677585e-11,9.999866047232937e-06,2.111518498794362e-11,2.823589770746637e-14,1.0,-4.0438686779125654e-19,4.2902132316768865e-11,4.2903713294686977e-11,4.290282546367278e-11,4.2902138725677585e-11,4.223036997588724e-11
2.34,3.0999900028235946e-05,4.376550937522254e-13,8.580904027918172e-12,9.998793440565113e-07,4.8051060507825406e-11,1.824328548870667e-10,4.290214446942181e-11,9.999865618205606e-06,2.1121834484641656e-11,2.823590108260434e-14,1.0,-3.836827858594729e-19,4.2902138403604784e-11,4.2903643530375987e-11,4.2902793634402634e-11,4.290214446942181e-11,4.224366896928331e-11
2.35,3.099990002823595e-05,4.37655141119805e-13,8.580891159754552e-12,9.998793375387209e-07,4.805106791474992e-11,1.8286188933993807e-10,4.290214988011001e-11,9.99986518917856e-06,2.1128352325375576e-11,2.8235904265926065e-14,1.0,-3.6394530486313577e-19,4.2902144141353145e-11,4.2903577127866386e-11,4.290276331176215e-11,4.290214988011001e-11,4.225670465075115e-11
2.36,3.099990002823595e-05,4.376551858228162e-13,8.580878913949851e-12,9.998793311499628e-07,4.805107501044512e-11,1.8329092321850999e-10,4.290215498251062e-11,9.999864760151777e-06,2.1134741131162995e-11,2.823590727180209e-14,1.0,-3.4506613522783468e-19,4.2902149556088033e-11,4.290351383715922e-11,4.290273438371509e-11,4.290215498251062e-11,4.226948226232599e-11
2.37,3.099990002823595e-05,4.3765522806847903e-13,8.580867241592443e-12,9.99879324887663e-07,4.8051081819371435e-11,1.8371995656708402e-10,4.290215980085355e-11,9.999864331125239e-06,2.1141003476183624e-11,2.8235910114303543e-14,1.0,-3.269364598899598e-19,4.290215467330745e-11,4.290345341369573e-11,4.290270674061908e-11,4.290215980085355e-11,4.228200695236725e-11
2.38,3.099990002823596e-05,4.376552680605098e-13,8.580856094572979e-12,9.998793187492926e-07,4.805108836558771e-11,1.8414898942923496e-10,4.290216435897173e-11,9.999863902098921e-06,2.1147141889285288e-11,2.8235912807282e-14,1.0,-3.0944645123614916e-19,4.290215951808087e-11,4.2903395616928546e-11,4.2902680274584955e-11,4.290216435897173e-11,4.2294283778570576e-11
2.39,3.099990002823596e-05,4.376553060003112e-13,8.580845425298663e-12,9.998793127323668e-07,4.805109467289406e-11,1.8457802184806993e-10,4.290216868044273e-11,9.999863473072812e-06,2.1153158855489942e-11,2.823591536444932e-14,1.0,-2.9248480904536815e-19,4.290216411519662e-11,4.2903340208893075e-11,4.290265487883362e-11,4.290216868044273e-11,4.2306317710979883e-11
2.4,3.0999900028235966e-05,4.37655342088162e-13,8.580835186407492e-12,9.998793068344433e-07,4.8051100764974776e-11,1.8500705386648709e-10,4.290217278873033e-11,9.999863044046883e-06,2.1159056817499677e-11,2.8235917799457495e-14,1.0,-2.7593826531145315e-19,4.290216848930951e-11,4.29032869527787e-11,4.2902630447052923e-11,4.290217278873033e-11,4.2318113634999355e-11
2.41,3.0999900028235966e-05,4.3765537652440716e-13,8.580825330482534e-12,9.998793010531203e-07,4.80511066655412e-11,1.8543608552743452e-10,4.2902176707326095e-11,9.999862615021123e-06,2.116483817720277e-11,2.8235920125978506e-14,1.0,-2.5969112380077827e-19,4.290217266508818e-11,4.290323561150014e-11,4.290260687275288e-11,4.2902176707326095e-11,4.232967635440554e-11
2.42,3.0999900028235966e-05,4.3765540951064747e-13,8.580815809766166e-12,9.998792953860356e-07,4.805111239847465e-11,1.85865116874169e-10,4.2902180459890966e-11,9.999862185995511e-06,2.1170505297179657e-11,2.8235922357784163e-14,1.0,-2.4362476487479883e-19,4.2902176667362686e-11,4.290318594626865e-11,4.290258404863038e-11,4.2902180459890966e-11,4.2341010594359314e-11
2.43,3.099990002823597e-05,4.3765544125092977e-13,8.580806575874345e-12,9.998792898308645e-07,4.8051117987969256e-11,1.8629414795051493e-10,4.290218407039685e-11,9.999861756970023e-06,2.1176060502209e-11,2.8235924508825965e-14,1.0,-2.2761718262433755e-19,4.290218052127189e-11,4.290313771516336e-11,4.290256186591407e-11,4.290218407039685e-11,4.2352121004418e-11
2.44,3.099990002823597e-05,4.376554719529367e-13,8.580797579510854e-12,9.998792843853189e-07,4.805112345867489e-11,1.86723178801123e-10,4.290218756326822e-11,9.999861327944642e-06,2.1181506080773662e-11,2.823592659331493e-14,1.0,-2.115425050402057e-19,4.290218425241105e-11,4.290309067170255e-11,4.2902540213731135e-11,4.290218756326822e-11,4.2363012161547323e-11
2.45,3.099990002823598e-05,4.3765550056980683e-13,8.580789068485158e-12,9.99879279047808e-07,4.805112868668432e-11,1.871522092015424e-10,4.2902190815723495e-11,9.999860898919471e-06,2.118684362216763e-11,2.8235928537428672e-14,1.0,-1.9637454665440268e-19,4.290218773125609e-11,4.290304605493696e-11,4.290251964981886e-11,4.2902190815723495e-11,4.237368724433526e-11
2.46,3.099990002823598e-05,4.37655526491495e-13,8.580781187080451e-12,9.998792738165483e-07,4.8051133599854494e-11,1.8758123902109087e-10,4.290219375627578e-11,9.999860469894564e-06,2.1192074909676403e-11,2.823593029799429e-14,1.0,-1.8270463820732734e-19,4.2902190882303476e-11,4.2903004586284555e-11,4.2902500498869626e-11,4.290219375627578e-11,4.2384149819352806e-11
2.47,3.099990002823598e-05,4.3765555092076257e-13,8.580773650122604e-12,9.998792686888368e-07,4.805113834077629e-11,1.8801026851806495e-10,4.2902196526221515e-11,9.999860040869808e-06,2.1197202647379202e-11,2.8235931959040965e-14,1.0,-1.6953590993078607e-19,4.290219385421394e-11,4.290296483987081e-11,4.290248211899624e-11,4.2902196526221515e-11,4.2394405294758404e-11
2.48,3.099990002823599e-05,4.376555739051048e-13,8.580766446015806e-12,9.998792636626133e-07,4.805114291524755e-11,1.8843929770296946e-10,4.2902199131308225e-11,9.999859611845196e-06,2.120222889517665e-11,2.8235933523520104e-14,1.0,-1.5688584651653542e-19,4.2902196652805876e-11,4.2902926757716554e-11,4.290246448397459e-11,4.2902199131308225e-11,4.24044577903533e-11
2.49,3.099990002823599e-05,4.3765559548479864e-13,8.580759564803575e-12,9.998792587358564e-07,4.805114732824613e-11,1.8886832658482467e-10,4.290220157647185e-11,9.999859182820728e-06,2.120715567533873e-11,2.8235934993862717e-14,1.0,-1.4478041448878488e-19,4.290219928301367e-11,4.290289029003924e-11,4.2902447571217274e-11,4.290220157647185e-11,4.241431135067746e-11
2.5,3.099990002823599e-05,4.376556156934425e-13,8.580752998037087e-12,9.998792539065795e-07,4.805115158399573e-11,1.8929735517128557e-10,4.290220386590194e-11,9.999858753796398e-06,2.1211984973667645e-11,2.8235936372013668e-14,1.0,-1.3325414459914071e-19,4.290220174895469e-11,4.2902855394594655e-11,4.2902431361479934e-11,4.290220386590194e-11,4.242396994733529e-11
2.51,3.099990002823599e-05,4.376556345584954e-13,8.580746738643506e-12,9.998792491728328e-07,4.80511556860318e-11,1.897263834687613e-10,4.2902206003106944e-11,9.999858324772202e-06,2.1216718740660643e-11,2.8235937659465838e-14,1.0,-1.2235023118521466e-19,4.290220405399645e-11,4.290282203601855e-11,4.290241583856927e-11,4.2902206003106944e-11,4.2433437481321286e-11
2.52,3.099990002823599e-05,4.3765565210181635e-13,8.58074078079432e-12,9.998792445326993e-07,4.8051159637267326e-11,1.9015541148253425e-10,4.2902207990979457e-11,9.999857895748141e-06,2.1221358892672913e-11,2.8235938857294362e-14,1.0,-1.1212061779674208e-19,4.2902206200823564e-11,4.29027901851683e-11,4.290240098904028e-11,4.2902207990979457e-11,4.2442717785345826e-11
2.53,3.0999900028235994e-05,4.376556683402044e-13,8.580735119773675e-12,9.998792399842962e-07,4.8051163440058726e-11,1.9058443921687938e-10,4.290220983186142e-11,9.99985746672421e-06,2.1225907313080404e-11,2.8235939966190813e-14,1.0,-1.0262610220874562e-19,4.2902208191504917e-11,4.290275981846458e-11,4.290238680190512e-11,4.290220983186142e-11,4.245181462616081e-11
2.54,3.0999900028235994e-05,4.3765568328593726e-13,8.580729751846693e-12,9.998792355257719e-07,4.805116709627167e-11,1.9101346667518353e-10,4.290221152760942e-11,9.999857037700406e-06,2.12303658534427e-11,2.8235940986497406e-14,1.0,-9.393641800868547e-20,4.290221002756056e-11,4.290273091723298e-11,4.290237326833364e-11,4.290221152760942e-11,4.24607317068854e-11
2.55,3.0999900028235994e-05,4.376556969473113e-13,8.580724674127822e-12,9.998792311553055e-07,4.805117060734695e-11,1.9144249386006466e-10,4.2902213079659884e-11,9.999856608676733e-06,2.1234736334665874e-11,2.823594191824121e-14,1.0,-8.613033557065529e-20,4.290221171002893e-11,4.2902703467045714e-11,4.290236038136386e-11,4.2902213079659884e-11,4.246947266933175e-11
2.56,3.0999900028235994e-05,4.3765570932918086e-13,8.580719884449158e-12,9.99879226871105e-07,4.805117397436632e-11,1.9187152077349127e-10,4.2902214489094384e-11,9.999856179653188e-06,2.123902054816532e-11,2.823594276116835e-14,1.0,-7.929574525811953e-20,4.290221323953372e-11,4.2902677457063245e-11,4.2902348135596784e-11,4.2902214489094384e-11,4.247804109633064e-11
2.57,3.099990002823599e-05,4.37655720849097e-13,8.58071530280631e-12,9.99879222672192e-07,4.805117723738446e-11,1.9230054748784355e-10,4.2902215795408244e-11,9.999855750629735e-06,2.1243219473706823e-11,2.8235943552108854e-14,1.0,-7.189952515905441e-20,4.290221466578267e-11,4.2902652487262535e-11,4.2902336361484784e-11,4.2902215795408244e-11,4.2486438947413646e-11
2.58,3.099990002823599e-05,4.3765573136274757e-13,8.580710955225295e-12,9.998792185565584e-07,4.8051180383366775e-11,1.9272957397958507e-10,4.290221698576797e-11,9.999855321606388e-06,2.124733511843668e-11,2.8235944277423902e-14,1.0,-6.46125607555059e-20,4.2902215971655785e-11,4.290262868777402e-11,4.290232511315525e-11,4.290221698576797e-11,4.249467023687336e-11
2.59,3.0999900028235994e-05,4.376557408142085e-13,8.580706851032112e-12,9.998792145223935e-07,4.8051183407640444e-11,1.9315860024028653e-10,4.2902218055582055e-11,9.999854892583153e-06,2.1251369293468507e-11,2.8235944931399456e-14,1.0,-5.776128546684487e-20,4.29022171505495e-11,4.290260610522787e-11,4.290231440950554e-11,4.2902218055582055e-11,4.2502738586937015e-11
2.6,3.0999900028235994e-05,4.3765574923575276e-13,8.580702982858817e-12,9.998792105680795e-07,4.8051186313891265e-11,1.9358762627662056e-10,4.290221900849816e-11,9.999854463560024e-06,2.125532361642178e-11,2.8235945516214896e-14,1.0,-5.133062667290564e-20,4.29022182063567e-11,4.2902584702784255e-11,4.29023042342009e-11,4.290221900849816e-11,4.251064723284356e-11
2.61,3.0999900028235994e-05,4.376557566620805e-13,8.580699342798234e-12,9.998792066920286e-07,4.805118910607497e-11,1.940166520957479e-10,4.290221984843071e-11,9.999854034536996e-06,2.1259199675261102e-11,2.8235946034224613e-14,1.0,-4.530265781885056e-20,4.2902219143268235e-11,4.290256444090721e-11,4.290229456973075e-11,4.290221984843071e-11,4.2518399350522204e-11
2.62,3.0999900028235994e-05,4.3765576313097957e-13,8.580695922249403e-12,9.998792028926816e-07,4.8051191788494455e-11,1.9444567770545782e-10,4.2902220579637364e-11,9.99985360551407e-06,2.1262999029230523e-11,2.823594648800305e-14,1.0,-3.9656216328812754e-20,4.2902219965854266e-11,4.290254527659183e-11,4.290228539706662e-11,4.2902220579637364e-11,4.2525998058461046e-11
2.63,3.0999900028235994e-05,4.376557686839864e-13,8.580692711763042e-12,9.998791991685068e-07,4.805119436587717e-11,1.9487470311430747e-10,4.290222120679562e-11,9.999853176491236e-06,2.1266723209787786e-11,2.823594688038986e-14,1.0,-3.4366525558506854e-20,4.290222067914586e-11,4.290252716259157e-11,4.2902276695313105e-11,4.290222120679562e-11,4.253344641957557e-11
2.64,3.0999900028235994e-05,4.376557733670468e-13,8.580689700886983e-12,9.998791955180002e-07,4.805119684345235e-11,1.9530372833176244e-10,4.2902221735079297e-11,9.999852747468498e-06,2.127037372153865e-11,2.8235947214534944e-14,1.0,-2.940480866990396e-20,4.290222128871639e-11,4.290251004664548e-11,4.29022684413716e-11,4.2902221735079297e-11,4.25407474430773e-11
2.65,3.0999900028235994e-05,4.3765577723117623e-13,8.580686878011625e-12,9.998791919396828e-07,4.8051199227028384e-11,1.957327533683363e-10,4.290222217023509e-11,9.999852318445844e-06,2.1273952043171133e-11,2.8235947493943595e-14,1.0,-2.4737901698113095e-20,4.2902221800763066e-11,4.290249387070539e-11,4.290226060958503e-11,4.290222217023509e-11,4.2547904086342265e-11
2.66,3.0999900028235994e-05,4.3765578033312104e-13,8.58068423021538e-12,9.998791884321008e-07,4.805120152307009e-11,1.961617782357309e-10,4.29022225186591e-11,9.999851889423273e-06,2.127745962838982e-11,2.8235947722521567e-14,1.0,-2.0327878735166126e-20,4.290222222218835e-11,4.2902478570163186e-11,4.290225317140408e-11,4.29022225186591e-11,4.255491925677964e-11
2.67,3.0999900028235994e-05,4.3765578273601883e-13,8.580681743110122e-12,9.998791849938249e-07,4.8051203738776015e-11,1.9659080294697606e-10,4.2902222787473434e-11,9.999851460400777e-06,2.1280897906850152e-11,2.8235947904620174e-14,1.0,-1.6131663381312075e-20,4.290222256068148e-11,4.290246407307805e-11,4.2902246095034e-11,4.2902222787473434e-11,4.2561795813700304e-11
2.68,3.0999900028235994e-05,4.376557844380272e-13,8.5806794168423e-12,9.998791816235246e-07,4.8051205874068876e-11,1.9701982750194053e-10,4.2902222976610957e-11,9.999851031378359e-06,2.128426820909034e-11,2.8235948040049814e-14,1.0,-1.2160219818635104e-20,4.29022228159854e-11,4.290245038018224e-11,4.290223938030521e-11,4.2902222976610957e-11,4.256853641818068e-11
2.69,3.0999900028235994e-05,4.3765578495850344e-13,8.580677358899773e-12,9.998791783204042e-07,4.8051207875139895e-11,1.974488518032931e-10,4.2902223032906866e-11,9.999850602356058e-06,2.128757133014005e-11,2.8235948095172763e-14,1.0,-8.820953885863186e-21,4.2902222929258014e-11,4.290243802891659e-11,4.29022332608917e-11,4.2902223032906866e-11,4.25751426602801e-11
2.7,3.0999900028235994e-05,4.376557847683145e-13,8.580675463309924e-12,9.99879175082695e-07,4.805120979502996e-11,1.9787787594699608e-10,4.29022230087892e-11,9.999850173333834e-06,2.1290809038901248e-11,2.8235948102812042e-14,1.0,-5.734979703942955e-21,4.29022229581002e-11,4.2902426489416525e-11,4.2902227505248227e-11,4.29022230087892e-11,4.2581618077802495e-11
2.71,3.0999900028235994e-05,4.3765578392035345e-13,8.580673717786466e-12,9.998791719090996e-07,4.8051211639883586e-11,1.9830689994417695e-10,4.290222291034322e-11,9.999849744311682e-06,2.1293982633420417e-11,2.823594806658926e-14,1.0,-2.869882132619989e-21,4.290222290897244e-11,4.2902415700250446e-11,4.2902222085905374e-11,4.290222291034322e-11,4.2587965266840833e-11
2.72,3.0999900028235994e-05,4.376557824733208e-13,8.580672108675735e-12,9.998791687983434e-07,4.805121341652911e-11,1.9873592380720162e-10,4.290222274433152e-11,9.999849315289596e-06,2.1297093388264526e-11,2.823594799052553e-14,1.0,-1.8939608749980022e-22,4.2902222789053685e-11,4.2902405593149834e-11,4.2902216972331076e-11,4.290222274433152e-11,4.259418677652905e-11
2.73,3.0999900028235994e-05,4.3765578049223245e-13,8.580670620836336e-12,9.998791657491742e-07,4.8051215132538906e-11,1.9916494754978353e-10,4.290222251825367e-11,9.99984888626757e-06,2.1300142555294315e-11,2.823594787907591e-14,1.0,2.346851953893588e-21,4.290222260630408e-11,4.290239609240752e-11,4.290221213066056e-11,4.290222251825367e-11,4.260028511058863e-11
2.74,3.0999900028235994e-05,4.3765577804892817e-13,8.58066923751883e-12,9.998791627603626e-07,4.8051216796289516e-11,1.995939711870925e-10,4.2902222240405775e-11,9.999848457245597e-06,2.1303131364437597e-11,2.8235947737163817e-14,1.0,4.783591136949128e-21,4.290222236952786e-11,4.290238711427607e-11,4.2902207523429154e-11,4.2902222240405775e-11,4.2606262728875195e-11
2.75,3.0999900028235994e-05,4.3765577522257945e-13,8.580667940245397e-12,9.998791598306997e-07,4.8051218417021875e-11,2.0002299473586389e-10,4.2902221919940147e-11,9.999848028223666e-06,2.1306061024462538e-11,2.8235947570215495e-14,1.0,7.170171186258703e-21,4.290222208843609e-11,4.2902378566366137e-11,4.290220310929645e-11,4.2902221919940147e-11,4.2612122048925076e-11
2.76,3.0999900028235994e-05,4.376557721001978e-13,8.580666708689508e-12,9.998791569589969e-07,4.805122000490146e-11,2.0045201821450735e-10,4.290222156692486e-11,9.999847599201777e-06,2.1308932723750963e-11,2.823594738419443e-14,1.0,9.560816860590718e-21,4.2902221773709517e-11,4.290237034704477e-11,4.2902198842783634e-11,4.290222156692486e-11,4.2617865447501925e-11
2.77,3.0999900028235994e-05,4.3765576877714293e-13,8.580665520555589e-12,9.99879154144086e-07,4.8051221571078456e-11,2.0088104164321622e-10,4.290222119240339e-11,9.999847170179914e-06,2.1311747631071643e-11,2.8235947185635795e-14,1.0,1.2014875945515154e-20,4.290222143706137e-11,4.29023623448338e-11,4.290219467399849e-11,4.290222119240339e-11,4.2623495262143286e-11
2.78,3.0999900028235994e-05,4.3765576535763053e-13,8.580664351458697e-12,9.998791513848173e-07,4.805122312774798e-11,2.0131006504407589e-10,4.290222080845423e-11,9.99984674115807e-06,2.1314506896353587e-11,2.8235946981680897e-14,1.0,1.4597093095422756e-20,4.290222109130017e-11,4.2902354437808155e-11,4.290219054836694e-11,4.290222080845423e-11,4.2629013792707174e-11
2.79,3.0999900028235994e-05,4.376557619552409e-13,8.580663174804185e-12,9.998791486800585e-07,4.805122468821021e-11,2.017390884411735e-10,4.290222042825047e-11,9.999846312136233e-06,2.131721165145935e-11,2.823594678011162e-14,1.0,1.7377852979388692e-20,4.2902220750392445e-11,4.2902346492994216e-11,4.2902186406366315e-11,4.290222042825047e-11,4.26344233029187e-11
2.8,3.0999900028236e-05,4.3765575669775563e-13,8.580662430062301e-12,9.998791460295025e-07,4.805122603267752e-11,2.0216811143647497e-10,4.2902219834110463e-11,9.999845883114582e-06,2.1319862201818965e-11,2.823594645216722e-14,1.0,1.9121488318339386e-20,4.290222018317853e-11,4.290234070774958e-11,4.290218323131708e-11,4.2902219834110463e-11,4.263972440363793e-11
2.81,3.0999900028236e-05,4.3765574855639994e-13,8.580662358728514e-12,9.998791434325215e-07,4.805122704037316e-11,2.0259713381125475e-10,4.2902218906415063e-11,9.999845454093215e-06,2.1322459174105665e-11,2.8235945927075842e-14,1.0,1.9146143793589722e-20,4.290221926261637e-11,4.290233828955512e-11,4.2902181563553874e-11,4.2902218906415063e-11,4.264491834821133e-11
2.82,3.0999900028236e-05,4.3765573980012674e-13,8.58066242828847e-12,9.998791408871746e-07,4.80512279776171e-11,2.0302615604781804e-10,4.290221790893371e-11,9.999845025071914e-06,2.1325004511885895e-11,2.8235945360804767e-14,1.0,1.8937140940633e-20,4.290221826874031e-11,4.2902336575831385e-11,4.2902180211499866e-11,4.290221790893371e-11,4.265000902377179e-11
2.83,3.0999900028235994e-05,4.3765573048023557e-13,8.580662626707123e-12,9.998791383924366e-07,4.805122885042785e-11,2.0345517815706527e-10,4.290221684762817e-11,9.999844596050679e-06,2.1327499239990505e-11,2.823594475683538e-14,1.0,1.8521099788674372e-20,4.2902217207838333e-11,4.290233550640297e-11,4.29021791481778e-11,4.290221684762817e-11,4.265499847998101e-11
2.84,3.0999900028235994e-05,4.376557206542028e-13,8.580662940482503e-12,9.998791359472992e-07,4.805122966555751e-11,2.0388420015122554e-10,4.290221572918693e-11,9.999844167029499e-06,2.1329944366727884e-11,2.8235944119067973e-14,1.0,1.7927798031972177e-20,4.290221608696344e-11,4.290233501375985e-11,4.2902178343319483e-11,4.290221572918693e-11,4.265988873345577e-11
2.85,3.0999900028235994e-05,4.3765571038605434e-13,8.58066335455718e-12,9.998791335507704e-07,4.805123043053605e-11,2.0431322204393684e-10,4.290221456106908e-11,9.999843738008372e-06,2.1332340884602307e-11,2.823594345184686e-14,1.0,1.7190343897661278e-20,4.290221491397978e-11,4.290233502261465e-11,4.290217776316685e-11,4.290221456106908e-11,4.2664681769204614e-11
2.86,3.0999900028235994e-05,4.3765569974673826e-13,8.580663852229747e-12,9.998791312018725e-07,4.805123115371558e-11,2.0474224385032615e-10,4.290221335154816e-11,9.999843308987288e-06,2.1334689771032308e-11,2.823594275998551e-14,1.0,1.6345340127847147e-20,4.2902213697608644e-11,4.290233544946012e-11,4.29021773702726e-11,4.290221335154816e-11,4.2669379542064616e-11
2.87,3.0999900028235994e-05,4.3765568881449744e-13,8.580664415066285e-12,9.998791288996428e-07,4.805123184431463e-11,2.051712655870898e-10,4.2902212109756e-11,9.999842879966242e-06,2.133699198906903e-11,2.823594204879166e-14,1.0,1.5433058463016325e-20,4.2902212447474654e-11,4.290233620212638e-11,4.290217712330377e-11,4.2902212109756e-11,4.267398397813806e-11
2.88,3.0999900028235994e-05,4.3765567767524215e-13,8.580665022811834e-12,9.99879126643132e-07,4.805123251246241e-11,2.0560028727257352e-10,4.290221084572664e-11,9.999842450945225e-06,2.1339248488114587e-11,2.8235941324092437e-14,1.0,1.449759393060771e-20,4.2902211174151735e-11,4.2902337179338334e-11,4.2902176976839445e-11,4.290221084572664e-11,4.2678496976229175e-11
2.89,3.0999900028235994e-05,4.3765566642292283e-13,8.580665653301855e-12,9.998791244314037e-07,4.805123316924309e-11,2.0602930892685267e-10,4.2902209570440085e-11,9.999842021924228e-06,2.1341460204640422e-11,2.8235940592259495e-14,1.0,1.3587046598565122e-20,4.290220988920927e-11,4.290233827027299e-11,4.290217688117725e-11,4.2902209570440085e-11,4.2682920409280844e-11
2.9,3.0999900028235994e-05,4.376556551599025e-13,8.580666282373718e-12,9.998791222635334e-07,4.805123382674008e-11,2.0645833057181229e-10,4.2902208295866275e-11,9.999841592903242e-06,2.134362806290567e-11,2.8235939860234118e-14,1.0,1.2753681518463554e-20,4.2902208605258126e-11,4.290233935411681e-11,4.2902176782127746e-11,4.2902208295866275e-11,4.268725612581134e-11
2.91,3.0999900028235994e-05,4.3765564399732976e-13,8.580666883778153e-12,9.998791201386087e-07,4.805123449808029e-11,2.0688735223122766e-10,4.2902207035008884e-11,9.999841163882252e-06,2.1345752975675513e-11,2.8235939135552355e-14,1.0,1.2054098362158232e-20,4.290220733599681e-11,4.290234029962309e-11,4.290217662082215e-11,4.2902207035008884e-11,4.269150595135103e-11
2.92,3.0999900028235994e-05,4.376556330555111e-13,8.580667429090732e-12,9.998791180557278e-07,4.805123519747843e-11,2.0731637393084398e-10,4.290220580194917e-11,9.999840734861253e-06,2.1347835844939528e-11,2.8235938426370138e-14,1.0,1.1549396211672276e-20,4.290220609625749e-11,4.290234096466925e-11,4.2902176333513786e-11,4.290220580194917e-11,4.2695671689879055e-11
2.93,3.099990002823599e-05,4.376556224642836e-13,8.580667887623343e-12,9.998791160139987e-07,4.805123594028124e-11,2.0774539569845706e-10,4.2902204611889857e-11,9.999840305840227e-06,2.1349877562630073e-11,2.82359377414884e-14,1.0,1.1305343195845755e-20,4.290220490205209e-11,4.2902341195814294e-11,4.2902175851371714e-11,4.2902204611889857e-11,4.269975512526015e-11
2.94,3.099990002823599e-05,4.376556123633878e-13,8.58066822633564e-12,9.998791140125393e-07,4.8051236743011807e-11,2.081744175639931e-10,4.2902203481198996e-11,9.999839876819164e-06,2.135187901134062e-11,2.8235937090378214e-14,1.0,1.1392547742571877e-20,4.290220377061839e-11,4.2902340827855975e-11,4.2902175100293785e-11,4.2902203481198996e-11,4.270375802268124e-11
2.95,3.099990002823599e-05,4.376556029028399e-13,8.58066840974654e-12,9.998791120504755e-07,4.8051237623413814e-11,2.0860343955958912e-10,4.2902202427453814e-11,9.999839447798049e-06,2.1353841065044116e-11,2.823593648320589e-14,1.0,1.1886620137510386e-20,4.2902202720466054e-11,4.290233968338837e-11,4.290217400069654e-11,4.2902202427453814e-11,4.270768213008823e-11
2.96,3.099990002823599e-05,4.376555942433051e-13,8.580668399845677e-12,9.998791101269416e-07,4.805123860049582e-11,2.0903246171967303e-10,4.290220146948456e-11,9.999839018776866e-06,2.1355764589811366e-11,2.8235935930858122e-14,1.0,1.2868339737355914e-20,4.290220177142281e-11,4.290233757235905e-11,4.2902172467324956e-11,4.290220146948456e-11,4.271152917962273e-11
2.97,3.099990002823599e-05,4.376555865564694e-13,8.580668156004868e-12,9.998791082410787e-07,4.8051239694575524e-11,2.0946148408104397e-10,4.290220062741839e-11,9.9998385897556e-06,2.1357650444529364e-11,2.8235935444967092e-14,1.0,1.4423830261042008e-20,4.29022009446804e-11,4.2902334291626504e-11,4.2902170409051024e-11,4.290220062741839e-11,4.271530088905873e-11
2.98,3.099990002823599e-05,4.376555800254128e-13,8.580667634889603e-12,9.998791063920346e-07,4.805124092732406e-11,2.0989050668295224e-10,4.29021999227232e-11,9.999838160734228e-06,2.1359499481619665e-11,2.8235935037935606e-14,1.0,1.6644718925073822e-20,4.290220026284078e-11,4.290232962451751e-11,4.29021677286711e-11,4.29021999227232e-11,4.271899896323933e-11
2.99,3.099990002823599e-05,4.376555748449821e-13,8.580666790370495e-12,9.998791045789629e-07,4.805124232181026e-11,2.103195295671797e-10,4.290219937825152e-11,9.99983773171274e-06,2.136131254775674e-11,2.8235934722962202e-14,1.0,1.9628306887970742e-20,4.2902199749962144e-11,4.2902323340384446e-11,4.29021643227177e-11,4.290219937825152e-11,4.272262509551348e-11
