Time,y1,y2,y3,y4,y5,y6,emax,k1,k1_prime,k1_double_prime,phi1,k2,k3,phi2,phi3,k4,k4_double_prime,k4i,k4a,phi4i,phi4a,k6,F6,phi6,compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15
0.1,0.17764147138815736,0.015508252129765096,3.3238306576838187e-08,0.0008963111484834001,8.179386278246154e-05,0.004378073150366058,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.609809049301494,0.017764147138815738,0.17764147138815736,5.073919386791294e-07,0.00015508252129765098,3.3238306576838187e-09,0.015987732424934162,0.0004378073150366058,7.331275108944174e-08,0.0001635877255649231,8.963111484834001e-06,8.179386278246155e-07,0.0,0.044,0.0004378073150366058
0.11,0.1934217424106471,0.01736215669835436,3.852074787004341e-08,0.00106942724239433,8.016700571969183e-05,0.004813477338837774,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.5830489924131796,0.019342174241064714,0.1934217424106471,5.56748846137264e-07,0.0001736215669835436,3.852074787004341e-09,0.01740795681695824,0.0004813477338837774,8.573277985782052e-08,0.00016033401143938366,1.06942724239433e-05,8.016700571969183e-07,0.0,0.044,0.0004813477338837774
0.12,0.20891030814176997,0.019372225080349338,4.4305223328632095e-08,0.0012570003267768685,7.85726481077666e-05,0.0052484463407505635,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.5546633818587625,0.020891030814176998,0.20891030814176997,6.088508097210956e-07,0.00019372225080349338,4.43052233286321e-09,0.018801927732759297,0.0005248446340750564,9.876584434718651e-08,0.0001571452962155332,1.2570003267768685e-05,7.85726481077666e-07,0.0,0.044,0.0005248446340750564
0.13,0.22409312532574216,0.021535451372791756,5.061706486322188e-08,0.0014587600352828037,7.701014893496944e-05,0.005682980591073464,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.52502376920087,0.022409312532574218,0.22409312532574216,6.633793270401941e-07,0.00021535451372791756,5.061706486322188e-09,0.020168381279316795,0.0005682980591073465,1.1233932757751e-07,0.00015402029786993888,1.4587600352828038e-05,7.701014893496944e-07,0.0,0.044,0.0005682980591073465
0.14,0.2389595850214576,0.02384870709999205,5.7478463222261014e-08,0.001674424958167637,7.547887924183708e-05,0.006117080524340763,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.4944451478142973,0.02389595850214576,0.2389595850214576,7.20029473309697e-07,0.0002384870709999205,5.747846322226102e-09,0.021506362651931184,0.0006117080524340764,1.2638371921705316e-07,0.00015095775848367415,1.674424958167637e-05,7.547887924183708e-07,0.0,0.044,0.0006117080524340764
0.15,0.25350202381737796,0.02630877235936737,6.490861033210656e-08,0.0019037054456358623,7.397822191338405e-05,0.006550746574652429,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.4631979724910258,0.025350202381737796,0.25350202381737796,7.785104799479936e-07,0.0002630877235936737,6.490861033210657e-09,0.022815182143564015,0.0006550746574652429,1.408327439149675e-07,0.0001479564438267681,1.9037054456358623e-05,7.397822191338405e-07,0.0,0.044,0.0006550746574652429
0.16,0.2677152409381062,0.02891236609501545,7.292384236832461e-08,0.0021463063326812985,7.250757147256666e-05,0.006983979175674549,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.4315158786627418,0.026771524093810624,0.2677152409381062,8.385461804301383e-07,0.0002891236609501545,7.292384236832461e-09,0.024094371684429558,0.000698397917567455,1.5562345981891168e-07,0.00014501514294513332,2.1463063326812985e-05,7.250757147256666e-07,0.0,0.044,0.000698397917567455
0.17,0.2815962733967686,0.03165616453684031,8.15377950434119e-08,0.002401928598815052,7.106633388691195e-05,0.00741677876063976,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.3996011933621522,0.028159627339676863,0.2815962733967686,8.998750234216459e-07,0.0003165616453684031,8.15377950434119e-09,0.025343664605709176,0.0007416778760639761,1.7069625977591307e-07,0.0001421326677738239,2.401928598815052e-05,7.106633388691195e-07,0.0,0.044,0.0007416778760639761
0.18,0.29514401709921556,0.03453682518153177,9.076154876982263e-08,0.0026702715265642303,6.965392637032602e-05,0.007849145762347682,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.3676288060033968,0.029514401709921558,0.29514401709921556,9.622501913036943e-07,0.0003453682518153177,9.076154876982263e-09,0.0265629615389294,0.0007849145762347682,1.8599489630008295e-07,0.00013930785274065204,2.6702715265642304e-05,6.965392637032603e-07,0.0,0.044,0.0007849145762347682
0.19,0.3083589992487786,0.03755100333889777,1.0060378002012556e-07,0.0029510341908445164,6.826977719336807e-05,0.008281080613165355,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.3357493169814785,0.03083589992487786,0.3083589992487786,1.0254394525335885e-06,0.0003755100333889777,1.0060378002012557e-08,0.02775230993239007,0.0008281080613165355,2.0146644669896636e-07,0.00013653955438673615,2.9510341908445163e-05,6.826977719336807e-07,0.0,0.044,0.0008281080613165355
0.2,0.32124314927248987,0.04069536622891865,1.1107090620176396e-07,0.0032439167278937122,6.691332549696653e-05,0.008712583745027664,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.3040916458440106,0.03212431492724899,0.32124314927248987,1.0892249146775572e-06,0.00040695366228918654,1.1107090620176396e-08,0.028911883434524086,0.0008712583745027664,2.1706125589860655e-07,0.00013382665099393305,3.243916727893712e-05,6.691332549696652e-07,0.0,0.044,0.0008712583745027664
0.21,0.3337995724576863,0.04396660772837873,1.2216723150207897e-07,0.0035486216626676656,6.558402110579871e-05,0.009143655589437779,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.2727652620985492,0.033379957245768636,0.3337995724576863,1.1534027716833454e-06,0.0004396660772837873,1.2216723150207897e-08,0.03004196152119177,0.0009143655589437779,2.327328780208907e-07,0.00013116804221159742,3.548621662667666e-05,6.558402110579871e-07,0.0,0.044,0.0009143655589437779
0.22,0.3460323839298671,0.04736145767532931,1.3389508760811568e-07,0.003864854746432913,6.428132434933828e-05,0.009574296577467577,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.241862238170698,0.034603238392986714,0.3460323839298671,1.2177828889941202e-06,0.0004736145767532931,1.3389508760811569e-08,0.03114291455368804,0.0009574296577467578,2.4843798151853367e-07,0.00012856264869867657,3.864854746432913e-05,6.428132434933829e-07,0.0,0.044,0.0009574296577467578
0.23,0.35794653517072983,0.05087669170381212,1.462549694313225e-07,0.004192325842082969,6.300470588226418e-05,0.010004507139758085,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.2114590888769956,0.035794653517072984,0.35794653517072983,1.282188398824525e-06,0.0005087669170381212,1.462549694313225e-08,0.032215188165365685,0.0010004507139758085,2.641362566430529e-07,0.00012600941176452835,4.192325842082969e-05,6.300470588226418e-07,0.0,0.044,0.0010004507139758085
0.24,0.369547671530083,0.054509138470594576,1.5924566674794124e-07,0.004530749574731166,6.175364650901298e-05,0.010434287706519899,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.1816184804519174,0.0369547671530083,0.369547671530083,1.3464552274495753e-06,0.0005450913847059457,1.5924566674794124e-08,0.03325929043770747,0.0010434287706519898,2.797903076588093e-07,0.00012350729301802596,4.530749574731166e-05,6.175364650901299e-07,0.0,0.044,0.0010434287706519898
0.25,0.3808420161954298,0.05825568464667308,1.7286438701017472e-07,0.00487984578112797,6.05276370122229e-05,0.01086363870753362,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.1523908168284729,0.038084201619542984,0.3808420161954298,1.410431573676942e-06,0.0005825568464667308,1.7286438701017474e-08,0.03427578145758868,0.0010863638707533621,2.953655341157411e-07,0.0001210552740244458,4.8798457811279706e-05,6.052763701222291e-07,0.0,0.044,0.0010863638707533621
0.26,0.3918361543985341,0.06211328843346747,1.8710690445106527e-07,0.005239340726316854,5.932617796710867e-05,0.011292560572150289,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.1238155920951327,0.03918361543985341,0.3918361543985341,1.4739776014904977e-06,0.0006211328843346748,1.8710690445106528e-08,0.035265253895868064,0.0011292560572150289,3.1083006035979407e-07,0.00011865235593421734,5.239340726316854e-05,5.932617796710867e-07,0.0,0.044,0.0011292560572150289
0.27,0.4025370831955161,0.06607897029413824,2.0196763459233445e-07,0.0056089662696057205,5.8148779594803683e-05,0.011721053729291804,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.095922878115023,0.040253708319551613,0.4025370831955161,1.5369645917941699e-06,0.0006607897029413825,2.0196763459233447e-08,0.03622833748759645,0.0011721053729291805,3.2615454336599124e-07,0.00011629755918960737,5.608966269605721e-05,5.814877959480368e-07,0.0,0.044,0.0011721053729291805
0.28,0.41295205212044117,0.07014982163005237,2.174397688325035e-07,0.005988460645638016,5.699496158465627e-05,0.01214911860745136,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.0687344667952552,0.04129520521204412,0.41295205212044117,1.5992745555901298e-06,0.0007014982163005238,2.174397688325035e-08,0.0371656846908397,0.0012149118607451361,3.413120844493646e-07,0.00011398992316931254,5.988460645638016e-05,5.699496158465628e-07,0.0,0.044,0.0012149118607451361
0.29,0.42308841516445317,0.07432301296032993,2.3351540109745345e-07,0.006377569200738082,5.5864252918855854e-05,0.012576755634693867,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.0422649191269193,0.04230884151644532,0.42308841516445317,1.6607998374829094e-06,0.0007432301296032993,2.3351540109745346e-08,0.03807795736480078,0.0012576755634693868,3.562781388375376e-07,0.00011172850583771171,6.377569200738082e-05,5.586425291885586e-07,0.0,0.044,0.0012576755634693868
0.3,0.43295373361541883,0.07859578217770674,2.50185566183842e-07,0.006776043336077636,5.4756191736597325e-05,0.013003965238656393,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,1.0165226985405285,0.043295373361541885,0.43295373361541883,1.7214422874441395e-06,0.0007859578217770674,2.50185566183842e-08,0.038965836025387696,0.0013003965238656393,3.7103032812575965e-07,0.00010951238347319465,6.776043336077636e-05,5.475619173659733e-07,0.0,0.044,0.0013003965238656393
0.31,0.44255554101656874,0.0829654484849555,2.674404082270038e-07,0.007183641762158756,5.367032514347044e-05,0.013430747846548574,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.9915109345481994,0.04425555410165688,0.44255554101656874,1.7811130383445637e-06,0.000829654484849555,2.674404082270038e-08,0.03982999869149118,0.0013430747846548575,3.855483890892734e-07,0.00010734065028694088,7.183641762158756e-05,5.367032514347044e-07,0.0,0.044,0.0013430747846548575
0.32,0.45190139512969324,0.08742940542872912,2.852692229911189e-07,0.0076001298720032836,5.260620907131007e-05,0.013857103885153052,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.9672282990220427,0.045190139512969324,0.45190139512969324,1.8397318323856225e-06,0.0008742940542872912,2.8526922299111894e-08,0.04067112556167239,0.0013857103885153053,3.998140210157138e-07,0.00010521241814262015,7.600129872003283e-05,5.260620907131008e-07,0.0,0.044,0.0013857103885153053
0.33,0.4609988416922919,0.09198512017987936,3.0366054267798276e-07,0.008025279676545285,5.1563408121494866e-05,0.014283033780825904,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.9436697186354319,0.046099884169229194,0.4609988416922919,1.8972265171759493e-06,0.0009198512017987937,3.036605426779828e-08,0.041489895752306265,0.0014283033780825905,4.1381077125084284e-07,0.00010312681624298973,8.025279676545285e-05,5.156340812149486e-07,0.0,0.044,0.0014283033780825905
0.34,0.4698552946533728,0.096630138791921,3.2260226066265683e-07,0.008458870278075315,5.054149539308904e-05,0.014708537959497062,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.9208269544917943,0.04698552946533728,0.4698552946533728,1.953532685834172e-06,0.00096630138791921,3.226022606626568e-08,0.042286976518803546,0.0014708537959497064,4.2752395319008134e-07,0.00010108299078617808,8.458870278075315e-05,5.054149539308905e-07,0.0,0.044,0.0014708537959497064
0.35,0.47847812345631896,0.10136207798020634,3.4208163797045635e-07,0.008900687130491408,4.954005235771086e-05,0.015133616846670734,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.8986892190926851,0.0478478123456319,0.47847812345631896,2.008593060090318e-06,0.0010136207798020634,3.4208163797045635e-08,0.043063031111068704,0.0015133616846670734,4.4094050646414765e-07,9.908010471542172e-05,8.900687130491409e-05,4.954005235771086e-07,0.0,0.044,0.0015133616846670734
0.36,0.48687453801788655,0.10617862942066221,3.6208543434126586e-07,0.009350522426371898,4.855866868425314e-05,0.01555827086742585,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.8772436124596704,0.048687453801788655,0.48687453801788655,2.062357154954412e-06,0.001061786294206622,3.620854343412659e-08,0.04381870842160979,0.0015558270867425852,4.5404892052687177e-07,9.711733736850629e-05,9.350522426371898e-05,4.855866868425314e-07,0.0,0.044,0.0015558270867425852
0.37,0.4950516002258535,0.11107755672587023,3.825999508720622e-07,0.009808174824964893,4.7596942099962234e-05,0.015982500446416466,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.8564755591033784,0.04950516002258535,0.4950516002258535,2.114780814434607e-06,0.0011107755672587023,3.8259995087206226e-08,0.044554644020326814,0.0015982500446416468,4.668391292501612e-07,9.519388419992447e-05,9.808174824964893e-05,4.7596942099962234e-07,0.0,0.044,0.0015982500446416468
0.38,0.5030162423058654,0.11605669203571432,4.0361106756768535e-07,0.010273449145486288,4.6654478253627765e-05,0.016406306007872195,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.8363691861461695,0.05030162423058654,0.5030162423058654,2.1658257659072835e-06,0.0011605669203571432,4.036110675676854e-08,0.045271461807527884,0.0016406306007872196,4.793024097478408e-07,9.330895650725553e-05,0.00010273449145486289,4.6654478253627766e-07,0.0,0.044,0.0016406306007872196
0.39,0.5107751910144546,0.12111393772731631,4.251043547388429e-07,0.010746156521190835,4.573089054816801e-05,0.016829687975598622,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.8169076114936205,0.05107751910144546,0.5107751910144546,2.2154592920262156e-06,0.0012111393772731632,4.251043547388429e-08,0.04596976719130091,0.0016829687975598623,4.9143130768406e-07,9.146178109633602e-05,0.00010746156521190836,4.573089054816801e-07,0.0,0.044,0.0016829687975598623
0.4,0.5183350352296842,0.12624726120299123,4.4706505216747254e-07,0.01122611393039449,4.4825800031978604e-05,0.01725264677297777,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.7980732404122244,0.05183350352296842,0.5183350352296842,2.2636537941081025e-06,0.0012624726120299124,4.4706505216747257e-08,0.046650153170671574,0.001725264677297777,5.032195381800728e-07,8.965160006395721e-05,0.0001122611393039449,4.4825800031978603e-07,0.0,0.044,0.001725264677297777
0.41,0.525702154556141,0.13145469580431077,4.694781895631518e-07,0.011713144278924273,4.3938835225036396e-05,0.01767518282296845,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.7798479730705968,0.052570215455614105,0.525702154556141,2.310386487401158e-06,0.0013145469580431077,4.6947818956315185e-08,0.04731319391005269,0.0017675182822968452,5.146619164387313e-07,8.787767045007279e-05,0.00011713144278924273,4.3938835225036396e-07,0.0,0.044,0.0017675182822968452
0.42,0.5328826993781033,0.1367343395354054,4.92328652981586e-07,0.012207076285369592,4.306963197025259e-05,0.018097296548106764,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.762213396506783,0.05328826993781033,0.5328826993781033,2.3556390725941875e-06,0.001367343395354054,4.92328652981586e-08,0.0479594429440293,0.0018097296548106765,5.257542830436663e-07,8.613926394050518e-05,0.0001220707628536959,4.306963197025259e-07,0.0,0.044,0.0018097296548106765
0.43,0.5398826626061544,0.1420843501863823,5.156011397669866e-07,0.01270774404227698,4.2217833341898016e-05,0.018518988370506473,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.7451509706175694,0.05398826626061544,0.5398826626061544,2.3993973666642257e-06,0.001420843501863823,5.156011397669866e-08,0.048589439634553894,0.0018518988370506474,5.36493420128347e-07,8.443566668379603e-05,0.0001270774404227698,4.2217833341898016e-07,0.0,0.044,0.0018518988370506474
0.44,0.5467078864630573,0.14750294300994654,5.392801923288147e-07,0.0132149868071805,4.1383089513707956e-05,0.01894025871185942,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.7286421656598372,0.054670788646305736,0.5467078864630573,2.4416509976463927e-06,0.0014750294300994655,5.392801923288147e-08,0.04920370978167516,0.001894025871185942,5.468769819640203e-07,8.276617902741591e-05,0.000132149868071805,4.138308951370796e-07,0.0,0.044,0.001894025871185942
0.45,0.5533639744281329,0.15298839207358222,5.633503496051902e-07,0.013728649124503839,4.0565057566058754e-05,0.019361107993435996,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.7126685530187701,0.055336397442813295,0.5533639744281329,2.482393172561452e-06,0.0015298839207358223,5.633503496051902e-08,0.04980275769853196,0.0019361107993435996,5.569034420397203e-07,8.113011513211751e-05,0.00013728649124503838,4.0565057566058755e-07,0.0,0.044,0.0019361107993435996
0.46,0.5598563347650605,0.1585390269331885,5.877961258856363e-07,0.014248580526286083,3.976340138517017e-05,0.019781536636085516,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.6972119103149843,0.05598563347650605,0.5598563347650605,2.521620385263471e-06,0.001585390269331885,5.877961258856363e-08,0.05038707012885544,0.0019781536636085516,5.665720266356328e-07,7.952680277034034e-05,0.00014248580526286084,3.976340138517017e-07,0.0,0.044,0.0019781536636085516
0.47,0.5661902313782254,0.16415323022265058,6.126019538528815e-07,0.014774635315312309,3.897779158837748e-05,0.020201545060236647,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.6822543050448694,0.05661902313782255,0.5661902313782254,2.5593321584709683e-06,0.0016415323022265058,6.126019538528814e-08,0.05095712082404029,0.002020154506023665,5.758826561145249e-07,7.795558317675496e-05,0.0001477463531531231,3.897779158837748e-07,0.0,0.044,0.002020154506023665
0.48,0.5723707212654647,0.16982943641064902,6.377523401290544e-07,0.015306672453444872,3.8207905319090516e-05,0.020621133685897856,2.0,1.0,1.0,10.0,0.1,1.0,0.4,0.01,0.1,0.09,0.1,1.0,2.0,0.01,0.01,0.0,0.044,0.1,1.0,0.6677781455966799,0.057237072126546475,0.5723707212654647,2.5955308107090328e-06,0.0016982943641064901,6.377523401290545e-08,0.05151336491389182,0.002062113368589786,5.848358918515526e-07,7.641581063818103e-05,0.00015306672453444873,3.820790531909052e-07,0.0,0.044,0.002062113368589786
