T,CA,H,HB,M,MB,MCA,N,V
9.75,7.4162759e-05,0.25824472,0.76752353,0.019509664,0.92325348,0.00028695745,0.055223994,-40.793713
9.8999996,7.3058625e-05,0.27648413,0.76608294,0.016760167,0.94293815,0.0002663591,0.051918581,-41.181076
10.05,7.1970928e-05,0.29828489,0.76042449,0.014184056,0.95187706,0.00024461135,0.048264917,-41.604694
10.2,7.0899427e-05,0.31666276,0.75094432,0.012414144,0.95826644,0.00022828937,0.045458447,-41.941963
10.35,6.9843882e-05,0.32704601,0.73923784,0.011568519,0.96188551,0.00021976377,0.043948896,-42.119843
10.5,6.8804045e-05,0.32586142,0.72775823,0.011735768,0.96243471,0.00022071286,0.044054125,-42.082752
10.65,6.7779692e-05,0.31147984,0.71932369,0.01311177,0.95941824,0.00023272647,0.046042815,-41.801273
10.8,6.677059e-05,0.28525132,0.71637475,0.016065666,0.95192569,0.00025727609,0.05011123,-41.285118
10.95,6.5776512e-05,0.25057888,0.72016907,0.021321386,0.93834889,0.0002964052,0.056473915,-40.563469
11.1,6.4797241e-05,0.20641738,0.73077512,0.031939462,0.91338205,0.0003623896,0.066761605,-39.523941
11.25,7.0174407e-05,0.005646992,0.75009149,0.99944752,0.45521885,0.65811747,0.8587743,-13.806579
11.4,7.0558584e-05,0.23785031,0.75304788,0.023646276,0.9004488,0.00031341659,0.059223123,-40.299717
11.55,6.9508111e-05,0.22082044,0.76047772,0.027278587,0.91678822,0.00033828957,0.063320734,-39.933842
11.7,6.8473288e-05,0.20228943,0.7697742,0.032643754,0.90516001,0.00036975171,0.06814684,-39.470081
11.85,6.7453868e-05,0.14819221,0.78251404,0.064084798,0.86021787,0.00050088333,0.086403914,-37.681862
12.0,7.4142823e-05,0.26908776,0.7870546,0.018269867,0.85368073,0.000310909,0.054414548,-40.958828
12.15,7.3038995e-05,0.28446248,0.7827071,0.015655329,0.94186151,0.00025807714,0.050600164,-41.355202
12.3,7.1951588e-05,0.32089612,0.77197438,0.011922686,0.95768511,0.0002247681,0.044953771,-42.045483
12.45,7.0880371e-05,0.35366508,0.7544558,0.0094921589,0.96683818,0.00019987978,0.040592641,-42.620979
12.6,6.982511e-05,0.37493563,0.73257202,0.0082604904,0.97198749,0.00018571482,0.038035478,-42.970627
12.75,6.878555e-05,0.37794054,0.71024072,0.0081686974,0.9735027,0.0001838219,0.037622131,-42.997562
12.9,6.7761466e-05,0.35744345,0.69232315,0.0094978735,0.97086304,0.00019726163,0.039892431,-42.61586
13.05,6.675264e-05,0.31384459,0.68381643,0.013077783,0.96210992,0.00023071017,0.045551188,-41.805862
13.2,6.5758824e-05,0.2562654,0.68752027,0.020583004,0.94332695,0.0002894043,0.055195838,-40.651867
13.35,6.4779815e-05,0.18557648,0.70249218,0.040348865,0.90163618,0.00040309038,0.072595924,-38.913174
13.5,7.1577015e-05,0.27401602,0.71960688,0.018305451,0.74607146,0.0021192201,0.07335759,-40.945576
13.65,7.05114e-05,0.20138486,0.73034173,0.033479165,0.90067893,0.00037148656,0.068163559,-39.402447
13.8,7.6267053e-05,0.0048363861,0.75006807,0.98453414,0.43504009,0.53741014,0.84635448,-21.902401
13.95,7.6094468e-05,0.25127125,0.75145638,0.020890104,0.90671742,0.0002956769,0.056494758,-40.617981
14.1,7.4961579e-05,0.25577918,0.75456166,0.019899903,0.93408406,0.00028993192,0.05573906,-40.743134
14.25,7.3845556e-05,0.26834756,0.75536293,0.017947799,0.94077027,0.00027524569,0.053344868,-41.006371
14.4,7.2746145e-05,0.28200313,0.75340152,0.016121617,0.94661212,0.00026057666,0.050906241,-41.279217
14.55,7.1663104e-05,0.29382345,0.74896127,0.014747318,0.95135427,0.00024883149,0.048919085,-41.505211
14.7,7.0596187e-05,0.30096924,0.74294978,0.014013485,0.95431048,0.00024211644,0.047755275,-41.634281
14.85,6.9545153e-05,0.30113751,0.73680085,0.014047737,0.95501274,0.00024196152,0.047689307,-41.62759
15.0,6.8509769e-05,0.29313594,0.73220509,0.014982744,0.95305675,0.00024949262,0.048913434,-41.463585
15.15,6.7489796e-05,0.27723643,0.73071796,0.017006114,0.94795179,0.00026555816,0.051548839,-41.141251
15.3,6.6485009e-05,0.25472191,0.73338586,0.020459402,0.93892097,0.00029123397,0.055719394,-40.669781
15.45,6.5495187e-05,0.22565801,0.74067479,0.026400948,0.92391676,0.00033084763,0.062002525,-40.016346
15.6,6.4520107e-05,0.17843129,0.75317138,0.042963788,0.89076453,0.00041874501,0.075117692,-38.750801
15.75,7.1299051e-05,0.27958199,0.76540548,0.0172773,0.74455673,0.0021888376,0.073079698,-41.09465
15.9,7.0237576e-05,0.24346243,0.76755834,0.022201875,0.92187774,0.0003055885,0.058184382,-40.462803
16.049999,6.9191883e-05,0.24659856,0.77052838,0.021543337,0.93069208,0.00030147284,0.057582509,-40.540157
16.200001,6.816176e-05,0.25253087,0.77226996,0.020488646,0.93398124,0.00029393152,0.056365907,-40.668411
16.35,6.7146975e-05,0.25902656,0.77264827,0.019422505,0.93724787,0.00028601789,0.055073064,-40.804714
16.5,6.6147295e-05,0.26482123,0.77179331,0.018543821,0.94014019,0.00027924226,0.053952098,-40.922585
16.65,6.5162494e-05,0.26852229,0.77009434,0.018026328,0.94210899,0.000275047,0.05324411,-40.994461
16.799999,6.4192362e-05,0.26885664,0.76818764,0.018013667,0.94267851,0.0002746729,0.053158995,-40.995983
16.950001,6.3236672e-05,0.26492238,0.76687264,0.01863521,0.94144112,0.00027912646,0.053864181,-40.909279
17.1,6.2295207e-05,0.25627238,0.76697922,0.02004713,0.93797028,0.00028933224,0.055503376,-40.722748
17.25,6.1367762e-05,0.24263331,0.76924825,0.022539128,0.93159503,0.0003066964,0.058279574,-40.423046
17.4,6.0454124e-05,0.22272873,0.77433032,0.026962474,0.92059058,0.00033532071,0.062780485,-39.962997
17.549999,5.9554095e-05,0.18822318,0.78316569,0.038190678,0.89689136,0.00039728172,0.07211259,-39.060486
17.700001,6.6418354e-05,0.25622833,0.79630291,0.01384303,0.58482367,0.034440126,0.2027376,-41.654694
17.85,6.5433742e-05,0.2492968,0.7935307,0.021099405,0.91737974,0.00029801438,0.056968838,-40.593269
18.0,6.4459564e-05,0.25955701,0.79224694,0.019267084,0.93603039,0.00028538928,0.055014972,-40.825703
18.15,6.3499894e-05,0.27314153,0.78854817,0.01728279,0.94288093,0.00026995185,0.052465953,-41.102383
18.299999,6.2554514e-05,0.28429937,0.78267932,0.015871082,0.94786555,0.00025822833,0.050490879,-41.318703
18.450001,6.1623206e-05,0.29004362,0.77564895,0.01523452,0.95064378,0.00025249622,0.049494762,-41.422215
18.6,6.0705763e-05,0.28826916,0.76896149,0.015504557,0.95075619,0.00025424591,0.049743462,-41.377068
18.75,5.980198e-05,0.27814168,0.76428539,0.016841829,0.94775134,0.00026459881,0.051420674,-41.166279
18.9,5.891165e-05,0.26008683,0.76305312,0.019536996,0.94094139,0.00028476579,0.054691635,-40.787743
19.049999,5.803458e-05,0.23449111,0.76619983,0.024362469,0.92874312,0.00031790524,0.059978455,-40.222828
19.200001,5.7170571e-05,0.19583236,0.77443033,0.035394061,0.90428621,0.00038199994,0.069780529,-39.258026
19.35,6.4048865e-05,0.15133059,0.79001278,0.014867313,0.48955551,0.10801549,0.38171169,-41.544296
19.5,6.3136395e-05,0.23759584,0.78816849,0.023527557,0.90869659,0.0003135798,0.059352223,-40.313488
19.65,6.2196428e-05,0.23032622,0.79131496,0.02492203,0.92201763,0.00032387726,0.061110094,-40.166531
19.799999,6.1270453e-05,0.22422642,0.79512388,0.026348788,0.91905051,0.00033300093,0.062542334,-40.023472
19.950001,6.035827e-05,0.21405104,0.79990673,0.029006902,0.91267234,0.00034922542,0.065052256,-39.775845
20.1,5.9459664e-05,0.19362745,0.80653673,0.035677478,0.89835894,0.000386256,0.07062836,-39.239346
20.25,6.1235194e-05,0.015428611,0.81853837,1.0,0.55379027,0.830001,0.74128878,21.528807
20.4,6.5362226e-05,0.26124719,0.81445128,0.01910256,0.90151554,0.00028395501,0.054645337,-40.847282
20.549999,6.4389118e-05,0.28563991,0.8074609,0.015531122,0.94460958,0.0002568858,0.050393019,-41.375244
20.700001,6.3430496e-05,0.31701145,0.79467106,0.012303604,0.9571287,0.00022800178,0.045476764,-41.965458
20.85,6.2486142e-05,0.34105036,0.77694416,0.010411708,0.96449602,0.00020897391,0.042140275,-42.386909
21.0,6.1555853e-05,0.35115612,0.75718158,0.0097731389,0.96781987,0.00020163885,0.040792551,-42.54575
21.15,6.063941e-05,0.34263587,0.73937327,0.010465695,0.96706641,0.0002077988,0.041781593,-42.371651
21.299999,5.9736612e-05,0.31447816,0.72775483,0.012921648,0.9612807,0.00023015423,0.045531273,-41.837265
21.450001,5.8847254e-05,0.27137882,0.72539037,0.018074324,0.94826829,0.00027191133,0.052430399,-40.984253
21.6,5.7971145e-05,0.21820129,0.73281801,0.028701155,0.92276686,0.00034254286,0.063630499,-39.799278
21.75,5.8974489e-05,0.020323478,0.75050539,1.0,0.59023404,0.78135347,0.69147211,28.141033
21.9,6.3953121e-05,0.22669913,0.75604868,0.0264672,0.88738787,0.00033007987,0.061647061,-40.008736
22.049999,6.3001004e-05,0.17482616,0.76748455,0.044740897,0.88560337,0.00042715063,0.076341681,-38.644325
22.200001,6.9795038e-05,0.27698615,0.77780139,0.017675946,0.76337194,0.0014352235,0.067221001,-41.03764
22.35,6.8755944e-05,0.24921466,0.77833509,0.021073202,0.92498177,0.00029810893,0.057022385,-40.596611
22.5,6.7732311e-05,0.25918821,0.778476,0.019340953,0.93637139,0.00028582712,0.055076845,-40.815838
22.65,6.6723915e-05,0.27130628,0.77633631,0.017546143,0.94225729,0.00027195885,0.052791141,-41.063831
22.799999,6.5730535e-05,0.2817916,0.77210432,0.016183522,0.94692975,0.0002607932,0.05091805,-41.269173
22.950001,6.4751941e-05,0.28802729,0.7665692,0.015463425,0.94982958,0.00025448561,0.049833767,-41.384426
23.1,6.3787913e-05,0.28795943,0.76098448,0.015524449,0.95045871,0.0002545529,0.049806729,-41.373962
23.25,6.283824e-05,0.28053126,0.75682396,0.016504502,0.94839638,0.0002620976,0.051022768,-41.21793
23.4,6.1902712e-05,0.26583451,0.75544798,0.01861087,0.94311857,0.00027808844,0.053621497,-40.911789
23.549999,6.098111e-05,0.24444181,0.75782841,0.022296153,0.93364215,0.00030430482,0.057836663,-40.450146
23.700001,6.0073231e-05,0.21462944,0.76458609,0.029250482,0.91680944,0.00034829968,0.064718992,-39.75238
23.85,5.9178874e-05,0.14765462,0.77708787,0.065630585,0.86334902,0.00050296087,0.086468153,-37.614624
24.0,6.6003857e-05,0.25470546,0.78283268,0.020808548,0.85404378,0.00032038998,0.056789033,-40.62524
24.15,6.5021195e-05,0.23969732,0.78483641,0.022908878,0.92452264,0.00031065149,0.059021909,-40.382675
24.299999,6.4053165e-05,0.24127489,0.78694201,0.022575667,0.92825419,0.00030851312,0.058700137,-40.420277
24.450001,6.3099549e-05,0.24329889,0.78848666,0.022193581,0.92955518,0.00030580483,0.05826135,-40.463898
24.6,6.2160128e-05,0.24465688,0.78957754,0.021951187,0.93044662,0.00030400947,0.057964511,-40.491898
24.75,6.1234699e-05,0.2446789,0.79044718,0.021966828,0.93067622,0.00030398052,0.057948414,-40.489952
24.9,6.032304e-05,0.24267438,0.79143101,0.022372548,0.92986906,0.00030663642,0.058360863,-40.442986
25.049999,5.9424958e-05,0.23791048,0.79295444,0.023345206,0.92755365,0.0003131041,0.05937916,-40.333862
25.200001,5.8540245e-05,0.22940119,0.79552668,0.025208555,0.92296135,0.00032523568,0.061285228,-40.136749
25.35,5.7668709e-05,0.21495329,0.79979885,0.028859474,0.91422504,0.00034773795,0.064774737,-39.788509
25.5,5.6810146e-05,0.18531662,0.80693173,0.039239988,0.89309865,0.00040339364,0.073076643,-38.990299
25.65,6.3709136e-05,0.25936711,0.81777436,0.013926687,0.58973223,0.032041993,0.19539943,-41.639244
25.799999,6.2764295e-05,0.25596836,0.81239527,0.019867117,0.91996282,0.00028971082,0.0556776,-40.747505
25.950001,6.1829865e-05,0.27562752,0.80696547,0.016866108,0.94230962,0.00026727447,0.052077372,-41.165104
26.1,6.0909344e-05,0.29697442,0.79760498,0.014337364,0.95149738,0.00024584008,0.048464358,-41.577301
26.25,6.0002527e-05,0.31198335,0.78524566,0.012875495,0.95717663,0.00023228716,0.046119433,-41.84927
26.4,5.910921e-05,0.31628203,0.77205288,0.012547703,0.9593842,0.00022860851,0.045432653,-41.913795
26.549999,5.8229198e-05,0.30742374,0.76081443,0.013478548,0.95781016,0.00023628467,0.04667202,-41.731686
26.700001,5.7362282e-05,0.28569439,0.75420839,0.015981933,0.95171851,0.00025682661,0.050057448,-41.29863
26.85,5.6508277e-05,0.25370181,0.75398362,0.02075219,0.93957657,0.00029250197,0.055855948,-40.632713
27.0,5.5666991e-05,0.21116605,0.76069981,0.030486675,0.91654253,0.00035414362,0.065506525,-39.644379
27.15,5.7026391e-05,0.018111872,0.77614576,1.0,0.5755682,0.80398571,0.71373892,25.522812
27.299999,6.1707688e-05,0.2330204,0.77866977,0.024836302,0.89061362,0.00032069243,0.060262982,-40.173023
27.450001,6.0788996e-05,0.20386557,0.78549129,0.032274988,0.9061603,0.00036689412,0.067649223,-39.498917
27.6,5.9883983e-05,0.12890385,0.79725856,0.093912236,0.84233475,0.00057384942,0.095168948,-36.602165
27.75,6.6679509e-05,0.25829679,0.79926008,0.019893464,0.873339,0.00029546337,0.055494901,-40.741932
27.9,6.5686785e-05,0.26527703,0.79656655,0.018332615,0.93604237,0.00027872625,0.0539563,-40.952843
28.049999,6.4708845e-05,0.28687531,0.79039031,0.015465409,0.94751686,0.00025563891,0.050125957,-41.385281
28.200001,6.3745465e-05,0.30579793,0.78047591,0.013442888,0.95481074,0.00023773487,0.047073435,-41.740383
28.35,6.2796425e-05,0.31687742,0.76828587,0.012447795,0.95898747,0.00022810631,0.045383964,-41.934528
28.5,6.1861516e-05,0.31650603,0.75621098,0.01255482,0.95981187,0.00022841958,0.045377512,-41.912067
28.65,6.0940522e-05,0.30313176,0.74701315,0.013943838,0.95684034,0.00024014198,0.047303077,-41.645397
28.799999,6.0033242e-05,0.27799338,0.74307263,0.016994556,0.94917136,0.00026476494,0.051358264,-41.142265
28.950001,5.9139471e-05,0.24382491,0.74566549,0.02257905,0.9349519,0.00030513669,0.057877827,-40.416893
29.1,5.8259011e-05,0.19700725,0.75509536,0.035171188,0.90676713,0.00037976485,0.06936413,-39.273655
29.25,6.5153043e-05,0.22319268,0.77148557,0.013546559,0.54570401,0.057334594,0.26626006,-41.716743
29.4,6.4194668e-05,0.22812615,0.77276504,0.025713943,0.90695876,0.00032715619,0.061442062,-40.084846
29.549999,6.3238949e-05,0.20489453,0.78026712,0.031888362,0.90719312,0.00036503532,0.067393936,-39.530365
29.700001,6.2297462e-05,0.14702162,0.79189193,0.065572701,0.8599655,0.00050479552,0.086852603,-37.6185
29.85,6.9065318e-05,0.26369631,0.79571998,0.01914566,0.85514122,0.00031165843,0.055216119,-40.839058
30.0,6.8037079e-05,0.27044389,0.79255724,0.017554726,0.93711162,0.00027291692,0.053018644,-41.063492
30.15,6.702415e-05,0.29679018,0.78513432,0.014308401,0.9506942,0.00024601759,0.048531193,-41.582897
30.299999,6.6026296e-05,0.32031456,0.77296841,0.012062421,0.95891094,0.00022523965,0.044958957,-42.014992
30.450001,6.5043292e-05,0.33472741,0.75779688,0.010935615,0.96361238,0.00021374943,0.042925663,-42.262272
30.6,6.4074928e-05,0.33540976,0.74253249,0.010958511,0.96475679,0.00021322609,0.042768072,-42.256054
30.75,6.3120984e-05,0.31997031,0.73063737,0.012335501,0.9618901,0.00022552551,0.044806506,-41.955658
30.9,6.2181243e-05,0.28983653,0.72521579,0.015544672,0.95387083,0.00025271522,0.049326185,-41.368546
31.049999,6.1255494e-05,0.24953754,0.72787118,0.021579962,0.93849802,0.00029773416,0.05664809,-40.532211
31.200001,6.0343529e-05,0.19716722,0.73857522,0.035241924,0.9078598,0.0003794826,0.069270536,-39.267937
31.35,6.7214278e-05,0.25251862,0.7558229,0.013934718,0.58148873,0.036557365,0.2092485,-41.637264
31.5,6.6218337e-05,0.22303054,0.75938863,0.027004622,0.90609467,0.00033488037,0.062621154,-39.958576
31.65,6.5232489e-05,0.1887619,0.7697053,0.037878782,0.89617956,0.00039614923,0.071977176,-39.082233
31.799999,7.2005409e-05,0.22147268,0.7849831,0.013308906,0.54169065,0.059421599,0.27126706,-41.764259
31.950001,7.0945876e-05,0.2581436,0.78183794,0.019537318,0.91895992,0.00028709162,0.055232931,-40.79007
32.099998,6.988964e-05,0.27737126,0.77897805,0.01663097,0.94294649,0.000265418,0.051771212,-41.200851
32.25,6.8849127e-05,0.3004719,0.77173281,0.013947447,0.95251763,0.00024258037,0.047926001,-41.647392
32.400002,6.7824105e-05,0.31914529,0.76063615,0.012193719,0.95898956,0.0002262084,0.045100823,-41.987282
32.549999,6.681434e-05,0.32853648,0.74755508,0.011454065,0.96236944,0.00021857784,0.043737646,-42.144882
32.700001,6.5819608e-05,0.32509443,0.73521954,0.011815857,0.962403,0.00022133088,0.04414783,-42.065372
32.849998,6.4839689e-05,0.30760577,0.72663134,0.013514215,0.95852119,0.00023612668,0.046602938,-41.724457
33.0,6.3874359e-05,0.27814588,0.72421002,0.017008869,0.9496159,0.00026460781,0.051308706,-41.139854
33.150002,6.2923398e-05,0.24019083,0.72898579,0.023340899,0.93349934,0.00031001668,0.058633532,-40.33168
33.299999,6.1986604e-05,0.18770231,0.74097204,0.038932201,0.90017581,0.00039846741,0.072094217,-39.008392
33.450001,6.8821282e-05,0.28220055,0.75580472,0.016237924,0.68886042,0.0067774281,0.1004018,-41.249439
33.599998,6.7796849e-05,0.22629412,0.7601797,0.026081529,0.91186655,0.0003298755,0.061910957,-40.048626
33.75,6.6787499e-05,0.2039804,0.76904345,0.032169629,0.90670079,0.00036667992,0.067648262,-39.507671
33.900002,6.5793174e-05,0.14443538,0.78189063,0.068450168,0.85733342,0.00051347847,0.087958656,-37.500423
34.049999,7.2506715e-05,0.26552916,0.78621435,0.018803928,0.85952944,0.00030325665,0.054708838,-40.885345
34.200001,7.1427239e-05,0.27652836,0.78307986,0.016700814,0.93951851,0.00026631629,0.051943753,-41.190559
34.349998,7.0363829e-05,0.30669349,0.77480686,0.013264893,0.9537704,0.000236942,0.047009531,-41.775063
34.5,6.9316258e-05,0.33384565,0.76095635,0.010930219,0.96238166,0.00021443221,0.043109667,-42.264435
34.650002,6.8284273e-05,0.35111856,0.74348468,0.0097369216,0.96733147,0.00020166636,0.040833384,-42.555664
34.799999,6.7267662e-05,0.35303506,0.72567672,0.0096827745,0.96871549,0.00020031506,0.040526327,-42.568703
34.950001,6.6266177e-05,0.33614475,0.7115432,0.010995952,0.96606094,0.00021266988,0.042589474,-42.246277
35.099998,6.5279608e-05,0.30154893,0.70489937,0.014258054,0.95797551,0.00024160248,0.047438998,-41.587494
35.25,6.4307729e-05,0.25542569,0.70779699,0.020603944,0.94184226,0.00029040509,0.055428959,-40.650066
35.400002,6.3350322e-05,0.19819403,0.71990782,0.0349789,0.90944642,0.00037754182,0.068936728,-39.286999
35.549999,7.0180184e-05,0.26034147,0.73863572,0.014125291,0.5944556,0.030797856,0.19166128,-41.601906
35.700001,6.9138718e-05,0.21980487,0.74419695,0.027885528,0.9051643,0.00033993687,0.063379832,-39.875633
35.849998,6.8109395e-05,0.17530189,0.75703794,0.044337284,0.88602215,0.00042598956,0.0762266,-38.668678
36.0,7.4826596e-05,0.28147957,0.76857418,0.016958846,0.75254387,0.0018435988,0.070068479,-41.143127
36.150002,7.3712596e-05,0.26001942,0.76851672,0.019187959,0.92885476,0.00028484111,0.054912418,-40.83633
36.299999,7.2615163e-05,0.27965692,0.7664085,0.016348278,0.94443709,0.00026301338,0.051362257,-41.244324
36.450001,7.1534072e-05,0.30115601,0.76006889,0.013886733,0.95293403,0.00024194928,0.04781042,-41.658352
36.599998,7.0469076e-05,0.31843716,0.75011712,0.012262984,0.95889258,0.00022679879,0.045196339,-41.972881
36.75,6.9419933e-05,0.32707477,0.73830718,0.011576642,0.96202797,0.00021974061,0.043935914,-42.117943
36.900002,6.8386413e-05,0.32375786,0.7271809,0.011927185,0.96202928,0.00022241297,0.044335719,-42.041683
