Time,ADP,NAD,ATP,NADH,pyruvate,lactate,CoA,halfglucose,AcCoA,AcP,Ac,AcO,EtOH,AcLac,AcetoinIn,AcetoinOut,Butanediol,O2,PO4,compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14
0.0,4.9,6.33,0.1,3.67,1.0,0.1,1.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01,0.2,10.0,1.0,2317.159322414287,1895.6469198924008,1.3528328496322817,0.0,-1.3861670607485486,0.0,-0.18021010063616708,0.050186500365198096,0.0,0.0,-0.01758925279340804,0.00035472272850531133,54.534281317607466,0.0
0.01,0.9323084375696187,7.748624560775799,4.067691562430377,2.2513754392242014,0.09596287013036861,0.1,0.9712203281546393,30.0,0.02877967184536078,0.014903735085951187,1.0,0.0015519906985943066,1.0,5.742117471416113e-05,2.3744009153988136e-05,0.0,0.01,0.2,10.0,1.0,268.4398342824922,267.2413569347399,0.6631936423066525,-3.933043106699041,-4.233501160669073,1.2381743250374637,1.0561715260692022,0.00018107260028054506,0.0006086608124477435,0.0009497558559571778,-0.001016879772660345,259.24000691273216,50.89181495286572,1.722635241424834e-08
0.02,0.9046015701571986,8.250696482582036,4.095398429842799,1.7493035174179623,0.10624482325219388,0.1,0.9411941704917065,30.0,0.05880582950829354,0.016481973695108412,1.0,0.003188414523904232,1.0,5.3582084214171054e-05,3.208135785465797e-05,0.0,0.01,0.2,10.0,1.0,283.3844316898621,281.0940439270962,1.076143071884358,-3.6708414061208896,-3.7986075363064002,1.9566412326687765,1.8095616401976913,0.000231161252923097,0.0005679668671738791,0.0012832460805309739,-0.001750376029174979,277.18767875867576,48.48716374479061,1.6074625264251313e-08
0.03,0.882116035335538,8.71622284827435,4.117883964664461,1.2837771517256482,0.12035393291490944,0.1,0.9123524545738297,30.0,0.08764754542617015,0.017793640998471465,1.0,0.004580824870221348,1.0,5.074486157129967e-05,4.534033864377048e-05,0.0,0.01,0.2,10.0,1.0,298.13151246842466,294.64799142209534,1.834871899106671,-3.330013926315023,-3.4696095661253783,2.0487871716978234,1.9143622603629908,0.00031178546631767075,0.0005378925592451228,0.0018135970999294843,-0.002949162708421795,292.57993504456914,45.02761298459132,1.52234584713899e-08
0.04,0.8633359631743514,9.112255584229379,4.136664036825646,0.8877444157706168,0.14023543975164926,0.1,0.8762419804965159,30.0,0.12375801950348389,0.019377230613782857,1.0,0.005906885603457652,1.0,4.920271065743449e-05,6.688681790743476e-05,0.0,0.01,0.2,10.0,1.0,310.69909268498776,305.12699412961723,3.185597284416962,-2.847274360836544,-3.0299840484368428,1.8011489096310997,1.669925228820934,0.0004499748506651306,0.0005215458179766064,0.0026754369260048915,-0.004857236274713781,306.01453817831214,40.217334369707636,1.4760813197230347e-08
0.05,0.8493488260654966,9.404469290357364,4.1506511739345004,0.5955307096426334,0.16877125027913412,0.1,0.8256748943379999,30.0,0.17432510566200024,0.021563584655764193,1.0,0.007217369205184462,1.0,4.962293891717643e-05,0.00010006223510002787,0.0,0.01,0.2,10.0,1.0,319.84944664215726,311.2586664797157,5.284548218523616,-2.0878662841985443,-2.347692438575922,1.4394329659668674,1.3067608565110533,0.0007018243517555302,0.0005260000160280308,0.004002409305996926,-0.0073700102418715425,316.3665291882939,34.37612005011949,1.4886881675152927e-08
0.06,0.8404553359329507,9.580210641091114,4.159544664067049,0.4197893589088811,0.20426603984205963,0.1,0.7585343728129091,30.0,0.241465627187091,0.024628555265568914,1.0,0.008629331903520387,1.0,5.314504445004991e-05,0.00014195850695741753,0.0,0.01,0.2,10.0,1.0,325.1038585701635,313.9250257650889,7.551755238467257,-0.9791945111178626,-1.3311761607251378,1.1944009881043427,1.040749934097283,0.001109615034865734,0.0005633336776311174,0.005678179065132237,-0.009387303393115637,323.1031096199432,29.01617932407684,1.594351333501497e-08
0.07,0.8352788778769521,9.67065021098133,4.164721122123048,0.3293497890186648,0.23837518947447087,0.1,0.6833857443689839,30.0,0.31661425563101625,0.028494654232480293,1.0,0.010324035976448166,1.0,6.070688686876884e-05,0.00018185992596666774,0.0,0.01,0.2,10.0,1.0,327.52077693277903,315.43607806238305,8.958069481046667,0.36995556416548675,-0.04290034725832027,1.1225607346057498,0.9386909360940126,0.0016074075930870033,0.000643487924147426,0.0072741324640284355,-0.010240286060818065,327.0795101687834,25.33967212232716,1.821206606063065e-08
0.08,0.832006653482703,9.71868883660003,4.167993346517297,0.28131116339996654,0.2665671845880175,0.1,0.6126723012316271,30.0,0.3873276987683728,0.032710656977618394,1.0,0.012236823909126057,1.0,7.226025374839465e-05,0.0002138487919097322,0.0,0.01,0.2,10.0,1.0,328.56029876500753,316.56907246744447,9.442422448875258,1.7478651572301156,1.3253921448190789,1.1242067319048195,0.9297959293008552,0.002102036079510551,0.0007659515169698202,0.008553585841589542,-0.010610976628939473,329.6141606151311,23.027024028959442,2.1678076124518394e-08
0.09,0.8296562452834549,9.748165750192737,4.170343754716545,0.2518342498072603,0.2899190713737778,0.1,0.5530297246209883,30.0,0.4469702753790115,0.03681930600836446,1.0,0.014136985831898399,1.0,8.722176506445768e-05,0.00023922078391852545,0.0,0.01,0.2,10.0,1.0,329.0382992896592,317.3983592658009,9.48122185693284,3.005348355764056,2.6106856334194597,1.1297079151001397,0.9469785055666428,0.0025714442626952726,0.0009245404339855251,0.009568373565975962,-0.010935270486549497,331.4448260084592,21.45563416648578,2.61665295193373e-08
0.1,0.8278522490301334,9.76851399627981,4.172147750969866,0.23148600372019007,0.3099969867695301,0.1,0.505529994935538,30.0,0.49447000506446165,0.04053990230251947,1.0,0.01585237960262138,1.0,0.00010502848700278224,0.00026025568638766305,0.0,0.01,0.2,10.0,1.0,329.28229868629836,318.02050962870453,9.380997268533372,4.079816869893719,3.7323630287083907,1.1218782470887028,0.9627097052681353,0.003019826401006966,0.0011132873721469703,0.010409685619531326,-0.01123312724637684,332.85560486152434,20.293869412615553,3.150854610083467e-08
0.11,0.8264412053214062,9.783459490286567,4.173558794678592,0.2165405097134346,0.3275219361679136,0.1,0.46881003266923865,30.0,0.5311899673307607,0.04374645700745797,1.0,0.0173092353566772,1.0,0.00012519531739009666,0.000278201163903533,0.0,0.01,0.2,10.0,1.0,329.41950561357913,318.51442964407494,9.263151683596753,4.961106664938053,4.667593139114657,1.1028779253617178,0.9707936742335118,0.003445988969469786,0.0013270500584209905,0.011127427423489227,-0.011461776813756524,333.962531429141,19.396721394617725,3.7558595217029e-08
0.12,0.8253374613976369,9.794746560980345,4.174662538602362,0.20525343901965637,0.3427403059264289,0.1,0.4408649757935061,30.0,0.5591350242064932,0.04641412588774378,1.0,0.01849790339561419,1.0,0.0001472428754092191,0.00029360665568845055,0.0,0.01,0.2,10.0,1.0,329.5035613984179,318.9198735770754,9.16538915138542,5.66479653684155,5.424152976126448,1.0782223072439063,0.9721628727368871,0.0038429742839133484,0.0015607469159945287,0.011743576629086046,-0.011607141518956674,334.83049880014465,18.692870755545158,4.417286262276573e-08
0.13,0.8244783443610585,9.803373057772966,4.17552165563894,0.1966269422270361,0.35577237025721253,0.1,0.41976301111087033,30.0,0.5802369888891291,0.048577313597834404,1.0,0.01944120785567696,1.0,0.00017066752017472973,0.00030676935129997856,0.0,0.01,0.2,10.0,1.0,329.55909907781904,319.2581646679553,9.094428563329657,6.216820335327147,6.023731467148177,1.0523955059790442,0.9691721338483787,0.004203193030991496,0.0018090392898490915,0.012270021238707973,-0.011672906744531251,335.5073765903514,18.13886826464476,5.1200256052418916e-08
0.14,0.8238130099958614,9.810000818388382,4.176186990004137,0.18999918161161905,0.36675311465785587,0.1,0.40387580519911465,30.0,0.5961241948008847,0.05029964487450162,1.0,0.020175388089997182,1.0,0.00019495434527535413,0.00031792096762536885,0.0,0.01,0.2,10.0,1.0,329.5982276971848,319.5411359633628,9.046817449311341,6.645039143755833,6.492429715108621,1.0281446813796604,0.9638767160137715,0.004521459975881403,0.002066469203464807,0.012716030166491777,-0.011671681954858324,336.03234815116366,17.703393201810652,5.8486303582606234e-08
