Time,sul_ex,eth_ex,oxy_ex,oxy,H2O,A3c,aps,PPi,pap,sul,eth,A2c,hyd,cys,N2,N1,aco,oah,S1,S2,C1,C2,A2m,A3m,Ho,Hm,k_v0,k2,k3,k4,k5,k6,k7,k8,k9,k_v10,k11,k12,k_v13,k14,k15,k16,k17,k18,n,m,Ka,Kc,a,Ac,Am,S,N,Kh,c0,c1,c2,v1,v13,v2,v10,v14,v3,v4,v5,v6,v7,v15,v17,v18,v8,v9,v11a,v11a2,v16,v11b,vLEAK,v12
1.74,0.0,0.0,0.0,7.381195218520961,0.0,1.449265863086652,0.4261262873941466,0.0,0.37547647808920936,0.2558000105847003,6.746586605515539,0.550734136913348,0.6068009383048741,0.3695523764730279,1.9684625570157552,0.03153744298424477,0.29753257957540064,1.417694832570514,1.7836757711319016,0.21632422886809843,0.0,0.0,0.6580156798543115,1.3419843201456885,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008532841591105605,4.0,0.07414444462352208,80.0,73.8119521852096,0.12351405633683772,0.14782227763175107,0.08602585546337595,0.044346285176763346,2.1277009040971575,1.4876628978770032,0.012136018766097482,1.417694832570514,0.6436350583978467,0.5625257293445117,6.049835349160245,6.049835349160245,7.3907657630668195,7.202983485597895,0.0,7.246329315433259
1.75,0.0,0.0,0.0,7.382573789360024,0.0,1.4487329831816194,0.4256324476714728,0.0,0.3752328841626276,0.255144789530309,6.765321056508444,0.5512670168183806,0.6072967591685132,0.36996922487567674,1.9685887036620722,0.03141129633792783,0.29749840131999716,1.4175338848463162,1.7844844124085009,0.21551558759149914,0.0,0.0,0.6598936523328871,1.340106347667113,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.00849465417441281,4.0,0.07392733441589819,80.0,73.82573789360025,0.12332555313079746,0.14773584340101753,0.08608637342787202,0.04439630698508121,2.125075045272097,1.487492006599986,0.012145935183370265,1.4175338848463162,0.6411554276801081,0.5605296868857643,6.036720864794228,6.036720864794228,7.38756428497825,7.199727116224269,0.0,7.243664915908097
1.76,0.0,0.0,0.0,7.383945747905259,0.0,1.4481987929419324,0.4251383252767753,0.0,0.3749882718650524,0.2544913557589817,6.784082847328714,0.5518012070580676,0.6077910101455358,0.3703861767806528,1.9687137016952099,0.03128629830479013,0.2974633742385974,1.4173722263801627,1.785288275847641,0.21471172415235906,0.0,0.0,0.661772187681348,1.338227812318652,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008456670063983306,4.0,0.07371081484486264,80.0,73.8394574790526,0.12313696189983614,0.1476489097591474,0.08614660972238261,0.04444634121367833,2.122488396859361,1.4873168711929872,0.012155820202910717,1.4173722263801627,0.6386887395494768,0.5585506155821374,6.023671045766465,6.023671045766465,7.384357221561093,7.196470121560471,0.0,7.240993964709662
1.77,0.0,0.0,0.0,7.385311071169081,0.0,1.4476633015357303,0.42464392697773706,0.0,0.37474264470387836,0.25383970540040707,6.802871649821916,0.5523366984642697,0.6082836899976584,0.3708032292410218,1.968837855760544,0.03116214423945607,0.29742769867671626,1.417209846701952,1.7860874277467271,0.21391257225327287,0.0,0.0,0.6636512096126634,1.3363487903873366,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008418888268806867,4.0,0.0734948851961621,80.0,73.85311071169082,0.1229482858611377,0.14756150101216386,0.08620656350528792,0.04449638750892262,2.11992067594257,1.4871384933835814,0.012165673799953168,1.417209846701952,0.6362352408330775,0.5565831404772258,6.010686594340043,6.010686594340043,7.381144788792619,7.193213467861069,0.0,7.238316507678651
1.78,0.0,0.0,0.0,7.386669694771987,0.0,1.447126518023292,0.42414925950338944,0.0,0.374496005833979,0.2531898345865264,6.821686979274649,0.552873481976708,0.6087747978852267,0.3712203792940479,1.9689616303453241,0.03103836965467588,0.29739171492572386,1.4170467379039342,1.7868819779632248,0.2131180220367752,0.0,0.0,0.6655306154931682,1.3344693845068318,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008381307802223716,4.0,0.07327954474481864,80.0,73.86669694771987,0.12275952820545953,0.1474736532409367,0.08626623414613875,0.04454644551528574,2.117340421312158,1.4869585746286194,0.012175495957704535,1.4170467379039342,0.6337953405509479,0.5546190336130097,5.997768667599589,5.997768667599589,7.377927352036066,7.189958507759835,0.0,7.2356325901164595
1.79,0.0,0.0,0.0,7.388021667099954,0.0,1.446588444761927,0.4236543295415103,0.0,0.3742483596938917,0.25254173942347297,6.840528640152072,0.553411555238073,0.6092643317291065,0.3716376239941518,1.9690855604613213,0.030914439538678673,0.2973555321018716,1.41688286757041,1.787671870744764,0.21232812925523592,0.0,0.0,0.6674103817613055,1.3325896182386945,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008343927678965609,4.0,0.07306479241401473,80.0,73.88021667099954,0.12257069153762207,0.1473854082199154,0.08632561934487061,0.044596514879298214,2.1147110905858106,1.486777660509358,0.012185286634582132,1.41688286757041,0.6313694385488564,0.5526487396313561,5.9849186555582685,5.9849186555582685,7.374704931235859,7.186707402823966,0.0,7.232942223809635
1.8,0.0,0.0,0.0,7.389366963376203,0.0,1.446049085739083,0.4231591437421228,0.0,0.37399971001316673,0.2518954160263445,6.859396213864226,0.5539509142609169,0.609752290204705,0.37205496037291197,1.9692102866747279,0.03078971332527214,0.2973194504165943,1.4167182120431807,1.7884571417724167,0.21154285822758334,0.0,0.0,0.6692904359604035,1.3307095640395965,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008306746918776847,4.0,0.0728506272093523,80.0,73.89366963376203,0.122381778586086,0.14729681523425864,0.08638471743680444,0.04464659524474943,2.1119884300933665,1.4865972520829716,0.0121950458040941,1.4167182120431807,0.628958063477806,0.5506608268970831,5.972138224464099,5.972138224464099,7.371477796154806,7.183462343809021,0.0,7.230245428695415
1.81,0.0,0.0,0.0,7.390705671355862,0.0,1.4455084636127453,0.4226637087158977,0.0,0.37375006073484984,0.2512508605202872,6.878290472314121,0.5544915363872547,0.6102386717914945,0.37247238546766354,1.9693336734857323,0.030666326514267706,0.2972826137404376,1.4165527836105811,1.7892378745969648,0.21076212540303518,0.0,0.0,0.6711707447419228,1.3288292552580772,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008269764543854944,4.0,0.07263704907441211,80.0,73.90705671355862,0.12219279364215643,0.14720771601449548,0.08644352891930654,0.044696686256119625,2.109319014839615,1.486413068702188,0.01220477343582989,1.4165527836105811,0.6265591551730417,0.548693528740849,5.95942084950291,5.95942084950291,7.3682457534438255,7.18021592175926,0.0,7.227542318063726
1.82,0.0,0.0,0.0,7.392037732154514,0.0,1.4449665825625257,0.4221680310359111,0.0,0.3734994152853754,0.25060806902073474,6.897210948567707,0.5550334174374743,0.6107234755553456,0.37288989628744035,1.9694562834579767,0.030543716542023258,0.2972453597824159,1.416386560270295,1.790014151616754,0.20998584838324597,0.0,0.0,0.6730512116549205,1.3269487883450795,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008232979581880762,4.0,0.07242405701109694,80.0,73.92037732154515,0.12200373941462216,0.14711815406033257,0.08650205228181555,0.04474678755449284,2.106664561435914,1.4862267989120794,0.012214469511106912,1.416386560270295,0.6241731905189378,0.5467368485319238,5.946767977957546,5.946767977957546,7.365009207596851,7.176969895086303,0.0,7.224832912812628
1.83,0.0,0.0,0.0,7.393363118315075,0.0,1.4444234545590737,0.42167211723674125,0.0,0.37324777704232154,0.24996703764833317,6.916157641378028,0.5555765454409263,0.6112067006436932,0.37330748983598255,1.9695775098641295,0.030422490135870506,0.2972075695378392,1.416219535549029,1.7907860952100472,0.20921390478995283,0.0,0.0,0.6749317460300934,1.3250682539699066,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008196391063962322,4.0,0.07221165040918069,80.0,73.93363118315075,0.12181461925406652,0.1470280854538675,0.08656028697100657,0.0447968987803179,2.104067376229485,1.4860378476891962,0.012224134012873865,1.416219535549029,0.6217995615614279,0.5448017231698172,5.934177609946817,5.934177609946817,7.3617684301404065,7.173721911404019,0.0,7.222117272795368
1.84,0.0,0.0,0.0,7.394681845647696,0.0,1.4438790918796307,0.421175973811313,0.0,0.3729951499400266,0.24932776250766236,6.9351302891547775,0.5561209081203693,0.6116883456865067,0.3737251631294648,1.9696977030215146,0.03030229697848541,0.29716938392040093,1.4160517038872997,1.7915537268111736,0.20844627318882636,0.0,0.0,0.6768123003662239,1.3231876996337761,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.00815999802310472,4.0,0.07199982866198876,80.0,73.94681845647696,0.12162543651763955,0.14693753801500714,0.08661823241573814,0.044847019575535774,2.1015037760645745,1.4858469196020048,0.012233766913730133,1.4160517038872997,0.6194385058402712,0.5428819308274451,5.921650578839908,5.921650578839908,7.35852345134038,7.170473313001617,0.0,7.219395459398154
1.85,0.0,0.0,0.0,7.395993954519773,0.0,1.4433335078510425,0.42067960721221237,0.0,0.37274153821279776,0.24869023969374582,6.954128482585031,0.5566664921489575,0.6121684090531566,0.37414291318869053,1.9698177435545607,0.03018225644543926,0.2971310891912303,1.4158830623026772,1.7923170136664266,0.2076829863335734,0.0,0.0,0.6786928517266824,1.3213071482733176,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008123799494937129,4.0,0.07178859120509816,80.0,73.95993954519773,0.12143619463180025,0.14684657914627788,0.08667588816551414,0.04489714958264286,2.098912892159148,1.4856554459561515,0.012243368181063133,1.4158830623026772,0.6170907193578207,0.5409617173800395,5.909189266426693,5.909189266426693,7.355274152806502,7.167227483869951,0.0,7.216667539255212
1.86,0.0,0.0,0.0,7.397299422687265,0.0,1.4427867193764599,0.4201830238573826,0.0,0.3724869452300116,0.24805446532108533,6.9731521732953645,0.5572132806235401,0.6126468900195755,0.374560737002413,1.9699371119074056,0.030062888092594386,0.29709260100200496,1.4157136160803294,1.7930760809666362,0.20692391903336382,0.0,0.0,0.6805733156006217,1.3194266843993783,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008087794520897489,4.0,0.0715779376494581,80.0,73.97299422687266,0.12124689730577476,0.1467551714219242,0.08673325440499811,0.04494728844028956,2.0963309343840986,1.4854630050100248,0.01225293780039151,1.4157136160803294,0.6147556531515034,0.5390504556360769,5.896791924539466,5.896791924539466,7.352020713564179,7.163982423563321,0.0,7.213933596882299
1.87,0.0,0.0,0.0,7.398598260155455,0.0,1.4422387445308897,0.41968623012408873,0.0,0.37223137474754886,0.2474204354926966,6.992201136845321,0.5577612554691103,0.613123787513022,0.3749786315678705,1.970055939256093,0.029944060743906986,0.29705400915575786,1.4155433733778056,1.7938309844511273,0.20616901554887268,0.0,0.0,0.6824536389670643,1.3175463610329357,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008051982144713279,4.0,0.07136786765125455,80.0,73.98598260155455,0.12105754832621357,0.1466633261197738,0.086790331447436,0.044997435788144455,2.0937489557531177,1.4852700457787893,0.01226247575026044,1.4155433733778056,0.6124333263248841,0.5371458396270703,5.88445872191909,5.88445872191909,7.3487631246848775,7.160738652966435,0.0,7.211193722654449
1.8800000000000001,0.0,0.0,0.0,7.399890520756948,0.0,1.441689586140763,0.4191892323411593,0.0,0.3719748312009603,0.2467881462874195,7.011275552711749,0.558310413859237,0.6135990997960897,0.37539659393419367,1.9701737664489334,0.029826233551066617,0.2970150708850845,1.415372312309634,1.7945817016017935,0.20541829839820647,0.0,0.0,0.6843337792980522,1.3156662207019478,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.008016361408753588,4.0,0.07115838009711119,80.0,73.99890520756948,0.12086815017771803,0.14657101084228044,0.08684711767095014,0.04504759127210324,2.091199421260643,1.4850753544254225,0.012271981995921794,1.415372312309634,0.6101233045983673,0.5352561295844562,5.872188129210963,5.872188129210963,7.345501521807226,7.157494692447763,0.0,7.208447930703815
1.8900000000000001,0.0,0.0,0.0,7.401176235674346,0.0,1.4411392639586171,0.41869203680651124,0.0,0.37171731854184886,0.24615759379916816,7.030375208604329,0.5588607360413829,0.614072825672364,0.37581462110358826,1.9702907958026767,0.029709204197323258,0.2969758665567159,1.4152004458838316,1.7953282613347172,0.20467173866528277,0.0,0.0,0.6862136983291722,1.3137863016708278,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007980931362523105,4.0,0.07094947470911149,80.0,74.01176235674346,0.12067870674973398,0.1464782422726913,0.0869036136696674,0.04509775453243059,2.088668526562251,1.4848793327835794,0.01228145651344728,1.4152004458838316,0.6078256694979204,0.5333777391721846,5.85998053031557,5.85998053031557,7.342235795528451,7.154251413974335,0.0,7.205696319793086
1.9000000000000001,0.0,0.0,0.0,7.402455462597536,0.0,1.4405877924124915,0.4181946497748731,0.0,0.37145884107342797,0.24552877410914092,7.049500053421025,0.5594122075875085,0.6145449636203398,0.3762327101019794,1.9704070371492326,0.0295929628507674,0.296936344494412,1.415027777159388,1.7960706496291667,0.20392935037083326,0.0,0.0,0.6880933685739719,1.3119066314260281,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007945691056633137,4.0,0.07074115093352654,80.0,74.02455462597536,0.1204892214635799,0.14638502289247618,0.08695981938361864,0.045147925212237525,2.086155931973712,1.4846817224720599,0.012290899272406798,1.415027777159388,0.6055403583423539,0.531510520118296,5.847835757249024,5.847835757249024,7.3389658483472635,7.151009085128956,0.0,7.202938962062458
1.9100000000000001,0.0,0.0,0.0,7.403728227320766,0.0,1.4400351826548483,0.417697077462666,0.0,0.37119940289147146,0.24490168330158815,7.068649991907989,0.5599648173451517,0.615015512363247,0.37665085794769376,1.9705224809011468,0.02947751909885321,0.29689649338166074,1.4148543018005935,1.7968088860963616,0.20319111390363842,0.0,0.0,0.6899727427950995,1.3100272572049005,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007910639545493472,4.0,0.07053340804913646,80.0,74.03728227320767,0.12029969744766932,0.14629135365894533,0.08701573433412362,0.04519810295372325,2.0836626513957635,1.4844824669083037,0.012300310247264941,1.4148543018005935,0.6032672920430385,0.5296546825689465,5.835753579039851,5.835753579039851,7.335691737979122,7.147767773840312,0.0,7.200175913274242
1.92,0.0,0.0,0.0,7.40499452809815,0.0,1.4394814425863778,0.41719932604775006,0.0,0.37093900792432766,0.24427631746284476,7.087824892708399,0.5605185574136222,0.6154844708278078,0.3770690616539359,1.97063710199093,0.029362898009070104,0.2968563357930641,1.4146800082362667,1.797543018110757,0.202456981889243,0.0,0.0,0.691851756717665,1.308148243282335,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007875775887106855,4.0,0.07032624517022075,80.0,74.0499452809815,0.12011013754105597,0.14619723431827752,0.08707135762599774,0.0452482873984723,2.0811907943074495,1.4842816789653204,0.012309689416556156,1.4146800082362667,0.6010063779936341,0.5278107230770221,5.8237337149209685,5.8237337149209685,7.332413662077785,7.144527383074405,0.0,7.197407212931889
1.93,0.0,0.0,0.0,7.406254437177218,0.0,1.438926583118375,0.4167014016649805,0.0,0.3706776607349775,0.2436526726611434,7.107024750147599,0.5610734168816249,0.6159518373316962,0.37748731826377024,1.9707509336991686,0.02924906630083135,0.2968157892326128,1.4145048935946516,1.798273000636828,0.20172699936317207,0.0,0.0,0.6937303921861584,1.3062696078138416,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007841099140182415,4.0,0.0701196615479918,80.0,74.06254437177218,0.1199205448156856,0.14610266919897613,0.08712668881243012,0.045298478191652426,2.078738381187165,1.4840789461630641,0.012319036746633925,1.4145048935946516,0.5987575852550671,0.5259780622262151,5.811776070388771,5.811776070388771,7.329131522247322,7.141288326422961,0.0,7.194632915591876
1.94,0.0,0.0,0.0,7.407508002482384,0.0,1.438370611605272,0.41620331041038067,0.0,0.37041536575592193,0.24303074496595276,7.126249529854101,0.5616293883947281,0.6164176103572019,0.37790562481825407,1.970863997753887,0.029136002246112902,0.29677479964872494,1.4143289471950953,1.7989988111270991,0.20100118887290086,0.0,0.0,0.6956086160170571,1.3043913839829429,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007806608366840686,4.0,0.06991365625511246,80.0,74.07508002482385,0.11973092202942363,0.1460076617166369,0.08718172698890178,0.045348674978190485,2.076304223081901,1.4838739982436246,0.012328352207144039,1.4143289471950953,0.5965208755691067,0.524156334017536,5.799880512586112,5.799880512586112,7.325845352136931,7.138050877391401,0.0,7.19185305802636
1.95,0.0,0.0,0.0,7.408755133738671,0.0,1.4378135517625665,0.41570505836771626,0.0,0.3701521258607046,0.24241053046113412,7.145498735391773,0.5621864482374335,0.6168817900377258,0.37832397825850994,1.9709764849518883,0.029023515048111737,0.2967337049251543,1.4141521886091242,1.799720620153793,0.20027937984620703,0.0,0.0,0.6974862873398104,1.3025137126601896,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007772302640632899,4.0,0.06970822915739422,80.0,74.08755133738671,0.11954127329147024,0.1459122271852801,0.08723647334949641,0.04539887739102119,2.073874900729065,1.4836685246257715,0.012337635800754516,1.4141521886091242,0.5942964240187729,0.522342185014306,5.788047346116124,5.788047346116124,7.322555579009849,7.1348151990957716,0.0,7.189067758812833
1.96,0.0,0.0,0.0,7.409995900049631,0.0,1.4372554077428035,0.41520665155084624,0.0,0.36988794577340256,0.24179202520647744,7.164772399962036,0.5627445922571965,0.6173443746273972,0.3787423756427469,1.971088413972045,0.02891158602795496,0.29669239759138305,1.4139746018131332,1.8004383702656837,0.19956162973431635,0.0,0.0,0.6993633883156232,1.3006366116843768,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007738181028682391,4.0,0.06950337915541879,80.0,74.09995900049631,0.11935160105444713,0.14581636887637478,0.08729092662953518,0.04544908507712962,2.071449336122197,1.4834619879569153,0.012346887492547944,1.4139746018131332,0.5920841839311816,0.5205352882996734,5.776276432900618,5.776276432900618,7.319262197171063,7.1315816600565025,0.0,7.186277038714017
1.97,0.0,0.0,0.0,7.411230321596228,0.0,1.436696188610169,0.41470809594383845,0.0,0.3696228296970192,0.24117522526443833,7.184070395841076,0.563303811389831,0.6178053629553436,0.37916081399680945,1.9711998707787963,0.028800129221203674,0.2966509088510847,1.413796179849827,1.801152069014273,0.19884793098572695,0.0,0.0,0.7012398627428467,1.2987601372571533,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007704242604050595,4.0,0.06929910538492351,80.0,74.11230321596227,0.1191619081656586,0.14572009482713147,0.08734508620370007,0.045499297679617134,2.069021557344468,1.4832545442554235,0.012356107259106873,1.413796179849827,0.5898841945007367,0.5187341233464943,5.7645678105345235,5.7645678105345235,7.315965353981345,7.1283506143226685,0.0,7.183480943050845
1.98,0.0,0.0,0.0,7.412458415694232,0.0,1.436135903037235,0.414209397492138,0.0,0.3693567818354517,0.24056012669425642,7.203392586486758,0.5638640969627651,0.6182647538857615,0.3795792903468264,1.9713109555947277,0.028689044405272313,0.29660927978064017,1.4136169151838474,1.8018617244481012,0.19813827555189878,0.0,0.0,0.7031156517258197,1.2968843482741803,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007670486443052819,4.0,0.06909540695696152,80.0,74.12458415694232,0.11897219742277612,0.14562341411108753,0.08739895141548909,0.04554951484161917,2.0665844978232797,1.4830463989032008,0.01236529507771523,1.4136169151838474,0.5876965120842672,0.5169369102485213,5.752921554726031,5.752921554726031,7.312665219047648,7.125122449869714,0.0,7.180679515186174
1.99,0.0,0.0,0.0,7.413680192903176,0.0,1.4355745743229817,0.4137105621145734,0.0,0.36908980595597585,0.23994672558000135,7.222738926268873,0.5644254256770183,0.618722546742108,0.3799978016940246,1.9714213045223496,0.02857869547765035,0.2965674102768199,1.4134368256506111,1.8025674335752688,0.19743256642473117,0.0,0.0,0.7049907107900726,1.2950092892099274,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007636911627287855,4.0,0.06889228368694075,80.0,74.13680192903176,0.11878247282011005,0.14552630134872616,0.08745252324256271,0.04559973620328295,2.064164562884094,1.4828370513840994,0.01237445093484216,1.4134368256506111,0.5855206492888874,0.5151502576207734,5.741336410722117,5.741336410722117,7.309361693180061,7.121895992977531,0.0,7.177872871614909
2.0,0.0,0.0,0.0,7.414895667544529,0.0,1.4350122135452725,0.41321159568154014,0.0,0.3688219062005397,0.23933501798080492,7.24210929751302,0.5649877864547275,0.6191787405177002,0.38041634506171107,1.9715309260634892,0.02846907393651077,0.2965253141412873,1.4132559080172982,1.8032692216607331,0.1967307783392669,0.0,0.0,0.7068649826576403,1.2931350173423597,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.007603517239858862,4.0,0.0686897347863065,80.0,74.14895667544529,0.11859273731630823,0.14542875885681028,0.08750580131553494,0.04564996140740533,2.061761450471902,1.4826265707064366,0.012383574810354004,1.4132559080172982,0.5833565584831107,0.5133740479889364,5.729812195924021,5.729812195924021,7.306054910353555,7.118671317863255,0.0,7.175061067726363
2.0100000000000002,0.0,0.0,0.0,7.4161048533931195,0.0,1.434448830558455,0.41271250402393705,0.0,0.36855308675343174,0.2387249999512473,7.261503577252625,0.5655511694415449,0.6196333341990784,0.380834917476028,1.9716398584542751,0.02836014154572486,0.2964830145898533,1.4130741570057521,1.8039671080552593,0.19603289194474072,0.0,0.0,0.7087384083991624,1.2912615916008376,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0075703023669578505,4.0,0.06848775940102679,80.0,74.1610485339312,0.11840299375079766,0.14533079115988445,0.08755878513760262,0.04570019009712336,2.0593726928567184,1.4824150729492667,0.012392666683981568,1.4130741570057521,0.581204227625437,0.5116076252827909,5.718348812314173,5.718348812314173,7.302745031848044,7.11544859527272,0.0,7.172244152792276
