Time,n,c,a,m,vt,Gat,Tt,Gmt,alt,Bat,A,t1,default_compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
2.47,0.03922978082475339,0.03200483394437321,0.001798216753608513,0.041736136999002145,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.03200483394437321,0.003922978082475339,0.003922978082475339,0.001798216753608513,7.505062078250579e-08,0.03200483394437321,0.00041736136999002147,0.01935872986826511,0.00032325382247339534,0.03200483394437321
2.48,0.03950983698053037,0.031879833643665874,0.0018194974287837591,0.04205137372149032,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.031879833643665874,0.003950983698053037,0.003950983698053037,0.0018194974287837591,7.651236636307658e-08,0.031879833643665874,0.00042051373721490324,0.01887278643271596,0.00033094752681012254,0.031879833643665874
2.49,0.039788346403788026,0.031751331571905725,0.0018408442282583433,0.04236531152716151,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.031751331571905725,0.003978834640378803,0.003978834640378803,0.0018408442282583433,7.798793920314194e-08,0.031751331571905725,0.00042365311527161513,0.018389293800898605,0.00033875595278834154,0.031751331571905725
2.5,0.040065275765191706,0.031619388424466266,0.0018622549469549082,0.04267791566870481,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.031619388424466266,0.004006527576519171,0.004006527576519171,0.0018622549469549082,7.947715957976992e-08,0.031619388424466266,0.0004267791566870481,0.01790844536341935,0.0003466791206525367,0.031619388424466266
2.51,0.04034059253935686,0.03148406676643356,0.0018837273614501352,0.04298915216126867,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.03148406676643356,0.004034059253935686,0.004034059253935686,0.0018837273614501352,8.097984217172501e-08,0.03148406676643356,0.0004298915216126867,0.017430433453241915,0.00035471700842371816,0.03148406676643356
2.52,0.04061426489130558,0.03134543053570488,0.0019052592372758186,0.0432989876797101,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.03134543053570488,0.004061426489130558,0.004061426489130558,0.0019052592372758186,8.249579624145953e-08,0.03134543053570488,0.000432989876797101,0.016955449268756955,0.00036286955401131126,0.03134543053570488
2.53,0.04088626167322875,0.031203544958208245,0.0019268483305311176,0.04360738955726042,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.031203544958208245,0.004088626167322875,0.004088626167322875,0.0019268483305311176,8.402482576722733e-08,0.031203544958208245,0.00043607389557260423,0.01648368279730527,0.000371136655329886,0.031203544958208245
2.54,0.04115655243901907,0.031058476529515877,0.0019484923885783284,0.04391432580052966,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.031058476529515877,0.0041156552439019075,0.0041156552439019075,0.0019484923885783284,8.556672957188095e-08,0.031058476529515877,0.0004391432580052966,0.01601532273918526,0.00037951817010903544,0.031058476529515877
2.55,0.04142510745880376,0.030910292996457787,0.0019701891507386423,0.04421976510451068,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.030910292996457787,0.004142510745880376,0.004142510745880376,0.0019701891507386423,8.712130145711815e-08,0.030910292996457787,0.0004421976510451068,0.015550556432175492,0.0003880139157299925,0.030910292996457787
2.56,0.04169189773347754,0.030759063338735262,0.001991936348987917,0.04452367686758362,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.030759063338735262,0.004169189773347754,0.004169189773347754,0.001991936348987917,8.868833034313229e-08,0.030759063338735262,0.0004452367686758362,0.015089569776601936,0.0003966236690892907,0.030759063338735262
2.57,0.041956895009235405,0.030604857750534436,0.002013731708652438,0.044826031206520046,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.030604857750534436,0.00419568950092354,0.00419568950092354,0.002013731708652438,9.026760041361311e-08,0.030604857750534436,0.00044826031206520047,0.014632547160980454,0.0004053471664897344,0.030604857750534436
2.58,0.04222007171128981,0.030447747412777372,0.002035572951369866,0.045126798895055865,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.030447747412777372,0.0042220071711289815,0.0042220071711289815,0.002035572951369866,9.185889121268327e-08,0.030447747412777372,0.00045126798895055864,0.014179671388263699,0.00041418410448036685,0.030447747412777372
2.59,0.042481400755108756,0.030287803948077816,0.002057457801483128,0.045425951186629426,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.030287803948077816,0.004248140075510875,0.004248140075510875,0.002057457801483128,9.346197765872248e-08,0.030287803948077816,0.0004542595118662943,0.01373112360272253,0.0004231341421950221,0.030287803948077816
2.6,0.04274085600565277,0.030125100554410714,0.0020793839742716176,0.04572346024996493,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.030125100554410714,0.004274085600565278,0.004274085600565278,0.0020793839742716176,9.507663049202241e-08,0.030125100554410714,0.00045723460249964934,0.013287083217490572,0.00043219689632181026,0.030125100554410714
2.61,0.04299841212386238,0.029959711551385514,0.002101349181357076,0.04601929902514774,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.029959711551385514,0.004299841212386238,0.004299841212386238,0.002101349181357076,9.670261633312067e-08,0.029959711551385514,0.0004601929902514774,0.012847727842801493,0.00044137194298567135,0.029959711551385514
2.62,0.04325404455624914,0.0297917122972448,0.0021233511320984627,0.0463134412150399,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0297917122972448,0.004325404455624914,0.004325404455624914,0.0021233511320984627,9.833969783533057e-08,0.0297917122972448,0.000463134412150399,0.012413233214947146,0.00045065881808098435,0.0297917122972448
2.63,0.04350772954742092,0.029621179165277105,0.0021453875343439835,0.046605861298385766,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.029621179165277105,0.004350772954742093,0.004350772954742093,0.0021453875343439835,9.998763385692153e-08,0.029621179165277105,0.00046605861298385767,0.011983773125985515,0.0004600570173756026,0.029621179165277105
2.64,0.043759444152607276,0.029448189520229665,0.0021674560951831304,0.04689653454291769,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.029448189520229665,0.004375944415260727,0.004375944415260727,0.0021674560951831304,1.0164617963801316e-07,0.029448189520229665,0.00046896534542917686,0.011559519354226095,0.0004695659966451537,0.029448189520229665
2.65,0.044009166250184695,0.029272821694721205,0.00218955452169871,0.047185437018461646,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.029272821694721205,0.00440091662501847,0.00440091662501847,0.00218955452169871,1.033150869821024e-07,0.029272821694721205,0.0004718543701846165,0.01114064159552098,0.00047918517183772127,0.029272821694721205
2.66,0.044256874554201985,0.029095154965654704,0.0022116805217188844,0.04747254561004294,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.029095154965654704,0.004425687455420198,0.004425687455420198,0.0022116805217188844,1.0499410444214331e-07,0.029095154965654704,0.0004747254561004294,0.010727307395388661,0.0004889139192690213,0.029095154965654704
2.67,0.04450254851600342,0.02891526933104467,0.0022338318060200505,0.0477578379242119,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02891526933104467,0.004450254851600342,0.004450254851600342,0.0022338318060200505,1.0668297734185512e-07,0.02891526933104467,0.000477578379242119,0.010319682081998172,0.0004987515764956958,0.02891526933104467
2.68,0.044746168068173706,0.02873324500307793,0.0022560060925925266,0.048041292043552376,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02873324500307793,0.0044746168068173706,0.0044746168068173706,0.0022560060925925266,1.0838144754627103e-07,0.02873324500307793,0.0004804129204355238,0.009917928700039904,0.00050869744418753,0.02873324500307793
2.69,0.04498771425166243,0.028549163490592677,0.00227820109935222,0.04832288713154178,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.028549163490592677,0.004498771425166244,0.004498771425166244,0.00227820109935222,1.1008925458695173e-07,0.028549163490592677,0.0004832288713154178,0.009522207945510034,0.0005187507828647224,0.028549163490592677
2.7,0.04522716899059885,0.02836310714769421,0.0023004145480024695,0.04860260321678199,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02836310714769421,0.004522716899059885,0.004522716899059885,0.0023004145480024695,1.1180613551067692e-07,0.02836310714769421,0.0004860260321678199,0.009132678101434135,0.000528910814577036,0.02836310714769421
2.71,0.04546451507105868,0.0281751590894142,0.002322644165227706,0.04888042117360121,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0281751590894142,0.004546451507105868,0.004546451507105868,0.002322644165227706,1.1353182503273767e-07,0.0281751590894142,0.0004888042117360121,0.008749494974556208,0.0005391767234580577,0.0281751590894142
2.72,0.04569973615151153,0.027985403164383884,0.00234488768347268,0.04915632273315905,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.027985403164383884,0.004569973615151153,0.004569973615151153,0.00234488768347268,1.1526605574179277e-07,0.027985403164383884,0.0004915632273315905,0.008372811833017928,0.0005495476561277402,0.027985403164383884
2.73,0.04593281677326835,0.027793923927507368,0.0023671428417216707,0.049430290494551464,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.027793923927507368,0.0045932816773268355,0.0045932816773268355,0.0023671428417216707,1.1700855830840025e-07,0.027793923927507368,0.0004943029049455146,0.008002779345053574,0.0005600227221263228,0.027793923927507368
2.74,0.04616374237092881,0.02760080661263484,0.002389407386277716,0.04970230793591577,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02760080661263484,0.004616374237092881,0.004616374237092881,0.002389407386277716,1.1875906169712669e-07,0.02760080661263484,0.0004970230793591577,0.007639545518724593,0.00057060099437959,0.02760080661263484
2.75,0.04639249928282866,0.02740613710523588,0.002411679071541818,0.04997235942553557,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02740613710523588,0.004639249928282866,0.004639249928282866,0.002411679071541818,1.2051729338212965e-07,0.02740613710523588,0.0004997235942553557,0.007283255642718499,0.0005812815096953726,0.02740613710523588
2.76,0.04661907476148729,0.02721000191507265,0.0024339556607921708,0.05024043023294584,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02721000191507265,0.00466190747614873,0.00466190747614873,0.0024339556607921708,1.2228297956611266e-07,0.02721000191507265,0.0005024043023294584,0.006934052228235211,0.0005920632692912152,0.02721000191507265
2.77,0.04684345675957589,0.0270124878479233,0.002456234927911196,0.05050650632163413,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0270124878479233,0.004684345675957589,0.004684345675957589,0.002456234927911196,1.2405584491396538e-07,0.0270124878479233,0.0005050650632163413,0.00659207495198452,0.0006029452398181307,0.0270124878479233
2.78,0.047065633651372216,0.026813681590814632,0.0024785146593849726,0.05077057407897442,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.026813681590814632,0.004706563365137222,0.004706563365137222,0.0024785146593849726,1.2583561212012882e-07,0.026813681590814632,0.0005077057407897442,0.0062574606003173204,0.0006139263545753713,0.026813681590814632
2.79,0.047285595124796166,0.026613670866604176,0.002500792651360127,0.051032621185060356,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.026613670866604176,0.004728559512479617,0.004728559512479617,0.002500792651360127,1.2762200403924406e-07,0.026613670866604176,0.0005103262118506035,0.005930343014512787,0.000625005512319478,0.026613670866604176
2.8,0.04750333179790721,0.026412543878501102,0.00252306671208642,0.05129263624052237,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.026412543878501102,0.004750333179790721,0.004750333179790721,0.00252306671208642,1.2941474307361952e-07,0.026412543878501102,0.0005129263624052237,0.005610853037243762,0.0006361815787189855,0.026412543878501102
2.81,0.047718835199826226,0.02621038924315562,0.0025453346628206415,0.05155060874890623,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02621038924315562,0.004771883519982623,0.004771883519982623,0.0025453346628206415,1.3121355133809607e-07,0.02621038924315562,0.0005155060874890623,0.00529911846024131,0.0006474533871015206,0.02621038924315562
2.82,0.0479320977780357,0.02600729595911297,0.002567594338619108,0.051806529124715915,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02600729595911297,0.00479320977780357,0.00479320977780357,0.002567594338619108,1.3301815088412653e-07,0.02600729595911297,0.0005180652912471592,0.004995263973179858,0.0006588197391772501,0.02600729595911297
2.83,0.04814311290567994,0.025803353375267294,0.002589843589130176,0.05206038870145665,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.025803353375267294,0.004814311290567995,0.004814311290567995,0.002589843589130176,1.3482826392609256e-07,0.025803353375267294,0.0005206038870145665,0.0046994111138028635,0.0006702794057926217,0.025803353375267294
2.84,0.04835187488886526,0.025598651159315634,0.0026120802793867435,0.0523121797396778,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.025598651159315634,0.004835187488886526,0.004835187488886526,0.0026120802793867435,1.3664361306974714e-07,0.025598651159315634,0.000523121797396778,0.004411678219309451,0.0006818311277141324,0.025598651159315634
2.85,0.04855837897396026,0.0253932792662118,0.002634302290598761,0.052561895435015916,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0253932792662118,0.004855837897396026,0.004855837897396026,0.002634302290598761,1.38463921542675e-07,0.0253932792662118,0.0005256189543501592,0.004132180379021006,0.0006934736164418712,0.0253932792662118
2.86,0.04876262135489594,0.025187327906620375,0.0026565075209457356,0.052809529926237574,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.025187327906620375,0.0048762621354895945,0.0048762621354895945,0.0026565075209457356,1.4028891342665901e-07,0.025187327906620375,0.0005280952992623757,0.0038610293883470787,0.0007052055550525396,0.025187327906620375
2.87,0.04896459887742432,0.024980887283175126,0.0026786938842603717,0.05305507800462155,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.024980887283175126,0.004896459887742432,0.004896459887742432,0.0026786938842603717,1.4211831297993673e-07,0.024980887283175126,0.0005305507800462155,0.0035983337040686176,0.0007170255979434773,0.024980887283175126
2.88,0.04916430890160632,0.02477404744797547,0.002700859309813326,0.05329853497928281,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02477404744797547,0.004916430890160632,0.004916430890160632,0.002700859309813326,1.4395184439820716e-07,0.02477404744797547,0.0005329853497928281,0.003344198400956795,0.000728932371143623,0.02477404744797547
2.89,0.04936175013226752,0.024566898901755497,0.0027230017488340595,0.05353989749647151,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.024566898901755497,0.004936175013226752,0.004936175013226752,0.0027230017488340595,1.4578923451528822e-07,0.024566898901755497,0.0005353989749647152,0.0030987251297444067,0.0007409244762895512,0.024566898901755497
2.9,0.049556922207653245,0.024359532241565257,0.002745119172389988,0.05377916313502278,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.024359532241565257,0.004955692220765325,0.004955692220765325,0.002745119172389988,1.476302117970399e-07,0.024359532241565257,0.0005377916313502279,0.0028620120764670277,0.0007530004900439497,0.024359532241565257
2.91,0.04974982569189558,0.02415203811785918,0.002767209572075768,0.054016330399780904,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02415203811785918,0.0049749825691895585,0.0049749825691895585,0.002767209572075768,1.49474506530681e-07,0.02415203811785918,0.0005401633039978091,0.002634153923189813,0.000765158965017719,0.02415203811785918
2.92,0.049940462079023945,0.023944507200429562,0.002789270960782906,0.054251398726400175,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.023944507200429562,0.004994046207902395,0.004994046207902395,0.002789270960782906,1.5132185104940275e-07,0.023944507200429562,0.0005425139872640018,0.002415241810136029,0.0007773984307615719,0.023944507200429562
2.93,0.05012883379697584,0.02373703014433989,0.0028113013734693817,0.054484368486146,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02373703014433989,0.005012883379697584,0.005012883379697584,0.0028113013734693817,1.5317197995771413e-07,0.02373703014433989,0.00054484368486146,0.0022053632992320867,0.0007897173947841398,0.02373703014433989
2.94,0.0503149442116074,0.023529697555858372,0.0028332988679292525,0.05471524099069569,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.023529697555858372,0.00503149442116074,0.00503149442116074,0.0028332988679292525,1.5502463035741432e-07,0.023529697555858372,0.0005471524099069569,0.0020046023390840233,0.0008021143435961575,0.023529697555858372
2.95,0.05049879763070415,0.023322599958391258,0.0028552615255622773,0.054944018496939556,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.023322599958391258,0.005049879763070415,0.005049879763070415,0.0028552615255622773,1.5687954207409362e-07,0.023322599958391258,0.0005494401849693956,0.001813039231399103,0.0008145877437803453,0.023322599958391258
2.96,0.05068039930799155,0.02311582775841633,0.002877187452143523,0.055170704211781774,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02311582775841633,0.0050680399307991555,0.0050680399307991555,0.002877187452143523,1.5873645788406032e-07,0.02311582775841633,0.0005517070421178177,0.0016307505988662771,0.0008271360430865261,0.02311582775841633
2.97,0.05085975504432498,0.022909471060137975,0.002899074772730564,0.05539530189651068,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.022909471060137975,0.005085975504432499,0.005085975504432499,0.002899074772730564,1.605951222559677e-07,0.022909471060137975,0.0005539530189651068,0.0014578093545080596,0.0008397576681581517,0.022909471060137975
2.98,0.05103687124209875,0.02270361965034761,0.0029209216331665595,0.0556178159216991,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02270361965034761,0.005103687124209875,0.005103687124209875,0.0029209216331665595,1.624552817151664e-07,0.02270361965034761,0.000556178159216991,0.0012942846725163561,0.0008524510259769144,0.02270361965034761
2.99,0.051211755624281007,0.022498363232882623,0.0029427262112559274,0.05583825198278711,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.022498363232882623,0.005121175562428101,0.005121175562428101,0.0029427262112559274,1.643166877004609e-07,0.022498363232882623,0.0005583825198278711,0.001140241960583649,0.000865214511034029,0.022498363232882623
3.0,0.05138441681992225,0.02229379123739241,0.0029644867114433132,0.05605661668886388,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02229379123739241,0.005138441681992225,0.005138441681992225,0.0029644867114433132,1.6617909526260843e-07,0.02229379123739241,0.0005605661668886388,0.0009957428337408496,0.0008780465030322981,0.02229379123739241
3.01,0.05155486436223998,0.02208999278304627,0.002986201365496969,0.05627291756157788,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02208999278304627,0.005155486436223999,0.005155486436223999,0.002986201365496969,1.6804226326288223e-07,0.02208999278304627,0.0005627291756157788,0.0008608450897120585,0.0008909453680322585,0.02208999278304627
3.02,0.05172310868915223,0.021887056643160978,0.0030078684332277552,0.05648716303648128,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.021887056643160978,0.005172310868915224,0.005172310868915224,0.0030078684332277552,1.6990595458002172e-07,0.021887056643160978,0.0005648716303648129,0.0007356026857962695,0.0009039094596400804,0.021887056643160978
3.03,0.051889161143810945,0.02168507120982842,0.0030294862032081535,0.05669936246437432,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02168507120982842,0.005188916114381095,0.005188916114381095,0.0030294862032081535,1.7176993631652024e-07,0.02168507120982842,0.0005669936246437432,0.0006200657172851834,0.0009169371202162763,0.02168507120982842
3.04,0.05205303397513556,0.02148412445854307,0.0030510529934912795,0.05690952611264975,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02148412445854307,0.0052053033975135565,0.0052053033975135565,0.0030510529934912795,1.736339800041702e-07,0.02148412445854307,0.0005690952611264975,0.0005142803974257221,0.0009300266821047145,0.02148412445854307
3.05,0.05221474033834638,0.021284303912829657,0.003072567152329886,0.05711766516663721,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.021284303912829657,0.0052214740338346385,0.0052214740338346385,0.003072567152329886,1.7549786180878644e-07,0.021284303912829657,0.0005711766516663721,0.00041828903893538667,0.0009431764688814343,0.021284303912829657
3.06,0.05237429429538281,0.021085696608872585,0.003094027058892793,0.057323791730832,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.021085696608872585,0.005237429429538282,0.005237429429538282,0.003094027058892793,1.7736136273352914e-07,0.021085696608872585,0.00057323791730832,0.00033213003707769696,0.0009563847966211657,0.021085696608872585
3.07,0.05253171042179545,0.020888389066680786,0.0031154311151508933,0.05752791843537636,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.020888389066680786,0.0052531710421795455,0.0052531710421795455,0.0031154311151508933,1.7922426708343418e-07,0.020888389066680786,0.0005752791843537636,0.0002558378543046324,0.0009696499696911121,0.020888389066680786
3.08,0.05268700399162209,0.020692467251653853,0.0031367777507326665,0.05773005862231853,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.020692467251653853,0.00526870039916221,0.00526870039916221,0.0031367777507326665,1.810863634349813e-07,0.020692467251653853,0.0005773005862231853,0.00018944300647207968,0.0009829702844585517,0.020692467251653853
3.09,0.05284019138887618,0.02049801653238493,0.0031580654328646858,0.05793022675918769,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.02049801653238493,0.0052840191388876185,0.0052840191388876185,0.0031580654328646858,1.829474466462035e-07,0.02049801653238493,0.0005793022675918769,0.00013297205063392509,0.0009963440363281572,0.02049801653238493
3.1,0.052991289834044386,0.020305121649839112,0.0031792926609414845,0.05812843816545187,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.020305121649839112,0.005299128983404439,0.005299128983404439,0.0031792926609414845,1.8480731685141203e-07,0.020305121649839112,0.0005812843816545187,8.644757441956276e-05,0.0010097695172770961,0.020305121649839112
3.11,0.05314031737941735,0.020113866682067525,0.00320045796712782,0.058324709008643554,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.020113866682067525,0.005314031737941736,0.005314031737941736,0.00320045796712782,1.8666577962712501e-07,0.020113866682067525,0.0005832470900864356,4.988818699916451e-05,0.0010232450171041658,0.020113866682067525
3.12,0.05328729290442066,0.01992433500892123,0.003221559916960943,0.058519056300485366,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.01992433500892123,0.005328729290442067,0.005328729290442067,0.003221559916960943,1.8852264615602438e-07,0.01992433500892123,0.0005851905630048536,2.330851164024325e-05,0.0010367688246924755,0.01992433500892123
3.13,0.05343223611094566,0.019736609276765238,0.0032425971099528635,0.05871149789301576,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.019736609276765238,0.005343223611094567,0.005343223611094567,0.0032425971099528635,1.9037773338889654e-07,0.019736609276765238,0.0005871149789301577,6.719179858553958e-06,0.0010503392292851698,0.019736609276765238
3.14,0.05357516751853828,0.01955077131155098,0.003263568180195733,0.058902052474572086,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.01955077131155098,0.005357516751853829,0.005357516751853829,0.003263568180195733,1.9223086420423278e-07,0.01955077131155098,0.0005890205247457208,1.268271656197e-07,0.0010639545217757211,0.01955077131155098
3.15,0.05371610837012372,0.019366885778430275,0.003284471795968194,0.05909073947505154,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.019366885778430275,0.005371610837012372,0.005371610837012372,0.003284471795968194,1.940818672087112e-07,0.019366885778430275,0.0005909073947505155,0.0,0.0010776129953554976,0.019366885778430275
3.16,0.05385508025351417,0.019184972444582733,0.0033053066556880334,0.05927757868605454,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.019184972444582733,0.005385508025351417,0.005385508025351417,0.0033053066556880334,1.9593057536408716e-07,0.019184972444582733,0.0005927757868605454,0.0,0.0010913129437380813,0.019184972444582733
3.17,0.05399210476277702,0.019005005957520037,0.0033260714935575393,0.059462589926900664,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.019005005957520037,0.005399210476277703,0.005399210476277703,0.0033260714935575393,1.97776825288966e-07,0.019005005957520037,0.0005946258992690067,0.0,0.0011050526657132194,0.019005005957520037
3.18,0.054127203204052746,0.018826967085129792,0.0033467650792985337,0.05964579274874249,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.018826967085129792,0.0054127203204052746,0.0054127203204052746,0.0033467650792985337,1.9962045629856905e-07,0.018826967085129792,0.0005964579274874249,0.0,0.001118830465889693,0.018826967085129792
3.19,0.05426039665107285,0.018650837020313213,0.0033673862194977156,0.05982720649178081,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.018650837020313213,0.005426039665107286,0.005426039665107286,0.0033673862194977156,2.0146131069146697e-07,0.018650837020313213,0.0005982720649178082,0.0,0.0011326446565091209,0.018650837020313213
3.2,0.05439170591174041,0.018476597190385854,0.003387933762650024,0.06000685025477303,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.018476597190385854,0.005439170591174041,0.005439170591174041,0.003387933762650024,2.0329923396842973e-07,0.018476597190385854,0.0006000685025477304,0.0,0.001146493561787837,0.018476597190385854
3.21,0.05452115184033161,0.018304228984714066,0.0034084065499092302,0.060184743178603575,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.018304228984714066,0.005452115184033161,0.005452115184033161,0.0034084065499092302,2.0513407285455729e-07,0.018304228984714066,0.0006018474317860357,0.0,0.0011603754854518347,0.018304228984714066
3.22,0.05464875479867331,0.018133714195220717,0.003428803499185833,0.060360903956748986,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.018133714195220717,0.005464875479867331,0.005464875479867331,0.003428803499185833,2.0696567870092093e-07,0.018133714195220717,0.0006036090395674899,0.0,0.0011742887682974765,0.018133714195220717
3.23,0.054774535130995415,0.01796503462821296,0.003449123531131198,0.060535351266698206,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.01796503462821296,0.005477453513099542,0.005477453513099542,0.003449123531131198,2.0879390451926156e-07,0.01796503462821296,0.0006053535126669821,0.0,0.001188231738980901,0.01796503462821296
3.24,0.05489851290125568,0.017798172318873134,0.0034693656090843167,0.0607081035312386,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.017798172318873134,0.005489851290125568,0.005489851290125568,0.0034693656090843167,2.1061860658400938e-07,0.017798172318873134,0.000607081035312386,0.0,0.0012022027418923807,0.017798172318873134
3.25,0.055020707937521646,0.017633109495067235,0.00348952873253116,0.06087917895880285,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.017633109495067235,0.005502070793752165,0.005502070793752165,0.00348952873253116,2.1243964418964898e-07,0.017633109495067235,0.0006087917895880286,0.0,0.0012162001336268624,0.017633109495067235
3.26,0.055141139988297956,0.01746982844950265,0.003509611912533935,0.06104859568548457,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.01746982844950265,0.005514113998829796,0.005514113998829796,0.003509611912533935,2.1425687866124441e-07,0.01746982844950265,0.0006104859568548457,0.0,0.0012302222666652845,0.01746982844950265
3.27,0.05525982850048351,0.01730831172106315,0.0035296142055996605,0.06121637157325663,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.01730831172106315,0.005525982850048352,0.005525982850048352,0.0035296142055996605,2.160701747202338e-07,0.01730831172106315,0.0006121637157325663,0.0,0.0012442675136147287,0.01730831172106315
