a,c,m,n,Time
0.003569372493192183,0.01699050215964935,0.06154707139946195,0.05549205172861314,3.29
0.003589126744467235,0.016834175232716693,0.06171003013715295,0.05560562432166094,3.3
0.003608796585859473,0.016679544208727394,0.06187141788778968,0.05571752940865484,3.31
0.0036283811959865672,0.016526592304379594,0.062031251757802074,0.05582778560542861,3.32
0.0036478797870755,0.016375302919827632,0.06218954864927192,0.0559364113029985,3.33
0.0036672916049625597,0.016225659638682135,0.062346325259932764,0.056043424667563235,3.34
0.00368661592909335,0.01607764622800993,0.06250159808317,0.05614884364050406,3.35
0.0037058520725227763,0.01593124663833412,0.0626553834080208,0.05625268593838467,3.36
0.0037249993345591995,0.01578644482122456,0.0628076975191251,0.0563549692740398,3.37
0.0037440570022623776,0.015643224735067865,0.0629585566904007,0.05645571134958175,3.38
0.003763024446322085,0.015501570714381002,0.06310797678021454,0.056554929408775524,3.39
0.0037819010673388687,0.015361467262890859,0.06325597345820168,0.05665264048783583,3.4
0.003800686295283502,0.01522289905145207,0.06340256220754775,0.05674886141795072,3.41
0.0038193795894969815,0.015085850918047055,0.06354775832498887,0.056843608825281576,3.42
0.0038379804386905318,0.014950307867785975,0.06369157692081164,0.05693689913096313,3.43
0.0038564883609455976,0.014816255072906778,0.06383403291885324,0.05702874855110345,3.44
0.0038749028987539675,0.014683677852175833,0.0639751410794224,0.057119173122096974,3.45
0.0038932234909467038,0.014552561138985492,0.06411491659115194,0.05720818935424099,3.46
0.0039114496314471715,0.014422890140684302,0.06425337433735633,0.057295813421532414,3.47
0.003929580883236061,0.014294650396576389,0.06439052883149515,0.057382061090396494,3.48
0.0039476168316842355,0.014167827584104191,0.06452639443283531,0.05746694795785486,3.49
0.003965557084552728,0.014042407518848493,0.06466098534645105,0.05755048945152551,3.5
0.003983401271992748,0.013918376154528391,0.06479431562322395,0.057632700829622775,3.51
0.0040011490465456725,0.013795719583001312,0.06492639915984286,0.05771359718095741,3.52
0.00401880008314305,0.013674424034263026,0.06505724969880396,0.057793193424936475,3.53
0.0040363540655867875,0.013554475832723546,0.06518688087786961,0.05787150436646738,3.54
0.00405381064027029,0.013435861247538032,0.06531530639936765,0.057948544883896176,3.55
0.004071169512388874,0.013318566803758128,0.06544253967823019,0.05802432953829729,3.56
0.004088430413185761,0.013202579176403217,0.06556859396181576,0.05809887270648744,3.57
0.0041055930931971395,0.01308788516861438,0.06569348235462052,0.05817218860845749,3.58
0.004122657322252154,0.012974471711654455,0.06581721781827837,0.05824429130737242,3.59
0.004139622889472916,0.012862325864907988,0.06593981317156086,0.05831519470957134,3.6
0.004156489603274493,0.012751434815881266,0.0660612810903772,0.05838491256456747,3.61
0.004173257291364923,0.012641785880202292,0.06618163410777428,0.058453458465048215,3.62
0.004189925844980766,0.012533366646992337,0.06630088444572711,0.05852084566020042,3.63
0.004206494876343662,0.012426163853164035,0.06641904531768968,0.05858708850124784,3.64
0.004222964374223035,0.012320165537799651,0.06653612843576158,0.05865219967496886,3.65
0.004239334205508565,0.012215359404166758,0.0666521459060014,0.05871619230706645,3.66
0.004255604255427067,0.01211173328051355,0.06676710969523995,0.05877907937045129,3.67
0.004271774427213881,0.012009275118988865,0.06688103163233,0.05884087368662855,3.68
0.0042878446417842385,0.011907972994562258,0.06699392340939575,0.058901587927084685,3.69
0.004303814837404645,0.011807815103944021,0.06710579658308252,0.05896123461467424,3.7
0.004319684966961883,0.011708789756350417,0.06721666258546655,0.05901982613572118,3.71
0.004335454942351801,0.011610885184767447,0.06732653294760116,0.05907737498796606,3.72
0.00435112470937773,0.01151408980022846,0.06743541899827125,0.059133893446440176,3.73
0.004366694248360849,0.011418392193921493,0.06754333186146719,0.059189393560664605,3.74
0.004382163552827421,0.01132378106487895,0.06765028254201359,0.05924388724962609,3.75
0.0043975326290751305,0.011230245218541008,0.06775628192724141,0.059297386303632446,3.76
0.00441280149573941,0.011137773565319087,0.06786134078865994,0.05934990238616785,3.77
0.004427970183359752,0.0110463551191593,0.0679654697836288,0.05940144703574812,3.78
0.004443038733946049,0.010955978996105866,0.0680686794570301,0.059452031667776135,3.79
0.004458007200544907,0.010866634412864602,0.0681709802429404,0.05950166757639707,3.8
0.004472875646805977,0.010778310685366332,0.06827238246630275,0.05955036593635379,3.81
0.004487644146548276,0.01069099722733036,0.06837289634459878,0.05959813780484212,3.82
0.004502312783326514,0.010604683548827888,0.06847253198952072,0.059644994123366234,3.83
0.0045168816499974165,0.010519359254845491,0.06857129940864341,0.0596909457195939,3.84
0.0045313508482860525,0.01043501404384854,0.06866920850709637,0.059736003309211895,3.85
0.004545720491452575,0.010351637705685606,0.06876626909742867,0.05978017750660942,3.86
0.004559990704142235,0.010269220120091575,0.06886249090203045,0.059823478827541195,3.87
0.004574161614480458,0.010187751256839307,0.0689578835350626,0.05986591766970917,3.88
0.004588233357894738,0.010107221173398432,0.06905245651537385,0.05990750432673512,3.89
0.004602206076770007,0.010027620013479907,0.06914621926840823,0.05994824899026955,3.9
0.004616079920025508,0.009948938005597178,0.0692391811279049,0.05998816175187705,3.91
0.004629855042691645,0.009871165461627423,0.06933135133759809,0.06002725260492156,3.92
0.004643531605486844,0.009794292775372733,0.06942273905291692,0.06006553144645176,3.93
0.004657109774394419,0.009718310421121338,0.06951335334268528,0.060103008079086376,3.94
0.004670589720239429,0.0096432089522088,0.06960320319082178,0.06013969221289946,3.95
0.004683971618265538,0.009568978999579229,0.06969229749803958,0.06017559346730577,3.96
0.004697255647711878,0.009495611270346474,0.06978064508354631,0.06021072137294608,3.97
0.004710441991389902,0.009423096546355357,0.06986825468674385,0.060245085373572496,3.98
0.004723530835260254,0.00935142568274285,0.06995513496892836,0.060278694827933764,3.99
0.0047365223858619986,0.009280589659314966,0.0700412944543357,0.06031155894421831,4.0
0.004749416970310187,0.009210579876199276,0.07012674119065698,0.06034368640257212,4.01
0.004762214846400421,0.00914138759185862,0.07021148339448006,0.06037508607276885,4.02
0.004774916257346189,0.009073004084842726,0.07029552926557904,0.060405766807710946,4.03
0.004787521452412135,0.009005420714644148,0.07037888691707372,0.06043573736576846,4.04
0.004800030686699547,0.008938628920876641,0.07046156437642093,0.06046500641187628,4.05
0.004812444220931837,0.008872620222453605,0.07054356958640538,0.060493582518631295,4.06
0.004824762321240025,0.008807386216766458,0.07062491040613096,0.06052147416738963,4.07
0.00483698525894822,0.008742918578863093,0.07070559461201152,0.06054868974936377,4.08
0.004849113310359103,0.008679209060626237,0.07078562989876229,0.06057523756671985,4.09
0.004861146756539411,0.008616249489951888,0.07086502388039066,0.06060112583367475,4.1
0.004873085883105421,0.008554031769927703,0.07094378409118748,0.06062636267759339,4.11
0.0048849309800084225,0.008492547878011453,0.07102191798671798,0.06065095614008584,4.12
0.004896682341320213,0.008431789865209368,0.07109943294481291,0.06067491417810456,4.13
0.004908340265135673,0.008371749855568,0.071176336266205,0.06069824466464534,4.14
0.00491990507474643,0.00831242010259837,0.07125263511074109,0.060720955317462785,4.15
0.0049313770979523795,0.008253792933655581,0.07132833656038315,0.06074305376945529,4.16
0.004942756653529004,0.008195860713470922,0.07140344766053651,0.06076454761483343,4.17
0.00495404406438865,0.008138615879130812,0.0714779753805292,0.06078544436495093,4.18
0.00496523965741203,0.008082050939378353,0.07155192661446384,0.060805751449246166,4.19
0.004976343763279715,0.008026158473914942,0.07162530818206912,0.060825476216183526,4.2
0.0049873567163036476,0.007970931132701805,0.0716981268295517,0.060844625934195,4.21
0.0049982788542586335,0.007916361635261588,0.07177038923044782,0.06086320779262153,4.22
0.005009110518213845,0.007862442769979933,0.07184210198647495,0.060881228902654586,4.23
0.005019852052364312,0.007809167393407068,0.07191327162838365,0.06089869629827751,4.24
0.005030503803862439,0.0077565284295593485,0.07198390461680909,0.06091561693720709,4.25
0.005041066122649487,0.0077045188692208616,0.07205400734312294,0.060931997701834946,4.26
0.0050515393612870895,0.007653131769244985,0.07212358613028488,0.06094784540016903,4.27
0.005061923874788741,0.007602360251855966,0.07219264723369449,0.06096316676677508,4.28
0.005072220026627602,0.007552197519250389,0.07226119682352171,0.06097796844300208,4.29
0.005082428197586771,0.0075026368752399595,0.07232924095851374,0.06099225694767367,4.3
0.005092548757134771,0.007453671654062086,0.07239678567217876,0.06100603877347442,4.31
0.005102582076176944,0.0074052952516865,0.07246383693489425,0.06101932034455647,4.32
0.0051125285280150074,0.007357501127911285,0.07253040065137598,0.06103210801369728,4.33
0.005122388488210986,0.007310282805744731,0.07259648266143247,0.06104440806313245,4.34
0.0051321623344511205,0.007263633870787244,0.07266208874071949,0.06105622670538836,4.35
0.005141850446409799,0.007217547970613212,0.07272722460149453,0.06106757008411491,4.36
0.0051514532056134614,0.007172018814152908,0.0727918958933713,0.06107844427491832,4.37
0.005160970995304531,0.007127040171074354,0.0728561082040742,0.06108885528619375,4.38
0.005170404200305328,0.007082605871165217,0.07291986706019285,0.06109880905995808,4.39
0.005179753206881992,0.007038709803714681,0.07298317792793652,0.06110831147268266,4.4
0.005189018402608396,0.006995345916895357,0.07304604621388862,0.061117368336125986,4.41
0.005198200176230073,0.006952508217145134,0.07310847726576127,0.061125985398166445,4.42
0.005207298945267792,0.006910190820547928,0.07317047630036255,0.06113416826188559,4.43
0.00521631505915841,0.0068683877709052,0.07323204865814625,0.0611419226714461,4.44
0.005225248961507102,0.006827093343519731,0.0732931993778698,0.06114925403436218,4.45
0.005234101051680937,0.006786301785385461,0.07335393356016122,0.06115616782981842,4.46
0.005242871730557678,0.006746007400582036,0.07341425624787468,0.06116266947427855,4.47
0.005251561400396584,0.006706204549669557,0.07347417242682691,0.06116876432229798,4.48
0.005260170464711625,0.006666887649087926,0.07353368702652728,0.06117445766732912,4.49
0.00526869932814717,0.006628051170560749,0.0735928049209014,0.06117975474251934,4.5
0.005277148396356099,0.006589689640503861,0.07365153092900842,0.06118466072150198,4.51
0.00528551807588038,0.0065517976394384074,0.07370986981575176,0.061189180719179906,4.52
0.005293808774034073,0.006514369801408521,0.07376782629258354,0.061193319792502046,4.53
0.005302020898788795,0.006477400813403592,0.07382540501820245,0.06119708294123257,4.54
0.005310154858661624,0.006440885414785095,0.0738826105992455,0.061200475108712994,4.55
0.005318211062605443,0.00640481839671803,0.07393944759097293,0.061203501182616936,4.56
0.0053261899199017445,0.006369194601606931,0.07399592049794708,0.061206165995697843,4.57
0.005334091846959257,0.00633400894250764,0.07405203374844112,0.061208474297231266,4.58
0.005341917265099497,0.006299256396462144,0.07410779170314044,0.06121043076271211,4.59
0.005349666588105188,0.006264931968215511,0.0741631987027934,0.06121204004700128,4.6
0.005357340230085992,0.006231030712707201,0.07421825903856911,0.061213306751248864,4.61
0.005364938605459502,0.0061975477347497995,0.07427297695241493,0.0612142354232833,4.62
0.005372462128886303,0.006164478188572346,0.07432735663759187,0.061214830558198687,4.63
0.005379911215208178,0.00613181727737028,0.07438140223920069,0.06121509659893182,4.64
0.005387286279389449,0.006099560252861965,0.07443511785469896,0.06121503793682925,4.65
0.005394587736461449,0.006067702414851812,0.07448850753440928,0.06121465891220409,4.66
0.005401816001470151,0.0060362391107999635,0.07454157528201816,0.06121396381488269,4.67
0.00540897148942691,0.006005165735398593,0.07459432505506611,0.061212956884741175,4.68
0.005416054615262368,0.005974477730154781,0.07464676076542846,0.06121164231223185,4.69
0.00542306579378348,0.005944170582979992,0.07469888627978731,0.06121002423889941,4.7
0.005430005439633687,0.005914239827786109,0.07475070542009431,0.06120810675788709,4.71
0.005436873967256221,0.005884681044088091,0.07480222196402435,0.06120589391443257,4.72
0.005443671790860559,0.005855489856613199,0.0748534396454204,0.06120338970635378,4.73
0.005450399324391998,0.005826661934916821,0.0749043621547291,0.061200598084524584,4.74
0.005457056981504389,0.005798192993004871,0.07495499313942736,0.06119752295334026,4.75
0.005463645176634182,0.005770078793030718,0.07500533619823778,0.061194168164301725,4.76
0.0054701643263623465,0.005742315150053429,0.07505539487372709,0.061190537507808146,4.77
0.005476614844592663,0.005714897913885386,0.07510517267983559,0.06118663474364865,4.78
0.0054829971448096615,0.005687822977159549,0.07515467308943263,0.06118246358720765,4.79
0.005489311640245642,0.005661086275646342,0.07520389953368918,0.06117802770876215,4.8
0.005495558743879684,0.005634683787943234,0.07525285540240799,0.06117333073383975,4.81
0.005501738868439981,0.005608611535171581,0.07530154404434379,0.06116837624356523,4.82
0.005507852426409514,0.005582865580680779,0.07534996876751306,0.061163167774995864,4.83
0.005513899830035038,0.00555744202975967,0.07539813283949388,0.06115770882144546,4.84
0.005519881491339402,0.00553233702935526,0.07544603948771576,0.06115200283279692,4.85
0.005525797822137195,0.005507546767798712,0.07549369189973905,0.06114605321580366,4.86
0.005531649234053715,0.005483067474538633,0.07554109322352451,0.06113986333437956,4.87
0.005537436138547273,0.005458895419881621,0.07558824656769267,0.0611334365098777,4.88
0.005543158946934813,0.005435026914740134,0.07563515500177304,0.061126776021357666,4.89
0.005548818070420864,0.005411458310387617,0.07568182155644325,0.0611198851058416,4.9
0.005554413920129816,0.005388185998220926,0.07572824922375805,0.061112766958558946,4.91
0.005559946907141532,0.005365206409530037,0.07577444095736824,0.0611054247331798,4.92
0.005565417442530269,0.005342516015275029,0.07582039967272938,0.06109786154203695,4.93
0.005570825932331769,0.005320111316452824,0.07586612826034493,0.06109008047100678,4.94
0.005576172753562918,0.0052979887993059825,0.0759116296477066,0.0610820846491571,4.95
0.0055814583027267925,0.005276145025037283,0.07595690667492985,0.061073877108869676,4.96
0.005586682980125429,0.0052545766004095445,0.07600196213537605,0.061065460831512985,4.97
0.005591847185094368,0.005233280168613087,0.07604679878820178,0.061056838761543046,4.98
0.005596951315991103,0.0052122524089557535,0.07609141935868806,0.0610480138068612,4.99
0.00560199577018508,0.00519149003655686,0.07613582653856386,0.06103898883916561,5.0
0.005606980944049223,0.005170989802045152,0.0761800229863242,0.06102976669429668,5.01
0.005611907232953012,0.005150748491260709,0.07622401132754274,0.06102035017257633,5.02
0.005616775031257096,0.005130762924960833,0.0762677941551788,0.061010742039140975,5.03
0.005621584732309438,0.005111029958529894,0.07631137402987882,0.06100094502426853,5.04
0.005626336728443014,0.0050915464816931495,0.07635475348027244,0.06099096182369913,5.05
0.005631031410975045,0.005072309418234538,0.0763979350032629,0.06098079509894973,5.06
0.0056356691702077605,0.005053315725718438,0.07644092106431204,0.06097044747762252,5.07
0.005640250395430715,0.005034562395215406,0.07648371409771962,0.06095992155370724,5.08
0.005644775474924637,0.00501604645103186,0.07652631650689733,0.06094921988787728,5.09
0.0056492447959668205,0.0049977649504437645,0.07656873066463714,0.06093834500777962,5.1
0.005653658744838053,0.004979714983434258,0.07661095891337408,0.060927299408318675,5.11
0.005658017706182931,0.004961893671368428,0.0766530035670033,0.06091608555369417,5.12
0.005662322052305868,0.0049442981491038245,0.07669486693691316,0.06090470590677074,5.13
0.005666572159075313,0.004926925590899053,0.07673655129398868,0.06089316288618045,5.14
0.005670768404629978,0.00490977320801623,0.07677805887199707,0.060881458870131314,5.15
0.005674911165707399,0.004892838242411272,0.07681939187669276,0.06086959620667119,5.16
0.005679000817632896,0.004876117966450563,0.07686055248611265,0.060857577214008564,5.17
0.005683037734309388,0.0048596096826304756,0.07690154285086738,0.06084540418082893,5.18
0.005687022288208039,0.00484331072329969,0.07694236509442885,0.060833079366607014,5.19
0.005690954850359766,0.004827218450384374,0.07698302131341375,0.060820605001914656,5.2
0.005694835790347581,0.0048113302551161564,0.07702351357786345,0.06080798328872444,5.21
0.005698665476299786,0.004795643557762954,0.07706384393151985,0.06079521640070905,5.22
0.005702444274884011,0.004780155807362614,0.07710401439209741,0.060782306483536316,5.23
0.005706172551302093,0.00476486448145939,0.07714402695155143,0.06076925565516005,5.24
0.005709850669285813,0.004749767085843239,0.07718388357634233,0.060756066006106536,5.25
0.005713478991093467,0.004734861154291949,0.07722358620769623,0.060742739599756804,5.26
0.005717057877507291,0.004720144248316101,0.07726313676186153,0.06072927847262457,5.27
0.005720587687831724,0.0047056139569068445,0.07730253713036175,0.06071568463462998,5.28
0.005724068779892524,0.004691267896286522,0.07734178918024442,0.060701960069369,5.29
0.005727501510024636,0.0046771037096326375,0.077380894754367,0.060688106734424235,5.3
0.005730886230635764,0.004663119060895876,0.077419855679851,0.06067412657083304,5.31
0.005734223292579759,0.004649311640337867,0.07745867376032713,0.060660021494384334,5.32
0.0057375130466946495,0.004635679168034414,0.07749735077099436,0.06064579339007002,5.33
0.005740755842229404,0.004622219389798918,0.07753588846416247,0.06063144411828898,5.34
0.005743952026841081,0.004608930076932837,0.07757428856950144,0.060616975515117445,5.35
0.005747101946592662,0.004595809025978522,0.07761255279428776,0.06060238939257565,5.36
0.005750205945951536,0.004582854058474458,0.07765068282364747,0.06058768753889103,5.37
0.005753264367788668,0.004570063020712873,0.07768868032079587,0.0605728717187577,5.38
0.005756277553378406,0.0045574337834997595,0.07772654692727408,0.06055794367359245,5.39
0.005759245842398986,0.004544964241917261,0.07776428426318233,0.060542905121787054,5.4
0.005762169572933672,0.004532652315088463,0.07780189392740994,0.060527757758957024,5.41
0.005765049081472587,0.00452049594594457,0.07783937749786213,0.06051250325818683,5.42
0.00576788470291519,0.004508493100994463,0.07787673653168362,0.06049714327027137,5.43
0.005770676770573432,0.004496641770096657,0.0779139725654788,0.060481679423954,5.44
0.00577342561617557,0.004484939966233639,0.0779510871155289,0.060466113326160906,5.45
0.005776131569870652,0.004473385725288599,0.07798808167800565,0.06045044656223187,5.46
0.005778794960233663,0.004461977105824543,0.078024957729182,0.06043468069614747,5.47
0.0057814161142713365,0.0044507121888658074,0.07806171672563934,0.060418817270752656,5.48
0.0057839953548105725,0.004439589076415007,0.0780983601086293,0.06040285781276373,5.49
0.005786533000525764,0.004428605891249092,0.07813488930424255,0.06038680383294784,5.5
0.0057890293719660745,0.004417760779620966,0.07817130571404683,0.060370656815329556,5.51
0.005791484788006327,0.0044070519093289615,0.07820761072093114,0.06035441822390495,5.52
0.005793899565788004,0.004396477469477306,0.07824380568940492,0.060338089502971766,5.53
0.005796274020717258,0.004386035670266262,0.0782798919658047,0.06032167207735303,5.54
0.0057986084664633135,0.004375724742784496,0.0783158708784979,0.06030516735261757,5.55
0.0058009032149572105,0.0043655429388037145,0.07835174373808369,0.060288576715297484,5.56
0.005803158576390943,0.004355488530575521,0.07838751183759146,0.06027190153310257,5.57
0.005805374859216948,0.004345559810630544,0.07842317645267602,0.060255143155131675,5.58
0.005807552370147976,0.0043357550915797865,0.07845873884181043,0.06023830291208105,5.59
0.005809691414157327,0.004326072705918234,0.07849420024647585,0.060221382116449576,5.6
0.0058117922944794466,0.004316511005830706,0.07852956189134874,0.060204382062740966,5.61
0.005813855312610914,0.004307068362999955,0.07856482498448507,0.06018730402766297,5.62
0.005815880768311771,0.0042977431684170005,0.07859999071750202,0.06017014927032344,5.63
0.005817868959607245,0.004288533832193718,0.07863506026575677,0.06015291903242341,5.64
0.005819820182789827,0.0042794387833776735,0.07867003478852244,0.06013561453844705,5.65
0.0058217347324217225,0.004270456469769197,0.07870491542916146,0.06011823699584867,5.66
0.005823612901282084,0.004261585356376061,0.07873970331693315,0.06010078759703881,5.67
0.005825454980267186,0.0042528239227061955,0.07877439957019558,0.06008326752290492,5.68
0.005827261258688882,0.004244170669830798,0.07880900528788501,0.06006567793342837,5.69
0.005829032024149121,0.004235624117033489,0.07884352155348948,0.06004801997205481,5.7
0.00583076756252978,0.004227182801283538,0.07887794943563438,0.06003029476633486,5.71
0.0058324681579968955,0.004218845277055598,0.07891228998825185,0.06001250342810697,5.72
0.005834134093005239,0.004210610116151392,0.07894654425074797,0.05999464705367766,5.73
0.005835765648303273,0.004202475907523394,0.07898071324816752,0.05997672672399909,5.74
0.005837363102938439,0.004194441257100461,0.0790147979913561,0.059958743504843884,5.75
0.005838926734262827,0.0041865047876154474,0.07904879947712001,0.0599406984469773,5.76
0.005840456817939189,0.0041786651384347895,0.07908271868838361,0.05992259258632668,5.77
0.005841953627947314,0.004170920965390063,0.07911655659434413,0.05990442694414823,5.78
0.00584341743659077,0.004163270940611507,0.07915031415062421,0.05988620252719113,5.79
0.005844848514503982,0.004155713752363529,0.07918399229942186,0.05986792032785886,5.8
0.0058462471306596955,0.004148248104882169,0.07921759196965802,0.059849581324368,5.81
0.005847613552376784,0.004140872718214549,0.07925111407712172,0.059831186480904096,5.82
0.005848948045328407,0.004133586328060283,0.07928455952461265,0.05981273674777514,5.83
0.005850250873550547,0.004126387685614868,0.07931792920208147,0.05979423306156204,5.84
0.005851522299103505,0.00411927555678349,0.0793512239878531,0.05977567634648341,5.85
0.0058527625799322395,0.004112248718121564,0.07938444475547747,0.05975706752206724,5.86
0.005853971973991055,0.0041053059641654194,0.07941759236100257,0.05973840748888041,5.87
0.005855150738063844,0.004098446105120625,0.0794506676468228,0.05971969713283545,5.88
0.005856299127271275,0.004091667965800535,0.07948367144337931,0.059700937327089955,5.89
0.005857417395077729,0.0040849703854747045,0.07951660456929706,0.05968212893219415,5.9
0.0058585057932985145,0.004078352217719132,0.07954946783151996,0.05966327279623609,5.91
0.005859564572107342,0.004071812330268316,0.07958226202544369,0.05964436975498437,5.92
0.005860593980044097,0.004065349604869142,0.0796149879350464,0.05962542063202857,5.93
0.005861594264022875,0.004058962937136592,0.07964764633301703,0.05960642623891713,5.94
0.0058625656693402925,0.004052651236411266,0.07968023798088178,0.059587387375293,5.95
0.005863508439684083,0.004046413425618744,0.07971276362912795,0.05956830482902668,5.96
0.005864422817141962,0.004040248441130751,0.07974522401732606,0.05954917937634708,5.97
0.005865309042210767,0.004034155232628155,0.07977761987424942,0.05953001178196979,5.98
0.00586616735380588,0.004028132762965795,0.0798099519179916,0.059510802799223064,5.99
0.00586699798927092,0.00402218000803911,0.07984222085608188,0.059491553170171324,6.0
0.005867801184387715,0.004016295956652614,0.07987442738559823,0.059472263625736314,6.01
0.005868577173386553,0.004010479610390173,0.07990657219327837,0.05945293488581581,6.02
0.005869326188956695,0.004004729983487122,0.07993865595562845,0.05943356765939998,6.03
0.00587004846225719,0.003999046102704193,0.07997067933902956,0.05941416264468527,6.04
0.005870744222927932,0.003993427007203273,0.08000264299984218,0.05939472052918593,6.05
0.005871413699048215,0.003987871748330162,0.08003454758467621,0.05937524199003135,6.06
0.00587205711380512,0.003982379383492439,0.08006639374111903,0.05935572770598709,6.07
0.005872674689499568,0.003976948983210707,0.08009818210513596,0.05933617834332516,6.08
0.0058732666486371885,0.003971579632938023,0.08012991329773671,0.059316594552081846,6.09
0.005873833212153384,0.003966270429736161,0.08016158793075089,0.05929697697252685,6.1
0.005874374599420428,0.003961020482152188,0.08019320660693716,0.05927732623528058,6.11
0.005874891028254717,0.003955828910096637,0.0802247699200905,0.05925764296142927,6.12
0.005875382714924165,0.003950694844723278,0.08025627845514788,0.059237927762638296,6.13
0.005875849874155757,0.003945617428310479,0.08028773278829185,0.05921818124126346,6.14
0.00587629271914325,0.003940595814144183,0.08031913348705262,0.05919840399046031,6.15
0.005876711461555031,0.003935629166402471,0.0803504811104082,0.059178596594291526,6.16
0.005877106311542115,0.003930716660041728,0.08038177620888269,0.05915875962783236,6.17
0.005877477477746312,0.003925857480684404,0.08041301932464295,0.05913889365727405,6.18
0.00587782516730853,0.003921050824508385,0.08044421099159332,0.059118999240025345,6.19
0.005878149585877233,0.003916295898137951,0.08047535173546862,0.059099076924812026,6.2
0.005878450937617061,0.0039115919185363345,0.08050644207392532,0.059079127251774506,6.21
0.005878729425217586,0.003906938112899886,0.08053748251663095,0.05905915075256341,6.22
0.0058789852499022315,0.0039023337185538336,0.08056847356535173,0.05903914795043327,6.23
0.005879218611437338,0.003897777982849635,0.08059941571403825,0.05901911936033416,6.24
0.0058794297081413765,0.003893270163063941,0.08063030944890963,0.05899906548900154,6.25
0.005879618736894328,0.0038888095262991475,0.08066115524853566,0.05897898683504389,6.26
0.005879785893147198,0.0038843953493855523,0.08069195358391722,0.058958883889028646,6.27
0.005879931370245762,0.0038800269151321207,0.08072270492335257,0.05893875713884146,6.28
0.00588005535935722,0.003875703511788864,0.08075340973309479,0.058918607070407844,6.29
0.005880158051269958,0.0038714244424855643,0.08078406846493423,0.05889843415400775,6.3
0.005880239635367486,0.003867189019621962,0.0808146815635043,0.05887823885232293,6.31
0.005880300299613023,0.0038629965646410644,0.08084524946653221,0.058858021620710535,6.32
0.005880340230557875,0.0038588464079299255,0.08087577260492296,0.058837782907293044,6.33
0.005880359613349901,0.0038547378887217897,0.08090625140284198,0.05881752315304651,6.34
0.005880358631742107,0.0038506703549996005,0.0809366862777961,0.05879724279188724,6.35
0.005880337468101339,0.003846643163400862,0.08096707764071316,0.05877694225075681,6.36
0.005880296303417078,0.0038426556791238678,0.08099742589602008,0.05875662194970552,6.37
0.005880235317310345,0.0038387072758352824,0.0810277314417195,0.05873628230197417,6.38
0.005880154688042717,0.0038347973355790906,0.0810579946694649,0.058715923714074275,6.39
0.005880054592525446,0.0038309252486869024,0.08108821596463421,0.058695546585866676,6.4
0.005879935206328681,0.003827090413689621,0.08111839570640204,0.05867515131063844,6.41
0.005879796703690802,0.0038232922372304677,0.0811485342678103,0.058654738275178246,6.42
0.005879639257527864,0.0038195301339793695,0.08117863201583746,0.058634307859850125,6.43
0.005879463039443138,0.0038158035265487065,0.08120868931146617,0.058613860438665545,6.44
0.005879268219736763,0.003812111845410423,0.08123870650974964,0.05859339637935397,6.45
0.00587905496741551,0.0038084545288144893,0.08126868395987627,0.058572916043431664,6.46
0.005878823450202648,0.0038048310227087358,0.08129862200523301,0.05855241978626904,6.47
0.005878573834547912,0.0038012407806600375,0.08132852098346703,0.058531907957156265,6.48
0.005878306285295978,0.0037976832626044382,0.0813583812282091,0.05851138090120866,6.49
0.005878020964407189,0.0037941579303456398,0.08138820307540902,0.05849083896637931,6.5
0.00587771803383178,0.003790664257309313,0.08141798684945216,0.05847028248808318,6.51
0.005877397654480788,0.0037872017249021986,0.08144773286827516,0.058449711794859145,6.52
0.005877059985992527,0.0037837698216025687,0.0814774414446083,0.058429127209742956,6.53
0.005876705186740651,0.003780368042880817,0.08150711288604082,0.05840852905033698,6.54
0.005876333413842262,0.0037769958911212124,0.08153674749508501,0.058387917628878565,6.55
0.005875944823166075,0.003773652875544825,0.08156634556923911,0.05836729325230715,6.56
0.005875539569340629,0.003770338512133621,0.08159590740104908,0.05834665622233008,6.57
0.005875117805762553,0.0037670523235557207,0.08162543327816896,0.058326006835487054,6.58
0.005874679684604879,0.00376379383909183,0.08165492348342028,0.05830534538321323,6.59
0.0058742253568254054,0.0037605625945628376,0.08168437829485008,0.058284672151901154,6.6
0.005873754972175118,0.0037573581322585823,0.08171379798578768,0.05826398742296121,6.61
0.0058732686792066545,0.003754180000867787,0.08174318282490052,0.05824329147288087,6.62
0.005872766625282822,0.0037510277554091602,0.08177253307624842,0.058222584573282596,6.63
0.0058722489565851636,0.00374790095716367,0.08180184899933686,0.05820186699098039,6.64
0.005871715818122585,0.0037447991736079813,0.0818311308491691,0.05818113898803509,6.65
0.005871167353740016,0.0037417219783490653,0.08186037887629682,0.05816040082180833,6.66
0.005870603706127138,0.0037386689510599735,0.08188959332686989,0.05813965274501516,6.67
0.005870025016827151,0.0037356396774167852,0.08191877444268461,0.058118895005775384,6.68
0.005869431426245603,0.0037326337490367163,0.081947922461231,0.058098127847663585,6.69
0.0058688230736207575,0.0037296507632179955,0.08197703761599319,0.05807735151003765,6.7
0.0058682000960613165,0.0037266903178496797,0.08200612014291289,0.05805656623514627,6.71
0.005867562629917112,0.0037237520184066667,0.08203517027143334,0.05803577225827612,6.72
0.005866910810805261,0.003720835477981194,0.08206418822442839,0.058014969807672144,6.73
0.005866244773219403,0.0037179403151557165,0.0820931742208862,0.05799415910748755,6.74
0.005865564650537264,0.003715066153939946,0.08212212847595954,0.05797334037783731,6.75
