Time,s121,s122,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s139,s150,s152,s153,s154,s159,s160,s161,s164,s167,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,kf13,kr13,kf14,kr14,kf15,kr15,k16,k17,k18,k20,k19,k21,k22,kf23,kr23,k27,kf28,kr28,k26,default,c2,re44,re45,re46,re47,re48,re49,re52,re53,re56,re57,re58,re59,re60,re61,re63,re64,re65,re66,re67,re68,re69,re70,re71,re72
4.11,0.0,0.0,0.0,8.652476741191532e-14,0.0,8.652476741191532e-14,4.44674918537338e-14,0.0,1.021256047053853e-10,0.0,4.8794239823584276e-08,1.0219771590481776e-05,0.0,0.05999506411748075,2.4795598443386755e-22,0.0,3.6935949873635652e-09,0.0,0.0,2.207578303026157e-22,4.443555390465918e-14,4.906937207372059e-06,1.26258584481632e-07,1.8241708534688247e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.3129292240816e-14,3.460990696476613e-17,4.4435553904659185e-18,4.326238370595766e-14,6.3129292240816e-14,2.554942897620444e-08,1.1999012823496151e-06,1.277471448810222e-09,6.099279977948034e-12,2.4795598443386757e-23,2.927413546779671e-09,3.6935949873635656e-10,1.2765700588173162e-14,4.326238370595766e-14,7.31913597355934e-11,2.5e-06,4.011981499243244e-18,4.336398147835494e-22,1.2267343018430147e-08,2.2075783030261572e-24,4.237837028533888e-22,3.460990696476613e-17,1.3340247556120138e-17,4.434434536198574e-17
4.12,0.0,0.0,0.0,8.715724765710392e-14,0.0,8.715724765710392e-14,4.490156168635281e-14,0.0,1.0285910780004136e-10,0.0,4.902361219789949e-08,1.0244502996876395e-05,0.0,0.0599950520891263,2.5211389655525334e-22,0.0,3.7192312795972847e-09,0.0,0.0,2.250419451698914e-22,4.486922705477525e-14,4.918817103604467e-06,1.2687269411824818e-07,1.8464506162617816e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.343634705912409e-14,3.486289906284157e-17,4.486922705477525e-18,4.357862382855196e-14,6.343634705912409e-14,2.5611257492190986e-08,1.199901041782526e-06,1.2805628746095493e-09,6.1279515247374364e-12,2.5211389655525334e-23,2.9411741674101073e-09,3.719231279597285e-10,1.2857388475005171e-14,4.357862382855196e-14,7.353541829706936e-11,2.5e-06,4.06094479491075e-18,4.399303173505604e-22,1.2297042759011169e-08,2.250419451698914e-24,4.3104606220423465e-22,3.486289906284157e-17,1.3470468505905841e-17,4.477690452396216e-17
4.13,0.0,0.0,0.0,8.779279962720045e-14,0.0,8.779279962720045e-14,4.533880028990325e-14,0.0,1.0359605430753211e-10,0.0,4.9253487055684235e-08,1.0269233754080118e-05,0.0,0.059995040060636495,2.5633121263663194e-22,0.0,3.744979634046883e-09,0.0,0.0,2.29398055163086e-22,4.5306065013344093e-14,4.930696726131031e-06,1.274882887246677e-07,1.8689474432229475e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.374414436233385e-14,3.511711985088018e-17,4.530606501334409e-18,4.3896399813600226e-14,6.374414436233385e-14,2.5673084385200294e-08,1.19990080121273e-06,1.2836542192600148e-09,6.1566858819605295e-12,2.5633121263663195e-23,2.9549649290318167e-09,3.7449796340468834e-10,1.2949506788441514e-14,4.3896399813600226e-14,7.388023058374967e-11,2.5e-06,4.1103845824072266e-18,4.462963373357464e-22,1.2326741815327578e-08,2.29398055163086e-24,4.384147967052193e-22,3.511711985088018e-17,1.3601640086970974e-17,4.521261764118295e-17
4.14,0.0,0.0,0.0,8.843143073463217e-14,0.0,8.843143073463217e-14,4.577922303192134e-14,0.0,1.0433645176148304e-10,0.0,4.9483864183111925e-08,1.0293963862109985e-05,0.0,0.05999502803201104,2.6060859508142167e-22,0.0,3.770840240143287e-09,0.0,0.0,2.338270870806667e-22,4.574608311795928e-14,4.9425760750705685e-06,1.281053682666967e-07,1.8916629154637864e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.405268413334834e-14,3.537257229385287e-17,4.574608311795928e-18,4.4215715367316087e-14,6.405268413334834e-14,2.5734909655274964e-08,1.1999005606402208e-06,1.2867454827637482e-09,6.185483022888991e-12,2.6060859508142168e-23,2.9687858187980268e-09,3.770840240143287e-10,1.304205647018538e-14,4.4215715367316087e-14,7.422579627489441e-11,2.5e-06,4.160304325425079e-18,4.527385927836893e-22,1.2356440187676421e-08,2.338270870806667e-24,4.458912009363723e-22,3.537257229385287e-17,1.37337669095764e-17,4.565149997218609e-17
4.15,0.0,0.0,0.0,8.907314839162435e-14,0.0,8.907314839162435e-14,4.622284531695579e-14,0.0,1.0508030769240149e-10,0.0,4.971474336666724e-08,1.0318693320983038e-05,0.0,0.059995016003249635,2.6494671133101694e-22,0.0,3.79681328700997e-09,0.0,0.0,2.383299756233226e-22,4.6189296743073945e-14,4.954455150542077e-06,1.2872393271015658e-07,1.9145986217466882e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.436196635507829e-14,3.562925935664974e-17,4.618929674307395e-18,4.4536574195812174e-14,6.436196635507829e-14,2.5796733302457595e-08,1.1999003200649929e-06,1.2898366651228798e-09,6.214342920833406e-12,2.6494671133101697e-23,2.98263682388065e-09,3.79681328700997e-10,1.3135038461550186e-14,4.4536574195812174e-14,7.457211505023067e-11,2.5e-06,4.210707504334959e-18,4.592578067737521e-22,1.2386137876355193e-08,2.383299756233226e-24,4.534765820409297e-22,3.562925935664974e-17,1.3866853595086736e-17,4.6093566811986616e-17
4.16,0.0,0.0,0.0,8.971796001020004e-14,0.0,8.971796001020004e-14,4.6669682586566455e-14,0.0,1.0582762962768249e-10,0.0,4.9946124393145415e-08,1.0343422130716315e-05,0.0,0.05999500397435197,2.693462338840323e-22,0.0,3.822898963463593e-09,0.0,0.0,2.429076634268319e-22,4.663572129999911e-14,4.966333952664732e-06,1.293439820208842e-07,1.937756158503392e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.467199101044209e-14,3.588718400408002e-17,4.663572129999912e-18,4.485898000510002e-14,6.467199101044209e-14,2.5858555326790788e-08,1.1999000794870396e-06,1.2929277663395395e-09,6.243265549143177e-12,2.693462338840323e-23,2.996517931470237e-09,3.8228989634635926e-10,1.3228453703460311e-14,4.485898000510002e-14,7.491918658995122e-11,2.5e-06,4.2615976162251954e-18,4.658547074427634e-22,1.241583488166183e-08,2.429076634268319e-24,4.611722598164294e-22,3.588718400408002e-17,1.4000904775969934e-17,4.653883349207394e-17
4.17,0.0,0.0,0.0,9.03658730021806e-14,0.0,9.03658730021806e-14,4.711975031932346e-14,0.0,1.065784250916155e-10,0.0,5.0178007049651655e-08,1.0368150291326855e-05,0.0,0.05999499194531776,2.738078403155499e-22,0.0,3.849097458014687e-09,0.0,0.0,2.4756110109493297e-22,4.7085372236902324e-14,4.9782124815578905e-06,1.2996551616473177e-07,1.961137129853439e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.498275808236588e-14,3.6146349200872246e-17,4.708537223690233e-18,4.51829365010903e-14,6.498275808236588e-14,2.5920375728317137e-08,1.1998998389063553e-06,1.2960187864158568e-09,6.272250881206457e-12,2.738078403155499e-23,3.010429128775949e-09,3.849097458014687e-10,1.3322303136451938e-14,4.51829365010903e-14,7.526701057471392e-11,2.5e-06,4.312978174941256e-18,4.7253002800775145e-22,1.2445531203894726e-08,2.4756110109493298e-24,4.689795668062499e-22,3.6146349200872246e-17,1.4135925095797038e-17,4.6987315380409655e-17
4.18,0.0,0.0,0.0,9.10168947791854e-14,0.0,9.10168947791854e-14,4.757306403080582e-14,0.0,1.0733270160539035e-10,0.0,5.0410391123600386e-08,1.0392877802831697e-05,0.0,0.05999497991614668,2.7833221329636352e-22,0.0,3.875408958868301e-09,0.0,0.0,2.5229124723219128e-22,4.753826503880596e-14,4.990090737341087e-06,1.305885351075671e-07,1.9847431476225987e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.529426755378355e-14,3.640675791167416e-17,4.7538265038805965e-18,4.55084473895927e-14,6.529426755378355e-14,2.5982194507079245e-08,1.1998995983229338e-06,1.2991097253539622e-09,6.301298890450048e-12,2.783322132963635e-23,3.024370403025504e-09,3.8754089588683015e-10,1.3416587700673795e-14,4.55084473895927e-14,7.56155866856404e-11,2.5e-06,4.364852711125167e-18,4.792845067887174e-22,1.2475226843352718e-08,2.5229124723219128e-24,4.768998483915832e-22,3.640675791167416e-17,1.4271919209241747e-17,4.743902788142483e-17
4.19,0.0,0.0,0.0,9.167103275263204e-14,0.0,9.167103275263204e-14,4.80296392736004e-14,0.0,1.0809046668710365e-10,0.0,5.064327640271465e-08,1.0417604665247887e-05,0.0,0.05999496788683845,2.829200406122244e-22,0.0,3.901833653924664e-09,0.0,0.0,2.5709906847686877e-22,4.7994415227585733e-14,5.001968720134036e-06,1.3121303881527345e-07,2.0085758313613074e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.560651940763673e-14,3.6668413101052816e-17,4.799441522758574e-18,4.583551637631602e-14,6.560651940763673e-14,2.604401166311972e-08,1.1998993577367692e-06,1.3022005831559858e-09,6.330409550339331e-12,2.829200406122244e-23,3.038341741465149e-09,3.9018336539246643e-10,1.3511308335887955e-14,4.583551637631602e-14,7.596491460431522e-11,2.5e-06,4.417224772254956e-18,4.8611888723145625e-22,1.2504921800335091e-08,2.570990684768688e-24,4.849344628838497e-22,3.6668413101052816e-17,1.440889178208012e-17,4.789398643601767e-17
4.2,0.0,0.0,0.0,9.23282943337362e-14,0.0,9.23282943337362e-14,4.848949163730054e-14,0.0,1.0885172785176464e-10,0.0,5.087666267502534e-08,1.0442330878592453e-05,0.0,0.059994955857392764,2.8757201518308516e-22,0.0,3.928371730779839e-09,0.0,0.0,2.6198553953379116e-22,4.8453838361968954e-14,5.013846430056624e-06,1.3183902725374943e-07,2.0326368083630988e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.591951362687471e-14,3.6931317733494483e-17,4.8453838361968954e-18,4.61641471668681e-14,6.591951362687471e-14,2.6105827196481134e-08,1.1998991171478553e-06,1.3052913598240566e-09,6.359582834378168e-12,2.875720151830852e-23,3.0523431313596073e-09,3.928371730779839e-10,1.360646598147058e-14,4.61641471668681e-14,7.63149940127847e-11,2.5e-06,4.470097922684057e-18,4.930339179304194e-22,1.2534616075141561e-08,2.6198553953379115e-24,4.930847816175525e-22,3.6931317733494483e-17,1.454684749119016e-17,4.83522065215508e-17
4.21,0.0,0.0,0.0,9.298868693351202e-14,0.0,9.298868693351202e-14,4.8952636748505155e-14,0.0,1.0961649261130198e-10,0.0,5.11105497288707e-08,1.0467056442882438e-05,0.0,0.059994943827809316,2.922888350823473e-22,0.0,3.9550233767263955e-09,0.0,0.0,2.6695164320721855e-22,4.891655003753324e-14,5.025723867228922e-06,1.3246650038890938e-07,2.0569277136830502e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.623325019445469e-14,3.719547477340481e-17,4.891655003753324e-18,4.649434346675601e-14,6.623325019445469e-14,2.6167641107206096e-08,1.1998988765561865e-06,1.308382055360305e-09,6.3888187161088374e-12,2.922888350823473e-23,3.066374559992052e-09,3.9550233767263957e-10,1.3702061576412747e-14,4.649434346675601e-14,7.666582459355624e-11,2.5e-06,4.523475743680766e-18,5.00030352651627e-22,1.2564309668072304e-08,2.6695164320721857e-24,5.013521890435798e-22,3.719547477340481e-17,1.4685791024551544e-17,4.881370365184909e-17
4.22,0.0,0.0,0.0,9.365221796277183e-14,0.0,9.365221796277183e-14,4.941909027081743e-14,0.0,1.1038476847456959e-10,0.0,5.134493735289548e-08,1.049178135813488e-05,0.0,0.05999493179808782,2.9707120355610516e-22,0.0,3.981788778754058e-09,0.0,0.0,2.71998370433713e-22,4.938256588670477e-14,5.037601031771173e-06,1.3309545818668316e-07,2.0814501901562113e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.654772909334157e-14,3.746088718510873e-17,4.938256588670477e-18,4.682610898138591e-14,6.654772909334157e-14,2.6229453395337198e-08,1.1998986359617565e-06,1.3114726697668599e-09,6.4181171691119354e-12,2.970712035561052e-23,3.080436014664056e-09,3.981788778754058e-10,1.37980960593212e-14,4.682610898138591e-14,7.701740602959696e-11,2.5e-06,4.577361833467642e-18,5.07108950355618e-22,1.2594002579427933e-08,2.71998370433713e-24,5.097380828229435e-22,3.746088718510873e-17,1.482572708124523e-17,4.9278493377196955e-17
4.23,0.0,0.0,0.0,9.431889483212651e-14,0.0,9.431889483212651e-14,4.98888679048437e-14,0.0,1.1115656294735317e-10,0.0,5.157982533605043e-08,1.0516505624366815e-05,0.0,0.059994919768227954,3.019198290423918e-22,0.0,4.008668123550377e-09,0.0,0.0,2.771267203150074e-22,4.985190157875678e-14,5.049477923803801e-06,1.337259006130163e-07,2.106205888416044e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.686295030650815e-14,3.7727557932850605e-17,4.985190157875678e-18,4.7159447416063256e-14,6.686295030650815e-14,2.629126406091704e-08,1.1998983953645591e-06,1.314563203045852e-09,6.447478167006304e-12,3.019198290423918e-23,3.094527482695557e-09,4.0086681235503773e-10,1.3894570368419147e-14,4.7159447416063256e-14,7.736973800433298e-11,2.5e-06,4.631759807260928e-18,5.142704752204504e-22,1.2623694809509503e-08,2.771267203150074e-24,5.182438739209674e-22,3.7727557932850605e-17,1.496666037145311e-17,4.9746591284335977e-17
4.24,0.0,0.0,0.0,9.498872495198513e-14,0.0,9.498872495198513e-14,5.036198538819214e-14,0.0,1.1193188353237597e-10,0.0,5.181521346759145e-08,1.054122924159528e-05,0.0,0.05999490773822943,3.0683542519042285e-22,0.0,4.035661597501373e-09,0.0,0.0,2.823377001508728e-22,5.0324572819807885e-14,5.061354543447399e-06,1.3435782763386977e-07,2.1311964669128506e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.717891381693488e-14,3.7995489980794053e-17,5.032457281980789e-18,4.7494362475992566e-14,6.717891381693488e-14,2.63530731039882e-08,1.1998981547645887e-06,1.31765365519941e-09,6.4769016834489316e-12,3.068354251904229e-23,3.108648951424812e-09,4.035661597501373e-10,1.3991485441546995e-14,4.7494362475992566e-14,7.772282020164813e-11,2.5e-06,4.686673297309947e-18,5.215156966647393e-22,1.2653386358618498e-08,2.823377001508728e-24,5.268709867019157e-22,3.7995489980794053e-17,1.5108595616457642e-17,5.021801299646224e-17
4.25,0.0,0.0,0.0,9.566171573255549e-14,0.0,9.566171573255549e-14,5.083845849547183e-14,0.0,1.1271073772930559e-10,0.0,5.205110153707911e-08,1.0565952209837309e-05,0.0,0.05999489570809195,3.118187108798443e-22,0.0,4.062769386692213e-09,0.0,0.0,2.876323254719895e-22,5.0800595352820724e-14,5.073230890822741e-06,1.3499123921522042e-07,2.1564235919322215e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.749561960761021e-14,3.82646862930222e-17,5.080059535282073e-18,4.7830857866277746e-14,6.749561960761021e-14,2.6414880524593273e-08,1.1998979141618392e-06,1.3207440262296637e-09,6.506387692134889e-12,3.118187108798443e-23,3.122800408208366e-09,4.062769386692213e-10,1.4088842216163198e-14,4.7830857866277746e-14,7.807665230588328e-11,2.5e-06,4.742105952936539e-18,5.288453893707481e-22,1.2683077227056853e-08,2.876323254719895e-24,5.356208590240759e-22,3.82646862930222e-17,1.5251537548641547e-17,5.0692774173224113e-17
4.26,0.0,0.0,0.0,9.63378745838438e-14,0.0,9.63378745838438e-14,5.1318303038291433e-14,0.0,1.1349313303475989e-10,0.0,5.2287489334377874e-08,1.0590674529109941e-05,0.0,0.059994883677815206,3.168704102399761e-22,0.0,4.089991676907862e-09,0.0,0.0,2.930116200728138e-22,5.127998495760025e-14,5.085106966050776e-06,1.3562613532306073e-07,2.1818889376134636e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.781306766153036e-14,3.853514983353752e-17,5.127998495760025e-18,4.81689372919219e-14,6.781306766153036e-14,2.6476686322774854e-08,1.1998976735563042e-06,1.3238343161387426e-09,6.535936166797234e-12,3.168704102399761e-23,3.136981840421004e-09,4.0899916769078626e-10,1.4186641629344988e-14,4.81689372919219e-14,7.843123400183515e-11,2.5e-06,4.798061440574445e-18,5.362603333075162e-22,1.2712767415126941e-08,2.930116200728138e-24,5.444949423352812e-22,3.853514983353752e-17,1.5395490911487428e-17,5.1170890510719577e-17
4.27,0.0,0.0,0.0,9.701720891565495e-14,0.0,9.701720891565495e-14,5.1801534865258076e-14,0.0,1.1427907694231331e-10,0.0,5.252437664965546e-08,1.0615396199430208e-05,0.0,0.05999487164739891,3.2199125266905774e-22,0.0,4.117328653633747e-09,0.0,0.0,2.984766160444472e-22,5.176275745079218e-14,5.096982769252627e-06,1.3626251592339894e-07,2.2075941859680385e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.813125796169947e-14,3.880688356626198e-17,5.176275745079218e-18,4.850860445782747e-14,6.813125796169947e-14,2.653849049857552e-08,1.1998974329479783e-06,1.326924524928776e-09,6.565547081206933e-12,3.2199125266905776e-23,3.1511932354557155e-09,4.117328653633747e-10,1.4284884617789165e-14,4.850860445782747e-14,7.878656497475528e-11,2.5e-06,4.85454344380871e-18,5.437613137540336e-22,1.2742456923131567e-08,2.9847661604444724e-24,5.534947017688859e-22,3.880688356626198e-17,1.554046045957742e-17,5.165237774149378e-17
4.28,0.0,0.0,0.0,9.769972613759249e-14,0.0,9.769972613759249e-14,5.228816986197622e-14,0.0,1.1506857694250318e-10,0.0,5.276176327338218e-08,1.064011722081515e-05,0.0,0.059994859616842755,3.271819728534945e-22,0.0,4.144780502056412e-09,0.0,0.0,3.0402835380750586e-22,5.2248928685881534e-14,5.108858300549592e-06,1.3690038098225905e-07,2.233541026898e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.845019049112952e-14,3.9079890455036996e-17,5.224892868588154e-18,4.8849863068796245e-14,6.845019049112952e-14,2.6600293052037877e-08,1.1998971923368552e-06,1.3300146526018938e-09,6.595220409172773e-12,3.2718197285349455e-23,3.1654345807236536e-09,4.1447805020564123e-10,1.4383572117812897e-14,4.8849863068796245e-14,7.914264491034915e-11,2.5e-06,4.9115556634150875e-18,5.513491213224618e-22,1.277214575137398e-08,3.0402835380750587e-24,5.626216162401898e-22,3.9079890455036996e-17,1.5686450958592865e-17,5.2137251634536636e-17
4.29,0.0,0.0,0.0,9.838543365905853e-14,0.0,9.838543365905853e-14,5.277822395104633e-14,0.0,1.1586164052283559e-10,0.0,5.299964899633024e-08,1.0664837593281793e-05,0.0,0.059994847586146434,3.324433107871003e-22,0.0,4.172347407064176e-09,0.0,0.0,3.096678821449864e-22,5.273851455319082e-14,5.120733560063138e-06,1.375397304656807e-07,2.2597311582144213e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.876986523284034e-14,3.9354173463623414e-17,5.273851455319082e-18,4.9192716829529266e-14,6.876986523284034e-14,2.6662093983204482e-08,1.1998969517229289e-06,1.333104699160224e-09,6.62495612454128e-12,3.3244331078710035e-23,3.1797058636540916e-09,4.1723474070641766e-10,1.4482705065354448e-14,4.9192716829529266e-14,7.949947349477508e-11,2.5e-06,4.969101817399405e-18,5.590245519813935e-22,1.2801833900157847e-08,3.0966788214498643e-24,5.718771785433099e-22,3.9354173463623414e-17,1.5833467185313898e-17,5.2625527995280097e-17
4.3,0.0,0.0,0.0,9.90743388892541e-14,0.0,9.90743388892541e-14,5.327171309206394e-14,0.0,1.1665827516779217e-10,0.0,5.323803360957312e-08,1.068955731684718e-05,0.0,0.05999483555530967,3.377760117903462e-22,0.0,4.200029553247805e-09,0.0,0.0,3.1539625823513837e-22,5.3231530979878783e-14,5.132608547914913e-06,1.3818056433971955e-07,2.2861662856558446e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.909028216985978e-14,3.962973555570164e-17,5.323153097987878e-18,4.953716944462705e-14,6.909028216985978e-14,2.672389329211795e-08,1.1998967111061936e-06,1.3361946646058974e-09,6.65475420119664e-12,3.3777601179034625e-23,3.1940070716943887e-09,4.200029553247805e-10,1.458228439597402e-14,4.953716944462705e-14,7.98570504146433e-11,2.5e-06,5.027185641036989e-18,5.667884070791639e-22,1.2831521369787283e-08,3.1539625823513836e-24,5.812628954485117e-22,3.962973555570164e-17,1.598151392761918e-17,5.3117222665595994e-17
4.31,0.0,0.0,0.0,9.9766449237179e-14,0.0,9.9766449237179e-14,5.376865328161837e-14,0.0,1.1745848835883602e-10,0.0,5.3476916904484885e-08,1.0714276391528336e-05,0.0,0.05999482352433214,3.4318082652960393e-22,0.0,4.22782712490116e-09,0.0,0.0,3.2121454768433037e-22,5.372799392993865e-14,5.144483264226735e-06,1.38822882570447e-07,2.3128481229067093e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.94114412852235e-14,3.99065796948716e-17,5.3727993929938646e-18,4.98832246185895e-14,6.94114412852235e-14,2.678569097882084e-08,1.199896470486643e-06,1.339284548941042e-09,6.684614613060611e-12,3.4318082652960394e-23,3.208338192309945e-09,4.22782712490116e-10,1.4682311044854502e-14,4.98832246185895e-14,8.021537535701487e-11,2.5e-06,5.085810886912027e-18,5.746414933671995e-22,1.2861208160566838e-08,3.212145476843304e-24,5.907802877999846e-22,3.99065796948716e-17,1.6130595984485508e-17,5.361235152379331e-17
4.32,0.0,0.0,0.0,1.0046177211163196e-13,0.0,1.0046177211163196e-13,5.426906055329157e-14,0.0,1.1826228757441805e-10,0.0,5.3716298672739545e-08,1.0738994817342303e-05,0.0,0.059994811493213555,3.4865851103639167e-22,0.0,4.2557403060218675e-09,0.0,0.0,3.271238245599199e-22,5.422791940419667e-14,5.156357709120594e-06,1.3946668512395055e-07,2.339778391615792e-16,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.973334256197527e-14,4.0184708844652785e-17,5.422791940419667e-18,5.023088605581598e-14,6.973334256197527e-14,2.6847487043355757e-08,1.1998962298642713e-06,1.3423743521677878e-09,6.7145373340924435e-12,3.486585110363917e-23,3.2226992129841666e-09,4.255740306021868e-10,1.4782785946802257e-14,5.023088605581598e-14,8.057444800940084e-11,2.5e-06,5.144981324956955e-18,5.825846230234154e-22,1.2890894272801485e-08,3.271238245599199e-24,6.0043089061407775e-22,4.0184708844652785e-17,1.6280718165987468e-17,5.4110930484615883e-17
