s121,s122,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s139,s150,s152,s153,s154,s159,s160,s161,s164,s167,Time
0.0,0.0,0.0,1.663613448028079e-18,0.0,1.663613448028079e-18,2.337691644559387e-20,0.0,2.07594386640644e-15,0.0,3.772380650276363e-11,2.7496030069614467e-07,0.0,0.05999986800006217,1.0840992660993278e-32,0.0,8.280536556313978e-14,0.0,0.0,3.8015810502042612e-34,2.337630075564598e-20,1.3198170670952426e-07,9.074161538458304e-11,3.83218000128497e-24,0.11
0.0,0.0,0.0,2.1598074672676254e-18,0.0,2.1598074672676254e-18,3.296255332624562e-20,0.0,2.694722033228346e-15,0.0,4.488489483619045e-11,2.999527549608535e-07,0.0,0.05999985600006502,1.5568523304161284e-32,0.0,1.0746124909657856e-13,0.0,0.0,5.44393011262162e-34,3.296166147740103e-20,1.4397822970500548e-07,1.0798911456890688e-10,5.551128955844637e-24,0.12
0.0,0.0,0.0,2.745985823573553e-18,0.0,2.745985823573553e-18,4.523016554847099e-20,0.0,3.4255709852344775e-15,0.0,5.2666208726131304e-11,3.249445531822487e-07,0.0,0.05999984400006579,2.153260099336519e-32,0.0,1.3657332099430727e-13,0.0,0.0,7.506704246511245e-34,4.522891774361547e-20,1.5597445041785158e-07,1.267361602331805e-10,7.766887501622569e-24,0.13
0.0,0.0,0.0,3.429645787707575e-18,0.0,3.429645787707575e-18,6.064708196445616e-20,0.0,4.277790928240223e-15,0.0,6.106735433087435e-11,3.499356953775512e-07,0.0,0.0599998320000641,2.890824332311072e-32,0.0,1.7050894670441853e-13,0.0,0.0,1.004667319273244e-33,6.064538465913419e-20,1.6797036886026508e-07,1.4698271459131277e-10,1.0565079953161678e-23,0.14
0.0,0.0,0.0,4.218284408302652e-18,0.0,4.218284408302652e-18,7.971866984402511e-20,0.0,5.26067628336765e-15,0.0,7.008793840469496e-11,3.7492618156398127e-07,0.0,0.05999982000005958,3.8835648860869256e-32,0.0,2.0963490237890052e-13,0.0,0.0,1.3721504326215903e-33,7.971640444801535e-20,1.799659850448061e-07,1.6872873985989563e-10,1.41012133942192e-23,0.15
0.0,0.0,0.0,5.1193985408460404e-18,0.0,5.1193985408460404e-18,1.0298338314354677e-19,0.0,6.383517511201326e-15,0.0,7.972756810564058e-11,3.9991601175875934e-07,0.0,0.05999980800005187,5.666237524168122e-32,0.0,2.5431756505864637e-13,0.0,0.0,2.182066584260883e-33,1.0298036022979411e-19,1.919612989842741e-07,1.9197419826333485e-10,1.8813841365182296e-23,0.16
0.0,0.0,0.0,6.140484785287241e-18,0.0,6.140484785287241e-18,1.310234221389797e-19,0.0,7.655597184912798e-15,0.0,8.998585140931381e-11,4.249051859791049e-07,0.0,0.05999979600004059,8.496387519779282e-32,0.0,3.0492250326058967e-13,0.0,0.0,3.5893484438981e-33,1.3101940990513007e-19,2.0395631069196233e-07,2.1671905202280552e-10,2.4965684605761648e-23,0.17
0.0,0.0,0.0,7.28903950792276e-18,0.0,7.28903950792276e-18,1.6446099443464238e-19,0.0,9.086191367658202e-15,0.0,1.0086239696373327e-10,4.4989370424223676e-07,0.0,0.059999784000025355,1.2599162535099805e-31,0.0,3.6181462058406464e-13,0.0,0.0,5.7282655324876015e-33,1.64455721119607e-19,2.1595102018156863e-07,2.4296326336012604e-10,3.280458833291269e-23,0.18
0.0,0.0,0.0,8.572558845897565e-18,0.0,8.572558845897565e-18,2.0395754589105764e-19,0.0,1.0684569895894846e-14,0.0,1.1235681405947993e-10,4.7488156656537384e-07,0.0,0.05999977200000583,1.8217668120186784e-31,0.0,4.253581852491637e-13,0.0,0.0,8.743966950682029e-33,2.0395069683439388e-19,2.2794542746717703e-07,2.7070679449855523e-10,4.259662950243243e-23,0.19
0.0,0.0,0.0,9.998538707205077e-18,0.0,9.998538707205077e-18,2.502137606249521e-19,0.0,1.2459996379381188e-14,0.0,1.244687126296969e-10,4.998687729657341e-07,0.0,0.05999975999998161,2.5612967712974985e-31,0.0,4.959168300967353e-13,0.0,0.0,1.279248137883236e-32,2.5020497532624433e-19,2.399395325632578e-07,2.999496076627917e-10,5.462611680895923e-23,0.2
0.0,0.0,0.0,1.1574474770687175e-17,0.0,1.1574474770687175e-17,3.0396956100925647e-19,0.0,1.4421728201176843e-14,0.0,1.3719770325008963e-10,5.248553234605351e-07,0.0,0.05999974799995234,3.5064082639276898e-31,0.0,5.738535525883853e-13,0.0,0.0,1.804071707698782e-32,3.0395843018749644e-19,2.519333354846673e-07,3.3069166507897444e-10,6.919559068597287e-23,0.21
0.0,0.0,0.0,1.330786248603421e-17,0.0,1.330786248603421e-17,3.660041076731059e-19,0.0,1.6579016517642604e-14,0.0,1.505433971389259e-10,5.498412180669941e-07,0.0,0.05999973599991765,4.686799211278273e-31,0.0,6.595307148064771e-13,0.0,0.0,2.466646188489601e-32,3.6599017032607385e-19,2.639268362466483e-07,3.6293292897468273e-10,8.662582330579474e-23,0.22
0.0,0.0,0.0,1.5206197073784985e-17,0.0,1.5206197073784985e-17,4.371357995018393e-19,0.0,1.89411062584404e-14,0.0,1.6450540615703572e-10,5.748264568023278e-07,0.0,0.05999972399987716,6.133963323506035e-31,0.0,7.533100434541307e-13,0.0,0.0,3.285838322200278e-32,4.371185399654845e-19,2.7592003486482944e-07,3.966733615789357e-10,1.0725581857958747e-22,0.23
0.0,0.0,0.0,1.727697352532675e-17,0.0,1.727697352532675e-17,5.182222736369993e-19,0.0,2.1517236126533322e-14,0.0,1.7908334280781127e-10,5.998110396837523e-07,0.0,0.059999711999830514,7.8811900995555295e-31,0.0,8.555526298552232e-13,0.0,0.0,4.2816028087452256e-32,5.182011186448212e-19,2.8791293135522585e-07,4.319129251221927e-10,1.3144281215735518e-22,0.24
0.0,0.0,0.0,1.952768666129429e-17,0.0,1.952768666129429e-17,6.101504227662986e-19,0.0,2.4316640699857058e-14,0.0,1.942768200183466e-10,6.247949667284836e-07,0.0,0.05999969999977735,1.0010962412949689e-30,0.0,9.666191464275837e-13,0.0,0.0,5.520428181259372e-32,6.101247215957129e-19,2.999055257341059e-07,4.686515818386343e-10,1.5966587949219718e-22,0.25
0.0,0.0,0.0,2.196583133004782e-17,0.0,2.196583133004782e-17,7.138024673766947e-19,0.0,2.7348557574167354e-14,0.0,2.100854503956058e-10,6.497782379537377e-07,0.0,0.05999968799971726,1.2816044361649256e-30,0.0,1.086870582399818e-12,0.0,0.0,7.269791473081765e-32,7.137714145139718e-19,3.118978180175394e-07,5.068892939739127e-10,1.9287806348605768e-22,0.26
0.0,0.0,0.0,2.4598901980407815e-17,0.0,2.4598901980407815e-17,8.301289923067139e-19,0.0,3.0622211986570835e-14,0.0,2.2650884782767523e-10,6.747608533767293e-07,0.0,0.05999967599964992,1.645270606951757e-30,0.0,1.2166666600273762e-12,0.0,0.0,9.665662328992663e-32,8.300916738526837e-19,3.2388980822237025e-07,5.466260237684663e-10,2.317483462810727e-22,0.27
0.0,0.0,0.0,2.7434392811523305e-17,0.0,2.7434392811523305e-17,9.601233283170472e-19,0.0,3.414682220900231e-14,0.0,2.4354662692210564e-10,6.997428130146734e-07,0.0,0.05999966399957493,2.1062359164183272e-30,0.0,1.3563663901233875e-12,0.0,0.0,1.2829129847294068e-31,9.60078724989275e-19,3.3588149636587523e-07,5.878617334633722e-10,2.7692753656576274e-22,0.28
0.0,0.0,0.0,3.0479797803698214e-17,0.0,3.0479797803698214e-17,1.1048162826440377e-18,0.0,3.793160065760746e-14,0.0,2.611984028903846e-10,7.24724116884784e-07,0.0,0.05999965199949194,2.6796575939381156e-30,0.0,1.5063281863256177e-12,0.0,0.0,1.6890391517466883e-31,1.1047632638513418e-18,3.478728824656938e-07,6.3059638530155e-10,3.2910295984957188e-22,0.29
0.0,0.0,0.0,3.3742610718391424e-17,0.0,3.3742610718391424e-17,1.2652761389996859e-18,0.0,4.198575389274281e-14,0.0,2.79463791547937e-10,7.497047650042748e-07,0.0,0.05999963999940058,3.3817089354952414e-30,0.0,1.6669098650964726e-12,0.0,0.0,2.1988753220170904e-31,1.2652134569166565e-18,3.598639665398284e-07,6.748299415277626e-10,3.8899845846286833e-22,0.3
0.0,0.0,0.0,3.723032509821665e-17,0.0,3.723032509821665e-17,1.4426086575716436e-18,0.0,4.6318482618975715e-14,0.0,2.9834240931412454e-10,7.746847573903589e-07,0.0,0.05999962799930046,4.2295793036844404e-30,0.0,1.838468645722994e-12,0.0,0.0,2.8272629227244777e-31,1.4425349412131608e-18,3.7185474860664394e-07,7.205623643886148e-10,4.57374391556944e-22,0.31
0.0,0.0,0.0,4.0950434266942586e-17,0.0,4.0950434266942586e-17,1.637957075023218e-18,0.0,5.0938981685084356e-14,0.0,3.1783387321224605e-10,7.996640940602494e-07,0.0,0.05999961599919124,5.241474127711076e-30,0.0,2.0213611503168623e-12,0.0,0.0,3.5899542201706045e-31,1.6378708243189693e-18,3.8384522868486816e-07,7.677936161325542e-10,5.350276351040143e-22,0.32
0.0,0.0,0.0,4.4910431329492794e-17,0.0,4.4910431329492794e-17,1.8525021044933708e-18,0.0,5.5856440084057785e-14,0.0,3.379378008695374e-10,8.246427750311583e-07,0.0,0.059999603999072545,6.43661490339114e-30,0.0,2.2159434038143947e-12,0.0,0.0,4.503612319775112e-31,1.8524016843623698e-18,3.9583540679359156e-07,8.165236590098715e-10,6.227915818972187e-22,0.33
0.0,0.0,0.0,4.911780917194575e-17,0.0,4.911780917194575e-17,2.0874619355967173e-18,0.0,6.108004095309589e-14,0.0,3.586538105171714e-10,8.496208003202974e-07,0.0,0.059999591998944,7.835239193151254e-30,0.0,2.4225708339765474e-12,0.0,0.0,5.5858111660755265e-31,2.0873455700218217e-18,4.0782528295226737e-07,8.667524552726995e-10,7.215361415506205e-22,0.34
0.0,0.0,0.0,5.358006046217066e-17,0.0,5.358006046217066e-17,2.34409216658084e-18,0.0,6.661896207908329e-14,0.0,3.799815209362033e-10,8.745981699448784e-07,0.0,0.05999957999880524,9.470871482528408e-30,0.0,2.6415983248956886e-12,0.0,0.0,6.872401482113512e-31,2.3439579152715375e-18,4.1981485718067773e-07,9.184799671775409e-10,8.322730148582084e-22,0.35
0.0,0.0,0.0,5.830467765198864e-17,0.0,5.830467765198864e-17,2.6236855737527557e-18,0.0,7.248237761651861e-14,0.0,4.019205512738587e-10,8.995748839221122e-07,0.0,0.0599995679986559,1.1432027526617772e-29,0.0,2.8733803988464173e-12,0.0,0.0,8.47653151933687e-31,2.6235312496315712e-18,4.31804129498819e-07,9.717061569938573e-10,9.565134844941673e-22,0.36
0.0,0.0,0.0,6.32991529725204e-17,0.0,6.32991529725204e-17,2.92757260783659e-18,0.0,7.867945438931324e-14,0.0,4.244705214390123e-10,9.245509422692092e-07,0.0,0.059999555998495616,1.377243703648444e-29,0.0,3.1182708248137126e-12,0.0,0.0,1.0461592569914436e-30,2.9273958219150092e-18,4.437930999271488e-07,1.0264309869855795e-09,1.0954981958239206e-21,0.37
0.0,0.0,0.0,6.857097843581818e-17,0.0,6.857097843581818e-17,3.257121219870283e-18,0.0,8.5219353187979e-14,0.0,4.4763105196346937e-10,9.495263450033797e-07,0.0,0.059999543998324016,1.6542534130637525e-29,0.0,3.3766227558063077e-12,0.0,0.0,1.288578482662989e-30,3.2569193814412946e-18,4.557817684864993e-07,1.0826544194175927e-09,1.2504673203677595e-21,0.38
0.0,0.0,0.0,7.412764583520137e-17,0.0,7.412764583520137e-17,3.613736825394334e-18,0.0,9.211122903644626e-14,0.0,4.714017639734323e-10,9.745010921418332e-07,0.0,0.05999953199814074,1.979593459374997e-29,0.0,3.648788757100619e-12,0.0,0.0,1.5811284117275488e-30,3.613507133034073e-18,4.6777013519805946e-07,1.1403764165570707e-09,1.4227161256186348e-21,0.39
0.0,0.0,0.0,7.997664674525641e-17,0.0,7.997664674525641e-17,3.998862304451803e-18,0.0,9.936423119206383e-14,0.0,4.957822791895011e-10,9.994751837017787e-07,0.0,0.059999519997945415,2.358943587665857e-29,0.0,3.935120806240745e-12,0.0,0.0,1.9304241904652104e-30,3.998601737021193e-18,4.797582000833752e-07,1.1995969406734765e-09,1.613594975042154e-21,0.4
0.0,0.0,0.0,8.612547252183692e-17,0.0,8.612547252183692e-17,4.4139780015883165e-18,0.0,1.0698750314559902e-13,0.0,5.207722199266727e-10,1.0244486197004248e-06,0.0,0.059999507997737685,2.7983017096363913e-29,0.0,4.235970293038465e-12,0.0,0.0,2.343478528656917e-30,4.413683309234705e-18,4.91745963164349e-07,1.2603159540385615e-09,1.8245093280765834e-21,0.41
0.0,0.0,0.0,9.25816143020637e-17,0.0,9.25816143020637e-17,4.860601725852064e-18,0.0,1.1499018262123768e-13,0.0,5.46371209094342e-10,1.0494214001549803e-06,0.0,0.05999949599751717,3.303983903603052e-29,0.0,4.551688019573249e-12,0.0,0.0,2.827701699584478e-30,4.860269421010869e-18,5.037334244632403e-07,1.3225334189263658e-09,2.0569197401328502e-21,0.42
0.0,0.0,0.0,9.935256300432462e-17,0.0,9.935256300432462e-17,5.340288750793795e-18,0.0,1.2338140157658408e-13,0.0,5.725788701963007e-10,1.0743935250826528e-06,0.0,0.05999948399728352,3.882624414498664e-29,0.0,4.8826242001922416e-12,0.0,0.0,3.390901540030555e-30,5.339915099190142e-18,5.15720584002665e-07,1.3862492976132181e-09,2.312341862594536e-21,0.43
0.0,0.0,0.0,1.0644580932827462e-16,0.0,1.0644580932827462e-16,5.854631814466822e-18,0.0,1.3217028620266096e-13,0.0,5.993948273307379e-10,1.0993649945006493e-06,0.0,0.05999947199703636,4.5411756538724404e-29,0.0,5.229128461510275e-12,0.0,0.0,4.0412834502786725e-30,5.854212826117187e-18,5.277074418055963e-07,1.4514635523777356e-09,2.5923464428178825e-21,0.44
0.0,0.0,0.0,1.1386884374719415e-16,0.0,1.1386884374719415e-16,6.405261802869638e-18,0.0,1.4136595190831208e-13,0.0,6.268187057265926e-10,1.1243358084261766e-06,0.0,0.05999945999677533,5.26339459838118e-29,0.0,5.59154931149284e-12,0.0,0.0,4.742303204804348e-30,6.40479340074293e-18,5.396939978956991e-07,1.5181761454757657e-09,2.897498913363576e-21,0.45
0.0,0.0,0.0,1.21629156547825e-16,0.0,1.21629156547825e-16,6.993844187185632e-18,0.0,1.5097752946632053e-13,0.0,6.548501289475682e-10,1.1493059668764421e-06,0.0,0.05999944799650007,6.13241829705644e-29,0.0,5.970236907106263e-12,0.0,0.0,5.6480175270966865e-30,6.99332144973238e-18,5.516802522955823e-07,1.5863870392710154e-09,3.2328872728607958e-21,0.46
0.0,0.0,0.0,1.2973423776214937e-16,0.0,1.2973423776214937e-16,7.622085125177328e-18,0.0,1.6101412023695362e-13,0.0,6.834887236803888e-10,1.174275469868651e-06,0.0,0.059999435996210194,7.120847560825037e-29,0.0,6.365538314586853e-12,0.0,0.0,6.700035181787303e-30,7.621503114903218e-18,5.636662050297929e-07,1.6560961960113418e-09,3.5986553305221895e-21,0.47
0.0,0.0,0.0,1.3819157721694748e-16,0.0,1.3819157721694748e-16,8.29172702896735e-18,0.0,1.7148482869480014e-13,0.0,7.127341162564799e-10,1.1992443174200091e-06,0.0,0.05999942399590537,8.2432358908005e-29,0.0,6.777800952510563e-12,0.0,0.0,7.920302684678784e-30,8.29108046886093e-18,5.756518561226404e-07,1.727303577991262e-09,3.996879615303583e-21,0.48
0.0,0.0,0.0,1.470086645203013e-16,0.0,1.470086645203013e-16,9.004549772079789e-18,0.0,1.8239875357062535e-13,0.0,7.425859335992301e-10,1.2242125095477214e-06,0.0,0.05999941199558521,9.514561646750108e-29,0.0,7.207371654130032e-12,0.0,0.0,9.331368968661437e-30,9.003833035807976e-18,5.876372055987901e-07,1.8000091475076939e-09,4.429696563705401e-21,0.49
0.0,0.0,0.0,1.5619298906160815e-16,0.0,1.5619298906160815e-16,9.762370688232132e-18,0.0,1.9376498786023675e-13,0.0,7.730438032230436e-10,1.2491800462689928e-06,0.0,0.05999939999524936,1.0950269610023017e-28,0.0,7.654596668313063e-12,0.0,0.0,1.0956465186434427e-29,9.761577790021717e-18,5.996222534832614e-07,1.8742128668600026e-09,4.8993043941676456e-21,0.5
0.0,0.0,0.0,1.657520400115941e-16,0.0,1.657520400115941e-16,1.0567044570127226e-17,0.0,2.0559261883334964e-13,0.0,8.041073532323923e-10,1.274146927601027e-06,0.0,0.05999938799489744,1.256631254647837e-28,0.0,8.119821660481057e-12,0.0,0.0,1.2819584513226877e-29,1.05661691543323e-17,6.116069998014282e-07,1.949914698350045e-09,5.407964981464876e-21,0.51
0.0,0.0,0.0,1.7569330632232765e-16,0.0,1.7569330632232765e-16,1.1420463668245194e-17,0.0,2.1789072804245275e-13,0.0,8.357762123208675e-10,1.2991131535610282e-06,0.0,0.05999937599452911,1.4379192769413403e-28,0.0,8.603391713547491e-12,0.0,0.0,1.4945561949518997e-29,1.1419498998600589e-17,6.23591444579018e-07,2.0271146042822113e-09,5.958005731101177e-21,0.52
0.0,0.0,0.0,1.8602427672723297e-16,0.0,1.8602427672723297e-16,1.2324557689635387e-17,0.0,2.306683913316739e-13,0.0,8.680500097702319e-10,1.3240787241661996e-06,0.0,0.059999363994143996,1.640600370249157e-28,0.0,9.10565132885635e-12,0.0,0.0,1.7360154123763204e-29,1.232349663819605e-17,6.355755878421104e-07,2.105812546963473e-09,6.551821453705141e-21,0.53
0.0,0.0,0.0,1.9675243974110379e-16,0.0,1.9675243974110379e-16,1.3281293796708312e-17,0.0,2.4393467884564574e-13,0.0,9.009283754494714e-10,1.3490436394337437e-06,0.0,0.05999935199374175,1.8664471442670635e-28,0.0,9.626944427120605e-12,0.0,0.0,2.0090119095105223e-29,1.3280128832474664e-17,6.475594296171381e-07,2.186008488703425e-09,7.191876239424842e-21,0.54
0.0,0.0,0.0,2.078852836956454e-16,0.0,2.078852836956454e-16,1.4292675162794935e-17,0.0,2.5769866444904426e-13,0.0,9.344109388075928e-10,1.3740078993808638e-06,0.0,0.05999933999332198,2.1505518757552345e-28,0.0,1.0167615345413859e-11,0.0,0.0,2.47313270685051e-29,1.429139793133658e-17,6.595429699302561e-07,2.2677023918610832e-09,7.882946473776562e-21,0.55
0.0,0.0,0.0,2.194302968365373e-16,0.0,2.194302968365373e-16,1.536073702892116e-17,0.0,2.7196945143958006e-13,0.0,9.684973261242196e-10,1.398971504024761e-06,0.0,0.05999932799288435,2.652155205288096e-28,0.0,1.0728011558709813e-11,0.0,0.0,3.873172977936597e-29,1.5359336815402438e-17,6.715262088056235e-07,2.3508942189726534e-09,8.63824412285901e-21,0.56
0.0,0.0,0.0,2.3139496705141946e-16,0.0,2.3139496705141946e-16,1.6487557752205537e-17,0.0,2.8675610050734445e-13,0.0,1.0031871682126607e-09,1.4239344533826367e-06,0.0,0.05999931599242848,3.400066095631338e-28,0.0,1.1308476054886154e-11,0.0,0.0,6.338635881139909e-29,1.648602307307621e-17,6.835091462702182e-07,2.4355839323935765e-09,9.462260090287633e-21,0.57
0.0,0.0,0.0,2.4378678198902117e-16,0.0,2.4378678198902117e-16,1.767525396634566e-17,0.0,3.0206766129209104e-13,0.0,1.0384800970456028e-09,1.4488967474716923e-06,0.0,0.05999930399195401,4.404141116965365e-28,0.0,1.1909350674841537e-11,0.0,0.0,9.909408675330082e-29,1.7673572790627636e-17,6.954917823517292e-07,2.5217714944553407e-09,1.035827931496461e-20,0.58
0.0,0.0,0.0,2.5661322907964146e-16,0.0,2.5661322907964146e-16,1.892597974891941e-17,0.0,3.179131778138885e-13,0.0,1.074375745174417e-09,1.4738583863091287e-06,0.0,0.05999929199146058,5.674446259847591e-28,0.0,1.2530976687291224e-11,0.0,0.0,1.4626109861568483e-28,1.892413948371944e-17,7.074741170781912e-07,2.6094568674924497e-09,1.1329673837105776e-20,0.59
0.0,0.0,0.0,2.698817955351652e-16,0.0,2.698817955351652e-16,2.0241926620138838e-17,0.0,3.343016884822202e-13,0.0,1.1108737457281952e-09,1.4988193699121454e-06,0.0,0.05999927999094783,7.221261913247995e-28,0.0,1.317369478973031e-11,0.0,0.0,2.0530101038365743e-28,2.0239914095840267e-17,7.194561504779861e-07,2.6986400138424863e-09,1.2379904728018226e-20,0.6
0.0,0.0,0.0,2.8359996834907857e-16,0.0,2.8359996834907857e-16,2.1625323541608828e-17,0.0,3.5124222610507654e-13,0.0,1.1479737324127675e-09,1.5237796982979423e-06,0.0,0.059999267990415404,9.055087842585605e-28,0.0,1.3837845109396624e-11,0.0,0.0,2.766349875696232e-28,2.1623124996737378e-17,7.314378825798413e-07,2.7893208958461276e-09,1.3512524019883124e-20,0.61
0.0,0.0,0.0,2.9777523429647807e-16,0.0,2.9777523429647807e-16,2.3078436915082563e-17,0.0,3.687438178980574e-13,0.0,1.1856753395097386e-09,1.5487393714837192e-06,0.0,0.059999255989862936,1.1186648167788488e-27,0.0,1.4523767204234015e-11,0.0,0.0,3.6069186376618286e-28,2.3076037980847406e-17,7.434193134128288e-07,2.8814994758472235e-09,1.4731176635533116e-20,0.62
0.0,0.0,0.0,3.124150799340917e-16,0.0,3.124150799340917e-16,2.4603570581217797e-17,0.0,3.8681548549347237e-13,0.0,1.2239782018755088e-09,1.573698389486674e-06,0.0,0.05999924398929006,1.3626896341309947e-27,0.0,1.5231800063855168e-11,0.0,0.0,4.5790825919847834e-28,2.4600956265729355e-17,7.554004430063661e-07,2.9751757161928194e-09,1.6039602318230122e-20,0.63
0.0,0.0,0.0,3.275269916002894e-16,0.0,3.275269916002894e-16,2.6203065818332036e-17,0.0,4.054662449494316e-13,0.0,1.2628819549403018e-09,1.5986567523240054e-06,0.0,0.059999231988696416,1.6387020126188048e-27,0.0,1.5962282110504914e-11,0.0,0.0,5.687286992775052e-28,2.620022049049723e-17,7.673812713902141e-07,3.0703495792332144e-09,1.7441637561447368e-20,0.64
0.0,0.0,0.0,3.431184554150972e-16,0.0,3.431184554150972e-16,2.7879301341161086e-17,0.0,4.24705106758953e-13,0.0,1.302386234707195e-09,1.623614460012912e-06,0.0,0.05999921998808165,1.947844657407381e-27,0.0,1.6715551200023215e-11,0.0,0.0,6.936057331526188e-28,2.787620871425088e-17,7.793617985944769e-07,3.1670210273219986e-09,1.8941217538647198e-20,0.65
0.0,0.0,0.0,3.591969572802139e-16,0.0,3.591969572802139e-16,2.963469329961383e-17,0.0,4.4454107585905116e-13,0.0,1.3424906777511417e-09,1.6485715125705895e-06,0.0,0.05999920798744541,2.2912847003277354e-27,0.0,1.749194462280815e-11,0.0,0.0,8.330000522639948e-28,2.9631336414508973e-17,7.913420246496012e-07,3.2651900228161025e-09,2.0542378033060775e-20,0.66
0.0,0.0,0.0,3.757699828790237e-16,0.0,3.757699828790237e-16,3.1471695277527725e-17,0.0,4.649831516398447e-13,0.0,1.3831949212180039e-09,1.6735279100142363e-06,0.0,0.05999919598678732,2.6702141976804868e-27,0.0,1.8291799104779072e-11,0.0,0.0,9.873806088960791e-28,3.1468056485641684e-17,8.033219495863767e-07,3.3648565280758418e-09,2.2249257367466282e-20,0.67
0.0,0.0,0.0,3.9284501767661045e-16,0.0,3.9284501767661045e-16,3.339279829142742e-17,0.0,4.860403279536491e-13,0.0,1.424498602823574e-09,1.6984836523610485e-06,0.0,0.05999918398610702,3.085850628040566e-27,0.0,1.911545080833963e-11,0.0,0.0,1.1572247347296807e-27,3.338885923730156e-17,8.153015734359331e-07,3.466020505464967e-09,2.4066098333971338e-20,0.68
