data_set_T,data_set_M,data_set_V,data_set_W,data_set_Z
4020.0,0.01285801,-69.936653,6.2225117e-06,2.5510776e-08
4030.0,0.01285801,-69.936653,6.2225117e-06,2.5510777e-08
4040.0,0.01285801,-69.936653,6.2225117e-06,2.5510779e-08
4050.0,0.01285801,-69.936653,6.2225117e-06,2.5510779e-08
4060.0,0.01285801,-69.936653,6.2225117e-06,2.5510781e-08
4070.0,0.01285801,-69.936653,6.2225117e-06,2.5510781e-08
4080.0,0.01285801,-69.936653,6.2225117e-06,2.5510783e-08
4090.0,0.01285801,-69.936653,6.2225117e-06,2.5510785e-08
4100.0,0.01285801,-69.936653,6.2225117e-06,2.5510785e-08
4110.0,0.01285801,-69.936653,6.2225117e-06,2.5510786e-08
4120.0,0.01285801,-69.936653,6.2225117e-06,2.5510786e-08
4130.0,0.01285801,-69.936653,6.2225117e-06,2.5510788e-08
4140.0,0.01285801,-69.936653,6.2225117e-06,2.5510788e-08
4150.0,0.01285801,-69.936653,6.2225117e-06,2.551079e-08
4160.0,0.01285801,-69.936653,6.2225117e-06,2.551079e-08
4170.0,0.01285801,-69.936653,6.2225117e-06,2.5510792e-08
4180.0,0.01285801,-69.936653,6.2225117e-06,2.5510792e-08
4190.0,0.01285801,-69.936653,6.2225117e-06,2.5510793e-08
4200.0,0.01285801,-69.936653,6.2225117e-06,2.5510793e-08
4210.0,0.01285801,-69.936653,6.2225117e-06,2.5510793e-08
4220.0,0.01285801,-69.936653,6.2225117e-06,2.5510795e-08
4230.0,0.01285801,-69.936653,6.2225117e-06,2.5510795e-08
4240.0,0.01285801,-69.936653,6.2225117e-06,2.5510795e-08
4250.0,0.01285801,-69.936653,6.2225117e-06,2.5510797e-08
4260.0,0.01285801,-69.936653,6.2225117e-06,2.5510797e-08
4270.0,0.01285801,-69.936653,6.2225117e-06,2.5510797e-08
4280.0,0.01285801,-69.936653,6.2225117e-06,2.5510799e-08
4290.0,0.01285801,-69.936653,6.2225117e-06,2.5510799e-08
4300.0,0.01285801,-69.936653,6.2225117e-06,2.5510799e-08
4310.0,0.01285801,-69.936653,6.2225117e-06,2.5510801e-08
4320.0,0.01285801,-69.936653,6.2225117e-06,2.5510801e-08
4330.0,0.01285801,-69.936653,6.2225117e-06,2.5510801e-08
4340.0,0.01285801,-69.936653,6.2225117e-06,2.5510801e-08
4350.0,0.01285801,-69.936653,6.2225117e-06,2.5510802e-08
4360.0,0.01285801,-69.936653,6.2225117e-06,2.5510802e-08
4370.0,0.01285801,-69.936653,6.2225117e-06,2.5510802e-08
4380.0,0.01285801,-69.936653,6.2225117e-06,2.5510802e-08
4390.0,0.01285801,-69.936653,6.2225117e-06,2.5510804e-08
4400.0,0.01285801,-69.936653,6.2225117e-06,2.5510804e-08
4410.0,0.01285801,-69.936653,6.2225117e-06,2.5510804e-08
4420.0,0.01285801,-69.936653,6.2225117e-06,2.5510804e-08
4430.0,0.01285801,-69.936653,6.2225117e-06,2.5510804e-08
4440.0,0.01285801,-69.936653,6.2225117e-06,2.5510806e-08
4450.0,0.01285801,-69.936653,6.2225117e-06,2.5510806e-08
4460.0,0.01285801,-69.936653,6.2225117e-06,2.5510806e-08
4470.0,0.01285801,-69.936653,6.2225117e-06,2.5510806e-08
4480.0,0.01285801,-69.936653,6.2225117e-06,2.5510806e-08
4490.0,0.01285801,-69.936653,6.2225117e-06,2.5510806e-08
4500.0,0.01285801,-69.936653,6.2225117e-06,2.5510806e-08
4510.0,0.01285801,-69.936653,6.2225117e-06,2.5510808e-08
4520.0,0.01285801,-69.936653,6.2225117e-06,2.5510808e-08
4530.0,0.01285801,-69.936653,6.2225117e-06,2.5510808e-08
4540.0,0.01285801,-69.936653,6.2225117e-06,2.5510808e-08
4550.0,0.01285801,-69.936653,6.2225117e-06,2.5510808e-08
4560.0,0.01285801,-69.936653,6.2225117e-06,2.5510808e-08
4570.0,0.01285801,-69.936653,6.2225117e-06,2.5510808e-08
4580.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4590.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4600.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4610.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4620.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4630.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4640.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4650.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4660.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4670.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4680.0,0.01285801,-69.936653,6.2225117e-06,2.5510809e-08
4690.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4700.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4710.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4720.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4730.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4740.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4750.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4760.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4770.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4780.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4790.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4800.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4810.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4820.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4830.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4840.0,0.01285801,-69.936653,6.2225117e-06,2.5510811e-08
4850.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4860.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4870.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4880.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4890.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4900.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4910.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4920.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4930.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4940.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4950.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4960.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4970.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4980.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
4990.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5000.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5010.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5020.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5030.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5040.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5050.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5060.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5070.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5080.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5090.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5100.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5110.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5120.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5130.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5140.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5150.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5160.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5170.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5180.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5190.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5200.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5210.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5220.0,0.01285801,-69.936653,6.2225117e-06,2.5510813e-08
5230.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5240.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5250.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5260.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5270.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5280.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5290.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5300.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5310.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5320.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5330.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5340.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5350.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5360.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5370.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5380.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5390.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5400.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5410.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5420.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5430.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5440.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5450.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5460.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5470.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5480.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5490.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5500.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5510.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5520.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5530.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5540.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5550.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5560.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5570.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5580.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5590.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5600.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5610.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5620.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5630.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5640.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5650.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5660.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5670.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5680.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5690.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5700.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5710.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5720.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5730.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5740.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5750.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5760.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5770.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5780.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5790.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5800.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5810.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5820.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5830.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5840.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5850.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5860.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5870.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5880.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5890.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5900.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5910.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5920.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5930.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5940.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5950.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5960.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5970.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5980.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
5990.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6000.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6010.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6020.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6030.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6040.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6050.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6060.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6070.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6080.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6090.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6100.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6110.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6120.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6130.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6140.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6150.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6160.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6170.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6180.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6190.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6200.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6210.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6220.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6230.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6240.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6250.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6260.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6270.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6280.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6290.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6300.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6310.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6320.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6330.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6340.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6350.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6360.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6370.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6380.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6390.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6400.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6410.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6420.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6430.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6440.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6450.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6460.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6470.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6480.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6490.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6500.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6510.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6520.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6530.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6540.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6550.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6560.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6570.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6580.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6590.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6600.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6610.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6620.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6630.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6640.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6650.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6660.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6670.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6680.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6690.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6700.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6710.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6720.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6730.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6740.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6750.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6760.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6770.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6780.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6790.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6800.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6810.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6820.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6830.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6840.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6850.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6860.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6870.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6880.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6890.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6900.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6910.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6920.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6930.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6940.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6950.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6960.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6970.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6980.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
6990.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7000.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7010.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7020.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7030.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7040.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7050.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7060.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7070.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7080.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7090.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7100.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7110.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7120.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7130.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7140.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7150.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7160.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7170.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7180.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7190.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7200.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7210.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7220.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7230.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7240.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7250.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7260.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7270.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7280.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7290.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7300.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7310.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7320.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7330.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7340.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7350.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7360.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7370.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7380.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7390.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7400.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7410.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7420.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7430.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7440.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7450.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7460.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7470.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7480.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7490.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7500.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7510.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7520.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7530.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7540.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7550.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7560.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7570.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7580.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7590.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7600.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7610.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7620.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7630.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7640.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7650.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7660.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7670.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7680.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7690.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7700.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7710.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7720.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7730.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7740.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7750.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7760.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7770.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7780.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7790.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7800.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7810.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7820.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7830.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7840.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7850.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7860.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7870.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7880.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7890.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7900.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7910.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7920.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7930.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7940.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7950.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7960.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7970.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7980.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
7990.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8000.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
