data_generator_V,data_generator_W
-70.0,2.4999999e-05
-69.936653,6.2225049e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225122e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
-69.936653,6.2225117e-06
