Time,agonist,DR,DRG_GDP,DRG,GDP,DRG_GTP,GTP,Recptor,G_GDP,G_GTP,cell,Forming,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5
2.59,9.928025527578458e-09,6.264478050439281e-11,8.491320749885172e-12,9.268038758275848e-15,8.688538828045921e-13,8.297749347137312e-13,9.999999140414157e-06,9.280255275784638e-10,9.906414101310321e-10,2.8226145612362476e-14,1.0,1.4744915388020867e-11,5.356719294633552e-12,8.4913207418326e-13,8.438263026894626e-13,4.148874673568656e-14,2.822614561236248e-15
2.6,9.927878358195988e-09,6.273878096831332e-11,8.536397584446097e-12,9.32111817733009e-15,8.773676539760422e-13,8.378187482810883e-13,9.999999131953465e-06,9.278783581959958e-10,9.905878479537284e-10,2.8614595368657714e-14,1.0,1.4689926872705602e-11,5.3611876438195726e-12,8.536397576268049e-13,8.483298619932569e-13,4.189093741405442e-14,2.8614595368657715e-15
2.61,9.927731736033467e-09,6.283219395195901e-11,8.581473479353136e-12,9.374238302264396e-15,8.859265269496125e-13,8.459035888596906e-13,9.999999123447713e-06,9.277317360334742e-10,9.905342420033082e-10,2.900669017828826e-14,1.0,1.463526201574522e-11,5.365596613025542e-12,8.58147347104825e-13,8.528333891703703e-13,4.229517944298453e-14,2.900669017828826e-15
2.62,9.927585657957907e-09,6.292502316626364e-11,8.626547869056746e-12,9.427398537739095e-15,8.945304966049602e-13,8.540294310507144e-13,9.999999114896904e-06,9.275856579579136e-10,9.904805928540587e-10,2.9402447297721225e-14,1.0,1.4580918789220334e-11,5.3699466382019446e-12,8.626547860623651e-13,8.573368272266416e-13,4.2701471552535726e-14,2.9402447297721227e-15
2.63,9.927440120864248e-09,6.301727228782491e-11,8.671620194924185e-12,9.480598294505405e-15,9.031795569674975e-13,8.621962485878178e-13,9.999999106301042e-06,9.274401208642543e-10,9.904269010742215e-10,2.980188397354319e-14,1.0,1.452689518392247e-11,5.374238151125666e-12,8.671620186361502e-13,8.618401198637506e-13,4.310981242939089e-14,2.980188397354319e-15
2.64,9.927295121675356e-09,6.310894495890437e-11,8.716689905239522e-12,9.533836989405451e-15,9.118737012083943e-13,8.704040143371425e-13,9.999999097660137e-06,9.272951216753626e-10,9.903731672259932e-10,3.0205017442460355e-14,1.0,1.4473189209353728e-11,5.3784715794001476e-12,8.716689896545868e-13,8.663432114792193e-13,4.352020071685713e-14,3.0205017442460357e-15
2.65,9.927150657342023e-09,6.32000447874275e-11,8.761756455203628e-12,9.587114045372255e-15,9.20612921644575e-13,8.786527002973116e-13,9.999999088974194e-06,9.271506573420307e-10,9.90319391865524e-10,3.0611864931298426e-14,1.0,1.4419798893726395e-11,5.3826473464555456e-12,8.761756446377608e-13,8.708460471664114e-13,4.393263501486558e-14,3.061186493129843e-15
2.66,9.927006723232152e-09,6.329057751673725e-11,8.80681886133443e-12,9.640428528823153e-15,9.293972861277485e-13,8.869423634617337e-13,9.999999080243144e-06,9.270067232321576e-10,9.902655759134286e-10,3.1022433247992487e-14,1.0,1.4366721111666557e-11,5.386766133317088e-12,8.806818852374642e-13,8.753485278676397e-13,4.434711817308669e-14,3.102243324799249e-15
2.67,9.926863312186157e-09,6.338055229794089e-11,8.851875440166489e-12,9.693778937026697e-15,9.382269828390469e-13,8.95273196168387e-13,9.999999071466799e-06,9.268633121861629e-10,9.902117208720521e-10,3.143671267772697e-14,1.0,1.431395089679038e-11,5.390829032059866e-12,8.851875431071524e-13,8.798504840758751e-13,4.4763659808419355e-14,3.1436712677726972e-15
2.68,9.926720425976881e-09,6.346996625356164e-11,8.89692697839591e-12,9.74716577780658e-15,9.47101776832099e-13,9.036449152468592e-13,9.999999062645391e-06,9.267204259768875e-10,9.90157826189545e-10,3.1854751036096086e-14,1.0,1.426148978179301e-11,5.394835683555447e-12,8.896926969164352e-13,8.843519948904644e-13,4.5182245762342964e-14,3.185475103609609e-15
2.69,9.926578061602135e-09,6.355882294131246e-11,8.941972940996605e-12,9.80058848389804e-15,9.560216600744481e-13,9.120574926737205e-13,9.999999053778931e-06,9.265780616021408e-10,9.90103892412755e-10,3.227656509240364e-14,1.0,1.4209335822651979e-11,5.398786505036998e-12,8.94197293162703e-13,8.888530063871989e-13,4.560287463368603e-14,3.2276565092403643e-15
2.7,9.926436216086028e-09,6.364712588675631e-11,8.987012799410358e-12,9.854046493761895e-15,9.649866237563586e-13,9.20510899644533e-13,9.999999044867425e-06,9.264362160860349e-10,9.900499200828574e-10,3.270217159558593e-14,1.0,1.4157487092872436e-11,5.40268190982763e-12,8.987012789901336e-13,8.933534652925281e-13,4.6025544982226656e-14,3.270217159558593e-15
2.71,9.926294886478979e-09,6.373487858330604e-11,9.032046031546806e-12,9.90753925158452e-15,9.739966582908115e-13,9.290051065738468e-13,9.999999035910883e-06,9.262948864789852e-10,9.899959097353552e-10,3.313158727421153e-14,1.0,1.4105941683486868e-11,5.406522307340566e-12,9.032046021896896e-13,8.978533189835597e-13,4.6450255328692343e-14,3.3131587274211536e-15
2.72,9.926154069857704e-09,6.382208449222444e-11,9.077072121783455e-12,9.961066207277876e-15,9.830517533135086e-13,9.375400830952024e-13,9.999999026909315e-06,9.261540698577098e-10,9.899418619000794e-10,3.35648288364815e-14,1.0,1.4054697703054694e-11,5.410308103079339e-12,9.077072111991211e-13,9.023525154880599e-13,4.687700415476012e-14,3.3564828836481503e-15
2.73,9.926013763325224e-09,6.390874704262428e-11,9.12209056096566e-12,1.0014626816479482e-14,9.921518976828688e-13,9.46115798061129e-13,9.999999017862732e-06,9.260137633252299e-10,9.898877771011882e-10,3.4001912970229194e-14,1.0,1.400375327766195e-11,5.414039698637981e-12,9.12209055102963e-13,9.068510034844532e-13,4.730578990305646e-14,3.4001912970229197e-15
2.74,9.925873964010864e-09,6.399486963146826e-11,9.16710084640665e-12,1.0068220540552441e-14,1.0012970794800317e-12,9.547322195431472e-13,9.999999008771143e-06,9.258739640108695e-10,9.898336558571685e-10,3.444285634292041e-14,1.0,1.3953106550920981e-11,5.417717491701247e-12,9.167100836325371e-13,9.11348732301822e-13,4.7736610977157363e-14,3.4442856342920413e-15
2.75,9.92573466907025e-09,6.408045562356902e-11,9.212102481887509e-12,1.0121846846585415e-14,1.0104872860088542e-12,9.633893148317654e-13,9.999998999634563e-06,9.257346690702558e-10,9.897794986808342e-10,3.488767560165327e-14,1.0,1.3902755683970057e-11,5.421341876044807e-12,9.212102471659512e-13,9.158456519199075e-13,4.816946574158827e-14,3.488767560165327e-15
2.7600000000000002,9.925595875685313e-09,6.416550835158913e-11,9.25709497765718e-12,1.0175505207392643e-14,1.0197225037959129e-12,9.720870504364826e-13,9.999998990453003e-06,9.255958756853189e-10,9.897253060793275e-10,3.533638737315835e-14,1.0,1.385269885547312e-11,5.424913241535501e-12,9.25709496728099e-13,9.20341712969109e-13,4.860435252182413e-14,3.533638737315835e-15
2.77,9.925457581064285e-09,6.425003111604109e-11,9.302077850432469e-12,1.0229195101513934e-14,1.0290027185905027e-12,9.808253920857869e-13,9.999998981226478e-06,9.254575810642918e-10,9.89671078554118e-10,3.5789008263798514e-14,1.0,1.3802934261619405e-11,5.428431974131556e-12,9.3020778399066e-13,9.248368667304835e-13,4.904126960428934e-14,3.5789008263798515e-15
2.7800000000000002,9.925319782441704e-09,6.433402718528741e-11,9.347050623398045e-12,1.0282916013214668e-14,1.0383279153646384e-12,9.896043047271567e-13,9.999998971955003e-06,9.253197824417106e-10,9.896168166010039e-10,3.624555485956911e-14,1.0,1.3753460116123115e-11,5.431898455882852e-12,9.347050612721006e-13,9.293310651357475e-13,4.9480215236357836e-14,3.624555485956911e-15
2.79,9.925182477078408e-09,6.441749979554047e-11,9.392012826206434e-12,1.0336667432485793e-14,1.047698078313052e-12,9.984237525270588e-13,9.999998962638591e-06,9.251824770784143e-10,9.895625207101096e-10,3.670604372609777e-14,1.0,1.3704274650223131e-11,5.435313064931156e-12,9.392012815376727e-13,9.338242607672743e-13,4.9921187626352944e-14,3.670604372609777e-15
2.8000000000000003,9.925045662261538e-09,6.450045215086261e-11,9.436963994978029e-12,1.0390448855043833e-14,1.0571131908531963e-12,1.0072836988709516e-12,9.999998953277261e-06,9.250456622615448e-10,9.89508191365889e-10,3.7170491408644604e-14,1.0,1.365537611268268e-11,5.43867617551041e-12,9.436963983994149e-13,9.383164068580972e-13,5.0364184943547583e-14,3.717049140864461e-15
2.81,9.924909335304542e-09,6.458288742316614e-11,9.481903672301073e-12,1.0444259782330878e-14,1.066573235625241e-12,1.0161841063632807e-12,9.999998943871026e-06,9.249093353045472e-10,9.89453829047123e-10,3.7638914432102004e-14,1.0,1.3606762769789029e-11,5.441988157946994e-12,9.481903661161505e-13,9.42807457291906e-13,5.0809205318164035e-14,3.7638914432102e-15
2.82,9.924773493547164e-09,6.466480875221328e-11,9.526831407231683e-12,1.049809972151459e-14,1.0760781944920763e-12,1.025124936827483e-12,9.999998934419907e-06,9.247734935471693e-10,9.8939943422692e-10,3.811132930099482e-14,1.0,1.3558432905353131e-11,5.445249378660012e-12,9.526831395934907e-13,9.4729736660305e-13,5.125624684137415e-14,3.811132930099482e-15
2.83,9.924638134355456e-09,6.474621924561623e-11,9.571746755293829e-12,1.055196818548821e-14,1.0856280485393105e-12,1.0341061513059852e-12,9.999998924923922e-06,9.246381343554622e-10,9.89345007372717e-10,3.8587752499480273e-14,1.0,1.3510384820709406e-11,5.448460200161592e-12,9.571746743838318e-13,9.517860899765368e-13,5.1705307565299265e-14,3.8587752499480275e-15
2.84,9.924503255121774e-09,6.482712197883708e-11,9.616649278479343e-12,1.0605864692870534e-14,1.0952227780752706e-12,1.0431277100602018e-12,9.999998915383089e-06,9.245032551217796e-10,9.89290548946278e-10,3.906820049134791e-14,1.0,1.3462616834715345e-11,5.451620981057171e-12,9.616649266863559e-13,9.562735832480311e-13,5.215638550301009e-14,3.9068200491347914e-15
2.85,9.924368853264772e-09,6.49075199951879e-11,9.661538545247923e-12,1.0659788768005943e-14,1.104862362631003e-12,1.0521895725705394e-12,9.999998905797429e-06,9.243688532647785e-10,9.892360594036952e-10,3.955268972001974e-14,1.0,1.3415127283751257e-11,5.454732076045831e-12,9.661538533470323e-13,9.607598029038577e-13,5.260947862852697e-14,3.955268972001975e-15
2.86,9.924234926229413e-09,6.49874163058307e-11,9.706414130527119e-12,1.071373994096438e-14,1.1145467809602722e-12,1.0612916975363916e-12,9.99999889616696e-06,9.242349262294187e-10,9.891815391953887e-10,4.004123660855007e-14,1.0,1.3367914521719956e-11,5.4577938359206e-12,9.706414118586155e-13,9.652447060809978e-13,5.306458487681958e-14,4.004123660855007e-15
2.87,9.924101471486958e-09,6.506681388977742e-11,9.75127561571235e-12,1.0767717747541368e-14,1.1242760110395626e-12,1.0704340428761439e-12,9.999998886491708e-06,9.24101471486963e-10,9.891269887661062e-10,4.053385755962567e-14,1.0,1.3320976920046455e-11,5.4608066075687835e-12,9.751275603606463e-13,9.697282505670924e-13,5.3521702143807196e-14,4.053385755962567e-15
2.88,9.923968486534972e-09,6.514571569388995e-11,9.796122588666891e-12,1.0821721729257989e-14,1.1340500300680763e-12,1.0796165657271699e-12,9.999998876771693e-06,9.239684865349773e-10,9.890724085549229e-10,4.103056895556561e-14,1.0,1.327431286767766e-11,5.463770733972308e-12,9.796122576394518e-13,9.742103948004402e-13,5.3980828286358493e-14,4.103056895556562e-15
2.89,9.923835968897325e-09,6.522412463288012e-11,9.840954643721882e-12,1.0875751433360907e-14,1.1438688144677356e-12,1.0888392224458337e-12,9.99999886700694e-06,9.238359688973302e-10,9.890177989952424e-10,4.153138715832143e-14,1.0,1.3227920771082119e-11,5.466686554208059e-12,9.84095463128145e-13,9.786910978699984e-13,5.4441961122291685e-14,4.153138715832143e-15
2.9,9.923703916124187e-09,6.53020435893097e-11,9.885771381676319e-12,1.0929806412822348e-14,1.15373233988318e-12,1.0981019686074883e-12,9.999998857197468e-06,9.237039161241937e-10,9.889631605147957e-10,4.2036328509476957e-14,1.0,1.3181799054249689e-11,5.469554403448235e-12,9.885771369066247e-13,9.831703195153815e-13,5.4905098430374416e-14,4.203632850947696e-15
2.91,9.923572325792037e-09,6.53794754135904e-11,9.930572409797065e-12,1.0983886226340116e-14,1.1636405811817695e-12,1.1074047590064772e-12,9.999998847343307e-06,9.235723257920423e-10,9.889084935356416e-10,4.2545409330248495e-14,1.0,1.313594615869129e-11,5.472374612960713e-12,9.93057239701577e-13,9.876480201268641e-13,5.5370237950323867e-14,4.25454093302485e-15
2.92,9.923441176099892e-09,6.545644776092153e-11,9.97535236160586e-12,1.1037986161402092e-14,1.1735942041755466e-12,1.1167482795117974e-12,9.999998837443784e-06,9.234411760998997e-10,9.888538027583416e-10,4.3058614380937415e-14,1.0,1.3090347072618519e-11,5.475150492183413e-12,9.975352348651744e-13,9.921236598662352e-13,5.583741397558987e-14,4.305861438093742e-15
2.93,9.923310476850719e-09,6.55329478347659e-11,1.002011398188171e-11,1.1092108471498645e-14,1.1835927481922264e-12,1.1261320241908798e-12,9.999998827499362e-06,9.233104768507262e-10,9.88799085905727e-10,4.357597973050581e-14,1.0,1.3045008724211273e-11,5.477880493384252e-12,1.002011396875317e-12,9.96597514675734e-13,5.630660120954399e-14,4.357597973050581e-15
2.94,9.923180229341028e-09,6.560897372841437e-11,1.0064857831835896e-11,1.1146253535074557e-14,1.1936360559651586e-12,1.1355558081617504e-12,9.999998817510199e-06,9.231802293410348e-10,9.887443425789113e-10,4.409752755767529e-14,1.0,1.2999932135370175e-11,5.480564376454223e-12,1.0064857818531327e-12,1.0010696408879693e-12,5.677779040808752e-14,4.409752755767529e-15
2.95,9.923050431033688e-09,6.56845284437666e-11,1.0109583488444453e-11,1.1200420885498568e-14,1.2037241070531839e-12,1.1450195913479078e-12,9.999998807476316e-06,9.230504310336946e-10,9.886895732255773e-10,4.4623273746506346e-14,1.0,1.2955115665790376e-11,5.483202490614644e-12,1.0109583474962237e-12,1.0055399958473942e-12,5.725097956739539e-14,4.4623273746506346e-15
2.96,9.92292107941246e-09,6.575961495749744e-11,1.0154290533762653e-11,1.1254610060672443e-14,1.2138568804307318e-12,1.1545233330959001e-12,9.999998797397732e-06,9.229210794124671e-10,9.886347782889305e-10,4.515323415189738e-14,1.0,1.2910557688931638e-11,5.485795182010826e-12,1.0154290520101168e-12,1.0100085374094583e-12,5.772616665479501e-14,4.515323415189739e-15
2.97,9.922792171982e-09,6.583423622105688e-11,1.019897855492501e-11,1.1308820603031008e-14,1.2240343544878237e-12,1.1640669921753286e-12,9.999998787274468e-06,9.227921719820064e-10,9.885799582076987e-10,4.568742459958489e-14,1.0,1.286625659201816e-11,5.488342793712316e-12,1.0198978541082625e-12,1.014475223940613e-12,5.820334960876644e-14,4.568742459958489e-15
2.98,9.922663706267853e-09,6.590839516067012e-11,1.024364714414527e-11,1.1363052059542115e-14,1.2342565070300687e-12,1.1736505267788445e-12,9.999998777106546e-06,9.226637062678595e-10,9.885251134161319e-10,4.6225860886143254e-14,1.0,1.28222107760383e-11,5.49084566571314e-12,1.024364713012035e-12,1.0189400143183073e-12,5.868252633894222e-14,4.6225860886143255e-15
2.99,9.922535679816459e-09,6.598209467733751e-11,1.028829589871643e-11,1.141730398170667e-14,1.2445233152786692e-12,1.1832738945221518e-12,9.99999876689399e-06,9.22535679816466e-10,9.884702443440025e-10,4.6768558778984966e-14,1.0,1.2778418655744327e-11,5.4933041349320485e-12,1.028829588450733e-12,1.0234028679309903e-12,5.916369472610759e-14,4.676855877898497e-15
3.0,9.92240809019515e-09,6.605533764683459e-11,1.033292442101071e-11,1.1471575925558615e-14,1.254834755870415e-12,1.192937052444004e-12,9.999998756636822e-06,9.224080901951583e-10,9.88415351416605e-10,4.7315534016360417e-14,1.0,1.2734878659652184e-11,5.4957185352127805e-12,1.033292440661578e-12,1.0278637446781101e-12,5.96468526222002e-14,4.731553401636042e-15
3.0100000000000002,9.922280934992155e-09,6.612812691971203e-11,1.0377532318479584e-11,1.1525867451664934e-14,1.2651908048576883e-12,1.2026399570062083e-12,9.999998746335064e-06,9.222809349921611e-10,9.88360435054757e-10,4.786680230735809e-14,1.0,1.2691589230041277e-11,5.498089197324319e-12,1.0377532303897164e-12,1.0323226049701138e-12,6.013199785031041e-14,4.786680230735809e-15
3.02,9.922154211816585e-09,6.620046532129573e-11,1.0422119203653754e-11,1.1580178125125651e-14,1.2755914377084597e-12,1.2123825640936208e-12,9.999998735988743e-06,9.22154211816592e-10,9.883054956747974e-10,4.8422379331904376e-14,1.0,1.2648548822954138e-11,5.500416448961166e-12,1.0422119188882179e-12,1.036779409728448e-12,6.061912820468105e-14,4.842237933190438e-15
3.0300000000000002,9.922027918298454e-09,6.627235565168673e-11,1.0466684694143165e-11,1.1634507515573844e-14,1.2860366293062915e-12,1.222164829014151e-12,9.99999872559788e-06,9.220279182984615e-10,9.88250533688588e-10,4.898228074076375e-14,1.0,1.2605755908196337e-11,5.502700614743616e-12,1.0466684679180762e-12,1.041234120385559e-12,6.110824145070756e-14,4.898228074076375e-15
3.04,9.921902052088666e-09,6.634380068576124e-11,1.0511228412637e-11,1.1688855197175619e-14,1.296526353950335e-12,1.2319867064987586e-12,9.999998715162503e-06,9.219020520886722e-10,9.881955495035132e-10,4.95465221555386e-14,1.0,1.2563208969336128e-11,5.504942016218038e-12,1.0511228397482093e-12,1.0456866988848913e-12,6.159933532493794e-14,4.9546522155538606e-15
3.0500000000000003,9.921776610859013e-09,6.641480317317066e-11,1.0555749986903687e-11,1.174322074863013e-14,1.307060585355333e-12,1.2418481507014554e-12,9.999998704682637e-06,9.2177661085902e-10,9.881405435224791e-10,5.0115119168669405e-14,1.0,1.2520906503704253e-11,5.507140971857164e-12,1.0555749971554585e-12,1.0501371076808901e-12,6.209240753507277e-14,5.011511916866941e-15
3.06,9.921651592302187e-09,6.648536583834153e-11,1.060024904979088e-11,1.1797603753169574e-14,1.3176392966516171e-12,1.2517491151993033e-12,9.999998694158308e-06,9.21651592302193e-10,9.88085516143915e-10,5.0688087343434533e-14,1.0,1.2478847022393736e-11,5.509297797060382e-12,1.0600249034245895e-12,1.0545853097389987e-12,6.258745575996517e-14,5.068808734343454e-15
3.0700000000000003,9.921526994131765e-09,6.65554913804756e-11,1.0644725239225485e-11,1.185200379855919e-14,1.3282624603851105e-12,1.2616895529924173e-12,9.999998683589545e-06,9.215269941317722e-10,9.880304677617712e-10,5.126544221395047e-14,1.0,1.2437029050259606e-11,5.511412804154036e-12,1.0644725223482914e-12,1.05903126853566e-12,6.308447764962087e-14,5.126544221395047e-15
3.08,9.921402814082225e-09,6.662518247354979e-11,1.0689178198213637e-11,1.1906420477097254e-14,1.3389300485173253e-12,1.2716694165039623e-12,9.999998672976374e-06,9.214028140822312e-10,9.879753987655218e-10,5.1847199285171583e-14,1.0,1.2395451125918753e-11,5.513486302391736e-12,1.0689178182271772e-12,1.0634749480583164e-12,6.358347082519812e-14,5.184719928517159e-15
3.09,9.92127904990893e-09,6.669444176631615e-11,1.0733607574840715e-11,1.1960853385615091e-14,1.3496420324253645e-12,1.2816886575801555e-12,9.999998662318823e-06,9.212790499089362e-10,9.879203095401622e-10,5.2433374032890327e-14,1.0,1.235411180174958e-11,5.515518597954665e-12,1.0733607558697845e-12,1.067916312805409e-12,6.408443287900778e-14,5.243337403289033e-15
3.1,9.92115569938814e-09,6.676327188230197e-11,1.0778013022271338e-11,1.2015302125477068e-14,1.3603983829019221e-12,1.2917472274902652e-12,9.99999865161692e-06,9.211556993881462e-10,9.87865200466211e-10,5.302398190373714e-14,1.0,1.231300964389189e-11,5.5175099939519045e-12,1.077801300592574e-12,1.0723553277863795e-12,6.458736137451326e-14,5.302398190373714e-15
3.11,9.921032760317007e-09,6.683167541980964e-11,1.082239419874936e-11,1.2069766302580587e-14,1.3711990701552802e-12,1.3018450769266106e-12,9.999998640870698e-06,9.210327603170128e-10,9.87810071919708e-10,5.3619038315180394e-14,1.0,1.2272143232246612e-11,5.519460790420738e-12,1.0822394182199308e-12,1.0767919585216672e-12,6.509225384633053e-14,5.36190383151804e-15
3.12,9.920910230513574e-09,6.689965495191679e-11,1.0866750767597877e-11,1.21242455273561e-14,1.3820440638093136e-12,1.3119821560045633e-12,9.999998630080183e-06,9.209102305135804e-10,9.877549242722162e-10,5.421855865552655e-14,1.0,1.2231511160475571e-11,5.521371284327009e-12,1.0866750750841636e-12,1.0812261710427114e-12,6.559910780022817e-14,5.4218558655526555e-15
3.13,9.92078810781678e-09,6.696721302647615e-11,1.0911082397219218e-11,1.2178739414767092e-14,1.392933332903485e-12,1.3221584142625448e-12,9.999998619245408e-06,9.207881078167858e-10,9.876997578908211e-10,5.482255828391999e-14,1.0,1.2191112036001331e-11,5.523241769565433e-12,1.0911082380255046e-12,1.0856579318919512e-12,6.610792071312725e-14,5.482255828391999e-15
3.14,9.920666390086452e-09,6.703435216611571e-11,1.0955388761094963e-11,1.2233247584310105e-14,1.4038668458928497e-12,1.3323738006620295e-12,9.999998608366404e-06,9.206663900864586e-10,9.876445731381299e-10,5.5431052530343156e-14,1.0,1.2150944480006913e-11,5.525072536959946e-12,1.0955388743921113e-12,1.0900872081228242e-12,6.661869003310148e-14,5.543105253034316e-15
3.15,9.920545075203314e-09,6.710107486823854e-11,1.0999669537785915e-11,1.2287769660014706e-14,1.4148445706480504e-12,1.3426282635875419e-12,9.9999985974432e-06,9.205450752033213e-10,9.875893703722726e-10,5.6044056695616425e-14,1.0,1.2111007127435597e-11,5.5268638742640515e-12,1.0999669520400631e-12,1.0945139672997676e-12,6.713141317937709e-14,5.6044056695616425e-15
3.16,9.920424161068981e-09,6.716738360502295e-11,1.104392441093213e-11,1.2342305270443516e-14,1.4258664744553228e-12,1.3529217508466588e-12,9.999998586475833e-06,9.204241610689886e-10,9.87534149946901e-10,5.666158605139825e-14,1.0,1.2071298626990739e-11,5.528616066161163e-12,1.1043924393333651e-12,1.0989381774982178e-12,6.764608754233295e-14,5.6661586051398256e-15
3.17,9.920303637889312e-09,6.723329025052947e-11,1.1088151083125943e-11,1.2396852337180658e-14,1.4369327959119478e-12,1.3632544957516864e-12,9.999998575464058e-06,9.203036378893194e-10,9.874789139228715e-10,5.728364591514903e-14,1.0,1.2031812509316185e-11,5.530330535292808e-12,1.10881510653125e-12,1.1033596075452796e-12,6.816272478758432e-14,5.728364591514904e-15
3.18,9.92018349831327e-09,6.729880369447907e-11,1.1132347885472755e-11,1.2451409323576926e-14,1.4480436876843785e-12,1.37362664123859e-12,9.999998564407723e-06,9.201834983132768e-10,9.87423663819276e-10,5.791024469057892e-14,1.0,1.1992543929698195e-11,5.5320083429183996e-12,1.113234786744257e-12,1.107778089482363e-12,6.86813320619295e-14,5.791024469057892e-15
3.19,9.92006375043889e-09,6.736391395340404e-11,1.1176517125094302e-11,1.2505978119404483e-14,1.459198758244009e-12,1.3840377576926997e-12,9.99999855330722e-06,9.200637504388982e-10,9.873683977284994e-10,5.854141059572764e-14,1.0,1.1953498317406822e-11,5.5336482659798735e-12,1.1176517106845597e-12,1.112193855248096e-12,6.920188788463499e-14,5.854141059572765e-15
3.2,9.919944392073303e-09,6.74286236161107e-11,1.1220658460118377e-11,1.2560558331865564e-14,1.4703979788133322e-12,1.3944877972150374e-12,9.999998542162581e-06,9.199443920733102e-10,9.873131160257795e-10,5.917715855658876e-14,1.0,1.1914674257779236e-11,5.535250603163334e-12,1.1220658441649358e-12,1.1166068703525332e-12,6.972438986075187e-14,5.9177158556588765e-15
3.21,9.919825421040076e-09,6.749293525161451e-11,1.1264771552607159e-11,1.2615149571708883e-14,1.481641320187156e-12,1.4049767114945782e-12,9.99999853097383e-06,9.198254210400837e-10,9.872578190828637e-10,5.981750346427274e-14,1.0,1.1876070346954311e-11,5.5368156507402715e-12,1.1264771533916031e-12,1.1210171007015818e-12,7.024883557472891e-14,5.981750346427275e-15
3.22,9.919706835179228e-09,6.755685140914013e-11,1.130885606855723e-11,1.2669751453229657e-14,1.4929287527326058e-12,1.4155044518082535e-12,9.999998519740999e-06,9.197068351792347e-10,9.872025072680078e-10,6.046246017500715e-14,1.0,1.1837685191872488e-11,5.5383437025678155e-12,1.1308856049642196e-12,1.1254245125970041e-12,7.077522259041267e-14,6.046246017500716e-15
3.23,9.919588632347217e-09,6.762037461812133e-11,1.135291167789956e-11,1.2724363594269585e-14,1.5042602463891224e-12,1.4260709690209476e-12,9.999998508464119e-06,9.195886323472238e-10,9.871471809459765e-10,6.111204351013646e-14,1.0,1.1799517410275567e-11,5.539835050088976e-12,1.1352911658758808e-12,1.129829072736415e-12,7.130354845104739e-14,6.1112043510136464e-15
3.24,9.919470810416949e-09,6.768350738820101e-11,1.1396938054499519e-11,1.2778985616216866e-14,1.5156357706684639e-12,1.4366762135855016e-12,9.999998497143215e-06,9.194708104169557e-10,9.87091840478044e-10,6.176626825612225e-14,1.0,1.1761565630706533e-11,5.541289982332912e-12,1.139693803513123e-12,1.134230748213284e-12,7.183381067927509e-14,6.176626825612225e-15
3.25,9.919353367277773e-09,6.774625220923127e-11,1.1440934876156866e-11,1.2833617144006184e-14,1.527055294654703e-12,1.4473201355427087e-12,9.999998485778324e-06,9.193533672777804e-10,9.870364862219934e-10,6.2425149164543e-14,1.0,1.1723828492509417e-11,5.5427087859151725e-12,1.1440934856559224e-12,1.1386295065169349e-12,7.236600677713544e-14,6.2425149164542994e-15
3.2600000000000002,9.919236300835486e-09,6.780861155127332e-11,1.1484901824605763e-11,1.2888257806118724e-14,1.538518787004231e-12,1.4580026845213194e-12,9.999998474369473e-06,9.192363008354922e-10,9.869811185321162e-10,6.308870095209431e-14,1.0,1.1686304645829063e-11,5.544091745037976e-12,1.1484901804776938e-12,1.1430253155325448e-12,7.290013422606598e-14,6.308870095209431e-15
3.27,9.919119609012322e-09,6.787058786459754e-11,1.1528838585514758e-11,1.294290723458215e-14,1.550026215945753e-12,1.4687238097380367e-12,9.999998462916693e-06,9.191196090123301e-10,9.869257377592135e-10,6.375693830058865e-14,1.0,1.1648992751610942e-11,5.5454391414904685e-12,1.1528838565452914e-12,1.1474181435411449e-12,7.343619048690184e-14,6.375693830058866e-15
3.2800000000000002,9.919003289746971e-09,6.793218357968343e-11,1.15727448484868e-11,1.2997565064970636e-14,1.5615775492802928e-12,1.4794834599975196e-12,9.999998451420016e-06,9.190032897469776e-10,9.868703442505952e-10,6.442987585695566e-14,1.0,1.1611891481601076e-11,5.546751254649002e-12,1.1572744828190095e-12,1.1518079592196206e-12,7.397417299987599e-14,6.442987585695566e-15
3.29,9.918887340994556e-09,6.799340110721969e-11,1.161662030705923e-11,1.3052230936404827e-14,1.5731727543811884e-12,1.4902815836923811e-12,9.999998439879478e-06,9.188873409945629e-10,9.868149383500802e-10,6.510752823324181e-14,1.0,1.1574999518345747e-11,5.5480283614774044e-12,1.1616620286525817e-12,1.1561947316407112e-12,7.451407918461906e-14,6.5107528233241816e-15
3.3000000000000003,9.918771760726652e-09,6.805424283810412e-11,1.1660464658703787e-11,1.310690449155188e-14,1.5848117981940957e-12,1.5011181288031896e-12,9.999998428295107e-06,9.187717607266593e-10,9.867595203979962e-10,6.578991000661072e-14,1.0,1.1538315555191403e-11,5.5492707365272605e-12,1.166046463793181e-12,1.1605784302730096e-12,7.505590644015949e-14,6.5789910006610724e-15
3.31,9.918656546931277e-09,6.81147111434437e-11,1.1704277604826597e-11,1.3161585376625426e-14,1.5964946472369856e-12,1.5119930428984669e-12,9.999998416666939e-06,9.186565469312838e-10,9.867040907311804e-10,6.647703571934292e-14,1.0,1.1501838296284444e-11,5.550478651938202e-12,1.1704277583814197e-12,1.164959024980963e-12,7.559965214492335e-14,6.647703571934292e-15
