DR,DRG,DRG_GDP,DRG_GTP,GDP,GTP,G_GDP,G_GTP,Recptor,agonist,Time
7.444962936915748e-11,2.2128153920061125e-14,1.8376756594625317e-11,3.803860975154237e-12,4.111572443215065e-12,9.999995910555713e-06,9.775411054015046e-10,2.5614887479691275e-13,9.033482470938582e-10,9.90334824709385e-09,4.97
7.447225750105383e-11,2.2180590269154637e-14,1.841272700525424e-11,3.8203008658225e-12,4.129970699648682e-12,9.999995892209892e-06,9.774869936266656e-10,2.5779791198957915e-13,9.032731584673546e-10,9.903273158467346e-09,4.98
7.449475834730722e-11,2.2233000602189253e-14,1.8448643572337113e-11,3.836768497461916e-12,4.148404897851911e-12,9.999995873828105e-06,9.774329014060415e-10,2.594535235583114e-13,9.031982232553498e-10,9.90319822325534e-09,4.99
7.451713250462095e-11,2.22853848700624e-14,1.848450632075695e-11,3.8532637967044085e-12,4.166874978434473e-12,9.999995855410409e-06,9.773788287808451e-10,2.6111571682459405e-13,9.031234409060035e-10,9.903123440905994e-09,5.0
7.453938055659351e-11,2.2337743025932555e-14,1.8520315277840477e-11,3.869786689983418e-12,4.1853808817816045e-12,9.999995836956864e-06,9.773247757900824e-10,2.6278449906897287e-13,9.030488108781773e-10,9.903048810878168e-09,5.01
7.456150307364342e-11,2.2390075025232475e-14,1.8556070473373345e-11,3.886337103531808e-12,4.2039225480520365e-12,9.999995818467529e-06,9.772707424705396e-10,2.6445987753108664e-13,9.029743326414951e-10,9.902974332641486e-09,5.0200000000000005
7.458350061293382e-11,2.2442380825682415e-14,1.8591771939615375e-11,3.902914963379754e-12,4.222499917175976e-12,9.999995799942466e-06,9.772167288567706e-10,2.661418594096971e-13,9.02900005676402e-10,9.902900005676394e-09,5.03
7.460537371829735e-11,2.2494660387303364e-14,1.862741971131581e-11,3.919520195352652e-12,4.241112928853099e-12,9.999995781381733e-06,9.771627349810826e-10,2.6783045186272106e-13,9.028258294742244e-10,9.902825829474216e-09,5.04
7.462712292016074e-11,2.2546913672430245e-14,1.866301382572851e-11,3.936152725069008e-12,4.259761522550523e-12,9.999995762785394e-06,9.77108760873524e-10,2.695256620072606e-13,9.027518035372291e-10,9.902751803537221e-09,5.05
7.464874873546957e-11,2.259914064572517e-14,1.8698554322627228e-11,3.952812477938337e-12,4.278445637500796e-12,9.999995744153505e-06,9.770548065618703e-10,2.712274969196344e-13,9.02677927378684e-10,9.902677927378675e-09,5.0600000000000005
7.467025166761305e-11,2.2651341274190612e-14,1.87340412443208e-11,3.969499379159059e-12,4.297165212699868e-12,9.99999572548613e-06,9.770008720716118e-10,2.7293596363540797e-13,9.026042005229165e-10,9.902604200522908e-09,5.07
7.469163220634866e-11,2.2703515527182678e-14,1.8769474635668407e-11,3.986213353716401e-12,4.315920186905091e-12,9.999995706783331e-06,9.769469574259398e-10,2.7465106914942555e-13,9.025306225053739e-10,9.902530622505365e-09,5.08
7.471289082772692e-11,2.2755663376424302e-14,1.88048545440948e-11,4.002954326380292e-12,4.334710498633187e-12,9.999995688045167e-06,9.768930626457338e-10,2.763728204158406e-13,9.024571928726831e-10,9.902457192872674e-09,5.09
7.473402799401612e-11,2.280778479601848e-14,1.8840181019605548e-11,4.01972222170326e-12,4.35353608615824e-12,9.999995669271701e-06,9.768391877495483e-10,2.781012243481468e-13,9.023839111827098e-10,9.902383911182701e-09,5.1000000000000005
7.475504415362699e-11,2.2859879762461476e-14,1.887545411480223e-11,4.036516964018324e-12,4.372396887509669e-12,9.999995650462994e-06,9.76785332753599e-10,2.7983628781920844e-13,9.023107770046184e-10,9.90231077700461e-09,5.11
7.47759397410375e-11,2.2911948254656054e-14,1.8910673884897712e-11,4.053338477436904e-12,4.3912928404702206e-12,9.99999563161911e-06,9.767314976717507e-10,2.815780176612925e-13,9.022377899189318e-10,9.902237789918923e-09,5.12
7.479671517671751e-11,2.2963990253924713e-14,1.894584038773136e-11,4.070186685846708e-12,4.410223882573946e-12,9.99999561274011e-06,9.766776825155032e-10,2.8332642066609873e-13,9.021649495175908e-10,9.902164949517582e-09,5.13
7.481737086705354e-11,2.3016005744022884e-14,1.898095368378427e-11,4.0870615129096315e-12,4.429189951104185e-12,9.999995593826057e-06,9.766238872939786e-10,2.8508150358479074e-13,9.020922554040137e-10,9.902092255404004e-09,5.14
7.483790720427346e-11,2.3067994711152175e-14,1.9016013836194527e-11,4.10396288205966e-12,4.448190983091549e-12,9.999995574877013e-06,9.765701120139078e-10,2.868432731280274e-13,9.020197071931563e-10,9.902019707193147e-09,5.15
7.485832456637127e-11,2.3119957143973563e-14,1.905102091077239e-11,4.120890716500757e-12,4.4672269153118995e-12,9.999995555893045e-06,9.76516356679618e-10,2.8861173596599286e-13,9.019473045115712e-10,9.901947304511562e-09,5.16
7.487862331703171e-11,2.317189303362065e-14,1.908597497601557e-11,4.13784493920477e-12,4.48629768428434e-12,9.99999553687421e-06,9.764626212930188e-10,2.903868987284284e-13,9.018750469974676e-10,9.901875046997459e-09,5.17
7.489880380555513e-11,2.322380237371287e-14,1.912087610312445e-11,4.154825472909326e-12,4.5054032262691875e-12,9.999995517820579e-06,9.76408905853589e-10,2.9216876800466306e-13,9.018029343007712e-10,9.901802934300763e-09,5.18
7.49188663667821e-11,2.3275685160368714e-14,1.9155724366017306e-11,4.171832240115726e-12,4.524543477265967e-12,9.99999549873221e-06,9.76355210358364e-10,2.939573503436446e-13,9.017309660831831e-10,9.901730966083175e-09,5.19
7.493881132101817e-11,2.3327541392218926e-14,1.919051984134555e-11,4.188865163086842e-12,4.5437183730113785e-12,9.999995479609171e-06,9.763015348019227e-10,2.9575265225397e-13,9.016591420182402e-10,9.901659142018231e-09,5.2
7.49586389739586e-11,2.3379371070419777e-14,1.9225262608508968e-11,4.205924163845018e-12,4.562927848977297e-12,9.999995460451524e-06,9.762478791763728e-10,2.975546802039173e-13,9.015874617913748e-10,9.901587461791367e-09,5.21
7.497834961661307e-11,2.3431174198666236e-14,1.925995274967094e-11,4.223009164169969e-12,4.582171840368743e-12,9.999995441259336e-06,9.761942434713401e-10,2.9936344062147566e-13,9.015159250999738e-10,9.901515925099965e-09,5.22
7.499794352523042e-11,2.348295078320523e-14,1.929459034977369e-11,4.240120085596671e-12,4.6014502821218725e-12,9.99999542203267e-06,9.761406276739532e-10,3.0117893989437715e-13,9.014445316534385e-10,9.90144453165343e-09,5.23
7.501742096122337e-11,2.3534700832848835e-14,1.93291754965535e-11,4.257256849413263e-12,4.62076310890195e-12,9.999995402771594e-06,9.760870317688315e-10,3.0300118437012653e-13,9.013732811732444e-10,9.901373281173236e-09,5.24
7.50367821710932e-11,2.3586424358987523e-14,1.9363708280555953e-11,4.274419376658945e-12,4.640110255101341e-12,9.999995383476171e-06,9.760334557380713e-10,3.0483018035603357e-13,9.013021733930011e-10,9.901302173392992e-09,5.25
7.505602738635452e-11,2.363812137560337e-14,1.9398188795151177e-11,4.291607588121876e-12,4.6594916548374925e-12,9.99999536414647e-06,9.759798995612334e-10,3.06665934119243e-13,9.012312080585112e-10,9.901231208058502e-09,5.26
7.507515682346e-11,2.3689791899283286e-14,1.943261713654906e-11,4.308821404337068e-12,4.678907241950913e-12,9.999995344782553e-06,9.75926363215329e-10,3.0850845188676594e-13,9.011603849278306e-10,9.901160384927822e-09,5.2700000000000005
7.509428828161204e-11,2.374141458911082e-14,1.9466968892769278e-11,4.326064042243745e-12,4.698360136501743e-12,9.999995325381278e-06,9.75872867918957e-10,3.1035773144213527e-13,9.010896071220455e-10,9.901089607122038e-09,5.28
7.511333456226347e-11,2.379300533920343e-14,1.9501262379416973e-11,4.343332972182268e-12,4.7178479039468585e-12,9.999995305945103e-06,9.758193978578862e-10,3.1221378517656816e-13,9.010189462420555e-10,9.901018946242048e-09,5.29
7.513227666480871e-11,2.3844567656280215e-14,1.9535501697231122e-11,4.360627576476982e-12,4.737369957804239e-12,9.99999528647461e-06,9.7576594953807e-10,3.1407662056682207e-13,9.009484178393041e-10,9.900948417839295e-09,5.3
7.515111516289936e-11,2.3896101491519126e-14,1.956968686676727e-11,4.377947786352817e-12,4.756926242118239e-12,9.99999526696986e-06,9.757125230017398e-10,3.1594624364979854e-13,9.008780213777532e-10,9.900878021377745e-09,5.3100000000000005
7.516985062321178e-11,2.3947606797231833e-14,1.9603817909732897e-11,4.3952935330082905e-12,4.776516700875507e-12,9.999995247430906e-06,9.75659118290041e-10,3.178226604218148e-13,9.00807756326961e-10,9.900807756326952e-09,5.32
7.5188483605443e-11,2.3999083526864036e-14,1.963789484898786e-11,4.412664747615406e-12,4.796141278004905e-12,9.999995227857806e-06,9.756057354430326e-10,3.197058768386308e-13,9.007376221620825e-10,9.900737622162074e-09,5.33
7.520701466230664e-11,2.4050531634995745e-14,1.967191770854476e-11,4.430061361319543e-12,4.815799917377412e-12,9.999995208250615e-06,9.755523744996866e-10,3.2159589881547395e-13,9.00667618363871e-10,9.900667618363863e-09,5.34
7.522544433952876e-11,2.4101951077341578e-14,1.9705886513569345e-11,4.447483305239352e-12,4.835492562806039e-12,9.99999518860939e-06,9.754990354978882e-10,3.2349273222706573e-13,9.005977444186788e-10,9.90059774441867e-09,5.3500000000000005
7.524377317584376e-11,2.4153341810751042e-14,1.973980129038092e-11,4.4649305104666405e-12,4.855219158045735e-12,9.999995168934184e-06,9.754457184744353e-10,3.2539638290764666e-13,9.005279998184591e-10,9.900527999818451e-09,5.36
7.526200170299036e-11,2.4204703793208853e-14,1.9773662066452738e-11,4.482402908066274e-12,4.874979646793305e-12,9.999995149225058e-06,9.75392423465038e-10,3.273068566510034e-13,9.00458384060766e-10,9.900458384060757e-09,5.37
7.528013044570733e-11,2.425603698383522e-14,1.98074688704124e-11,4.499900429076063e-12,4.894773972687317e-12,9.999995129482065e-06,9.753391505043184e-10,3.292241592104936e-13,9.003888966487573e-10,9.900388896648748e-09,5.38
7.529815992172955e-11,2.4307341342886128e-14,1.984122173204225e-11,4.517423004506659e-12,4.914602079308016e-12,9.999995109705263e-06,9.752858996258104e-10,3.3114829629907215e-13,9.003195370911937e-10,9.900319537091186e-09,5.39
7.531609064178379e-11,2.435861683175365e-14,1.9874920682279787e-11,4.534970565341445e-12,4.934463910177232e-12,9.999995089894708e-06,9.752326708619589e-10,3.3307927358931714e-13,9.002503049024417e-10,9.900250304902433e-09,5.4
7.533392310958468e-11,2.4409863412966222e-14,1.9908565753218043e-11,4.552543042536425e-12,4.9543594087582885e-12,9.999995070050455e-06,9.751794642441202e-10,3.3501709671345513e-13,9.001811996024738e-10,9.900181199602466e-09,5.41
7.535165782183053e-11,2.446108105018896e-14,1.9942156978105998e-11,4.570140367020124e-12,4.974288518455923e-12,9.999995050172564e-06,9.751262798025614e-10,3.369617712633878e-13,9.001122207168698e-10,9.900112220716861e-09,5.42
7.536929526819932e-11,2.4512269708223944e-14,1.997569439134898e-11,4.587762469693477e-12,4.994251182616189e-12,9.999995030261088e-06,9.750731175664597e-10,3.389133027907175e-13,9.000433677768183e-10,9.90004336777681e-09,5.43
7.538683593134451e-11,2.4563429353010506e-14,2.0009178028509052e-11,4.605409281429719e-12,5.014247344526376e-12,9.999995010316086e-06,9.750199775639026e-10,3.40871696806773e-13,8.999746403191172e-10,9.899974640319109e-09,5.44
7.540428028689096e-11,2.4614559951625527e-14,2.0042607926305412e-11,4.6230807330742785e-12,5.034276947414906e-12,9.999994990337613e-06,9.749668598218872e-10,3.42836958782635e-13,8.999060378861757e-10,9.899906037886167e-09,5.45
7.542162880343083e-11,2.4665661472283744e-14,2.0075984122614803e-11,4.6407767554446745e-12,5.054339934451262e-12,9.999994970325728e-06,9.749137643663201e-10,3.4480909414916297e-13,8.998375600260146e-10,9.899837560026006e-09,5.46
7.54388819425195e-11,2.4716733884338033e-14,2.01093066564719e-11,4.658497279330406e-12,5.074436248745889e-12,9.999994950280486e-06,9.748606912220173e-10,3.467881082970202e-13,8.997692062922682e-10,9.89976920629226e-09,5.47
7.545604015867142e-11,2.4767777158279713e-14,2.014257556806972e-11,4.676242235492843e-12,5.094565833350107e-12,9.999994930201945e-06,9.748076404127035e-10,3.487740065766999e-13,8.997009762441849e-10,9.899700976244177e-09,5.48
7.547310389935602e-11,2.4818791265738813e-14,2.0175790898760013e-11,4.6940115546651195e-12,5.114728631256021e-12,9.99999491009016e-06,9.747546119610116e-10,3.5076679429855085e-13,8.996328694466289e-10,9.89963286944662e-09,5.49
7.549007360499363e-11,2.486977617948441e-14,2.020895269105365e-11,4.711805167552029e-12,5.1349245853964336e-12,9.999994889945191e-06,9.747016058884831e-10,3.5276647673280374e-13,8.995648854700805e-10,9.899564885470073e-09,5.5
7.550694970895132e-11,2.4920731873424892e-14,2.024206098862105e-11,4.7296230048299156e-12,5.155153638644759e-12,9.999994869767094e-06,9.74648622215567e-10,3.5477305910959666e-13,8.994970238906383e-10,9.89949702389063e-09,5.51
7.552373263753886e-11,2.497165832260826e-14,2.0275115836292564e-11,4.747464997146567e-12,5.17541573381493e-12,9.999994849555926e-06,9.745956609616202e-10,3.5678654661900125e-13,8.994292842900197e-10,9.899429284290011e-09,5.5200000000000005
7.554042281000455e-11,2.5022555503222422e-14,2.030811728005885e-11,4.765331075121102e-12,5.1957108136613066e-12,9.999994829311743e-06,9.745427221449068e-10,3.5880694441104763e-13,8.993616662555621e-10,9.899361666255553e-09,5.53
7.555702063853116e-11,2.50734233925955e-14,2.0341065367071318e-11,4.783221169343872e-12,5.2160388208785946e-12,9.999994809034603e-06,9.744898057825975e-10,3.608342575957518e-13,8.992941693802242e-10,9.899294169380217e-09,5.54
7.557352652823182e-11,2.51242619691961e-14,2.0373960145642496e-11,4.801135210376346e-12,5.2363996981017526e-12,9.999994788724564e-06,9.744369118907697e-10,3.6286849124314023e-13,8.992267932625874e-10,9.899226793262579e-09,5.55
7.558994087714591e-11,2.5175071212633636e-14,2.040680166524644e-11,4.819073128751009e-12,5.256793387905905e-12,9.999994768381684e-06,9.743840404844076e-10,3.649096503832765e-13,8.991595375068563e-10,9.899159537506848e-09,5.5600000000000005
7.560626407623493e-11,2.5225851103658594e-14,2.043958997651912e-11,4.83703485497125e-12,5.277219832806245e-12,9.99999474800602e-06,9.743311915774006e-10,3.6695774000628626e-13,8.990924017228603e-10,9.899092401722851e-09,5.57
7.56224965093784e-11,2.527660162416285e-14,2.047232513125884e-11,4.8550203195112546e-12,5.297678975257959e-12,9.999994727597627e-06,9.742783651825442e-10,3.6901276506238414e-13,8.99025385526055e-10,9.899025385526046e-09,5.58
7.563863855336982e-11,2.5327322757179958e-14,2.050500718242663e-11,4.873029452815904e-12,5.318170757656129e-12,9.999994707156565e-06,9.742255613115392e-10,3.7107473046189903e-13,8.989584885375228e-10,9.898958488537515e-09,5.59
7.565469057791246e-11,2.5378014486885445e-14,2.053763618414663e-11,4.891062185300659e-12,5.338695122335648e-12,9.999994686682893e-06,9.741727799749914e-10,3.731436410753e-13,8.988917103839742e-10,9.898891710383966e-09,5.6000000000000005
7.567065294561535e-11,2.542867679859709e-14,2.0570212191706506e-11,4.9091184473514564e-12,5.359252011571123e-12,9.999994666176666e-06,9.741200211824109e-10,3.7521950173322203e-13,8.988250506977495e-10,9.898825050697741e-09,5.61
7.568652601198909e-11,2.547930967877524e-14,2.0602735261557832e-11,4.927198169324604e-12,5.379841367576796e-12,9.999994645637943e-06,9.740672849422129e-10,3.773023172264921e-13,8.987585091168189e-10,9.89875850911681e-09,5.62
7.570231012544183e-11,2.5529913115023104e-14,2.063520545131652e-11,4.94530128154667e-12,5.400463132506452e-12,9.999994625066782e-06,9.740145712617163e-10,3.793920923061551e-13,8.986920852847849e-10,9.898692085284777e-09,5.63
7.571800562727509e-11,2.558048709608703e-14,2.066762281976317e-11,4.9634277143143745e-12,5.4211172484533284e-12,9.99999460446324e-06,9.739618801471436e-10,3.8148883168349944e-13,8.986257788508824e-10,9.898625778850874e-09,5.64
7.57336128516797e-11,2.563103161185682e-14,2.0699987426843526e-11,4.981577397894489e-12,5.4418036574500274e-12,9.999994583827375e-06,9.739092116036205e-10,3.835925400300833e-13,8.985595894699806e-10,9.898559589469973e-09,5.65
7.574913212573167e-11,2.5681546653365995e-14,2.073229933366882e-11,4.9997502625237165e-12,5.4625223014684235e-12,9.999994563159246e-06,9.738565656351768e-10,3.857032219777595e-13,8.984935168025835e-10,9.898493516802575e-09,5.66
7.57645637693881e-11,2.5732032212792126e-14,2.0764558602516212e-11,5.017946238408596e-12,5.483273122419583e-12,9.999994542458911e-06,9.73803942244744e-10,3.8782088211870283e-13,8.984275605148319e-10,9.898427560514824e-09,5.67
7.577990809548308e-11,2.5782488283457106e-14,2.0796765296829164e-11,5.036165255725393e-12,5.504056062153665e-12,9.999994521726426e-06,9.73751341434157e-10,3.899455250054348e-13,8.983617202785034e-10,9.898361720278495e-09,5.68
7.579516540972355e-11,2.5832914859827458e-14,2.0828919481217853e-11,5.054407244619986e-12,5.524871062459846e-12,9.999994500961852e-06,9.736987632041518e-10,3.920771551508501e-13,8.98295995771015e-10,9.898295995771006e-09,5.69
7.581033601068524e-11,2.58833119375146e-14,2.0861021221459564e-11,5.0726721352077614e-12,5.545718065066209e-12,9.999994480165247e-06,9.736462075543672e-10,3.9421577702824166e-13,8.982303866754228e-10,9.898230386675415e-09,5.7
7.582542018980854e-11,2.593367951327518e-14,2.089307058449908e-11,5.090959857573511e-12,5.56659701163968e-12,9.999994459336668e-06,9.73593674483343e-10,3.9636139507132756e-13,8.981648926804241e-10,9.898164892680416e-09,5.71
7.584041823139438e-11,2.598401758501135e-14,2.0925067638449105e-11,5.109270341771319e-12,5.587507843785923e-12,9.999994438476174e-06,9.735411639885205e-10,3.9851401367427626e-13,8.980995134803584e-10,9.89809951348035e-09,5.72
7.585533041260015e-11,2.603432615177106e-14,2.0957012452590636e-11,5.127603517824461e-12,5.608450503049257e-12,9.999994417583824e-06,9.734886760662415e-10,4.006736371917327e-13,8.980342487752083e-10,9.8980342487752e-09,5.73
7.58701570034356e-11,2.608460521374834e-14,2.098890509737338e-11,5.1459593157252835e-12,5.629424930912562e-12,9.999994396659676e-06,9.734362107117488e-10,4.028402699388436e-13,8.979690982706009e-10,9.897969098270592e-09,5.74
7.58848982667587e-11,2.613485477228363e-14,2.1020745644416138e-11,5.164337665435112e-12,5.650431068797196e-12,9.999994375703787e-06,9.733837679191852e-10,4.0501391619128414e-13,8.979040616778088e-10,9.8979040616778e-09,5.75
7.589955445827157e-11,2.6185074829864043e-14,2.1052534166507218e-11,5.182738496884137e-12,5.671468858062906e-12,9.999994354716217e-06,9.733313476815935e-10,4.0719458018528337e-13,8.978391387137512e-10,9.897839138713742e-09,5.76
7.591412582651636e-11,2.623526539012368e-14,2.1084270737604832e-11,5.201161739971303e-12,5.692538240007736e-12,9.999994333697026e-06,9.73278949990916e-10,4.0938226611765034e-13,8.977743291009954e-10,9.897774329100988e-09,5.7700000000000005
7.592861261287111e-11,2.62854264578439e-14,2.1115955432837476e-11,5.2196073245642045e-12,5.713639155867933e-12,9.99999431264627e-06,9.732265748379945e-10,4.1157697814579904e-13,8.977096325677578e-10,9.897709632567749e-09,5.78
7.594301505154573e-11,2.6335558038953635e-14,2.114758832850436e-11,5.23807518049898e-12,5.734771546817874e-12,9.999994291564012e-06,9.731742222125696e-10,4.137787203877757e-13,8.976450488479046e-10,9.897645048847897e-09,5.79
7.595733336957783e-11,2.6385660140529683e-14,2.1179169502075774e-11,5.256565237580205e-12,5.75593535396996e-12,9.999994270450306e-06,9.731218921032808e-10,4.159874969222836e-13,8.975805776809536e-10,9.897580577680946e-09,5.8
7.59715677868286e-11,2.6435732770797004e-14,2.1210699032193517e-11,5.275077425580779e-12,5.777130518374541e-12,9.999994249305215e-06,9.730695844976658e-10,4.182033117887095e-13,8.975162188120751e-10,9.897516218812067e-09,5.8100000000000005
7.598575416184981e-11,2.648577034949716e-14,2.1242170617839832e-11,5.293612504100011e-12,5.798357790213798e-12,9.99999422812798e-06,9.73017304928669e-10,4.2042617904095063e-13,8.974519465937168e-10,9.897451946593708e-09,5.82
7.599991515957315e-11,2.653576936528644e-14,2.1273580319622782e-11,5.312170925716853e-12,5.8196176202634956e-12,9.99999420691815e-06,9.7296505687632e-10,4.226561089744483e-13,8.973877447795731e-10,9.897387744779565e-09,5.83
7.601399994385883e-11,2.65857378325517e-14,2.130493735518281e-11,5.330751431994672e-12,5.840908790858489e-12,9.999994185676947e-06,9.729128323838726e-10,4.2489309111669424e-13,8.973236494948145e-10,9.897323649494807e-09,5.84
7.60280089747382e-11,2.663567572194461e-14,2.1336241759713903e-11,5.349353958839157e-12,5.862231248904666e-12,9.999994164404427e-06,9.728606314762982e-10,4.2713712942591387e-13,8.972596603156244e-10,9.897259660315616e-09,5.8500000000000005
7.604194271059102e-11,2.6685583004396894e-14,2.1367493568590893e-11,5.367978442252884e-12,5.883584941371289e-12,9.99999414310064e-06,9.728084541783283e-10,4.293882278227084e-13,8.971957768198933e-10,9.897195776819885e-09,5.86
7.605580160819108e-11,2.6735459651112846e-14,2.1398692817360954e-11,5.38662481833637e-12,5.904969815292049e-12,9.999994121765644e-06,9.727563005144606e-10,4.316463901900962e-13,8.971319985871846e-10,9.897131998587175e-09,5.87
7.6069586122752e-11,2.678530563356179e-14,2.1429839541735063e-11,5.4052930232891255e-12,5.926385817766103e-12,9.999994100399487e-06,9.727041705089677e-10,4.339116203735517e-13,8.970683251987003e-10,9.897068325198692e-09,5.88
7.608329670797287e-11,2.6835120923470575e-14,2.1460933777579485e-11,5.423982993410706e-12,5.9478328959591134e-12,9.999994079002225e-06,9.726520641859043e-10,4.361839221810458e-13,8.970047562372464e-10,9.897004756237238e-09,5.89
7.609693381608404e-11,2.6884905492816054e-14,2.149197556090726e-11,5.442694665101768e-12,5.969310997104294e-12,9.999994057573908e-06,9.72599981569114e-10,4.3846329938308555e-13,8.969412912871987e-10,9.89694129128719e-09,5.9
7.611049789789277e-11,2.6934659313817545e-14,2.1522964927869676e-11,5.461427974865111e-12,5.990820068503444e-12,9.99999403611459e-06,9.725479226822375e-10,4.4074975571275364e-13,8.968779299344684e-10,9.89687792993446e-09,5.91
7.612398940282901e-11,2.6984382358929357e-14,2.1553901914747754e-11,5.4801828593067446e-12,6.012360057528005e-12,9.999994014624325e-06,9.724958875487195e-10,4.430432948657493e-13,8.968146717664679e-10,9.89681467176646e-09,5.92
7.613740877899101e-11,2.7034074600833234e-14,2.158478655794373e-11,5.498959255136931e-12,6.0339309116200895e-12,9.999993993103162e-06,9.724438761918167e-10,4.453439205004274e-13,8.967515163720765e-10,9.896751516372068e-09,5.93
7.615075647319118e-11,2.7083736012430857e-14,2.161561889397253e-11,5.517757099171241e-12,6.05553257829353e-12,9.999993971551158e-06,9.723918886346045e-10,4.4765163623783906e-13,8.966884633416057e-10,9.896688463341598e-09,5.94
7.616403293100168e-11,2.7133366566836303e-14,2.164639895945325e-11,5.536576328331601e-12,6.077165005134917e-12,9.999993949968362e-06,9.723399248999851e-10,4.4996644566177037e-13,8.966255122667652e-10,9.896625512266757e-09,5.95
7.617723859680021e-11,2.7182966237368565e-14,2.167712679110065e-11,5.555416879647356e-12,6.098828139804644e-12,9.999993928354825e-06,9.722879850106944e-10,4.522883523187836e-13,8.965626627406286e-10,9.896562662740621e-09,5.96
7.61903739138157e-11,2.7232534997544e-14,2.1707802425716612e-11,5.5742786902563144e-12,6.1205219300379505e-12,9.999993906710604e-06,9.722360689893098e-10,4.5461735971825645e-13,8.964999143575985e-10,9.89649991435759e-09,5.97
7.620343932417401e-11,2.7282072821068835e-14,2.1738425900181644e-11,5.5931616974058006e-12,6.142246323645964e-12,9.99999388503575e-06,9.721841768582575e-10,4.569534713324223e-13,8.964372667133731e-10,9.896437266713364e-09,5.98
7.621643526894368e-11,2.7331579681831617e-14,2.1768997251446342e-11,5.612065838453708e-12,6.164001268516732e-12,9.999993863330312e-06,9.7213230863982e-10,4.592966905964094e-13,8.963747194049108e-10,9.896374719404903e-09,5.99
7.62293621881816e-11,2.7381055553895736e-14,2.1799516516522878e-11,5.630991050869555e-12,6.1857867126162824e-12,9.999993841594344e-06,9.720804643561436e-10,4.616470209082816e-13,8.963122720303968e-10,9.896312272030388e-09,6.0
7.624222052097877e-11,2.7430500411491877e-14,2.1829983732476485e-11,5.649937272235533e-12,6.207602603989651e-12,9.999993819827896e-06,9.720286440292455e-10,4.640044656290779e-13,8.96249924189208e-10,9.8962499241892e-09,6.01
7.625501070550602e-11,2.7479914229010524e-14,2.186039893641693e-11,5.668904440247564e-12,6.229448890761931e-12,9.999993798031024e-06,9.719768476810217e-10,4.663690280828528e-13,8.961876754818793e-10,9.89618767548187e-09,6.0200000000000005
7.626773317905967e-11,2.752929698099441e-14,2.1890762165489998e-11,5.687892492716343e-12,6.251325521139308e-12,9.999993776203776e-06,9.71925075333254e-10,4.687407115567147e-13,8.961255255100689e-10,9.89612552551006e-09,6.03
7.62803883781073e-11,2.757864864213104e-14,2.1921073456868967e-11,5.706901367568402e-12,6.273232443410112e-12,9.999993754346204e-06,9.718733270076175e-10,4.71119519300868e-13,8.960634738765239e-10,9.896063473876515e-09,6.04
7.629297673833342e-11,2.762796918724514e-14,2.1951332847746102e-11,5.725931002847158e-12,6.295169605945851e-12,9.999993732458363e-06,9.718216027256887e-10,4.735054545286517e-13,8.96001520185046e-10,9.896001520185037e-09,6.05
7.630549869468522e-11,2.7677258591291162e-14,2.1981540375324122e-11,5.744981336713965e-12,6.317136957202261e-12,9.999993710540301e-06,9.71769902508952e-10,4.758985204165793e-13,8.959396640404576e-10,9.895939664040449e-09,6.0600000000000005
7.631795468141829e-11,2.7726516829345744e-14,2.2011696076807685e-11,5.76405230744916e-12,6.339134445720335e-12,9.999993688592072e-06,9.717182263788072e-10,4.782987201043789e-13,8.958779050485667e-10,9.895877905048558e-09,6.07
7.63303451321423e-11,2.7775743876600207e-14,2.2041799989394867e-11,5.783143853453131e-12,6.361162020127379e-12,9.999993666613723e-06,9.716665743565781e-10,4.807060566950334e-13,8.958162428161331e-10,9.895816242816125e-09,6.08
7.634267047986676e-11,2.7824939708353045e-14,2.2071852150268652e-11,5.8022559132473545e-12,6.383219629138051e-12,9.99999364460531e-06,9.716149464635184e-10,4.8312053325482e-13,8.95754676950834e-10,9.895754676950825e-09,6.09
7.635493115704669e-11,2.787410430000239e-14,2.21018525965884e-11,5.821388425475458e-12,6.405307221555397e-12,9.999993622566882e-06,9.715633427208203e-10,4.855421528133507e-13,8.956932070612294e-10,9.89569320706122e-09,6.1000000000000005
7.636712759562834e-11,2.792323762703849e-14,2.2131801365481328e-11,5.840541328904261e-12,6.427424746271896e-12,9.99999360049849e-06,9.715117631496212e-10,4.87970918363611e-13,8.956318327567281e-10,9.89563183275672e-09,6.11
7.637926022709498e-11,2.7972339665036212e-14,2.2161698494034e-11,5.859714562424842e-12,6.449572152270505e-12,9.999993578400187e-06,9.714602077710115e-10,4.904068328620012e-13,8.95570553647553e-10,9.895570553647545e-09,6.12
7.63913294825125e-11,2.8021410389647518e-14,2.2191544019283806e-11,5.878908065053582e-12,6.471749388625699e-12,9.999993556272022e-06,9.71408676606042e-10,4.928498992283756e-13,8.955093693447071e-10,9.895509369344699e-09,6.13
7.640333579257521e-11,2.807044977659394e-14,2.222133797821043e-11,5.8981217759332166e-12,6.4939564045045165e-12,9.999993534114045e-06,9.71357169675731e-10,4.953001203460825e-13,8.954482794599391e-10,9.89544827945993e-09,6.140000000000001
7.641527958765153e-11,2.811945780165905e-14,2.225108040772734e-11,5.91735563433389e-12,6.51619314916759e-12,9.999993511926308e-06,9.713056870010723e-10,4.97757499062004e-13,8.953872836057085e-10,9.8953872836057e-09,6.15
