Time,C,M,X,kd,vi,Kc,Kd,VM1,V2,VM3,V4,vd,kj,j,V1C,V3M,epislon,compartment,Production_of_Cyclin,Cdc2_kinase_activation,activation_of_cyclin_protease
0.0,0.3,0.0,0.0,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1249999999999998,0.0,0.001,1.0,0.175,1.123876123876124,0.0
0.4,0.3666132704827098,0.005249610438093231,7.532023844715185e-06,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.2691241282694767,0.005249610438093231,0.001,1.0,0.15834479937336138,0.007864547950580558,1.1364434078249726e-05
0.8,0.4268869818914121,0.009960435260695856,1.4383071000243878e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.381679720067824,0.009960435260695856,0.001,1.0,0.14327465875939693,0.017141426792311565,2.5092551780228275e-05
1.2000000000000002,0.4814238639930199,0.020691157274994345,3.033784081367561e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.4716083895727765,0.020691157274994345,0.001,1.0,0.12963644954154163,0.03925982501495118,5.9296580634107116e-05
1.6,0.5307685026789498,0.04350487109018283,6.599592754842538e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.5447750914957867,0.04350487109018283,0.001,1.0,0.11729137534837544,0.07686591697450673,0.00012432822948843514
2.0,0.5754125180066447,0.08307846382129525,0.00013410532014697393,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6051864053243874,0.08307846382129525,0.001,1.0,0.10611334416830207,0.1212781649773107,0.00022208298293122097
2.4000000000000004,0.6157994627821517,0.14032484821985236,0.0002495964476544449,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6556724124423965,0.14032484821985236,0.001,1.0,0.09598773519254847,0.16436256693736384,0.000365478429648014
2.8000000000000003,0.652328848220856,0.2139797376466131,0.0004378720578781533,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6982882513824655,0.2139797376466131,0.001,1.0,0.08680831993031646,0.20310778207870883,0.0005963969915567802
3.2,0.6853585585624445,0.30216454706964463,0.0007536310126458294,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7345601133389206,0.30216454706964463,0.001,1.0,0.07847195260622741,0.23702584914306168,0.001034229659884256
3.6,0.715203837543008,0.4029941905303425,0.0013375795540031216,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.765639184424553,0.4029941905303425,0.001,1.0,0.07086464572574722,0.26639956389955977,0.002046109300296195
4.0,0.7421242946819194,0.5147306410096265,0.0026634290710031107,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7923913843226804,0.5147306410096265,0.001,1.0,0.06380306906176936,0.29161387414378703,0.005292861638312996
4.4,0.766244542011997,0.6357497017005335,0.007111566654683025,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.81539469649632,0.6357497017005335,0.001,1.0,0.05666097283332999,0.312780134463432,0.021406565879575568
4.800000000000001,0.7870718059178051,0.764284031685392,0.026848829510924557,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8345638579734436,0.764284031685392,0.001,1.0,0.04651984114281757,0.32877385074653276,0.08863517391223918
5.2,0.8023542304254028,0.897226523298853,0.08462870015753897,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8482396225564242,0.897226523298853,0.001,1.0,0.02825426735426456,0.33209925226274617,0.20442224446001178
5.6000000000000005,0.8083663965477642,0.9957507438464783,0.1894254203182068,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8535321573850585,0.9957507438464783,0.001,1.0,0.0005520457835072323,0.0019332733700767601,0.2981997868222276
6.0,0.8028188894389618,0.9957233387573224,0.3083411747559387,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8486504055479644,0.9957233387573224,0.001,1.0,-0.027790016048725136,-0.00018938329243534113,0.29654867449215283
6.4,0.7865098979391766,0.9955444699176218,0.42673526305124887,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8340548312898277,0.9955444699176218,0.001,1.0,-0.05331129024760636,-0.0006226671237989923,0.2954473977292834
6.800000000000001,0.7605069108819674,0.9952095616571741,0.5446935707236681,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8100025576611387,0.9952095616571741,0.001,1.0,-0.07630012040140888,-0.0010764567046477325,0.29431132138128924
7.2,0.7257765916802057,0.9946472598633364,0.6621280755437114,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7762859805114168,0.9946472598633364,0.001,1.0,-0.09697616680597929,-0.0018168811243710614,0.2927676912516187
7.6000000000000005,0.6832122955446084,0.9936939130416175,0.7787600600958595,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7322646953143932,0.9936939130416175,0.001,1.0,-0.11549308891011698,-0.003326136602452623,0.29012035897241173
8.0,0.6336680720857338,0.9919144215864851,0.8937294228197007,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6768613874427236,0.9919144215864851,0.001,1.0,-0.13184937372635863,-0.00619088398782397,0.28344993581616507
8.4,0.5781946789493599,0.9880930685386837,0.9959477891508485,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.60878556601516,0.9880930685386837,0.001,1.0,-0.1435356170250521,-0.014342977940351442,0.09321883961110711
8.8,0.5234110669641784,0.978980377299295,0.9975033740121808,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.5343132897228053,0.978980377299295,0.001,1.0,-0.1302286102440898,-0.03383543067632133,-0.0002971530456685745
9.200000000000001,0.4738476160939799,0.9583369026112649,0.9973108311518906,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.4597179525721151,0.9583369026112649,0.001,1.0,-0.11778961181146762,-0.07293346918954291,-0.0007323225303476066
9.600000000000001,0.4290305286499455,0.9182474322878766,0.9968399985116155,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.3854136610776617,0.9182474322878766,0.001,1.0,-0.10646763179039026,-0.12969620889583222,-0.0017835293017915976
10.0,0.3885525208422971,0.8534185865050383,0.9956360848009858,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.3118611845498052,0.8534185865050383,0.001,1.0,-0.09604715141082071,-0.19527230342248036,-0.0049827194591045565
10.4,0.35214365867701203,0.7616859880135843,0.9916316293666211,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.239733424374933,0.7616859880135843,0.001,1.0,-0.08594382201090828,-0.2634802051134464,-0.018912813922457916
10.8,0.32007981747649994,0.642841197810827,0.9741684210308887,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1709097480100055,0.642841197810827,0.001,1.0,-0.07356205962684717,-0.33002973239490707,-0.08039935869292492
11.200000000000001,0.2943736321683806,0.4988434609048001,0.9184063920035701,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1117198012911258,0.4988434609048001,0.001,1.0,-0.05319500604298767,-0.3874931500981049,-0.2064349127463368
11.600000000000001,0.2791176533805764,0.3358357822572168,0.8047717495217329,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.0747452024844657,0.3358357822572168,0.001,1.0,-0.020972350725577335,-0.42241734811969534,-0.3650069401803264
12.0,0.2792902102235563,0.1662435301575075,0.6251290273040971,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.075171508224526,0.1662435301575075,0.001,1.0,0.023895190618086634,-0.4171475411574017,-0.5330807782343012
