Time,cCOP1c,cCOP1d,cCOP1n,cE3,cE3_m,cE3n,cE4,cE4_m,cEC,cEG,cG,cG_m,cL,cLUX,cLUX_m,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cZG,cZTL,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,a,b,c,d,e,f,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,q1,q2,q3,L,D,E34,Gn,EGn,step1,offsetStep1,amplitudeStep1,phaseStep1,pulseDurationStep1,cyclePeriodStep1,rampDurationStep1,def,cL_m_trscr,cL_m_degr,cL_trsl,cL_degr,cL_modif,cLm_degr,cP_trsl,cP_degr,cP9_m_trscr,cP9_m_degr,cP9_trsl,cP9_degr,cP7_m_trscr,cP7_m_degr,cP7_trsl,cP7_degr,cNI_m_trscr,cNI_m_degr,cNI_trsl,cNI_degr,cT_m_trscr,cT_m_degr,cT_trsl,cT_degr,cE4_m_trscr,cE4_m_degr,cE4_trsl,cE4_degr,cE3_m_trscr,cE3_m_degr,cE3_trsl,cE3_degr,cE3n_import,cE3n_degr,cLUX_m_trscr,cLUX_m_degr,cLUX_trsl,cLUX_degr,cCOP1c_trsl,cCOP1c_degr,cCOP1n_import,cCOP1n_degr,cCOP1d_activ,cCOP1d_degr,cG_m_trscr,cG_m_degr,cG_trsl,cG_degr,cG_cZTL_assoc,cZTL_trsl,cZTL_degr,cZG_degr,cG_cE3_assoc,cEG_degr,cEC_form,cEC_degr
0.0,0.3269,0.2566,0.65,0.1503,0.2991,0.0286,0.207,0.1012,0.0709,0.0041,0.0196,0.1017,0.506,0.576,0.1012,1.0151,0.0788,0.0697,0.0731,0.956,0.1167,0.4016,0.0238,0.0658,0.0435,0.0977,0.0755,0.2505,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,12.0,24.0,0.05,1.0,0.9232329996534601,0.395889,0.3400585,0.1427618567746041,0.04156185677460408,0.01576,0.006600000000000006,0.478,1.3653446589443645,0.0658,0.039479999999999994,0.008806000000000001,0.2890790885810556,0.16064,0.32128,0.18672,0.06181194722453004,0.03655,0.039474,0.038335,0.006390467580927196,0.029309999999999996,0.054712000000000004,0.047866312499999994,0.04179420388264297,0.060719999999999996,0.037444,0.07664179791002577,0.07542567825312972,0.14955,0.185442,0.05404637700000001,0.14744,0.1418145543095867,0.04179420388264297,0.060719999999999996,0.08096,0.17847126180114753,0.23,0.081725,0.19614,0.1625,6.279,0.57735,1.0024103761494092,0.34578,0.051867,0.03415549213318697,0.00457166,0.14,0.1503,0.00604,0.014140223999999998,0.015195476484176849,0.005671261801147544,0.03591588625473867
0.01,0.32637485571951985,0.31602053277546155,0.5850432288783202,0.14999852329768573,0.2983583872886014,0.02866957237406468,0.2066037433937068,0.10101088682283417,0.07058061271674249,0.004089659627262606,0.01959595419131515,0.10886546637978178,0.5080450083014201,0.575026405228012,0.10101088682283417,1.0207417956265727,0.07905872930145584,0.06971549902340225,0.07335447770313745,0.9508220963149884,0.11814463209750861,0.4028865983550136,0.024148756276474087,0.08001680855461074,0.043583782352333456,0.09747103806092416,0.07549731812931759,0.2503397538177823,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.598687660112452,0.401312339887548,1.0,1.0,1.0,0.598687660112452,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.028253500545615,0.42830968611117415,0.3550440020555199,0.14336691578791114,0.041757914127627103,0.01581174586029117,0.005920709879578945,0.5692454560260368,1.620977188340399,0.08001680855461074,0.048010085132766445,0.0086967213971403,0.29004447862343896,0.16115463934200547,0.32230927868401094,0.16804446022222444,0.06231577208925835,0.036677238851568726,0.03961141795969423,0.03765551851565209,0.006368383378187337,0.02924131141827725,0.054583781314117535,0.04469804160274589,0.041709898541096455,0.060606532093700496,0.03737402812444864,0.07743214570379969,0.0749763586484975,0.1491791936443007,0.18498220011893288,0.05385132103936554,0.14713156606027927,0.13882069383595802,0.041709898541096455,0.060606532093700496,0.08080870945826735,0.17801694567374815,0.23,0.09125646517902954,0.1958249134317119,0.1635817714163706,6.71916831524352,0.5894156237290955,1.1445739429489568,0.3701425856912581,0.05552138785368871,0.034155281286870974,0.0069558292344277,0.14,0.15020385229066938,0.0060397854503454074,0.014108948118270565,0.015119821571866868,0.00550902410534456,0.03916625977358812
0.02,0.32576118025887313,0.378085908305276,0.5174939546671034,0.14969781891491257,0.29761585412883584,0.028766345468170886,0.20619883025498836,0.1008220736091796,0.07022671721316906,0.004079826522713578,0.019608344689630637,0.11713097441128975,0.510231388179157,0.5740558096603583,0.1008220736091796,1.027067377732397,0.07931896568866068,0.06973893828091611,0.0736128686614145,0.9447621774404454,0.11978086357517025,0.404177977491361,0.024590725563599154,0.0965303224283508,0.043696836725428796,0.09724254039181639,0.0755177281953169,0.250157437122318,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.6899744811276125,0.3100255188723875,1.0,1.0,1.0,0.6899744811276125,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.1222606139361018,0.45909125496597775,0.3694327285221683,0.14401321818470234,0.04196694054887093,0.015863793137732136,0.005137540380122032,0.6518617931684647,1.8524633896308011,0.0965303224283508,0.05791819345701048,0.008631407425582062,0.2910658661254864,0.1616711909965444,0.3233423819930888,0.15068982838819386,0.06285089003941301,0.03680643433070725,0.03975094907716383,0.0370315541930731,0.006346125802042498,0.029172762117544916,0.054455822619417185,0.041791107074551886,0.041627658858151215,0.060493244165507755,0.03730416723539645,0.07822507238115473,0.07449989388331991,0.14880792706441792,0.18452182955987823,0.05364231198909108,0.1468211843680955,0.13578667614807644,0.041627658858151215,0.060493244165507755,0.08065765888734368,0.17757049145279075,0.23,0.1000061884220777,0.19545670815532387,0.1588666823241436,6.7984401403294745,0.570569264104239,1.2733132848909852,0.39824531299838517,0.059736796949757774,0.03418637982087655,0.009165868573293379,0.14,0.15009446227339082,0.006041418255625351,0.01408956687633367,0.015042860527637302,0.005353748554683266,0.04246528359098328
0.03,0.32507012629486504,0.4395424757146369,0.4509359539817699,0.14939788654658293,0.2968721479060045,0.028889784376428442,0.20578546422866736,0.10063358568034181,0.06983889883485374,0.004070647799119121,0.019644157433268233,0.12628532793848948,0.5125487243183456,0.5730880987227833,0.10063358568034181,1.03395939576532,0.0795808307505815,0.06976958472625011,0.07387545913452848,0.9379333289980457,0.12158950262353793,0.40547465562185875,0.025138211228415537,0.11500056180126444,0.043835631940208446,0.09701450517368987,0.07555881075230507,0.24995557720856212,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.7685247834990176,0.23147521650098235,1.0,1.0,1.0,0.7685247834990176,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.1992952516619626,0.486537281216872,0.3824700815576877,0.14469756907257808,0.04218782420890896,0.0159161661501163,0.004310068832301783,0.720825008604736,2.0457360063804173,0.11500056180126444,0.06900033708075866,0.008626114881747464,0.2921384230246216,0.16218986224874352,0.32437972449748703,0.1357735734357309,0.06341575891108864,0.03693772956726424,0.03989274793264538,0.0364997853360943,0.006323958326547596,0.029104351552106958,0.05432812289726633,0.039314477031124645,0.04154877614984678,0.06038015140820508,0.03723442670172647,0.07897693583303825,0.07399926733572955,0.14843607395300226,0.1840607317017228,0.053421268832671995,0.14650890810894007,0.13289304079758382,0.04154877614984678,0.06038015140820508,0.08050686854427345,0.1771391504121988,0.23,0.10745434715931435,0.195042075776919,0.14906023231990578,6.546011853580059,0.5286611826513421,1.3807973748851765,0.42937011499086425,0.06440551724862964,0.034260931330861846,0.011081189138616597,0.14,0.14997334632513726,0.006044704860184406,0.014087018896889382,0.014966528306288883,0.005212720795363816,0.04562514902363737
0.04,0.3243164730041429,0.4976614473962573,0.38831432527825455,0.14909865322672314,0.29612705356909225,0.02903769644836943,0.20536421647933223,0.10044546021043588,0.06941947734544997,0.004062299448580578,0.019709840138143458,0.1360708909469392,0.5149808965389052,0.5721231000339996,0.10044546021043588,1.0412720984350146,0.07984443174055637,0.06980644401599019,0.07414251167459344,0.9304842785704118,0.12354301318975695,0.4067770879680005,0.02580102562275146,0.13499347946516976,0.04399542666859509,0.0967869332112806,0.07561730511520838,0.24973752692314452,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.8320183851339245,0.16798161486607555,1.0,1.0,1.0,0.8320183851339245,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.2571092554066075,0.5098125625718776,0.39376994545469274,0.1454150957348021,0.04241891642702106,0.015968886348111274,0.003503208943296742,0.7741800268486587,2.19532010731089,0.13499347946516976,0.08099608767910185,0.008689737994211546,0.29325503721554175,0.1627108351872002,0.3254216703744004,0.12383542798269512,0.06400756816636127,0.03707125583729672,0.04003695630428046,0.03607584192738152,0.006302133070379837,0.029036079963384177,0.05420068259831714,0.03734004147998342,0.04147432921896493,0.060267276126261524,0.03716482027786128,0.07965853754438157,0.07347862841913555,0.14806352678454612,0.18359877321283719,0.05319066427857448,0.1461948835818862,0.1302856239014557,0.04147432921896493,0.060267276126261524,0.08035636816834871,0.1767271934995497,0.23,0.1133828277427854,0.19458988380248574,0.1357568298805403,6.051335327920583,0.47533053122070323,1.4639803598921641,0.46264102921959327,0.06939615438293899,0.0343900074285903,0.012654240694862592,0.14,0.14984251615388672,0.006049384409216671,0.01410581097557376,0.01489262379256617,0.005090263489349854,0.04850319305025583
0.05,0.32351569818950077,0.5506159025801148,0.331540420706872,0.14879997714751833,0.29538040076247063,0.029206703225898394,0.20493587264745589,0.10025774308176016,0.06897192567434424,0.004054981537771243,0.019810513028848283,0.14623010946794263,0.5175097700762095,0.571160614036373,0.10025774308176016,1.0488581908141978,0.08010985806416276,0.06984846436748324,0.07441425610932624,0.9225700035422633,0.12561126308819448,0.4080856522132282,0.02658625147302745,0.15606364833644554,0.044171211317027635,0.09655982757726844,0.07568980963561071,0.2495067619822279,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.8807970779778824,0.11920292202211757,1.0,1.0,1.0,0.8807970779778824,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.2966136733609008,0.5288753347001016,0.4032897713785342,0.14616034558983,0.0426583915745881,0.016021971612832555,0.00276896454897733,0.8125969633500701,2.30309086030533,0.15606364833644554,0.09363818900186732,0.008824516357488753,0.2944078906339428,0.16323426088529128,0.32646852177058255,0.11487969743993927,0.06462294493415165,0.03720712805466312,0.040183698299036175,0.0357568462888778,0.006280847528909489,0.02896794827318053,0.05407350344327033,0.035854133902631626,0.04140501417529692,0.060154645849056096,0.03709536494025126,0.08025586161774101,0.07294244412146524,0.14769020038123531,0.1831358484727318,0.05295304134720727,0.1458793068249285,0.12805462277889706,0.04140501417529692,0.060154645849056096,0.08020619446540814,0.17633594306295772,0.23,0.11783707431253612,0.19410941891370045,0.12075999220773842,5.421328823954864,0.42116136632167617,1.5239088834978347,0.4971823721910049,0.07457735582865074,0.034582281246288864,0.013900178838107036,0.14,0.14970405718933674,0.006055184770848857,0.014149458652671545,0.014822607216601105,0.004987758852045834,0.05101755638844345
0.06,0.3226818484283248,0.5975020459213795,0.28149727468223357,0.1485016602942617,0.2946320633505004,0.02939280929767278,0.20450129663423486,0.100070484716886,0.06850025132472005,0.0040489103759276356,0.019949596161923107,0.15653764064594294,0.520118070050999,0.5702004399372566,0.100070484716886,1.0565874467253296,0.08037718103404583,0.06989468668424073,0.07469088723493075,0.9143305496862104,0.12776599076697212,0.4094006482372786,0.027498421793404546,0.17781284924431262,0.044358404110793365,0.09633319294721239,0.07577328361038776,0.2492663798591222,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.9168273035060777,0.08317269649392234,1.0,1.0,1.0,0.9168273035060777,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.320558674147859,0.5441934531239456,0.4112106791767812,0.14692813766562107,0.042904523655421266,0.016075436206809166,0.002137607756924994,0.8382832123820381,2.3752276191509747,0.17781284924431262,0.10668770954658757,0.009028206762877924,0.295589661969032,0.16376025929491145,0.3275205185898229,0.10856414908703246,0.0652585473091205,0.037345443617465376,0.04033307910686261,0.035528676298332985,0.006260226129058615,0.028899957884163715,0.05394658805043894,0.034790884901202745,0.04134110408572602,0.060042290830131594,0.03702607934524782,0.08076656236566063,0.07239486520181246,0.1473160316752502,0.18267187927731024,0.0527106692622703,0.14556237936449443,0.12623508794931645,0.04134110408572602,0.060042290830131594,0.0800563877735088,0.17596455725875518,0.23,0.12102124353830186,0.19360910905699488,0.10557504365558992,4.747638521416457,0.37306445342408834,1.564025178595692,0.532227978196206,0.0798341967294309,0.03484342909460525,0.014870935718573019,0.14,0.14955982791547331,0.006061862688831021,0.01422023113077894,0.014757578843344775,0.004904425277578218,0.05314147484814751
0.07,0.3218264965757373,0.6381445692872668,0.23827751717606024,0.14820346504081044,0.29388195418365254,0.02959189379280261,0.20406133684693364,0.09988373607553959,0.06800850487462368,0.004044309200681715,0.020128820488762356,0.166814514803982,0.5227909563333867,0.5692423926491856,0.09988373607553959,1.064355019244489,0.08064645574188545,0.06994431962055275,0.07497256728597128,0.9058808347265496,0.1299832363176503,0.41072230700198903,0.02853993180686111,0.1999173755421203,0.04455320159847291,0.096107034868389,0.0758652855161935,0.24901886424367917,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.9426758241011313,0.057324175898868734,1.0,1.0,1.0,0.9426758241011313,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.3322879985852354,0.5564477280894196,0.4178102820333337,0.14771402621247376,0.043155834945796424,0.01612929114837709,0.001618591075676991,0.8539519624132708,2.4193259500197106,0.1999173755421203,0.11995042532527217,0.009296380985299377,0.2967941654041457,0.16428892280079563,0.32857784560159126,0.10440039284699418,0.06591142424603118,0.03748628364298564,0.040485186334424494,0.0353731098583819,0.0062403237647774955,0.028832110460516695,0.05381993952629784,0.03406519556456483,0.04128251017596572,0.05993024164532375,0.03695698234794965,0.08119539596899866,0.07183939999435168,0.14694097709182627,0.18220681159386456,0.05246538212791567,0.1452442756615302,0.12482011898475968,0.04128251017596572,0.05993024164532375,0.07990698886043168,0.17561096442437635,0.23,0.12319606702070765,0.19309589794544238,0.09121328817822023,4.093378819546776,0.33410970578723137,1.5885586119254649,0.5671693503335388,0.08507540255003082,0.035176188151435625,0.015630520264235243,0.14,0.14941131854620748,0.0060692228412954794,0.014319172529371395,0.014698363726981922,0.004838246629620657,0.05488721979738744
0.08,0.32095855741516116,0.6728419493218168,0.2014764484537771,0.14790513068379788,0.2931300179387146,0.029800047877915865,0.2036167749826687,0.09969754556450501,0.0675004671085914,0.004041398989112263,0.020348475372480447,0.17692874323388613,0.525516500005309,0.5682863111413281,0.09969754556450501,1.0720819969274087,0.08091772385521759,0.06999675465458868,0.07525943086689674,0.8973090320084569,0.13224404323919398,0.4120508033455377,0.0297115183923362,0.22213127722617848,0.044752651484508334,0.09588135913490861,0.07596400632618996,0.24876605507668562,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.9608342772032357,0.039165722796764335,1.0,1.0,1.0,0.9608342772032357,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.3349484488710213,0.5663276184486825,0.42337424615104563,0.14851443809535764,0.04341113809429584,0.01618354477104352,0.0012065897958264526,0.8621652751977807,2.442558364165825,0.22213127722617848,0.1332787663357071,0.009624053194870105,0.29801652407026985,0.1648203213382151,0.3296406426764302,0.10189381063768903,0.06657915824159896,0.03762971543344837,0.04064009266812424,0.03527252467624182,0.00622114139065363,0.02876440774047258,0.05369356111554883,0.033594552738995476,0.04122888956230734,0.059818527338703006,0.03688809185886685,0.08155046962091453,0.07127883675690234,0.1465650089693573,0.18174061112200307,0.052218559116429926,0.14492512589600628,0.12377708460168549,0.04122888956230734,0.059818527338703006,0.07975803645160401,0.17527260531482922,0.23,0.124612250799373,0.19257513444909669,0.07822328816244568,3.494267597385822,0.3046267157619191,1.6015016587687196,0.6015577269952128,0.09023365904928193,0.035580809408608485,0.016239240546122954,0.14,0.14925963304601136,0.006077120506095197,0.014446290764077262,0.014645618429996368,0.004786711972430814,0.056289316334547715
0.09,0.3200845834187234,0.7021465509123589,0.1704368665414593,0.1476063875356051,0.29237622402181,0.030013760836448748,0.20316830572394295,0.09951195707588135,0.06697949224745844,0.00404039057052497,0.020607743109842966,0.18678876096504363,0.5282854974670406,0.5673320607289524,0.09951195707588135,1.0797118690221055,0.08119101647651332,0.07005154709812558,0.07555159049899207,0.8886796944330392,0.13453411101479953,0.4133862689280523,0.031012702180449922,0.24427656172371442,0.044954566660460396,0.09565617134107854,0.07606819044889551,0.248509230784759,2.6,0.64,0.29,0.07,0.23,20.0,0.2,0.5,0.2,0.4,0.6,12.5,1.3,0.1,0.1,0.01,0.6,0.01,0.15,0.3,0.6,0.01,0.3,0.5,0.7,0.2,1.0,0.004,0.4,0.3,0.3,0.24,0.2,0.2,0.3,0.3,0.7,0.4,1.1,1.0,1.0,1.0,0.32,0.4,0.7,0.5,0.5,3.4,0.2,0.6,0.08,0.1,1.8,0.1,1.8,0.5,0.1,20.0,5.0,3.0,0.3,0.2,13.0,0.6,0.3,0.1,0.8,0.5,0.3,2.0,2.0,2.0,2.0,2.0,2.0,0.13,0.27,0.1,0.56,4.0,0.6,0.3,0.6,0.8,0.54,0.51,3.4,0.1,0.14,3.0,0.62,4.8,4.0,1.0,0.1,1.0,0.5,0.37,10.0,8.0,0.3,0.8,2.0,0.1,0.9,0.1,1.2,1.56,2.8,0.9734030064231342,0.026596993576865846,1.0,1.0,1.0,0.9734030064231342,0.0,1.0,0.0,12.0,24.0,0.05,1.0,1.331142209181684,0.5744292823783629,0.42815152595496014,0.1493266143936704,0.04366951490026227,0.016238203295302664,0.00088823563564176,0.8650434863083125,2.450860691311277,0.24427656172371442,0.14656593703422865,0.010006549161813443,0.2992530693076475,0.16535450757122094,0.3307090151424419,0.10061464290611363,0.06725986463044266,0.037775795249496036,0.04079785886945572,0.03521208960388463,0.006202644584309562,0.02869685140232356,0.053567455951003984,0.03330929472295725,0.04117975488274823,0.05970717424552881,0.0368194241180761,0.08184082126935949,0.07071530925439533,0.146188112010905,0.18127325889352222,0.05197118197070449,0.14460501145196022,0.1230610892347924,0.04117975488274823,0.05970717424552881,0.0796095656607051,0.17494689914705785,0.23,0.1254798470847169,0.19205075005123404,0.06681481414318442,2.965749711223917,0.28347641576178223,1.6061572399452295,0.6350817872811483,0.09526226809217225,0.0360556484279284,0.01674670012234543,0.14,0.1491055384708554,0.006085455235911641,0.014600805675387248,0.014599911507717863,0.004747280928372147,0.057391730743600086
