cCOP1c,cCOP1d,cCOP1n,cE3,cE3_m,cE3n,cE4,cE4_m,cEC,cEG,cG,cG_m,cL,cLUX,cLUX_m,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cZG,cZTL,Time
0.3269,0.2566,0.65,0.1503,0.2991,0.0286,0.207,0.1012,0.0709,0.0041,0.0196,0.1017,0.506,0.576,0.1012,1.0151,0.0788,0.0697,0.0731,0.956,0.1167,0.4016,0.0238,0.0658,0.0435,0.0977,0.0755,0.2505,0.0
0.32637485571951985,0.31602053277546155,0.5850432288783202,0.14999852329768573,0.2983583872886014,0.02866957237406468,0.2066037433937068,0.10101088682283417,0.07058061271674249,0.004089659627262606,0.01959595419131515,0.10886546637978178,0.5080450083014201,0.575026405228012,0.10101088682283417,1.0207417956265727,0.07905872930145584,0.06971549902340225,0.07335447770313745,0.9508220963149884,0.11814463209750861,0.4028865983550136,0.024148756276474087,0.08001680855461074,0.043583782352333456,0.09747103806092416,0.07549731812931759,0.2503397538177823,0.01
0.32576118025887313,0.378085908305276,0.5174939546671034,0.14969781891491257,0.29761585412883584,0.028766345468170886,0.20619883025498836,0.1008220736091796,0.07022671721316906,0.004079826522713578,0.019608344689630637,0.11713097441128975,0.510231388179157,0.5740558096603583,0.1008220736091796,1.027067377732397,0.07931896568866068,0.06973893828091611,0.0736128686614145,0.9447621774404454,0.11978086357517025,0.404177977491361,0.024590725563599154,0.0965303224283508,0.043696836725428796,0.09724254039181639,0.0755177281953169,0.250157437122318,0.02
0.32507012629486504,0.4395424757146369,0.4509359539817699,0.14939788654658293,0.2968721479060045,0.028889784376428442,0.20578546422866736,0.10063358568034181,0.06983889883485374,0.004070647799119121,0.019644157433268233,0.12628532793848948,0.5125487243183456,0.5730880987227833,0.10063358568034181,1.03395939576532,0.0795808307505815,0.06976958472625011,0.07387545913452848,0.9379333289980457,0.12158950262353793,0.40547465562185875,0.025138211228415537,0.11500056180126444,0.043835631940208446,0.09701450517368987,0.07555881075230507,0.24995557720856212,0.03
0.3243164730041429,0.4976614473962573,0.38831432527825455,0.14909865322672314,0.29612705356909225,0.02903769644836943,0.20536421647933223,0.10044546021043588,0.06941947734544997,0.004062299448580578,0.019709840138143458,0.1360708909469392,0.5149808965389052,0.5721231000339996,0.10044546021043588,1.0412720984350146,0.07984443174055637,0.06980644401599019,0.07414251167459344,0.9304842785704118,0.12354301318975695,0.4067770879680005,0.02580102562275146,0.13499347946516976,0.04399542666859509,0.0967869332112806,0.07561730511520838,0.24973752692314452,0.04
0.32351569818950077,0.5506159025801148,0.331540420706872,0.14879997714751833,0.29538040076247063,0.029206703225898394,0.20493587264745589,0.10025774308176016,0.06897192567434424,0.004054981537771243,0.019810513028848283,0.14623010946794263,0.5175097700762095,0.571160614036373,0.10025774308176016,1.0488581908141978,0.08010985806416276,0.06984846436748324,0.07441425610932624,0.9225700035422633,0.12561126308819448,0.4080856522132282,0.02658625147302745,0.15606364833644554,0.044171211317027635,0.09655982757726844,0.07568980963561071,0.2495067619822279,0.05
0.3226818484283248,0.5975020459213795,0.28149727468223357,0.1485016602942617,0.2946320633505004,0.02939280929767278,0.20450129663423486,0.100070484716886,0.06850025132472005,0.0040489103759276356,0.019949596161923107,0.15653764064594294,0.520118070050999,0.5702004399372566,0.100070484716886,1.0565874467253296,0.08037718103404583,0.06989468668424073,0.07469088723493075,0.9143305496862104,0.12776599076697212,0.4094006482372786,0.027498421793404546,0.17781284924431262,0.044358404110793365,0.09633319294721239,0.07577328361038776,0.2492663798591222,0.06
0.3218264965757373,0.6381445692872668,0.23827751717606024,0.14820346504081044,0.29388195418365254,0.02959189379280261,0.20406133684693364,0.09988373607553959,0.06800850487462368,0.004044309200681715,0.020128820488762356,0.166814514803982,0.5227909563333867,0.5692423926491856,0.09988373607553959,1.064355019244489,0.08064645574188545,0.06994431962055275,0.07497256728597128,0.9058808347265496,0.1299832363176503,0.41072230700198903,0.02853993180686111,0.1999173755421203,0.04455320159847291,0.096107034868389,0.0758652855161935,0.24901886424367917,0.07
0.32095855741516116,0.6728419493218168,0.2014764484537771,0.14790513068379788,0.2931300179387146,0.029800047877915865,0.2036167749826687,0.09969754556450501,0.0675004671085914,0.004041398989112263,0.020348475372480447,0.17692874323388613,0.525516500005309,0.5682863111413281,0.09969754556450501,1.0720819969274087,0.08091772385521759,0.06999675465458868,0.07525943086689674,0.8973090320084569,0.13224404323919398,0.4120508033455377,0.0297115183923362,0.22213127722617848,0.044752651484508334,0.09588135913490861,0.07596400632618996,0.24876605507668562,0.08
0.3200845834187234,0.7021465509123589,0.1704368665414593,0.1476063875356051,0.29237622402181,0.030013760836448748,0.20316830572394295,0.09951195707588135,0.06697949224745844,0.00404039057052497,0.020607743109842966,0.18678876096504363,0.5282854974670406,0.5673320607289524,0.09951195707588135,1.0797118690221055,0.08119101647651332,0.07005154709812558,0.07555159049899207,0.8886796944330392,0.13453411101479953,0.4133862689280523,0.031012702180449922,0.24427656172371442,0.044954566660460396,0.09565617134107854,0.07606819044889551,0.248509230784759,0.09
0.3192092303072453,0.7267105969085762,0.14441546400469493,0.14730696776460073,0.2916205605029133,0.030229993603571762,0.2027165345628726,0.09932700903600485,0.06644845824887811,0.004041478592174351,0.020905022111984754,0.19633470346810614,0.5310910095139837,0.5663795319165233,0.09932700903600485,1.0872057493120797,0.08146635662639534,0.07010838464229696,0.07584914172567006,0.8800385058308284,0.13684300919527467,0.4147288034430862,0.03244214840387232,0.26622913365352385,0.0451573801971409,0.09543147661281771,0.0761770188855753,0.2482492277403998,0.1
0.3183357279972846,0.7471919798153401,0.12268088051452417,0.14700661312276525,0.2908630293301099,0.03044618156517218,0.20226198482767233,0.09914273420285268,0.06590978053328457,0.004044837377939875,0.02123819769390746,0.20553004900878616,0.5339278446988157,0.5654286375988963,0.09914273420285268,1.0945377906698208,0.0817437612227799,0.07016705504130043,0.07615216736692496,0.8714170309146052,0.1391633034651188,0.4160784835608459,0.033997941224922015,0.28790499720990925,0.0453599953372268,0.09520727948066816,0.07628999340175689,0.24798655808057915,0.11
0.31746627525268856,0.7642040271588006,0.104563295944253,0.14670508008022726,0.29010364274742173,0.03066020057538874,0.20180510799226187,0.0989591599480228,0.06536545591126806,0.004050618460239334,0.02160484831655346,0.21435480350058156,0.536792105354205,0.5644793097963703,0.0989591599480228,1.1016914514166922,0.08202324257038597,0.07022741880139481,0.07646074083511967,0.8628366674220173,0.14148978500671544,0.4174353696879563,0.03567778235376308,0.30924888359302627,0.04556165809759303,0.09498358385146559,0.076406840548749,0.2477215071098874,0.12
0.3166023448446515,0.7782933494912482,0.08947400827230145,0.14640214298915136,0.2893424206888797,0.030870316795224607,0.20134629448639899,0.09877630881387435,0.06481711804357734,0.004058949429851059,0.02200239471752978,0.22280033064039173,0.5396808252919781,0.5635314964657039,0.09877630881387435,1.1086566686348966,0.0823048094469133,0.07028938792879547,0.07677492862760762,0.8543116847883845,0.14381885161596308,0.4187995109312232,0.03747913064688294,0.33022556467346714,0.04576185771523626,0.09476039304158862,0.07652743809696914,0.24745420784447733,0.13
0.31574490746984707,0.7899339487001373,0.07690830567033365,0.146097595807823,0.2885793889124678,0.031075132790184423,0.20088588364338622,0.0985941991953631,0.06426609370739304,0.004069933781316647,0.022428203425905843,0.23086561558384552,0.5425916976055686,0.5625851586421549,0.0985941991953631,1.1154278183578386,0.08258846787994838,0.07035291025301893,0.0770947921528129,0.8458514428462998,0.14614803910683016,0.42017094868378846,0.0393992981706039,0.35081354330283837,0.045960252923912676,0.09453770984379763,0.07665176151376367,0.24718469517787248,0.14
