ADP,AGP,DBP,DGA,DHA,DIH,DIN,DPH,DPN,ENG,ENZ,ETG,ETZ,GAP,GLP,GLU,GPP,LAC,MOB,MOD,MOX,OXY,PGA,PID,PPP,PUE,PYR,TP1,TP2,XI,XSI,XSP,Time
0.0001,0.0,0.0,0.0,0.0,3e-05,3e-05,0.0001,0.0001,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.001,0.0,5e-05,0.0,0.0005,0.0,0.004,1e-06,2e-06,0.001,0.0005,0.0005,2e-05,2e-05,2e-05,0.0
9.972037787025622e-05,0.0,0.0,0.0,0.0,3.0001362909527743e-05,2.999863709047226e-05,9.951137335936831e-05,0.0001004886266406317,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.001000488626640632,0.0,5e-05,0.0,0.0004999773694142229,0.0,0.003999702118010699,1.0098261549892782e-06,1.9901738450107238e-06,0.0009995053749855428,0.0004999700750168277,0.0005002997209579267,2.0231829200596254e-05,1.9749910939847127e-05,2.001825985955661e-05,0.01
9.944153940004291e-05,0.0,0.0,0.0,0.0,3.0002453107889674e-05,2.9997546892110328e-05,9.902548044984599e-05,0.00010097451955015402,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010009745195501544,0.0,5e-05,0.0,0.000499954478934201,0.0,0.003999408414940148,1.01931261818778e-06,1.980687381812222e-06,0.0009990134869064245,0.0004999402966292626,0.0005005988513525064,2.046228815511019e-05,1.9504587384994192e-05,2.00331244598956e-05,0.02
9.916352666060098e-05,0.0,0.0,0.0,0.0,3.00032726194078e-05,2.9996727380592202e-05,9.854230415059191e-05,0.0001014576958494081,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010014576958494081,0.0,5e-05,0.0,0.0004999313303030794,0.0,0.003999118808381274,1.0284710372276783e-06,1.9715289627723233e-06,0.0009985243185715103,0.0004999106598313095,0.0005008973424708618,2.069133338010005e-05,1.9263948340572732e-05,2.0044718279327187e-05,0.03
9.888637956225066e-05,0.0,0.0,0.0,0.0,3.0003823579755904e-05,2.9996176420244098e-05,9.806182690824535e-05,0.00010193817309175466,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010019381730917549,0.0,5e-05,0.0,0.0004999079253741776,0.0,0.003998833216395934,1.0373127583435628e-06,1.9626872416564387e-06,0.0009980378523568513,0.0004998811597466422,0.0005011951479327634,2.0918924055296235e-05,1.902791277838736e-05,2.0053163166316375e-05,0.04
9.861013587200586e-05,0.0,0.0,0.0,0.0,3.0004108156133195e-05,2.9995891843866806e-05,9.758403139583459e-05,0.00010241596860416542,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010024159686041658,0.0,5e-05,0.0,0.0004998842660362318,0.0,0.0039985515589379215,1.0458487019673787e-06,1.9541512980326226e-06,0.0009975540708658597,0.000499851791682137,0.0005014922237438897,2.1145021852584637e-05,1.8796401213330287e-05,2.0058576934085046e-05,0.05
9.833483125493832e-05,0.0,0.0,0.0,0.0,3.0004128566708718e-05,2.9995871433291284e-05,9.710890040750977e-05,0.00010289109959249023,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010028910995924906,0.0,5e-05,0.0,0.000499860354231231,0.0,0.003998273757476746,1.0540893975281883e-06,1.945910602471813e-06,0.000997072956823641,0.0004998225511129327,0.0005017885282346007,2.136959092829316e-05,1.8569335293513516e-05,2.006107377819329e-05,0.06
9.806049966066604e-05,0.0,0.0,0.0,0.0,3.0003887066074398e-05,2.9996112933925604e-05,9.663641685916497e-05,0.00010336358314083504,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010033635831408355,0.0,5e-05,0.0,0.0004998361919398665,0.0,0.003997999734813552,1.0620450497907713e-06,1.93795495020923e-06,0.0009965944930776134,0.000499793433653864,0.000502084021635679,2.1592597455277467e-05,1.8346637697608203e-05,2.0060764847114297e-05,0.07
9.778717288170105e-05,0.0,0.0,0.0,0.0,3.0003385954061493e-05,2.999661404593851e-05,9.616656381997617e-05,0.00010383343618002384,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010038334361800244,0.0,5e-05,0.0,0.0004998117811909901,0.0,0.003997729415437707,1.0697254557642486e-06,1.930274544235753e-06,0.0009961186626292087,0.0004997644350952072,0.0005023786665673273,2.181401014029645e-05,1.812823241570915e-05,2.005775744399437e-05,0.08
9.751488102355686e-05,0.0,0.0,0.0,0.0,3.000262756442313e-05,2.9997372435576873e-05,9.569932448269429e-05,0.00010430067551730572,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010043006755173064,0.0,5e-05,0.0,0.000499787124049789,0.0,0.003997462725188836,1.0771400933670455e-06,1.9228599066329563e-06,0.0009956454486040362,0.0004997355513645219,0.0005026724275185539,2.203379966791979e-05,1.7914044497359666e-05,2.0052155834720515e-05,0.09
9.7243652614717e-05,0.0,0.0,0.0,0.0,3.000161426123155e-05,2.999838573876845e-05,9.523468215954412e-05,0.00010476531784045589,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010047653178404566,0.0,5e-05,0.0,0.0004997622226141503,0.0,0.003997199591199103,1.0842981414079896e-06,1.9157018585920124e-06,0.0009951748342477743,0.000499706778518044,0.0005029652707258307,2.2251938568280056e-05,1.7704000016105625e-05,2.0044061415614293e-05,0.1
9.69735143068547e-05,0.0,0.0,0.0,0.0,3.0000348444521823e-05,2.999965155547818e-05,9.477262030567296e-05,0.00010522737969432705,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010052273796943277,0.0,5e-05,0.0,0.0004997370790207683,0.0,0.003996939942142127,1.091208422206873e-06,1.9087915777931287e-06,0.000994706802949735,0.0004996781127653689,0.0005032571645055692,2.2468401567872863e-05,1.749802626739903e-05,2.003357216472808e-05,0.11
9.670449129708553e-05,0.0,0.0,0.0,0.0,2.9998832539760123e-05,3.0001167460239878e-05,9.431312249348639e-05,0.00010568687750651362,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010056868775065143,0.0,5e-05,0.0,0.0004997116954341863,0.0,0.0039966837079358705,1.097879481112407e-06,1.9021205188875947e-06,0.0009942413382170935,0.00049964955043523,0.0005035480787865719,2.2683165089129263e-05,1.729605154965453e-05,2.0020783361216177e-05,0.12
9.643660721813632e-05,0.0,0.0,0.0,0.0,2.999706899940293e-05,3.0002931000597072e-05,9.385617242282046e-05,0.00010614382757717955,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010061438275771803,0.0,5e-05,0.0,0.0004996860740485708,0.0,0.003996430819845539,1.1043195648330247e-06,1.895680435166977e-06,0.0009937784236851129,0.0004996210879848158,0.0005038379852322146,2.2896207377925588e-05,1.709800524947538e-05,2.0005787372599004e-05,0.13
9.616988418946018e-05,0.0,0.0,0.0,0.0,2.999506030078888e-05,3.000493969921112e-05,9.340175392026313e-05,0.00010659824607973688,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0010065982460797376,0.0,5e-05,0.0,0.0004996602170856255,0.0,0.003996181210465013,1.1105366304411e-06,1.8894633695589019e-06,0.0009933180431164728,0.0004995927219958917,0.0005041268571842069,2.3107508441081955e-05,1.6903817834469692e-05,1.998867372444832e-05,0.14
