Time,GLU,ENZ,ENG,TP1,ADP,GLP,ETZ,ETG,GPP,GAP,DHA,DPN,DPH,PID,DGA,PGA,PYR,LAC,DIN,DIH,XI,XSI,OXY,XSP,TP2,DBP,PUE,PPP,AGP,MOD,MOB,MOX,GLU_0,ENZ_0,ENG_0,TP1_0,ADP_0,GLP_0,ETZ_0,ETG_0,GPP_0,GAP_0,DHA_0,DPN_0,DPH_0,PID_0,DGA_0,PGA_0,PYR_0,LAC_0,DIN_0,DIH_0,XI_0,XSI_0,OXY_0,XSP_0,TP2_0,DBP_0,PUE_0,PPP_0,AGP_0,MOD_0,MOB_0,MOX_0,cell,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22
0.0,0.0,1e-05,0.0,0.0005,0.0001,0.0,1e-05,0.0,0.0,0.0,0.0,0.0001,0.0001,0.004,0.0,0.0,0.001,0.001,3e-05,3e-05,2e-05,2e-05,0.0005,2e-05,0.0005,0.0,2e-06,1e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.3333333333333333,0.1,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4,0.5,0.8,0.0,0.0,0.5,0.8333333333333334,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.33333333333333337,1.0,0.33333333333333337,0.3333333333333333,0.0,0.6535947712418301,3.2679738562091505e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,1e-06,6e-07,2.25e-06,3.2000000000000005e-05,3e-05,0.0,0.0,3e-06,2e-06
0.01,0.0,1e-05,0.0,0.0004999700750168277,9.972037787025622e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0001004886266406317,9.951137335936831e-05,0.003999702118010699,0.0,0.0,0.0009995053749855428,0.001000488626640632,2.999863709047226e-05,3.0001362909527743e-05,2.0231829200596254e-05,1.9749910939847127e-05,0.0004999773694142229,2.001825985955661e-05,0.0005002997209579267,0.0,1.9901738450107238e-06,1.0098261549892782e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.3333133833445518,0.09972037787025621,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4019545065625268,0.4975568667968416,0.7999404236021399,0.0,0.0,0.49975268749277135,0.8337405222005267,0.428551958435318,0.4285908987075392,0.33719715334327094,0.32916518233078546,0.9999547388284459,0.3336376643259435,0.33353314730528444,0.0,0.6503836094806287,3.3000854738211705e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.973107627244089e-05,1.0053772806068884e-06,5.996759802833538e-07,2.2760811653769795e-06,3.159750424665169e-05,2.994342656249951e-05,0.0,0.0,2.9850820997596196e-06,2.0196523099785564e-06
0.02,0.0,1e-05,0.0,0.0004999402966292626,9.944153940004291e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010097451955015402,9.902548044984599e-05,0.003999408414940148,0.0,0.0,0.0009990134869064245,0.0010009745195501544,2.9997546892110328e-05,3.0002453107889674e-05,2.046228815511019e-05,1.9504587384994192e-05,0.000499954478934201,2.00331244598956e-05,0.0005005988513525064,0.0,1.980687381812222e-06,1.01931261818778e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.3332935310861751,0.09944153940004291,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4038980782006161,0.4951274022492299,0.7998816829880295,0.0,0.0,0.4995067434532122,0.834145432958462,0.4285363841730047,0.4286064729698525,0.3410381359185032,0.3250764564165699,0.9999089578684021,0.3338854076649267,0.3337325675683376,0.0,0.6472834581085692,3.3310869875417647e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94638952583923e-05,1.010729211935231e-06,5.993590783865223e-07,2.3019860564022013e-06,3.120272436699249e-05,2.9881871029270074e-05,0.0,0.0,2.9706763115791193e-06,2.0386252363755595e-06
0.03,0.0,1e-05,0.0,0.0004999106598313095,9.916352666060098e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0001014576958494081,9.854230415059191e-05,0.003999118808381274,0.0,0.0,0.0009985243185715103,0.0010014576958494081,2.9996727380592202e-05,3.00032726194078e-05,2.069133338010005e-05,1.9263948340572732e-05,0.0004999313303030794,2.0044718279327187e-05,0.0005008973424708618,0.0,1.9715289627723233e-06,1.0284710372276783e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.333273773220873,0.09916352666060098,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4058307833976324,0.49271152075295954,0.7998237616762547,0.0,0.0,0.4992621592857551,0.8345480798745069,0.4285246768656029,0.4286181802772543,0.34485555633500087,0.32106580567621223,0.9998626606061588,0.33407863798878645,0.3339315616472412,0.0,0.6442905107099096,3.36101646152836e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9198443551218146e-05,1.0160559031153827e-06,5.990492353416238e-07,2.3277092059003164e-06,3.0815527252987854e-05,2.9815574332444462e-05,0.0,0.0,2.956765033968148e-06,2.0569420744553565e-06
0.04,0.0,1e-05,0.0,0.0004998811597466422,9.888637956225066e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010193817309175466,9.806182690824535e-05,0.003998833216395934,0.0,0.0,0.0009980378523568513,0.0010019381730917549,2.9996176420244098e-05,3.0003823579755904e-05,2.0918924055296235e-05,1.902791277838736e-05,0.0004999079253741776,2.0053163166316375e-05,0.0005011951479327634,0.0,1.9626872416564387e-06,1.0373127583435628e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.33325410649776144,0.09888637956225066,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.40775269236701867,0.49030913454122677,0.7997666432791869,0.0,0.0,0.4990189261784257,0.8349484775764624,0.4285168060034871,0.4286260511393701,0.34864873425493725,0.3171318796397894,0.9998158507483552,0.3342193861052729,0.3341300986218423,0.0,0.6414010593648493,3.3899109749789634e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8934707562847244e-05,1.0213574691586375e-06,5.987463898675529e-07,2.353245472417163e-06,3.0435779862760015e-05,2.9744770564321577e-05,0.0,0.0,2.9433311237374766e-06,2.0746255166871256e-06
0.05,0.0,1e-05,0.0,0.000499851791682137,9.861013587200586e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010241596860416542,9.758403139583459e-05,0.0039985515589379215,0.0,0.0,0.0009975540708658597,0.0010024159686041658,2.9995891843866806e-05,3.0004108156133195e-05,2.1145021852584637e-05,1.8796401213330287e-05,0.0004998842660362318,2.0058576934085046e-05,0.0005014922237438897,0.0,1.9541512980326226e-06,1.0458487019673787e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.3332345277880913,0.09861013587200586,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4096638744166617,0.48792015697917296,0.7997103117875843,0.0,0.0,0.49877703543292984,0.8353466405034715,0.42851274062666866,0.42863011651618854,0.35241703087641063,0.3132733535555048,0.9997685320724636,0.33430961556808414,0.3343281491625931,0.0,0.6386115353047787,3.417806215579669e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.867267388520833e-05,1.0266340236887832e-06,5.984504803620273e-07,2.378590015088382e-06,3.0063351749593787e-05,2.9669684953038136e-05,0.0,0.0,2.9303580826187403e-06,2.0916974039347574e-06
0.06,0.0,1e-05,0.0,0.0004998225511129327,9.833483125493832e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010289109959249023,9.710890040750977e-05,0.003998273757476746,0.0,0.0,0.000997072956823641,0.0010028910995924906,2.9995871433291284e-05,3.0004128566708718e-05,2.136959092829316e-05,1.8569335293513516e-05,0.000499860354231231,2.006107377819329e-05,0.0005017885282346007,0.0,1.945910602471813e-06,1.0540893975281883e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.3332150340752884,0.09833483125493832,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.41156439836996095,0.4855445020375489,0.7996547514953493,0.0,0.0,0.4985364784118205,0.8357425829937423,0.42851244904701835,0.42863040809583886,0.35615984880488605,0.3094889215585586,0.9997207084624621,0.3343512296365549,0.33452568548973377,0.0,0.6359184975398082,3.4447365932293734e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841232923160413e-05,1.0318856800859298e-06,5.981614444498705e-07,2.403738294797094e-06,2.9698114399136732e-05,2.9590534571572578e-05,0.0,0.0,2.917830004695496e-06,2.1081787950563767e-06
0.07,0.0,1e-05,0.0,0.000499793433653864,9.806049966066604e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010336358314083504,9.663641685916497e-05,0.003997999734813552,0.0,0.0,0.0009965944930776134,0.0010033635831408355,2.9996112933925604e-05,3.0003887066074398e-05,2.1592597455277467e-05,1.8346637697608203e-05,0.0004998361919398665,2.0060764847114297e-05,0.000502084021635679,0.0,1.93795495020923e-06,1.0620450497907713e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.33319562243590933,0.09806049966066605,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.41345433256334013,0.4831820842958249,0.7995999469627104,0.0,0.0,0.4982972465388067,0.8361363192840296,0.42851589905608006,0.42862695808677714,0.35987662425462447,0.3057772949601367,0.999672383879733,0.3343460807852383,0.33472268109045267,0.0,0.633318611179487,3.470735456832586e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.815366043629823e-05,1.037112551464639e-06,5.978792192736886e-07,2.4286860207141706e-06,2.933994105990317e-05,2.950752936724729e-05,0.0,0.0,2.905731476494722e-06,2.1240900995815426e-06
0.08,0.0,1e-05,0.0,0.0004997644350952072,9.778717288170105e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010383343618002384,9.616656381997617e-05,0.003997729415437707,0.0,0.0,0.0009961186626292087,0.0010038334361800244,2.999661404593851e-05,3.0003385954061493e-05,2.181401014029645e-05,1.812823241570915e-05,0.0004998117811909901,2.005775744399437e-05,0.0005023786665673273,0.0,1.930274544235753e-06,1.0697254557642486e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.3331762900634715,0.09778717288170105,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4153337447200954,0.48083281909988085,0.7995458830875414,0.0,0.0,0.49805933131460434,0.8365278634833537,0.4285230577991216,0.4286197993437356,0.3635668356716075,0.30213720692848584,0.9996235623819802,0.3342959573999062,0.33491911104488487,0.0,0.6308086745868474,3.4958348227589823e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.789665447100056e-05,1.042314750309726e-06,5.97603741336896e-07,2.453429209576791e-06,2.8988707191268728e-05,2.9420870921926553e-05,0.0,0.0,2.894047701535919e-06,2.1394509115284972e-06
0.09,0.0,1e-05,0.0,0.0004997355513645219,9.751488102355686e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010430067551730572,9.569932448269429e-05,0.003997462725188836,0.0,0.0,0.0009956454486040362,0.0010043006755173064,2.9997372435576873e-05,3.000262756442313e-05,2.203379966791979e-05,1.7914044497359666e-05,0.000499787124049789,2.0052155834720515e-05,0.0005026724275185539,0.0,1.9228599066329563e-06,1.0771400933670455e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.33315703424301457,0.09751488102355686,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4172027020692229,0.47849662241347146,0.7994925450377672,0.0,0.0,0.49782272430201807,0.8369172295977554,0.42853389193681246,0.4286089652060447,0.3672299944653299,0.2985674082893278,0.9995742480995781,0.33420259724534196,0.3351149516790359,0.0,0.6283855904029269,3.520065664598188e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7641298427837685e-05,1.0474923887894153e-06,5.973349467112456e-07,2.4779641224534005e-06,2.8644290054227777e-05,2.9330753857328885e-05,0.0,0.0,2.8827643669138607e-06,2.154280186734091e-06
0.1,0.0,1e-05,0.0,0.000499706778518044,9.7243652614717e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010476531784045589,9.523468215954412e-05,0.003997199591199103,0.0,0.0,0.0009951748342477743,0.0010047653178404566,2.999838573876845e-05,3.000161426123155e-05,2.2251938568280056e-05,1.7704000016105625e-05,0.0004997622226141503,2.0044061415614293e-05,0.0005029652707258307,0.0,1.9157018585920124e-06,1.0842981414079896e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.33313785234536264,0.097243652614717,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4190612713618236,0.4761734107977206,0.7994399182398205,0.0,0.0,0.49758741712388715,0.8373044315337138,0.4285483676966922,0.428594489446165,0.3708656428046676,0.29506666693509376,0.9995244452283005,0.33406769026023825,0.3353101804838871,0.0,0.6260463590169976,3.5434579784574826e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7387579516381896e-05,1.0526455787862211e-06,5.970727711055939e-07,2.502287249778939e-06,2.8306568650786527e-05,2.9237366179320733e-05,0.0,0.0,2.8718676130741316e-06,2.168596282815979e-06
0.11,0.0,1e-05,0.0,0.0004996781127653689,9.69735143068547e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010522737969432705,9.477262030567296e-05,0.003996939942142127,0.0,0.0,0.000994706802949735,0.0010052273796943277,2.999965155547818e-05,3.0000348444521823e-05,2.2468401567872863e-05,1.749802626739903e-05,0.0004997370790207683,2.003357216472808e-05,0.0005032571645055692,0.0,1.9087915777931287e-06,1.091208422206873e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.33311874184357926,0.09697351430685469,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4209095187773082,0.4738631015283648,0.7993879884284254,0.0,0.0,0.4973534014748675,0.8376894830786065,0.4285664507925454,0.42857640635031174,0.37447335946454774,0.2916337711233172,0.9994741580415366,0.33389286941213464,0.3355047763370461,0.0,0.6237880973180159,3.5660405954472976e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.713548507571255e-05,1.0577744316222848e-06,5.96817149767115e-07,2.526395351483604e-06,2.7975424038727717e-05,2.9140888454004965e-05,0.0,0.0,2.861344119762304e-06,2.182416844413746e-06
0.12,0.0,1e-05,0.0,0.00049964955043523,9.670449129708553e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010568687750651362,9.431312249348639e-05,0.0039966837079358705,0.0,0.0,0.0009942413382170935,0.0010056868775065143,3.0001167460239878e-05,2.9998832539760123e-05,2.2683165089129263e-05,1.729605154965453e-05,0.0004997116954341863,2.0020783361216177e-05,0.0005035480787865719,0.0,1.9021205188875947e-06,1.097879481112407e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.3330997002901533,0.09670449129708554,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4227475100260545,0.47156561246743195,0.7993367415871742,0.0,0.0,0.49712066910854674,0.8380723979220953,0.4285881065748554,0.4285547505680018,0.3780527514854877,0.28826752582757553,0.9994233908683725,0.3336797226869363,0.33569871919104793,0.0,0.6216080127083643,3.5878414415438143e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6885002559678275e-05,1.0628790583293915e-06,5.965680176748803e-07,2.550285399923887e-06,2.7650738976049286e-05,2.904149505473347e-05,0.0,0.0,2.851180986407439e-06,2.1957589622248138e-06
0.13,0.0,1e-05,0.0,0.0004996210879848158,9.643660721813632e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00010614382757717955,9.385617242282046e-05,0.003996430819845539,0.0,0.0,0.0009937784236851129,0.0010061438275771803,3.0002931000597072e-05,2.999706899940293e-05,2.2896207377925588e-05,1.709800524947538e-05,0.0004996860740485708,2.0005787372599004e-05,0.0005038379852322146,0.0,1.895680435166977e-06,1.1043195648330247e-06,0.0,5e-05,0.0,0.0,0.0,0.9803921568627452,0.0,0.33308072532321054,0.09643660721813632,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.4245753103087182,0.4692808621141023,0.7992861639691078,0.0,0.0,0.49688921184255647,0.8384531896476503,0.4286133000085296,0.42852955713432755,0.3816034562987598,0.284966754157923,0.9993721480971417,0.33342978954331676,0.33589199015480975,0.0,0.6195034101852867,3.6088874667745907e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6636119541734346e-05,1.067959569521957e-06,5.963253095141312e-07,2.573954594450791e-06,2.7332398054753688e-05,2.893935388411322e-05,0.0,0.0,2.841365764468963e-06,2.208639129666049e-06
