Time,s1,s2,s16,s22,s23,s24,s25,s26,s27,s28,s39,s40,s41,s42,s65,s29,s30,s31,s32,s62,s3,s5,s6,s7,s33,s11,s15,s34,s35,s36,s45,s66,s67,s68,s69,s70,s71,muGA20ox,muGA3ox,muGID,muDELLA,Pmem,muGA,omegaGA4,tGA4on,tGA4off,appliedGA4,omegaGA12ga13,omegaGA12,R,default,re1,re2,re3,re4,re5,re6,re7,re8,re9,re10,re11,re12,re13,re14,re15,re16,re17,re18,re19,re20,re21,re22,re23,re24,re27,re28,re29,re30,re31,re32,re33,re34,re35,re37,re38,re39,re40,re41,re42,re43,re44,re45,re46
0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.00013500000000000003,0.0284315148627376,0.001,0.00133045441797809,0.0692208879449283,0.006602803853512,0.29041185367763805,0.0267298621993027,1.9880427707769,0.20732240251796805,8.827838388125e-05,7.6377707206650705,0.309918915892587,0.00015884928463510002,0.0258846077319221,0.20732240251796805,8.827838388125e-05,7.6377707206650705,0.00025118864315096,0.00077624711662869,5.277491402865771e-06,0.00192990314378105,0.00019299031437811,0.192990314378105,0.0007368618705942464,0.04328507138905677,0.035397289219207,0.05637363414293846,0.00070794578438414,0.00045708818961487,0.00047770755070625,0.00102600014140148,0.03514,0.03514,0.03514,0.03162278,0.028184,0.0,0.00290804218727464,0.00290804218727464,0.00290804218727464,0.00290804218727464,0.0029186540811546396
0.01,0.022998016555631766,0.011864533014509173,0.009959393279345957,0.010668699929814254,0.006071473591568405,0.015656529117921987,0.015445600607153715,0.007173491427086978,0.016974482138105148,0.01897670654021754,0.010002577318416037,0.010347102987661361,0.010552715588801026,0.01042813881625012,0.00972808122196659,0.00039186058411456114,0.01868568452195517,0.0007452306359840292,0.002981396138274166,0.01062250871840739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010043215944822702,0.00932874453663866,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.00036836198103490424,0.02765840858482617,0.001057937419399004,0.0012411469382959876,0.06457439802375269,0.006602803853512,0.2992988049874897,0.007969230793760166,0.5927143039518122,0.5509830725672658,6.57877561634662e-06,0.5691900731661427,0.8125487348354262,0.000296820761922974,0.04836716140532579,0.28222641438170254,3.4592819072396084e-06,0.2992941295932907,0.00024435835226081207,0.0008245691764026857,5.460674706194956e-06,0.0019304005412724133,0.00020365718990254922,0.20125297885266302,0.0007339156854988262,0.043275715249800166,0.03546930382481739,0.056270266058414974,0.00073251879407034,0.0004766579092572321,0.0004778306711530415,0.0010827087686279455,0.05964833023330149,0.04169196901298523,0.06668414678232443,0.033454922267422436,0.028305799818888304,0.0,0.0017656101343204798,0.004552984718121094,0.004491645817339779,0.0020860815700021896,0.006712325487855662
0.02,0.0257054049072688,0.013737157930455008,0.009901889196130099,0.011292554761933344,0.004055137175247554,0.014787371925003484,0.013706780742211839,0.00532753269984227,0.012458788990385926,0.018435507554722848,0.010005117620353771,0.010694837042303307,0.011103605854674526,0.010855967812615903,0.009465533698510855,0.0002776578929445885,0.024695425828696237,0.000528014477725949,0.0012101900579801952,0.011182747410473868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101933288705702,0.008703731967838404,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.00047671092928455033,0.026911946203295498,0.0011073032576682303,0.001157991864950774,0.060248005524843246,0.006602803853512,0.14672216246134226,0.003234821348477676,0.24059095960336044,0.3819557563432226,4.661226475954906e-06,0.4032853518062512,0.5292481886743488,0.0003922850726647569,0.06392314103485792,0.20362329263884948,2.45111900610214e-06,0.21206873250937344,0.00023776345664286297,0.0008680575433367289,5.644191054580609e-06,0.001930890794941992,0.00021428883846242596,0.20950966410353317,0.0007297428955528302,0.043262341559411055,0.0355717880552666,0.05612309082934379,0.000757136479877397,0.0004962134673985903,0.00047795202329471443,0.0011392301176962364,0.043780184512216144,0.048272372967618896,0.06478237354729609,0.03501600731052577,0.02847128878088815,0.0,0.00117925099808056,0.004300230139683074,0.003985989665007563,0.0015492689845226482,0.0075025184940332584
0.03,0.027734156850543933,0.015617950754315999,0.009830606988692933,0.011874652353700613,0.003036886507942373,0.013307217159694917,0.012606200583397616,0.004223987793762273,0.00921578157284228,0.017866009809102947,0.010007609810197734,0.01104348033977463,0.011652271770532295,0.0112834500733636,0.009211881952035364,0.0002114946125675931,0.028377035003102107,0.0003512005893885621,0.0005905187931762277,0.011686971318128302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010173173861829359,0.008121733371822065,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.0005847534394707657,0.026190775863307772,0.0011489002191664595,0.0010805596046180757,0.05621935956494799,0.006602803853512,0.08127838653740306,0.0015784485967699096,0.11739766177818987,0.2542527447033845,3.1003420449364744e-06,0.26823895787122753,0.36005137195872794,0.00045076717103079627,0.07345284196503209,0.15645752489188142,1.8670402597058225e-06,0.1615347359447165,0.00023139201283985797,0.0009071977787819295,5.828187255087777e-06,0.0019313717634434683,0.0002248775592214204,0.2177596576928093,0.0007245692667320944,0.04324555802125666,0.03569965280375927,0.055939348945858704,0.0007818185351472579,0.000515753176664354,0.0004780710770853399,0.0011955232484214607,0.03238425644696777,0.05488147895066642,0.06278115846918775,0.03633141887265273,0.028672073212179863,0.0,0.0008831394083061581,0.0038697948895617825,0.0036659363117766443,0.001228353470279382,0.008094641007922296
0.04,0.029352907372917892,0.017506801655782955,0.009748319936954472,0.012417865030141875,0.0024660347995544445,0.012038295080259784,0.011760339903487868,0.0035688452888111635,0.007046713244069554,0.01729056843427384,0.010010044928779833,0.011393263026539008,0.012198382721400334,0.011710554375097009,0.008966837205895185,0.00017153783811593156,0.03064855670944681,0.00024129713907896245,0.0003341958935490695,0.01214086947613508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010254293261733095,0.007579747551530054,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.0006937319619876275,0.025494076529115745,0.001183530799661696,0.001008450861709177,0.05246768559153065,0.006602803853512,0.050466145864892994,0.0008933010182139462,0.06643957301935541,0.17587245108136745,2.1301321473060016e-06,0.18429722238375468,0.2568352073401988,0.00048685013083939204,0.07933258679735998,0.12793318894820968,1.5143083123357926e-06,0.13101666774480467,0.00022523676711043566,0.0009424314924215129,6.012784767314806e-06,0.0019318417177441756,0.00023541697163075555,0.22600235703918645,0.0007185954962488706,0.043225894733268114,0.035848405669151685,0.05572542538173235,0.0008065812530017978,0.0005352756098699587,0.00047818740453869327,0.0012515542397026113,0.02476215033966041,0.0615189010184213,0.06075905747803827,0.03742653410092588,0.028900700128868553,0.0,0.0007171333232391685,0.00350078699562562,0.0034199564576032084,0.001037835265971921,0.008567098289772092
0.05,0.03071869114297647,0.019403580372738934,0.009657469125813438,0.012924864798909726,0.002115573742913178,0.01103229902192148,0.011076731241486594,0.003187033984168124,0.005625328695384972,0.016719846840342296,0.010012415906552951,0.011744372886948762,0.012741668390158684,0.012137254475892962,0.00873013408680583,0.00014712753790145747,0.03205528495271769,0.00017513943931117478,0.00021345389857375355,0.012549594130568324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010342967511940578,0.007074985397413476,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.0008046709999264182,0.024821093704271213,0.0012119731785745313,0.0009412945579119232,0.048973677140636225,0.006602803853512,0.03456132715424279,0.0005705593294780368,0.04243554799536964,0.12866492210315278,1.5461026656258774e-06,0.13376748816045878,0.19311126400841852,0.0005091959083513492,0.08297384767360824,0.1104753083141454,1.2988181270368023e-06,0.11237264011872922,0.00021929105357907017,0.0009741586258713992,6.198082694292194e-06,0.0019322992934899931,0.0002459018588318351,0.23423725569896447,0.0007119982625306811,0.04320381717362631,0.03601408603788636,0.055486948451961345,0.0008314379275550768,0.0005547795675280892,0.00047830066793717077,0.0013072953569993578,0.01976740503558279,0.0681841814298046,0.05875354179696282,0.03832596119196312,0.029150619635653324,0.0,0.0006152177694682035,0.0032082390978376406,0.003221160174734601,0.000926802927823888,0.008965723327217717
0.06,0.03192500408968316,0.021308140579722322,0.009560183271881581,0.013398137515004504,0.0018833140377946488,0.010226756087162893,0.010505658768632952,0.002973698485511315,0.004699420616816661,0.016159832242211854,0.010014717329608274,0.012096960398432765,0.013281911568409698,0.012563528519724648,0.008501527391090424,0.00013199459054626575,0.03292378412733036,0.00013460966649321115,0.00015047567486328362,0.012917795139525585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010437173837829966,0.00660485511989868,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.0009183543414540914,0.024171130237575823,0.0012349648900248568,0.0008787458674374407,0.045719393614699254,0.006602803853512,0.02570285701695021,0.0004022194053442648,0.029915207758972627,0.09963879088316902,1.188312381281473e-06,0.1028117769460338,0.15300854753583795,0.0005229919556106888,0.08522192371864294,0.09962767895307079,1.165226913449166e-06,0.1008144418960443,0.00021354871300787243,0.001002740123025684,6.38416045035366e-06,0.001932743445848957,0.00025632802891296436,0.24246393187199478,0.00070493168943473,0.043179736340747364,0.036193208138383635,0.05522887482982257,0.0008563992117932361,0.0005742640506255726,0.0004784106086542605,0.0013627243147270303,0.016513764047493745,0.07487680599714423,0.05678565049913245,0.039053023024980246,0.029416130744539977,0.0,0.0005476756673793384,0.0029739838140437416,0.0030550898904296367,0.0008647640648101609,0.009317804347723231
0.07,0.0330279179554721,0.023220324071895233,0.009458302222188087,0.013839996053703459,0.0017189596093455757,0.009560977069562616,0.010012557062735168,0.002865475313305829,0.0040990744770863065,0.015613784920650138,0.010016945221804954,0.012451143248776345,0.013818941765289522,0.01298935853121101,0.008280788806232054,0.00012243859873038005,0.033450727388438586,0.00010904619258936888,0.00011494807788823153,0.013249657025299594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010535167882930982,0.006166948361271837,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.00103534059376714,0.02354353700195778,0.0012531926048562115,0.0008204843692696858,0.04268816414777571,0.006602803853512,0.02046283584023014,0.00030725462820271426,0.022852169526039873,0.08125204843668539,9.626421650193025e-07,0.08328698169590859,0.1271975943139036,0.0005313624116177216,0.08658589567971957,0.09275794037868412,1.0808681620602819e-06,0.09351579444621562,0.00020800401044570875,0.0010285008062207875,6.571080145126734e-06,0.0019331734074643947,0.00026669219156560194,0.25068203865083327,0.0006975290587400493,0.04315401672554424,0.03638271090151314,0.0549555630845944,0.0008814734373734258,0.0005937282375289707,0.0004785170367467118,0.0014178236205205866,0.01440414771248128,0.08159621878863985,0.05486684021116458,0.039629434040994914,0.029692317161252677,0.0,0.0004998807062198068,0.0027803724669853546,0.002911693834092852,0.0008332923097687366,0.009639706753277926
0.08,0.034061344314535176,0.025139964306872813,0.009353402300585744,0.014252592552339665,0.001595799001222101,0.008991353010291896,0.009573186172259475,0.002823681291952957,0.0037138934476008936,0.015083379671723542,0.010019096844826157,0.012807010378718972,0.014352629508817874,0.013414729981648948,0.00806770407778412,0.0001162604156201325,0.03375639956173014,9.240684358489493e-05,9.366535818389519e-05,0.013548936913100952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010635459137398908,0.005759027178857706,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.0011560063234205514,0.022937704839568796,0.0012672865769348953,0.0007662123153367132,0.039864497501950584,0.006602803853512,0.017211628650678303,0.00025036621171038476,0.018621073820972178,0.06923101858964648,8.157526811241979e-07,0.07057822843217873,0.11018793105720753,0.0005362179922237437,0.08737711610974118,0.08829997333741363,1.026328160030773e-06,0.08879703983958,0.000202651564064206,0.0010517323212178636,6.758888717010207e-06,0.0019335886498676798,0.00027699184810593,0.2588912956455821,0.0006899046446619707,0.043126982625863945,0.03657991361873946,0.05467083770230498,0.0009066669008178024,0.0006131714641484236,0.00047861982140306206,0.0014725799905530193,0.01305062157486954,0.08834183457435106,0.05300299616643653,0.04007512461936528,0.029974978032845084,0.0,0.0004640650817964604,0.0026147233874607664,0.002783922925556478,0.0008211384320417357,0.009941328159323148
0.09,0.03504597227742899,0.027066889234618363,0.009246822153860235,0.014637929780619369,0.001498747747848634,0.008488719638583686,0.009170874789904054,0.0028244532093915664,0.003472518485328096,0.01456936869797286,0.010021170516882094,0.013164625603780513,0.01488288125226137,0.013839631411738811,0.00786207072832103,0.00011214227680162216,0.03391573835893443,8.122073885088451e-05,8.030302377165705e-05,0.013819002067995327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010736785887401793,0.005379011879063778,0.0,0.0,0.0,0.0,0.0,0.0,0.047770755070625,0.102600014140148,0.045708818961487,0.070794578438414,2.66664,0.290804218727464,0.0,500.0,620.0,2.0,0.006602803853512,0.006602803853512,1.0,1.0,0.0012805903571661132,0.022353058076415362,0.0012778185446657958,0.000715653011885703,0.0372339978535112,0.006602803853512,0.015114279485124161,0.0002146488759603722,0.015964584588076834,0.06111291358446708,7.17003556339714e-07,0.06203453811060696,0.098696877856187,0.0005387490776187955,0.0877895583359521,0.08531420561677248,9.899738960810998e-07,0.08565169983041475,0.00019748628786038394,0.0010726960509967276,6.947619844589826e-06,0.0019339888484896722,0.00028722519317260015,0.267091481702857,0.0006821555772977446,0.04309892318987882,0.03678247654208989,0.05437804520335422,0.0009319841199191927,0.0006325932066928781,0.000478718882282943,0.00152698382692816,0.012202429957442928,0.09511304877044892,0.05119676160467662,0.040408174717886644,0.030260557345053212,0.0,0.0004358421678826682,0.002468555482494809,0.002666929078325444,0.0008213629088893926,0.010228707001555048
