data_set_value_component_environment_variable_time,data_set_value_component_C2_variable_C2,data_set_value_component_CP_variable_CP,data_set_value_component_pM_variable_pM,data_set_value_component_M_variable_M,data_set_value_component_Y_variable_Y,data_set_value_component_YP_variable_YP,data_set_value_component_reaction_constants_variable_k1,data_set_value_component_reaction_constants_variable_k2,data_set_value_component_reaction_constants_variable_k3,data_set_value_component_reaction_constants_variable_k4,data_set_value_component_reaction_constants_variable_k5,data_set_value_component_reaction_constants_variable_k6,data_set_value_component_reaction_constants_variable_k7,data_set_value_component_reaction_constants_variable_k8,data_set_value_component_reaction_constants_variable_k9,data_set_value_component_reaction_constants_variable_F,data_set_value_component_reaction_constants_variable_aa,data_set_value_component_reaction_constants_variable_P,data_set_value_component_reaction_constants_variable_k4_,data_set_value_component_reaction_constants_variable_CT,data_set_value_component_reaction_constants_variable_YT,data_set_value_component_reaction_constants_variable_YT_CT,data_set_value_component_reaction_constants_variable_M_CT
0.0,0.001,0.001,0.001,0.001,0.001,0.001,6e-05,0.0,50000.0,180.0,0.0,1.0,0.6,100.0,100.0,11.268,1.0,1.0,0.018,0.004,0.004,1.0,0.25
0.1,0.0006299465971292218,0.0006090593860141484,3.5461360322796073e-05,0.002725532656537429,4.123258602050794e-05,0.0011405379051602062,6.000000000005393e-05,0.0,49999.99999995506,180.0,0.0,1.0,0.6,100.0,100.0,83.58894294568451,1.0,1.0,0.018,0.004000000000003595,0.003942764508040939,0.9856911270093488,0.6813831641337449
0.2,0.0007365742373410005,0.0007231930403923746,2.0453373951986114e-06,0.0025381873847723003,3.1959866113006546e-06,0.0013310312815768288,5.999999999851311e-05,0.0,50000.00000123907,180.0,0.0,1.0,0.6,100.0,100.0,72.4949460060362,1.0,1.0,0.018,0.0039999999999008745,0.0038744599903556285,0.9686149976129107,0.6345468462088
0.30000000000000004,0.0008530164259684226,0.0008411119610190915,1.0743496719225723e-06,0.0023047972631828036,1.5372315039049563e-06,0.0014883066181908637,5.9999999997633595e-05,0.0,50000.000001972,180.0,0.0,1.0,0.6,100.0,100.0,59.779017278932045,1.0,1.0,0.018,0.00399999999984224,0.003795715462549495,0.9489288656747995,0.5761993158184262
0.4,0.0009591870311402802,0.0009483659404581342,1.1661077551206563e-06,0.0020912809206069813,1.3325745848058763e-06,0.0016146995232979434,5.9999999999407736e-05,0.0,50000.00000049355,180.0,0.0,1.0,0.6,100.0,100.0,49.21937875103764,1.0,1.0,0.018,0.003999999999960516,0.003708479126244851,0.9271197815703643,0.522820230156906
0.5,0.0010552539787586498,0.0010454111944777195,1.5400137562691562e-06,0.001897794812725896,1.150560467720418e-06,0.0017140061994132569,5.999999999577801e-05,0.0,50000.00000351832,180.0,0.0,1.0,0.6,100.0,100.0,40.53628295680709,1.0,1.0,0.018,0.003999999999718534,0.0036144915863631426,0.9036228966543703,0.4744487032148593
0.6000000000000001,0.0011421804940433026,0.001133222920678415,1.6247405364792605e-06,0.001722971845149579,9.96435627860813e-07,0.0017896780348511776,6.000000000611664e-05,0.0,49999.9999949028,180.0,0.0,1.0,0.6,100.0,100.0,33.41510975894485,1.0,1.0,0.018,0.004000000000407776,0.003515271056165097,0.8788177639516839,0.43074296124348305
0.7000000000000001,0.0012208759210574664,0.0012126943017832603,2.2807892580350054e-06,0.0015641489880675468,9.418980538382126e-07,0.0018447700881913374,6.000000000249463e-05,0.0,49999.99999792114,180.0,0.0,1.0,0.6,100.0,100.0,27.541823137529498,1.0,1.0,0.018,0.004000000000166309,0.0034121417635707574,0.8530354408572225,0.3910372470006285
0.8,0.0012920241521537047,0.001284595958523953,2.1957018921981105e-06,0.0014211841889527235,8.402642985897488e-07,0.001882034918516414,6.0000000022838686e-05,0.0,49999.99998096776,180.0,0.0,1.0,0.6,100.0,100.0,22.740350595655332,1.0,1.0,0.018,0.004000000001522579,0.0033062550736599255,0.8265637681003541,0.35529604710293927
0.9,0.0013563960387583049,0.001349608281917939,3.4406816322382253e-06,0.0012905549987925146,7.531901487367188e-07,0.0019038576195504974,6.000000001651494e-05,0.0,49999.99998623755,180.0,0.0,1.0,0.6,100.0,100.0,18.755237294904095,1.0,1.0,0.018,0.004000000001100996,0.003198606490123987,0.7996516223108935,0.32263874960932265
1.0,0.0014147255529914425,0.0014085258595518927,3.2325201172184375e-06,0.0011735160690693812,8.821624557643091e-07,0.0019124262438782024,6.000000002594902e-05,0.0,49999.99997837582,180.0,0.0,1.0,0.6,100.0,100.0,15.510824585694806,1.0,1.0,0.018,0.004000000001729935,0.0030900569955205665,0.7725142485460418,0.29337901714046366
