Time,C,M,X,V1,V3,VM1,VM3,Kc,cell,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7
0.0,0.01,0.01,0.01,0.058823529411764705,0.01,3.0,1.0,0.5,1.0,0.025,0.0001,0.0008333333333333334,0.05852793378657996,1.0,0.009949748743718593,0.33333333333333337
0.01,0.01024190629421833,0.00270442889749833,0.006928280021555751,0.060217944672184116,0.00270442889749833,3.0,1.0,0.5,1.0,0.025,0.00010241906294218331,0.0005865932695390709,0.05991754453868883,0.5265339456328436,0.0026908806281537344,0.290414041631969
0.02,0.010486115416990427,0.0004540176946376636,0.004316707170179747,0.06162429359175527,0.0004540176946376636,3.0,1.0,0.5,1.0,0.025,0.00010486115416990427,0.00037119758444714593,0.061317566499729415,0.12486694764963341,0.0004517491562404963,0.23166485171909
0.03,0.010732218079580023,0.00023242142870233734,0.002354662773363624,0.06304018642059375,0.00023242142870233734,3.0,1.0,0.5,1.0,0.025,0.00010732218079580023,0.00020557216470813605,0.0627264811032395,0.06662921704683261,0.00023126238761336554,0.16007958800582292
0.04,0.01097965991997344,0.00022251246548264523,0.001112554539549943,0.0644624088659009,0.00022251246548264523,3.0,1.0,0.5,1.0,0.025,0.0001097965991997344,9.857653794647827e-05,0.06414162934174936,0.06390960297940086,0.0002214042114324086,0.09100569429290184
0.05,0.011227881142149058,0.00022670538676969137,0.0004673490486100927,0.06588772770216204,0.00022670538676969137,3.0,1.0,0.5,1.0,0.025,0.00011227881142149058,4.200845028361608e-05,0.06555985410094572,0.06506165069401515,0.00022557697453463372,0.04274000474955061
0.06,0.011476470391837353,0.00023181291916910264,0.00018352647116958625,0.0673137732985762,0.00023181291916910264,3.0,1.0,0.5,1.0,0.025,0.00011476470391837353,1.6728655454983515e-05,0.06697880163961999,0.06646250241089995,0.00023065941041762388,0.017702858487397305
0.07,0.011725201941321683,0.00023698770464717533,7.057902909275977e-05,0.06873924850783204,0.00023698770464717533,3.0,1.0,0.5,1.0,0.025,0.00011725201941321684,6.5212616334614125e-06,0.06839718153449273,0.06787901309283528,0.00023580857853293434,0.006959661676487856
0.08,0.011973974527862398,0.00024217295472599992,2.7714876055399e-05,0.07016357348381634,0.00024217295472599992,3.0,1.0,0.5,1.0,0.025,0.00011973974527862398,2.594744826304186e-06,0.06981441684330453,0.06929558319160549,0.0002409680809284298,0.002756210001823263
0.09,0.012222747327256958,0.0002473639543428668,1.1777451141891937e-05,0.07158651616528794,0.0002473639543428668,3.0,1.0,0.5,1.0,0.025,0.00012222747327256958,1.1168570451524672e-06,0.07123027666116966,0.07071091975756934,0.0002461332734811772,0.0011749774662488796
0.1,0.012471504639343252,0.0002525599870611394,5.915749055165176e-06,0.07300798889171521,0.0002525599870611394,3.0,1.0,0.5,1.0,0.025,0.0001247150463934325,5.680233531378417e-07,0.07264467376403111,0.0721248270414659,0.00025130346231627297,0.0005908758109124925
0.11,0.012720240539914955,0.00025776085366178785,3.7864627156505154e-06,0.07442796012804195,0.00025776085366178785,3.0,1.0,0.5,1.0,0.025,0.00012720240539914956,3.6800399190020246e-07,0.07405757677384317,0.07353725117098164,0.0002564784565234218,0.00037835974255339517
0.12,0.01296895281068538,0.0002629664874824157,3.03463666543569e-06,0.07584641959104099,0.0002629664874824157,3.0,1.0,0.5,1.0,0.025,0.00012968952810685382,2.984327401722601e-07,0.07546897545859031,0.07494817460111017,0.0002616581925494686,0.0003032795978660564
0.13,0.013217640624160846,0.0002681768678034776,2.790486505859229e-06,0.07726336496200281,0.0002681768678034776,3.0,1.0,0.5,1.0,0.025,0.00013217640624160846,2.775908155122724e-07,0.07687886751112515,0.07635759235109689,0.00026684265082623193,0.00027889300115466274
0.14,0.013466303672741655,0.0002733919908962741,2.7333721265151378e-06,0.07867879689330744,0.0002733919908962741,3.0,1.0,0.5,1.0,0.025,0.00013466303672741655,2.749662725393914e-07,0.07828725358059867,0.07776550407259065,0.00027203182803825157,0.0002731878678308676
0.15,0.013714941842850208,0.00027861185938323076,2.7451718414026513e-06,0.08009271714182918,0.00027861185938323076,3.0,1.0,0.5,1.0,0.025,0.0001371494184285021,2.7917794081447923e-07,0.07969413541515741,0.07917191114022862,0.0002772257269433423,0.0002743665474761942
0.16,0.013963555093265231,0.0002838364782676095,2.7823818779984406e-06,0.08150512787272261,0.0002838364782676095,3.0,1.0,0.5,1.0,0.025,0.00013963555093265232,2.85982596177322e-07,0.08109951516919534,0.0805768155681087,0.0002824243525756582,0.0002780834409345185
0.17,0.014212143409739185,0.0002890658534494644,2.8289801989910276e-06,0.08291603139998895,0.0002890658534494644,3.0,1.0,0.5,1.0,0.025,0.00014212143409739187,2.937982561473155e-07,0.08250339514521174,0.08198021960558663,0.00028762771082685315,0.0002827380478313395
0.18,0.014460706788083096,0.0002942999911712077,2.8790668306137087e-06,0.08432543008988104,0.0002942999911712077,3.0,1.0,0.5,1.0,0.025,0.00014460706788083097,3.020348763943361e-07,0.08390577769769722,0.08338212558656952,0.0002928358079161456,0.0002877409979487705
0.19,0.014709245227861458,0.0002995388978104716,2.930468718677053e-06,0.08573332632494109,0.0002995388978104716,3.0,1.0,0.5,1.0,0.025,0.00014709245227861458,3.104719126893958e-07,0.08530666519735045,0.08478253587332686,0.00029804865019238564,0.00029287521953384136
0.2,0.014957758730044214,0.0003047825798028164,2.9823855516482134e-06,0.0871397224906296,0.0003047825798028164,3.0,1.0,0.5,1.0,0.025,0.00014957758730044213,3.190264846926828e-07,0.08670606001777348,0.08618145283556904,0.0003032662440602175,0.0002980607687387814
0.21,0.015206247296132307,0.00031003104361290024,3.0345228897078356e-06,0.0885446209703587,0.00031003104361290024,3.0,1.0,0.5,1.0,0.025,0.00015206247296132308,3.276670266681663e-07,0.08810396453053013,0.08757887884266238,0.00030848859595254474,0.00030326823409116934
0.22,0.015454710927831206,0.0003152842957236984,3.0867722883179894e-06,0.08994802414364791,0.0003152842957236984,3.0,1.0,0.5,1.0,0.025,0.00015454710927831206,3.363810631054039e-07,0.08950038110331066,0.08897481626072772,0.0003137157123202374,0.0003084867831410965
0.23,0.015703149626929536,0.0003205423426325197,3.139093839466179e-06,0.09134993438544746,0.0003205423426325197,3.0,1.0,0.5,1.0,0.025,0.00015703149626929535,3.4516324728484027e-07,0.09089531209925854,0.09036926745157349,0.0003189475996283301,0.0003137124293957219
0.24,0.015951563395253596,0.0003258051908495201,3.1914727881139656e-06,0.09275035406589295,0.0003258051908495201,3.0,1.0,0.5,1.0,0.025,0.00015951563395253597,3.5401089477062755e-07,0.09228875987672643,0.09176223477230235,0.00032418426435460427,0.00031894369878427445
0.25,0.016199952234650723,0.00033107284689719806,3.24390397331175e-06,0.09414928555022409,0.00033107284689719806,3.0,1.0,0.5,1.0,0.025,0.00016199952234650724,3.6292236714018335e-07,0.09368072678919516,0.09315372057518113,0.0003294257129891083,0.0003241800755241627
0.26,0.01644831614704047,0.00033634531738148567,3.2963852343128176e-06,0.09554673119908515,0.00033634531738148567,3.0,1.0,0.5,1.0,0.025,0.00016448316147040472,3.7189637415400776e-07,0.09507121518557281,0.09454372722636933,0.0003346719521049045,0.00032942134350076504
0.27,0.016696655134206706,0.0003416226086622434,3.3489160041848373e-06,0.09694269336736805,0.0003416226086622434,3.0,1.0,0.5,1.0,0.025,0.00016696655134206705,3.809318273750383e-07,0.09646022740904356,0.09593225701912683,0.00033992298803020565,0.0003346674457854296
0.28,0.01694496919801368,0.000346904727372803,3.401496055514597e-06,0.09833717440544223,0.000346904727372803,3.0,1.0,0.5,1.0,0.025,0.0001694496919801368,3.900277029528471e-07,0.09784776579829135,0.09731931231078461,0.0003451788273653343,0.00033991835935974783
0.29,0.017193258340379238,0.0003521916801649854,3.454125368696432e-06,0.09973017665901521,0.0003521916801649854,3.0,1.0,0.5,1.0,0.025,0.0001719325834037924,3.9918302707281643e-07,0.0992338326873611,0.09870489545531247,0.00035043947672901,0.00034517408195902096
0.3,0.017441522563249216,0.00035748347368649294,3.5068039750375186e-06,0.10112170246900079,0.00035748347368649294,3.0,1.0,0.5,1.0,0.025,0.00017441522563249216,4.083968577412002e-07,0.10061843040552769,0.10008900879740129,0.0003557049427358543,0.00035043461640259357
0.31,0.017689761868534742,0.00036278011441488874,3.559531926939689e-06,0.10251175417118054,0.00036278011441488874,3.0,1.0,0.5,1.0,0.025,0.00017689761868534742,4.176682806503605e-07,0.10200156127695921,0.10147165462921565,0.00036097523183119555,0.00035569996761574096
0.32,0.017937976258145596,0.0003680816089263841,3.6123092888244108e-06,0.10390033409640419,0.0003680816089263841,3.0,1.0,0.5,1.0,0.025,0.00017937976258145598,4.269964073670016e-07,0.10338322762091612,0.10285283526082618,0.00036625035055851997,0.000360970141723254
0.33,0.01818616573400397,0.00037338796387110336,3.665136129312444e-06,0.10528744457067954,0.00037338796387110336,3.0,1.0,0.5,1.0,0.025,0.0001818616573400397,4.3638037365196404e-07,0.10476343175184087,0.10423255301356653,0.0003715303055348584,0.0003662451452684227
0.34,0.018434330298044678,0.0003786991858991908,3.7180125176029293e-06,0.10667308791518627,0.0003786991858991908,3.0,1.0,0.5,1.0,0.025,0.00018434330298044678,4.4581933827297583e-07,0.10614217597937155,0.10561081020072366,0.00037681510337726206,0.0003715249848514369
0.35000000000000003,0.018682469952212673,0.00038401528165248,3.770938522672413e-06,0.1080572664462745,0.00038401528165248,3.0,1.0,0.5,1.0,0.025,0.00018682469952212673,4.5531248216893376e-07,0.1075194626083405,0.10698760912541933,0.00038210475069451266,0.0003768096670494029
0.36,0.018930584698461306,0.00038933625778211667,3.8239142134854e-06,0.1094399824754679,0.00038933625778211667,3.0,1.0,0.5,1.0,0.025,0.00018930584698461308,4.648590077616823e-07,0.10889529393877748,0.10836295208521864,0.0003873992541046575,0.00038209919843736686
0.37,0.019178674538751574,0.00039466212095567305,3.876939659240341e-06,0.11082123830947187,0.00039466212095567305,3.0,1.0,0.5,1.0,0.025,0.00019178674538751576,4.744581383004989e-07,0.1102696722659177,0.10973684137397599,0.00039269862024208884,0.00038739358561287447
0.38,0.019426739475051802,0.000399992877854686,3.930014929415737e-06,0.11220103625018446,0.000399992877854686,3.0,1.0,0.5,1.0,0.025,0.00019426739475051803,4.841091172092369e-07,0.11164259988021268,0.11110927928119663,0.000398002855755094,0.0003926928352005712
0.39,0.019674779509337534,0.00040532853517231043,3.983140093705304e-06,0.1135793785947083,0.00040532853517231043,3.0,1.0,0.5,1.0,0.025,0.00019674779509337535,4.938112074448326e-07,0.11301407906734223,0.1124802680914351,0.0004033119673035205,0.00039799695384572323
